z,q,d,t,y,value
South_Africa,Q1,d1,t4,2036,52.57044745143963
South_Africa,Q1,d1,t4,2037,49.70598646542596
South_Africa,Q1,d1,t4,2038,46.22873722256056
South_Africa,Q1,d1,t4,2039,47.952178239999995
South_Africa,Q1,d1,t4,2040,47.49257772799999
South_Africa,Q1,d1,t5,2025,69.53695958749998
South_Africa,Q1,d1,t5,2026,66.8419063656
South_Africa,Q1,d1,t5,2027,63.824064682199996
South_Africa,Q1,d1,t5,2028,60.531457051999986
South_Africa,Q1,d1,t5,2029,57.007675989400006
South_Africa,Q1,d1,t5,2030,55.876326672147485
South_Africa,Q1,d1,t5,2031,52.79001974310002
South_Africa,Q1,d1,t5,2032,50.81861773359999
South_Africa,Q1,d1,t5,2033,52.570447451439634
South_Africa,Q1,d1,t5,2034,60.16842303197851
South_Africa,Q1,d1,t5,2035,56.40781857595912
South_Africa,Q1,d1,t5,2036,52.57044745143963
South_Africa,Q1,d1,t5,2037,49.70598646542595
South_Africa,Q1,d1,t5,2038,46.22873722256056
South_Africa,Q1,d1,t5,2039,47.952178239999995
South_Africa,Q1,d1,t5,2040,47.492577728
South_Africa,Q1,d1,t6,2025,69.5369595875
South_Africa,Q1,d1,t6,2026,66.84190636560001
South_Africa,Q1,d1,t6,2027,63.8240646822
South_Africa,Q1,d1,t6,2028,60.53145705199999
South_Africa,Q1,d1,t6,2029,57.007675989400006
South_Africa,Q1,d1,t6,2030,55.876326672147485
South_Africa,Q1,d1,t6,2031,52.7900197431
South_Africa,Q1,d1,t6,2032,50.81861773359999
South_Africa,Q1,d1,t6,2033,52.57044745143963
South_Africa,Q1,d1,t6,2034,60.16842303197852
South_Africa,Q1,d1,t6,2035,56.40781857595912
South_Africa,Q1,d1,t6,2036,52.57044745143963
South_Africa,Q1,d1,t6,2037,49.70598646542596
South_Africa,Q1,d1,t6,2038,46.22873722256056
South_Africa,Q1,d1,t6,2039,47.952178239999995
South_Africa,Q1,d1,t6,2040,47.492577728
South_Africa,Q1,d1,t7,2025,69.5369595875
South_Africa,Q1,d1,t7,2026,66.8419063656
South_Africa,Q1,d1,t7,2027,63.824064682199996
South_Africa,Q1,d1,t7,2028,60.531457051999986
South_Africa,Q1,d1,t7,2029,57.007675989400006
South_Africa,Q1,d1,t7,2030,55.876326672147485
South_Africa,Q1,d1,t7,2031,52.7900197431
South_Africa,Q1,d1,t7,2032,50.81861773359999
South_Africa,Q1,d1,t7,2033,52.570447451439634
South_Africa,Q1,d1,t7,2034,60.16842303197851
South_Africa,Q1,d1,t7,2035,56.40781857595912
South_Africa,Q1,d1,t7,2036,52.57044745143963
South_Africa,Q1,d1,t7,2037,49.70598646542595
South_Africa,Q1,d1,t7,2038,46.22873722256056
South_Africa,Q1,d1,t7,2039,47.95217824000001
South_Africa,Q1,d1,t7,2040,47.492577728
South_Africa,Q1,d1,t8,2025,69.53695958749998
South_Africa,Q1,d1,t8,2026,66.8419063656
South_Africa,Q1,d1,t8,2027,63.8240646822
South_Africa,Q1,d1,t8,2028,60.53145705199999
South_Africa,Q1,d1,t8,2029,57.007675989400006
South_Africa,Q1,d1,t8,2030,55.876326672147485
South_Africa,Q1,d1,t8,2031,52.790019743100004
South_Africa,Q1,d1,t8,2032,50.81861773359999
South_Africa,Q1,d1,t8,2033,52.570447451439634
South_Africa,Q1,d1,t8,2034,60.16842303197852
South_Africa,Q1,d1,t8,2035,56.40781857595912
South_Africa,Q1,d1,t8,2036,52.57044745143963
South_Africa,Q1,d1,t8,2037,49.70598646542596
South_Africa,Q1,d1,t8,2038,46.22873722256056
South_Africa,Q1,d1,t8,2039,47.95217824000001
South_Africa,Q1,d1,t8,2040,47.492577728
South_Africa,Q1,d1,t9,2025,69.5369595875
South_Africa,Q1,d1,t9,2026,66.8419063656
South_Africa,Q1,d1,t9,2027,63.8240646822
South_Africa,Q1,d1,t9,2028,60.53145705199999
South_Africa,Q1,d1,t9,2029,57.007675989400006
South_Africa,Q1,d1,t9,2030,55.876326672147485
South_Africa,Q1,d1,t9,2031,52.790019743100004
South_Africa,Q1,d1,t9,2032,50.818617733599986
South_Africa,Q1,d1,t9,2033,52.570447451439634
South_Africa,Q1,d1,t9,2034,60.16842303197852
South_Africa,Q1,d1,t9,2035,56.40781857595912
South_Africa,Q1,d1,t9,2036,52.57044745143963
South_Africa,Q1,d1,t9,2037,49.70598646542596
South_Africa,Q1,d1,t9,2038,46.22873722256056
South_Africa,Q1,d1,t9,2039,47.952178239999995
South_Africa,Q1,d1,t9,2040,47.492577728
South_Africa,Q1,d1,t10,2025,69.53695958749998
South_Africa,Q1,d1,t10,2026,66.8419063656
South_Africa,Q1,d1,t10,2027,63.8240646822
South_Africa,Q1,d1,t10,2028,60.53145705199999
South_Africa,Q1,d1,t10,2029,57.007675989400006
South_Africa,Q1,d1,t10,2030,55.876326672147485
South_Africa,Q1,d1,t10,2031,52.790019743100004
South_Africa,Q1,d1,t10,2032,50.818617733599986
South_Africa,Q1,d1,t10,2033,52.570447451439634
South_Africa,Q1,d1,t10,2034,60.16842303197852
South_Africa,Q1,d1,t10,2035,56.40781857595913
South_Africa,Q1,d1,t10,2036,52.57044745143963
South_Africa,Q1,d1,t10,2037,49.70598646542596
South_Africa,Q1,d1,t10,2038,46.22873722256056
South_Africa,Q1,d1,t10,2039,47.95217824000001
South_Africa,Q1,d1,t10,2040,47.49257772799999
South_Africa,Q1,d1,t11,2025,69.5369595875
South_Africa,Q1,d1,t11,2026,66.84190636560001
South_Africa,Q1,d1,t11,2027,63.82406468219999
South_Africa,Q1,d1,t11,2028,60.53145705199999
South_Africa,Q1,d1,t11,2029,57.007675989400006
South_Africa,Q1,d1,t11,2030,55.876326672147485
South_Africa,Q1,d1,t11,2031,52.790019743100004
South_Africa,Q1,d1,t11,2032,50.81861773359999
South_Africa,Q1,d1,t11,2033,52.570447451439634
South_Africa,Q1,d1,t11,2034,60.16842303197852
South_Africa,Q1,d1,t11,2035,56.40781857595912
South_Africa,Q1,d1,t11,2036,52.57044745143963
South_Africa,Q1,d1,t11,2037,49.70598646542596
South_Africa,Q1,d1,t11,2038,46.22873722256056
South_Africa,Q1,d1,t11,2039,47.95217824000001
South_Africa,Q1,d1,t11,2040,47.492577728
South_Africa,Q1,d1,t12,2025,69.5369595875
South_Africa,Q1,d1,t12,2026,66.8419063656
South_Africa,Q1,d1,t12,2027,63.824064682199996
South_Africa,Q1,d1,t12,2028,60.53145705199999
South_Africa,Q1,d1,t12,2029,57.007675989400006
South_Africa,Q1,d1,t12,2030,55.876326672147485
South_Africa,Q1,d1,t12,2031,52.790019743100004
South_Africa,Q1,d1,t12,2032,50.81861773359999
South_Africa,Q1,d1,t12,2033,52.570447451439634
South_Africa,Q1,d1,t12,2034,60.16842303197852
South_Africa,Q1,d1,t12,2035,56.40781857595912
South_Africa,Q1,d1,t12,2036,52.57044745143963
South_Africa,Q1,d1,t12,2037,49.70598646542596
South_Africa,Q1,d1,t12,2038,46.22873722256056
South_Africa,Q1,d1,t12,2039,47.952178239999995
South_Africa,Q1,d1,t12,2040,47.49257772799999
South_Africa,Q1,d1,t13,2025,69.5369595875
South_Africa,Q1,d1,t13,2026,66.8419063656
South_Africa,Q1,d1,t13,2027,63.8240646822
South_Africa,Q1,d1,t13,2028,60.53145705199999
South_Africa,Q1,d1,t13,2029,57.007675989400006
South_Africa,Q1,d1,t13,2030,55.876326672147485
South_Africa,Q1,d1,t13,2031,52.790019743100004
South_Africa,Q1,d1,t13,2032,50.81861773359999
South_Africa,Q1,d1,t13,2033,52.57044745143963
South_Africa,Q1,d1,t13,2034,60.16842303197852
South_Africa,Q1,d1,t13,2035,56.40781857595912
South_Africa,Q1,d1,t13,2036,52.57044745143963
South_Africa,Q1,d1,t13,2037,49.70598646542596
South_Africa,Q1,d1,t13,2038,46.22873722256056
South_Africa,Q1,d1,t13,2039,47.95217824000001
South_Africa,Q1,d1,t13,2040,47.492577727999866
South_Africa,Q1,d1,t14,2025,69.53695958749998
South_Africa,Q1,d1,t14,2026,66.8419063656
South_Africa,Q1,d1,t14,2027,63.824064682199996
South_Africa,Q1,d1,t14,2028,60.53145705199999
South_Africa,Q1,d1,t14,2029,57.007675989400006
South_Africa,Q1,d1,t14,2030,55.87632667214748
South_Africa,Q1,d1,t14,2031,52.79001974310002
South_Africa,Q1,d1,t14,2032,50.818617733599986
South_Africa,Q1,d1,t14,2033,52.570447451439634
South_Africa,Q1,d1,t14,2034,60.16842303197852
South_Africa,Q1,d1,t14,2035,56.40781857595912
South_Africa,Q1,d1,t14,2036,52.57044745143963
South_Africa,Q1,d1,t14,2037,49.70598646542595
South_Africa,Q1,d1,t14,2038,46.228737222560554
South_Africa,Q1,d1,t14,2039,47.952178239999995
South_Africa,Q1,d1,t14,2040,47.492577728
South_Africa,Q1,d1,t15,2025,69.5369595875
South_Africa,Q1,d1,t15,2026,66.8419063656
South_Africa,Q1,d1,t15,2027,63.824064682199996
South_Africa,Q1,d1,t15,2028,60.53145705199999
South_Africa,Q1,d1,t15,2029,57.007675989400006
South_Africa,Q1,d1,t15,2030,55.876326672147485
South_Africa,Q1,d1,t15,2031,52.7900197431
South_Africa,Q1,d1,t15,2032,50.81861773359999
South_Africa,Q1,d1,t15,2033,52.570447451439634
South_Africa,Q1,d1,t15,2034,60.16842303197852
South_Africa,Q1,d1,t15,2035,56.40781857595912
South_Africa,Q1,d1,t15,2036,52.57044745143963
South_Africa,Q1,d1,t15,2037,49.70598646542596
South_Africa,Q1,d1,t15,2038,46.22873722256056
South_Africa,Q1,d1,t15,2039,47.952178239999995
South_Africa,Q1,d1,t15,2040,47.492577728
South_Africa,Q1,d1,t16,2025,69.53695958749998
South_Africa,Q1,d1,t16,2026,66.8419063656
South_Africa,Q1,d1,t16,2027,63.82406468219999
South_Africa,Q1,d1,t16,2028,60.53145705199999
South_Africa,Q1,d1,t16,2029,57.007675989400006
South_Africa,Q1,d1,t16,2030,55.876326672147485
South_Africa,Q1,d1,t16,2031,52.790019743100004
South_Africa,Q1,d1,t16,2032,50.818617733599986
South_Africa,Q1,d1,t16,2033,52.570447451439634
South_Africa,Q1,d1,t16,2034,60.16842303197852
South_Africa,Q1,d1,t16,2035,56.40781857595912
South_Africa,Q1,d1,t16,2036,52.57044745143963
South_Africa,Q1,d1,t16,2037,49.70598646542596
South_Africa,Q1,d1,t16,2038,46.22873722256056
South_Africa,Q1,d1,t16,2039,47.95217824000001
South_Africa,Q1,d1,t16,2040,47.492577728
South_Africa,Q1,d1,t17,2025,69.5369595875
South_Africa,Q1,d1,t17,2026,66.8419063656
South_Africa,Q1,d1,t17,2027,63.8240646822
South_Africa,Q1,d1,t17,2028,60.53145705199999
South_Africa,Q1,d1,t17,2029,57.007675989400006
South_Africa,Q1,d1,t17,2030,55.87632667214748
South_Africa,Q1,d1,t17,2031,52.790019743100004
South_Africa,Q1,d1,t17,2032,50.818617733599986
South_Africa,Q1,d1,t17,2033,52.57044745143963
South_Africa,Q1,d1,t17,2034,60.16842303197852
South_Africa,Q1,d1,t17,2035,56.40781857595912
South_Africa,Q1,d1,t17,2036,52.57044745143963
South_Africa,Q1,d1,t17,2037,49.70598646542596
South_Africa,Q1,d1,t17,2038,46.22873722256056
South_Africa,Q1,d1,t17,2039,47.952178239999995
South_Africa,Q1,d1,t17,2040,47.492577728
South_Africa,Q1,d1,t18,2025,69.5369595875
South_Africa,Q1,d1,t18,2026,66.84190636560001
South_Africa,Q1,d1,t18,2027,63.8240646822
South_Africa,Q1,d1,t18,2028,60.53145705199999
South_Africa,Q1,d1,t18,2029,57.007675989400006
South_Africa,Q1,d1,t18,2030,55.876326672147485
South_Africa,Q1,d1,t18,2031,52.790019743100004
South_Africa,Q1,d1,t18,2032,52.9758486088
South_Africa,Q1,d1,t18,2033,58.411608279377376
South_Africa,Q1,d1,t18,2034,66.94635003263114
South_Africa,Q1,d1,t18,2035,63.108998546897055
South_Africa,Q1,d1,t18,2036,58.41160827937736
South_Africa,Q1,d1,t18,2037,55.228873850473285
South_Africa,Q1,d1,t18,2038,51.36526358062284
South_Africa,Q1,d1,t18,2039,53.28019804444445
South_Africa,Q1,d1,t18,2040,52.76953080888875
South_Africa,Q1,d1,t19,2025,69.5369595875
South_Africa,Q1,d1,t19,2026,66.84190636560001
South_Africa,Q1,d1,t19,2027,63.8240646822
South_Africa,Q1,d1,t19,2028,60.53145705199999
South_Africa,Q1,d1,t19,2029,57.007675989400006
South_Africa,Q1,d1,t19,2030,55.876326672147485
South_Africa,Q1,d1,t19,2031,52.790019743100004
South_Africa,Q1,d1,t19,2032,52.9758486088
South_Africa,Q1,d1,t19,2033,58.411608279377376
South_Africa,Q1,d1,t19,2034,66.94635003263114
South_Africa,Q1,d1,t19,2035,63.108998546897055
South_Africa,Q1,d1,t19,2036,58.41160827937736
South_Africa,Q1,d1,t19,2037,55.228873850473285
South_Africa,Q1,d1,t19,2038,51.36526358062284
South_Africa,Q1,d1,t19,2039,53.28019804444445
South_Africa,Q1,d1,t19,2040,52.76953080888875
South_Africa,Q1,d1,t20,2025,69.5369595875
South_Africa,Q1,d1,t20,2026,66.84190636560001
South_Africa,Q1,d1,t20,2027,63.8240646822
South_Africa,Q1,d1,t20,2028,60.53145705199999
South_Africa,Q1,d1,t20,2029,57.007675989400006
South_Africa,Q1,d1,t20,2030,55.876326672147485
South_Africa,Q1,d1,t20,2031,52.7900197431
South_Africa,Q1,d1,t20,2032,51.29800287135536
South_Africa,Q1,d1,t20,2033,58.411608279377376
South_Africa,Q1,d1,t20,2034,66.94635003263114
South_Africa,Q1,d1,t20,2035,63.108998546897055
South_Africa,Q1,d1,t20,2036,58.41160827937736
South_Africa,Q1,d1,t20,2037,55.228873850473285
South_Africa,Q1,d1,t20,2038,51.36526358062284
South_Africa,Q1,d1,t20,2039,53.28019804444445
South_Africa,Q1,d1,t20,2040,52.76953080888875
South_Africa,Q1,d1,t21,2025,69.53695958749998
South_Africa,Q1,d1,t21,2026,66.8419063656
South_Africa,Q1,d1,t21,2027,63.824064682199996
South_Africa,Q1,d1,t21,2028,60.53145705199999
South_Africa,Q1,d1,t21,2029,57.007675989400006
South_Africa,Q1,d1,t21,2030,55.87632667214748
South_Africa,Q1,d1,t21,2031,52.790019743100004
South_Africa,Q1,d1,t21,2032,50.818617733599986
South_Africa,Q1,d1,t21,2033,52.57044745143963
South_Africa,Q1,d1,t21,2034,60.16842303197852
South_Africa,Q1,d1,t21,2035,56.40781857595912
South_Africa,Q1,d1,t21,2036,52.57044745143963
South_Africa,Q1,d1,t21,2037,49.70598646542596
South_Africa,Q1,d1,t21,2038,46.22873722256056
South_Africa,Q1,d1,t21,2039,47.95217824000001
South_Africa,Q1,d1,t21,2040,47.492577728
South_Africa,Q1,d1,t22,2025,69.53695958749998
South_Africa,Q1,d1,t22,2026,66.84190636560001
South_Africa,Q1,d1,t22,2027,63.824064682199996
South_Africa,Q1,d1,t22,2028,60.53145705199999
South_Africa,Q1,d1,t22,2029,57.007675989400006
South_Africa,Q1,d1,t22,2030,55.876326672147485
South_Africa,Q1,d1,t22,2031,52.7900197431
South_Africa,Q1,d1,t22,2032,50.818617733599986
South_Africa,Q1,d1,t22,2033,52.570447451439634
South_Africa,Q1,d1,t22,2034,60.16842303197852
South_Africa,Q1,d1,t22,2035,56.40781857595912
South_Africa,Q1,d1,t22,2036,52.57044745143963
South_Africa,Q1,d1,t22,2037,49.70598646542595
South_Africa,Q1,d1,t22,2038,46.22873722256056
South_Africa,Q1,d1,t22,2039,47.95217824000001
South_Africa,Q1,d1,t22,2040,47.49257772799999
South_Africa,Q1,d1,t23,2025,69.53695958749998
South_Africa,Q1,d1,t23,2026,66.84190636560001
South_Africa,Q1,d1,t23,2027,63.82406468219999
South_Africa,Q1,d1,t23,2028,60.531457051999986
South_Africa,Q1,d1,t23,2029,57.007675989400006
South_Africa,Q1,d1,t23,2030,55.87632667214748
South_Africa,Q1,d1,t23,2031,52.790019743100004
South_Africa,Q1,d1,t23,2032,50.818617733599986
South_Africa,Q1,d1,t23,2033,52.570447451439634
South_Africa,Q1,d1,t23,2034,60.16842303197852
South_Africa,Q1,d1,t23,2035,56.40781857595912
South_Africa,Q1,d1,t23,2036,52.57044745143963
South_Africa,Q1,d1,t23,2037,49.70598646542596
South_Africa,Q1,d1,t23,2038,46.228737222560554
South_Africa,Q1,d1,t23,2039,47.95217824000001
South_Africa,Q1,d1,t23,2040,47.49257772799999
South_Africa,Q1,d1,t24,2025,69.53695958749998
South_Africa,Q1,d1,t24,2026,66.84190636560001
South_Africa,Q1,d1,t24,2027,63.8240646822
South_Africa,Q1,d1,t24,2028,60.53145705199999
South_Africa,Q1,d1,t24,2029,57.007675989400006
South_Africa,Q1,d1,t24,2030,55.87632667214748
South_Africa,Q1,d1,t24,2031,52.790019743100004
South_Africa,Q1,d1,t24,2032,50.81861773359999
South_Africa,Q1,d1,t24,2033,52.570447451439634
South_Africa,Q1,d1,t24,2034,60.16842303197852
South_Africa,Q1,d1,t24,2035,56.40781857595912
South_Africa,Q1,d1,t24,2036,52.57044745143963
South_Africa,Q1,d1,t24,2037,49.70598646542596
South_Africa,Q1,d1,t24,2038,46.22873722256056
South_Africa,Q1,d1,t24,2039,47.952178239999995
South_Africa,Q1,d1,t24,2040,47.492577728
South_Africa,Q1,d2,t1,2025,69.53695958749998
South_Africa,Q1,d2,t1,2026,66.84190636560001
South_Africa,Q1,d2,t1,2027,63.82406468220001
South_Africa,Q1,d2,t1,2028,60.531457051999986
South_Africa,Q1,d2,t1,2029,57.007675989400006
South_Africa,Q1,d2,t1,2030,55.876326672147485
South_Africa,Q1,d2,t1,2031,52.7900197431
South_Africa,Q1,d2,t1,2032,50.818617733599986
South_Africa,Q1,d2,t1,2033,52.570447451439634
South_Africa,Q1,d2,t1,2034,60.16842303197852
South_Africa,Q1,d2,t1,2035,56.40781857595912
South_Africa,Q1,d2,t1,2036,52.570447451439634
South_Africa,Q1,d2,t1,2037,49.70598646542595
South_Africa,Q1,d2,t1,2038,46.22873722256056
South_Africa,Q1,d2,t1,2039,47.952178239999995
South_Africa,Q1,d2,t1,2040,47.492577728
South_Africa,Q1,d2,t2,2025,69.5369595875
South_Africa,Q1,d2,t2,2026,66.8419063656
South_Africa,Q1,d2,t2,2027,63.824064682199996
South_Africa,Q1,d2,t2,2028,60.531457051999986
South_Africa,Q1,d2,t2,2029,57.00767598940002
South_Africa,Q1,d2,t2,2030,55.876326672147485
South_Africa,Q1,d2,t2,2031,52.790019743100004
South_Africa,Q1,d2,t2,2032,50.81861773359999
South_Africa,Q1,d2,t2,2033,52.57044745143963
South_Africa,Q1,d2,t2,2034,60.16842303197852
South_Africa,Q1,d2,t2,2035,56.40781857595912
South_Africa,Q1,d2,t2,2036,52.570447451439634
South_Africa,Q1,d2,t2,2037,49.70598646542596
South_Africa,Q1,d2,t2,2038,46.22873722256056
South_Africa,Q1,d2,t2,2039,47.952178239999995
South_Africa,Q1,d2,t2,2040,47.492577728
South_Africa,Q1,d2,t3,2025,69.5369595875
South_Africa,Q1,d2,t3,2026,66.84190636560001
South_Africa,Q1,d2,t3,2027,63.82406468219999
South_Africa,Q1,d2,t3,2028,60.53145705199999
South_Africa,Q1,d2,t3,2029,57.007675989400006
South_Africa,Q1,d2,t3,2030,55.876326672147485
South_Africa,Q1,d2,t3,2031,52.7900197431
South_Africa,Q1,d2,t3,2032,50.81861773359999
South_Africa,Q1,d2,t3,2033,52.57044745143963
South_Africa,Q1,d2,t3,2034,60.16842303197852
South_Africa,Q1,d2,t3,2035,56.40781857595912
South_Africa,Q1,d2,t3,2036,52.570447451439634
South_Africa,Q1,d2,t3,2037,49.70598646542595
South_Africa,Q1,d2,t3,2038,46.22873722256056
South_Africa,Q1,d2,t3,2039,47.952178239999995
South_Africa,Q1,d2,t3,2040,47.492577728
South_Africa,Q1,d2,t4,2025,69.5369595875
South_Africa,Q1,d2,t4,2026,66.84190636560001
South_Africa,Q1,d2,t4,2027,63.824064682199996
South_Africa,Q1,d2,t4,2028,60.53145705199999
South_Africa,Q1,d2,t4,2029,57.00767598940002
South_Africa,Q1,d2,t4,2030,55.876326672147485
South_Africa,Q1,d2,t4,2031,52.790019743100004
South_Africa,Q1,d2,t4,2032,50.81861773359999
South_Africa,Q1,d2,t4,2033,52.57044745143963
South_Africa,Q1,d2,t4,2034,60.16842303197852
South_Africa,Q1,d2,t4,2035,56.40781857595912
South_Africa,Q1,d2,t4,2036,52.570447451439634
South_Africa,Q1,d2,t4,2037,49.70598646542596
South_Africa,Q1,d2,t4,2038,46.22873722256056
South_Africa,Q1,d2,t4,2039,47.952178239999995
South_Africa,Q1,d2,t4,2040,47.492577728
South_Africa,Q1,d2,t5,2025,69.5369595875
South_Africa,Q1,d2,t5,2026,66.84190636560001
South_Africa,Q1,d2,t5,2027,63.82406468219999
South_Africa,Q1,d2,t5,2028,60.53145705199999
South_Africa,Q1,d2,t5,2029,57.00767598940002
South_Africa,Q1,d2,t5,2030,55.876326672147485
South_Africa,Q1,d2,t5,2031,52.7900197431
South_Africa,Q1,d2,t5,2032,50.81861773359999
South_Africa,Q1,d2,t5,2033,52.570447451439634
South_Africa,Q1,d2,t5,2034,60.16842303197852
South_Africa,Q1,d2,t5,2035,56.40781857595913
South_Africa,Q1,d2,t5,2036,52.570447451439634
South_Africa,Q1,d2,t5,2037,49.70598646542595
South_Africa,Q1,d2,t5,2038,46.22873722256056
South_Africa,Q1,d2,t5,2039,47.952178239999995
South_Africa,Q1,d2,t5,2040,47.492577728
South_Africa,Q1,d2,t6,2025,69.5369595875
South_Africa,Q1,d2,t6,2026,66.8419063656
South_Africa,Q1,d2,t6,2027,63.82406468219999
South_Africa,Q1,d2,t6,2028,60.53145705199999
South_Africa,Q1,d2,t6,2029,57.00767598940002
South_Africa,Q1,d2,t6,2030,55.876326672147485
South_Africa,Q1,d2,t6,2031,52.790019743100004
South_Africa,Q1,d2,t6,2032,50.818617733599986
South_Africa,Q1,d2,t6,2033,52.570447451439634
South_Africa,Q1,d2,t6,2034,60.16842303197852
South_Africa,Q1,d2,t6,2035,56.40781857595912
South_Africa,Q1,d2,t6,2036,52.570447451439634
South_Africa,Q1,d2,t6,2037,49.70598646542596
South_Africa,Q1,d2,t6,2038,46.22873722256056
South_Africa,Q1,d2,t6,2039,47.952178239999995
South_Africa,Q1,d2,t6,2040,47.492577728
South_Africa,Q1,d2,t7,2025,69.53695958749998
South_Africa,Q1,d2,t7,2026,66.84190636560001
South_Africa,Q1,d2,t7,2027,63.824064682199996
South_Africa,Q1,d2,t7,2028,60.53145705199999
South_Africa,Q1,d2,t7,2029,57.007675989400006
South_Africa,Q1,d2,t7,2030,55.876326672147485
South_Africa,Q1,d2,t7,2031,52.7900197431
South_Africa,Q1,d2,t7,2032,50.81861773359999
South_Africa,Q1,d2,t7,2033,52.570447451439634
South_Africa,Q1,d2,t7,2034,60.16842303197852
South_Africa,Q1,d2,t7,2035,56.40781857595912
South_Africa,Q1,d2,t7,2036,52.570447451439634
South_Africa,Q1,d2,t7,2037,49.70598646542596
South_Africa,Q1,d2,t7,2038,46.22873722256056
South_Africa,Q1,d2,t7,2039,47.952178240000016
South_Africa,Q1,d2,t7,2040,49.47143513333333
South_Africa,Q1,d2,t8,2025,69.5369595875
South_Africa,Q1,d2,t8,2026,66.8419063656
South_Africa,Q1,d2,t8,2027,63.824064682199996
South_Africa,Q1,d2,t8,2028,60.53145705199999
South_Africa,Q1,d2,t8,2029,57.00767598940002
South_Africa,Q1,d2,t8,2030,55.876326672147485
South_Africa,Q1,d2,t8,2031,52.7900197431
South_Africa,Q1,d2,t8,2032,50.818617733599986
South_Africa,Q1,d2,t8,2033,52.570447451439634
South_Africa,Q1,d2,t8,2034,60.16842303197852
South_Africa,Q1,d2,t8,2035,56.40781857595913
South_Africa,Q1,d2,t8,2036,52.570447451439634
South_Africa,Q1,d2,t8,2037,49.70598646542595
South_Africa,Q1,d2,t8,2038,46.22873722256056
South_Africa,Q1,d2,t8,2039,47.952178240000016
South_Africa,Q1,d2,t8,2040,47.940587471906156
South_Africa,Q1,d2,t9,2025,69.5369595875
South_Africa,Q1,d2,t9,2026,66.84190636560001
South_Africa,Q1,d2,t9,2027,63.824064682199996
South_Africa,Q1,d2,t9,2028,60.53145705199999
South_Africa,Q1,d2,t9,2029,57.007675989400006
South_Africa,Q1,d2,t9,2030,55.876326672147485
South_Africa,Q1,d2,t9,2031,52.7900197431
South_Africa,Q1,d2,t9,2032,50.818617733599986
South_Africa,Q1,d2,t9,2033,52.570447451439634
