z,z2,y,value
South_Africa,Lesotho,2025,411.6726963335081
South_Africa,Lesotho,2026,285.8453113759286
South_Africa,Lesotho,2027,224.97773621427143
South_Africa,Lesotho,2028,219.07820389194114
South_Africa,Lesotho,2029,240.6431697894518
South_Africa,Lesotho,2030,232.41102923776222
South_Africa,Lesotho,2031,250.11915670343953
South_Africa,Lesotho,2032,270.11937514529427
South_Africa,Lesotho,2033,288.4896006148591
South_Africa,Lesotho,2034,250.41836642465734
South_Africa,Lesotho,2035,271.6640248307781
South_Africa,Lesotho,2036,290.4098998936367
South_Africa,Lesotho,2037,216.72482113460973
South_Africa,Lesotho,2038,244.45564813755396
South_Africa,Lesotho,2039,136.1559748871741
South_Africa,Lesotho,2040,50.349059414132086
South_Africa,Eswatini,2025,444.2169962349873
South_Africa,Eswatini,2026,506.2990379904976
South_Africa,Eswatini,2027,539.83099428255
South_Africa,Eswatini,2028,1445.6532450769257
South_Africa,Eswatini,2029,1683.0602834693773
South_Africa,Eswatini,2030,1821.5988722505676
South_Africa,Eswatini,2031,1759.44854745017
South_Africa,Eswatini,2032,339.7392502982491
South_Africa,Eswatini,2033,512.6575385547752
South_Africa,Eswatini,2034,474.3787726657674
South_Africa,Eswatini,2035,481.4071953527118
South_Africa,Eswatini,2036,552.8428650546573
South_Africa,Eswatini,2037,518.8660139386612
South_Africa,Eswatini,2038,663.2916557334352
South_Africa,Eswatini,2039,686.9243961763708
South_Africa,Eswatini,2040,916.3870038960022
South_Africa,Mozambique,2028,334.53426465929306
South_Africa,Mozambique,2029,451.8716352932381
South_Africa,Mozambique,2030,2862.668587894202
South_Africa,Mozambique,2031,5473.328634613497
South_Africa,Mozambique,2033,84.97590201114072
South_Africa,Mozambique,2034,432.1639988630572
South_Africa,Mozambique,2035,584.9688272292601
South_Africa,Mozambique,2036,674.2992652114168
South_Africa,Mozambique,2037,666.1382509212631
South_Africa,Mozambique,2038,917.0804702873653
South_Africa,Mozambique,2039,898.7
South_Africa,Mozambique,2040,910.1485196681401
South_Africa,Botswana,2025,222.87827909953188
South_Africa,Botswana,2026,130.38625860833668
South_Africa,Botswana,2027,56.90897012594887
South_Africa,Botswana,2028,37.97459063353103
South_Africa,Botswana,2029,100.81673245868092
South_Africa,Botswana,2030,1054.7081011369082
South_Africa,Botswana,2031,424.9803363190553
South_Africa,Botswana,2032,36.68814716453628
South_Africa,Botswana,2033,19.15423187048949
South_Africa,Botswana,2034,22.424877299753696
South_Africa,Botswana,2035,69.81173559971649
South_Africa,Botswana,2036,73.77274063811649
South_Africa,Botswana,2037,187.80912403121
