c,sumhdr,y,value
Lesotho,Export revenues with internal zones: $m,2039,-7.2846518197113355
Lesotho,Export revenues with internal zones: $m,2040,-8.960313665386858
Lesotho,Trade shared benefits: $m,2025,-3.365561470240087
Lesotho,Trade shared benefits: $m,2026,-3.2079339852082813
Lesotho,Trade shared benefits: $m,2027,-0.40004565890570754
Lesotho,Trade shared benefits: $m,2028,-0.9776132504518876
Lesotho,Trade shared benefits: $m,2029,-3.2330982314023307
Lesotho,Trade shared benefits: $m,2030,-3.255640077578547
Lesotho,Trade shared benefits: $m,2031,-2.9562912313118477
Lesotho,Trade shared benefits: $m,2032,-2.640012687083352
Lesotho,Trade shared benefits: $m,2033,-2.6846558393297855
Lesotho,Trade shared benefits: $m,2034,-3.31596493910381
Lesotho,Trade shared benefits: $m,2035,-3.284688959626722
Lesotho,Trade shared benefits: $m,2036,-2.9832595873825154
Lesotho,Trade shared benefits: $m,2037,-2.6404497602722286
Lesotho,Trade shared benefits: $m,2038,-2.05718117255522
Lesotho,Trade shared benefits: $m,2039,-2.3409707802874244
Lesotho,Trade shared benefits: $m,2040,-2.85280085237046
Eswatini,Generation costs: $m,2027,0.46895696348862626
Eswatini,Generation costs: $m,2028,0.895891971631646
Eswatini,Generation costs: $m,2029,2.75711712645993
Eswatini,Generation costs: $m,2030,4.284765478502048
Eswatini,Generation costs: $m,2031,5.4591252927608656
Eswatini,Generation costs: $m,2032,6.906390049363141
Eswatini,Generation costs: $m,2033,8.247694454914337
Eswatini,Generation costs: $m,2034,9.490942234001496
Eswatini,Generation costs: $m,2035,10.646176001472142
Eswatini,Generation costs: $m,2036,11.717830968278117
Eswatini,Generation costs: $m,2037,12.714371633996235
Eswatini,Generation costs: $m,2038,13.639648920784635
Eswatini,Generation costs: $m,2039,14.498167510142089
Eswatini,Generation costs: $m,2040,15.296638060532572
Eswatini,Fixed O&M: $m,2025,1.3148672566759574
Eswatini,Fixed O&M: $m,2026,1.2699145301316086
Eswatini,Fixed O&M: $m,2027,1.3723315094150395
Eswatini,Fixed O&M: $m,2028,1.4780409732939181
Eswatini,Fixed O&M: $m,2029,2.1203161487979685
Eswatini,Fixed O&M: $m,2030,2.693085974397373
Eswatini,Fixed O&M: $m,2031,3.1399599754399077
Eswatini,Fixed O&M: $m,2032,3.7815213949778475
Eswatini,Fixed O&M: $m,2033,4.387686322545138
Eswatini,Fixed O&M: $m,2034,4.961305480429386
Eswatini,Fixed O&M: $m,2035,5.5049314814814805
Eswatini,Fixed O&M: $m,2036,6.020856794694354
Eswatini,Fixed O&M: $m,2037,6.511146065308946
Eswatini,Fixed O&M: $m,2038,6.977663737091805
Eswatini,Fixed O&M: $m,2039,7.422097732194606
Eswatini,Fixed O&M: $m,2040,7.8459798663346385
Eswatini,Variable O&M: $m,2025,0.042076489381772254
Eswatini,Variable O&M: $m,2026,0.040637976930023564
Eswatini,Variable O&M: $m,2027,0.0392945727207777
Eswatini,Variable O&M: $m,2028,0.03803714639898566
Eswatini,Variable O&M: $m,2029,0.03685770000380964
Eswatini,Variable O&M: $m,2030,0.0357491977371931
Eswatini,Variable O&M: $m,2031,0.03470542554491204
Eswatini,Variable O&M: $m,2032,0.03372087446967945
Eswatini,Variable O&M: $m,2033,0.03279064345355247
Eswatini,Variable O&M: $m,2034,0.031945407378977046
Eswatini,Variable O&M: $m,2035,0.03111023333333333
Eswatini,Variable O&M: $m,2036,0.030317615926785293
Eswatini,Variable O&M: $m,2037,0.030310440368277996
Eswatini,Variable O&M: $m,2038,0.028847670907925324
Eswatini,Variable O&M: $m,2039,0.029319839646705332
Eswatini,Variable O&M: $m,2040,0.02864192428187158
Eswatini,Fuel costs: $m,2034,0.0008461438829075642
Eswatini,Fuel costs: $m,2035,0.0008167311953428966
Eswatini,Fuel costs: $m,2036,0.0007888172373455514
Eswatini,Fuel costs: $m,2037,0.01829496739303743
Eswatini,Fuel costs: $m,2038,0.0007370495331543873
Eswatini,Fuel costs: $m,2039,0.02736151268340524
Eswatini,Fuel costs: $m,2040,0.026481420872619506
Eswatini,Unmet country spinning reserve costs: $m,2027,0.008759692560535541
Eswatini,Unmet country spinning reserve costs: $m,2028,0.01274857199966
Eswatini,Unmet country spinning reserve costs: $m,2029,0.03420617442214022
Eswatini,Unmet country spinning reserve costs: $m,2030,0.0397081973604594
Eswatini,Unmet country spinning reserve costs: $m,2031,0.018821978100816008
Eswatini,Unmet country spinning reserve costs: $m,2034,0.003504966442560968
Eswatini,Unmet country spinning reserve costs: $m,2035,0.003555555555555555
Eswatini,Unmet country spinning reserve costs: $m,2036,0.003326369427104708
Eswatini,Unmet country spinning reserve costs: $m,2037,0.00324372670760443
Eswatini,Unmet country spinning reserve costs: $m,2038,0.003165090908963024
Eswatini,Unmet country spinning reserve costs: $m,2039,0.0029614201185184288
Eswatini,Unmet country spinning reserve costs: $m,2040,0.0028929479773245385
Eswatini,Unmet system planning reserve costs: $m,2034,0.11103979224852326
Eswatini,Unmet system planning reserve costs: $m,2035,0.028272808155168045
Eswatini,Import costs with internal zones: $m,2025,82.27180535458089
Eswatini,Import costs with internal zones: $m,2026,66.84404805433358
Eswatini,Import costs with internal zones: $m,2027,59.40400866866386
Eswatini,Import costs with internal zones: $m,2028,54.680481464173155
Eswatini,Import costs with internal zones: $m,2029,47.44394215682867
Eswatini,Import costs with internal zones: $m,2030,42.07053010268758
Eswatini,Import costs with internal zones: $m,2031,37.73834876984375
Eswatini,Import costs with internal zones: $m,2032,34.20187560743703
Eswatini,Import costs with internal zones: $m,2033,32.10773105176498
Eswatini,Import costs with internal zones: $m,2034,32.24690800595295
Eswatini,Import costs with internal zones: $m,2035,29.524403306811354
Eswatini,Import costs with internal zones: $m,2036,27.99803776554047
Eswatini,Import costs with internal zones: $m,2037,25.191693206698748
Eswatini,Import costs with internal zones: $m,2038,23.525936202576943
Eswatini,Import costs with internal zones: $m,2039,23.229586035520484
Eswatini,Import costs with internal zones: $m,2040,24.085904350975767
Eswatini,Export revenues with internal zones: $m,2031,-0.15030622560782309
Eswatini,Export revenues with internal zones: $m,2032,-0.0033060544753318213
Eswatini,Export revenues with internal zones: $m,2034,-0.056115726463662814
Eswatini,Export revenues with internal zones: $m,2035,-0.18449839266484105
Eswatini,Export revenues with internal zones: $m,2036,-1.337715411721463
Eswatini,Export revenues with internal zones: $m,2037,-1.212112930568732
Eswatini,Export revenues with internal zones: $m,2038,-2.6537070767858872
Eswatini,Export revenues with internal zones: $m,2039,-3.474001430282483
Eswatini,Export revenues with internal zones: $m,2040,-4.904501552294839
Eswatini,Trade shared benefits: $m,2025,-1.7034302720921035
Eswatini,Trade shared benefits: $m,2026,-1.378749917475171
Eswatini,Trade shared benefits: $m,2027,-1.2281172713712534
Eswatini,Trade shared benefits: $m,2028,-0.7475586762184666
Eswatini,Trade shared benefits: $m,2029,-0.5336559963786529
Eswatini,Trade shared benefits: $m,2030,-0.4207053010268771
Eswatini,Trade shared benefits: $m,2031,-0.383123262873465
Eswatini,Trade shared benefits: $m,2032,-0.7346243989544875
Eswatini,Trade shared benefits: $m,2033,-0.6806678237973153
Eswatini,Trade shared benefits: $m,2034,-0.8533356526799436
Eswatini,Trade shared benefits: $m,2035,-0.7805309993217991
Eswatini,Trade shared benefits: $m,2036,-0.7380791010216408
Eswatini,Trade shared benefits: $m,2037,-0.7288454384606573
Eswatini,Trade shared benefits: $m,2038,-0.6432857921705684
Eswatini,Trade shared benefits: $m,2039,-0.7463290033716462
Eswatini,Trade shared benefits: $m,2040,-0.7823589717844466
Mozambique,Generation costs: $m,2027,0.27872818254921083
Mozambique,Generation costs: $m,2028,0.5205119309617481
Mozambique,Generation costs: $m,2029,0.5046724496086892
Mozambique,Generation costs: $m,2030,0.9937812153187152
Mozambique,Generation costs: $m,2031,1.4623421329702107
Mozambique,Generation costs: $m,2032,31.671129271394566
Mozambique,Generation costs: $m,2033,31.7416765355287
Mozambique,Generation costs: $m,2034,31.78443355665342
Mozambique,Generation costs: $m,2035,31.804908704401992
Mozambique,Generation costs: $m,2036,31.801848365697904
Mozambique,Generation costs: $m,2037,31.776142120692416
Mozambique,Generation costs: $m,2038,31.728397509791613
Mozambique,Generation costs: $m,2039,31.660987577957766
Mozambique,Generation costs: $m,2040,31.590767127870897
Mozambique,Fixed O&M: $m,2025,6.001143718935516
Mozambique,Fixed O&M: $m,2026,5.789461046849159
Mozambique,Fixed O&M: $m,2027,5.676142967165597
Mozambique,Fixed O&M: $m,2028,5.5666718684172425
Mozambique,Fixed O&M: $m,2029,5.397274799851541
Mozambique,Fixed O&M: $m,2030,5.422464141166238
Mozambique,Fixed O&M: $m,2031,5.508998864084583
Mozambique,Fixed O&M: $m,2032,9.979798271950703
Mozambique,Fixed O&M: $m,2033,10.107406596681212
Mozambique,Fixed O&M: $m,2034,10.225894446797417
Mozambique,Fixed O&M: $m,2035,10.336587232391494
Mozambique,Fixed O&M: $m,2036,10.439335134055186
Mozambique,Fixed O&M: $m,2037,10.533997341238296
Mozambique,Fixed O&M: $m,2038,10.620913423365588
Mozambique,Fixed O&M: $m,2039,10.700878624209675
Mozambique,Fixed O&M: $m,2040,10.779230350251126
Mozambique,Variable O&M: $m,2025,0.7177904865843554
Mozambique,Variable O&M: $m,2026,0.669799798514033
Mozambique,Variable O&M: $m,2027,0.4791537844160273
Mozambique,Variable O&M: $m,2028,0.46298854556637437
Mozambique,Variable O&M: $m,2029,0.448899534348844
Mozambique,Variable O&M: $m,2030,0.4349712476368361
Mozambique,Variable O&M: $m,2031,0.4267507939308344
Mozambique,Variable O&M: $m,2032,0.835049163540741
Mozambique,Variable O&M: $m,2033,0.8192975741200215
Mozambique,Variable O&M: $m,2034,0.8036966045861413
Mozambique,Variable O&M: $m,2035,0.7884633393486933
Mozambique,Variable O&M: $m,2036,0.7735132447099592
Mozambique,Variable O&M: $m,2037,0.7586907888961116
Mozambique,Variable O&M: $m,2038,0.7442311895217371
Mozambique,Variable O&M: $m,2039,0.7300030324505552
Mozambique,Variable O&M: $m,2040,0.7164948339612274
Mozambique,Fuel costs: $m,2025,3.5739794105158844
Mozambique,Fuel costs: $m,2026,3.084030620697411
Mozambique,Fuel costs: $m,2027,0.013180215717655609
Mozambique,Fuel costs: $m,2028,0.012735554020105785
Mozambique,Fuel costs: $m,2029,0.01234800369047239
Mozambique,Fuel costs: $m,2030,0.011964874454280806
Mozambique,Fuel costs: $m,2031,0.011738752159798352
Mozambique,Fuel costs: $m,2032,0.011516460611005409
Mozambique,Fuel costs: $m,2033,0.012145065892393522
Mozambique,Fuel costs: $m,2034,0.0110840662969702
Mozambique,Fuel costs: $m,2035,0.01087397890721676
Mozambique,Fuel costs: $m,2036,0.01066779682410713
Mozambique,Fuel costs: $m,2037,0.009195642856672695
Mozambique,Fuel costs: $m,2038,0.00948074583522348
Mozambique,Fuel costs: $m,2039,0.007972822643565941
Mozambique,Fuel costs: $m,2040,0.008223685577616721
Mozambique,Transmission costs: $m,2026,0.5889928249480435
Mozambique,Transmission costs: $m,2027,0.5688281412617479
Mozambique,Transmission costs: $m,2028,0.549637553465166
Mozambique,Transmission costs: $m,2029,0.5329117624482983
Mozambique,Transmission costs: $m,2030,0.5163767757717178
Mozambique,Transmission costs: $m,2031,0.9050132142653963
Mozambique,Transmission costs: $m,2032,1.332977926373697
Mozambique,Transmission costs: $m,2033,1.307760767895458
Mozambique,Transmission costs: $m,2034,1.282930251522308
Mozambique,Transmission costs: $m,2035,1.258613591863594
Mozambique,Transmission costs: $m,2036,1.2347489536833318
Mozambique,Transmission costs: $m,2037,1.223321026319705
Mozambique,Transmission costs: $m,2038,1.3930898076131095
Mozambique,Transmission costs: $m,2039,1.3923557577566603
Mozambique,Transmission costs: $m,2040,1.3665364825376158
Mozambique,Unmet system planning reserve costs: $m,2034,0.11103979224852324
Mozambique,Unmet system planning reserve costs: $m,2035,0.028272808155168045
Mozambique,Import costs with internal zones: $m,2025,50.49785928391236
Mozambique,Import costs with internal zones: $m,2026,38.103913809195795
Mozambique,Import costs with internal zones: $m,2027,32.93546628825121
Mozambique,Import costs with internal zones: $m,2028,32.26045682388502
Mozambique,Import costs with internal zones: $m,2029,30.26399351219389
Mozambique,Import costs with internal zones: $m,2030,36.2572292486371
Mozambique,Import costs with internal zones: $m,2031,40.622531624639414
Mozambique,Import costs with internal zones: $m,2032,22.510417987805003
Mozambique,Import costs with internal zones: $m,2033,23.32351615542289
Mozambique,Import costs with internal zones: $m,2034,26.722897704066856
Mozambique,Import costs with internal zones: $m,2035,24.484957723634317
Mozambique,Import costs with internal zones: $m,2036,23.32350677849188
Mozambique,Import costs with internal zones: $m,2037,21.221685038337505
Mozambique,Import costs with internal zones: $m,2038,19.775556116236274
Mozambique,Import costs with internal zones: $m,2039,19.550754446040642
Mozambique,Import costs with internal zones: $m,2040,20.123145502924963
Mozambique,Export revenues with internal zones: $m,2025,-48.894623781686825
Mozambique,Export revenues with internal zones: $m,2026,-33.39156704070275
Mozambique,Export revenues with internal zones: $m,2027,-24.62161506923566
Mozambique,Export revenues with internal zones: $m,2028,-24.276061128683555
Mozambique,Export revenues with internal zones: $m,2029,-21.381444533443048
Mozambique,Export revenues with internal zones: $m,2030,-27.479549479502737
Mozambique,Export revenues with internal zones: $m,2031,-32.23824228993281
Mozambique,Export revenues with internal zones: $m,2032,-49.43101960485895
Mozambique,Export revenues with internal zones: $m,2033,-49.873967746182885
Mozambique,Export revenues with internal zones: $m,2034,-53.403041945253435
Mozambique,Export revenues with internal zones: $m,2035,-50.01686260086484
Mozambique,Export revenues with internal zones: $m,2036,-47.628064205391276
Mozambique,Export revenues with internal zones: $m,2037,-43.932907531877255
Mozambique,Export revenues with internal zones: $m,2038,-40.95187361147531
Mozambique,Export revenues with internal zones: $m,2039,-40.057058114454954
Mozambique,Export revenues with internal zones: $m,2040,-41.36296267920266
Mozambique,Trade shared benefits: $m,2025,-1.6622304150738838
Mozambique,Trade shared benefits: $m,2026,-1.026052901255427
Mozambique,Trade shared benefits: $m,2027,-0.7182329388632481
Mozambique,Trade shared benefits: $m,2028,-12.815624002254749
Mozambique,Trade shared benefits: $m,2029,-120.82794137199373
Mozambique,Trade shared benefits: $m,2030,-7.2855268494823635
Mozambique,Trade shared benefits: $m,2031,-3.1592766006443975
Mozambique,Trade shared benefits: $m,2032,-2.7031376316327247
