z,genCostCmp,y,value
Lesotho,Variable Cost: $m,2029,0.23616423297472347
Lesotho,Variable Cost: $m,2030,0.22066738672188765
Lesotho,Variable Cost: $m,2031,0.21618774837962512
Lesotho,Variable Cost: $m,2032,0.21216835291135258
Lesotho,Variable Cost: $m,2033,0.20264428462735926
Lesotho,Variable Cost: $m,2034,0.17324993097878932
Lesotho,Variable Cost: $m,2035,0.17099855559886734
Lesotho,Variable Cost: $m,2036,0.17195927034670253
Lesotho,Variable Cost: $m,2037,0.19892922776372068
Lesotho,Variable Cost: $m,2038,0.19891696831881372
Lesotho,Variable Cost: $m,2039,0.2303384718327153
Lesotho,Variable Cost: $m,2040,0.2567027633901465
Eswatini,Generation costs: $m,2027,4.882895814646949
Eswatini,Generation costs: $m,2028,8.212183404939614
Eswatini,Generation costs: $m,2029,15.320315831218235
Eswatini,Generation costs: $m,2030,17.646848919029967
Eswatini,Generation costs: $m,2031,18.753270676338953
Eswatini,Generation costs: $m,2032,20.47754709384308
Eswatini,Generation costs: $m,2033,21.48651606976379
Eswatini,Generation costs: $m,2034,22.1239157030615
Eswatini,Generation costs: $m,2035,22.595568644391406
Eswatini,Generation costs: $m,2036,23.011444780652486
Eswatini,Generation costs: $m,2037,23.265298655601928
Eswatini,Generation costs: $m,2038,23.269347654145992
Eswatini,Generation costs: $m,2039,23.375008298412087
Eswatini,Generation costs: $m,2040,23.324985419504333
Eswatini,Fixed O&M: $m,2025,15.42280635431386
Eswatini,Fixed O&M: $m,2026,15.422806354313861
Eswatini,Fixed O&M: $m,2027,14.289054871435651
Eswatini,Fixed O&M: $m,2028,13.548445501301726
Eswatini,Fixed O&M: $m,2029,11.781840078490152
Eswatini,Fixed O&M: $m,2030,11.091501169572433
Eswatini,Fixed O&M: $m,2031,10.786438517976437
Eswatini,Fixed O&M: $m,2032,11.212266017204554
Eswatini,Fixed O&M: $m,2033,11.430599568619458
Eswatini,Fixed O&M: $m,2034,11.565079790805887
Eswatini,Fixed O&M: $m,2035,11.683731055665994
Eswatini,Fixed O&M: $m,2036,11.82374229824588
Eswatini,Fixed O&M: $m,2037,11.914372346535488
Eswatini,Fixed O&M: $m,2038,11.903948866652831
Eswatini,Fixed O&M: $m,2039,11.966449964128891
Eswatini,Fixed O&M: $m,2040,11.963894632256752
Eswatini,Variable Cost: $m,2025,0.49353844999149177
Eswatini,Variable Cost: $m,2026,0.4935384499914918
Eswatini,Variable Cost: $m,2027,0.40914480350024524
Eswatini,Variable Cost: $m,2028,0.34866706290503713
Eswatini,Variable Cost: $m,2029,0.20480508406825715
Eswatini,Variable Cost: $m,2030,0.1472334237684634
Eswatini,Variable Cost: $m,2031,0.11922060848178699
Eswatini,Variable Cost: $m,2032,0.09998288397599363
Eswatini,Variable Cost: $m,2033,0.08542468338928878
Eswatini,Variable Cost: $m,2034,0.07643893493435425
Eswatini,Variable Cost: $m,2035,0.06776216347681999
Eswatini,Variable Cost: $m,2036,0.06108672936290344
Eswatini,Variable Cost: $m,2037,0.08894024497606173
Eswatini,Variable Cost: $m,2038,0.050471764280176294
Eswatini,Variable Cost: $m,2039,0.09138583066823522
Eswatini,Variable Cost: $m,2040,0.0840544972636977
Mozambique,Generation costs: $m,2027,0.31428697727505
Mozambique,Generation costs: $m,2028,0.6011483886384752
Mozambique,Generation costs: $m,2029,0.6011483886384758
Mozambique,Generation costs: $m,2030,1.1909768442678672
Mozambique,Generation costs: $m,2031,1.7425035785334961
Mozambique,Generation costs: $m,2032,19.78263135929432
Mozambique,Generation costs: $m,2033,19.946505775478048
Mozambique,Generation costs: $m,2034,20.09715161098271
Mozambique,Generation costs: $m,2035,20.246073175246956
Mozambique,Generation costs: $m,2036,20.371119957494464
Mozambique,Generation costs: $m,2037,20.495808911671386
Mozambique,Generation costs: $m,2038,20.576673060149055
Mozambique,Generation costs: $m,2039,20.667958667242303
Mozambique,Generation costs: $m,2040,20.748236413599237
Mozambique,Fixed O&M: $m,2025,6.044428814643191
Mozambique,Fixed O&M: $m,2026,6.080409640042366
Mozambique,Fixed O&M: $m,2027,6.400277860013477
Mozambique,Fixed O&M: $m,2028,6.429047298867925
Mozambique,Fixed O&M: $m,2029,6.429047298867931
Mozambique,Fixed O&M: $m,2030,6.498441640326925
Mozambique,Fixed O&M: $m,2031,6.564435242870689
Mozambique,Fixed O&M: $m,2032,6.23364795622995
Mozambique,Fixed O&M: $m,2033,6.351505845324393
Mozambique,Fixed O&M: $m,2034,6.465786174508504
Mozambique,Fixed O&M: $m,2035,6.579968627935622
Mozambique,Fixed O&M: $m,2036,6.687062520608237
Mozambique,Fixed O&M: $m,2037,6.794493672706734
Mozambique,Fixed O&M: $m,2038,6.887932586109911
Mozambique,Fixed O&M: $m,2039,6.985420671536996
Mozambique,Fixed O&M: $m,2040,7.079600782037979
Mozambique,Variable Cost: $m,2025,4.322725608119982
Mozambique,Variable Cost: $m,2026,3.9424786665556146
Mozambique,Variable Cost: $m,2027,0.5551435929319066
Mozambique,Variable Cost: $m,2028,0.549422134041186
Mozambique,Variable Cost: $m,2029,0.5494221340411862
Mozambique,Variable Cost: $m,2030,0.5356214869755673
Mozambique,Variable Cost: $m,2031,0.5224971543837894
Mozambique,Variable Cost: $m,2032,0.5287874493054816
Mozambique,Variable Cost: $m,2033,0.5224795042701454
Mozambique,Variable Cost: $m,2034,0.5151820825514876
Mozambique,Variable Cost: $m,2035,0.5088347206880974
Mozambique,Variable Cost: $m,2036,0.5023181634534795
Mozambique,Variable Cost: $m,2037,0.49529151497662394
Mozambique,Variable Cost: $m,2038,0.48880136699580307
Mozambique,Variable Cost: $m,2039,0.4817428525548197
Mozambique,Variable Cost: $m,2040,0.47598183088879575
Zimbabwe,Generation costs: $m,2026,0.8848953439315443
Zimbabwe,Generation costs: $m,2027,0.8802701693175241
Zimbabwe,Generation costs: $m,2028,1.1383559730988901
Zimbabwe,Generation costs: $m,2029,1.4040427543722023
Zimbabwe,Generation costs: $m,2030,1.556580195529159
Zimbabwe,Generation costs: $m,2031,1.7563613442169692
Zimbabwe,Generation costs: $m,2032,7.421931179218209
Zimbabwe,Generation costs: $m,2033,7.567419051160387
Zimbabwe,Generation costs: $m,2034,7.762509774671131
Zimbabwe,Generation costs: $m,2035,7.948582525922484
Zimbabwe,Generation costs: $m,2036,8.123937986399085
Zimbabwe,Generation costs: $m,2037,8.280389230725987
Zimbabwe,Generation costs: $m,2038,9.4503047254608
Zimbabwe,Generation costs: $m,2039,9.607357812629544
Zimbabwe,Generation costs: $m,2040,9.720885054997805
Zimbabwe,Fixed O&M: $m,2025,9.415581640236267
Zimbabwe,Fixed O&M: $m,2026,9.594942613443601
Zimbabwe,Fixed O&M: $m,2027,9.544791728027581
Zimbabwe,Fixed O&M: $m,2028,9.495823011444303
Zimbabwe,Fixed O&M: $m,2029,9.684119852759702
Zimbabwe,Fixed O&M: $m,2030,9.287014085760163
Zimbabwe,Fixed O&M: $m,2031,9.271102871311191
Zimbabwe,Fixed O&M: $m,2032,9.691374889257931
Zimbabwe,Fixed O&M: $m,2033,9.66416069519435
Zimbabwe,Fixed O&M: $m,2034,9.711354964144904
Zimbabwe,Fixed O&M: $m,2035,9.75576022765494
Zimbabwe,Fixed O&M: $m,2036,9.795735285693446
Zimbabwe,Fixed O&M: $m,2037,9.821058647939784
Zimbabwe,Fixed O&M: $m,2038,9.160705398396779
Zimbabwe,Fixed O&M: $m,2039,9.204653463084954
Zimbabwe,Fixed O&M: $m,2040,9.213665632550688
Zimbabwe,Variable Cost: $m,2025,38.04551706800898
Zimbabwe,Variable Cost: $m,2026,34.959358147817795
Zimbabwe,Variable Cost: $m,2027,33.84207558198956
Zimbabwe,Variable Cost: $m,2028,32.35249693415402
Zimbabwe,Variable Cost: $m,2029,30.401611508045164
Zimbabwe,Variable Cost: $m,2030,29.87125442342158
Zimbabwe,Variable Cost: $m,2031,28.541543978036717
Zimbabwe,Variable Cost: $m,2032,18.425979715205784
Zimbabwe,Variable Cost: $m,2033,17.8655556780988
Zimbabwe,Variable Cost: $m,2034,17.139076908688054
Zimbabwe,Variable Cost: $m,2035,16.446216267781338
Zimbabwe,Variable Cost: $m,2036,15.796312298811458
Zimbabwe,Variable Cost: $m,2037,15.216368744360508
Zimbabwe,Variable Cost: $m,2038,11.665384017903197
Zimbabwe,Variable Cost: $m,2039,11.225774862793006
Zimbabwe,Variable Cost: $m,2040,10.849810470295342
Botswana,Generation costs: $m,2026,2.930427566546515
Botswana,Generation costs: $m,2027,7.575932247241759
Botswana,Generation costs: $m,2028,10.108063031696878
Botswana,Generation costs: $m,2029,13.821823497160455
Botswana,Generation costs: $m,2030,15.498705005361442
Botswana,Generation costs: $m,2031,16.840402809881873
Botswana,Generation costs: $m,2032,17.899167339497037
Botswana,Generation costs: $m,2033,18.694493346162254
Botswana,Generation costs: $m,2034,19.34695787058349
Botswana,Generation costs: $m,2035,19.906095771348213
Botswana,Generation costs: $m,2036,20.382157030136078
Botswana,Generation costs: $m,2037,20.915761401630068
Botswana,Generation costs: $m,2038,21.261022805862595
Botswana,Generation costs: $m,2039,21.564890666723613
Botswana,Generation costs: $m,2040,21.840096215029455
Botswana,Fixed O&M: $m,2025,6.4721139355055275
Botswana,Fixed O&M: $m,2026,6.7035059050396395
Botswana,Fixed O&M: $m,2027,6.924631174013164
Botswana,Fixed O&M: $m,2028,7.0666963311292985
Botswana,Fixed O&M: $m,2029,7.120853121600685
Botswana,Fixed O&M: $m,2030,7.220360828714461
Botswana,Fixed O&M: $m,2031,7.352279502079441
Botswana,Fixed O&M: $m,2032,7.471025527934428
Botswana,Fixed O&M: $m,2033,7.551440766464098
Botswana,Fixed O&M: $m,2034,7.624693912203018
Botswana,Fixed O&M: $m,2035,7.697182742886428
Botswana,Fixed O&M: $m,2036,7.7648127887607306
Botswana,Fixed O&M: $m,2037,7.874463362141856
Botswana,Fixed O&M: $m,2038,7.9288754127136345
Botswana,Fixed O&M: $m,2039,8.057641393813725
Botswana,Fixed O&M: $m,2040,8.067083072051693
Botswana,Variable Cost: $m,2025,53.30303850809305
Botswana,Variable Cost: $m,2026,46.03285691266241
Botswana,Variable Cost: $m,2027,36.70357390871618
Botswana,Variable Cost: $m,2028,31.41405393086736
Botswana,Variable Cost: $m,2029,23.562514129023103
Botswana,Variable Cost: $m,2030,19.56628887770541
Botswana,Variable Cost: $m,2031,16.56024797683225
Botswana,Variable Cost: $m,2032,14.227852037009525
Botswana,Variable Cost: $m,2033,12.34704277331167
Botswana,Variable Cost: $m,2034,10.835223345401248
Botswana,Variable Cost: $m,2035,9.579355107234733
Botswana,Variable Cost: $m,2036,8.485655312316382
Botswana,Variable Cost: $m,2037,7.449289412511966
Botswana,Variable Cost: $m,2038,6.637473357024159
Botswana,Variable Cost: $m,2039,6.006572527320217
Botswana,Variable Cost: $m,2040,5.430666745360029
Namibia,Generation costs: $m,2025,0.8167414582253311
Namibia,Generation costs: $m,2026,12.52486607430855
Namibia,Generation costs: $m,2027,18.946100602893342
Namibia,Generation costs: $m,2028,20.772789313642964
Namibia,Generation costs: $m,2029,21.801129034631803
Namibia,Generation costs: $m,2030,22.48397372315797
Namibia,Generation costs: $m,2031,23.016628661281512
Namibia,Generation costs: $m,2032,24.514383614030667
Namibia,Generation costs: $m,2033,24.832966799239742
Namibia,Generation costs: $m,2034,25.004441460667934
Namibia,Generation costs: $m,2035,25.085186547701593
Namibia,Generation costs: $m,2036,24.964484058057398
Namibia,Generation costs: $m,2037,26.02849473834904
Namibia,Generation costs: $m,2038,25.930334222618878
Namibia,Generation costs: $m,2039,25.44121509559972
Namibia,Generation costs: $m,2040,25.655553387059722
Namibia,Fixed O&M: $m,2025,14.71982068208097
Namibia,Fixed O&M: $m,2026,13.065147523830667
Namibia,Fixed O&M: $m,2027,11.420773836141032
Namibia,Fixed O&M: $m,2028,10.9467106284484
Namibia,Fixed O&M: $m,2029,10.579687154037078
Namibia,Fixed O&M: $m,2030,10.329058756647182
Namibia,Fixed O&M: $m,2031,10.151799413383653
Namibia,Fixed O&M: $m,2032,10.179616413367567
Namibia,Fixed O&M: $m,2033,10.344917532622384
Namibia,Fixed O&M: $m,2034,10.550494680203037
Namibia,Fixed O&M: $m,2035,10.697945404042693
Namibia,Fixed O&M: $m,2036,10.707066960251607
Namibia,Fixed O&M: $m,2037,10.814328878309889
Namibia,Fixed O&M: $m,2038,10.892610042746762
Namibia,Fixed O&M: $m,2039,10.803212876285908
Namibia,Fixed O&M: $m,2040,11.010185776475641
Namibia,Variable Cost: $m,2025,7.034371239708612
Namibia,Variable Cost: $m,2026,0.24035385969423137
Namibia,Variable Cost: $m,2027,0.4434150208409102
Namibia,Variable Cost: $m,2028,0.1506727789446313
Namibia,Variable Cost: $m,2029,0.11905768361352173
Namibia,Variable Cost: $m,2030,0.09766068360845959
Namibia,Variable Cost: $m,2031,0.08672727968838942
Namibia,Variable Cost: $m,2032,0.07218368002610649
Namibia,Variable Cost: $m,2033,0.06759281837074271
Namibia,Variable Cost: $m,2034,0.0799652386333918
Namibia,Variable Cost: $m,2035,0.07557262827628358
Namibia,Variable Cost: $m,2036,0.5283597671019421
Namibia,Variable Cost: $m,2037,0.47480439470243846
Namibia,Variable Cost: $m,2038,0.09690023959532724
Namibia,Variable Cost: $m,2039,0.10283245121300122
Namibia,Variable Cost: $m,2040,0.12891917387257895
Zambia,Generation costs: $m,2026,1.228661434392465
Zambia,Generation costs: $m,2027,2.414681289003023
Zambia,Generation costs: $m,2028,3.5652149012236594
Zambia,Generation costs: $m,2029,7.241050628739609
Zambia,Generation costs: $m,2030,15.81885501400665
Zambia,Generation costs: $m,2031,16.047917465399205
Zambia,Generation costs: $m,2032,16.094554930893604
Zambia,Generation costs: $m,2033,16.287294475040415
Zambia,Generation costs: $m,2034,16.470481631671696
Zambia,Generation costs: $m,2035,17.358770532711823
Zambia,Generation costs: $m,2036,18.15925128196327
Zambia,Generation costs: $m,2037,18.828886659764656
Zambia,Generation costs: $m,2038,18.828593229126707
Zambia,Generation costs: $m,2039,18.939628880862912
Zambia,Generation costs: $m,2040,19.874161673650516
Zambia,Fixed O&M: $m,2025,7.6559413177472235
Zambia,Fixed O&M: $m,2026,7.73841056560571
Zambia,Fixed O&M: $m,2027,7.4976422720145965
Zambia,Fixed O&M: $m,2028,7.541641513555855
Zambia,Fixed O&M: $m,2029,7.1517262245631334
Zambia,Fixed O&M: $m,2030,8.019971655294457
Zambia,Fixed O&M: $m,2031,8.112235872409725
Zambia,Fixed O&M: $m,2032,8.113921174128071
Zambia,Fixed O&M: $m,2033,8.209478541427071
Zambia,Fixed O&M: $m,2034,8.303297581043168
Zambia,Fixed O&M: $m,2035,8.571608528198784
Zambia,Fixed O&M: $m,2036,8.815053678420423
Zambia,Fixed O&M: $m,2037,8.999640355574678
Zambia,Fixed O&M: $m,2038,8.993079211771798
Zambia,Fixed O&M: $m,2039,9.066652823258366
Zambia,Fixed O&M: $m,2040,9.150820515534607
Zambia,Variable Cost: $m,2025,6.256517086096327
Zambia,Variable Cost: $m,2026,5.86551189689808
Zambia,Variable Cost: $m,2027,11.414729027688889
Zambia,Variable Cost: $m,2028,11.994279505271603
Zambia,Variable Cost: $m,2029,21.742189416900935
Zambia,Variable Cost: $m,2030,5.28798079287853
Zambia,Variable Cost: $m,2031,3.603084217696443
Zambia,Variable Cost: $m,2032,3.4651896966080575
Zambia,Variable Cost: $m,2033,3.3343377883588
Zambia,Variable Cost: $m,2034,3.210166203603615
Zambia,Variable Cost: $m,2035,2.9908320722032053
Zambia,Variable Cost: $m,2036,2.795385780230748
Zambia,Variable Cost: $m,2037,2.6205117561888662
Zambia,Variable Cost: $m,2038,2.5322299766817276
Zambia,Variable Cost: $m,2039,2.4484241506372584
Zambia,Variable Cost: $m,2040,2.316420222800495
Angola,Generation costs: $m,2028,0.3841338763526273
Angola,Generation costs: $m,2029,1.541999932868106
Angola,Generation costs: $m,2030,4.21430018439288
Angola,Generation costs: $m,2031,4.799248816677523
Angola,Generation costs: $m,2032,5.4994563017234235
Angola,Generation costs: $m,2033,8.456790999030883
Angola,Generation costs: $m,2034,11.515162557382705
Angola,Generation costs: $m,2035,12.575799342799712
Angola,Generation costs: $m,2036,12.813846183223836
Angola,Generation costs: $m,2037,18.111744317536147
Angola,Generation costs: $m,2038,18.216645403564105
Angola,Generation costs: $m,2039,19.96655584830979
Angola,Generation costs: $m,2040,20.372907103882678
Angola,Fixed O&M: $m,2025,10.744998448233533
Angola,Fixed O&M: $m,2026,10.120365891368017
Angola,Fixed O&M: $m,2027,8.25894307531953
Angola,Fixed O&M: $m,2028,7.884805151363089
Angola,Fixed O&M: $m,2029,7.924295455674462
Angola,Fixed O&M: $m,2030,8.016440021132988
Angola,Fixed O&M: $m,2031,8.05378971865095
Angola,Fixed O&M: $m,2032,8.18504656378005
Angola,Fixed O&M: $m,2033,8.148028452224365
Angola,Fixed O&M: $m,2034,8.091485283633533
Angola,Fixed O&M: $m,2035,8.13386735497915
Angola,Fixed O&M: $m,2036,8.22163750612757
Angola,Fixed O&M: $m,2037,7.913922213410523
Angola,Fixed O&M: $m,2038,7.982354397117597
Angola,Fixed O&M: $m,2039,8.002601284514547
Angola,Fixed O&M: $m,2040,8.052351335733034
Angola,Variable Cost: $m,2025,0.5373337021963286
Angola,Variable Cost: $m,2026,0.5380700244974663
Angola,Variable Cost: $m,2027,1.1356060931370004
Angola,Variable Cost: $m,2028,2.6719239587810213
Angola,Variable Cost: $m,2029,2.4332064652927365
Angola,Variable Cost: $m,2030,0.7290716393399781
Angola,Variable Cost: $m,2031,0.7081526213036375
Angola,Variable Cost: $m,2032,0.6597924176469018
Angola,Variable Cost: $m,2033,0.6416066836060067
Angola,Variable Cost: $m,2034,0.5888115644452564
Angola,Variable Cost: $m,2035,0.5796988918152997
Angola,Variable Cost: $m,2036,0.5725394869886223
Angola,Variable Cost: $m,2037,0.7432841132901232
Angola,Variable Cost: $m,2038,0.6729565078257338
Angola,Variable Cost: $m,2039,0.5745371697803382
Angola,Variable Cost: $m,2040,0.5685744538585067
Tanzania,Generation costs: $m,2025,7.035433665349876
Tanzania,Generation costs: $m,2026,8.121638992854892
Tanzania,Generation costs: $m,2027,8.024582899839714
Tanzania,Generation costs: $m,2028,7.7053922280246985
Tanzania,Generation costs: $m,2029,7.521526390684848
Tanzania,Generation costs: $m,2030,12.25427531027872
Tanzania,Generation costs: $m,2031,12.65922189061272
Tanzania,Generation costs: $m,2032,16.287822076996438
Tanzania,Generation costs: $m,2033,16.078760723335247
Tanzania,Generation costs: $m,2034,14.899678102283868
Tanzania,Generation costs: $m,2035,15.283697979643877
Tanzania,Generation costs: $m,2036,15.318390450957889
Tanzania,Generation costs: $m,2037,15.494315359906086
Tanzania,Generation costs: $m,2038,15.340450729117249
Tanzania,Generation costs: $m,2039,15.278812705497293
Tanzania,Generation costs: $m,2040,15.397256398531562
Tanzania,Fixed O&M: $m,2025,1.2295871894534103
Tanzania,Fixed O&M: $m,2026,1.4550902492133162
Tanzania,Fixed O&M: $m,2027,1.391956773611511
Tanzania,Fixed O&M: $m,2028,1.3053344727568608
Tanzania,Fixed O&M: $m,2029,1.2741866208708652
Tanzania,Fixed O&M: $m,2030,2.325287076912386
Tanzania,Fixed O&M: $m,2031,2.3837095891886015
Tanzania,Fixed O&M: $m,2032,2.5436559439202866
Tanzania,Fixed O&M: $m,2033,2.3586942106419904
Tanzania,Fixed O&M: $m,2034,2.315120931209581
Tanzania,Fixed O&M: $m,2035,2.3446316169148838
Tanzania,Fixed O&M: $m,2036,2.3707879675857066
Tanzania,Fixed O&M: $m,2037,2.398015414142072
Tanzania,Fixed O&M: $m,2038,2.376978921486167
Tanzania,Fixed O&M: $m,2039,2.5430358486898026
Tanzania,Fixed O&M: $m,2040,2.6232915647152355
Tanzania,Variable Cost: $m,2025,22.506346816421722
Tanzania,Variable Cost: $m,2026,27.193484486500967
Tanzania,Variable Cost: $m,2027,29.65012817467734
Tanzania,Variable Cost: $m,2028,32.478790116208884
Tanzania,Variable Cost: $m,2029,33.45132225303747
Tanzania,Variable Cost: $m,2030,28.034712945562514
Tanzania,Variable Cost: $m,2031,26.46607923242899
Tanzania,Variable Cost: $m,2032,16.16109972945226
Tanzania,Variable Cost: $m,2033,17.79707920074114
Tanzania,Variable Cost: $m,2034,21.757248182181858
Tanzania,Variable Cost: $m,2035,21.57986476694855
Tanzania,Variable Cost: $m,2036,22.223568212613934
Tanzania,Variable Cost: $m,2037,21.934171751885767
Tanzania,Variable Cost: $m,2038,22.40215360393786
Tanzania,Variable Cost: $m,2039,23.893060011067842
Tanzania,Variable Cost: $m,2040,24.153832403912048
DRC,Generation costs: $m,2025,10.989520557911758
DRC,Generation costs: $m,2026,11.22444949455239
DRC,Generation costs: $m,2027,11.50242493394172
DRC,Generation costs: $m,2028,11.777644764029318
DRC,Generation costs: $m,2029,11.992777737105305
DRC,Generation costs: $m,2030,13.266274544087283
DRC,Generation costs: $m,2031,14.7404564782041
DRC,Generation costs: $m,2032,14.441396862158324
DRC,Generation costs: $m,2033,15.687377968694063
DRC,Generation costs: $m,2034,15.881367637002043
DRC,Generation costs: $m,2035,16.079464154489536
DRC,Generation costs: $m,2036,16.158215687018142
DRC,Generation costs: $m,2037,19.225547200234935
DRC,Generation costs: $m,2038,20.30246092690725
DRC,Generation costs: $m,2039,20.659961161458284
DRC,Generation costs: $m,2040,20.690619380656013
DRC,Fixed O&M: $m,2025,6.093438767033736
DRC,Fixed O&M: $m,2026,6.049881986838411
DRC,Fixed O&M: $m,2027,6.018347078800876
DRC,Fixed O&M: $m,2028,6.041709776392997
DRC,Fixed O&M: $m,2029,6.053767154201388
DRC,Fixed O&M: $m,2030,6.672912422246966
DRC,Fixed O&M: $m,2031,6.860971756243143
DRC,Fixed O&M: $m,2032,6.717803110370474
DRC,Fixed O&M: $m,2033,7.295960139691989
DRC,Fixed O&M: $m,2034,7.387501080985624
DRC,Fixed O&M: $m,2035,7.483379529057837
DRC,Fixed O&M: $m,2036,7.536765844975406
DRC,Fixed O&M: $m,2037,6.3860952073608175
DRC,Fixed O&M: $m,2038,5.964799241751107
DRC,Fixed O&M: $m,2039,5.874798019045201
DRC,Fixed O&M: $m,2040,5.904998322875681
DRC,Variable Cost: $m,2025,7.734163355115637
DRC,Variable Cost: $m,2026,10.357366740326
DRC,Variable Cost: $m,2027,14.074556692048045
DRC,Variable Cost: $m,2028,16.17525979634048
DRC,Variable Cost: $m,2029,18.383561871406155
DRC,Variable Cost: $m,2030,7.279433824100882
DRC,Variable Cost: $m,2031,5.682225602094798
DRC,Variable Cost: $m,2032,10.406737753039167
DRC,Variable Cost: $m,2033,0.5032034755408427
DRC,Variable Cost: $m,2034,0.49885099631885244
DRC,Variable Cost: $m,2035,0.494963897861155
DRC,Variable Cost: $m,2036,0.4959501382057203
DRC,Variable Cost: $m,2037,0.5218512656366144
DRC,Variable Cost: $m,2038,0.5309072346462499
DRC,Variable Cost: $m,2039,0.5322664414897109
DRC,Variable Cost: $m,2040,0.5307257882299085
Malawi,Generation costs: $m,2027,1.1954583688326468
Malawi,Generation costs: $m,2028,1.9266995090920043
Malawi,Generation costs: $m,2029,2.561604534704928
Malawi,Generation costs: $m,2030,3.625016265469339
