z,z2,y,value
South_Africa,Lesotho,2025,0.036073059360730596
South_Africa,Lesotho,2026,0.02089041095890411
South_Africa,Lesotho,2027,0.008105022831050229
South_Africa,Lesotho,2028,0.007990867579908675
South_Africa,Lesotho,2029,0.03184931506849315
South_Africa,Lesotho,2030,0.015296803652968037
South_Africa,Lesotho,2031,0.023059360730593607
South_Africa,Lesotho,2032,0.03139269406392694
South_Africa,Lesotho,2033,0.04132420091324201
South_Africa,Lesotho,2034,0.04885844748858448
South_Africa,Lesotho,2035,0.06084474885844749
South_Africa,Lesotho,2036,0.08778538812785389
South_Africa,Lesotho,2037,0.02317351598173516
South_Africa,Lesotho,2038,0.04486301369863014
South_Africa,Lesotho,2039,0.022031963470319636
South_Africa,Lesotho,2040,0.016552511415525113
South_Africa,Mozambique,2028,0.01643835616438356
South_Africa,Mozambique,2029,0.0136986301369863
South_Africa,Mozambique,2030,0.06723744292237444
South_Africa,Mozambique,2031,0.2191780821917808
South_Africa,Mozambique,2034,0.03287671232876712
South_Africa,Mozambique,2035,0.041552511415525115
South_Africa,Mozambique,2036,0.06678082191780822
South_Africa,Mozambique,2037,0.06038812785388128
South_Africa,Mozambique,2038,0.08550228310502284
South_Africa,Mozambique,2039,0.0932648401826484
South_Africa,Mozambique,2040,0.08778538812785389
South_Africa,Zimbabwe,2025,1.0
South_Africa,Zimbabwe,2026,1.0
South_Africa,Zimbabwe,2027,1.0
South_Africa,Zimbabwe,2028,1.0
South_Africa,Zimbabwe,2029,1.0
South_Africa,Zimbabwe,2030,1.0
South_Africa,Zimbabwe,2031,1.0
South_Africa,Zimbabwe,2032,1.0
South_Africa,Zimbabwe,2033,1.0
South_Africa,Zimbabwe,2034,1.0
South_Africa,Zimbabwe,2035,1.0
South_Africa,Zimbabwe,2036,1.0
South_Africa,Zimbabwe,2037,1.0
South_Africa,Zimbabwe,2038,1.0
South_Africa,Zimbabwe,2039,1.0
South_Africa,Zimbabwe,2040,1.0
South_Africa,Botswana,2030,0.047488584474885846
South_Africa,Botswana,2031,0.01632420091324201
South_Africa,Namibia,2025,0.21198630136986302
South_Africa,Namibia,2026,0.09851598173515981
South_Africa,Namibia,2027,0.6712328767123288
South_Africa,Namibia,2028,0.43047945205479454
South_Africa,Namibia,2029,0.2828767123287671
South_Africa,Namibia,2030,0.18013698630136987
South_Africa,Namibia,2031,0.1019406392694064
South_Africa,Namibia,2033,0.0386986301369863
South_Africa,Namibia,2034,0.043949771689497714
