z,uni,y,value
South_Africa,Demand: GWh,2025,247000.00000000012
South_Africa,Demand: GWh,2026,249999.9999999998
South_Africa,Demand: GWh,2027,250999.99999999994
South_Africa,Demand: GWh,2028,253499.99999999965
South_Africa,Demand: GWh,2029,255999.99999999983
South_Africa,Demand: GWh,2030,260000.00000000006
South_Africa,Demand: GWh,2031,263999.9999999997
South_Africa,Demand: GWh,2032,269000.0
South_Africa,Demand: GWh,2033,273999.99999999953
South_Africa,Demand: GWh,2034,281500.00000000023
South_Africa,Demand: GWh,2035,289000.0000000002
South_Africa,Demand: GWh,2036,297000.00000000006
South_Africa,Demand: GWh,2037,305000.00000000023
South_Africa,Demand: GWh,2038,315000.00000000023
South_Africa,Demand: GWh,2039,325000.00000000023
South_Africa,Demand: GWh,2040,334000.0000000001
South_Africa,Total production: GWh,2025,252567.5089098361
South_Africa,Total production: GWh,2026,257381.8846822087
South_Africa,Total production: GWh,2027,261228.58585510324
South_Africa,Total production: GWh,2028,267166.75435511116
South_Africa,Total production: GWh,2029,270079.50218928943
South_Africa,Total production: GWh,2030,277324.94269279717
South_Africa,Total production: GWh,2031,282509.39514151035
South_Africa,Total production: GWh,2032,270543.5675965728
South_Africa,Total production: GWh,2033,275682.13580746594
South_Africa,Total production: GWh,2034,279976.6669613986
South_Africa,Total production: GWh,2035,287926.36191322794
South_Africa,Total production: GWh,2036,296789.98701281054
South_Africa,Total production: GWh,2037,301225.0544352405
South_Africa,Total production: GWh,2038,306406.5387019415
South_Africa,Total production: GWh,2039,311027.06261341023
South_Africa,Total production: GWh,2040,321476.4072704227
South_Africa,Imports exchange: GWh,2025,265.254131446831
South_Africa,Imports exchange: GWh,2026,289.51870092283383
South_Africa,Imports exchange: GWh,2027,914.9844876898536
South_Africa,Imports exchange: GWh,2028,1009.4636739402282
South_Africa,Imports exchange: GWh,2029,834.5160481355921
South_Africa,Imports exchange: GWh,2030,355.0278203938952
South_Africa,Imports exchange: GWh,2031,859.7034737924073
South_Africa,Imports exchange: GWh,2032,5061.777045156898
South_Africa,Imports exchange: GWh,2033,5774.394976425753
South_Africa,Imports exchange: GWh,2034,8563.935503959301
South_Africa,Imports exchange: GWh,2035,9263.272564462128
South_Africa,Imports exchange: GWh,2036,9346.961412057883
South_Africa,Imports exchange: GWh,2037,13760.837169882052
South_Africa,Imports exchange: GWh,2038,23592.08120987179
South_Africa,Imports exchange: GWh,2039,29796.373982788362
South_Africa,Imports exchange: GWh,2040,29415.76281168237
South_Africa,Exports exchange: GWh,2025,5822.1528760246865
South_Africa,Exports exchange: GWh,2026,7638.975026346399
South_Africa,Exports exchange: GWh,2027,10968.356101930582
South_Africa,Exports exchange: GWh,2028,14316.636274861485
South_Africa,Exports exchange: GWh,2029,14380.039580834851
South_Africa,Exports exchange: GWh,2030,17026.522080002946
South_Africa,Exports exchange: GWh,2031,18494.389247022293
South_Africa,Exports exchange: GWh,2032,5378.792987738399
South_Africa,Exports exchange: GWh,2033,5495.36463833022
South_Africa,Exports exchange: GWh,2034,4455.509179187821
South_Africa,Exports exchange: GWh,2035,5383.336993915453
South_Africa,Exports exchange: GWh,2036,5983.276544854111
South_Africa,Exports exchange: GWh,2037,6532.216486320241
South_Africa,Exports exchange: GWh,2038,10745.399829718841
South_Africa,Exports exchange: GWh,2039,10928.382863271096
