zext,q,d,year,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Bulgaria,Q1,d1,2024,54.976,84.980,63.765,129.198,139.234,157.638,181.007,176.163,149.232,141.567,145.128,144.978,143.657,150.123,158.884,175.854,206.101,227.972,212.417,182.244,174.167,141.567,141.567,141.155
Bulgaria,Q1,d1,2025,54.138,83.701,62.798,127.271,137.160,155.293,178.320,173.547,147.011,139.459,142.967,142.820,141.518,147.888,156.521,173.242,203.046,224.595,209.269,179.539,171.580,139.459,139.459,139.053
Bulgaria,Q1,d1,2026,0.010,17.151,0.010,60.074,69.816,87.680,110.366,105.663,79.521,72.081,75.537,75.392,74.109,80.386,88.890,105.363,134.725,155.954,140.855,111.566,103.725,72.081,72.081,71.681
Bulgaria,Q1,d1,2027,0.010,8.422,0.010,50.701,60.296,77.892,100.237,95.605,69.856,62.527,65.931,65.788,64.525,70.707,79.084,95.309,124.229,145.140,130.268,101.419,93.696,62.527,62.527,62.133
Bulgaria,Q1,d1,2028,0.010,0.010,0.010,41.334,50.783,68.112,90.116,85.555,60.197,52.980,56.333,56.192,54.947,61.035,69.285,85.264,113.745,134.338,119.691,91.281,83.675,52.980,52.980,52.592
Bulgaria,Q1,d1,2029,0.010,0.010,0.010,31.973,41.277,58.339,80.005,75.514,50.546,43.440,46.741,46.602,45.377,51.372,59.494,75.227,103.270,123.546,109.125,81.152,73.663,43.440,43.440,43.058
Bulgaria,Q1,d1,2030,0.010,0.010,0.010,22.620,31.779,48.576,69.905,65.483,40.904,33.909,37.159,37.022,35.816,41.717,49.713,65.201,92.808,112.769,98.572,71.034,63.662,33.909,33.909,33.532
Bulgaria,Q1,d1,2031,0.010,0.010,0.010,23.548,32.993,50.315,72.310,67.751,42.404,35.189,38.541,38.400,37.156,43.242,51.488,67.460,95.929,116.513,101.873,73.474,65.872,35.189,35.189,34.801
Bulgaria,Q1,d1,2032,0.010,0.010,0.010,24.692,34.441,52.317,75.018,70.312,44.153,36.707,40.166,40.020,38.737,45.017,53.528,70.012,99.393,120.637,105.528,76.219,68.373,36.707,36.707,36.307
Bulgaria,Q1,d1,2033,0.010,0.010,0.010,26.076,36.145,54.610,78.058,73.197,46.177,38.486,42.059,41.908,40.583,47.070,55.861,72.887,103.236,125.180,109.573,79.299,71.195,38.486,38.486,38.072
Bulgaria,Q1,d1,2034,0.010,0.010,0.010,27.718,38.128,57.218,81.460,76.435,48.499,40.549,44.242,44.087,42.716,49.423,58.511,76.114,107.490,130.176,114.041,82.743,74.364,40.549,40.549,40.121
Bulgaria,Q1,d1,2035,0.010,0.010,0.010,29.645,40.417,60.172,85.257,80.057,51.149,42.922,46.744,46.583,45.165,52.105,61.510,79.725,112.194,135.670,118.973,86.585,77.915,42.922,42.922,42.479
Bulgaria,Q1,d1,2036,0.010,0.010,0.010,33.081,44.332,64.963,91.161,85.730,55.540,46.947,50.939,50.771,49.290,56.538,66.360,85.384,119.292,143.810,126.372,92.548,83.493,46.947,46.947,46.485
Bulgaria,Q1,d1,2037,0.010,0.010,0.010,37.058,48.827,70.410,97.817,92.135,60.552,51.563,55.739,55.563,54.014,61.596,71.871,91.773,127.246,152.894,134.652,99.267,89.795,51.563,51.563,51.080
Bulgaria,Q1,d1,2038,0.010,0.010,0.010,41.648,53.983,76.604,105.329,99.374,66.272,56.851,61.228,61.043,59.419,67.367,78.135,98.994,136.173,163.055,143.935,106.849,96.921,56.851,56.851,56.344
Bulgaria,Q1,d1,2039,0.010,0.010,0.010,46.936,59.890,83.646,113.813,107.560,72.796,62.902,67.499,67.305,65.599,73.946,85.255,107.161,146.206,174.438,154.358,115.410,104.983,62.902,62.902,62.370
Bulgaria,Q1,d1,2040,0.010,0.010,0.010,53.028,66.664,91.668,123.421,116.838,80.248,69.834,74.672,74.468,72.673,81.458,93.362,116.418,157.516,187.231,166.096,125.101,114.127,69.834,69.834,69.274
Bulgaria,Q1,d1,2041,0.010,0.010,0.010,53.178,66.959,92.231,124.323,117.671,80.689,70.163,75.053,74.847,73.032,81.911,93.942,117.246,158.783,188.816,167.456,126.022,114.930,70.163,70.163,69.597
Bulgaria,Q1,d1,2042,0.010,0.010,0.010,53.368,67.298,92.844,125.283,118.559,81.177,70.537,75.480,75.272,73.438,82.412,94.574,118.129,160.116,190.474,168.882,127.000,115.788,70.537,70.537,69.965
Bulgaria,Q1,d1,2043,0.010,0.010,0.010,53.600,67.682,93.507,126.301,119.503,81.712,70.957,75.953,75.743,73.889,82.962,95.256,119.069,161.514,192.204,170.377,128.037,116.702,70.957,70.957,70.378
Bulgaria,Q1,d1,2044,0.010,0.010,0.010,53.877,68.115,94.225,127.382,120.508,82.300,71.425,76.477,76.264,74.390,83.563,95.993,120.070,162.984,194.013,171.945,129.137,117.677,71.425,71.425,70.840
Bulgaria,Q1,d1,2045,0.010,0.010,0.010,54.199,68.596,94.998,128.525,121.575,82.940,71.943,77.052,76.837,74.941,84.217,96.786,121.132,164.526,195.902,173.586,130.300,118.712,71.943,71.943,71.352
Bulgaria,Q1,d1,2046,0.010,0.010,0.010,54.568,69.129,95.829,129.735,122.707,83.635,72.514,77.680,77.462,75.545,84.926,97.637,122.258,166.143,197.874,175.306,131.530,119.811,72.514,72.514,71.915
Bulgaria,Q1,d1,2047,0.010,0.010,0.010,54.987,69.714,96.720,131.014,123.905,84.386,73.138,78.363,78.143,76.204,85.692,98.549,123.451,167.838,199.932,177.106,132.829,120.976,73.138,73.138,72.533
Bulgaria,Q1,d1,2048,0.010,0.010,0.010,55.455,70.352,97.670,132.361,125.169,85.193,73.815,79.101,78.878,76.917,86.515,99.520,124.710,169.611,202.076,178.986,134.197,122.207,73.815,73.815,73.203
Bulgaria,Q1,d1,2049,0.010,0.010,0.010,55.977,71.048,98.686,133.783,126.508,86.064,74.552,79.900,79.674,77.690,87.400,100.558,126.043,171.469,204.314,180.954,135.641,123.510,74.552,74.552,73.933
Bulgaria,Q1,d1,2050,0.010,0.010,0.010,56.551,71.801,99.767,135.279,127.918,86.995,75.347,80.758,80.530,78.522,88.347,101.661,127.448,173.412,206.646,183.009,137.159,124.885,75.347,75.347,74.720
Bulgaria,Q1,d1,2051,0.010,0.010,0.010,56.551,71.801,99.767,135.279,127.918,86.995,75.347,80.758,80.530,78.522,88.347,101.661,127.448,173.412,206.646,183.009,137.159,124.885,75.347,75.347,74.720
Bulgaria,Q1,d1,2052,0.010,0.010,0.010,56.551,71.801,99.767,135.279,127.918,86.995,75.347,80.758,80.530,78.522,88.347,101.661,127.448,173.412,206.646,183.009,137.159,124.885,75.347,75.347,74.720
Bulgaria,Q1,d1,2053,0.010,0.010,0.010,56.551,71.801,99.767,135.279,127.918,86.995,75.347,80.758,80.530,78.522,88.347,101.661,127.448,173.412,206.646,183.009,137.159,124.885,75.347,75.347,74.720
Bulgaria,Q1,d2,2024,77.727,70.896,67.570,82.056,104.948,174.026,170.756,161.695,166.586,170.091,160.411,156.579,159.006,200.638,280.774,337.334,306.570,294.876,237.042,237.530,175.929,166.493,127.053,128.861
Bulgaria,Q1,d2,2025,76.555,69.824,66.546,80.821,103.377,171.442,168.219,159.291,164.111,167.564,158.026,154.250,156.641,197.663,276.623,332.353,302.041,290.519,233.533,234.013,173.316,164.018,125.157,126.939
Bulgaria,Q1,d2,2026,10.111,3.480,0.251,14.313,36.534,103.589,100.415,91.619,96.367,99.769,90.373,86.653,89.008,129.422,207.210,262.113,232.251,220.899,164.759,165.232,105.436,96.276,57.991,59.747
Bulgaria,Q1,d2,2027,1.488,0.010,0.010,5.627,27.514,93.562,90.435,81.771,86.448,89.799,80.544,76.880,79.200,119.006,195.626,249.704,220.291,209.109,153.813,154.279,95.380,86.359,48.649,50.378
Bulgaria,Q1,d2,2028,0.010,0.010,0.010,0.010,18.499,83.543,80.464,71.932,76.538,79.838,70.723,67.115,69.400,108.601,184.056,237.312,208.346,197.334,142.878,143.337,85.334,76.449,39.313,41.016
Bulgaria,Q1,d2,2029,0.010,0.010,0.010,0.010,9.490,73.533,70.501,62.101,66.635,69.885,60.910,57.357,59.607,98.205,172.500,224.937,196.416,185.574,131.956,132.407,75.297,66.549,29.983,31.660
Bulgaria,Q1,d2,2030,0.010,0.010,0.010,0.010,0.487,63.533,60.549,52.279,56.743,59.942,51.107,47.609,49.824,87.822,160.960,212.581,184.504,173.831,121.047,121.492,65.270,56.658,20.661,22.312
Bulgaria,Q1,d2,2031,0.010,0.010,0.010,0.010,0.723,65.740,62.662,54.133,58.737,62.036,52.925,49.318,51.602,90.787,166.210,219.444,190.490,179.484,125.050,125.509,67.530,58.649,21.528,23.230
Bulgaria,Q1,d2,2032,0.010,0.010,0.010,0.010,1.136,68.237,65.060,56.258,61.010,64.414,55.011,51.289,53.646,94.087,171.928,226.868,196.985,185.626,129.448,129.921,70.084,60.919,22.608,24.365
Bulgaria,Q1,d2,2033,0.010,0.010,0.010,0.010,1.744,71.054,67.772,58.681,63.589,67.105,57.393,53.548,55.983,97.755,178.159,234.908,204.042,192.308,134.280,134.769,72.962,63.495,23.923,25.737
Bulgaria,Q1,d2,2034,0.010,0.010,0.010,0.010,2.563,74.219,70.826,61.427,66.501,70.136,60.095,56.120,58.637,101.823,184.948,243.618,211.707,199.577,139.585,140.090,76.192,66.404,25.492,27.368
Bulgaria,Q1,d2,2035,0.010,0.010,0.010,0.010,3.614,77.764,74.254,64.527,69.778,73.539,63.149,59.035,61.640,106.330,192.349,253.061,220.039,207.487,145.406,145.929,79.806,69.677,27.341,29.282
Bulgaria,Q1,d2,2036,0.010,0.010,0.010,0.010,5.896,83.335,79.669,69.511,74.995,78.923,68.072,63.776,66.496,113.168,203.003,266.408,231.922,218.812,153.978,154.524,85.468,74.890,30.676,32.703
Bulgaria,Q1,d2,2037,0.010,0.010,0.010,0.010,8.618,89.630,85.794,75.168,80.904,85.014,73.662,69.168,72.014,120.839,214.818,281.149,245.072,231.357,163.532,164.103,91.861,80.794,34.541,36.662
Bulgaria,Q1,d2,2038,0.010,0.010,0.010,0.010,11.840,96.748,92.728,81.591,87.603,91.910,80.013,75.302,78.285,129.458,227.957,297.477,259.664,245.290,174.204,174.803,99.086,87.488,39.010,41.233
Bulgaria,Q1,d2,2039,0.010,0.010,0.010,0.010,15.632,104.802,100.581,88.884,95.198,99.722,87.227,82.280,85.412,139.154,242.598,315.608,275.897,260.802,186.146,186.775,107.257,95.077,44.166,46.500
Bulgaria,Q1,d2,2040,0.010,0.010,0.010,0.010,20.079,113.936,109.492,97.181,103.827,108.588,95.437,90.230,93.527,150.093,258.972,335.820,294.022,278.133,199.555,200.217,116.520,103.700,50.113,52.570
Bulgaria,Q1,d2,2041,0.010,0.010,0.010,0.010,19.876,114.737,110.246,97.803,104.520,109.332,96.040,90.777,94.110,151.281,261.326,338.995,296.751,280.692,201.272,201.941,117.349,104.391,50.231,52.714
Bulgaria,Q1,d2,2042,0.010,0.010,0.010,0.010,19.706,115.593,111.054,98.476,105.266,110.130,96.694,91.374,94.743,152.533,263.768,342.278,299.576,283.344,203.065,203.741,118.234,105.136,50.389,52.900
Bulgaria,Q1,d2,2043,0.010,0.010,0.010,0.010,19.570,116.505,111.916,99.201,106.064,110.982,97.399,92.021,95.427,153.849,266.300,345.668,302.499,286.089,204.933,205.616,119.174,105.933,50.589,53.126
Bulgaria,Q1,d2,2044,0.010,0.010,0.010,0.010,19.470,117.477,112.838,99.982,106.921,111.894,98.160,92.723,96.166,155.234,268.928,349.173,305.528,288.936,206.883,207.574,120.176,106.788,50.832,53.398
Bulgaria,Q1,d2,2045,0.010,0.010,0.010,0.010,19.408,118.510,113.819,100.819,107.836,112.864,98.977,93.479,96.961,156.689,271.654,352.796,308.663,291.886,208.915,209.614,121.239,107.702,51.120,53.715
Bulgaria,Q1,d2,2046,0.010,0.010,0.010,0.010,19.384,119.607,114.862,101.716,108.812,113.897,99.853,94.293,97.814,158.217,274.482,356.542,311.910,294.943,211.034,211.741,122.367,108.677,51.455,54.079
Bulgaria,Q1,d2,2047,0.010,0.010,0.010,0.010,19.400,120.770,115.971,102.674,109.852,114.995,100.790,95.166,98.728,159.821,277.416,360.415,315.272,298.111,213.243,213.958,123.561,109.714,51.838,54.492
Bulgaria,Q1,d2,2048,0.010,0.010,0.010,0.010,19.457,121.998,117.144,103.693,110.954,116.156,101.787,96.099,99.701,161.501,280.456,364.414,318.749,301.390,215.540,216.263,124.822,110.815,52.269,54.954
