zone,tech,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Gambia,PV,m1,d1,0,0,0,0,0,0,0.0,0.0044568248,0.209470752,0.52367688,0.5727019496,0.5727019496,0.5727019496,0.5727019496,0.5727019496,0.5727019496,0.5348189416000001,0.2896935936,0.0245125352,0.0,0,0,0,0
Gambia,PV,m1,d2,0,0,0,0,0,0,0.0,0.0044568248,0.08467966560000001,0.1515320336,0.23175487440000003,0.2740947072,0.30752089120000003,0.28523676880000004,0.20055710320000003,0.11364902480000001,0.1604456824,0.057938718400000006,0.015598885600000001,0.0,0,0,0,0
Gambia,PV,m1,d3,0,0,0,0,0,0,0.0,0.0066852368,0.21615598880000003,0.36991643440000005,0.418941504,0.2830083568,0.2629526464,0.4122562672,0.3788300832,0.40334261839999996,0.3632311976,0.173816156,0.011142061600000001,0.0,0,0,0,0
Gambia,PV,m1,d4,0,0,0,0,0,0,0.0,0.0,0.0044568248,0.0044568248,0.0044568248,0.0044568248,0.0044568248,0.0044568248,0.0044568248,0.0044568248,0.0044568248,0.0044568248,0.0022284120000000004,0.0,0,0,0,0
Gambia,PV,m1,d5,0,0,0,0,0,0,0.0,0.0089136488,0.2183844008,0.6150417824000001,0.6395543176,0.6440111424000001,0.6440111424000001,0.6440111424000001,0.6440111424000001,0.6440111424000001,0.6373259056,0.416713092,0.044568244800000004,0.0,0,0,0,0
Gambia,PV,m1,d6,0,0,0,0,0,0,0.0,0.0089136488,0.31420612800000003,0.6462395544,0.66183844,0.66183844,0.66183844,0.66183844,0.66183844,0.66183844,0.6573816152,0.43454038959999997,0.0490250696,0.0,0,0,0,0
Gambia,PV,m1,d7,0,0,0,0,0,0,0.0,0.011142061600000001,0.36768802240000004,0.695264624,0.6997214488000001,0.6997214488000001,0.6997214488000001,0.6997214488000001,0.6997214488000001,0.6997214488000001,0.6997214488000001,0.5080779944,0.0601671312,0.0,0,0,0,0
Gambia,PV,m1,d8,0,0,0,0,0,0,0.0,0.011142061600000001,0.40111420640000006,0.7175487464,0.7175487464,0.7175487464,0.7175487464,0.7175487464,0.7175487464,0.7175487464,0.7175487464,0.5481894152,0.07130919200000001,0.0,0,0,0,0
Gambia,PV,m1,d9,0,0,0,0,0,0,0.0,0.011142061600000001,0.38328690800000004,0.7041782728000001,0.7064066856000001,0.7064066856000001,0.7064066856000001,0.7064066856000001,0.7064066856000001,0.7064066856000001,0.7064066856000001,0.5348189416000001,0.07130919200000001,0.0,0,0,0,0
Gambia,PV,m1,d10,0,0,0,0,0,0,0.0,0.0089136488,0.3342618384,0.6662952648,0.6729805016000001,0.6729805016000001,0.6729805016000001,0.6729805016000001,0.6729805016000001,0.6729805016000001,0.6729805016000001,0.48133704720000003,0.06239554320000001,0.0,0,0,0,0
