country,fuel,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Gambia,Coal,7.250625962399999,6.996171470399999,6.7528547472,6.5201882819999994,6.2977059,6.0849618312,5.8815298176,5.687002262399999,5.5009894044,5.323118547599999,5.1530333052,4.990392892799999,4.8348714408,4.686157344,4.5439526376,4.407972396,4.27794417,4.15360743,4.0292706912,3.9049339511999994,3.7805972124,3.6562604723999996,3.5319237336,3.4075869936000003,3.2832502548,3.1589135147999996,3.0345767759999998,2.910240036
Gambia,HFO,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
