zone,tech,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Gambia,PV,m1,d1,0,0,0,0,0,0,0.0,0.0054050856,0.25403899679999997,0.6350974932,0.6945534287999999,0.6945534287999999,0.6945534287999999,0.6945534287999999,0.6945534287999999,0.6945534287999999,0.648610206,0.351330528,0.0297279684,0.0,0,0,0,0
Gambia,PV,m1,d2,0,0,0,0,0,0,0.0,0.0054050856,0.1026966156,0.18377289239999997,0.28106442239999996,0.33241272959999996,0.37295086799999994,0.34592544359999994,0.2432288268,0.1378296684,0.1945830612,0.07026610559999999,0.0189177972,0.0,0,0,0,0
Gambia,PV,m1,d3,0,0,0,0,0,0,0.0,0.0081076272,0.2621466252,0.4486220592,0.5080779948,0.34322290079999995,0.318900018,0.49997036640000003,0.45943222799999994,0.48916019639999997,0.4405144308,0.21079831679999997,0.0135127128,0.0,0,0,0,0
Gambia,PV,m1,d4,0,0,0,0,0,0,0.0,0.0,0.0054050856,0.0054050856,0.0054050856,0.0054050856,0.0054050856,0.0054050856,0.0054050856,0.0054050856,0.0054050856,0.0054050856,0.0027025428,0.0,0,0,0,0
Gambia,PV,m1,d5,0,0,0,0,0,0,0.0,0.01081017,0.2648491668,0.7459017359999999,0.7756297043999999,0.78103479,0.78103479,0.78103479,0.78103479,0.78103479,0.7729271616,0.505375452,0.054050850000000004,0.0,0,0,0,0
Gambia,PV,m1,d6,0,0,0,0,0,0,0.0,0.01081017,0.38105849519999996,0.7837373315999999,0.8026551288,0.8026551288,0.8026551288,0.8026551288,0.8026551288,0.8026551288,0.7972500444,0.526995792,0.0594559356,0.0,0,0,0,0
Gambia,PV,m1,d7,0,0,0,0,0,0,0.0,0.0135127128,0.4459195164,0.8431932671999999,0.8485983528000001,0.8485983528000001,0.8485983528000001,0.8485983528000001,0.8485983528000001,0.8485983528000001,0.8485983528000001,0.6161796948,0.0729686484,0.0,0,0,0,0
Gambia,PV,m1,d8,0,0,0,0,0,0,0.0,0.0135127128,0.4864576548,0.8702186928,0.8702186928,0.8702186928,0.8702186928,0.8702186928,0.8702186928,0.8702186928,0.8702186928,0.6648254603999999,0.08648136,0.0,0,0,0,0
Gambia,PV,m1,d9,0,0,0,0,0,0,0.0,0.0135127128,0.46483731359999997,0.8540034371999999,0.85670598,0.85670598,0.85670598,0.85670598,0.85670598,0.85670598,0.85670598,0.648610206,0.08648136,0.0,0,0,0,0
Gambia,PV,m1,d10,0,0,0,0,0,0,0.0,0.01081017,0.405381378,0.8080602144,0.8161678428,0.8161678428,0.8161678428,0.8161678428,0.8161678428,0.8161678428,0.8161678428,0.5837491848,0.0756711912,0.0,0,0,0,0
Gambia,PV,m1,d11,0,0,0,0,0,0,0.0,0.01081017,0.39457120919999994,0.778332246,0.7729271616,0.7972500444,0.7972500444,0.7972500444,0.7972500444,0.7972500444,0.7945475016,0.5675339292,0.0756711912,0.0,0,0,0,0
Gambia,PV,m1,d12,0,0,0,0,0,0,0.0,0.0081076272,0.154044924,0.4864576548,0.516185622,0.6702305459999999,0.6432051204,0.5837491848,0.591856812,0.5675339292,0.42159663359999994,0.1810703484,0.0162152556,0.0,0,0,0,0
Gambia,PV,m1,d13,0,0,0,0,0,0,0.0,0.0081076272,0.2162034024,0.2594440824,0.44321697479999994,0.45132460080000003,0.5540212176,0.5351034192,0.49997036640000003,0.4567296864,0.3648432408,0.2918745924,0.0162152556,0.0,0,0,0,0
Gambia,PV,m1,d14,0,0,0,0,0,0,0.0,0.0081076272,0.3026847624,0.735091566,0.7648195344,0.7864398744,0.7864398744,0.7864398744,0.7864398744,0.7864398744,0.78103479,0.5242932492,0.0648610212,0.0,0,0,0,0
Gambia,PV,m1,d15,0,0,0,0,0,0,0.0,0.0081076272,0.383761038,0.7918449599999999,0.8161678428,0.8161678428,0.8161678428,0.8161678428,0.8161678428,0.8161678428,0.8107627572,0.5648313876,0.08107627559999998,0.0,0,0,0,0
Gambia,PV,m1,d16,0,0,0,0,0,0,0.0,0.0081076272,0.3486279852,0.735091566,0.7864398744,0.7837373315999999,0.7702246187999999,0.7864398744,0.7864398744,0.7864398744,0.78103479,0.537805962,0.0756711912,0.0,0,0,0,0
Gambia,PV,m1,d17,0,0,0,0,0,0,0.0,0.0081076272,0.3702483264,0.8080602144,0.8350856400000001,0.8350856400000001,0.8350856400000001,0.8350856400000001,0.8350856400000001,0.8350856400000001,0.8296805544,0.591856812,0.089183904,0.0,0,0,0,0
Gambia,PV,m1,d18,0,0,0,0,0,0,0.0,0.0081076272,0.3351152736,0.78103479,0.8215729272,0.8215729272,0.8215729272,0.8215729272,0.8215729272,0.8215729272,0.8080602144,0.5459135904,0.0756711912,0.0,0,0,0,0
Gambia,PV,m1,d19,0,0,0,0,0,0,0.0,0.0081076272,0.2918745924,0.6972559716,0.7891424172,0.7891424172,0.7891424172,0.7891424172,0.7891424172,0.7891424172,0.7594144488,0.4918627392,0.0729686484,0.0,0,0,0,0
Gambia,PV,m1,d20,0,0,0,0,0,0,0.0,0.0027025428,0.16215255119999997,0.3999762936,0.5459135904,0.6350974932,0.6350974932,0.6161796948,0.4918627392,0.5405085048,0.4486220592,0.2513364552,0.035133052799999995,0.0,0,0,0,0
Gambia,PV,m1,d21,0,0,0,0,0,0,0.0,0.0027025428,0.15674746679999998,0.1999881468,0.2486339112,0.45943222799999994,0.559426302,0.5648313876,0.559426302,0.5567237604,0.42970426079999996,0.2459313696,0.035133052799999995,0.0,0,0,0,0
Gambia,PV,m1,d22,0,0,0,0,0,0,0.0,0.0054050856,0.2243110296,0.591856812,0.7053635988,0.7053635988,0.7053635988,0.7053635988,0.7053635988,0.7053635988,0.6242873232,0.39457120919999994,0.051348308399999994,0.0,0,0,0,0
Gambia,PV,m1,d23,0,0,0,0,0,0,0.0,0.0054050856,0.25674153959999996,0.6567178332,0.7513068216000001,0.7513068216000001,0.7513068216000001,0.7513068216000001,0.7513068216000001,0.7513068216000001,0.7161737687999999,0.45943222799999994,0.07026610559999999,0.0,0,0,0,0
Gambia,PV,m1,d24,0,0,0,0,0,0,0.0,0.0054050856,0.2783618796,0.6837432588,0.778332246,0.778332246,0.778332246,0.778332246,0.778332246,0.778332246,0.7431991944,0.4972678248,0.08107627559999998,0.0,0,0,0,0
Gambia,PV,m1,d25,0,0,0,0,0,0,0.0,0.0054050856,0.2486339112,0.6459076632,0.7513068216000001,0.7513068216000001,0.7513068216000001,0.7513068216000001,0.7513068216000001,0.7513068216000001,0.7134712272,0.45943222799999994,0.07026610559999999,0.0,0,0,0,0
Gambia,PV,m1,d26,0,0,0,0,0,0,0.0,0.0027025428,0.1729627224,0.5215907075999999,0.659420376,0.6648254603999999,0.6648254603999999,0.6648254603999999,0.6648254603999999,0.6648254603999999,0.526995792,0.3134949324,0.051348308399999994,0.0,0,0,0,0
Gambia,PV,m1,d27,0,0,0,0,0,0,0.0,0.0027025428,0.15674746679999998,0.45132460080000003,0.23241865799999997,0.33241272959999996,0.4405144308,0.4864576548,0.3675457836,0.2405262852,0.2918745924,0.2918745924,0.0405381384,0.0,0,0,0,0
Gambia,PV,m1,d28,0,0,0,0,0,0,0.0,0.0027025428,0.1135067856,0.48916019639999997,0.6756356304,0.6837432588,0.6837432588,0.6837432588,0.6837432588,0.6837432588,0.6215847804,0.3675457836,0.051348308399999994,0.0,0,0,0,0
Gambia,PV,m1,d29,0,0,0,0,0,0,0.0,0.0054050856,0.2621466252,0.6648254603999999,0.7675220771999999,0.7675220771999999,0.7675220771999999,0.7675220771999999,0.7675220771999999,0.7675220771999999,0.735091566,0.4864576548,0.0837788184,0.0,0,0,0,0
Gambia,PV,m1,d30,0,0,0,0,0,0,0.0,0.0054050856,0.25403899679999997,0.6513127476,0.6432051204,0.7594144488,0.7594144488,0.7594144488,0.7594144488,0.7594144488,0.724281396,0.4729449419999999,0.0783737328,0.0,0,0,0,0
Gambia,PV,m1,d31,0,0,0,0,0,0,0.0,0.0054050856,0.23241865799999997,0.6080720676,0.7431991944,0.7431991944,0.7431991944,0.7431991944,0.7431991944,0.7431991944,0.702661056,0.44321697479999994,0.0756711912,0.0,0,0,0,0
Gambia,PV,m2,d1,0,0,0,0,0,0,0.0,0.0054050856,0.2513364552,0.6567178332,0.7269839388,0.7594144488,0.7594144488,0.7594144488,0.7540093631999999,0.7594144488,0.7377941088000001,0.4972678248,0.09188644559999999,0.0,0,0,0,0
Gambia,PV,m2,d2,0,0,0,0,0,0,0.0,0.0054050856,0.22971611399999997,0.526995792,0.6513127476,0.7729271616,0.7702246187999999,0.778332246,0.778332246,0.778332246,0.7621169915999999,0.5351034192,0.099994074,0.0,0,0,0,0
Gambia,PV,m2,d3,0,0,0,0,0,0,0.0,0.0081076272,0.3378178152,0.7891424172,0.8540034371999999,0.8540034371999999,0.8540034371999999,0.8540034371999999,0.8540034371999999,0.8540034371999999,0.8458958099999999,0.6134771532,0.12431695679999999,0.0,0,0,0,0
Gambia,PV,m2,d4,0,0,0,0,0,0,0.0,0.01081017,0.3702483264,0.8269780116000001,0.8702186928,0.8702186928,0.8702186928,0.8702186928,0.8702186928,0.8702186928,0.8675161499999999,0.6567178332,0.1378296684,0.0,0,0,0,0
Gambia,PV,m2,d5,0,0,0,0,0,0,0.0,0.0081076272,0.286469508,0.7053635988,0.8134652988000001,0.8134652988000001,0.8134652988000001,0.8134652988000001,0.8134652988000001,0.8134652988000001,0.78103479,0.5296983348,0.0945889884,0.0,0,0,0,0
Gambia,PV,m2,d6,0,0,0,0,0,0,0.0,0.0054050856,0.272956794,0.6837432588,0.7891424172,0.7891424172,0.7891424172,0.7891424172,0.7891424172,0.7891424172,0.7486042787999999,0.5026729092,0.0972915312,0.0,0,0,0,0
Gambia,PV,m2,d7,0,0,0,0,0,0,0.0,0.0081076272,0.3026847624,0.7053635988,0.7837373315999999,0.7837373315999999,0.7837373315999999,0.7837373315999999,0.7729271616,0.7513068216000001,0.45132460080000003,0.2918745924,0.045943222799999996,0.0,0,0,0,0
Gambia,PV,m2,d8,0,0,0,0,0,0,0.0,0.0081076272,0.2999822208,0.6891483444,0.7945475016,0.7891424172,0.7945475016,0.7945475016,0.7891424172,0.7945475016,0.6972559716,0.516185622,0.1189118712,0.0,0,0,0,0
Gambia,PV,m2,d9,0,0,0,0,0,0,0.0,0.0081076272,0.2945771352,0.648610206,0.7918449599999999,0.8053576716,0.8053576716,0.8053576716,0.8053576716,0.8053576716,0.7269839388,0.5405085048,0.1108042428,0.0,0,0,0,0
Gambia,PV,m2,d10,0,0,0,0,0,0,0.0,0.0054050856,0.0972915312,0.37565341080000003,0.37565341080000003,0.5405085048,0.4270017192,0.42159663359999994,0.648610206,0.6702305459999999,0.6756356304,0.5972618975999999,0.1459372956,0.0,0,0,0,0
Gambia,PV,m2,d11,0,0,0,0,0,0,0.0,0.01081017,0.3648432408,0.7107686832,0.6540152916,0.691850886,0.7377941088000001,0.6945534287999999,0.6350974932,0.7215788544,0.2999822208,0.5351034192,0.1513423812,0.0,0,0,0,0
Gambia,PV,m2,d12,0,0,0,0,0,0,0.0,0.0081076272,0.2999822208,0.6837432588,0.7567119072,0.7648195344,0.6432051204,0.7594144488,0.7702246187999999,0.778332246,0.7729271616,0.4972678248,0.132424584,0.0,0,0,0,0
Gambia,PV,m2,d13,0,0,0,0,0,0,0.0,0.01081017,0.34592544359999994,0.7729271616,0.8594085227999999,0.8594085227999999,0.8594085227999999,0.8594085227999999,0.8594085227999999,0.8594085227999999,0.8377881815999999,0.6296924088,0.1378296684,0.0,0,0,0,0
Gambia,PV,m2,d14,0,0,0,0,0,0,0.0,0.01081017,0.272956794,0.6323949504,0.85670598,0.85670598,0.85670598,0.85670598,0.85670598,0.85670598,0.8377881815999999,0.6080720676,0.132424584,0.0,0,0,0,0
Gambia,PV,m2,d15,0,0,0,0,0,0,0.0,0.01081017,0.34052035799999997,0.7648195344,0.8621110644,0.8621110644,0.8621110644,0.8621110644,0.8621110644,0.8621110644,0.8431932671999999,0.6188822375999999,0.143234754,0.0,0,0,0,0
Gambia,PV,m2,d16,0,0,0,0,0,0,0.0,0.01081017,0.3107923908,0.7269839388,0.8350856400000001,0.8350856400000001,0.8350856400000001,0.8350856400000001,0.8350856400000001,0.8350856400000001,0.8026551288,0.559426302,0.1189118712,0.0,0,0,0,0
Gambia,PV,m2,d17,0,0,0,0,0,0,0.0,0.0081076272,0.25674153959999996,0.6296924088,0.7864398744,0.7891424172,0.7891424172,0.7891424172,0.7891424172,0.7891424172,0.7296864804000001,0.47835002639999996,0.0972915312,0.0,0,0,0,0
Gambia,PV,m2,d18,0,0,0,0,0,0,0.0,0.01081017,0.3107923908,0.7188763116,0.8350856400000001,0.8350856400000001,0.8350856400000001,0.8350856400000001,0.8350856400000001,0.8350856400000001,0.7972500444,0.5540212176,0.1216144128,0.0,0,0,0,0
Gambia,PV,m2,d19,0,0,0,0,0,0,0.0,0.01081017,0.2999822208,0.6972559716,0.8269780116000001,0.8269780116000001,0.8269780116000001,0.8269780116000001,0.8269780116000001,0.8269780116000001,0.7891424172,0.537805962,0.1189118712,0.0,0,0,0,0
Gambia,PV,m2,d20,0,0,0,0,0,0,0.0,0.0081076272,0.1918805196,0.2486339112,0.3972737508,0.42159663359999994,0.4837551108,0.47835002639999996,0.34592544359999994,0.1810703484,0.164855094,0.1810703484,0.01081017,0.0,0,0,0,0
Gambia,PV,m2,d21,0,0,0,0,0,0,0.0,0.0027025428,0.1810703484,0.405381378,0.7675220771999999,0.78103479,0.78103479,0.735091566,0.778332246,0.7648195344,0.7513068216000001,0.4972678248,0.1189118712,0.0,0,0,0,0
Gambia,PV,m2,d22,0,0,0,0,0,0,0.0,0.0081076272,0.1378296684,0.28106442239999996,0.37295086799999994,0.5783441004,0.5351034192,0.6405025776000001,0.6621229176,0.6459076632,0.659420376,0.2702542524,0.0972915312,0.0,0,0,0,0
Gambia,PV,m2,d23,0,0,0,0,0,0,0.0,0.0054050856,0.197285604,0.4864576548,0.6675280031999999,0.6972559716,0.6972559716,0.6972559716,0.6972559716,0.6972559716,0.5864517276,0.34052035799999997,0.0270254256,0.0,0,0,0,0
Gambia,PV,m2,d24,0,0,0,0,0,0,0.0,0.0027025428,0.1081017012,0.3648432408,0.5756415576,0.602666982,0.602666982,0.602666982,0.602666982,0.602666982,0.4837551108,0.22971611399999997,0.035133052799999995,0.0,0,0,0,0
Gambia,PV,m2,d25,0,0,0,0,0,0,0.0,0.0027025428,0.12431695679999999,0.3864635808,0.6080720676,0.6269898648,0.6269898648,0.6269898648,0.6269898648,0.6269898648,0.5242932492,0.2405262852,0.0378355944,0.0,0,0,0,0
Gambia,PV,m2,d26,0,0,0,0,0,0,0.0,0.0054050856,0.18377289239999997,0.4756474836,0.6783381731999999,0.6891483444,0.6891483444,0.6891483444,0.6891483444,0.6891483444,0.5864517276,0.318900018,0.0621584772,0.0,0,0,0,0
Gambia,PV,m2,d27,0,0,0,0,0,0,0.0,0.0081076272,0.2135008596,0.5459135904,0.7188763116,0.7269839388,0.7269839388,0.7269839388,0.7269839388,0.7080661415999999,0.6161796948,0.2432288268,0.04324068,0.0,0,0,0,0
Gambia,PV,m2,d28,0,0,0,0,0,0,0.0,0.0162152556,0.2675517096,0.38916612359999997,0.47835002639999996,0.4107864636,0.4540271436,0.4972678248,0.4270017192,0.4459195164,0.2621466252,0.0945889884,0.032430509999999996,0.0,0,0,0,0
Gambia,PV,m3,d1,0,0,0,0,0,0,0.0,0.0135127128,0.0621584772,0.38916612359999997,0.383761038,0.516185622,0.4324068036,0.38916612359999997,0.2972796768,0.22971611399999997,0.2648491668,0.23241865799999997,0.0270254256,0.0,0,0,0,0
Gambia,PV,m3,d2,0,0,0,0,0,0,0.0,0.0027025428,0.164855094,0.32160255959999995,0.5945593548,0.5702364731999999,0.6459076632,0.5837491848,0.4080839208,0.6459076632,0.6080720676,0.3107923908,0.0621584772,0.0,0,0,0,0
Gambia,PV,m3,d3,0,0,0,0,0,0,0.0,0.01081017,0.2243110296,0.5432110464,0.724281396,0.735091566,0.735091566,0.735091566,0.735091566,0.735091566,0.6675280031999999,0.3918686652,0.08107627559999998,0.0,0,0,0,0
Gambia,PV,m3,d4,0,0,0,0,0,0,0.0,0.0162152556,0.2675517096,0.6107746103999999,0.7675220771999999,0.7675220771999999,0.7323890244,0.7675220771999999,0.7675220771999999,0.7675220771999999,0.7161737687999999,0.38916612359999997,0.089183904,0.0,0,0,0,0
