z,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
SaoTome,Q1,d1,0.718220946,0.689058196,0.668246297,0.660006896,0.652656769,0.65819615,0.685730679,0.712536996,0.772597401,0.810276265,0.825965201,0.828454734,0.825773985,0.81763936,0.828147795,0.833164402,0.833766838,0.836962885,0.967170484,1,0.974817032,0.933187942,0.838588606,0.781509014
Principe,Q1,d1,0.710224353,0.67494434,0.670491523,0.662270937,0.660387053,0.654050351,0.761774276,0.824798767,0.868813153,0.874293543,0.88799452,0.865559171,0.895872581,0.878746361,0.871210824,0.872752184,0.9066621,0.988867957,1,0.948963864,0.874293543,0.803390992,0.77684535,0.733858537
