zext,q,d,y,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Angola,Q1,d1,2025,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285
Angola,Q1,d1,2040,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,94.15520759478517,94.15520759478518,78.690005056,76.690005056,76.690005056,0.5263157894736842,0.5263157894736842,76.69000505599998,76.690005056,78.690005056,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214
Angola,Q1,d2,2025,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285
Angola,Q1,d2,2040,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,94.15520759478518,78.690005056,76.69000505599998,76.69000505599999,0.5263157894736842,0.5263157894736842,0.49999999999999994,0.5263157894736842,76.69000505599999,78.690005056,94.15520759478518,105.47689510746214,105.47689510746214,111.84531960999998,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214
Angola,Q1,d3,2025,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287
Angola,Q1,d3,2040,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,94.15520759478517,78.690005056,76.69000505599998,76.69000505599998,76.69000505599998,78.690005056,89.4474472150459,105.47689510746214,105.47689510746214,105.47689510746214,1000.0,1000.0,1000.0,780.7146117733329,111.84531960999998,105.47689510746214
Angola,Q1,d4,2025,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919285,99.84144009919287,99.84144009919285,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919287,99.84144009919285,99.84144009919285,99.84144009919287,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285
Angola,Q1,d4,2040,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,94.15520759478517,94.15520759478517,78.690005056,76.690005056,76.69000505599998,76.690005056,0.5263157894736842,76.690005056,76.690005056,78.69000505600229,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214
Angola,Q1,d5,2025,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285,99.84144009919285
Angola,Q1,d5,2040,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,94.1552075947852,94.1552075947852,94.1552075947852,84.97507485429361,76.690005056,76.690005056,0.5263157894736842,0.5263157894736842,0.49999999999999994,0.5263157894736842,76.690005056,78.690005056,94.15520759478518,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214,105.47689510746214
Angola,Q2,d1,2025,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004
Angola,Q2,d1,2040,69.442011802973,69.442011802973,69.442011802973,69.442011802973,69.442011802973,69.442011802973,69.442011802973,69.442011802973,69.442011802973,17.49488676902115,17.49488676902115,16.620142430570095,15.789135309041587,15.789135309041587,17.49488676902115,69.442011802973,69.442011802973,69.442011802973,76.69000505599999,78.690005056,78.690005056,76.69000505599999,76.69000505599999,69.442011802973
Angola,Q2,d2,2025,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004
Angola,Q2,d2,2040,69.442011802973,69.442011802973,69.442011802973,69.442011802973,69.442011802973,69.442011802973,69.442011802973,69.442011802973,16.6201424305701,15.789135309041587,14.249694616410038,14.249694616410038,13.537209885589533,13.537209885589533,15.78913530904159,17.494886769021154,69.442011802973,69.44201180297301,78.69000505599999,111.84531960999998,111.84531960999998,78.69000505599999,76.69000505599999,69.442011802973
Angola,Q2,d3,2025,56.150177574400004,56.15017757440001,56.150177574400004,56.15017757440001,56.150177574400004,56.15017757440001,56.15017757440001,56.150177574400004,56.15017757440001,56.15017757440001,56.15017757440001,56.15017757440001,56.15017757440001,56.15017757440001,56.15017757440001,56.15017757440001,56.15017757440001,56.15017757440001,56.150177574400004,56.150177574400004,56.150177574400004,56.150177574400004,56.15017757440001,56.15017757440001
