z,tech,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
SaoTome,PV,Q1,d1,0,0,0,0,0,0,0.0228,0.1615,0.3359,0.487,0.6076,0.6601,0.6631,0.6,0.4942,0.3789,0.2248,0.0593,0.0038,0,0,0,0,0
Principte,PV,Q1,d1,0,0,0,0,0,0,0.0228,0.1615,0.3359,0.487,0.6076,0.6601,0.6631,0.6,0.4942,0.3789,0.2248,0.0593,0.0038,0,0,0,0,0
SaoTome,PVwSTO,Q1,d1,0,0,0,0,0,0,0.0228,0.1615,0.3359,0.487,0.6076,0.6601,0.6631,0.6,0.4942,0.3789,0.2248,0.0593,0.0038,0,0,0,0,0
Principte,PVwSTO,Q1,d1,0,0,0,0,0,0,0.0228,0.1615,0.3359,0.487,0.6076,0.6601,0.6631,0.6,0.4942,0.3789,0.2248,0.0593,0.0038,0,0,0,0,0
