zone;tech;q;d;t01;t02;t03;t04;t05;t06;t07;t08;t09;t10;t11;t12;t13;t14;t15;t16;t17;t18;t19;t20;t21;t22;t23;t24
BangladeshE;PV;Q1;d1;0;0;0;0;0;0;0.007227667;0.121214333;0.301241667;0.467841333;0.594516;0.66121;0.668923333;0.619411333;0.512521333;0.354657;0.166313333;0.016683333;0;0;0;0;0;0
BangladeshE;PV;Q1;d2;0;0;0;0;0;0;0.007227667;0.121214333;0.301241667;0.467841333;0.594516;0.66121;0.668923333;0.619411333;0.512521333;0.354657;0.166313333;0.016683333;0;0;0;0;0;0
BangladeshE;PV;Q1;d3;0;0;0;0;0;0;0.007227667;0.121214333;0.301241667;0.467841333;0.594516;0.66121;0.668923333;0.619411333;0.512521333;0.354657;0.166313333;0.016683333;0;0;0;0;0;0
BangladeshE;PV;Q2;d1;0;0;0;0;0;0.005104333;0.057088667;0.146471333;0.25473;0.358705333;0.429470333;0.464106;0.463584667;0.431752333;0.363591667;0.264598;0.151724333;0.054728;0.002951;0;0;0;0;0
BangladeshE;PV;Q2;d2;0;0;0;0;0;0.005104333;0.057088667;0.146471333;0.25473;0.358705333;0.429470333;0.464106;0.463584667;0.431752333;0.363591667;0.264598;0.151724333;0.054728;0.002951;0;0;0;0;0
BangladeshE;PV;Q2;d3;0;0;0;0;0;0.005104333;0.057088667;0.146471333;0.25473;0.358705333;0.429470333;0.464106;0.463584667;0.431752333;0.363591667;0.264598;0.151724333;0.054728;0.002951;0;0;0;0;0
BangladeshE;PV;Q3;d1;0;0;0;0;0;0;0.032968;0.179486667;0.33753;0.471298333;0.554993667;0.585863667;0.573961333;0.526168667;0.421799333;0.264459333;0.090638667;0.006197;0;0;0;0;0;0
BangladeshE;PV;Q3;d2;0;0;0;0;0;0;0.032968;0.179486667;0.33753;0.471298333;0.554993667;0.585863667;0.573961333;0.526168667;0.421799333;0.264459333;0.090638667;0.006197;0;0;0;0;0;0
BangladeshE;PV;Q3;d3;0;0;0;0;0;0;0.032968;0.179486667;0.33753;0.471298333;0.554993667;0.585863667;0.573961333;0.526168667;0.421799333;0.264459333;0.090638667;0.006197;0;0;0;0;0;0
BangladeshE;PV;Q4;d1;0;0;0;0;0;0.002552167;0.032158167;0.133842833;0.277985833;0.413273333;0.511993167;0.562658;0.566254;0.525581833;0.4380565;0.3096275;0.159018833;0.035705667;0.0014755;0;0;0;0;0
BangladeshE;PV;Q4;d2;0;0;0;0;0;0.002552167;0.032158167;0.133842833;0.277985833;0.413273333;0.511993167;0.562658;0.566254;0.525581833;0.4380565;0.3096275;0.159018833;0.035705667;0.0014755;0;0;0;0;0
BangladeshE;PV;Q4;d3;0;0;0;0;0;0.002552167;0.032158167;0.133842833;0.277985833;0.413273333;0.511993167;0.562658;0.566254;0.525581833;0.4380565;0.3096275;0.159018833;0.035705667;0.0014755;0;0;0;0;0
BangladeshE;Wind;Q1;d1;0.049229962;0.056139431;0.076867836;0.090686772;0.091550456;0.08032257;0.060457848;0.030228924;0.01468262;0.005182101;0.001727367;0.000863684;0;0;0.001727367;0.009500519;0.033683658;0.076004152;0.142507785;0.167554608;0.16323619;0.139916735;0.117460962;0.106233076
