uni_0,uni_1,uni_2,uni_3,uni_4,value
IvoryCoast,Rooftop,dry,2,t08,0.256
IvoryCoast,Rooftop,dry,2,t09,0.491
IvoryCoast,Rooftop,dry,2,t10,0.648
IvoryCoast,Rooftop,dry,2,t11,0.768
IvoryCoast,Rooftop,dry,2,t12,0.8320000000000001
IvoryCoast,Rooftop,dry,2,t13,0.844
IvoryCoast,Rooftop,dry,2,t14,0.81
IvoryCoast,Rooftop,dry,2,t15,0.724
IvoryCoast,Rooftop,dry,2,t16,0.583
IvoryCoast,Rooftop,dry,2,t17,0.381
IvoryCoast,Rooftop,dry,2,t18,0.126
IvoryCoast,Rooftop,dry,3,t07,0.006
IvoryCoast,Rooftop,dry,3,t08,0.097
IvoryCoast,Rooftop,dry,3,t09,0.235
IvoryCoast,Rooftop,dry,3,t10,0.359
IvoryCoast,Rooftop,dry,3,t11,0.394
IvoryCoast,Rooftop,dry,3,t12,0.397
IvoryCoast,Rooftop,dry,3,t13,0.396
IvoryCoast,Rooftop,dry,3,t14,0.36
IvoryCoast,Rooftop,dry,3,t15,0.324
IvoryCoast,Rooftop,dry,3,t16,0.225
IvoryCoast,Rooftop,dry,3,t17,0.133
IvoryCoast,Rooftop,dry,3,t18,0.044
IvoryCoast,Rooftop,dry,4,t07,0.002
IvoryCoast,Rooftop,dry,4,t08,0.14
IvoryCoast,Rooftop,dry,4,t09,0.368
IvoryCoast,Rooftop,dry,4,t10,0.538
IvoryCoast,Rooftop,dry,4,t11,0.642
IvoryCoast,Rooftop,dry,4,t12,0.687
IvoryCoast,Rooftop,dry,4,t13,0.623
IvoryCoast,Rooftop,dry,4,t14,0.5740000000000001
IvoryCoast,Rooftop,dry,4,t15,0.477
IvoryCoast,Rooftop,dry,4,t16,0.365
IvoryCoast,Rooftop,dry,4,t17,0.208
IvoryCoast,Rooftop,dry,4,t18,0.049
IvoryCoast,Rooftop,wet,1,t07,0.012
IvoryCoast,Rooftop,wet,1,t08,0.135
IvoryCoast,Rooftop,wet,1,t09,0.292
IvoryCoast,Rooftop,wet,1,t10,0.423
IvoryCoast,Rooftop,wet,1,t11,0.516
IvoryCoast,Rooftop,wet,1,t12,0.546
IvoryCoast,Rooftop,wet,1,t13,0.544
IvoryCoast,Rooftop,wet,1,t14,0.508
IvoryCoast,Rooftop,wet,1,t15,0.426
IvoryCoast,Rooftop,wet,1,t16,0.317
IvoryCoast,Rooftop,wet,1,t17,0.195
IvoryCoast,Rooftop,wet,1,t18,0.073
IvoryCoast,Rooftop,wet,1,t19,0.001
IvoryCoast,Rooftop,wet,2,t07,0.015
IvoryCoast,Rooftop,wet,2,t08,0.113
IvoryCoast,Rooftop,wet,2,t09,0.254
IvoryCoast,Rooftop,wet,2,t10,0.392
IvoryCoast,Rooftop,wet,2,t11,0.477
IvoryCoast,Rooftop,wet,2,t12,0.527
IvoryCoast,Rooftop,wet,2,t13,0.533
IvoryCoast,Rooftop,wet,2,t14,0.501
IvoryCoast,Rooftop,wet,2,t15,0.443
IvoryCoast,Rooftop,wet,2,t16,0.341
IvoryCoast,Rooftop,wet,2,t17,0.217
IvoryCoast,Rooftop,wet,2,t18,0.084
IvoryCoast,Rooftop,wet,2,t19,0.003
IvoryCoast,Rooftop,wet,3,t07,0.008
IvoryCoast,Rooftop,wet,3,t08,0.071
IvoryCoast,Rooftop,wet,3,t09,0.161
IvoryCoast,Rooftop,wet,3,t10,0.246
IvoryCoast,Rooftop,wet,3,t11,0.33
IvoryCoast,Rooftop,wet,3,t12,0.401
IvoryCoast,Rooftop,wet,3,t13,0.439
IvoryCoast,Rooftop,wet,3,t14,0.452
IvoryCoast,Rooftop,wet,3,t15,0.403
IvoryCoast,Rooftop,wet,3,t16,0.313
IvoryCoast,Rooftop,wet,3,t17,0.198
IvoryCoast,Rooftop,wet,3,t18,0.082
IvoryCoast,Rooftop,wet,3,t19,0.004
IvoryCoast,Rooftop,wet,4,t07,0.008
IvoryCoast,Rooftop,wet,4,t08,0.168
IvoryCoast,Rooftop,wet,4,t09,0.386
IvoryCoast,Rooftop,wet,4,t10,0.5680000000000001
IvoryCoast,Rooftop,wet,4,t11,0.687
IvoryCoast,Rooftop,wet,4,t12,0.751
IvoryCoast,Rooftop,wet,4,t13,0.75
IvoryCoast,Rooftop,wet,4,t14,0.685
IvoryCoast,Rooftop,wet,4,t15,0.5760000000000001
IvoryCoast,Rooftop,wet,4,t16,0.399
IvoryCoast,Rooftop,wet,4,t17,0.22
IvoryCoast,Rooftop,wet,4,t18,0.046
Liberia,PV,dry,1,t08,0.062
Liberia,PV,dry,1,t09,0.224
Liberia,PV,dry,1,t10,0.388
Liberia,PV,dry,1,t11,0.501
Liberia,PV,dry,1,t12,0.5740000000000001
Liberia,PV,dry,1,t13,0.619
Liberia,PV,dry,1,t14,0.596
Liberia,PV,dry,1,t15,0.547
Liberia,PV,dry,1,t16,0.438
Liberia,PV,dry,1,t17,0.275
Liberia,PV,dry,1,t18,0.093
Liberia,PV,dry,1,t19,0.001
Liberia,PV,dry,2,t08,0.092
Liberia,PV,dry,2,t09,0.287
Liberia,PV,dry,2,t10,0.478
Liberia,PV,dry,2,t11,0.663
Liberia,PV,dry,2,t12,0.751
Liberia,PV,dry,2,t13,0.785
Liberia,PV,dry,2,t14,0.763
Liberia,PV,dry,2,t15,0.6880000000000001
Liberia,PV,dry,2,t16,0.556
Liberia,PV,dry,2,t17,0.347
Liberia,PV,dry,2,t18,0.13
Liberia,PV,dry,2,t19,0.004
Liberia,PV,dry,3,t08,0.073
Liberia,PV,dry,3,t09,0.219
Liberia,PV,dry,3,t10,0.371
Liberia,PV,dry,3,t11,0.472
Liberia,PV,dry,3,t12,0.527
Liberia,PV,dry,3,t13,0.517
Liberia,PV,dry,3,t14,0.481
Liberia,PV,dry,3,t15,0.383
Liberia,PV,dry,3,t16,0.297
Liberia,PV,dry,3,t17,0.185
Liberia,PV,dry,3,t18,0.078
Liberia,PV,dry,3,t19,0.004
Liberia,PV,dry,4,t08,0.044
Liberia,PV,dry,4,t09,0.157
Liberia,PV,dry,4,t10,0.272
Liberia,PV,dry,4,t11,0.353
Liberia,PV,dry,4,t12,0.396
Liberia,PV,dry,4,t13,0.424
Liberia,PV,dry,4,t14,0.41
Liberia,PV,dry,4,t15,0.361
Liberia,PV,dry,4,t16,0.266
Liberia,PV,dry,4,t17,0.144
Liberia,PV,dry,4,t18,0.048
Liberia,PV,wet,1,t07,0.002
Liberia,PV,wet,1,t08,0.091
Liberia,PV,wet,1,t09,0.24
Liberia,PV,wet,1,t10,0.387
Liberia,PV,wet,1,t11,0.505
Liberia,PV,wet,1,t12,0.584
Liberia,PV,wet,1,t13,0.609
Liberia,PV,wet,1,t14,0.5710000000000001
Liberia,PV,wet,1,t15,0.49
Liberia,PV,wet,1,t16,0.376
Liberia,PV,wet,1,t17,0.223
Liberia,PV,wet,1,t18,0.09
Liberia,PV,wet,1,t19,0.006
Liberia,PV,wet,2,t07,0.003
Liberia,PV,wet,2,t08,0.075
Liberia,PV,wet,2,t09,0.203
Liberia,PV,wet,2,t10,0.335
Liberia,PV,wet,2,t11,0.461
Liberia,PV,wet,2,t12,0.531
Liberia,PV,wet,2,t13,0.54
Liberia,PV,wet,2,t14,0.518
Liberia,PV,wet,2,t15,0.443
Liberia,PV,wet,2,t16,0.362
Liberia,PV,wet,2,t17,0.233
Liberia,PV,wet,2,t18,0.106
Liberia,PV,wet,2,t19,0.012
Liberia,PV,wet,3,t07,0.003
Liberia,PV,wet,3,t08,0.076
Liberia,PV,wet,3,t09,0.206
Liberia,PV,wet,3,t10,0.338
Liberia,PV,wet,3,t11,0.44
Liberia,PV,wet,3,t12,0.522
Liberia,PV,wet,3,t13,0.538
Liberia,PV,wet,3,t14,0.534
Liberia,PV,wet,3,t15,0.468
Liberia,PV,wet,3,t16,0.352
Liberia,PV,wet,3,t17,0.223
Liberia,PV,wet,3,t18,0.098
Liberia,PV,wet,3,t19,0.011
Liberia,PV,wet,4,t08,0.117
Liberia,PV,wet,4,t09,0.333
Liberia,PV,wet,4,t10,0.543
Liberia,PV,wet,4,t11,0.674
Liberia,PV,wet,4,t12,0.729
Liberia,PV,wet,4,t13,0.728
Liberia,PV,wet,4,t14,0.6910000000000001
Liberia,PV,wet,4,t15,0.612
Liberia,PV,wet,4,t16,0.479
Liberia,PV,wet,4,t17,0.322
Liberia,PV,wet,4,t18,0.119
Liberia,PV,wet,4,t19,0.004
Liberia,Wind,dry,1,t01,0.059
Liberia,Wind,dry,1,t02,0.041
Liberia,Wind,dry,1,t03,0.024
Liberia,Wind,dry,1,t04,0.009
Liberia,Wind,dry,1,t05,0.002
Liberia,Wind,dry,1,t08,0.001
Liberia,Wind,dry,1,t09,0.001
Liberia,Wind,dry,1,t20,0.011
Liberia,Wind,dry,1,t21,0.038
Liberia,Wind,dry,1,t22,0.058
Liberia,Wind,dry,1,t23,0.065
Liberia,Wind,dry,1,t24,0.067
Liberia,Wind,dry,2,t01,0.073
Liberia,Wind,dry,2,t02,0.1
Liberia,Wind,dry,2,t03,0.095
Liberia,Wind,dry,2,t04,0.065
Liberia,Wind,dry,2,t05,0.046
Liberia,Wind,dry,2,t06,0.056
Liberia,Wind,dry,2,t07,0.077
Liberia,Wind,dry,2,t08,0.067
Liberia,Wind,dry,2,t09,0.015
Liberia,Wind,dry,2,t10,0.001
Liberia,Wind,dry,2,t12,0.001
Liberia,Wind,dry,2,t13,0.001
Liberia,Wind,dry,2,t19,0.001
Liberia,Wind,dry,2,t20,0.028
Liberia,Wind,dry,2,t21,0.086
Liberia,Wind,dry,2,t22,0.12
Liberia,Wind,dry,2,t23,0.114
Liberia,Wind,dry,2,t24,0.09
Liberia,Wind,dry,3,t01,0.061
Liberia,Wind,dry,3,t02,0.041
Liberia,Wind,dry,3,t03,0.029
Liberia,Wind,dry,3,t04,0.02
Liberia,Wind,dry,3,t05,0.014
Liberia,Wind,dry,3,t06,0.01
Liberia,Wind,dry,3,t07,0.008
Liberia,Wind,dry,3,t08,0.003
Liberia,Wind,dry,3,t09,0.003
Liberia,Wind,dry,3,t10,0.003
Liberia,Wind,dry,3,t11,0.001
Liberia,Wind,dry,3,t17,0.002
Liberia,Wind,dry,3,t18,0.012
Liberia,Wind,dry,3,t19,0.05
Liberia,Wind,dry,3,t20,0.104
Liberia,Wind,dry,3,t21,0.128
Liberia,Wind,dry,3,t22,0.123
Liberia,Wind,dry,3,t23,0.107
Liberia,Wind,dry,3,t24,0.095
Liberia,Wind,dry,4,t01,0.086
Liberia,Wind,dry,4,t02,0.071
Liberia,Wind,dry,4,t03,0.056
Liberia,Wind,dry,4,t04,0.048
Liberia,Wind,dry,4,t05,0.042
Liberia,Wind,dry,4,t06,0.038
Liberia,Wind,dry,4,t07,0.035
Liberia,Wind,dry,4,t08,0.027
Liberia,Wind,dry,4,t09,0.014
Liberia,Wind,dry,4,t10,0.017
Liberia,Wind,dry,4,t11,0.022
Liberia,Wind,dry,4,t12,0.027
Liberia,Wind,dry,4,t13,0.034
Liberia,Wind,dry,4,t14,0.041
Liberia,Wind,dry,4,t15,0.045
Liberia,Wind,dry,4,t16,0.042
Liberia,Wind,dry,4,t17,0.042
Liberia,Wind,dry,4,t18,0.048
Liberia,Wind,dry,4,t19,0.054
Liberia,Wind,dry,4,t20,0.065
Liberia,Wind,dry,4,t21,0.078
Liberia,Wind,dry,4,t22,0.089
Liberia,Wind,dry,4,t23,0.096
Liberia,Wind,dry,4,t24,0.101
Liberia,Wind,wet,1,t01,0.092
Liberia,Wind,wet,1,t02,0.035
Liberia,Wind,wet,1,t03,0.008
Liberia,Wind,wet,1,t04,0.004
Liberia,Wind,wet,1,t05,0.002
Liberia,Wind,wet,1,t06,0.001
Liberia,Wind,wet,1,t07,0.001
Liberia,Wind,wet,1,t19,0.005
Liberia,Wind,wet,1,t20,0.035
Liberia,Wind,wet,1,t21,0.076
Liberia,Wind,wet,1,t22,0.086
Liberia,Wind,wet,1,t23,0.069
Liberia,Wind,wet,1,t24,0.045
Liberia,Wind,wet,2,t01,0.157
Liberia,Wind,wet,2,t02,0.147
Liberia,Wind,wet,2,t03,0.133
Liberia,Wind,wet,2,t04,0.118
Liberia,Wind,wet,2,t05,0.112
Liberia,Wind,wet,2,t06,0.118
Liberia,Wind,wet,2,t07,0.128
Liberia,Wind,wet,2,t08,0.089
Liberia,Wind,wet,2,t09,0.087
Liberia,Wind,wet,2,t10,0.094
Liberia,Wind,wet,2,t11,0.092
Liberia,Wind,wet,2,t12,0.087
Liberia,Wind,wet,2,t13,0.093
Liberia,Wind,wet,2,t14,0.108
Liberia,Wind,wet,2,t15,0.133
Liberia,Wind,wet,2,t16,0.156
Liberia,Wind,wet,2,t17,0.18
Liberia,Wind,wet,2,t18,0.191
Liberia,Wind,wet,2,t19,0.205
Liberia,Wind,wet,2,t20,0.249
Liberia,Wind,wet,2,t21,0.243
Liberia,Wind,wet,2,t22,0.249
Liberia,Wind,wet,2,t23,0.254
Liberia,Wind,wet,2,t24,0.254
Liberia,Wind,wet,3,t01,0.171
Liberia,Wind,wet,3,t02,0.166
Liberia,Wind,wet,3,t03,0.159
Liberia,Wind,wet,3,t04,0.156
Liberia,Wind,wet,3,t05,0.165
Liberia,Wind,wet,3,t06,0.179
Liberia,Wind,wet,3,t07,0.189
Liberia,Wind,wet,3,t08,0.121
Liberia,Wind,wet,3,t09,0.218
Liberia,Wind,wet,3,t10,0.279
Liberia,Wind,wet,3,t11,0.286
Liberia,Wind,wet,3,t12,0.288
Liberia,Wind,wet,3,t13,0.292
Liberia,Wind,wet,3,t14,0.301
Liberia,Wind,wet,3,t15,0.316
Liberia,Wind,wet,3,t16,0.332
Liberia,Wind,wet,3,t17,0.344
Liberia,Wind,wet,3,t18,0.296
Liberia,Wind,wet,3,t19,0.248
Liberia,Wind,wet,3,t20,0.242
Liberia,Wind,wet,3,t21,0.204
Liberia,Wind,wet,3,t22,0.178
Liberia,Wind,wet,3,t23,0.156
Liberia,Wind,wet,3,t24,0.142
Liberia,Wind,wet,4,t01,0.092
Liberia,Wind,wet,4,t02,0.083
Liberia,Wind,wet,4,t03,0.068
Liberia,Wind,wet,4,t04,0.048
Liberia,Wind,wet,4,t05,0.032
Liberia,Wind,wet,4,t06,0.025
Liberia,Wind,wet,4,t07,0.024
Liberia,Wind,wet,4,t08,0.017
Liberia,Wind,wet,4,t09,0.014
Liberia,Wind,wet,4,t10,0.009
Liberia,Wind,wet,4,t11,0.003
Liberia,Wind,wet,4,t16,0.001
Liberia,Wind,wet,4,t17,0.007
Liberia,Wind,wet,4,t18,0.03
Liberia,Wind,wet,4,t19,0.069
Liberia,Wind,wet,4,t20,0.119
Liberia,Wind,wet,4,t21,0.127
Liberia,Wind,wet,4,t22,0.126
Liberia,Wind,wet,4,t23,0.132
Liberia,Wind,wet,4,t24,0.138
Liberia,Rooftop,dry,1,t08,0.062
Liberia,Rooftop,dry,1,t09,0.224
Liberia,Rooftop,dry,1,t10,0.388
Liberia,Rooftop,dry,1,t11,0.501
Liberia,Rooftop,dry,1,t12,0.5740000000000001
Liberia,Rooftop,dry,1,t13,0.619
Liberia,Rooftop,dry,1,t14,0.596
Liberia,Rooftop,dry,1,t15,0.547
Liberia,Rooftop,dry,1,t16,0.438
Liberia,Rooftop,dry,1,t17,0.275
Liberia,Rooftop,dry,1,t18,0.093
Liberia,Rooftop,dry,1,t19,0.001
Liberia,Rooftop,dry,2,t08,0.092
Liberia,Rooftop,dry,2,t09,0.287
Liberia,Rooftop,dry,2,t10,0.478
Liberia,Rooftop,dry,2,t11,0.663
Liberia,Rooftop,dry,2,t12,0.751
Liberia,Rooftop,dry,2,t13,0.785
Liberia,Rooftop,dry,2,t14,0.763
Liberia,Rooftop,dry,2,t15,0.6880000000000001
Liberia,Rooftop,dry,2,t16,0.556
Liberia,Rooftop,dry,2,t17,0.347
Liberia,Rooftop,dry,2,t18,0.13
Liberia,Rooftop,dry,2,t19,0.004
Liberia,Rooftop,dry,3,t08,0.073
Liberia,Rooftop,dry,3,t09,0.219
Liberia,Rooftop,dry,3,t10,0.371
Liberia,Rooftop,dry,3,t11,0.472
Liberia,Rooftop,dry,3,t12,0.527
Liberia,Rooftop,dry,3,t13,0.517
Liberia,Rooftop,dry,3,t14,0.481
Liberia,Rooftop,dry,3,t15,0.383
Liberia,Rooftop,dry,3,t16,0.297
Liberia,Rooftop,dry,3,t17,0.185
Liberia,Rooftop,dry,3,t18,0.078
Liberia,Rooftop,dry,3,t19,0.004
Liberia,Rooftop,dry,4,t08,0.044
Liberia,Rooftop,dry,4,t09,0.157
Liberia,Rooftop,dry,4,t10,0.272
Liberia,Rooftop,dry,4,t11,0.353
Liberia,Rooftop,dry,4,t12,0.396
Liberia,Rooftop,dry,4,t13,0.424
Liberia,Rooftop,dry,4,t14,0.41
Liberia,Rooftop,dry,4,t15,0.361
Liberia,Rooftop,dry,4,t16,0.266
Liberia,Rooftop,dry,4,t17,0.144
Liberia,Rooftop,dry,4,t18,0.048
Liberia,Rooftop,wet,1,t07,0.002
Liberia,Rooftop,wet,1,t08,0.091
Liberia,Rooftop,wet,1,t09,0.24
Liberia,Rooftop,wet,1,t10,0.387
Liberia,Rooftop,wet,1,t11,0.505
Liberia,Rooftop,wet,1,t12,0.584
Liberia,Rooftop,wet,1,t13,0.609
Liberia,Rooftop,wet,1,t14,0.5710000000000001
Liberia,Rooftop,wet,1,t15,0.49
Liberia,Rooftop,wet,1,t16,0.376
Liberia,Rooftop,wet,1,t17,0.223
Liberia,Rooftop,wet,1,t18,0.09
Liberia,Rooftop,wet,1,t19,0.006
Liberia,Rooftop,wet,2,t07,0.003
Liberia,Rooftop,wet,2,t08,0.075
Liberia,Rooftop,wet,2,t09,0.203
Liberia,Rooftop,wet,2,t10,0.335
Liberia,Rooftop,wet,2,t11,0.461
Liberia,Rooftop,wet,2,t12,0.531
Liberia,Rooftop,wet,2,t13,0.54
Liberia,Rooftop,wet,2,t14,0.518
Liberia,Rooftop,wet,2,t15,0.443
Liberia,Rooftop,wet,2,t16,0.362
Liberia,Rooftop,wet,2,t17,0.233
Liberia,Rooftop,wet,2,t18,0.106
Liberia,Rooftop,wet,2,t19,0.012
Liberia,Rooftop,wet,3,t07,0.003
Liberia,Rooftop,wet,3,t08,0.076
Liberia,Rooftop,wet,3,t09,0.206
Liberia,Rooftop,wet,3,t10,0.338
Liberia,Rooftop,wet,3,t11,0.44
Liberia,Rooftop,wet,3,t12,0.522
Liberia,Rooftop,wet,3,t13,0.538
Liberia,Rooftop,wet,3,t14,0.534
Liberia,Rooftop,wet,3,t15,0.468
Liberia,Rooftop,wet,3,t16,0.352
Liberia,Rooftop,wet,3,t17,0.223
Liberia,Rooftop,wet,3,t18,0.098
Liberia,Rooftop,wet,3,t19,0.011
Liberia,Rooftop,wet,4,t08,0.117
Liberia,Rooftop,wet,4,t09,0.333
Liberia,Rooftop,wet,4,t10,0.543
Liberia,Rooftop,wet,4,t11,0.674
Liberia,Rooftop,wet,4,t12,0.729
Liberia,Rooftop,wet,4,t13,0.728
Liberia,Rooftop,wet,4,t14,0.6910000000000001
Liberia,Rooftop,wet,4,t15,0.612
Liberia,Rooftop,wet,4,t16,0.479
Liberia,Rooftop,wet,4,t17,0.322
Liberia,Rooftop,wet,4,t18,0.119
Liberia,Rooftop,wet,4,t19,0.004
Mali,PV,dry,1,t07,0.003
Mali,PV,dry,1,t08,0.227
Mali,PV,dry,1,t09,0.396
Mali,PV,dry,1,t10,0.52
Mali,PV,dry,1,t11,0.591
Mali,PV,dry,1,t12,0.556
Mali,PV,dry,1,t13,0.513
Mali,PV,dry,1,t14,0.469
Mali,PV,dry,1,t15,0.441
Mali,PV,dry,1,t16,0.383
Mali,PV,dry,1,t17,0.19
Mali,PV,dry,1,t18,0.021
Mali,PV,dry,2,t07,0.01
Mali,PV,dry,2,t08,0.294
Mali,PV,dry,2,t09,0.499
Mali,PV,dry,2,t10,0.711
Mali,PV,dry,2,t11,0.836
Mali,PV,dry,2,t12,0.889
Mali,PV,dry,2,t13,0.853
Mali,PV,dry,2,t14,0.799
Mali,PV,dry,2,t15,0.687
Mali,PV,dry,2,t16,0.507
Mali,PV,dry,2,t17,0.264
Mali,PV,dry,2,t18,0.037
Mali,PV,dry,3,t07,0.027
Mali,PV,dry,3,t08,0.223
Mali,PV,dry,3,t09,0.447
Mali,PV,dry,3,t10,0.62
Mali,PV,dry,3,t11,0.733
Mali,PV,dry,3,t12,0.788
Mali,PV,dry,3,t13,0.782
Mali,PV,dry,3,t14,0.732
Mali,PV,dry,3,t15,0.628
Mali,PV,dry,3,t16,0.47
Mali,PV,dry,3,t17,0.266
Mali,PV,dry,3,t18,0.066
Mali,PV,dry,4,t07,0.001
Mali,PV,dry,4,t08,0.162
Mali,PV,dry,4,t09,0.441
Mali,PV,dry,4,t10,0.647
Mali,PV,dry,4,t11,0.764
Mali,PV,dry,4,t12,0.8210000000000001
Mali,PV,dry,4,t13,0.84
Mali,PV,dry,4,t14,0.794
Mali,PV,dry,4,t15,0.6940000000000001
Mali,PV,dry,4,t16,0.529
Mali,PV,dry,4,t17,0.288
Mali,PV,dry,4,t18,0.026
Mali,PV,wet,1,t07,0.039
Mali,PV,wet,1,t08,0.221
Mali,PV,wet,1,t09,0.421
Mali,PV,wet,1,t10,0.5740000000000001
Mali,PV,wet,1,t11,0.678
Mali,PV,wet,1,t12,0.731
Mali,PV,wet,1,t13,0.734
Mali,PV,wet,1,t14,0.6900000000000001
Mali,PV,wet,1,t15,0.595
Mali,PV,wet,1,t16,0.451
Mali,PV,wet,1,t17,0.265
Mali,PV,wet,1,t18,0.075
Mali,PV,wet,1,t19,0.001
Mali,PV,wet,2,t07,0.051
Mali,PV,wet,2,t08,0.168
Mali,PV,wet,2,t09,0.313
Mali,PV,wet,2,t10,0.446
Mali,PV,wet,2,t11,0.536
Mali,PV,wet,2,t12,0.581
Mali,PV,wet,2,t13,0.592
Mali,PV,wet,2,t14,0.562
Mali,PV,wet,2,t15,0.491
Mali,PV,wet,2,t16,0.376
Mali,PV,wet,2,t17,0.224
Mali,PV,wet,2,t18,0.081
Mali,PV,wet,2,t19,0.005
Mali,PV,wet,3,t07,0.05
Mali,PV,wet,3,t08,0.173
Mali,PV,wet,3,t09,0.336
Mali,PV,wet,3,t10,0.478
Mali,PV,wet,3,t11,0.5760000000000001
Mali,PV,wet,3,t12,0.629
Mali,PV,wet,3,t13,0.634
Mali,PV,wet,3,t14,0.594
Mali,PV,wet,3,t15,0.507
Mali,PV,wet,3,t16,0.379
Mali,PV,wet,3,t17,0.224
Mali,PV,wet,3,t18,0.081
Mali,PV,wet,3,t19,0.004
Mali,PV,wet,4,t07,0.008
Mali,PV,wet,4,t08,0.112
Mali,PV,wet,4,t09,0.284
Mali,PV,wet,4,t10,0.504
Mali,PV,wet,4,t11,0.6910000000000001
Mali,PV,wet,4,t12,0.762
Mali,PV,wet,4,t13,0.77
Mali,PV,wet,4,t14,0.726
Mali,PV,wet,4,t15,0.627
Mali,PV,wet,4,t16,0.471
Mali,PV,wet,4,t17,0.262
Mali,PV,wet,4,t18,0.052
Mali,Wind,dry,1,t01,0.801
Mali,Wind,dry,1,t02,0.781
Mali,Wind,dry,1,t03,0.763
Mali,Wind,dry,1,t04,0.756
Mali,Wind,dry,1,t05,0.75
Mali,Wind,dry,1,t06,0.684
Mali,Wind,dry,1,t07,0.637
Mali,Wind,dry,1,t08,0.425
Mali,Wind,dry,1,t09,0.316
Mali,Wind,dry,1,t10,0.505
Mali,Wind,dry,1,t11,0.519
Mali,Wind,dry,1,t12,0.411
Mali,Wind,dry,1,t13,0.253
Mali,Wind,dry,1,t14,0.186
Mali,Wind,dry,1,t15,0.171
Mali,Wind,dry,1,t16,0.178
Mali,Wind,dry,1,t17,0.209
Mali,Wind,dry,1,t18,0.28
Mali,Wind,dry,1,t19,0.325
Mali,Wind,dry,1,t20,0.398
Mali,Wind,dry,1,t21,0.449
Mali,Wind,dry,1,t22,0.494
Mali,Wind,dry,1,t23,0.508
Mali,Wind,dry,1,t24,0.516
Mali,Wind,dry,2,t01,0.672
Mali,Wind,dry,2,t02,0.627
Mali,Wind,dry,2,t03,0.631
Mali,Wind,dry,2,t04,0.639
Mali,Wind,dry,2,t05,0.629
Mali,Wind,dry,2,t06,0.624
Mali,Wind,dry,2,t07,0.633
Mali,Wind,dry,2,t08,0.405
Mali,Wind,dry,2,t09,0.18
Mali,Wind,dry,2,t10,0.457
Mali,Wind,dry,2,t11,0.753
Mali,Wind,dry,2,t12,0.759
Mali,Wind,dry,2,t13,0.682
Mali,Wind,dry,2,t14,0.591
Mali,Wind,dry,2,t15,0.538
Mali,Wind,dry,2,t16,0.482
Mali,Wind,dry,2,t17,0.444
Mali,Wind,dry,2,t18,0.543
Mali,Wind,dry,2,t19,0.663
Mali,Wind,dry,2,t20,0.729
Mali,Wind,dry,2,t21,0.755
Mali,Wind,dry,2,t22,0.74
Mali,Wind,dry,2,t23,0.6920000000000001
Mali,Wind,dry,2,t24,0.649
Mali,Wind,dry,3,t01,0.84
Mali,Wind,dry,3,t02,0.8230000000000001
Mali,Wind,dry,3,t03,0.808
Mali,Wind,dry,3,t04,0.773
Mali,Wind,dry,3,t05,0.734
Mali,Wind,dry,3,t06,0.712
Mali,Wind,dry,3,t07,0.682
Mali,Wind,dry,3,t08,0.488
Mali,Wind,dry,3,t09,0.501
Mali,Wind,dry,3,t10,0.638
Mali,Wind,dry,3,t11,0.471
Mali,Wind,dry,3,t12,0.328
Mali,Wind,dry,3,t13,0.234
Mali,Wind,dry,3,t14,0.192
Mali,Wind,dry,3,t15,0.195
Mali,Wind,dry,3,t16,0.249
Mali,Wind,dry,3,t17,0.355
Mali,Wind,dry,3,t18,0.547
Mali,Wind,dry,3,t19,0.774
Mali,Wind,dry,3,t20,0.846
Mali,Wind,dry,3,t21,0.86
Mali,Wind,dry,3,t22,0.86
Mali,Wind,dry,3,t23,0.841
Mali,Wind,dry,3,t24,0.8130000000000001
Mali,Wind,dry,4,t01,0.745
Mali,Wind,dry,4,t02,0.733
Mali,Wind,dry,4,t03,0.72
Mali,Wind,dry,4,t04,0.704
Mali,Wind,dry,4,t05,0.6920000000000001
Mali,Wind,dry,4,t06,0.678
Mali,Wind,dry,4,t07,0.657
Mali,Wind,dry,4,t08,0.467
Mali,Wind,dry,4,t09,0.22
Mali,Wind,dry,4,t10,0.171
Mali,Wind,dry,4,t11,0.705
Mali,Wind,dry,4,t12,0.648
Mali,Wind,dry,4,t13,0.477
Mali,Wind,dry,4,t14,0.323
Mali,Wind,dry,4,t15,0.218
Mali,Wind,dry,4,t16,0.158
Mali,Wind,dry,4,t17,0.147
Mali,Wind,dry,4,t18,0.183
Mali,Wind,dry,4,t19,0.218
Mali,Wind,dry,4,t20,0.261
Mali,Wind,dry,4,t21,0.302
Mali,Wind,dry,4,t22,0.352
Mali,Wind,dry,4,t23,0.42
Mali,Wind,dry,4,t24,0.504
Mali,Wind,wet,1,t01,0.544
Mali,Wind,wet,1,t02,0.465
Mali,Wind,wet,1,t03,0.407
Mali,Wind,wet,1,t04,0.383
Mali,Wind,wet,1,t05,0.374
Mali,Wind,wet,1,t06,0.365
Mali,Wind,wet,1,t07,0.334
Mali,Wind,wet,1,t08,0.128
Mali,Wind,wet,1,t09,0.065
Mali,Wind,wet,1,t10,0.106
Mali,Wind,wet,1,t11,0.104
Mali,Wind,wet,1,t12,0.12
Mali,Wind,wet,1,t13,0.124
Mali,Wind,wet,1,t14,0.119
Mali,Wind,wet,1,t15,0.112
Mali,Wind,wet,1,t16,0.107
Mali,Wind,wet,1,t17,0.111
Mali,Wind,wet,1,t18,0.133
