zext,q,d,year,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Bulgaria,Q1,d1,2024,54.976,84.980,63.765,129.198,139.234,157.638,181.007,176.163,149.232,141.567,145.128,144.978,143.657,150.123,158.884,175.854,206.101,227.972,212.417,182.244,174.167,141.567,141.567,141.155
Bulgaria,Q1,d1,2025,53.629,82.926,62.211,126.103,135.902,153.872,176.690,171.960,145.664,138.180,141.657,141.511,140.220,146.534,155.089,171.658,201.193,222.548,207.360,177.898,170.011,138.180,138.180,137.778
Bulgaria,Q1,d1,2026,0.010,15.596,0.010,57.730,67.293,84.829,107.097,102.481,76.820,69.516,72.909,72.766,71.507,77.668,86.017,102.187,131.009,151.848,137.026,108.276,100.579,69.516,69.516,69.124
Bulgaria,Q1,d1,2027,0.010,6.084,0.010,47.177,56.503,73.605,95.323,90.820,65.794,58.671,61.980,61.841,60.613,66.621,74.763,90.533,118.642,138.966,124.511,96.472,88.966,58.671,58.671,58.288
Bulgaria,Q1,d1,2028,0.010,0.010,0.010,36.623,45.712,62.381,83.548,79.160,54.768,47.826,51.051,50.915,49.718,55.574,63.510,78.880,106.276,126.085,111.996,84.668,77.352,47.826,47.826,47.452
Bulgaria,Q1,d1,2029,0.010,0.010,0.010,26.067,34.920,51.155,71.771,67.497,43.740,36.979,40.120,39.988,38.822,44.526,52.255,67.225,93.908,113.201,99.479,72.862,65.737,36.979,36.979,36.615
Bulgaria,Q1,d1,2030,0.010,0.010,0.010,15.514,24.130,39.931,59.996,55.837,32.714,26.133,29.191,29.062,27.927,33.479,41.001,55.571,81.541,100.319,86.964,61.058,54.123,26.133,26.133,25.779
Bulgaria,Q1,d1,2031,0.010,0.010,0.010,9.600,17.980,33.347,52.861,48.816,26.328,19.928,22.901,22.776,21.673,27.072,34.388,48.558,73.815,92.077,79.089,53.894,47.149,19.928,19.928,19.584
Bulgaria,Q1,d1,2032,0.010,0.010,0.010,3.686,11.829,26.763,45.726,41.795,19.942,13.723,16.612,16.490,15.418,20.665,27.774,41.544,66.089,83.836,71.214,46.730,40.176,13.723,13.723,13.388
Bulgaria,Q1,d1,2033,0.010,0.010,0.010,0.010,5.679,20.179,38.591,34.775,13.556,7.517,10.323,10.204,9.164,14.258,21.161,34.531,58.363,75.594,63.339,39.566,33.202,7.517,7.517,7.192
Bulgaria,Q1,d1,2034,0.010,0.010,0.010,0.010,0.010,13.593,31.455,27.752,7.169,1.310,4.032,3.917,2.908,7.849,14.546,27.516,50.634,67.350,55.461,32.400,26.227,1.310,1.310,0.995
Bulgaria,Q1,d1,2035,0.010,0.010,0.010,0.010,0.010,7.009,24.320,20.731,0.783,0.010,0.010,0.010,0.010,1.442,7.932,20.502,42.908,59.108,47.586,25.236,19.253,0.010,0.010,0.010
Bulgaria,Q1,d1,2036,0.010,0.010,0.010,0.010,0.010,0.010,16.117,12.671,0.010,0.010,0.010,0.010,0.010,0.010,0.379,12.450,33.967,49.524,38.459,16.996,11.251,0.010,0.010,0.010
Bulgaria,Q1,d1,2037,0.010,0.010,0.010,0.010,0.010,0.010,7.915,4.611,0.010,0.010,0.010,0.010,0.010,0.010,0.010,4.401,25.028,39.943,29.335,8.759,3.250,0.010,0.010,0.010
Bulgaria,Q1,d1,2038,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,16.087,30.358,20.208,0.519,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2039,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,7.146,20.774,11.081,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2040,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,11.190,1.955,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2041,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,7.983,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2042,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,4.775,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2043,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,1.565,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2044,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2045,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2046,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2047,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2048,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2049,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2050,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
