gen,zone,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize,Unnamed: 26
Kusile_III_TH_ZAF,South_Africa,ST,Coal,2024,2074,1440.0,2,0.3,11.8,,,,,,,,4.073488372,,800.0,0.0,,0.0,0.05,0.0,800.0,
Kuvaninga_TH_MOZ,Mozambique,OCGT,Gas,2017,2067,40.0,1,,10.41544727,,,,,,,,0.0,,0.0,0.0,7.0,11.11544727,0.5,0.0,0.0,
LesothoLetsengWind_REN_LSO,Lesotho,OnshoreWind,Wind,2028,2055,35.0,3,,0.0,1.0,1.0,,,,,,,,35.0,0.0,,0.0,0.0,1.0,0.0,
LesothoSolar_REN_LSO,Lesotho,PV,Solar,2023,2053,28.0,1,,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,
Lethabo_TH_ZAF,South_Africa,ST,Coal,1990,2038,3558.0,1,0.3,11.06,,,,,,,,0.0,,,0.0,,0.0,0.05,0.0,593.0,
Li-ion_storage_A_MWI,Malawi,Storage,Battery,2025,2045,20.0,2,,,,,,,,,,0.28,,20.0,0.0,,0.0,0.0,0.0,0.0,
Li-ion_storage_C_MWI,Malawi,Storage,Battery,2030,2060,0.0,3,,,,,,,,,,0.28,,0.0,0.0,,0.0,0.0,0.0,0.0,
Lilongwe,Malawi,ICE,Diesel,2000,2050,5.0,1,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
Lithops_BESS_NAM,Namibia,Storage,Battery,2026,2046,45.0,2,,,,,,,,,,,,45.0,0.0,,0.0,0.0,0.0,0.0,
LobitoI_TH_AGO,Angola,CCGT,Gas,2030,2082,750.0,3,,,,,,,,,0.0,1.245080501,,750.0,0.0,7.0,7.1,0.05,0.0,0.0,
Lower_Fufu_HY_MWI,Malawi,ReservoirHydro,Water,2055,2060,261.0,3,,,,,,0.325077306,,,,3.445,,261.0,0.0,,0.0,0.0,0.0,0.0,
Lower_Songwe_HY_MWI,Malawi,ReservoirHydro,Water,2055,2060,90.0,3,,,,,,0.325077306,,,,3.445,,90.0,0.0,,0.0,0.0,0.0,0.0,
LowerMaguduza_HY_SWZ,Eswatini,ROR,Water,2027,2107,13.0,3,,,,,,0.1835,,,0.0,4.248837209,50.0,14.0,0.0,,0.0,0.0,0.0,0.0,
LuandaOCGT_TH_AGO,Angola,OCGT,Gas,1980,2019,125.0,1,,13.62126767,,,,,,,,0.0,,,0.0,7.0,14.32126767,0.25,0.0,0.0,
Lubhuku_TH_SWZ,Eswatini,ST,Coal,2039,2089,0.0,3,,8.6,,,,,,,,2.466504472,,0.0,0.0,,0.0,0.05,0.0,0.0,
LubumbashiSolar_REN_DRCSouth,DRC_South,PV,Solar,2025,2060,100.0,2,,0.0,,,,,,,,,,100.0,0.0,,0.0,0.0,1.0,0.0,
Luchenene_HY_ZMB,Zambia,ReservoirHydro,Water,2030,2110,30.0,3,,,,,,0.278070484,,,0.0,4.248837209,50.0,30.0,0.0,,0.0,0.0,0.0,0.0,
LuisCabral_TH_MOZ,Mozambique,OCGT,HFO,2000,2050,14.0,1,,13.62126767,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,
Lunsemfwa+Mulungushi_HY_ZMB,Zambia,ReservoirHydro,Water,1982,2060,56.0,1,,,,,,0.278070484,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
Lunzua_HY_ZMB,Zambia,ROR,Water,2000,2060,15.0,1,,,,,,0.1175,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
Lupata_HY_MOZ,Mozambique,ReservoirHydro,Water,2035,2112,650.0,3,,,,,,0.406440138,,,0.0,4.248837209,50.0,650.0,0.0,,0.0,0.0,0.0,0.0,
Lurio_HY_MOZ,Mozambique,ReservoirHydro,Water,2030,2110,120.0,2,,,,,,0.406440138,,,0.0,4.248837209,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Lusiwasi_HY_ZMB,Zambia,ReservoirHydro,Water,1967,2021,12.0,1,,,,,,0.079895463,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
LusiwasiLower_HY_ZMB,Zambia,ReservoirHydro,Water,2028,2108,86.0,3,,,,,,0.079875,,,0.0,5.945134884,50.0,86.0,0.0,,0.0,0.0,0.0,0.0,
LusiwasiLowerExts_HY_ZMB,Zambia,ReservoirHydro,Water,2030,2110,84.0,3,,,,,,0.079875,,,0.0,4.248837209,50.0,84.0,0.0,,0.0,0.0,0.0,0.0,
LusiwasiUpper_HY_ZMB,Zambia,ReservoirHydro,Water,2017,2060,15.0,1,,,,,,0.079875,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
MaambaCoalI_TH_ZMB,Zambia,ST,Coal,2016,2066,300.0,1,,9.221311593,,,,,,,,0.0,,,0.0,,0.0,0.1,0.0,300.0,
Maguduza_HY_SWZ,Eswatini,ROR,Water,2000,2080,5.0,1,,,,,,0.1835,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
Maguga_HY_SWZ,Eswatini,ReservoirHydro,Water,2000,2080,20.0,1,,,,,,0.1755,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
MagugaII_HY_SWZ,Eswatini,ReservoirHydro,Water,2027,2107,10.0,3,,,,,,0.2135,,,0.0,4.248837209,50.0,23.0,0.0,,0.0,0.0,0.0,0.0,
MajubaI_TH_ZAF,South_Africa,ST,Coal,1990,2051,1825.0,1,0.3,12.7,,,,,,,,0.0,,,0.0,,0.0,0.05,0.0,621.8,
MajubaII_TH_ZAF,South_Africa,ST,Coal,1985,2051,1981.0,1,0.3,12.7,,,,,,,,0.0,,,0.0,,0.0,0.05,0.0,669.5,
MambilimbaFallsI_HY_ZMB,Zambia,ReservoirHydro,Water,2030,2110,124.0,3,,,,,,0.278070484,,,0.0,4.248837209,50.0,124.0,0.0,,0.0,0.0,0.0,0.0,
Mapanga_ICE_MWI,Malawi,ICE,Diesel,2000,2060,16.0,1,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
Maragra_biomass_MOZ,Mozambique,ST,Biomass,2000,2055,1.0,1,,10.425987,,,,0.8,48000.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,
Matimba_TH_ZAF,South_Africa,ST,Coal,1987,2039,3690.0,1,0.3,11.4,,,,,,,,0.0,,,0.0,,0.0,0.05,0.0,615.0,
Matla_TH_ZAF,South_Africa,ST,Coal,1979,2031,3450.0,1,0.3,11.3,,,,,,,,0.0,,,0.0,,0.0,0.05,0.0,575.0,
Mbongozi_HY_MWI,Malawi,ReservoirHydro,Water,2055,2060,41.0,3,,,,,,0.325077306,,,0.0,3.536,50.0,41.0,0.0,,0.0,0.0,0.0,0.0,
MCT_Morro_Bento,Angola,ICE,Diesel,2012,2062,25.0,1,,13.62126767,1.0,1.0,0.0,0.2,17000.0,4.0,0.0,0.0,30.0,,0.0,,0.0,0.0,0.0,0.0,
Medupi_TH_ZAF,South_Africa,ST,Coal,2015,2065,4356.0,1,0.3,9.21,,,,,,,,0.0,,0.0,0.0,,0.0,0.05,0.0,800.0,
MetoroSolarPV_REN_MOZ,Mozambique,PV,Solar,2023,2060,30.0,1,,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,
MkuzeBiomass_BIO_ZAF,South_Africa,ST,Biomass,2000,2055,16.0,1,,10.0,0.33,0.33,,0.8,48000.0,,,0.0,,,0.0,,0.0,0.0,0.0,16.5,
MocubaSolarPV_REN_MOZ,Mozambique,PV,Solar,2019,2060,40.0,1,,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,
Monont'sa_HY_LSO,Lesotho,Storage,Water,2035,2060,1200.0,3,,0.0,1.0,1.0,0.0,0.8,46500.0,0.55,0.0,6.821744186,50.0,1200.0,0.0,,0.0,0.0,0.0,0.0,
MorupuleA_TH_BWA,Botswana,ST,Coal,1989,2028,132.0,1,,11.373804,,,,,,,,0.0,,,0.0,,0.0,0.1,0.0,132.0,
MorupuleB_TH_BWA,Botswana,ST,Coal,2012,2055,390.0,1,,10.34068347,,,,,,,,0.0,,,0.0,,0.0,0.1,0.0,390.0,
MorupuleBupgrade_TH_BWA,Botswana,ST,Coal,2022,2052,130.0,1,,10.34068347,,,,,,,,0.0,,,0.0,,0.0,0.05,0.0,130.0,
Mota_Engil_C_MWI,Malawi,ST,Coal,2055,2060,0.0,3,,9.853126851,,,,,,,,2.84,,0.0,0.0,,0.0,0.05,0.0,0.0,
MozCCCGTNG_TH_MOZ,Mozambique,CCGT,LNG,2026,2056,400.0,3,,,,,,,,,,1.245080501,,100.0,0.0,7.0,7.1,0.05,0.0,0.0,
MozMGTPEDMSasolGT_TH_MOZ,Mozambique,CCGT,Gas,2028,2058,450.0,2,,9.0,,,,,,,0.0,1.25,,420.0,0.0,7.0,9.7,0.05,0.0,0.0,
Mpatamanga_Opt,Malawi,ReservoirHydro,Water,2031,2101,358.0,2,,,,,,0.325077306,,,0.0,2.79,50.0,359.0,0.0,,0.0,0.0,0.0,0.0,
MphandaNkuwa_HY_MOZ,Mozambique,ReservoirHydro,Water,2035,2112,1500.0,2,,,,,,0.406440138,,,0.0,4.436550388,50.0,1500.0,0.0,,0.0,0.0,0.0,0.0,
Muanda_TH_DRC,DRC,ICE,HFO,2000,2050,4.8,1,,9.990938997,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,
Muela_HY_LSO,Lesotho,ReservoirHydro,Water,2000,2080,74.0,1,,,,,,0.396,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
Muela2_HY_LSO,Lesotho,ReservoirHydro,Water,2037,2060,110.0,3,,,,,,0.396,,,0.0,4.248837209,50.0,110.0,0.0,,0.0,0.0,0.0,0.0,
Mulanje_Ruo_Ndiza,Malawi,ReservoirHydro,Water,2020,2100,10.0,1,,,,,,0.325077306,,,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,
MumbotutaFalls_HY_ZMB,Zambia,ReservoirHydro,Water,2030,2110,301.0,3,,,,,,0.278070484,,,0.0,4.248837209,50.0,301.0,0.0,,0.0,0.0,0.0,0.0,
Munyati_TH_ZWE,Zimbabwe,ST,Coal,1957,2007,100.0,1,,,,,,,,,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,
MupataGorgeNorth_HY_ZMB,Zambia,ReservoirHydro,Water,2033,2110,600.0,3,,,,,,0.278070484,,,0.0,4.248837209,50.0,600.0,0.0,,0.0,0.0,0.0,0.0,
MupataGorgeSouth_HY_ZWE,Zimbabwe,ReservoirHydro,Water,2033,2110,600.0,3,,,,,,0.275342466,,,0.0,4.251,50.0,600.0,0.0,,0.0,0.0,0.0,0.0,
MusondaFalls_HY_ZMB,Zambia,ReservoirHydro,Water,1972,2060,10.0,1,,,,,,0.180625,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
Mwadingusha_HY_DRCSouth,DRC_South,ReservoirHydro,Water,1954,2060,0.0,1,,,,,,0.44,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
Mzimba_I_WIND_MWI,Malawi,OnshoreWind,Wind,2030,2055,0.0,3,,0.0,1.0,1.0,,,,,,,,50.0,0.0,,0.0,0.0,1.0,0.0,
Mzimba_II_WIND_MWI,Malawi,OnshoreWind,Wind,2032,2062,0.0,3,,0.0,1.0,1.0,,,,,,,,0.0,0.0,,0.0,0.0,1.0,0.0,
Mzuzu_Luwinga_ICE_MWI,Malawi,ICE,Diesel,2000,2050,5.0,1,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
NacalaJICA_TH_MOZ,Mozambique,ICE,HFO,2021,2071,102.0,1,,10.425987,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,40.0,
Namibe_TH_AGO,Angola,CCGT,Gas,2030,2082,750.0,3,,,,,,,,,0.0,1.245080501,,750.0,0.0,7.0,7.1,0.05,0.0,0.0,
NamibiaCCGTNG_TH_NAM,Namibia,CCGT,LNG,2026,2056,4000.0,3,,,,,,,,,,1.245080501,,300.0,0.0,7.0,7.1,0.05,0.0,0.0,
NamibiaCoal_TH_NAM,Namibia,ST,Coal,2035,2085,0.0,3,,8.6,,,,,,,,2.466504472,,0.0,0.0,,0.0,0.05,0.0,0.0,
NamibiaOCGTNG_TH_NAM,Namibia,OCGT,LNG,2026,2056,2000.0,3,,,,,,,,,,1.016815742,,300.0,0.0,7.0,9.7,0.05,0.0,0.0,
NamPowerWindFarm_2031,Namibia,OnshoreWind,Wind,2032,2062,4000.0,3,,0.0,1.0,1.0,,,,,,,,150.0,0.0,,0.0,0.0,1.0,0.0,
Near_Salima_Nanjoka_LNG_MWI,Malawi,OCGT,Gas,2055,2060,73.0,3,,10.42,,,,,,,,0.9,,73.0,0.0,,0.0,0.05,0.0,0.0,
New_BESS_AGO,Angola,Storage,Battery,2027,2055,4000.0,3,,,,,,,,,,,,200.0,0.0,,0.0,0.0,0.0,0.0,
New_BESS_BWA,Botswana,Storage,Battery,2027,2055,4000.0,3,,,,,,,,,,,,100.0,0.0,,0.0,0.0,0.0,0.0,
New_BESS_DRC,DRC,Storage,Battery,2027,2055,2000.0,3,,,,,,,,,,,,50.0,0.0,,0.0,0.0,0.0,0.0,
New_BESS_DRCSouth,DRC_South,Storage,Battery,2027,2055,2000.0,3,,,,,,,,,,,,50.0,0.0,,0.0,0.0,0.0,0.0,
New_BESS_LSO,Lesotho,Storage,Battery,2027,2055,500.0,3,,,,,,,,,,,,50.0,0.0,,0.0,0.0,0.0,0.0,
New_BESS_MOZ,Mozambique,Storage,Battery,2032,2052,4000.0,3,,,,,,,,,,,,200.0,0.0,,0.0,0.0,0.0,0.0,
New_BESS_MWI,Malawi,Storage,Battery,2027,2047,4000.0,3,,,,,,,,,,,,100.0,0.0,,0.0,0.0,0.0,0.0,
New_BESS_NAM,Namibia,Storage,Battery,2027,2047,4000.0,3,,,,,,,,,,,,200.0,0.0,,0.0,0.0,0.0,0.0,
New_BESS_SWZ,Eswatini,Storage,Battery,2027,2047,1000.0,3,,,,,,,,,,,,50.0,0.0,,0.0,0.0,0.0,0.0,
New_BESS_ZAF,South_Africa,Storage,Battery,2027,2047,15000.0,3,,,,,,,,,,,,1000.0,0.0,,0.0,0.0,0.0,0.0,
New_BESS_ZMB,Zambia,Storage,Battery,2027,2055,4000.0,3,,,,,,,,,,,,200.0,0.0,,0.0,0.0,0.0,0.0,
New_BESS_ZWE,Zimbabwe,Storage,Battery,2028,2055,4000.0,3,,,,,,,,,,,,100.0,0.0,,0.0,0.0,0.0,0.0,
New_Coal_1_BWA,Botswana,ST,Coal,2028,2060,600.0,2,,8.6,,,,,,,,2.466504472,,300.0,0.0,,0.0,0.05,0.0,300.0,
New_Coal_2_BWA,Botswana,ST,Coal,2029,2060,615.0,3,,8.6,,,,,,,,2.466504472,,300.0,0.0,,0.0,0.05,0.0,300.0,
New_CSP_AGO,Angola,CSPPlant,CSP,2024,2050,0.0,3,,0.0,1.0,1.0,0.0,0.8,22000.0,3.0,0.0,1.8,30.0,500.0,0.0,,0.0,0.0,0.0,0.0,
New_CSP_BWA,Botswana,CSPPlant,CSP,2030,2060,0.0,3,,0.0,1.0,1.0,0.0,0.8,22000.0,3.0,0.0,1.915,30.0,200.0,0.0,,0.0,0.0,0.0,0.0,
New_CSP_LSO,Lesotho,CSPPlant,CSP,2024,2050,0.0,3,,0.0,1.0,1.0,0.0,0.8,22000.0,3.0,0.0,1.8,30.0,50.0,0.0,,0.0,0.0,0.0,0.0,
New_CSP_SWZ,Eswatini,CSPPlant,CSP,2024,2050,0.0,3,,0.0,1.0,1.0,0.0,0.8,22000.0,3.0,0.0,1.8,30.0,100.0,0.0,,0.0,0.0,0.0,0.0,
New_CSP_ZAF,South_Africa,CSPPlant,CSP,2030,2060,0.0,3,,0.0,1.0,1.0,0.0,0.8,22000.0,3.0,0.0,1.865,30.0,2000.0,0.0,,0.0,0.0,0.0,0.0,
New_CSP_ZAF_2024,South_Africa,CSPPlant,CSP,2024,2054,0.0,2,,0.0,1.0,1.0,0.0,0.8,22000.0,3.0,0.0,1.865,30.0,100.0,0.0,,0.0,0.0,0.0,0.0,
New_CSP_ZMB,Zambia,CSPPlant,CSP,2024,2055,0.0,3,,0.0,1.0,1.0,0.0,0.8,22000.0,3.0,0.0,1.8,30.0,500.0,0.0,,0.0,0.0,0.0,0.0,
New_OffshoreWind_AGO,Angola,OffshoreWind,Wind,2030,2060,8000.0,3,,0.0,1.0,1.0,0.0,0.0,70000.0,0.0,0.0,3.3,30.0,600.0,0.0,,0.0,0.0,1.0,0.0,
New_OffshoreWind_MOZ,Mozambique,OffshoreWind,Wind,2033,2063,8000.0,3,,0.0,1.0,1.0,0.0,0.0,70000.0,0.0,0.0,3.2,30.0,300.0,0.0,,0.0,0.0,1.0,0.0,
New_OffshoreWind_NAM,Namibia,OffshoreWind,Wind,2030,2060,8000.0,3,,0.0,1.0,1.0,0.0,0.0,70000.0,0.0,0.0,3.3,30.0,300.0,0.0,,0.0,0.0,1.0,0.0,
New_OffshoreWind_ZAF,South_Africa,OffshoreWind,Wind,2030,2060,20200.0,3,,,,,,,,,,3.4,30.0,1515.0,0.0,,0.0,0.0,1.0,0.0,
New_OnshoreWind_AGO,Angola,OnshoreWind,Wind,2028,2060,8000.0,3,,0.0,1.0,1.0,,,,,,,,300.0,0.0,,0.0,0.0,1.0,0.0,
New_OnshoreWind_BWA,Botswana,OnshoreWind,Wind,2027,2057,8000.0,3,,0.0,1.0,1.0,,,,,,,,200.0,0.0,,0.0,0.0,1.0,0.0,
New_OnshoreWind_DRC,DRC,OnshoreWind,Wind,2026,2056,0.0,3,,0.0,1.0,1.0,,,,,,,,300.0,0.0,,0.0,0.0,1.0,0.0,
New_OnshoreWind_DRCSouth,DRC_South,OnshoreWind,Wind,2026,2056,0.0,3,,0.0,1.0,1.0,,,,,,,,300.0,0.0,,0.0,0.0,1.0,0.0,
New_OnshoreWind_LSO,Lesotho,OnshoreWind,Wind,2028,2056,500.0,3,,0.0,1.0,1.0,,,,,,,,300.0,0.0,,0.0,0.0,1.0,0.0,
New_OnshoreWind2026_MOZ,Mozambique,OnshoreWind,Wind,2027,2056,100.0,3,,0.0,1.0,1.0,,,,,,,,50.0,0.0,,0.0,0.0,1.0,0.0,
New_OnshoreWind2030_MOZ,Mozambique,OnshoreWind,Wind,2030,2060,8000.0,3,,0.0,1.0,1.0,,,,,,,,150.0,0.0,,0.0,0.0,1.0,0.0,
New_OnshoreWind_NAM,Namibia,OnshoreWind,Wind,2026,2058,8000.0,3,,0.0,1.0,1.0,,,,,,,,100.0,0.0,,0.0,0.0,1.0,0.0,
New_OnshoreWind_SWZ,Eswatini,OnshoreWind,Wind,2028,2056,1000.0,3,,0.0,1.0,1.0,,,,,,,,300.0,0.0,,0.0,0.0,1.0,0.0,
New_OnshoreWind_ZAF,South_Africa,OnshoreWind,Wind,2026,2056,40000.0,3,,,,,,,,,,,,2000.0,0.0,,0.0,0.0,1.0,0.0,
New_OnshoreWind_ZMB,Zambia,OnshoreWind,Wind,2026,2061,5000.0,3,,0.0,1.0,1.0,,,,,,,,150.0,0.0,,0.0,0.0,1.0,0.0,
New_OnshoreWind_ZWE,Zimbabwe,OnshoreWind,Wind,2028,2058,8000.0,3,,0.0,1.0,1.0,,,,,,,,100.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_2027_AGO,Angola,PV,Solar,2026,2056,1000.0,3,,0.0,,,,,,,,,,200.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_2026_MOZ,Mozambique,PV,Solar,2027,2057,200.0,3,,0.0,,,,,,,,,,100.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_2030_AGO,Angola,PV,Solar,2030,2060,8000.0,3,,0.0,,,,,,,,,,300.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_2030_MOZ,Mozambique,PV,Solar,2030,2060,8000.0,3,,0.0,,,,,,,,,,250.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_BWA,Botswana,PV,Solar,2029,2059,8000.0,3,,0.0,,,,,,,,,,200.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_DRC,DRC,PV,Solar,2026,2060,4000.0,3,,0.0,,,,,,,,,,80.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_DRCSouth,DRC_South,PV,Solar,2026,2060,4000.0,3,,0.0,,,,,,,,,,80.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_LSO,Lesotho,PV,Solar,2026,2060,500.0,3,,0.0,,,,,,,,,,75.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_NAM,Namibia,PV,Solar,2026,2056,8000.0,3,,0.0,,,,,,,,,,150.0,0.0,,0.0,0.0,1.0,0.0,
Tsamela_Solar_SWZ,Eswatini,PV,Solar,2027,2056,75.0,2,,0.0,,,,,,,,,,20.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_SWZ,Eswatini,PV,Solar,2029,2059,1000.0,3,,0.0,,,,,,,,,,75.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_ZAF,South_Africa,PV,Solar,2026,2056,30000.0,3,,0.0,,,,,,,,,,1500.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_ZMB,Zambia,PV,Solar,2026,2060,8000.0,3,,0.0,,,,,,,,,,150.0,0.0,,0.0,0.0,1.0,0.0,
New_PV_ZWE,Zimbabwe,PV,Solar,2028,2060,8000.0,3,,0.0,,,,,,,,,,100.0,0.0,,0.0,0.0,1.0,0.0,
NewCCGTNG_TH_LSO,Lesotho,CCGT,LNG,2027,2074,500.0,3,,,,,,,,,,1.17732737,,500.0,0.0,7.0,7.1,0.05,0.0,0.0,
NewCCGTNG_TH_SWZ,Eswatini,CCGT,LNG,2028,2077,500.0,3,,,,,,,,,,1.245080501,,200.0,0.0,7.0,7.1,0.05,0.0,0.0,
NewGas_ZAF,South_Africa,CCGT,Gas,2030,2078,10000.0,3,,,,,,,,,0.0,1.245080501,,2000.0,0.0,7.0,7.1,0.05,0.0,0.0,
NEWSto_BWA,Botswana,Storage,Battery,2026,2055,50.0,2,,,,,,,,,,,,50.0,0.0,,0.0,0.0,0.0,0.0,
NgodwanaEnergyProject_BIO_ZAF,South_Africa,ST,Biomass,2000,2055,25.0,1,,10.0,0.33,0.33,,0.8,48000.0,,,0.0,,,0.0,,0.0,0.0,0.0,25.0,
"Nkula_(A,B)_+_upgrade_HY_MWI",Malawi,ReservoirHydro,Water,2000,2080,136.0,1,,,,,,0.325077306,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
Nseke_HY_DRC,DRC_South,ReservoirHydro,Water,1957,2060,186.0,1,,,,,,0.41,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
Nzilo_HY_DRC,DRC_South,ReservoirHydro,Water,1954,2060,100.0,1,,,,,,0.31,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
Nzongo_HY_DRC,DRC,ReservoirHydro,Water,1965,2060,31.0,1,,,,,,0.435,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
NzongoII_HY_DRC,DRC,ReservoirHydro,Water,2022,2060,150.0,1,,,,,,0.435,,,0.0,0.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Nzoro_HY_DRC,DRC,ReservoirHydro,Water,2024,2104,108.0,3,,,,,,0.193435172,,,0.0,4.248837209,50.0,109.0,0.0,,0.0,0.0,0.0,0.0,
Omburru_BESS_NAM,Namibia,Storage,Battery,2026,2046,50.0,2,,,,,,,,,,,,31.0,0.0,,0.0,0.0,0.0,0.0,
Omburru_PV_Nam,Namibia,PV,Solar,2022,2055,20.0,1,,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,
Orapa1and2_TH_BWA,Botswana,OCGT,HFO,2000,2031,90.0,1,,10.41544727,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,
Otikojoto_Biomass_NAM,Namibia,ST,Biomass,2029,2059,40.0,2,,12.5,,,,0.8,20000.0,,,2.697674419,,40.0,0.0,,0.0,0.0,0.0,40.0,
Oxbow_HY_LSO,Lesotho,ReservoirHydro,Water,2029,2109,80.0,3,,,,,,0.2785,,,0.0,4.248837209,50.0,80.0,0.0,,0.0,0.0,0.0,0.0,
PalmietPH_HY_ZAF,South_Africa,Storage,Water,1988,2060,400.0,1,,0.0,1.0,1.0,0.0,0.8,46500.0,0.55,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
Paratus_TH_NAM,Namibia,ICE,HFO,1976,2017,25.0,1,,10.41544727,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,
PortRexGas_TH_ZAF,South_Africa,OCGT,HFO,1976,2026,171.0,1,,11.26101378,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,
PretoriaWest_TH_ZAF,South_Africa,ST,Coal,1952,2019,180.0,1,,13.09693531,,,,,,,,0.0,,,0.0,,0.0,0.05,0.0,180.0,
PV_2027_MWI,Malawi,PV,Solar,2027,2057,150.0,3,,0.0,,,,,,,,,,50.0,0.0,,0.0,0.0,1.0,0.0,
PV_2030_MWI,Malawi,PV,Solar,2030,2060,5000.0,3,,0.0,,,,,,,,,,100.0,0.0,,0.0,0.0,1.0,0.0,
PV_Caraculo_OffGrid,Angola,PV,Solar,2022,2052,25.0,1,,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,
Quilengues_HY_AGO,Angola,ReservoirHydro,Water,2040,2060,210.0,3,,,,,,0.121826136,,,0.0,5.86744186,50.0,210.0,0.0,,0.0,0.0,0.0,0.0,
RessanoGarciaEDM/Sasol_TH_MOZ,Mozambique,OCGT,Gas,2015,2065,175.0,1,,9.990938997,,,,,,,,0.0,,,0.0,7.0,10.690939,0.5,0.0,0.0,
RessanoGarciaGigawatt_TH_MOZ,Mozambique,OCGT,Gas,2016,2066,120.0,1,,9.990938997,,,,,,,,0.0,,,0.0,7.0,10.690939,0.5,0.0,0.0,
RochaPinto_TH_AGO,Angola,OCGT,Gas,2000,2019,40.0,1,,13.62126767,,,,,,,,0.0,,,0.0,7.0,14.32126767,0.25,0.0,0.0,
Rooiwal_TH_ZAF,South_Africa,ST,Coal,1963,2019,300.0,1,,12.32541227,,,,,,,,0.0,,,0.0,,0.0,0.05,0.0,300.0,
RoshPinah_PV_NAM,Namibia,PV,Solar,2026,2056,70.0,2,,0.0,,,,,,,,,,70.0,0.0,,0.0,0.0,1.0,0.0,
RoshPinah_Wind_NAM,Namibia,OnshoreWind,Wind,2027,2057,40.0,2,,0.0,1.0,1.0,,,,,,,,40.0,0.0,,0.0,0.0,1.0,0.0,
RuacanaFlex_HY_NAM,Namibia,ReservoirHydro,Water,1975,2060,104.0,1,,,,,,0.175,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
RuacanaROR_HY_NAM,Namibia,ReservoirHydro,Water,1975,2060,243.0,1,,,,,,0.175,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
Rukuru_C_MWI,Malawi,ST,Coal,2055,2060,0.0,3,,9.853126851,,,,,,,,2.84,,0.0,0.0,,0.0,0.05,0.0,0.0,
Ruzizi12Tshopo_HY_DRC,DRC,ROR,Water,1972,2060,13.0,1,,,,,,0.31,,,0.0,0.0,50.0,,0.0,,0.0,0.0,0.0,0.0,
