zone,tech,season,daytype,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
WestMed,PV,Q2,d6,0,0,0,0,0,0,0.0335,0.1225,0.2665,0.4,0.4835,0.568,0.648,0.6135,0.5795,0.4745,0.3625,0.2295,0.112,0.027,0,0,0,0
WestMed,PV,Q3,d1,0,0,0,0,0,0,0.022,0.106,0.2575,0.422,0.5545,0.637,0.6795,0.68,0.6295,0.527,0.365,0.233,0.099,0.018,0,0,0,0
WestMed,PV,Q3,d2,0,0,0,0,0,0,0,0.022,0.122,0.281,0.4265,0.495,0.5695,0.6585,0.631,0.557,0.43,0.249,0.0485,0,0,0,0,0
WestMed,PV,Q3,d3,0,0,0,0,0,0,0.0095,0.101,0.2865,0.46,0.592,0.6775,0.7215,0.719,0.6745,0.5785,0.4255,0.2125,0.081,0.0065,0,0,0,0
WestMed,PV,Q3,d4,0,0,0,0,0,0,0.026,0.113,0.2955,0.462,0.5895,0.672,0.713,0.7105,0.6655,0.573,0.4415,0.2755,0.1155,0.0245,0,0,0,0
WestMed,PV,Q3,d5,0,0,0,0,0,0,0.0035,0.0925,0.275,0.45,0.5965,0.6855,0.723,0.7065,0.644,0.5325,0.3595,0.2045,0.066,0.0015,0,0,0,0
WestMed,PV,Q3,d6,0,0,0,0,0,0,0,0.053,0.256,0.461,0.6235,0.718,0.7635,0.7515,0.701,0.5975,0.436,0.257,0.049,0,0,0,0,0
WestMed,PV,Q4,d1,0,0,0,0,0,0,0,0,0.0015,0.058,0.213,0.3615,0.4125,0.44,0.4655,0.401,0.2345,0.034,0,0,0,0,0,0
WestMed,PV,Q4,d2,0,0,0,0,0,0,0,0,0.0405,0.1585,0.255,0.3545,0.485,0.6025,0.546,0.444,0.289,0.0845,0,0,0,0,0,0
WestMed,PV,Q4,d3,0,0,0,0,0,0,0,0.0135,0.23,0.465,0.643,0.7495,0.797,0.7925,0.732,0.613,0.4405,0.2225,0.0095,0,0,0,0,0
WestMed,PV,Q4,d4,0,0,0,0,0,0,0,0.011,0.2015,0.4255,0.587,0.69,0.74,0.7385,0.688,0.586,0.4295,0.2215,0.01,0,0,0,0,0
WestMed,PV,Q4,d5,0,0,0,0,0,0,0,0.0075,0.163,0.3695,0.5325,0.6465,0.7145,0.7495,0.7085,0.6035,0.4335,0.2335,0.008,0,0,0,0,0
WestMed,PV,Q4,d6,0,0,0,0,0,0,0,0,0.008,0.098,0.255,0.4125,0.41,0.449,0.403,0.316,0.1625,0.0195,0,0,0,0,0,0
WestMed,OnshoreWind,Q1,d1,0.822594427,0.807932549,0.783748333,0.742411296,0.717470337,0.694894198,0.700459406,0.665065947,0.657372402,0.664104254,0.675471151,0.618951975,0.722121148,0.718983821,0.736089346,0.774320587,0.779397066,0.775739479,0.776496221,0.79699132,0.754424576,0.761771281,0.784221297,0.793270671
WestMed,OnshoreWind,Q1,d2,0.079993946,0.058915526,0.045372995,0.034258345,0.022118941,0.012549306,0.006558432,0.000157655,0.007914261,0.020968062,0.065300537,0.074286849,0.062573112,0.092984685,0.080230428,0.090588335,0.06112269,0.049913448,0.041526223,0.06712933,0.079505217,0.126975018,0.227353704,0.352799473
WestMed,OnshoreWind,Q1,d3,0.802793009,0.745454029,0.786018559,0.727544466,0.757672261,0.772176485,0.783984815,0.743956311,0.746053117,0.737713188,0.710360115,0.652406282,0.675313496,0.673658123,0.685103847,0.700695887,0.738154621,0.738012732,0.780611006,0.773642673,0.743041914,0.696423448,0.659469208,0.58486705
WestMed,OnshoreWind,Q1,d4,0.715909557,0.715389297,0.778388076,0.814790524,0.779460128,0.742679308,0.757798385,0.741654554,0.810171244,0.799198484,0.775613355,0.803218676,0.807648771,0.838486011,0.788493736,0.653021135,0.614852956,0.510485608,0.440329309,0.35117563,0.215340424,0.159010434,0.116538283,0.068327505
WestMed,OnshoreWind,Q1,d5,0.037033066,0.059861453,0.095601752,0.092322536,0.131783483,0.129418664,0.113763562,0.123806161,0.19416741,0.391850518,0.450576858,0.472301663,0.435899215,0.412818581,0.430475896,0.503611867,0.457214117,0.543466951,0.549946555,0.644570848,0.69957654,0.712614575,0.692876219,0.67835623
WestMed,OnshoreWind,Q1,d6,0.186931064,0.158679359,0.146019694,0.080719157,0.07807056,0.061595654,0.060066404,0.074586393,0.057134028,0.06608881,0.084613226,0.08987889,0.099338166,0.090020779,0.091644621,0.049724262,0.024389167,0.013983963,0.014519989,0.021961286,0.015639337,0.019659529,0.009475042,0.008134978
WestMed,OnshoreWind,Q2,d1,0.190699009,0.214977818,0.207773003,0.160886523,0.161643265,0.121945836,0.07226887,0.059230835,0.142598589,0.171764691,0.206480235,0.33131115,0.430901564,0.488193247,0.61327641,0.629136463,0.713245194,0.642379449,0.487152726,0.381098474,0.398740024,0.323396889,0.223774945,0.145278718
WestMed,OnshoreWind,Q2,d2,0.096074716,0.06952568,0.033706554,0.03236649,0.037190721,0.045562181,0.042519447,0.06299878,0.074271084,0.045940552,0.127652933,0.166703978,0.25306717,0.257670685,0.250450104,0.27755093,0.275422593,0.29244929,0.185149567,0.133596511,0.124499841,0.134353254,0.144474679,0.095633283
WestMed,OnshoreWind,Q2,d3,0.573642042,0.701831001,0.693128466,0.774856613,0.838186468,0.819882768,0.821364721,0.591252061,0.446462073,0.511794141,0.804858284,0.860005865,0.949191074,0.902446484,0.921948359,0.932337797,0.975030664,0.986854759,0.975235615,0.828490709,0.706166502,0.716287928,0.717454572,0.777268729
WestMed,OnshoreWind,Q2,d4,0.561455341,0.576590183,0.579822103,0.553777562,0.522829963,0.419865741,0.389012735,0.372805842,0.34346632,0.359515559,0.423633686,0.391818987,0.401230967,0.377125578,0.298314042,0.21983358,0.1407225,0.184676603,0.176888466,0.253618961,0.265931786,0.333392191,0.374114375,0.371654963
WestMed,OnshoreWind,Q2,d5,0.188933277,0.145909336,0.147470117,0.149093959,0.125524596,0.10616461,0.108687084,0.12106297,0.180719473,0.280073404,0.310390384,0.265506119,0.29654831,0.200899262,0.279679267,0.288287209,0.462479781,0.455448385,0.372364409,0.284724215,0.152499298,0.172521433,0.198739394,0.193363372
WestMed,OnshoreWind,Q2,d6,0.076289063,0.042503681,0.019107738,0.009790351,0.031199846,0.032823689,0.040233455,0.107142069,0.211619775,0.314394811,0.439604098,0.628899981,0.751649855,0.848717795,0.855355054,0.708862396,0.886681024,0.921286209,0.884915292,0.781746119,0.757624965,0.692198304,0.534906306,0.494341776
WestMed,OnshoreWind,Q3,d1,0.282438223,0.267760579,0.280908973,0.237585488,0.186505397,0.16266802,0.15513213,0.118792744,0.146429596,0.114693724,0.108844739,0.111162261,0.105959659,0.118887337,0.147848488,0.255936484,0.240123727,0.219124134,0.206716717,0.216948501,0.371055876,0.450498031,0.432493875,0.446761617
WestMed,OnshoreWind,Q3,d2,0.067066269,0.053287256,0.022276596,0.012691196,0.016269955,0.013605592,0.017436599,0.033659258,0.07584763,0.106148845,0.09400944,0.119549486,0.120258932,0.142535527,0.157969913,0.099101684,0.098171522,0.064796042,0.029039978,0.015355558,0.019438813,0.011666441,0.004114785,0.008781361
WestMed,OnshoreWind,Q3,d3,0.61810064,0.528663184,0.529782531,0.593254275,0.621616338,0.649899574,0.661029989,0.608909377,0.64498075,0.694484296,0.738469931,0.748118392,0.793696338,0.763379358,0.686633097,0.627008126,0.594547043,0.693286121,0.767005414,0.830351034,0.820844461,0.793964351,0.719188772,0.585765681
WestMed,OnshoreWind,Q3,d4,0.328457602,0.303485113,0.223081265,0.235457151,0.238925552,0.23455852,0.243529067,0.232524775,0.269179471,0.266909245,0.256882412,0.250229387,0.272458687,0.233265752,0.215829153,0.187577448,0.212344986,0.248889323,0.304415275,0.516176939,0.537980571,0.587689067,0.583243207,0.504069065
WestMed,OnshoreWind,Q3,d5,0.118020237,0.085117721,0.072190043,0.063960473,0.047564394,0.053854813,0.055667841,0.082942087,0.112549622,0.13099521,0.095396801,0.1137005,0.137332926,0.149771874,0.154517277,0.122529158,0.144632334,0.213953063,0.344364951,0.402697155,0.480389344,0.484441067,0.419266654,0.445263898
WestMed,OnshoreWind,Q3,d6,0.028913854,0.023064869,0.033407011,0.034652482,0.02243425,0.009900709,0.013164159,0.050701721,0.073088674,0.104714188,0.126754302,0.151474544,0.15975141,0.150780863,0.125902967,0.113952748,0.078748475,0.051600352,0.042046483,0.040974432,0.01677445,0.024436464,0.027463432,0.018146045
WestMed,OnshoreWind,Q4,d1,0.611006183,0.42511564,0.325935128,0.188003115,0.139461263,0.087671725,0.071133757,0.061327641,0.13012811,0.111729818,0.127447982,0.148999366,0.203137957,0.204115416,0.215860684,0.179868138,0.190162983,0.152026335,0.132855535,0.137632469,0.128141662,0.092022992,0.066798256,0.064086597
WestMed,OnshoreWind,Q4,d2,0.086189772,0.136166281,0.106747932,0.099653475,0.096973347,0.061611419,0.031641279,0.04281899,0.052530514,0.046381984,0.066814021,0.107283958,0.150039887,0.197162848,0.203626687,0.250938833,0.256488275,0.188381486,0.214252607,0.307016576,0.329829197,0.314158329,0.281145455,0.24619343
WestMed,OnshoreWind,Q4,d3,0.621931647,0.643703748,0.6504356,0.589234082,0.675029718,0.672649133,0.669164967,0.642048375,0.640046161,0.639715087,0.582060798,0.509854989,0.524248855,0.52940416,0.572380805,0.738864067,0.775660652,0.778892571,0.829058266,0.840393632,0.813671177,0.851082614,0.840425163,0.83571129
WestMed,OnshoreWind,Q4,d4,0.051868365,0.077313818,0.071149523,0.065710439,0.055100284,0.048904458,0.048478791,0.073561638,0.102838098,0.140312598,0.140612141,0.137932013,0.122860233,0.127195734,0.143875592,0.193552557,0.241889459,0.327953107,0.367713598,0.464560822,0.53794904,0.579364904,0.606497262,0.599497397
WestMed,OnshoreWind,Q4,d5,0.185953605,0.188933277,0.144206666,0.144096308,0.168170166,0.180419929,0.208845054,0.255904953,0.30665397,0.340470883,0.306354426,0.206117629,0.168012511,0.165663458,0.169967429,0.155557798,0.162273884,0.21538772,0.353792697,0.457324475,0.440896866,0.428930881,0.409318648,0.428836288
WestMed,OnshoreWind,Q4,d6,0.471907526,0.486837417,0.633188186,0.747755787,0.738312276,0.740109538,0.735411431,0.790086048,0.810265837,0.803108318,0.719204538,0.759674475,0.655149472,0.52082775,0.583968419,0.607064818,0.465222971,0.419156296,0.374634635,0.364812754,0.295318604,0.253540134,0.251001895,0.235031484
WestAna,ROR,Q1,d1,0.371065992,0.376549726,0.344972558,0.362292018,0.375452979,0.345292443,0.370197734,0.36987785,0.332679855,0.370563317,0.376732517,0.336838353,0.359138871,0.373625068,0.334324975,0.358681893,0.37481321,0.33464486,0.366039236,0.364394116,0.326145072,0.370426223,0.376321237,0.333182531
WestAna,ROR,Q1,d2,0.600514557,0.588633134,0.560254811,0.55614201,0.564276216,0.557695735,0.55244049,0.533018933,0.538091386,0.510992602,0.406801658,0.51473982,0.550429788,0.561488651,0.579082297,0.583286493,0.578031248,0.571907745,0.564504705,0.569165878,0.563042376,0.557330153,0.557650037,0.548007805
WestAna,ROR,Q1,d3,0.346526283,0.357265262,0.334873349,0.354066417,0.352238506,0.298589309,0.314217951,0.351507341,0.322672041,0.356351306,0.366953192,0.331263224,0.35091327,0.360829689,0.334553464,0.350364897,0.349725128,0.318924823,0.358316311,0.358910382,0.320432849,0.349131057,0.361697947,0.332405668
WestAna,ROR,Q1,d4,0.416398192,0.43188974,0.445781866,0.453047814,0.450808622,0.42055669,0.545357334,0.575654963,0.605632709,0.599691997,0.615731919,0.635153476,0.640134534,0.571999141,0.553582935,0.623546239,0.56007202,0.571496465,0.54997281,0.59448245,0.610979349,0.591740583,0.595624894,0.559752135
WestAna,ROR,Q1,d5,0.392589648,0.39460035,0.359047475,0.385095211,0.380616829,0.350136408,0.378926011,0.382399042,0.348948266,0.379794269,0.389619292,0.350958968,0.377646473,0.385552189,0.352786879,0.379520082,0.381302295,0.348354194,0.373213788,0.378240544,0.341408131,0.373122392,0.386329051,0.349313848
WestAna,ROR,Q1,d6,0.155418158,0.152219313,0.126080181,0.151122566,0.149523144,0.150894077,0.181785778,0.193849992,0.191473708,0.191473708,0.189645796,0.173880062,0.162227127,0.14856349,0.14897477,0.151990824,0.165517367,0.178769724,0.194032784,0.20687386,0.190376961,0.19019417,0.185395903,0.153955829
WestAna,ROR,Q2,d1,0.190788241,0.201801407,0.180369147,0.195403717,0.19019417,0.175342391,0.192341966,0.201710011,0.168533421,0.174428435,0.188366259,0.165334576,0.157703047,0.183202409,0.169081794,0.188823236,0.188274863,0.174976808,0.168533421,0.207559327,0.202075593,0.202212687,0.196226277,0.179957867
WestAna,ROR,Q2,d2,0.088470907,0.125577506,0.120093772,0.128822048,0.130512866,0.103596872,0.124435061,0.131152635,0.115752483,0.13270636,0.151076868,0.108120953,0.112416544,0.132020893,0.109537584,0.121738892,0.119454003,0.105653273,0.102134543,0.130421471,0.118174465,0.135036947,0.137778814,0.091852542
WestAna,ROR,Q2,d3,0.256501652,0.242518131,0.248047562,0.26911424,0.242106851,0.247316398,0.266326675,0.255816185,0.243797668,0.255541999,0.24850454,0.263447715,0.256410256,0.241467082,0.247042211,0.26705784,0.241421384,0.251017918,0.265961093,0.286525095,0.280218801,0.290272313,0.260614452,0.257507003
WestAna,ROR,Q2,d4,0.132614964,0.140520681,0.13064996,0.168670514,0.1586627,0.127679604,0.155646646,0.191656499,0.176210648,0.180780427,0.160079331,0.140566378,0.145410343,0.158022931,0.133026244,0.161038985,0.154915482,0.12795379,0.126902741,0.173194595,0.14280557,0.165837252,0.17081831,0.108440837
WestAna,ROR,Q2,d5,0.087922533,0.098433023,0.107115602,0.128502164,0.13435148,0.094548712,0.118677141,0.1359966,0.095828249,0.105973157,0.120596447,0.059864095,0.063200033,0.110954215,0.096787903,0.132614964,0.125851692,0.106384437,0.096148134,0.133894502,0.111228402,0.143034059,0.137093347,0.11291922
WestAna,ROR,Q2,d6,0.191153823,0.212905968,0.197505815,0.219760635,0.214368297,0.201892802,0.215145159,0.234475321,0.199562215,0.220400404,0.22419332,0.232373223,0.230179729,0.212586083,0.210712474,0.232510316,0.21327155,0.206828163,0.205320136,0.20998131,0.221542849,0.226478209,0.191199521,0.194535459
WestAna,ROR,Q3,d1,0.149660237,0.164466318,0.17246343,0.177672978,0.165700159,0.170955404,0.173148897,0.17886112,0.157520256,0.162866896,0.171960755,0.183202409,0.160993287,0.163460967,0.167345279,0.1751596,0.149568841,0.171001101,0.168122141,0.194992437,0.204086296,0.189143121,0.17844984,0.182654036
WestAna,ROR,Q3,d2,0.051364307,0.040122653,0.047754182,0.066490273,0.055248619,0.045423596,0.062514566,0.055979783,0.063200033,0.062331775,0.050861632,0.064205384,0.070374585,0.046246156,0.049536396,0.077457741,0.057944788,0.026687505,0.03998556,0.034867408,0.037517879,0.039345791,0.025499363,0.042636031
WestAna,ROR,Q3,d3,0.062011891,0.069414931,0.076817972,0.083809733,0.07128854,0.071562727,0.076360994,0.089202071,0.067404229,0.069277838,0.075995412,0.083992524,0.071197145,0.071197145,0.075035759,0.088379511,0.060732353,0.068181091,0.07562983,0.082667288,0.074487385,0.070283189,0.075584132,0.087922533
WestAna,ROR,Q3,d4,0.170041448,0.176621929,0.182334151,0.188274863,0.174382737,0.180963218,0.182836827,0.186309858,0.165654461,0.167756559,0.17369727,0.189919983,0.167665163,0.170726915,0.178267049,0.177033209,0.160947589,0.181420196,0.18256264,0.210255496,0.219166564,0.202212687,0.18772649,0.192798943
WestAna,ROR,Q3,d5,0.070831563,0.065027944,0.067358531,0.072705172,0.07974263,0.06717574,0.068089696,0.077092159,0.070740167,0.069414931,0.067312833,0.072385287,0.082987173,0.067358531,0.067358531,0.08179903,0.065165038,0.065210735,0.067769811,0.109263397,0.105516179,0.075172852,0.067541322,0.076223901
WestAna,ROR,Q3,d6,0.040214048,0.034044848,0.047525694,0.061006539,0.045514991,0.047479996,0.056893739,0.046246156,0.066216087,0.055111525,0.036649621,0.067084344,0.068363882,0.043778475,0.050267561,0.066170389,0.041402191,0.024539709,0.033405079,0.053923383,0.068729465,0.040945213,0.013526544,0.041493586
WestAna,ROR,Q4,d1,0.175388088,0.183750783,0.256410256,0.295710349,0.297401167,0.313166902,0.330075081,0.331034735,0.30434723,0.284285904,0.276288792,0.28497137,0.270805058,0.258009679,0.232464618,0.216790279,0.219486448,0.213362945,0.218892377,0.211717825,0.196774651,0.200247682,0.211443639,0.208290492
WestAna,ROR,Q4,d2,0.060549562,0.03070891,0.040031257,0.062743055,0.04039684,0.060275375,0.08056519,0.0700547,0.052186867,0.029246581,0.052918032,0.055111525,0.068957953,0.049810583,0.061372122,0.069277838,0.053740592,0.065027944,0.06470806,0.094411618,0.067038647,0.043093009,0.040579631,0.07046598
WestAna,ROR,Q4,d3,0.012247006,0.028378323,0.04697732,0.045012316,0.029520767,0.029109487,0.041402191,0.045149409,0.03728939,0.033267986,0.036329737,0.036695319,0.024996687,0.027235878,0.036238341,0.044281151,0.033679266,0.01585713,0.019924233,0.021797842,0.014851779,0.041859169,0.054243268,0.032125541
WestAna,ROR,Q4,d4,0.007083156,0.028789603,0.034958803,0.04985628,0.03358787,0.030663212,0.041859169,0.045469293,0.035324386,0.030160536,0.035415781,0.03646683,0.024996687,0.025453665,0.041584982,0.045652085,0.027647158,0.009779325,0.020152722,0.022072029,0.014988873,0.010738979,0.016725388,0.019741442
WestAna,ROR,Q4,d5,0.031440074,0.025819247,0.016222713,0.016908179,0.007951414,0.00804281,0.021569353,0.023625753,0.031485772,0.032445425,0.040762422,0.045103711,0.031759959,0.031074492,0.040899515,0.043458591,0.034227639,0.030800305,0.022803193,0.05296373,0.037792066,0.018324811,0.019193069,0.020838189
