gen,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
AKKUYU_1,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
AKKUYU_2,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
AKKUYU_3,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
AKKUYU_4,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
SINOP_1,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
SINOP_2,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
SINOP_3,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
SINOP_4,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
TRAKYA_1,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
TRAKYA_2,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
TRAKYA_3,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
TRAKYA_4,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
SMR_Trakia,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
SMR_Northwest,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
SMR_WestAna,1.0,1.0,0.9981818181818182,0.9963636363636365,0.9945454545454544,0.9927272727272728,0.990909090909091,0.9890909090909092,0.9872727272727272,0.9854545454545456,0.9836363636363636,0.9818181818181818,0.98,0.9781818181818182,0.9763636363636364,0.9745454545454546,0.9727272727272728,0.9709090909090908,0.9690909090909092,0.9672727272727272,0.9654545454545456,0.9636363636363636,0.961818181818182,0.96,0.9581818181818182,0.9563636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
GEBZE_1_NG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GEBZE_2_NG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ADA_NG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ALES_NG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
