zone,season,day,hour,2018
Bosnia and Herzegovina,1,7,7,0.6723
Bosnia and Herzegovina,1,7,8,0.6994
Bosnia and Herzegovina,1,7,9,0.7131
Bosnia and Herzegovina,1,7,10,0.7142
Bosnia and Herzegovina,1,7,11,0.7061
Bosnia and Herzegovina,1,7,12,0.6946
Bosnia and Herzegovina,1,7,13,0.6853
Bosnia and Herzegovina,1,7,14,0.6825
Bosnia and Herzegovina,1,7,15,0.6877
Bosnia and Herzegovina,1,7,16,0.6991
Bosnia and Herzegovina,1,7,17,0.7124
Bosnia and Herzegovina,1,7,18,0.7215
Bosnia and Herzegovina,1,7,19,0.7210
Bosnia and Herzegovina,1,7,20,0.7332
Bosnia and Herzegovina,1,7,21,0.7509
Bosnia and Herzegovina,1,7,22,0.6814
Bosnia and Herzegovina,1,7,23,0.6007
Bosnia and Herzegovina,1,8,0,0.5628
Bosnia and Herzegovina,1,8,1,0.5364
Bosnia and Herzegovina,1,8,2,0.5266
Bosnia and Herzegovina,1,8,3,0.5355
Bosnia and Herzegovina,1,8,4,0.5610
Bosnia and Herzegovina,1,8,5,0.5977
Bosnia and Herzegovina,1,8,6,0.6381
Bosnia and Herzegovina,1,8,7,0.6743
Bosnia and Herzegovina,1,8,8,0.7003
Bosnia and Herzegovina,1,8,9,0.7130
Bosnia and Herzegovina,1,8,10,0.7130
Bosnia and Herzegovina,1,8,11,0.7039
Bosnia and Herzegovina,1,8,12,0.6912
Bosnia and Herzegovina,1,8,13,0.6808
Bosnia and Herzegovina,1,8,14,0.6769
Bosnia and Herzegovina,1,8,15,0.6810
Bosnia and Herzegovina,1,8,16,0.6914
Bosnia and Herzegovina,1,8,17,0.7036
Bosnia and Herzegovina,1,8,18,0.7117
Bosnia and Herzegovina,1,8,19,0.7102
Bosnia and Herzegovina,1,8,20,0.7154
Bosnia and Herzegovina,1,8,21,0.7336
Bosnia and Herzegovina,1,8,22,0.6673
Bosnia and Herzegovina,1,8,23,0.5861
Bosnia and Herzegovina,1,9,0,0.5475
Bosnia and Herzegovina,1,9,1,0.5202
Bosnia and Herzegovina,1,9,2,0.5097
Bosnia and Herzegovina,1,9,3,0.5180
Bosnia and Herzegovina,1,9,4,0.5429
Bosnia and Herzegovina,1,9,5,0.5790
Bosnia and Herzegovina,1,9,6,0.6188
Bosnia and Herzegovina,1,9,7,0.6546
Bosnia and Herzegovina,1,9,8,0.6803
Bosnia and Herzegovina,1,9,9,0.6927
Bosnia and Herzegovina,1,9,10,0.6924
Bosnia and Herzegovina,1,9,11,0.6831
Bosnia and Herzegovina,1,9,12,0.6704
Bosnia and Herzegovina,1,9,13,0.6599
Bosnia and Herzegovina,1,9,14,0.6561
Bosnia and Herzegovina,1,9,15,0.6603
Bosnia and Herzegovina,1,9,16,0.6709
Bosnia and Herzegovina,1,9,17,0.6833
Bosnia and Herzegovina,1,9,18,0.6917
Bosnia and Herzegovina,1,9,19,0.6905
Bosnia and Herzegovina,1,9,20,0.6961
Bosnia and Herzegovina,1,9,21,0.7148
Bosnia and Herzegovina,1,9,22,0.6491
Bosnia and Herzegovina,1,9,23,0.5685
Bosnia and Herzegovina,1,10,0,0.5305
Bosnia and Herzegovina,1,10,1,0.5039
Bosnia and Herzegovina,1,10,2,0.4942
Bosnia and Herzegovina,1,10,3,0.4806
Bosnia and Herzegovina,1,10,4,0.5071
Bosnia and Herzegovina,1,10,5,0.5447
Bosnia and Herzegovina,1,10,6,0.5851
Bosnia and Herzegovina,1,10,7,0.6195
Bosnia and Herzegovina,1,10,8,0.6414
Bosnia and Herzegovina,1,10,9,0.6479
Bosnia and Herzegovina,1,10,10,0.6400
Bosnia and Herzegovina,1,10,11,0.6225
Bosnia and Herzegovina,1,10,12,0.6026
Bosnia and Herzegovina,1,10,13,0.5874
Bosnia and Herzegovina,1,10,14,0.5821
Bosnia and Herzegovina,1,10,15,0.5888
Bosnia and Herzegovina,1,10,16,0.6053
Bosnia and Herzegovina,1,10,17,0.6264
Bosnia and Herzegovina,1,10,18,0.6446
Bosnia and Herzegovina,1,10,19,0.6530
Bosnia and Herzegovina,1,10,20,0.6700
Bosnia and Herzegovina,1,10,21,0.6938
Bosnia and Herzegovina,1,10,22,0.6291
Bosnia and Herzegovina,1,10,23,0.5496
Bosnia and Herzegovina,1,11,0,0.5117
Bosnia and Herzegovina,1,11,1,0.4849
Bosnia and Herzegovina,1,11,2,0.4753
Bosnia and Herzegovina,1,11,3,0.4851
Bosnia and Herzegovina,1,11,4,0.5120
Bosnia and Herzegovina,1,11,5,0.5500
Bosnia and Herzegovina,1,11,6,0.5907
Bosnia and Herzegovina,1,11,7,0.6255
Bosnia and Herzegovina,1,11,8,0.6477
Bosnia and Herzegovina,1,11,9,0.6543
Bosnia and Herzegovina,1,11,10,0.6466
Bosnia and Herzegovina,1,11,11,0.6292
Bosnia and Herzegovina,1,11,12,0.6094
Bosnia and Herzegovina,1,11,13,0.5941
Bosnia and Herzegovina,1,11,14,0.5889
Bosnia and Herzegovina,1,11,15,0.5955
Bosnia and Herzegovina,1,11,16,0.6119
Bosnia and Herzegovina,1,11,17,0.6328
Bosnia and Herzegovina,1,11,18,0.6508
Bosnia and Herzegovina,1,11,19,0.6590
Bosnia and Herzegovina,1,11,20,0.6707
Bosnia and Herzegovina,1,11,21,0.6952
Bosnia and Herzegovina,1,11,22,0.6339
Bosnia and Herzegovina,1,11,23,0.5545
Bosnia and Herzegovina,1,12,0,0.5163
Bosnia and Herzegovina,1,12,1,0.4891
Bosnia and Herzegovina,1,12,2,0.4791
Bosnia and Herzegovina,1,12,3,0.4886
Bosnia and Herzegovina,1,12,4,0.5369
Bosnia and Herzegovina,1,12,5,0.5739
Bosnia and Herzegovina,1,12,6,0.6145
Bosnia and Herzegovina,1,12,7,0.6512
Bosnia and Herzegovina,1,12,8,0.6776
Bosnia and Herzegovina,1,12,9,0.6908
Bosnia and Herzegovina,1,12,10,0.6913
Bosnia and Herzegovina,1,12,11,0.6828
Bosnia and Herzegovina,1,12,12,0.6707
Bosnia and Herzegovina,1,12,13,0.6610
Bosnia and Herzegovina,1,12,14,0.6578
Bosnia and Herzegovina,1,12,15,0.6627
Bosnia and Herzegovina,1,12,16,0.6738
Bosnia and Herzegovina,1,12,17,0.6869
Bosnia and Herzegovina,1,12,18,0.6958
Bosnia and Herzegovina,1,12,19,0.6952
Bosnia and Herzegovina,1,12,20,0.6978
Bosnia and Herzegovina,1,12,21,0.7175
Bosnia and Herzegovina,1,12,22,0.6550
Bosnia and Herzegovina,1,12,23,0.5752
Bosnia and Herzegovina,1,13,0,0.5376
Bosnia and Herzegovina,1,13,1,0.5115
Bosnia and Herzegovina,1,13,2,0.5022
Bosnia and Herzegovina,1,13,3,0.5116
Bosnia and Herzegovina,1,13,4,0.5377
Bosnia and Herzegovina,1,13,5,0.5750
Bosnia and Herzegovina,1,13,6,0.6161
Bosnia and Herzegovina,1,13,7,0.6531
Bosnia and Herzegovina,1,13,8,0.6800
Bosnia and Herzegovina,1,13,9,0.6937
Bosnia and Herzegovina,1,13,10,0.6946
Bosnia and Herzegovina,1,13,11,0.6866
Bosnia and Herzegovina,1,13,12,0.6751
Bosnia and Herzegovina,1,13,13,0.6659
Bosnia and Herzegovina,1,13,14,0.6633
Bosnia and Herzegovina,1,13,15,0.6687
Bosnia and Herzegovina,1,13,16,0.6804
Bosnia and Herzegovina,1,13,17,0.6940
Bosnia and Herzegovina,1,13,18,0.7036
Bosnia and Herzegovina,1,13,19,0.7035
Bosnia and Herzegovina,1,13,20,0.7105
Bosnia and Herzegovina,1,13,21,0.7302
Bosnia and Herzegovina,1,13,22,0.6653
Bosnia and Herzegovina,1,13,23,0.5857
Bosnia and Herzegovina,1,14,0,0.5486
Bosnia and Herzegovina,1,14,1,0.5229
Bosnia and Herzegovina,1,14,2,0.5140
Bosnia and Herzegovina,1,14,3,0.5238
Bosnia and Herzegovina,1,14,4,0.5502
Bosnia and Herzegovina,1,14,5,0.5879
Bosnia and Herzegovina,1,14,6,0.6292
Bosnia and Herzegovina,1,14,7,0.6664
Bosnia and Herzegovina,1,14,8,0.6935
Bosnia and Herzegovina,1,14,9,0.7073
Bosnia and Herzegovina,1,14,10,0.7083
Bosnia and Herzegovina,1,14,11,0.7002
Bosnia and Herzegovina,1,14,12,0.6887
Bosnia and Herzegovina,1,14,13,0.6794
Bosnia and Herzegovina,1,14,14,0.6766
Bosnia and Herzegovina,1,14,15,0.6818
Bosnia and Herzegovina,1,14,16,0.6933
Bosnia and Herzegovina,1,14,17,0.7065
Bosnia and Herzegovina,1,14,18,0.7157
Bosnia and Herzegovina,1,14,19,0.7151
Bosnia and Herzegovina,1,14,20,0.7179
Bosnia and Herzegovina,1,14,21,0.7376
Bosnia and Herzegovina,1,14,22,0.6748
Bosnia and Herzegovina,1,14,23,0.5948
Bosnia and Herzegovina,1,15,0,0.5570
Bosnia and Herzegovina,1,15,1,0.5305
Bosnia and Herzegovina,1,15,2,0.5208
Bosnia and Herzegovina,1,15,3,0.5297
Bosnia and Herzegovina,1,15,4,0.5552
Bosnia and Herzegovina,1,15,5,0.5919
Bosnia and Herzegovina,1,15,6,0.6322
Bosnia and Herzegovina,1,15,7,0.6684
Bosnia and Herzegovina,1,15,8,0.6945
Bosnia and Herzegovina,1,15,9,0.7072
Bosnia and Herzegovina,1,15,10,0.7072
Bosnia and Herzegovina,1,15,11,0.6980
Bosnia and Herzegovina,1,15,12,0.6854
Bosnia and Herzegovina,1,15,13,0.6750
Bosnia and Herzegovina,1,15,14,0.6711
Bosnia and Herzegovina,1,15,15,0.6752
Bosnia and Herzegovina,1,15,16,0.6856
Bosnia and Herzegovina,1,15,17,0.6978
Bosnia and Herzegovina,1,15,18,0.7059
Bosnia and Herzegovina,1,15,19,0.7044
Bosnia and Herzegovina,1,15,20,0.7030
Bosnia and Herzegovina,1,15,21,0.7219
Bosnia and Herzegovina,1,15,22,0.6608
Bosnia and Herzegovina,1,15,23,0.5803
Bosnia and Herzegovina,1,16,0,0.5417
Bosnia and Herzegovina,1,16,1,0.5144
Bosnia and Herzegovina,1,16,2,0.5039
Bosnia and Herzegovina,1,16,3,0.5122
Bosnia and Herzegovina,1,16,4,0.5371
Bosnia and Herzegovina,1,16,5,0.5732
Bosnia and Herzegovina,1,16,6,0.6131
Bosnia and Herzegovina,1,16,7,0.6488
Bosnia and Herzegovina,1,16,8,0.6745
Bosnia and Herzegovina,1,16,9,0.6869
Bosnia and Herzegovina,1,16,10,0.6867
Bosnia and Herzegovina,1,16,11,0.6774
Bosnia and Herzegovina,1,16,12,0.6646
Bosnia and Herzegovina,1,16,13,0.6542
Bosnia and Herzegovina,1,16,14,0.6503
Bosnia and Herzegovina,1,16,15,0.6546
Bosnia and Herzegovina,1,16,16,0.6651
Bosnia and Herzegovina,1,16,17,0.6776
Bosnia and Herzegovina,1,16,18,0.6860
Bosnia and Herzegovina,1,16,19,0.6848
Bosnia and Herzegovina,1,16,20,0.6875
Bosnia and Herzegovina,1,16,21,0.7067
Bosnia and Herzegovina,1,16,22,0.6431
Bosnia and Herzegovina,1,16,23,0.5628
Bosnia and Herzegovina,1,17,0,0.5248
Bosnia and Herzegovina,1,17,1,0.4982
Bosnia and Herzegovina,1,17,2,0.4884
Bosnia and Herzegovina,1,17,3,0.4749
Bosnia and Herzegovina,1,17,4,0.5014
Bosnia and Herzegovina,1,17,5,0.5390
Bosnia and Herzegovina,1,17,6,0.5793
Bosnia and Herzegovina,1,17,7,0.6138
Bosnia and Herzegovina,1,17,8,0.6357
Bosnia and Herzegovina,1,17,9,0.6422
Bosnia and Herzegovina,1,17,10,0.6343
Bosnia and Herzegovina,1,17,11,0.6168
Bosnia and Herzegovina,1,17,12,0.5969
Bosnia and Herzegovina,1,17,13,0.5816
Bosnia and Herzegovina,1,17,14,0.5764
Bosnia and Herzegovina,1,17,15,0.5831
Bosnia and Herzegovina,1,17,16,0.5996
Bosnia and Herzegovina,1,17,17,0.6207
Bosnia and Herzegovina,1,17,18,0.6389
Bosnia and Herzegovina,1,17,19,0.6473
Bosnia and Herzegovina,1,17,20,0.6562
Bosnia and Herzegovina,1,17,21,0.6813
Bosnia and Herzegovina,1,17,22,0.6227
Bosnia and Herzegovina,1,17,23,0.5440
Bosnia and Herzegovina,1,18,0,0.5061
Bosnia and Herzegovina,1,18,1,0.4792
Bosnia and Herzegovina,1,18,2,0.4696
Bosnia and Herzegovina,1,18,3,0.4794
Bosnia and Herzegovina,1,18,4,0.5064
Bosnia and Herzegovina,1,18,5,0.5444
Bosnia and Herzegovina,1,18,6,0.5851
Bosnia and Herzegovina,1,18,7,0.6198
Bosnia and Herzegovina,1,18,8,0.6420
Bosnia and Herzegovina,1,18,9,0.6487
Bosnia and Herzegovina,1,18,10,0.6409
Bosnia and Herzegovina,1,18,11,0.6236
Bosnia and Herzegovina,1,18,12,0.6037
Bosnia and Herzegovina,1,18,13,0.5885
Bosnia and Herzegovina,1,18,14,0.5832
Bosnia and Herzegovina,1,18,15,0.5898
Bosnia and Herzegovina,1,18,16,0.6063
Bosnia and Herzegovina,1,18,17,0.6271
Bosnia and Herzegovina,1,18,18,0.6452
Bosnia and Herzegovina,1,18,19,0.6534
Bosnia and Herzegovina,1,18,20,0.6579
Bosnia and Herzegovina,1,18,21,0.6827
Bosnia and Herzegovina,1,18,22,0.6274
Bosnia and Herzegovina,1,18,23,0.5489
Bosnia and Herzegovina,1,19,0,0.5107
Bosnia and Herzegovina,1,19,1,0.4835
Bosnia and Herzegovina,1,19,2,0.4735
Bosnia and Herzegovina,1,19,3,0.4830
Bosnia and Herzegovina,1,19,4,0.5313
Bosnia and Herzegovina,1,19,5,0.5683
Bosnia and Herzegovina,1,19,6,0.6089
Bosnia and Herzegovina,1,19,7,0.6456
Bosnia and Herzegovina,1,19,8,0.6720
Bosnia and Herzegovina,1,19,9,0.6852
Bosnia and Herzegovina,1,19,10,0.6857
Bosnia and Herzegovina,1,19,11,0.6772
Bosnia and Herzegovina,1,19,12,0.6651
Bosnia and Herzegovina,1,19,13,0.6554
Bosnia and Herzegovina,1,19,14,0.6522
Bosnia and Herzegovina,1,19,15,0.6571
Bosnia and Herzegovina,1,19,16,0.6683
Bosnia and Herzegovina,1,19,17,0.6813
Bosnia and Herzegovina,1,19,18,0.6903
Bosnia and Herzegovina,1,19,19,0.6897
Bosnia and Herzegovina,1,19,20,0.6898
Bosnia and Herzegovina,1,19,21,0.7097
Bosnia and Herzegovina,1,19,22,0.6491
Bosnia and Herzegovina,1,19,23,0.5696
Bosnia and Herzegovina,1,20,0,0.5321
Bosnia and Herzegovina,1,20,1,0.5059
Bosnia and Herzegovina,1,20,2,0.4966
Bosnia and Herzegovina,1,20,3,0.5060
Bosnia and Herzegovina,1,20,4,0.5321
Bosnia and Herzegovina,1,20,5,0.5695
Bosnia and Herzegovina,1,20,6,0.6105
Bosnia and Herzegovina,1,20,7,0.6475
Bosnia and Herzegovina,1,20,8,0.6744
Bosnia and Herzegovina,1,20,9,0.6881
Bosnia and Herzegovina,1,20,10,0.6891
Bosnia and Herzegovina,1,20,11,0.6811
Bosnia and Herzegovina,1,20,12,0.6696
Bosnia and Herzegovina,1,20,13,0.6604
Bosnia and Herzegovina,1,20,14,0.6577
Bosnia and Herzegovina,1,20,15,0.6632
Bosnia and Herzegovina,1,20,16,0.6749
Bosnia and Herzegovina,1,20,17,0.6886
Bosnia and Herzegovina,1,20,18,0.6981
Bosnia and Herzegovina,1,20,19,0.6981
Bosnia and Herzegovina,1,20,20,0.6985
Bosnia and Herzegovina,1,20,21,0.7189
Bosnia and Herzegovina,1,20,22,0.6591
Bosnia and Herzegovina,1,20,23,0.5802
Bosnia and Herzegovina,1,21,0,0.5431
Bosnia and Herzegovina,1,21,1,0.5174
Bosnia and Herzegovina,1,21,2,0.5085
Bosnia and Herzegovina,1,21,3,0.5183
Bosnia and Herzegovina,1,21,4,0.5447
Bosnia and Herzegovina,1,21,5,0.5824
Bosnia and Herzegovina,1,21,6,0.6237
Bosnia and Herzegovina,1,21,7,0.6609
Bosnia and Herzegovina,1,21,8,0.6880
Bosnia and Herzegovina,1,21,9,0.7018
Bosnia and Herzegovina,1,21,10,0.7029
Bosnia and Herzegovina,1,21,11,0.6948
Bosnia and Herzegovina,1,21,12,0.6832
Bosnia and Herzegovina,1,21,13,0.6739
Bosnia and Herzegovina,1,21,14,0.6711
Bosnia and Herzegovina,1,21,15,0.6764
Bosnia and Herzegovina,1,21,16,0.6878
Bosnia and Herzegovina,1,21,17,0.7011
Bosnia and Herzegovina,1,21,18,0.7102
Bosnia and Herzegovina,1,21,19,0.7097
Bosnia and Herzegovina,1,21,20,0.7051
Bosnia and Herzegovina,1,21,21,0.7245
Bosnia and Herzegovina,1,21,22,0.6684
Bosnia and Herzegovina,1,21,23,0.5894
Bosnia and Herzegovina,1,22,0,0.5516
Bosnia and Herzegovina,1,22,1,0.5251
Bosnia and Herzegovina,1,22,2,0.5154
Bosnia and Herzegovina,1,22,3,0.5243
Bosnia and Herzegovina,1,22,4,0.5498
Bosnia and Herzegovina,1,22,5,0.5865
Bosnia and Herzegovina,1,22,6,0.6268
Bosnia and Herzegovina,1,22,7,0.6631
Bosnia and Herzegovina,1,22,8,0.6891
Bosnia and Herzegovina,1,22,9,0.7018
Bosnia and Herzegovina,1,22,10,0.7018
Bosnia and Herzegovina,1,22,11,0.6927
Bosnia and Herzegovina,1,22,12,0.6800
Bosnia and Herzegovina,1,22,13,0.6696
Bosnia and Herzegovina,1,22,14,0.6657
Bosnia and Herzegovina,1,22,15,0.6699
Bosnia and Herzegovina,1,22,16,0.6802
Bosnia and Herzegovina,1,22,17,0.6924
Bosnia and Herzegovina,1,22,18,0.7006
Bosnia and Herzegovina,1,22,19,0.6990
Bosnia and Herzegovina,1,22,20,0.6953
Bosnia and Herzegovina,1,22,21,0.7140
Bosnia and Herzegovina,1,22,22,0.6551
Bosnia and Herzegovina,1,22,23,0.5750
Bosnia and Herzegovina,1,23,0,0.5363
Bosnia and Herzegovina,1,23,1,0.5091
Bosnia and Herzegovina,1,23,2,0.4986
Bosnia and Herzegovina,1,23,3,0.5068
Bosnia and Herzegovina,1,23,4,0.5318
Bosnia and Herzegovina,1,23,5,0.5679
Bosnia and Herzegovina,1,23,6,0.6077
Bosnia and Herzegovina,1,23,7,0.6435
Bosnia and Herzegovina,1,23,8,0.6692
Bosnia and Herzegovina,1,23,9,0.6816
Bosnia and Herzegovina,1,23,10,0.6814
Bosnia and Herzegovina,1,23,11,0.6721
Bosnia and Herzegovina,1,23,12,0.6593
Bosnia and Herzegovina,1,23,13,0.6489
Bosnia and Herzegovina,1,23,14,0.6450
Bosnia and Herzegovina,1,23,15,0.6493
Bosnia and Herzegovina,1,23,16,0.6598
Bosnia and Herzegovina,1,23,17,0.6723
Bosnia and Herzegovina,1,23,18,0.6807
Bosnia and Herzegovina,1,23,19,0.6795
Bosnia and Herzegovina,1,23,20,0.6774
Bosnia and Herzegovina,1,23,21,0.6967
Bosnia and Herzegovina,1,23,22,0.6372
Bosnia and Herzegovina,1,23,23,0.5575
Bosnia and Herzegovina,1,24,0,0.5195
Bosnia and Herzegovina,1,24,1,0.4929
Bosnia and Herzegovina,1,24,2,0.4832
Bosnia and Herzegovina,1,24,3,0.4696
Bosnia and Herzegovina,1,24,4,0.4961
Bosnia and Herzegovina,1,24,5,0.5338
Bosnia and Herzegovina,1,24,6,0.5741
Bosnia and Herzegovina,1,24,7,0.6085
Bosnia and Herzegovina,1,24,8,0.6305
Bosnia and Herzegovina,1,24,9,0.6369
Bosnia and Herzegovina,1,24,10,0.6290
Bosnia and Herzegovina,1,24,11,0.6116
Bosnia and Herzegovina,1,24,12,0.5917
Bosnia and Herzegovina,1,24,13,0.5764
Bosnia and Herzegovina,1,24,14,0.5712
Bosnia and Herzegovina,1,24,15,0.5779
Bosnia and Herzegovina,1,24,16,0.5944
Bosnia and Herzegovina,1,24,17,0.6154
Bosnia and Herzegovina,1,24,18,0.6337
Bosnia and Herzegovina,1,24,19,0.6421
Bosnia and Herzegovina,1,24,20,0.6437
Bosnia and Herzegovina,1,24,21,0.6680
Bosnia and Herzegovina,1,24,22,0.6164
Bosnia and Herzegovina,1,24,23,0.5388
Bosnia and Herzegovina,1,25,0,0.5009
Bosnia and Herzegovina,1,25,1,0.4741
Bosnia and Herzegovina,1,25,2,0.4644
Bosnia and Herzegovina,1,25,3,0.4742
Bosnia and Herzegovina,1,25,4,0.5012
Bosnia and Herzegovina,1,25,5,0.5392
