season,day,hour,Load_Bosnia and Herzegovina,Load_Croatia,PV_Bosnia and Herzegovina,PV_Croatia,Wind_Bosnia and Herzegovina,Wind_Croatia
1,19,3,0.483,0.5161,0.0,0.0,0.04,0.318
1,19,4,0.5313,0.5685,0.037,0.033,0.058,0.294
1,19,5,0.5683,0.6086,0.176,0.168,0.052,0.177
1,19,6,0.6089,0.6527,0.35,0.339,0.038,0.155
1,19,7,0.6456,0.6925,0.495,0.493,0.045,0.297
1,19,8,0.672,0.7212,0.585,0.609,0.083,0.444
1,19,9,0.6852,0.7355,0.66,0.688,0.086,0.527
1,19,10,0.6857,0.7361,0.695,0.717,0.076,0.572
1,19,11,0.6772,0.7268,0.673,0.703,0.066,0.607
1,19,12,0.6651,0.7137,0.59,0.646,0.076,0.62
1,19,13,0.6554,0.7032,0.441,0.553,0.086,0.591
1,19,14,0.6522,0.6998,0.302,0.425,0.096,0.511
1,19,15,0.6571,0.7051,0.176,0.271,0.094,0.376
1,19,16,0.6683,0.7172,0.073,0.115,0.086,0.216
1,19,17,0.6813,0.7314,0.011,0.026,0.084,0.158
1,19,18,0.6903,0.7411,0.0,0.0,0.071,0.102
1,19,19,0.6897,0.7405,0.0,0.0,0.053,0.12
1,19,20,0.6898,0.7344,0.0,0.0,0.048,0.175
1,19,21,0.7097,0.726,0.0,0.0,0.054,0.413
1,19,22,0.6491,0.6729,0.0,0.0,0.077,0.599
1,19,23,0.5696,0.6104,0.0,0.0,0.103,0.68
1,20,0,0.5321,0.5697,0.0,0.0,0.127,0.783
1,20,1,0.5059,0.5413,0.0,0.0,0.158,0.802
1,20,2,0.4966,0.5312,0.0,0.0,0.182,0.799
1,20,3,0.506,0.5415,0.0,0.0,0.191,0.74
1,20,4,0.5321,0.5698,0.029,0.034,0.202,0.622
1,20,5,0.5695,0.6103,0.181,0.119,0.152,0.381
1,20,6,0.6105,0.6548,0.364,0.243,0.177,0.281
1,20,7,0.6475,0.695,0.516,0.383,0.243,0.309
1,20,8,0.6744,0.7242,0.631,0.508,0.298,0.331
1,20,9,0.6881,0.739,0.707,0.611,0.362,0.435
1,20,10,0.6891,0.7401,0.729,0.684,0.438,0.548
1,20,11,0.6811,0.7314,0.717,0.683,0.509,0.6
1,20,12,0.6696,0.7189,0.663,0.621,0.536,0.613
1,20,13,0.6604,0.709,0.566,0.52,0.523,0.553
1,20,14,0.6577,0.7061,0.434,0.395,0.491,0.483
1,20,15,0.6632,0.7121,0.267,0.245,0.444,0.379
1,20,16,0.6749,0.7248,0.092,0.107,0.351,0.195
1,20,17,0.6886,0.7396,0.016,0.025,0.274,0.102
1,20,18,0.6981,0.75,0.0,0.0,0.224,0.058
1,20,19,0.6981,0.7499,0.0,0.0,0.221,0.068
1,20,20,0.6985,0.7443,0.0,0.0,0.24,0.096
1,20,21,0.7189,0.7365,0.0,0.0,0.293,0.124
1,20,22,0.6591,0.6841,0.0,0.0,0.39,0.127
1,20,23,0.5802,0.6222,0.0,0.0,0.465,0.134
1,21,0,0.5431,0.582,0.0,0.0,0.5,0.154
1,21,1,0.5174,0.5541,0.0,0.0,0.539,0.263
1,21,2,0.5085,0.5445,0.0,0.0,0.577,0.564
1,21,3,0.5183,0.5551,0.0,0.0,0.585,0.592
1,21,4,0.5447,0.5838,0.042,0.039,0.51,0.771
1,21,5,0.5824,0.6247,0.117,0.093,0.35,0.805
1,21,6,0.6237,0.6695,0.187,0.112,0.443,0.839
1,21,7,0.6609,0.7099,0.251,0.116,0.477,0.841
1,21,8,0.688,0.7392,0.296,0.11,0.55,0.827
1,21,9,0.7018,0.7542,0.292,0.12,0.613,0.839
1,21,10,0.7029,0.7554,0.28,0.12,0.631,0.832
1,21,11,0.6948,0.7466,0.358,0.114,0.651,0.824
1,21,12,0.6832,0.7341,0.434,0.113,0.688,0.816
1,21,13,0.6739,0.724,0.354,0.101,0.67,0.807
1,21,14,0.6711,0.721,0.262,0.084,0.617,0.794
1,21,15,0.6764,0.7267,0.154,0.084,0.399,0.789
1,21,16,0.6878,0.7391,0.061,0.055,0.194,0.795
1,21,17,0.7011,0.7535,0.003,0.013,0.108,0.819
1,21,18,0.7102,0.7635,0.0,0.0,0.097,0.85
1,21,19,0.7097,0.7629,0.0,0.0,0.143,0.874
1,21,20,0.7051,0.7541,0.0,0.0,0.234,0.906
1,21,21,0.7245,0.745,0.0,0.0,0.278,0.936
1,21,22,0.6684,0.6943,0.0,0.0,0.359,0.951
1,21,23,0.5894,0.6325,0.0,0.0,0.428,0.956
1,22,0,0.5516,0.5915,0.0,0.0,0.491,0.967
1,22,1,0.5251,0.5628,0.0,0.0,0.468,0.973
1,22,2,0.5154,0.5523,0.0,0.0,0.426,0.98
1,22,3,0.5243,0.562,0.0,0.0,0.417,0.984
1,22,4,0.5498,0.5897,0.019,0.01,0.469,0.986
1,22,5,0.5865,0.6295,0.071,0.03,0.474,0.987
1,22,6,0.6268,0.6732,0.19,0.055,0.445,0.987
1,22,7,0.6631,0.7125,0.293,0.084,0.512,0.985
1,22,8,0.6891,0.7408,0.349,0.123,0.574,0.984
1,22,9,0.7018,0.7546,0.439,0.113,0.626,0.987
1,22,10,0.7018,0.7546,0.421,0.102,0.623,0.99
1,22,11,0.6927,0.7447,0.429,0.141,0.704,0.99
1,22,12,0.68,0.731,0.431,0.185,0.757,0.986
1,22,13,0.6696,0.7197,0.336,0.133,0.695,0.984
1,22,14,0.6657,0.7155,0.241,0.086,0.545,0.982
1,22,15,0.6699,0.72,0.145,0.053,0.379,0.975
1,22,16,0.6802,0.7313,0.062,0.016,0.219,0.966
1,22,17,0.6924,0.7445,0.006,0.0,0.13,0.958
1,22,18,0.7006,0.7534,0.0,0.0,0.135,0.945
1,22,19,0.699,0.7517,0.0,0.0,0.179,0.897
1,22,20,0.6953,0.7428,0.0,0.0,0.204,0.808
1,22,21,0.714,0.7331,0.0,0.0,0.228,0.659
1,22,22,0.6551,0.6804,0.0,0.0,0.239,0.447
1,22,23,0.575,0.6173,0.0,0.0,0.234,0.206
1,23,0,0.5363,0.5754,0.0,0.0,0.234,0.133
1,23,1,0.5091,0.5458,0.0,0.0,0.249,0.097
1,23,2,0.4986,0.5345,0.0,0.0,0.29,0.1
1,23,3,0.5068,0.5434,0.0,0.0,0.303,0.077
1,23,4,0.5318,0.5705,0.035,0.001,0.278,0.037
1,23,5,0.5679,0.6097,0.186,0.026,0.313,0.013
1,23,6,0.6077,0.6529,0.376,0.049,0.378,0.015
1,23,7,0.6435,0.6917,0.532,0.068,0.406,0.017
1,23,8,0.6692,0.7195,0.649,0.113,0.439,0.023
1,23,9,0.6816,0.733,0.726,0.198,0.477,0.027
1,23,10,0.6814,0.7328,0.758,0.314,0.518,0.026
1,23,11,0.6721,0.7227,0.749,0.377,0.548,0.027
1,23,12,0.6593,0.7089,0.696,0.367,0.574,0.03
1,23,13,0.6489,0.6976,0.598,0.321,0.581,0.02
1,23,14,0.645,0.6934,0.458,0.253,0.555,0.003
1,23,15,0.6493,0.698,0.282,0.185,0.477,0.039
1,23,16,0.6598,0.7095,0.096,0.109,0.331,0.126
1,23,17,0.6723,0.723,0.016,0.03,0.185,0.221
1,23,18,0.6807,0.7322,0.0,0.0,0.136,0.343
1,23,19,0.6795,0.7309,0.0,0.0,0.098,0.383
1,23,20,0.6774,0.7231,0.0,0.0,0.07,0.436
1,23,21,0.6967,0.7141,0.0,0.0,0.059,0.391
1,23,22,0.6372,0.6613,0.0,0.0,0.066,0.359
1,23,23,0.5575,0.5987,0.0,0.0,0.079,0.401
1,24,0,0.5195,0.5575,0.0,0.0,0.1,0.37
1,24,1,0.4929,0.5286,0.0,0.0,0.13,0.382
1,24,2,0.4832,0.5181,0.0,0.0,0.161,0.444
1,24,3,0.4696,0.5034,0.0,0.0,0.186,0.489
1,24,4,0.4961,0.5322,0.03,0.046,0.162,0.51
1,24,5,0.5338,0.573,0.192,0.159,0.168,0.485
1,24,6,0.5741,0.6167,0.376,0.306,0.192,0.617
1,24,7,0.6085,0.6541,0.531,0.465,0.171,0.733
1,24,8,0.6305,0.6779,0.643,0.583,0.142,0.777
1,24,9,0.6369,0.6849,0.709,0.642,0.104,0.763
1,24,10,0.629,0.6764,0.728,0.655,0.072,0.705
1,24,11,0.6116,0.6575,0.69,0.618,0.051,0.614
1,24,12,0.5917,0.6359,0.572,0.52,0.042,0.512
1,24,13,0.5764,0.6194,0.427,0.432,0.051,0.402
1,24,14,0.5712,0.6137,0.323,0.364,0.058,0.314
1,24,15,0.5779,0.621,0.206,0.256,0.076,0.295
1,24,16,0.5944,0.6389,0.079,0.1,0.073,0.322
1,24,17,0.6154,0.6618,0.014,0.022,0.083,0.358
1,24,18,0.6337,0.6815,0.0,0.0,0.122,0.412
1,24,19,0.6421,0.6907,0.0,0.0,0.132,0.472
1,24,20,0.6437,0.6891,0.0,0.0,0.119,0.447
1,24,21,0.668,0.6856,0.0,0.0,0.108,0.38
1,24,22,0.6164,0.6389,0.0,0.0,0.114,0.359
1,24,23,0.5388,0.5787,0.0,0.0,0.138,0.337
1,25,0,0.5009,0.5376,0.0,0.0,0.141,0.337
1,25,1,0.4741,0.5085,0.0,0.0,0.121,0.297
1,25,2,0.4644,0.4981,0.0,0.0,0.106,0.257
1,25,3,0.4742,0.5088,0.0,0.0,0.106,0.229
1,25,4,0.5012,0.538,0.026,0.011,0.106,0.213
1,25,5,0.5392,0.5793,0.102,0.046,0.082,0.223
1,25,6,0.5799,0.6234,0.225,0.098,0.079,0.257
1,25,7,0.6146,0.6611,0.259,0.159,0.069,0.259
1,25,8,0.6368,0.6852,0.267,0.202,0.055,0.214
1,25,9,0.6435,0.6924,0.305,0.225,0.048,0.165
1,25,10,0.6357,0.684,0.324,0.271,0.056,0.114
1,25,11,0.6184,0.6652,0.31,0.291,0.084,0.072
1,25,12,0.5986,0.6437,0.288,0.299,0.126,0.044
1,25,13,0.5833,0.6272,0.23,0.297,0.169,0.039
1,25,14,0.5781,0.6215,0.162,0.24,0.213,0.056
1,25,15,0.5847,0.6287,0.088,0.169,0.227,0.093
1,25,16,0.6011,0.6466,0.038,0.086,0.181,0.094
1,25,17,0.622,0.6692,0.008,0.023,0.133,0.079
1,25,18,0.6401,0.6888,0.0,0.0,0.15,0.07
1,25,19,0.6483,0.6977,0.0,0.0,0.147,0.069
1,25,20,0.6502,0.6962,0.0,0.0,0.133,0.082
1,25,21,0.6744,0.6925,0.0,0.0,0.128,0.095
1,25,22,0.6219,0.6452,0.0,0.0,0.121,0.121
1,25,23,0.5438,0.5845,0.0,0.0,0.109,0.176
1,26,0,0.5055,0.543,0.0,0.0,0.089,0.231
1,26,1,0.4784,0.5136,0.0,0.0,0.077,0.243
1,26,2,0.4684,0.5028,0.0,0.0,0.07,0.214
1,26,3,0.4778,0.513,0.0,0.0,0.061,0.147
1,26,4,0.5262,0.5654,0.038,0.021,0.049,0.085
1,26,5,0.5632,0.6056,0.152,0.062,0.066,0.045
1,26,6,0.6038,0.6497,0.326,0.116,0.113,0.045
1,26,7,0.6405,0.6894,0.467,0.177,0.2,0.054
1,26,8,0.6669,0.7181,0.572,0.23,0.226,0.051
1,26,9,0.6801,0.7325,0.638,0.274,0.207,0.051
1,26,10,0.6806,0.733,0.653,0.295,0.202,0.049
1,26,11,0.6721,0.7238,0.625,0.3,0.206,0.043
1,26,12,0.66,0.7107,0.558,0.292,0.214,0.044
1,26,13,0.6503,0.7002,0.463,0.271,0.219,0.044
1,26,14,0.6471,0.6968,0.346,0.201,0.215,0.04
1,26,15,0.652,0.7021,0.198,0.141,0.2,0.05
1,26,16,0.6632,0.7142,0.081,0.091,0.159,0.068
1,26,17,0.6762,0.7283,0.016,0.024,0.154,0.134
1,26,18,0.6852,0.7381,0.0,0.0,0.211,0.267
1,26,19,0.6846,0.7374,0.0,0.0,0.296,0.409
1,26,20,0.6814,0.7293,0.0,0.0,0.364,0.487
1,26,21,0.7011,0.7206,0.0,0.0,0.405,0.473
1,26,22,0.6436,0.6692,0.0,0.0,0.444,0.446
1,26,23,0.5646,0.6074,0.0,0.0,0.487,0.498
1,27,0,0.527,0.5667,0.0,0.0,0.548,0.553
1,27,1,0.5009,0.5383,0.0,0.0,0.635,0.582
1,27,2,0.4916,0.5282,0.0,0.0,0.718,0.556
1,27,3,0.501,0.5385,0.0,0.0,0.787,0.559
1,27,4,0.5271,0.5668,0.047,0.039,0.862,0.648
1,27,5,0.5644,0.6073,0.16,0.179,0.931,0.728
1,27,6,0.6055,0.6518,0.29,0.363,0.97,0.911
1,27,7,0.6425,0.692,0.401,0.525,0.979,0.945
1,27,8,0.6694,0.7212,0.476,0.62,0.975,0.936
1,27,9,0.6831,0.736,0.529,0.686,0.961,0.892
1,27,10,0.6841,0.7371,0.593,0.715,0.929,0.819
1,27,11,0.6761,0.7284,0.63,0.69,0.878,0.749
1,27,12,0.6645,0.7159,0.619,0.608,0.818,0.704
1,27,13,0.6554,0.706,0.547,0.496,0.769,0.688
1,27,14,0.6527,0.7032,0.432,0.391,0.742,0.704
1,27,15,0.6582,0.7091,0.273,0.259,0.746,0.721
1,27,16,0.67,0.7219,0.105,0.13,0.751,0.697
1,27,17,0.6836,0.7366,0.023,0.032,0.702,0.627
1,27,18,0.6931,0.747,0.0,0.0,0.702,0.552
1,27,19,0.6931,0.747,0.0,0.0,0.787,0.534
1,27,20,0.6867,0.7372,0.0,0.0,0.814,0.506
1,27,21,0.7059,0.7282,0.0,0.0,0.832,0.48
1,27,22,0.653,0.6796,0.0,0.0,0.827,0.504
1,27,23,0.5752,0.6192,0.0,0.0,0.812,0.565
1,28,0,0.5381,0.579,0.0,0.0,0.791,0.559
1,28,1,0.5125,0.5512,0.0,0.0,0.765,0.532
1,28,2,0.5035,0.5416,0.0,0.0,0.739,0.5
1,28,3,0.5133,0.5522,0.0,0.0,0.708,0.48
1,28,4,0.5398,0.5809,0.04,0.029,0.67,0.346
1,28,5,0.5774,0.6217,0.183,0.185,0.777,0.468
1,28,6,0.6188,0.6665,0.378,0.371,0.769,0.509
1,28,7,0.656,0.7069,0.546,0.536,0.702,0.494
1,28,8,0.6831,0.7363,0.663,0.648,0.626,0.442
1,28,9,0.6969,0.7513,0.736,0.705,0.551,0.405
1,28,10,0.6979,0.7524,0.762,0.747,0.493,0.345
1,28,11,0.6899,0.7437,0.746,0.747,0.457,0.263
1,28,12,0.6783,0.7312,0.684,0.7,0.422,0.189
1,28,13,0.669,0.7211,0.581,0.61,0.386,0.127
1,28,14,0.6662,0.7181,0.426,0.481,0.371,0.081
1,28,15,0.6714,0.7238,0.265,0.313,0.381,0.04
1,28,16,0.6829,0.7362,0.101,0.131,0.411,0.016
1,28,17,0.6962,0.7506,0.021,0.026,0.424,0.02
1,28,18,0.7053,0.7606,0.0,0.0,0.462,0.05
1,28,19,0.7048,0.76,0.0,0.0,0.444,0.077
1,28,20,0.6973,0.7493,0.0,0.0,0.38,0.097
1,28,21,0.7156,0.7395,0.0,0.0,0.359,0.098
1,28,22,0.6629,0.6905,0.0,0.0,0.356,0.095
1,28,23,0.5845,0.6296,0.0,0.0,0.371,0.095
1,29,0,0.5467,0.5886,0.0,0.0,0.389,0.087
1,29,1,0.5202,0.5599,0.0,0.0,0.415,0.073
1,29,2,0.5105,0.5494,0.0,0.0,0.439,0.058
1,29,3,0.5194,0.5591,0.0,0.0,0.453,0.04
1,29,4,0.5449,0.5868,0.027,0.03,0.351,0.027
1,29,5,0.5816,0.6266,0.202,0.185,0.264,0.008
1,29,6,0.622,0.6703,0.401,0.368,0.366,0.003
1,29,7,0.6582,0.7096,0.565,0.526,0.376,0.003
1,29,8,0.6842,0.7379,0.682,0.641,0.331,0.007
1,29,9,0.697,0.7517,0.753,0.704,0.26,0.022
1,29,10,0.6969,0.7517,0.779,0.715,0.197,0.055
1,29,11,0.6878,0.7418,0.763,0.696,0.162,0.11
1,29,12,0.6752,0.7281,0.707,0.664,0.151,0.172
1,29,13,0.6648,0.7168,0.608,0.591,0.145,0.227
1,29,14,0.6609,0.7126,0.467,0.467,0.133,0.26
1,29,15,0.665,0.7171,0.288,0.305,0.113,0.24
1,29,16,0.6754,0.7284,0.097,0.129,0.095,0.217
1,29,17,0.6876,0.7417,0.017,0.028,0.071,0.198
1,29,18,0.6957,0.7505,0.0,0.0,0.05,0.159
1,29,19,0.6942,0.7488,0.0,0.0,0.04,0.094
1,29,20,0.6884,0.7386,0.0,0.0,0.045,0.061
1,29,21,0.7067,0.7285,0.0,0.0,0.059,0.076
1,29,22,0.65,0.677,0.0,0.0,0.066,0.139
1,29,23,0.5702,0.6144,0.0,0.0,0.068,0.23
1,30,0,0.5315,0.5725,0.0,0.0,0.069,0.28
1,30,1,0.5043,0.543,0.0,0.0,0.073,0.262
1,30,2,0.4938,0.5316,0.0,0.0,0.077,0.233
1,30,3,0.5021,0.5406,0.0,0.0,0.078,0.255
1,30,4,0.527,0.5676,0.024,0.038,0.076,0.308
1,30,5,0.5631,0.6068,0.192,0.18,0.044,0.201
1,30,6,0.6029,0.65,0.381,0.352,0.012,0.19
1,30,7,0.6387,0.6889,0.538,0.501,0.032,0.279
1,30,8,0.6644,0.7167,0.654,0.612,0.045,0.318
1,30,9,0.6768,0.7302,0.725,0.684,0.06,0.333
1,30,10,0.6766,0.7299,0.754,0.696,0.076,0.342
1,30,11,0.6673,0.7199,0.742,0.65,0.09,0.353
1,30,12,0.6545,0.706,0.689,0.561,0.112,0.377
1,30,13,0.6441,0.6948,0.593,0.472,0.147,0.407
1,30,14,0.6403,0.6906,0.456,0.338,0.19,0.411
1,30,15,0.6445,0.6952,0.282,0.223,0.219,0.364
1,30,16,0.6551,0.7067,0.097,0.114,0.231,0.261
1,30,17,0.6675,0.7202,0.018,0.03,0.22,0.189
1,30,18,0.6759,0.7293,0.0,0.0,0.145,0.153
1,30,19,0.6748,0.7281,0.0,0.0,0.071,0.104
1,30,20,0.6665,0.7167,0.0,0.0,0.045,0.071
1,30,21,0.6844,0.7062,0.0,0.0,0.049,0.037
1,30,22,0.6314,0.657,0.0,0.0,0.059,0.015
1,30,23,0.5528,0.5958,0.0,0.0,0.068,0.017
1,31,0,0.5148,0.5546,0.0,0.0,0.073,0.045
1,31,1,0.4882,0.5258,0.0,0.0,0.073,0.122
1,31,2,0.4785,0.5153,0.0,0.0,0.073,0.26
1,31,3,0.4649,0.5006,0.0,0.0,0.075,0.357
1,31,4,0.4914,0.5294,0.028,0.029,0.08,0.39
1,31,5,0.5291,0.5702,0.188,0.097,0.06,0.359
1,31,6,0.5694,0.6139,0.37,0.2,0.04,0.358
1,31,7,0.6038,0.6513,0.526,0.327,0.036,0.279
1,31,8,0.6258,0.6751,0.642,0.453,0.043,0.188
1,31,9,0.6322,0.6821,0.716,0.526,0.049,0.114
1,31,10,0.6243,0.6736,0.747,0.61,0.051,0.059
1,31,11,0.6069,0.6547,0.737,0.638,0.054,0.028
1,31,12,0.587,0.6331,0.684,0.585,0.061,0.037
1,31,13,0.5717,0.6166,0.588,0.508,0.068,0.065
1,31,14,0.5665,0.6109,0.45,0.405,0.072,0.085
1,31,15,0.5732,0.6182,0.277,0.274,0.066,0.09
1,31,16,0.5898,0.6362,0.098,0.133,0.07,0.084
1,31,17,0.6108,0.659,0.02,0.038,0.087,0.054
1,31,18,0.629,0.6788,0.0,0.0,0.086,0.018
1,31,19,0.6374,0.6879,0.0,0.0,0.076,0.005
1,31,20,0.6358,0.6844,0.0,0.0,0.071,0.019
1,31,21,0.6585,0.6796,0.0,0.0,0.07,0.044
1,31,22,0.611,0.6351,0.0,0.0,0.06,0.054
1,31,23,0.5341,0.5759,0.0,0.0,0.048,0.048
1,32,0,0.4962,0.5348,0.0,0.0,0.038,0.037
1,32,1,0.4694,0.5058,0.0,0.0,0.039,0.028
1,32,2,0.4598,0.4954,0.0,0.0,0.04,0.022
1,32,3,0.4696,0.506,0.0,0.0,0.044,0.02
1,32,4,0.4966,0.5353,0.031,0.049,0.048,0.021
1,32,5,0.5346,0.5765,0.188,0.159,0.023,0.017
1,32,6,0.5753,0.6206,0.369,0.302,0.013,0.008
1,32,7,0.61,0.6583,0.522,0.443,0.007,0.016
1,32,8,0.6322,0.6824,0.633,0.56,0.005,0.026
1,32,9,0.6389,0.6897,0.702,0.63,0.008,0.045
1,32,10,0.6311,0.6813,0.719,0.653,0.028,0.081
1,32,11,0.6138,0.6625,0.688,0.613,0.053,0.144
1,32,12,0.594,0.641,0.619,0.556,0.081,0.209
1,32,13,0.5787,0.6245,0.504,0.465,0.096,0.241
1,32,14,0.5735,0.6188,0.363,0.355,0.09,0.227
1,32,15,0.5801,0.626,0.221,0.238,0.075,0.195
1,32,16,0.5965,0.6438,0.099,0.121,0.071,0.161
1,32,17,0.6174,0.6665,0.023,0.037,0.078,0.161
1,32,18,0.6355,0.6861,0.0,0.0,0.076,0.161
1,32,19,0.6437,0.695,0.0,0.0,0.055,0.126
1,32,20,0.6444,0.6927,0.0,0.0,0.042,0.096
1,32,21,0.6682,0.6886,0.0,0.0,0.038,0.07
1,32,22,0.6171,0.6421,0.0,0.0,0.038,0.06
1,32,23,0.5392,0.5818,0.0,0.0,0.036,0.055
1,33,0,0.501,0.5403,0.0,0.0,0.033,0.047
1,33,1,0.4738,0.5109,0.0,0.0,0.035,0.041
1,33,2,0.4639,0.5001,0.0,0.0,0.04,0.039
1,33,3,0.4733,0.5103,0.0,0.001,0.054,0.037
1,33,4,0.5216,0.5627,0.036,0.042,0.079,0.03
1,33,5,0.5586,0.6029,0.182,0.169,0.069,0.014
1,33,6,0.5993,0.647,0.361,0.329,0.075,0.017
1,33,7,0.6359,0.6867,0.514,0.468,0.059,0.017
1,33,8,0.6624,0.7154,0.628,0.554,0.048,0.014
1,33,9,0.6756,0.7298,0.692,0.645,0.035,0.018
1,33,10,0.6761,0.7303,0.715,0.675,0.026,0.034
1,33,11,0.6676,0.7211,0.702,0.673,0.029,0.066
1,33,12,0.6555,0.708,0.649,0.621,0.027,0.1
1,33,13,0.6458,0.6975,0.555,0.541,0.029,0.129
1,33,14,0.6426,0.6941,0.423,0.429,0.044,0.145
1,33,15,0.6475,0.6994,0.249,0.284,0.069,0.14
1,33,16,0.6587,0.7115,0.099,0.127,0.088,0.105
1,33,17,0.6717,0.7257,0.023,0.032,0.098,0.087
1,33,18,0.6807,0.7354,0.0,0.0,0.109,0.078
1,33,19,0.6801,0.7348,0.0,0.0,0.135,0.057
1,33,20,0.6719,0.7236,0.0,0.0,0.165,0.042
1,33,21,0.6899,0.7135,0.0,0.0,0.194,0.039
1,33,22,0.6382,0.6652,0.0,0.0,0.224,0.05
1,33,23,0.5601,0.6047,0.0,0.0,0.245,0.06
1,34,0,0.5226,0.564,0.0,0.0,0.254,0.079
1,34,1,0.4964,0.5357,0.0,0.0,0.248,0.106
1,34,2,0.4871,0.5256,0.0,0.0,0.241,0.146
1,34,3,0.4965,0.5358,0.0,0.001,0.241,0.213
1,34,4,0.5226,0.5641,0.025,0.033,0.236,0.304
1,34,5,0.56,0.6046,0.19,0.176,0.145,0.166
1,34,6,0.6011,0.6492,0.374,0.347,0.149,0.15
1,34,7,0.6381,0.6893,0.529,0.493,0.116,0.21
1,34,8,0.665,0.7185,0.641,0.605,0.094,0.233
1,34,9,0.6787,0.7334,0.71,0.671,0.078,0.22
1,34,10,0.6797,0.7345,0.737,0.702,0.066,0.189
1,34,11,0.6716,0.7258,0.724,0.695,0.061,0.155
1,34,12,0.6601,0.7133,0.672,0.65,0.066,0.132
1,34,13,0.6509,0.7034,0.579,0.561,0.075,0.121
1,34,14,0.6483,0.7005,0.445,0.434,0.091,0.127
1,34,15,0.6538,0.7065,0.276,0.279,0.119,0.148
1,34,16,0.6655,0.7192,0.097,0.124,0.16,0.215
1,34,17,0.6792,0.734,0.019,0.033,0.184,0.25
1,34,18,0.6887,0.7444,0.0,0.0,0.224,0.317
1,34,19,0.6887,0.7443,0.0,0.0,0.29,0.371
1,34,20,0.6788,0.7325,0.0,0.0,0.342,0.385
1,34,21,0.6956,0.7218,0.0,0.0,0.367,0.376
1,34,22,0.6477,0.6757,0.0,0.0,0.364,0.358
1,34,23,0.5708,0.6166,0.0,0.0,0.357,0.352
1,35,0,0.5338,0.5764,0.0,0.0,0.346,0.379
1,35,1,0.5081,0.5486,0.0,0.0,0.341,0.429
1,35,2,0.4992,0.5389,0.0,0.0,0.341,0.489
1,35,3,0.509,0.5496,0.0,0.001,0.368,0.578
1,35,4,0.5354,0.5783,0.03,0.041,0.382,0.627
1,35,5,0.5731,0.6191,0.187,0.171,0.263,0.412
1,35,6,0.6144,0.6639,0.364,0.33,0.355,0.274
1,35,7,0.6516,0.7043,0.515,0.454,0.384,0.474
1,35,8,0.6787,0.7337,0.624,0.51,0.331,0.586
1,35,9,0.6925,0.7487,0.689,0.559,0.265,0.623
1,35,10,0.6936,0.7498,0.712,0.623,0.23,0.631
1,35,11,0.6855,0.7411,0.694,0.672,0.229,0.633
1,35,12,0.674,0.7286,0.628,0.642,0.258,0.637
1,35,13,0.6647,0.7185,0.519,0.562,0.307,0.638
1,35,14,0.6619,0.7155,0.38,0.443,0.369,0.622
1,35,15,0.6671,0.7212,0.227,0.292,0.429,0.589
1,35,16,0.6786,0.7337,0.1,0.13,0.439,0.538
1,35,17,0.6918,0.748,0.024,0.03,0.462,0.522
1,35,18,0.701,0.758,0.0,0.0,0.527,0.582
1,35,19,0.7005,0.7574,0.0,0.0,0.535,0.637
1,35,20,0.6922,0.7463,0.0,0.0,0.556,0.657
1,35,21,0.7102,0.7361,0.0,0.0,0.577,0.644
1,35,22,0.6584,0.6877,0.0,0.0,0.599,0.662
1,35,23,0.5802,0.6271,0.0,0.0,0.607,0.675
1,36,0,0.5424,0.5861,0.0,0.0,0.599,0.685
1,36,1,0.5159,0.5574,0.0,0.0,0.583,0.688
1,36,2,0.5062,0.5468,0.0,0.0,0.573,0.692
1,36,3,0.5151,0.5565,0.0,0.001,0.556,0.664
1,36,4,0.5407,0.5842,0.044,0.034,0.437,0.538
1,36,5,0.5774,0.624,0.175,0.177,0.455,0.548
1,36,6,0.6177,0.6678,0.327,0.349,0.657,0.632
1,36,7,0.6539,0.7071,0.478,0.5,0.692,0.677
1,36,8,0.68,0.7353,0.565,0.614,0.677,0.701
1,36,9,0.6927,0.7492,0.612,0.688,0.626,0.695
1,36,10,0.6927,0.7492,0.618,0.721,0.561,0.67
1,36,11,0.6836,0.7393,0.577,0.715,0.5,0.64
1,36,12,0.6709,0.7256,0.497,0.669,0.444,0.607
1,36,13,0.6605,0.7143,0.409,0.584,0.405,0.579
1,36,14,0.6567,0.7101,0.33,0.461,0.381,0.566
1,36,15,0.6608,0.7146,0.225,0.303,0.403,0.578
1,36,16,0.6712,0.7259,0.105,0.131,0.417,0.585
1,36,17,0.6834,0.7392,0.026,0.027,0.397,0.576
1,36,18,0.6915,0.748,0.0,0.0,0.469,0.609
1,36,19,0.69,0.7463,0.0,0.0,0.552,0.636
1,36,20,0.6803,0.7338,0.0,0.0,0.551,0.62
1,36,21,0.6971,0.7224,0.0,0.0,0.555,0.599
1,36,22,0.6449,0.6733,0.0,0.0,0.563,0.567
1,36,23,0.566,0.6119,0.0,0.0,0.553,0.54
1,37,0,0.5273,0.57,0.0,0.0,0.525,0.522
1,37,1,0.5001,0.5405,0.0,0.0,0.489,0.516
1,37,2,0.4896,0.5291,0.0,0.0,0.459,0.509
1,37,3,0.4979,0.5381,0.0,0.001,0.424,0.507
1,37,4,0.5228,0.5651,0.035,0.028,0.305,0.406
1,37,5,0.5589,0.6043,0.188,0.18,0.178,0.287
1,37,6,0.5988,0.6475,0.366,0.357,0.108,0.379
1,37,7,0.6346,0.6864,0.516,0.508,0.038,0.338
