zone,type,2023,2025,2030,2035,2040,2045,2050
BiH,Energy,11597.3028365,12506.0998355,13949.3565875,15645.284407500001,18089.168376,21536.024133,25605.917590499997
BiH,Peak,1914.639994,2064.6765251,2302.9489178,2582.93567675,2986.4051784499998,3555.45886045,4227.3720548
