zone,type,2023,2025,2030,2035,2040,2045,2050
BiH,Energy,29334.3542335,31633.076054499998,35283.6666625,39573.3664425,45754.955303999996,54473.472807,64767.90919949999
BiH,Peak,4842.912926,5222.4170929,5825.1060861999995,6533.307888249999,7553.8483925499995,8993.21947055,10692.7646092
