c,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
MEXICO,0,0,156.41999999999999,167.33806399779232,162.33331961634516,161.52685109634706,160.72038257634898,151.47191147151983,142.22344036669065,138.96311823861896,135.7027961105473,133.21624693043589,130.72969775032448,127.6417821018218,124.55386645331913,120.65842896597543,116.76299147863173,113.7784357971249,110.79388011561808,105.76193772757946,100.72999533954084,95.585219258671231,90.440443177801612,85.211041827307611,77.804563059998529,70.767886288151274,63.731209516304013,57.187602071739185,50.643994627174358,45.784624469825289,40.925254312476227,35.96336950244352,31.001484692410809,25.962713892864315,21.042704538774498,15.918295116322394,10.793885693870292,5.3969428469351461,0
