zext,q,d,year,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Bulgaria,Q1,d1,2024,61.073,92.005,70.134,137.591,147.937,166.910,191.002,186.008,158.244,150.342,154.013,153.859,152.497,159.162,168.194,185.689,216.872,239.419,223.383,192.277,183.950,150.342,150.342,149.917
Bulgaria,Q1,d1,2025,60.208,90.687,69.137,135.604,145.798,164.493,188.232,183.311,155.955,148.168,151.786,151.633,150.291,156.859,165.759,182.997,213.722,235.938,220.138,189.488,181.283,148.168,148.168,147.750
Bulgaria,Q1,d1,2026,59.347,89.373,68.143,133.624,143.667,162.084,185.471,180.623,153.673,146.002,149.565,149.415,148.093,154.563,163.331,180.313,210.583,232.469,216.903,186.708,178.625,146.002,146.002,145.589
Bulgaria,Q1,d1,2027,58.488,88.063,67.152,131.649,141.541,159.682,182.717,177.942,151.397,143.841,147.351,147.203,145.901,152.274,160.910,177.637,207.452,229.010,213.677,183.936,175.975,143.841,143.841,143.435
Bulgaria,Q1,d1,2028,57.632,86.757,66.164,129.681,139.423,157.287,179.973,175.270,149.128,141.688,145.144,144.999,143.716,149.992,158.497,174.970,204.332,225.562,210.462,181.173,173.333,141.688,141.688,141.287
Bulgaria,Q1,d1,2029,56.779,85.456,65.180,127.720,137.311,154.901,177.238,172.607,146.868,139.542,142.945,142.802,141.539,147.719,156.092,172.312,201.222,222.125,207.258,178.420,170.700,139.542,139.542,139.148
Bulgaria,Q1,d1,2030,55.929,84.160,64.199,125.766,135.209,152.525,174.514,169.955,144.616,137.404,140.755,140.613,139.370,145.454,153.697,169.664,198.125,218.703,204.067,175.677,168.077,137.404,137.404,137.016
Bulgaria,Q1,d1,2031,57.609,86.722,66.137,129.628,139.366,157.223,179.899,175.198,149.067,141.630,145.085,144.939,143.657,149.931,158.432,174.898,204.247,225.468,210.375,181.099,173.261,141.630,141.630,141.230
Bulgaria,Q1,d1,2032,59.386,89.432,68.188,133.713,143.763,162.192,185.595,180.744,153.775,146.100,149.665,149.515,148.192,154.667,163.440,180.434,210.724,232.625,217.049,186.833,178.745,146.100,146.100,145.687
Bulgaria,Q1,d1,2033,61.270,92.305,70.361,138.044,148.425,167.461,191.634,186.623,158.767,150.839,154.522,154.367,153.000,159.688,168.750,186.304,217.591,240.213,224.124,192.914,184.559,150.839,150.839,150.412
Bulgaria,Q1,d1,2034,63.270,95.356,72.669,142.643,153.375,173.055,198.047,192.866,164.067,155.870,159.678,159.518,158.105,165.019,174.388,192.535,224.882,248.270,231.636,199.369,190.732,155.870,155.870,155.429
Bulgaria,Q1,d1,2035,65.398,98.601,75.124,147.534,158.640,179.005,204.867,199.506,169.704,161.222,165.162,164.996,163.534,170.689,180.385,199.163,232.636,256.838,239.625,206.236,197.297,161.222,161.222,160.766
Bulgaria,Q1,d1,2036,68.203,102.879,78.361,153.982,165.581,186.850,213.858,208.260,177.136,168.277,172.393,172.219,170.692,178.165,188.290,207.902,242.860,268.135,250.159,215.288,205.953,168.277,168.277,167.801
Bulgaria,Q1,d1,2037,71.249,107.525,81.876,160.987,173.120,195.370,223.625,217.768,185.208,175.941,180.246,180.065,178.467,186.285,196.877,217.394,253.964,280.406,261.600,225.120,215.355,175.941,175.941,175.442
Bulgaria,Q1,d1,2038,74.571,112.591,85.709,168.624,181.341,204.661,234.274,228.136,194.010,184.297,188.810,188.619,186.945,195.138,206.240,227.744,266.072,293.786,274.075,235.842,225.606,184.297,184.297,183.775
Bulgaria,Q1,d1,2039,78.206,118.135,89.903,176.981,190.336,214.827,245.927,239.480,203.641,193.441,198.179,197.980,196.222,204.826,216.485,239.068,279.321,308.426,287.726,247.573,236.824,193.441,193.441,192.892
Bulgaria,Q1,d1,2040,82.202,124.229,94.514,186.167,200.224,226.002,258.736,251.951,214.229,203.492,208.480,208.270,206.419,215.476,227.748,251.517,293.886,324.520,302.732,260.469,249.155,203.492,203.492,202.915
Bulgaria,Q1,d1,2041,83.059,125.536,95.502,188.137,202.344,228.398,261.483,254.624,216.499,205.647,210.688,210.476,208.605,217.759,230.162,254.186,297.008,327.970,305.949,263.234,251.798,205.647,205.647,205.064
Bulgaria,Q1,d1,2042,83.934,126.871,96.512,190.149,204.510,230.845,264.288,257.356,218.817,207.849,212.944,212.730,210.839,220.091,232.629,256.913,300.198,331.495,309.236,266.058,254.499,207.849,207.849,207.259
Bulgaria,Q1,d1,2043,84.828,128.233,97.543,192.203,206.721,233.345,267.153,260.145,221.185,210.097,215.248,215.031,213.120,222.473,235.148,259.697,303.455,335.094,312.592,268.942,257.257,210.097,210.097,209.500
Bulgaria,Q1,d1,2044,85.742,129.627,98.598,194.304,208.983,235.901,270.083,262.997,223.607,212.396,217.604,217.385,215.452,224.909,237.724,262.545,306.787,338.776,316.024,271.892,260.078,212.396,212.396,211.793
Bulgaria,Q1,d1,2045,86.676,131.052,99.676,196.452,211.295,238.514,273.077,265.913,226.082,214.746,220.012,219.790,217.836,227.399,240.357,265.455,310.192,342.538,319.532,274.907,262.961,214.746,214.746,214.136
Bulgaria,Q1,d1,2046,87.632,132.510,100.778,198.649,213.660,241.186,276.141,268.895,228.614,217.149,222.475,222.251,220.275,229.946,243.050,268.432,313.675,346.387,323.121,277.991,265.909,217.149,217.149,216.533
Bulgaria,Q1,d1,2047,88.609,134.000,101.906,200.896,216.079,243.920,279.275,271.946,231.204,219.608,224.995,224.768,222.770,232.551,245.805,271.478,317.238,350.324,326.792,281.146,268.926,219.608,219.608,218.985
Bulgaria,Q1,d1,2048,89.609,135.525,103.059,203.194,218.552,246.715,282.479,275.065,233.853,222.123,227.572,227.342,225.321,235.215,248.623,274.592,320.881,354.350,330.546,284.372,272.011,222.123,222.123,221.492
Bulgaria,Q1,d1,2049,90.633,137.086,104.241,205.548,221.086,249.579,285.761,278.260,236.565,224.698,230.211,229.979,227.933,237.944,251.508,277.782,324.613,358.474,334.391,287.676,275.170,224.698,224.698,224.060
Bulgaria,Q1,d1,2050,91.680,138.684,105.450,207.956,223.678,252.508,289.119,281.530,239.341,227.333,232.911,232.677,230.607,240.736,254.461,281.045,328.431,362.693,338.325,291.057,278.403,227.333,227.333,226.687
Bulgaria,Q1,d1,2051,91.680,138.684,105.450,207.956,223.678,252.508,289.119,281.530,239.341,227.333,232.911,232.677,230.607,240.736,254.461,281.045,328.431,362.693,338.325,291.057,278.403,227.333,227.333,226.687
Bulgaria,Q1,d1,2052,91.680,138.684,105.450,207.956,223.678,252.508,289.119,281.530,239.341,227.333,232.911,232.677,230.607,240.736,254.461,281.045,328.431,362.693,338.325,291.057,278.403,227.333,227.333,226.687
Bulgaria,Q1,d1,2053,91.680,138.684,105.450,207.956,223.678,252.508,289.119,281.530,239.341,227.333,232.911,232.677,230.607,240.736,254.461,281.045,328.431,362.693,338.325,291.057,278.403,227.333,227.333,226.687
Bulgaria,Q1,d2,2024,84.528,77.485,74.056,88.991,112.590,183.805,180.434,171.092,176.135,179.748,169.769,165.818,168.320,211.240,293.854,352.163,320.449,308.393,248.770,249.272,185.766,176.038,135.379,137.243
Bulgaria,Q1,d2,2025,83.319,76.380,73.001,87.717,110.970,181.141,177.819,168.614,173.583,177.143,167.310,163.417,165.882,208.173,289.575,347.028,315.779,303.900,245.152,245.647,183.073,173.488,133.424,135.262
Bulgaria,Q1,d2,2026,82.115,75.279,71.950,86.447,109.356,178.485,175.212,166.144,171.039,174.546,164.860,161.024,163.453,205.116,285.310,341.911,311.125,299.423,241.547,242.034,180.388,170.945,131.477,133.286
Bulgaria,Q1,d2,2027,80.914,74.181,70.902,85.181,107.746,175.836,172.613,163.681,168.502,171.957,162.416,158.638,161.030,202.067,281.057,336.807,306.484,294.957,237.951,238.431,177.711,168.410,129.534,131.317
Bulgaria,Q1,d2,2028,79.717,73.086,69.857,83.919,106.141,173.196,170.022,161.226,165.974,169.376,159.980,156.260,158.615,199.029,276.817,331.721,301.858,290.507,234.367,234.839,175.043,165.883,127.598,129.354
Bulgaria,Q1,d2,2029,78.524,71.995,68.816,82.662,104.541,170.565,167.440,158.779,163.454,166.804,157.552,153.889,156.209,196.000,272.593,326.651,297.248,286.071,230.795,231.260,172.383,163.365,125.669,127.397
Bulgaria,Q1,d2,2030,77.336,70.909,67.779,81.409,102.948,167.945,164.868,156.342,160.945,164.242,155.135,151.529,153.812,192.985,268.385,321.603,292.657,281.654,227.237,227.696,169.735,160.857,123.747,125.449
Bulgaria,Q1,d2,2031,79.685,73.056,69.829,83.885,106.097,173.125,169.952,161.160,165.906,169.306,159.914,156.195,158.550,198.947,276.703,331.583,301.733,290.387,234.270,234.742,174.970,165.815,127.546,129.301
Bulgaria,Q1,d2,2032,82.169,75.329,71.997,86.504,109.428,178.604,175.329,166.255,171.154,174.663,164.970,161.132,163.562,205.254,285.502,342.141,311.335,299.624,241.709,242.197,180.509,171.060,131.564,133.375
Bulgaria,Q1,d2,2033,84.803,77.737,74.297,89.281,112.960,184.413,181.031,171.658,176.718,180.343,170.330,166.366,168.876,211.940,294.831,353.335,321.514,309.418,249.596,250.100,186.381,176.621,135.825,137.696
Bulgaria,Q1,d2,2034,87.600,80.295,76.738,92.230,116.710,190.581,187.084,177.394,182.625,186.373,176.021,171.923,174.518,219.040,304.736,365.220,332.322,319.816,257.970,258.491,192.615,182.525,140.348,142.282
