z,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
ALGERIA,Q1,d1,0.73395458721617,0.745439033993962,0.738220238876493,0.749376558603491,0.727457671610448,0.71735135844599,0.709410683816774,0.734151463446647,0.851030318939493,0.932340202126263,0.907796298726867,0.80089250557816,0.697007481296758,0.63183488646804,0.574707966924793,0.543535897099357,0.525370783567397,0.522391389946187,0.52323139519622,0.536579603622523,0.599488121800761,0.6891324320777,0.70573566084788,0.729032681454259
ALGERIA,Q1,d2,0.466485103031894,0.435234282714267,0.418631053944087,0.41459509121932,0.416202913768211,0.443890274314214,0.465454784092401,0.472798267489172,0.541895261845386,0.577313295708098,0.582222076387977,0.580102375639848,0.560972568578554,0.562239138994619,0.549803123769524,0.530483003018769,0.518112613203833,0.505519096994356,0.52476046725292,0.659535372096076,0.682963643522772,0.653077831736448,0.622601391258695,0.541219320120751
ALGERIA,Q1,d3,0.563899024368902,0.544834696883522,0.535434950635108,0.539850009479226,0.566423998483324,0.589560528503303,0.611075600472503,0.625048562803517,0.643966108121509,0.657449796561228,0.636613218415949,0.613039841915679,0.587038179405288,0.574173338583366,0.558731679572997,0.552337650026979,0.559213734669175,0.57946712166951,0.622946143413396,0.698243936941273,0.715490659316621,0.69004163567689,0.645404179609456,0.599572341077131
ALGERIA,Q2,d1,0.673972962331015,0.635076781729886,0.61292164326027,0.598858117863237,0.586468040425253,0.555985037406484,0.520127313295708,0.563131644572779,0.639585247407796,0.689591809948812,0.715120094500591,0.734413965087282,0.756464102900643,0.82189263682898,0.854639716498228,0.84236776479853,0.777201732510828,0.712298201863762,0.68250426565166,0.672857330358315,0.770901693135582,0.899002493765586,0.867633547709673,0.769720435752723
ALGERIA,Q2,d2,0.432215513846962,0.406017850111563,0.397479984249902,0.396331539572122,0.396968106050663,0.4037603360021,0.396843417771361,0.397224045150282,0.441803386271164,0.485437721485759,0.495255282845518,0.495563722273264,0.482543640897756,0.462029137682111,0.450144375902349,0.445845911536947,0.446692479327996,0.425082031762698,0.446384039900249,0.569608872555454,0.655755348470928,0.62963643522772,0.561274445465284,0.491265257907862
ALGERIA,Q2,d3,0.497036471862564,0.465587909924437,0.45098704943829,0.445315860147203,0.449805143012913,0.4478801550202,0.436370179236697,0.476412208345533,0.534452186480011,0.578576693027408,0.591899372448001,0.598034627139496,0.5918046843562,0.59522073936039,0.589013008254379,0.580573868971297,0.568665308965873,0.546877817024818,0.550458224017746,0.61228197580081,0.698768117300733,0.704698707251536,0.64877590581095,0.560970909914341
ALGERIA,Q3,d1,0.971649822811393,0.909108806930043,0.855492846830293,0.831605197532485,0.762107888174301,0.705670035437721,0.65651660322877,0.650630003937525,0.687951174694842,0.748064050400315,0.835017718860743,0.899264995406221,0.9601653760336,0.98674366714792,0.991337445859037,0.985299908124426,0.964693529334558,0.952552828455178,0.93529334558341,0.948221551384696,0.999606247539047,1.0,0.999278120488253,0.994946843417771
ALGERIA,Q3,d2,0.971649822811393,0.909108806930043,0.855492846830293,0.831605197532485,0.762107888174301,0.705670035437721,0.65651660322877,0.650630003937525,0.687951174694842,0.748064050400315,0.835017718860743,0.899264995406221,0.9601653760336,0.98674366714792,0.991337445859037,0.985299908124426,0.964693529334558,0.952552828455178,0.93529334558341,0.948221551384696,0.999606247539047,1.0,0.999278120488253,0.994946843417771
ALGERIA,Q3,d3,0.694973093581835,0.655341908386927,0.636080850505316,0.62088856805355,0.61723979524872,0.602953143457147,0.571393883711773,0.549914686966794,0.578166426040163,0.63142144638404,0.646390602441265,0.664391652447828,0.683291770573566,0.701929387058669,0.698648116550728,0.690510565691036,0.655866911668198,0.638988056175351,0.639440871505447,0.702913768211051,0.756857855361596,0.745176532353327,0.694054337839611,0.645189657435359
ALGERIA,Q4,d1,0.583823336395852,0.550026250164063,0.535155532222076,0.529807061294133,0.53387583672398,0.547453734085838,0.612219451371571,0.664063525397034,0.695891849324058,0.728704554403465,0.734807717548235,0.729754560966006,0.718663866649167,0.7278514240714,0.724963906024413,0.715185719910749,0.711051319070744,0.756201601260008,0.917180732379577,0.938837117731986,0.911208820055125,0.807323795773724,0.703045019031369,0.643286520540753
ALGERIA,Q4,d2,0.44813623835149,0.417791048694054,0.406949730935818,0.402316576978606,0.398608741304633,0.420691691823074,0.499632497703111,0.549205932537078,0.53138863367896,0.487688673054207,0.473854836592729,0.47877674235464,0.481788948680929,0.48451240320252,0.477411733823336,0.473520147000919,0.494769654810343,0.537137419608873,0.661701010631316,0.680732379577372,0.666294789342433,0.63150019687623,0.550584066150413,0.485247407796299
ALGERIA,Q4,d3,0.513062095904404,0.490560640732266,0.479172206782814,0.473855692576339,0.475526073260784,0.495469136084274,0.5334773050212,0.572258997814388,0.594983294053196,0.622384542077301,0.621771586480024,0.618654807489286,0.605881962713354,0.604348254078762,0.596752826172555,0.591798892357208,0.593336024926243,0.628360377659969,0.743941633330861,0.778820968174529,0.749828803277847,0.687433732602133,0.6210753864766,0.556594854397188
BAHRAIN,Q1,d1,0.515779493430855,0.49823919815793,0.479208993634024,0.458192243442142,0.447333965416046,0.421554020497539,0.43329269944467,0.457966499616235,0.475642241184704,0.494198383674206,0.50672716601201,0.516953361325568,0.526163709422547,0.538940809968847,0.553456137974626,0.544652128764278,0.523635378572396,0.528534019594564,0.544968170120547,0.535035441780667,0.534967718632895,0.54011467786356,0.539414872003251,0.525599349857781
BAHRAIN,Q1,d2,0.242561740936385,0.23741478170572,0.22605986726263,0.225190753532891,0.226217887940765,0.23208722741433,0.225667073005553,0.237166463497223,0.247482956341144,0.266039098830647,0.27538489322317,0.283015034538805,0.270553975348774,0.258183213689106,0.251049708790465,0.249153460652851,0.257393110298433,0.335974536096438,0.323129712402366,0.311797372341866,0.296243622736918,0.283556819720981,0.260643821391485,0.245880175177209
BAHRAIN,Q1,d3,0.294291189469301,0.279402405927531,0.267669044501633,0.262989073998826,0.26898116794839,0.282814624186695,0.294302125503534,0.30974786922911,0.326762181387672,0.348011698546711,0.360950582168244,0.37261275904104,0.36975133063444,0.359251232812116,0.35685383338099,0.35941151092851,0.369261466532224,0.437043809351814,0.431556980249923,0.415534937619456,0.398638513903311,0.374485680316643,0.342484486382631,0.318525040006822
BAHRAIN,Q2,d1,0.869271750417626,0.826019233373967,0.790690324619622,0.769267235541108,0.719784188902433,0.701363492708474,0.736805273375773,0.780825319427514,0.827757460833446,0.853266513160865,0.888798591358526,0.939094315770464,0.96807982301684,0.981737324484175,0.989164296356495,0.985936159646034,0.955844507652716,0.89886676599395,0.946927626529414,0.956205697774166,0.940764820082171,0.938913720709739,0.957673032642557,0.936272517946634
BAHRAIN,Q2,d2,0.436543410537722,0.409431577046368,0.394351889475823,0.374689602239379,0.364847171429861,0.327825183981218,0.341843875570003,0.365637274820534,0.397534877421102,0.421395999819405,0.429161587430584,0.434240823513477,0.429793670143122,0.420763917106867,0.404984423676012,0.39958914623685,0.387534425933451,0.426700979728204,0.450652399656869,0.445821481782473,0.440200460517405,0.439162038918236,0.444150977470766,0.444557316357398
BAHRAIN,Q2,d3,0.636562115026154,0.617384804910201,0.600666117935521,0.58646831970684,0.561456896076969,0.541882425669504,0.555674133081691,0.576472333481679,0.594509513241736,0.611952068880147,0.624882972912229,0.640351882529859,0.657477404531448,0.671736228014164,0.684534414522224,0.66902085227969,0.638502023508118,0.618676009980358,0.64702596153226,0.645432358963444,0.642304690659018,0.651986868159156,0.661732055474436,0.658519299112554
BAHRAIN,Q3,d1,0.877759718271705,0.895277439162039,0.873109395458034,0.837306424669285,0.799765226421057,0.756332114316673,0.776220145379024,0.8165379926859,0.874418709648291,0.920967086550183,0.959524132014989,0.97905097295589,0.997291074089124,0.999097024696375,1.0,0.997065330263217,0.974581245202944,0.95530272247054,0.975597092419522,0.970427558806267,0.951329631134588,0.909228407603052,0.899408551176125,0.88891146327148
BAHRAIN,Q3,d2,0.877759718271705,0.895277439162039,0.873109395458034,0.837306424669285,0.799765226421057,0.756332114316673,0.776220145379024,0.8165379926859,0.874418709648291,0.920967086550183,0.959524132014989,0.97905097295589,0.997291074089124,0.999097024696375,1.0,0.997065330263217,0.974581245202944,0.95530272247054,0.975597092419522,0.970427558806267,0.951329631134588,0.909228407603052,0.899408551176125,0.88891146327148
BAHRAIN,Q3,d3,0.714772675967312,0.707706894216443,0.69944467018827,0.683552304844462,0.647568738994988,0.634295002031694,0.639216217436453,0.653280057790419,0.675244932051108,0.69447830601833,0.699376947040498,0.695449004469728,0.725924420967087,0.733306244074225,0.729558896564179,0.710686712718407,0.690888979186419,0.686577272111608,0.673100365704998,0.674364531130074,0.676215630502506,0.694410582870558,0.719535870693937,0.746850873628606
BAHRAIN,Q4,d1,0.78565623730191,0.755090523274188,0.726737098740349,0.701137748882568,0.67741207277981,0.63057022890424,0.637952052011377,0.658381868255903,0.6827396270712,0.698564269267236,0.723260643821391,0.767416136168676,0.805070206329857,0.845365479254142,0.883380739536774,0.839834755519437,0.78211205923518,0.830285791683597,0.842159916926272,0.838615738859542,0.84848074405165,0.860016253555465,0.835613345974987,0.807688834710371
BAHRAIN,Q4,d2,0.27642331482234,0.258747573253872,0.245496410673168,0.242629464084157,0.246444534741975,0.252155853537406,0.242787484762292,0.254458440561651,0.277529459569281,0.305928032868301,0.333604225924421,0.355185335681069,0.333536502776649,0.310691227594925,0.300465032281367,0.291819043749153,0.349632037563773,0.387286107724954,0.401169353018195,0.376743871055127,0.369520068626123,0.345749243758183,0.323378030610863,0.286107724953722
