z,q,d,y,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
BAHRAIN,Q3,d2,2022,3880.67104817656,3958.11879483667,3860.11146594463,3701.82264351817,3535.84892870404,3343.82642280965,3431.75356818021,3610.00315005515,3865.90008618469,4071.69551609853,4242.16040178856,4328.49068640325,4409.13215457511,4417.11645835451,4421.1086102442,4408.13411660269,4308.72953454925,4223.49709170423,4313.22070542516,4290.36563585665,4205.93162338957,4019.79754153248,3976.38288973203,3929.97412401431
BAHRAIN,Q3,d2,2023,4020.2068187137,4100.43932369844,3998.90798362754,3834.9276319448,3662.98606520559,3464.05908119702,3555.14778853151,3739.80662088042,4004.90474302073,4218.09987868896,4394.69410357806,4484.12853245925,4567.66959435059,4575.94098661705,4580.07668275029,4566.63567031728,4463.65683659974,4375.35972415519,4468.30949474963,4444.63263438687,4357.16266116896,4164.33582895691,4119.36013350799,4071.28266595914
BAHRAIN,Q3,d2,2024,4164.75982235761,4247.87721613251,4142.69515339159,3972.81862436196,3794.69462198095,3588.61489824009,3682.97884658505,3874.27738431955,4148.907535916,4369.76844566323,4552.71240000283,4645.3625876514,4731.90750281908,4740.47630630103,4744.76070804201,4730.83640238384,4624.15479903358,4532.68282186378,4628.97475099217,4604.4465510251,4513.83145420349,4314.07122303056,4267.47835409747,4217.67218385864
BAHRAIN,Q3,d2,2025,3522.50002612695,3487.58879593457,3446.72972652423,3368.20100873346,3190.45543674164,3125.02920534407,3149.33776562617,3218.72922316905,3327.25573875475,3422.24876510537,3446.38492425072,3426.98979636607,3577.49598875099,3613.95882917414,3595.51190754163,3502.24289255853,3404.49144801986,3383.19990763093,3316.56686827609,3322.85950976756,3331.91056944706,3421.81776226349,3545.94658072529,3680.76426966574
BAHRAIN,Q3,d2,2026,3658.22589608877,3621.96949710884,3579.5360820064,3497.98156479475,3313.38725690186,3245.44007955428,3270.68527588105,3342.75046397697,3455.45862771952,3554.11184173405,3579.17799411524,3559.0355502375,3715.34091472876,3753.20870921891,3734.05100704186,3637.18823248313,3535.67031533932,3513.5583880602,3444.35790309357,3450.89300710723,3460.29281425018,3553.6642318701,3682.57587268764,3822.58823813113
BAHRAIN,Q3,d2,2027,3799.18143578523,3761.52803715825,3717.45961506149,3632.76271098943,3441.05577773304,3370.49051956544,3396.70844157237,3471.55038205317,3588.60131753803,3691.05575034528,3717.08772964295,3696.16917485018,3858.49716004206,3897.82404305246,3877.92817316068,3777.33316744612,3671.90365129057,3648.93972669584,3577.07286956335,3583.85977845167,3593.6217706883,3690.59089357211,3824.46964424582,3969.87684289422
BAHRAIN,Q3,d2,2028,3945.56815024659,3906.46392401201,3860.6974962708,3772.73712565425,3573.64350961548,3500.35929304252,3527.58742093919,3605.31310518323,3726.87414426801,3833.27626108408,3860.3112816907,3838.58671156038,4007.16937577168,4048.01156761669,4027.34908758162,3922.87804366603,3813.38621020921,3789.53745988837,3714.90149228508,3721.94990837181,3732.08804109929,3832.79349285896,3971.83074169302,4122.84064251002
BAHRAIN,Q3,d2,2029,4097.59530871753,4056.98435286322,4009.45449341891,3918.10491123798,3711.33999525874,3635.23205576881,3663.50931391922,3744.22985580248,3870.4747778286,3980.97668733836,4009.05339755862,3986.49175541734,4161.5700984337,4203.98598565932,4182.52735713383,4074.03092692552,3960.32025053345,3935.55258116057,3858.04080615962,3865.36080560991,3875.88957194251,3980.47531751299,4124.86982721721,4281.69830859041
BAHRAIN,Q3,d2,2030,4267.37365700718,4224.88490000656,4175.20698069975,4079.64766600064,3863.4881341876,3783.92268619214,3813.48710646253,3897.89918073183,4029.8081924847,4145.40022911567,4174.72231807237,4151.21618064427,4334.33787669067,4378.6037299917,4356.14769492293,4242.73664011519,4123.75196509254,4097.82251452752,4016.88385575448,4024.47690358348,4035.54336690874,4144.91556648828,4295.96875202281,4459.78472007843
BAHRAIN,Q3,d2,2031,4431.80034196205,4387.6744455818,4336.08238042239,4236.84105833525,4012.35265773917,3929.72146394726,3960.42503443238,4048.08960043496,4185.08121410215,4305.12714132674,4335.57904320132,4311.16718797955,4501.3447680062,4547.31623419703,4523.99494295423,4406.21403322445,4282.64474545239,4255.71620412528,4171.65888820702,4179.54450467041,4191.03737121812,4304.62380410567,4461.49723800503,4631.62521872582
BAHRAIN,Q3,d2,2032,4602.562571188,4556.73645461481,4503.15648941993,4400.09128807757,4166.95309805885,4081.1380318524,4113.02464528546,4204.06702516945,4346.33707909343,4471.00851030299,4502.63375805217,4477.28128671605,4674.78662183281,4722.52942008777,4698.30953338179,4575.99039332712,4447.65984254327,4419.69371436838,4332.3975759533,4340.58703404813,4352.52273361186,4470.48577893524,4633.40372188554,4810.08692418673
BAHRAIN,Q3,d2,2033,4779.90446029937,4732.31261214557,4676.6681509011,4569.63173195442,4327.51046644189,4238.38884965197,4271.50409000234,4366.05443471855,4513.8063131124,4643.28147415442,4676.12527810847,4649.79594766596,4854.91138448095,4904.49376620773,4879.34066014925,4752.30842667407,4619.03315608365,4589.989461678,4499.32970530897,4507.83471239348,4520.23030782518,4642.73860136179,4811.93395506448,4995.42495897308
BAHRAIN,Q3,d2,2034,4964.07953095845,4914.65391560923,4856.86541097088,4745.70475895922,4494.25428999625,4401.6987175267,4436.08992516513,4534.28340052623,4687.72832422449,4822.19230818787,4856.30162068172,4828.95779165772,5041.97655590999,5093.46940231945,5067.34711892195,4935.42019125976,4797.00967527229,4766.84689480252,4672.6939165137,4681.52663104378,4694.39984264615,4821.62851789871,4997.34315801858,5187.90427575285
BAHRAIN,Q3,d2,2035,5155.35107330102,5104.02103365317,5044.0058732284,4928.56207683409,4667.42293976631,4571.30109745997,4607.01743683471,4708.99441674347,4868.3517451559,5007.99677697354,5043.42035946816,5015.02294209644,5236.24955784107,5289.72648127648,5262.59767705195,5125.5874571554,4981.84382901608,4950.51884284315,4852.73804488279,4861.91109379324,4875.2803246521,5007.41126321329,5189.89638515528,5387.80003611695
BAHRAIN,Q3,d2,2036,5353.99252232657,5300.68467877958,5238.35706702788,5118.46509190224,4847.2639714997,4747.43844698681,4784.53097690733,4890.43724403015,5055.93478873021,5200.96049997686,5237.74899276689,5208.25739110876,5438.00811605367,5493.5455652243,5465.37145779832,5323.08208072613,5173.79984965254,5141.26787668945,5039.71947510375,5049.24597185929,5063.13033415195,5200.35242571586,5389.86890372512,5595.3980039405
BAHRAIN,Q3,d2,2037,5560.2878487913,5504.9259943465,5440.19682992911,5315.68528276524,5034.03447954417,4930.36256580249,4968.88431243138,5078.87126660403,5250.74561700014,5401.35933127867,5439.56532588601,5408.93737979583,5647.54065741248,5705.21802668196,5675.95833935182,5528.18639326723,5373.15215068702,5339.36668438136,5233.90550918423,5243.79907252608,5258.21841484345,5400.72782723557,5597.546587334,5810.99495390063
BAHRAIN,Q3,d2,2038,5774.53196516258,5717.03695648031,5649.81370488412,5520.5045883991,5228.00146438057,5120.33495572651,5160.34098838375,5274.56586304719,5453.0627246026,5609.47975392641,5649.15786828319,5617.34979313767,5865.14672219224,5925.04646507795,5894.65936923446,5741.19360461488,5580.1857190845,5545.09846093429,5435.57374857758,5445.84852199228,5460.8234577137,5608.82391732547,5813.22632461795,6034.89909573513
