z,q,d,y,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
LIBYA,Q2,d2,2031,6808.39774213343,6667.21723154796,6510.49391245766,6411.149461431,6407.13423590059,6483.94161459526,6607.63646561281,6689.88382728416,6829.12148680653,7053.84459310543,7085.57782713611,6972.24484845511,6831.06433786963,6695.06476345243,6652.32204006417,6682.11242303175,6875.10229529996,7061.61599735784,7104.3587207461,7590.07148652182,7550.56684823872,7355.6341249074,7158.11093349195,7019.52089099061
LIBYA,Q2,d2,2032,6995.27640493781,6850.2207351693,6689.19563386663,6587.12435064419,6582.99891416454,6661.91452166246,6789.00458095506,6873.50948948993,7016.56898031668,7247.46034458125,7280.06460063014,7163.62082902697,7018.56515925845,6878.83263333464,6834.91669661574,6865.52477372285,7063.81188193854,7255.44506034832,7299.36099706723,7798.40573250939,7757.81676069342,7557.53347353597,7354.58861445616,7212.19451661
LIBYA,Q2,d2,2033,7187.28456163111,7038.24736630764,6872.80240636141,6767.92944414756,6763.69077162001,6844.77247513085,6975.3509352537,7062.17535638251,7209.16158112813,7446.39051129896,7479.88969740378,7360.24974702944,7211.21255170597,7067.64461125677,7022.52325854416,7053.97147407113,7257.70121813715,7454.59439361035,7499.71574632296,8012.45839078442,7970.75532236822,7764.97460772435,7556.45926564336,7410.15669775702
LIBYA,Q2,d2,2034,7384.56300788876,7231.43500106675,7061.44886505333,6953.69732263822,6949.34230593043,7032.649561018,7166.81217249967,7256.01977280423,7407.04051347731,7650.78096470316,7685.19964513563,7562.27578644824,7409.14777962624,7261.63914920137,7215.27929392498,7247.59070820852,7456.91247900191,7659.21002929887,7705.56988457526,8232.38642180693,8189.53867677875,7978.10963983644,7763.87091469556,7613.55259607212
LIBYA,Q2,d2,2035,7587.25640398235,7429.92530000935,7255.27334055308,7144.56420592254,7140.08965158936,7225.68354576917,7363.52868732349,7455.18488092244,7610.35087796004,7860.78158015559,7896.14499343392,7769.84708886844,7612.51598489544,7460.95849941686,7413.32614683788,7446.52445318081,7661.59174209803,7869.44200789722,7917.0743604762,8458.35109432827,8414.3272533083,8197.09485745567,7976.97565235583,7822.53135763004
LIBYA,Q2,d2,2036,7795.51338085601,7633.86381203392,7454.41796040573,7340.6700528034,7336.07267974516,7424.01597727864,7565.64472794387,7659.81672445949,7819.24175793081,8076.5463468357,8112.88042423149,7983.11586210366,7821.46629328158,7665.74881872819,7616.80904101141,7650.91858305644,7871.88909456553,8085.44448823875,8134.38426595553,8690.51810364619,8645.28588484735,8422.0908379875,8195.92974399329,8037.24622230555
LIBYA,Q2,d2,2037,8009.4866491145,7843.40008110281,7659.02875331001,7542.15866370912,7537.43510076566,7627.79228868395,7773.30850194191,7870.06535578358,8033.86632882264,8298.23348065777,8335.56486521086,8202.23849180697,8036.15192379528,7876.16027571062,7825.87718631258,7860.92297589303,8087.95874317507,8307.37586054832,8357.65894994636,8929.05769310587,8882.58392866222,8653.26256640754,8420.89374418934,8257.85463614117
LIBYA,Q2,d2,2038,8229.33311100276,8058.68775589969,7869.25575619811,7749.17778613935,7744.32456961807,7837.161905009,7986.67228493876,8086.08494593917,8254.38197046744,8526.00554028746,8564.36160634274,8427.37565614532,8256.73030104225,8092.34716080534,8040.68388815946,8076.69162363992,8309.95912740467,8535.39886258671,8587.0621352326,9174.14477893583,9126.3953905813,8890.77955624174,8652.03261446909,8484.5183667991
LIBYA,Q2,d2,2039,8455.21397545915,8279.88470249709,8085.25312425481,7961.87922300537,7956.89279414131,8052.27835273442,8205.89253225622,8308.03389769742,8480.95038249945,8760.02954634272,8799.43841962319,8658.69244362153,8483.36317065948,8314.4679994575,8261.38665993688,8298.38274505731,8538.05303562012,8769.68069898283,8822.76203850346,9425.95907851053,9376.89905258996,9134.81597386712,8889.51584426424,8717.40362218222
LIBYA,Q2,d2,2040,8687.29487632667,8507.15312011634,8307.17924395625,8180.41894394402,8175.29564629033,8273.2993723754,8431.12999364225,8536.07496170974,8713.73770292635,9000.47710386665,9040.96768209741,8896.3584741304,8716.21671792007,8542.68566835966,8488.14733849782,8526.15890173486,8772.40772444439,9010.39316384153,9064.93149370337,9684.68524213341,9634.27860392777,9385.55076622451,9133.5175751963,8956.68117231092
LIBYA,Q2,d2,2041,8687.29487632667,8507.15312011634,8307.17924395625,8180.41894394402,8175.29564629033,8273.2993723754,8431.12999364225,8536.07496170974,8713.73770292635,9000.47710386665,9040.96768209741,8896.3584741304,8716.21671792007,8542.68566835966,8488.14733849782,8526.15890173486,8772.40772444439,9010.39316384153,9064.93149370337,9684.68524213341,9634.27860392777,9385.55076622451,9133.5175751963,8956.68117231092
LIBYA,Q2,d3,2018,3691.51949331501,3595.64061879486,3531.26569342366,3499.37739775714,3499.41133105329,3547.42001993815,3749.86329468336,3977.087570843,4145.13356355559,4237.48822289023,4229.35254201004,4131.18074619314,4048.47976335406,3947.13070299184,3870.4372986032,3893.91082934162,4073.44220402544,4211.01886686344,4313.69063325912,4576.99223586876,4614.66027214015,4421.08051285167,4186.4532380021,3951.16461013579
LIBYA,Q2,d3,2019,3999.76864223124,3895.88369283505,3826.13333439539,3791.58230323001,3791.61907002322,3843.63657899318,4062.98426593424,4309.18221671924,4491.26038082528,4591.3268361263,4582.51180986767,4476.14247573005,4386.53579792692,4276.72389139616,4193.62643667727,4219.06005346841,4413.58265156315,4562.64723673431,4673.89229785768,4959.18010291313,4999.9934944083,4790.24944392316,4536.03032947586,4281.09463773226
LIBYA,Q2,d3,2020,4753.14878525482,4636.52748436793,4557.21140276185,4517.16601352811,4516.99778177001,4578.89391482746,4824.22635689632,5088.38690963719,5281.90743176996,5386.112813522,5380.23716360019,5267.40557729701,5172.0043242189,5053.97555352041,4963.24740483397,4991.94857354,5197.25224185742,5353.09092711101,5477.37958075906,5784.12007609334,5811.68308426309,5587.98400012475,5319.57403779039,5052.37077485672
LIBYA,Q2,d3,2021,4903.92671628752,4783.60599018663,4701.77386811506,4660.45817130022,4660.28460294577,4724.14418619234,4977.25898890286,5249.79916184966,5449.45848275728,5556.96943573649,5550.90740024615,5434.49660489513,5336.06906246506,5214.29621922598,5120.69001997487,5150.30163837041,5362.11788681962,5522.90003915134,5651.13133943104,5967.60216287833,5996.03951635739,5765.24431833663,5488.31993732577,5212.64053426467
LIBYA,Q2,d3,2022,5059.48757870184,4935.35007535255,4850.92209974989,4808.29579904563,4808.11672480898,4874.00204221063,5135.14607522525,5416.33168412552,5622.32453690389,5733.24591942906,5726.99158590422,5606.88804293138,5505.33821212476,5379.70252802184,5283.12698156689,5313.67793065834,5532.21334931307,5698.0957838726,5830.39479821372,6156.90461226438,6186.24404676706,5948.1276341111,5662.41874264039,5377.99432192893
LIBYA,Q2,d3,2023,5219.98309518322,5091.9077399458,5004.80156594082,4960.82308677169,4960.63833199691,5028.61364327253,5298.04160737756,5588.14690010461,5800.67419511331,5915.11419178671,5908.66146020798,5784.74802940345,5679.97686594399,5550.35580512161,5450.71671873961,5482.23679568782,5707.70452800888,5878.84903438807,6015.34479757111,6352.21205601256,6382.48218707701,6136.81231845591,5842.04025697309,5548.59341183783
LIBYA,Q2,d3,2024,5385.56980131769,5253.43167885975,5163.56234946242,5118.188798437,5117.99818292779,5188.1297862234,5466.10446174552,5765.41238577979,5984.68140659535,6102.75163381809,6096.09421066312,5968.25003593115,5860.15535369035,5726.42249324796,5623.62268626296,5656.14263344518,5888.76258416502,6065.33608419565,6206.16172420293,6553.71498271618,6584.94533361387,6331.48240060929,6027.35967000908,5724.60419386382
LIBYA,Q2,d3,2025,5637.22343723618,5516.58683420375,5429.66272320338,5383.52834446602,5383.15979593403,5453.46735601625,5708.56875239534,5979.74149725896,6181.38395920747,6290.3323087966,6284.17851817682,6166.08226752565,6066.52220685685,5944.05463809122,5850.2763557082,5879.5676508771,6092.75150106443,6255.73724001687,6385.70047629415,6703.08172525777,6732.52265667274,6501.19471888859,6220.61913713628,5941.68262648679
LIBYA,Q2,d3,2026,5791.95540469467,5668.00753696916,5578.69751047964,5531.29682337807,5530.91815883062,5603.15553901308,5865.25902452392,6143.87498905074,6351.052185467,6462.99097754452,6456.6682760876,6335.3304889928,6233.03767801897,6107.20858773908,6010.85625479739,6040.9515450148,6259.98692068043,6427.44633436593,6560.97683517873,6887.06964678189,6917.31868049977,6679.64119362644,6391.36430071116,6104.77146854641
LIBYA,Q2,d3,2027,5950.9344952307,5823.58447436207,5731.82304315774,5683.12128973234,5682.73223150241,5756.95240198654,6026.25017178332,6312.51365939248,6525.37750910019,6640.38882610526,6633.89257750284,6509.22427943339,6404.12370891712,6274.8408292107,6175.84379250459,6206.76514603463,6431.81266136389,6603.86854436402,6741.0642249123,7076.10771638032,7107.18703340221,6862.98571337343,6566.79612171377,6272.33681533985
LIBYA,Q2,d3,2028,6114.27728497739,5983.43172778592,5889.1516050759,5839.11307332157,5838.71333612068,5914.9707210477,6191.66024570691,6485.78116759067,6704.48775932072,6822.65593671253,6815.98137739766,6687.89115162661,6579.90575345749,6447.07428381874,6345.35995083501,6377.13004167721,6608.35471943515,6785.13323682894,6926.09469991438,7270.33455182407,7302.26694198092,7051.36272093628,6747.04324072981,6444.50153912729
LIBYA,Q2,d3,2029,6282.10354987973,6147.66650997999,6050.79856206816,5999.38655974747,5998.97585045646,6077.32636781549,6361.61053813712,6663.80456718445,6888.5142740316,7009.92596213082,7003.06819778493,6871.46211835535,6760.51270903757,6624.03524685187,6519.52903253924,6552.17115705495,6789.74254959415,6971.37332947236,7116.20393926838,7469.89257570057,7502.7014543645,7244.91034934266,6932.23782930504,6621.39188479847
LIBYA,Q2,d3,2030,6555.29969011082,6425.57859048681,6329.66666848225,6275.17620128952,6273.95089479695,6355.66477695714,6628.79730001841,6896.93093277054,7092.59901139457,7199.12933279489,7192.46599279573,7076.02377998294,6980.94304384105,6860.31026897058,6767.03736208002,6797.22326199307,7004.90197633284,7165.61176288227,7287.04109087115,7603.8822151764,7625.36836972672,7397.97669734368,7127.32872735694,6856.0088821312
LIBYA,Q2,d3,2031,6735.23125209768,6601.94953416766,6503.40499691204,6447.41886127715,6446.15992225494,6530.116708195,6810.7462434185,7086.23967749826,7287.27850417076,7396.73289739612,7389.88666031661,7270.24831151873,7172.5577747304,7048.61384024323,6952.78075447128,6983.79520477531,7197.17433820027,7362.29532855233,7487.057680154,7812.59554161742,7834.67145369707,7601.03827585603,7322.9614903627,7044.19438782496
LIBYA,Q2,d3,2032,6920.10162215275,6783.16155314419,6681.91213993295,6624.38928236152,6623.09578765529,6709.35704117849,6997.6893684938,7280.74461763228,7487.30161003529,7599.76033576569,7592.72618139946,7469.80396824901,7369.43199633085,7242.0860166611,7143.6224795554,7175.48822251594,7394.72424160403,7564.37751562204,7692.564376531,8027.03768544426,8049.71954287051,7809.67354111475,7523.96403206469,7237.54525796939
LIBYA,Q2,d3,2033,7110.04636195772,6969.34752650368,6865.31899320173,6806.21723335244,6804.88823446885,6893.51720919765,7189.7637568351,7480.58837968854,7692.81500186278,7808.36052379417,7801.1332941389,7674.83708027749,7571.71007250426,7440.86866743553,7339.70247768728,7372.44287980542,7597.69654586972,7772.00650684839,7903.71187388215,8247.36589271879,8270.67032763629,8024.03548111577,7730.48374353794,7436.20327282439
LIBYA,Q2,d3,2034,7305.20475412643,7160.64398063297,7053.76004523302,6993.03604498763,6991.67056739882,7082.73225315749,7387.11025268416,7685.91750503252,7903.96937844289,8022.68642375604,8015.26081923125,7885.49799421438,7779.54032964912,7645.10755584067,7541.16453034086,7574.80359948747,7806.24008645915,7985.33455234705,8120.65500237208,8473.74172563345,8497.68582671027,8244.28128310911,7942.67206148581,7640.31410427113
LIBYA,Q2,d3,2035,7505.71990433791,7357.19118933051,7247.37347601696,7184.98270770135,7183.57975013038,7277.1409206007,7589.87356621196,7896.882557335,8120.91957498462,8242.89519647392,8235.26577203487,8101.9411834226,7993.07516546528,7854.95244609872,7748.15636554118,7782.71876856136,8020.50778410842,8204.51808123421,8343.55284198382,8706.33118098155,8730.93250593993,8470.5724488611,8160.68457928549,7850.02742263027
LIBYA,Q2,d3,2036,7711.73884627289,7559.13327666623,7446.30125834385,7382.19797207676,7380.75650576339,7476.88576744844,7798.20237963166,8113.63823297735,8343.82467665389,8469.14831656132,8461.30947770625,8324.32536128988,8212.47116070409,8070.55721319903,7960.82976619034,7996.34084699116,8240.65675696156,8429.71781633297,8572.56883916894,8945.30481187934,8970.58140037042,8703.07491308035,8384.68116108145,8065.49700641213
LIBYA,Q2,d3,2037,7923.41264943065,7766.61832266485,7650.68926190985,7584.82645205546,7583.34542000176,7682.11326253365,8012.24945622428,8336.34347448725,8572.84813522737,8701.61169082873,8693.55768949658,8552.81359761007,8437.88919398588,8292.07995573144,8179.34068136681,8215.82647950145,8466.84843578206,8661.09889202802,8807.87092669951,9190.83785282911,9216.80823966107,8941.95916509427,8614.82605901054,8286.88085507939
LIBYA,Q2,d3,2038,8140.89652990514,7979.79847188992,7860.68736028027,7793.01673097992,7791.49504717522,7892.97389500373,8232.17175235693,8565.16158708801,8808.15788894841,8940.4557799397,8932.18071029512,8787.57343815893,8669.49455976898,8519.68311181681,8403.8493406797,8441.33661044173,8699.24868232678,8898.83097535538,9049.63164680976,9443.11034821514,9469.79357694433,9187.40037386545,8851.28803364479,8514.34130490488
LIBYA,Q2,d3,2039,8364.34996420182,8198.83004500832,8076.44954078886,8006.92147054664,8005.35801917115,8109.6222846711,8458.13053257567,8800.26035844693,9049.92648567271,9185.85572340618,9177.35351750893,9028.77702755203,8907.45708955676,8753.53357821957,8634.52037176191,8673.03660180368,8938.02791096899,9143.08839041578,9298.02827771782,9702.30728432652,9729.72292122179,9439.57851643948,9094.24047774005,8748.0451480094
LIBYA,Q2,d3,2040,8593.93680617855,8423.87365341704,8298.13401745352,8226.69752274986,8225.0911573565,8332.21729539282,8690.29148785754,9041.81218171066,9298.33120939417,9437.99146801474,9429.25589137021,9276.60123547486,9151.95127643165,8993.80283272971,8871.52292098819,8911.09635447768,9183.36121365978,9394.05024620298,9553.24296362023,9968.61872500389,9996.78687339408,9698.67850991847,9343.8615433814,8988.16375466707
LIBYA,Q2,d3,2041,8593.93680617855,8423.87365341704,8298.13401745352,8226.69752274986,8225.0911573565,8332.21729539282,8690.29148785754,9041.81218171066,9298.33120939417,9437.99146801474,9429.25589137021,9276.60123547486,9151.95127643165,8993.80283272971,8871.52292098819,8911.09635447768,9183.36121365978,9394.05024620298,9553.24296362023,9968.61872500389,9996.78687339408,9698.67850991847,9343.8615433814,8988.16375466707
LIBYA,Q3,d1,2018,4031.70217221647,3987.58888722598,3879.6373769564,3805.14894430103,3793.74250918206,3740.05033945078,4073.54677397887,4344.27630586336,4544.42458176307,4671.72291844991,4574.48463453516,4482.53994481927,4539.00494960709,4285.03846601899,4277.41316961349,4419.26889034719,4547.82760660519,4735.75020066467,4916.61466912568,4951.84227813951,4938.41923570669,4794.29483174491,4720.81470274646,4422.92399110355
LIBYA,Q3,d1,2019,4368.35724488235,4320.56041370475,4203.59473969445,4122.88637619171,4110.52748127293,4052.35190961106,4413.69595331366,4707.03193436929,4923.89298554076,5061.82098408181,4956.46311192892,4856.84085951734,4918.02080342466,4642.84761821652,4634.58559454154,4788.28654737119,4927.58016966017,5131.19467047672,5327.16167830485,5365.33086205952,5350.78696914406,5194.62789356812,5115.01202906373,4792.24685624019
LIBYA,Q3,d1,2020,5149.965271596,5099.56497534207,4976.02124914965,4890.27774514767,4877.04766738101,4814.3622989152,5197.71955229659,5506.86236944408,5735.80571517751,5883.60458394214,5770.45591885208,5664.86729820012,5729.56867851609,5439.2629720935,5430.5689209897,5592.60587344606,5739.71173813719,5959.89803239651,6185.25035702186,6230.6736240207,6213.34852218342,6031.21445159581,5941.87992648573,5596.76389788701
LIBYA,Q3,d1,2021,5313.33089376006,5261.33181473372,5133.86907227041,5045.40563907685,5031.75588083243,4967.08202629343,5362.60002113751,5681.54937211532,5917.75518859246,6070.2424878372,5953.50455542307,5844.56648486289,5911.32030256295,5611.80560737124,5602.8357662392,5770.01280530888,5921.785117217,6148.95609371332,6381.45697580983,6428.32114578232,6410.44646236702,6222.53479053559,6130.3664229614,5774.30272932855
LIBYA,Q3,d1,2022,5481.87875019126,5428.23017229472,5296.72409572581,5205.45445257932,5191.37170088147,5124.64628212265,5532.71077774824,5861.77774242116,6105.47640751622,6262.80086219783,6142.35980482009,6029.96603412683,6098.83739600152,5789.82158731742,5780.56720763027,5953.04738556766,6109.6341723032,6344.01139698873,6583.88760090865,6632.23838173791,6613.79668308597,6419.92413471234,6324.83203039071,5957.47339324413
LIBYA,Q3,d1,2023,5655.77323013897,5600.4228284739,5464.7451563924,5370.58028555969,5356.05080512261,5287.20874305168,5708.21773571662,6047.72326192975,6299.15246149333,6461.46751437615,6337.20586263807,6221.24677114974,6292.30284928728,5973.48453569647,5963.93659140925,6141.88813276245,6303.44211762237,6545.25418489665,6792.73966834159,6842.62421784224,6823.59751726987,6623.57500325272,6525.46641630139,6146.45454089982
LIBYA,Q3,d1,2024,5835.183937558,5778.07772739168,5638.09612972147,5540.944189676,5525.95380950734,5454.92796061297,5889.2920716906,6239.56728829831,6498.97224797885,6666.4362092916,6538.2327674682,6418.59525716974,6491.90535447076,6162.97358391272,6153.12276265903,6336.71922834377,6503.39797926674,6752.88073493088,7008.21687713707,7059.68384904947,7040.0535893048,6833.68602231623,6732.46526479642,6341.43049068249
LIBYA,Q3,d1,2025,6043.00299132816,5990.30055125273,5861.69651087728,5774.00620687618,5760.64147326854,5697.97852418364,6093.05770116056,6416.96336755715,6655.2590894293,6805.29713653398,6691.19257129891,6582.13130176483,6648.95496980305,6345.72681578055,6336.90104830381,6506.48186624986,6659.67197316767,6882.2073959742,7131.85053317359,7189.21802177244,7167.15360308058,6955.96559560129,6863.92544905808,6510.89474998823
LIBYA,Q3,d1,2026,6208.87290097718,6154.72387069054,6022.58987334036,5932.49262318639,5918.76105091274,5854.37811298819,6260.30152543602,6593.09783836995,6837.93436287176,6992.09069311363,6874.85415624901,6762.79934477067,6831.4572061389,6519.90596728873,6510.83794786273,6685.07346397645,6842.46837258475,7071.11200525442,7327.60741187536,7386.54953814431,7363.87948957933,7146.89473902879,7052.32825072915,6689.60747368945
LIBYA,Q3,d1,2027,6379.29565082278,6323.66032394252,6187.89947844524,6095.32921565763,6081.22073563537,6015.07059817247,6432.13590147221,6774.06689370998,7025.62375448435,7184.01140756451,7063.55693190271,6948.42641096629,7018.96881107762,6698.86603321393,6689.54911244451,6868.56709008553,7030.28221486906,7265.20171712661,7528.7374760331,7589.29746103434,7566.00515911079,7343.06455498535,7245.9023812471,6873.22555047025
LIBYA,Q3,d1,2028,6554.39620840066,6497.23378867333,6357.7465443626,6262.63538905073,6248.13965581844,6180.17381226704,6608.6868319216,6960.0032345042,7218.46489307995,7381.20001144246,7257.43927016677,7139.14861690327,7211.62728306472,6882.73824133208,6873.16558731076,7057.09729672049,7223.25122009061,7464.61885362829,7735.38821023146,7797.61046137006,7773.67882631675,7544.6188908065,7444.78978458412,7061.88362373115
LIBYA,Q3,d1,2029,6734.30297138778,6675.57154277379,6532.25561649084,6434.53382557927,6419.64020971065,6349.80882210024,6790.08377799007,7151.04320408899,7416.59918514269,7583.80109913946,7456.64334101587,7335.10581529552,7409.57389463862,7071.65742139304,7061.82201468735,7250.80232924673,7421.51688849554,7669.50964328907,7947.71114725009,8011.6412908371,7987.05277407286,7751.70554218665,7649.13630082728,7255.72003259957
LIBYA,Q3,d1,2030,6954.90614669256,6903.85055507736,6779.04799779577,6693.32502915791,6680.08839429471,6618.31743159977,7003.44047452429,7317.33781556588,7549.29408364481,7696.7880149776,7583.96146066747,7477.43806581601,7542.99092418614,7248.63337746642,7239.80895422429,7404.32141609548,7553.07597932001,7775.57750821093,8052.28620844639,8119.73001465412,8093.88706087359,7854.36700144427,7756.66802983494,7408.73362771655
LIBYA,Q3,d1,2031,7145.8062100923,7093.34923138852,6965.12106122373,6877.04514636307,6863.44518892135,6799.97872085999,7195.67272071194,7518.18599718701,7756.50906092763,7908.05144384965,7792.12799708451,7682.68072052972,7750.03289071728,7447.59574189427,7438.52910359979,7607.55714608974,7760.39476305383,7989.00357147893,8273.30744371299,8342.60246496365,8316.05016710125,8069.95569910822,7969.57506084791,7612.09046523698
LIBYA,Q3,d1,2032,7341.94614782496,7288.04931639721,7156.30150624048,7065.8080608803,7051.83480828792,6986.62629619015,7393.18140733036,7724.54711166395,7969.4117285209,8125.11368597885,8006.00834245332,7893.55692873369,7962.757798715,7652.01927677969,7642.70377505144,7816.3713429853,7973.40408640444,8208.28780855254,8500.39532703135,8571.59237595443,8544.31126375026,8291.46193112623,8188.32601913486,7821.02909384943
LIBYA,Q3,d1,2033,7543.469785317,7488.09357971516,7352.72952157734,7259.75218871499,7245.39539467007,7178.39702246044,7596.11136348171,7936.57247940412,8188.15820361988,8348.13390869185,8225.75933088038,8110.22132166173,8181.32163502706,7862.05388174239,7852.48268571244,8030.91712598503,8192.26014477557,8433.59101610209,8733.71637732687,8806.86766127004,8778.83773003948,8519.04812351234,8413.08131032364,8035.702724
LIBYA,Q3,d1,2034,7750.52489575236,7693.62870973134,7554.54914390218,7459.01974515083,7444.26888210835,7375.43152124341,7804.61139357481,8154.41757429664,8412.90888856498,8577.27564818126,8451.5421012953,8332.83277490577,8405.88466806856,8077.85357088564,8068.01966219065,8251.35181714727,8417.12342086284,8665.07840438654,8973.44168417948,9048.6008434912,9019.80153945587,8752.88116059182,8644.00574289727,8256.26877149476
LIBYA,Q3,d1,2035,7963.26330843158,7904.80542117556,7761.90836343861,7663.75684903344,7648.60110048558,7577.87427392891,8018.83438644039,8378.24213771816,8643.82858846158,8812.70692942342,8683.52221561073,8561.55452491606,8636.61156534355,8299.57658573166,8289.47275336643,8477.83705674694,8648.15880233239,8902.91971839877,9219.74703328017,9296.96918064307,9267.37938585915,8993.13250737411,8881.26864904468,8482.88897292956
LIBYA,Q3,d1,2036,8181.84102010513,8121.77856563454,7974.9592324842,7874.11362991629,7858.54188246095,7785.87372766937,8238.93742744137,8608.21029566798,8881.0866320282,9054.60038938769,8921.86978012551,8796.55428869922,8873.67151419232,8527.38551125693,8517.00434628671,8710.53892180306,8885.53570272972,9147.28936233613,9472.81303533107,9552.15479617494,9521.75281304785,9239.97833528458,9125.0440088285,8715.72950428817
LIBYA,Q3,d1,2037,8406.41830936264,8344.70724510141,8193.8579769073,8090.24433814771,8074.24517333925,7999.58240423307,8465.08191366035,8844.49067911826,9124.85699576185,9303.13340362762,9166.75957026022,9038.00438680161,9117.23834585306,8761.44739511241,8750.7812852401,8949.62804785961,9129.42818570713,9398.36652748754,9732.82525848357,9814.34481250766,9783.10834788161,9493.59965134746,9375.51057776116,8954.96110279576
LIBYA,Q3,d1,2038,8637.15985416194,8573.75492864199,8418.76511070434,8312.30745797949,8295.8691439558,8219.15701184524,8697.43367224881,9087.25654766775,9375.31843151147,9558.48821634688,9418.37115871637,9286.08186966858,9367.49066292876,9001.93387011621,8990.97499410042,9195.27975410915,9380.0150926611,9656.33532363075,9999.97436441171,10083.7314882467,10051.6376370576,9754.18243091462,9632.85201788262,9200.75919211704
LIBYA,Q3,d1,2039,8874.23485258406,8809.0895722633,8649.84555370143,8540.46582378015,8523.57630665995,8444.75856009903,8936.16308202479,9336.68591658948,9632.65459755295,9820.85207403517,9676.88904715347,9540.96864747188,9624.61197035286,9249.02128010845,9237.76160202833,9447.67417195079,9637.48017387301,9921.38491403634,10274.4562481205,10360.5123591615,10327.5375876411,10021.9177540375,9897.25703243605,9453.30401099085
LIBYA,Q3,d1,2040,9117.81714690274,9050.88374207229,8887.26875248676,8774.88673943811,8757.53363448207,8676.55247802055,9181.44519840822,9592.96168736577,9897.0541932621,10090.4173627723,9942.5028014803,9802.85162350074,9888.7908099497,9502.8908092606,9491.32207262324,9706.99637707689,9902.01222324955,10193.7096541773,10556.4721815917,10644.8903830344,10611.0105114535,10297.0019455823,10168.9195042401,9712.78074539557
LIBYA,Q3,d1,2041,9117.81714690274,9050.88374207229,8887.26875248676,8774.88673943811,8757.53363448207,8676.55247802055,9181.44519840822,9592.96168736577,9897.0541932621,10090.4173627723,9942.5028014803,9802.85162350074,9888.7908099497,9502.8908092606,9491.32207262324,9706.99637707689,9902.01222324955,10193.7096541773,10556.4721815917,10644.8903830344,10611.0105114535,10297.0019455823,10168.9195042401,9712.78074539557
LIBYA,Q3,d2,2018,3877.62076964255,3659.82717974665,3621.63767874059,3621.44862180492,3669.72115938023,3594.66555591784,3711.06160931417,3808.99310199306,3938.3710649723,4024.58102763943,4016.13648451268,3909.25629687858,3787.94476315474,3719.56917141948,3698.0166807527,3681.19061347775,3839.80938250784,3996.41154422408,4125.66346924621,4194.2911368957,4487.83353901812,4412.77793555573,4252.77274899738,4019.72856629048
LIBYA,Q3,d2,2019,4201.40974169776,3965.42995805524,3924.05155849293,3923.84671493074,3976.1501044765,3894.8272102872,4020.94256340865,4127.0515286229,4267.23280634804,4360.64147070654,4351.49179159539,4235.68689777083,4104.24561203245,4030.16052370718,4006.80835761756,3988.57728058268,4160.44102925982,4330.11977994027,4470.16449529062,4544.52270836547,4862.57647925865,4781.25358506935,4607.88765026948,4355.383819277
LIBYA,Q3,d2,2020,5149.965271596,5099.56497534207,4976.02124914965,4890.27774514767,4877.04766738101,4814.3622989152,5197.71955229659,5506.86236944408,5735.80571517751,5883.60458394214,5770.45591885208,5664.86729820012,5729.56867851609,5439.2629720935,5430.5689209897,5592.60587344606,5739.71173813719,5959.89803239651,6185.25035702186,6230.6736240207,6213.34852218342,6031.21445159581,5941.87992648573,5596.76389788701
LIBYA,Q3,d2,2021,5313.33089376006,5261.33181473372,5133.86907227041,5045.40563907685,5031.75588083243,4967.08202629343,5362.60002113751,5681.54937211532,5917.75518859246,6070.2424878372,5953.50455542307,5844.56648486289,5911.32030256295,5611.80560737124,5602.8357662392,5770.01280530888,5921.785117217,6148.95609371332,6381.45697580983,6428.32114578232,6410.44646236702,6222.53479053559,6130.3664229614,5774.30272932855
LIBYA,Q3,d2,2022,5481.87875019126,5428.23017229472,5296.72409572581,5205.45445257932,5191.37170088147,5124.64628212265,5532.71077774824,5861.77774242116,6105.47640751622,6262.80086219783,6142.35980482009,6029.96603412683,6098.83739600152,5789.82158731742,5780.56720763027,5953.04738556766,6109.6341723032,6344.01139698873,6583.88760090865,6632.23838173791,6613.79668308597,6419.92413471234,6324.83203039071,5957.47339324413
LIBYA,Q3,d2,2023,5655.77323013897,5600.4228284739,5464.7451563924,5370.58028555969,5356.05080512261,5287.20874305168,5708.21773571662,6047.72326192975,6299.15246149333,6461.46751437615,6337.20586263807,6221.24677114974,6292.30284928728,5973.48453569647,5963.93659140925,6141.88813276245,6303.44211762237,6545.25418489665,6792.73966834159,6842.62421784224,6823.59751726987,6623.57500325272,6525.46641630139,6146.45454089982
LIBYA,Q3,d2,2024,5835.183937558,5778.07772739168,5638.09612972147,5540.944189676,5525.95380950734,5454.92796061297,5889.2920716906,6239.56728829831,6498.97224797885,6666.4362092916,6538.2327674682,6418.59525716974,6491.90535447076,6162.97358391272,6153.12276265903,6336.71922834377,6503.39797926674,6752.88073493088,7008.21687713707,7059.68384904947,7040.0535893048,6833.68602231623,6732.46526479642,6341.43049068249
LIBYA,Q3,d2,2025,5859.36398661557,5602.97544141609,5555.88366780803,5555.63150302298,5614.95326870596,5521.40013345245,5663.93627820191,5778.48213181082,5931.5461563361,6034.49242983272,6024.34279723447,5896.87349839174,5753.83302407219,5673.95982840764,5648.61726751013,5628.57016709866,5814.66777846548,6000.82843102856,6155.40544426415,6237.48508179789,6588.43542139107,6498.91692269836,6307.27168606044,6028.69263977658
