gen,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
BatokaGorgeNorth_HY_ZMB,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0
ChishimbaFalls_HY_ZMB,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0
ChishimbaFallsExt_HY_ZMB,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0
Luapula_HY_ZMB,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0
Devil'sGorgeNorth_HY_ZMB,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0
ItheziThezi_HY_ZMB,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0
KalungwishiI_HY_ZMB,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0
MupataGorgeNorth_HY_ZMB,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0
Lufubu_HY_ZMB,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.2,-0.2,0,0,0,0
