c,z,y,q,d,t,value
Libya,Libya,2026,m1,d1,t1,1000.0
Libya,Libya,2026,m1,d1,t10,1000.0
Libya,Libya,2026,m1,d1,t11,1000.0
Libya,Libya,2026,m1,d1,t12,1000.0
Libya,Libya,2026,m1,d1,t13,1000.0
Libya,Libya,2026,m1,d1,t14,1000.0
Libya,Libya,2026,m1,d1,t15,1000.0
Libya,Libya,2026,m1,d1,t16,1000.0
Libya,Libya,2026,m1,d1,t17,1000.0
Libya,Libya,2026,m1,d1,t18,1000.0
Libya,Libya,2026,m1,d1,t19,1000.0
Libya,Libya,2026,m1,d1,t2,1000.0
Libya,Libya,2026,m1,d1,t20,1000.0
Libya,Libya,2026,m1,d1,t21,1000.0
Libya,Libya,2026,m1,d1,t22,1000.0
Libya,Libya,2026,m1,d1,t23,1000.0
Libya,Libya,2026,m1,d1,t24,1000.0
Libya,Libya,2026,m1,d1,t3,1000.0
Libya,Libya,2026,m1,d1,t4,1000.0
Libya,Libya,2026,m1,d1,t5,1000.0
Libya,Libya,2026,m1,d1,t6,1000.0
Libya,Libya,2026,m1,d1,t7,1000.0
Libya,Libya,2026,m1,d1,t8,1000.0
Libya,Libya,2026,m1,d1,t9,1000.0
Libya,Libya,2026,m10,d1,t1,1000.0
Libya,Libya,2026,m10,d1,t10,1000.0
Libya,Libya,2026,m10,d1,t11,1000.0
Libya,Libya,2026,m10,d1,t12,1000.0
Libya,Libya,2026,m10,d1,t13,1000.0
Libya,Libya,2026,m10,d1,t14,1000.0
Libya,Libya,2026,m10,d1,t15,1000.0
Libya,Libya,2026,m10,d1,t16,1000.0
Libya,Libya,2026,m10,d1,t17,1000.0
Libya,Libya,2026,m10,d1,t18,1000.0
Libya,Libya,2026,m10,d1,t19,1000.0
Libya,Libya,2026,m10,d1,t2,1000.0
Libya,Libya,2026,m10,d1,t20,1000.0
Libya,Libya,2026,m10,d1,t21,1000.0
Libya,Libya,2026,m10,d1,t22,1000.0
Libya,Libya,2026,m10,d1,t23,1000.0
Libya,Libya,2026,m10,d1,t24,1000.0
Libya,Libya,2026,m10,d1,t3,1000.0
Libya,Libya,2026,m10,d1,t4,1000.0
Libya,Libya,2026,m10,d1,t5,1000.0
Libya,Libya,2026,m10,d1,t6,1000.0
Libya,Libya,2026,m10,d1,t7,1000.0
Libya,Libya,2026,m10,d1,t8,1000.0
Libya,Libya,2026,m10,d1,t9,1000.0
Libya,Libya,2026,m11,d1,t1,1000.0
Libya,Libya,2026,m11,d1,t10,1000.0
