Plant,Season,Day,cf
MTCoffee_extension,m12,d2,0.863005
MTCoffee_extension,m12,d3,0.768119
MTCoffee_extension,m12,d4,0.856439
MTCoffee_extension,m12,d5,0.858902
MTCoffee_extension,m12,d6,0.859596
MTCoffee_extension,m12,d7,0.867614
MTCoffee_extension,m12,d8,0.855114
MTCoffee_extension,m12,d9,0.847285
MTCoffee_extension,m12,d10,0.868056
MTCoffee_extension,m12,d11,0.861301
MTCoffee_extension,m12,d12,0.79577
MTCoffee_extension,m12,d13,0.726641
MTCoffee_extension,m12,d14,0.71774
MTCoffee_extension,m12,d15,0.719192
MTCoffee_extension,m12,d16,0.609659
MTCoffee_extension,m12,d17,0.658523
MTCoffee_extension,m12,d18,0.55202
MTCoffee_extension,m12,d19,0.359091
MTCoffee_extension,m12,d20,0.569129
MTCoffee_extension,m12,d21,0.497222
MTCoffee_extension,m12,d22,0.490657
MTCoffee_extension,m12,d23,0.38327
MTCoffee_extension,m12,d24,0.379735
MTCoffee_extension,m12,d25,0.604924
MTCoffee_extension,m12,d26,0.406061
MTCoffee_extension,m12,d27,0.407134
MTCoffee_extension,m12,d28,0.407513
MTCoffee_extension,m12,d29,0.415025
MTCoffee_extension,m12,d30,0.395455
MTCoffee_extension,m12,d31,0.296086
SP2_150,m1,d1,0.39
SP2_150,m1,d2,0.38
SP2_150,m1,d3,0.38
SP2_150,m1,d4,0.34
SP2_150,m1,d5,0.32
SP2_150,m1,d6,0.32
SP2_150,m1,d7,0.3
SP2_150,m1,d8,0.29
SP2_150,m1,d9,0.32
SP2_150,m1,d10,0.26
SP2_150,m1,d11,0.31
SP2_150,m1,d12,0.27
SP2_150,m1,d13,0.26
SP2_150,m1,d14,0.26
SP2_150,m1,d15,0.26
SP2_150,m1,d16,0.26
SP2_150,m1,d17,0.17
SP2_150,m1,d18,0.22
SP2_150,m1,d19,0.21
SP2_150,m1,d20,0.19
SP2_150,m1,d21,0.18
SP2_150,m1,d22,0.2
SP2_150,m1,d23,0.18
SP2_150,m1,d24,0.19
SP2_150,m1,d25,0.11
SP2_150,m1,d26,0.18
SP2_150,m1,d27,0.2
SP2_150,m1,d28,0.26
SP2_150,m1,d29,0.32
SP2_150,m1,d30,0.53
SP2_150,m1,d31,0.35
SP2_150,m2,d1,0.28
SP2_150,m2,d2,0.33
SP2_150,m2,d3,0.22
SP2_150,m2,d4,0.22
SP2_150,m2,d5,0.21
SP2_150,m2,d6,0.21
SP2_150,m2,d7,0.13
SP2_150,m2,d8,0.14
SP2_150,m2,d9,0.13
SP2_150,m2,d10,0.13
SP2_150,m2,d11,0.13
SP2_150,m2,d12,0.13
SP2_150,m2,d13,0.14
SP2_150,m2,d14,0.15
SP2_150,m2,d15,0.16
SP2_150,m2,d16,0.17
SP2_150,m2,d17,0.21
SP2_150,m2,d18,0.21
SP2_150,m2,d19,0.21
SP2_150,m2,d20,0.16
SP2_150,m2,d21,0.16
SP2_150,m2,d22,0.13
SP2_150,m2,d23,0.12
SP2_150,m2,d24,0.13
SP2_150,m2,d25,0.1
SP2_150,m2,d26,0.08
SP2_150,m2,d27,0.08
SP2_150,m2,d28,0.08
SP2_150,m3,d1,0.07
SP2_150,m3,d2,0.07
SP2_150,m3,d3,0.07
SP2_150,m3,d4,0.08
SP2_150,m3,d5,0.1
SP2_150,m3,d6,0.11
SP2_150,m3,d7,0.16
SP2_150,m3,d8,0.19
SP2_150,m3,d9,0.21
SP2_150,m3,d10,0.27
SP2_150,m3,d11,0.26
SP2_150,m3,d12,0.22
SP2_150,m3,d13,0.22
SP2_150,m3,d14,0.17
SP2_150,m3,d15,0.17
SP2_150,m3,d16,0.17
SP2_150,m3,d17,0.15
SP2_150,m3,d18,0.17
SP2_150,m3,d19,0.12
SP2_150,m3,d20,0.23
SP2_150,m3,d21,0.22
SP2_150,m3,d22,0.23
SP2_150,m3,d23,0.22
SP2_150,m3,d24,0.2
SP2_150,m3,d25,0.19
SP2_150,m3,d26,0.18
SP2_150,m3,d27,0.16
SP2_150,m3,d28,0.17
SP2_150,m3,d29,0.16
SP2_150,m3,d30,0.28
SP2_150,m3,d31,0.32
SP2_150,m4,d1,0.34
SP2_150,m4,d2,0.34
SP2_150,m4,d3,0.31
SP2_150,m4,d4,0.28
SP2_150,m4,d5,0.23
SP2_150,m4,d6,0.23
SP2_150,m4,d7,0.24
SP2_150,m4,d8,0.17
SP2_150,m4,d9,0.22
SP2_150,m4,d10,0.23
SP2_150,m4,d11,0.25
SP2_150,m4,d12,0.23
SP2_150,m4,d13,0.18
SP2_150,m4,d14,0.24
SP2_150,m4,d15,0.24
SP2_150,m4,d16,0.2
SP2_150,m4,d17,0.19
SP2_150,m4,d18,0.23
SP2_150,m4,d19,0.19
SP2_150,m4,d20,0.23
SP2_150,m4,d21,0.22
SP2_150,m4,d22,0.19
SP2_150,m4,d23,0.18
SP2_150,m4,d24,0.16
SP2_150,m4,d25,0.16
SP2_150,m4,d26,0.22
SP2_150,m4,d27,0.33
SP2_150,m4,d28,0.37
SP2_150,m4,d29,0.35
SP2_150,m4,d30,0.38
SP2_150,m5,d1,0.41
SP2_150,m5,d2,0.39
SP2_150,m5,d3,0.4
SP2_150,m5,d4,0.4
SP2_150,m5,d5,0.36
SP2_150,m5,d6,0.28
SP2_150,m5,d7,0.16
SP2_150,m5,d8,0.28
SP2_150,m5,d9,0.2
SP2_150,m5,d10,0.2
SP2_150,m5,d11,0.16
SP2_150,m5,d12,0.17
SP2_150,m5,d13,0.14
SP2_150,m5,d14,0.16
SP2_150,m5,d15,0.2
SP2_150,m5,d16,0.25
SP2_150,m5,d17,0.22
SP2_150,m5,d18,0.28
SP2_150,m5,d19,0.21
SP2_150,m5,d20,0.27
SP2_150,m5,d21,0.46
SP2_150,m5,d22,0.76
SP2_150,m5,d23,0.61
SP2_150,m5,d24,0.6
SP2_150,m5,d25,0.62
SP2_150,m5,d26,0.62
SP2_150,m5,d27,0.76
SP2_150,m5,d28,0.84
SP2_150,m5,d29,0.82
SP2_150,m5,d30,0.47
SP2_150,m5,d31,0.48
SP2_150,m6,d1,0.48
SP2_150,m6,d2,0.53
SP2_150,m6,d3,0.59
SP2_150,m6,d4,0.74
SP2_150,m6,d5,0.78
SP2_150,m6,d6,0.84
SP2_150,m6,d7,0.85
SP2_150,m6,d8,0.9
SP2_150,m6,d9,0.95
SP2_150,m6,d10,0.92
SP2_150,m6,d11,0.9
SP2_150,m6,d12,0.91
SP2_150,m6,d13,0.83
SP2_150,m6,d14,0.66
SP2_150,m6,d15,0.64
SP2_150,m6,d16,0.53
SP2_150,m6,d17,0.56
SP2_150,m6,d18,0.48
SP2_150,m6,d19,0.51
SP2_150,m6,d20,0.5
SP2_150,m6,d21,0.59
SP2_150,m6,d22,0.78
SP2_150,m6,d23,0.86
SP2_150,m6,d24,0.94
SP2_150,m6,d25,0.98
SP2_150,m6,d26,1
SP2_150,m6,d27,1
SP2_150,m6,d28,0.99
SP2_150,m6,d29,1
SP2_150,m6,d30,1
SP2_150,m7,d1,0.99
SP2_150,m7,d2,0.99
SP2_150,m7,d3,0.94
SP2_150,m7,d4,0.83
SP2_150,m7,d5,0.96
SP2_150,m7,d6,0.97
SP2_150,m7,d7,0.97
SP2_150,m7,d8,0.96
SP2_150,m7,d9,0.85
SP2_150,m7,d10,0.95
SP2_150,m7,d11,0.98
SP2_150,m7,d12,0.98
SP2_150,m7,d13,0.9
SP2_150,m7,d14,0.9
SP2_150,m7,d15,0.97
SP2_150,m7,d16,0.97
SP2_150,m7,d17,0.96
SP2_150,m7,d18,0.97
SP2_150,m7,d19,0.97
SP2_150,m7,d20,0.97
SP2_150,m7,d21,0.96
SP2_150,m7,d22,0.96
SP2_150,m7,d23,0.94
SP2_150,m7,d24,0.95
SP2_150,m7,d25,0.96
SP2_150,m7,d26,0.96
SP2_150,m7,d27,0.97
SP2_150,m7,d28,0.97
SP2_150,m7,d29,0.96
SP2_150,m7,d30,0.97
SP2_150,m7,d31,0.97
SP2_150,m8,d1,0.78
SP2_150,m8,d2,0.82
SP2_150,m8,d3,0.84
SP2_150,m8,d4,0.99
SP2_150,m8,d5,0.98
SP2_150,m8,d6,1
SP2_150,m8,d7,1
SP2_150,m8,d8,1
SP2_150,m8,d9,1
SP2_150,m8,d10,1
SP2_150,m8,d11,0.99
SP2_150,m8,d12,0.98
SP2_150,m8,d13,0.97
SP2_150,m8,d14,0.96
SP2_150,m8,d15,0.97
SP2_150,m8,d16,0.97
SP2_150,m8,d17,0.98
SP2_150,m8,d18,0.98
SP2_150,m8,d19,0.97
SP2_150,m8,d20,0.97
SP2_150,m8,d21,0.9
SP2_150,m8,d22,0.97
SP2_150,m8,d23,0.97
SP2_150,m8,d24,0.97
SP2_150,m8,d25,0.98
SP2_150,m8,d26,0.99
SP2_150,m8,d27,0.98
SP2_150,m8,d28,0.99
SP2_150,m8,d29,0.98
SP2_150,m8,d30,0.98
SP2_150,m8,d31,0.99
SP2_150,m9,d1,0.97
SP2_150,m9,d2,0.99
SP2_150,m9,d3,0.99
SP2_150,m9,d4,0.97
SP2_150,m9,d5,0.96
SP2_150,m9,d6,0.97
SP2_150,m9,d7,0.98
SP2_150,m9,d8,0.99
SP2_150,m9,d9,0.99
SP2_150,m9,d10,0.97
SP2_150,m9,d11,0.98
SP2_150,m9,d12,0.98
SP2_150,m9,d13,0.97
SP2_150,m9,d14,0.99
SP2_150,m9,d15,0.99
SP2_150,m9,d16,0.99
SP2_150,m9,d17,0.98
SP2_150,m9,d18,0.99
SP2_150,m9,d19,0.99
SP2_150,m9,d20,0.98
SP2_150,m9,d21,0.98
SP2_150,m9,d22,0.98
SP2_150,m9,d23,0.98
SP2_150,m9,d24,0.95
SP2_150,m9,d25,0.96
SP2_150,m9,d26,0.81
SP2_150,m9,d27,0.83
SP2_150,m9,d28,0.85
SP2_150,m9,d29,0.93
SP2_150,m9,d30,0.99
SP2_150,m10,d1,1
SP2_150,m10,d2,1
SP2_150,m10,d3,1
SP2_150,m10,d4,1
SP2_150,m10,d5,0.99
SP2_150,m10,d6,0.99
SP2_150,m10,d7,0.88
SP2_150,m10,d8,0.99
SP2_150,m10,d9,0.99
SP2_150,m10,d10,0.99
SP2_150,m10,d11,0.99
SP2_150,m10,d12,0.99
SP2_150,m10,d13,1
SP2_150,m10,d14,1
SP2_150,m10,d15,0.61
SP2_150,m10,d16,1
SP2_150,m10,d17,1
SP2_150,m10,d18,1
SP2_150,m10,d19,0.99
SP2_150,m10,d20,1
SP2_150,m10,d21,1
SP2_150,m10,d22,1
SP2_150,m10,d23,1
SP2_150,m10,d24,1
SP2_150,m10,d25,1
SP2_150,m10,d26,0.79
SP2_150,m10,d27,0.93
SP2_150,m10,d28,1
SP2_150,m10,d29,0.87
SP2_150,m10,d30,0.76
SP2_150,m10,d31,0.89
SP2_150,m11,d1,0.5
SP2_150,m11,d2,0.02
SP2_150,m11,d3,0
SP2_150,m11,d4,0.14
SP2_150,m11,d5,0.82
SP2_150,m11,d6,0.61
SP2_150,m11,d7,0.74
SP2_150,m11,d8,0.65
SP2_150,m11,d9,0.41
SP2_150,m11,d10,0.83
SP2_150,m11,d11,0.67
SP2_150,m11,d12,1
SP2_150,m11,d13,1
SP2_150,m11,d14,1
SP2_150,m11,d15,1
SP2_150,m11,d16,0.89
SP2_150,m11,d17,0.91
SP2_150,m11,d18,1
SP2_150,m11,d19,1
SP2_150,m11,d20,0.97
SP2_150,m11,d21,1
SP2_150,m11,d22,1
SP2_150,m11,d23,0.93
SP2_150,m11,d24,0.99
SP2_150,m11,d25,1
SP2_150,m11,d26,1
SP2_150,m11,d27,1
SP2_150,m11,d28,1
SP2_150,m11,d29,1
SP2_150,m11,d30,1
SP2_150,m12,d1,0.79
SP2_150,m12,d2,0.79
SP2_150,m12,d3,0.7
SP2_150,m12,d4,0.78
SP2_150,m12,d5,0.78
SP2_150,m12,d6,0.78
SP2_150,m12,d7,0.79
SP2_150,m12,d8,0.78
SP2_150,m12,d9,0.77
SP2_150,m12,d10,0.79
SP2_150,m12,d11,0.78
SP2_150,m12,d12,0.72
SP2_150,m12,d13,0.66
SP2_150,m12,d14,0.65
SP2_150,m12,d15,0.65
SP2_150,m12,d16,0.55
SP2_150,m12,d17,0.6
SP2_150,m12,d18,0.5
SP2_150,m12,d19,0.33
SP2_150,m12,d20,0.52
SP2_150,m12,d21,0.45
SP2_150,m12,d22,0.45
SP2_150,m12,d23,0.35
SP2_150,m12,d24,0.34
SP2_150,m12,d25,0.55
SP2_150,m12,d26,0.37
SP2_150,m12,d27,0.37
SP2_150,m12,d28,0.37
SP2_150,m12,d29,0.38
SP2_150,m12,d30,0.36
SP2_150,m12,d31,0.27
