Zone,m,d,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Liberia,m1,d30,0.705354,0.686162,0.676566,0.657374,0.676566,0.743737,0.772525,0.686162,0.686162,0.695758,0.714949,0.705354,0.705354,0.714949,0.724545,0.66697,0.66697,0.676566,0.743737,0.858889,0.878081,0.878081,0.820505,0.772525
Liberia,m1,d31,0.734141,0.714949,0.695758,0.676566,0.695758,0.772525,0.772525,0.820505,0.695758,0.705354,0.705354,0.705354,0.695758,0.705354,0.66697,0.705354,0.695758,0.714949,0.772525,0.686162,0.705354,0.705354,0.66697,0.638182
Liberia,m2,d1,0.670303,0.651111,0.651111,0.641515,0.641515,0.708687,0.708687,0.679899,0.679899,0.689495,0.689495,0.689495,0.660707,0.699091,0.699091,0.708687,0.689495,0.689495,0.785455,0.89101,0.900606,0.89101,0.852626,0.804646
Liberia,m2,d2,0.756667,0.737475,0.708687,0.718283,0.708687,0.785455,0.795051,0.727879,0.708687,0.718283,0.727879,0.670303,0.622323,0.622323,0.670303,0.679899,0.699091,0.689495,0.718283,0.871818,0.89101,0.881414,0.785455,0.795051
Liberia,m2,d3,0.737475,0.689495,0.670303,0.660707,0.670303,0.708687,0.737475,0.708687,0.708687,0.708687,0.699091,0.699091,0.679899,0.699091,0.708687,0.689495,0.679899,0.699091,0.756667,0.756667,0.718283,0.718283,0.699091,0.660707
Liberia,m2,d4,0.699091,0.689495,0.679899,0.670303,0.660707,0.727879,0.708687,0.699091,0.708687,0.603131,0.689495,0.708687,0.718283,0.727879,0.737475,0.737475,0.737475,0.708687,0.766263,0.756667,0.708687,0.756667,0.708687,0.708687
Liberia,m2,d5,0.699091,0.679899,0.670303,0.660707,0.651111,0.689495,0.708687,0.699091,0.689495,0.679899,0.660707,0.622323,0.679899,0.689495,0.651111,0.708687,0.660707,0.727879,0.756667,0.708687,0.718283,0.708687,0.689495,0.670303
Liberia,m2,d6,0.670303,0.679899,0.670303,0.660707,0.679899,0.727879,0.708687,0.612727,0.699091,0.689495,0.718283,0.708687,0.689495,0.699091,0.699091,0.708687,0.699091,0.689495,0.766263,0.727879,0.747071,0.727879,0.699091,0.670303
Liberia,m2,d7,0.583939,0.603131,0.631919,0.622323,0.631919,0.699091,0.756667,0.679899,0.564747,0.507172,0.507172,0.516768,0.526364,0.449596,0.526364,0.53596,0.53596,0.526364,0.699091,0.679899,0.718283,0.718283,0.718283,0.679899
Liberia,m2,d8,0.727879,0.708687,0.699091,0.679899,0.689495,0.679899,0.708687,0.622323,0.631919,0.555152,0.48798,0.48798,0.449596,0.449596,0.459192,0.449596,0.44,0.612727,0.679899,0.679899,0.689495,0.689495,0.689495,0.641515
Liberia,m2,d9,0.699091,0.699091,0.689495,0.679899,0.689495,0.747071,0.708687,0.660707,0.670303,0.497576,0.449596,0.468788,0.478384,0.478384,0.48798,0.48798,0.48798,0.48798,0.708687,0.727879,0.747071,0.737475,0.651111,0.660707
Liberia,m2,d10,0.660707,0.651111,0.651111,0.651111,0.708687,0.756667,0.747071,0.699091,0.689495,0.545556,0.53596,0.53596,0.478384,0.516768,0.53596,0.526364,0.507172,0.507172,0.727879,0.747071,0.727879,0.727879,0.708687,0.737475
Liberia,m2,d11,0.718283,0.708687,0.660707,0.689495,0.689495,0.689495,0.708687,0.699091,0.679899,0.44,0.44,0.430404,0.430404,0.497576,0.526364,0.545556,0.516768,0.545556,0.756667,0.766263,0.727879,0.727879,0.708687,0.689495
Liberia,m2,d12,0.756667,0.727879,0.718283,0.708687,0.699091,0.718283,0.737475,0.727879,0.737475,0.545556,0.53596,0.53596,0.53596,0.555152,0.53596,0.545556,0.545556,0.603131,0.775859,0.766263,0.756667,0.756667,0.727879,0.718283
Liberia,m2,d13,0.747071,0.727879,0.708687,0.708687,0.718283,0.785455,0.795051,0.727879,0.747071,0.545556,0.555152,0.53596,0.48798,0.507172,0.526364,0.516768,0.516768,0.641515,0.756667,0.756667,0.747071,0.737475,0.737475,0.679899
Liberia,m2,d14,0.478384,0.526364,0.526364,0.583939,0.593535,0.814242,0.785455,0.670303,0.699091,0.708687,0.430404,0.430404,0.430404,0.430404,0.468788,0.526364,0.545556,0.670303,0.747071,0.727879,0.756667,0.727879,0.727879,0.708687
Liberia,m2,d15,0.526364,0.516768,0.507172,0.545556,0.459192,0.727879,0.804646,0.708687,0.699091,0.641515,0.622323,0.631919,0.622323,0.660707,0.631919,0.631919,0.670303,0.699091,0.737475,0.727879,0.747071,0.737475,0.708687,0.747071
Liberia,m2,d16,0.747071,0.727879,0.718283,0.708687,0.718283,0.775859,0.737475,0.689495,0.737475,0.718283,0.622323,0.603131,0.622323,0.593535,0.622323,0.651111,0.718283,0.747071,0.727879,0.756667,0.708687,0.737475,0.718283,0.651111
Liberia,m2,d17,0.679899,0.689495,0.670303,0.660707,0.660707,0.747071,0.785455,0.727879,0.727879,0.727879,0.727879,0.718283,0.708687,0.689495,0.727879,0.737475,0.737475,0.747071,0.766263,0.766263,0.718283,0.718283,0.699091,0.660707
Liberia,m2,d18,0.747071,0.727879,0.708687,0.699091,0.689495,0.718283,0.708687,0.699091,0.708687,0.708687,0.660707,0.679899,0.641515,0.660707,0.670303,0.689495,0.699091,0.699091,0.785455,0.689495,0.747071,0.747071,0.718283,0.699091
Liberia,m2,d19,0.756667,0.737475,0.727879,0.708687,0.651111,0.708687,0.727879,0.718283,0.689495,0.708687,0.679899,0.660707,0.660707,0.708687,0.718283,0.737475,0.737475,0.737475,0.727879,0.747071,0.756667,0.747071,0.737475,0.737475
Liberia,m2,d20,0.737475,0.718283,0.699091,0.689495,0.699091,0.766263,0.833434,0.699091,0.718283,0.718283,0.727879,0.718283,0.430404,0.430404,0.545556,0.651111,0.699091,0.689495,0.708687,0.766263,0.766263,0.727879,0.699091,0.641515
Liberia,m2,d21,0.612727,0.651111,0.679899,0.670303,0.689495,0.775859,0.766263,0.641515,0.641515,0.641515,0.631919,0.593535,0.593535,0.631919,0.660707,0.718283,0.708687,0.737475,0.747071,0.737475,0.718283,0.708687,0.718283,0.679899
Liberia,m2,d22,0.651111,0.727879,0.727879,0.727879,0.727879,0.833434,0.862222,0.670303,0.679899,0.670303,0.651111,0.651111,0.660707,0.660707,0.862222,0.670303,0.689495,0.689495,0.747071,0.775859,0.718283,0.708687,0.718283,0.766263
Liberia,m2,d23,0.775859,0.756667,0.747071,0.727879,0.737475,0.795051,0.737475,0.660707,0.641515,0.641515,0.631919,0.622323,0.708687,0.670303,0.651111,0.545556,0.564747,0.545556,0.670303,0.727879,0.699091,0.718283,0.660707,0.670303
Liberia,m2,d24,0.747071,0.737475,0.737475,0.727879,0.737475,0.785455,0.727879,0.430404,0.430404,0.430404,0.430404,0.430404,0.430404,0.670303,0.708687,0.718283,0.718283,0.689495,0.775859,0.708687,0.718283,0.699091,0.718283,0.727879
Liberia,m2,d25,0.766263,0.756667,0.747071,0.727879,0.727879,0.747071,0.756667,0.737475,0.727879,0.727879,0.718283,0.708687,0.679899,0.699091,0.689495,0.651111,0.641515,0.689495,0.795051,0.881414,0.823838,0.823838,0.785455,0.727879
Liberia,m2,d26,0.430404,0.775859,0.747071,0.727879,0.679899,0.718283,0.718283,0.727879,0.727879,0.718283,0.708687,0.660707,0.699091,0.718283,0.727879,0.718283,0.708687,0.727879,0.785455,0.823838,0.775859,0.766263,0.737475,0.766263
Liberia,m2,d27,0.756667,0.737475,0.727879,0.718283,0.727879,0.804646,0.699091,0.430404,0.430404,0.430404,0.430404,0.430404,0.564747,0.430404,0.430404,0.430404,0.430404,0.430404,0.430404,0.53596,0.574343,0.497576,0.516768,0.53596
Liberia,m2,d28,0.430404,0.430404,0.430404,0.430404,0.430404,0.497576,0.631919,0.583939,0.603131,0.612727,0.631919,0.583939,0.430404,0.430404,0.44,0.430404,0.430404,0.430404,0.430404,0.516768,0.53596,0.53596,0.651111,0.430404
Liberia,m3,d1,0.314141,0.323737,0.323737,0.323737,0.323737,0.323737,0.534848,0.477273,0.486869,0.496465,0.381313,0.381313,0.314141,0.314141,0.314141,0.314141,0.323737,0.314141,0.342929,0.573232,0.573232,0.563636,0.544444,0.592424
Liberia,m3,d2,0.563636,0.630808,0.621212,0.611616,0.621212,0.678788,0.55404,0.486869,0.563636,0.525253,0.410101,0.314141,0.314141,0.314141,0.314141,0.314141,0.323737,0.323737,0.314141,0.563636,0.534848,0.544444,0.467677,0.323737
Liberia,m3,d3,0.314141,0.323737,0.323737,0.323737,0.323737,0.323737,0.323737,0.477273,0.486869,0.515657,0.496465,0.381313,0.314141,0.314141,0.314141,0.314141,0.323737,0.314141,0.342929,0.573232,0.573232,0.563636,0.544444,0.544444
Liberia,m3,d4,0.573232,0.60202,0.60202,0.582828,0.592424,0.822727,0.611616,0.582828,0.582828,0.506061,0.410101,0.486869,0.362121,0.371717,0.371717,0.371717,0.371717,0.419697,0.390909,0.582828,0.592424,0.592424,0.60202,0.429293
Liberia,m3,d5,0.467677,0.458081,0.390909,0.314141,0.314141,0.362121,0.390909,0.506061,0.534848,0.506061,0.486869,0.486869,0.371717,0.410101,0.419697,0.381313,0.448485,0.448485,0.496465,0.611616,0.621212,0.640404,0.669192,0.669192
Liberia,m3,d6,0.621212,0.592424,0.573232,0.573232,0.582828,0.659596,0.534848,0.486869,0.55404,0.55404,0.525253,0.544444,0.486869,0.486869,0.467677,0.390909,0.496465,0.534848,0.621212,0.621212,0.640404,0.621212,0.582828,0.515657
Liberia,m3,d7,0.582828,0.573232,0.55404,0.544444,0.563636,0.621212,0.621212,0.55404,0.573232,0.515657,0.573232,0.55404,0.55404,0.563636,0.563636,0.582828,0.592424,0.621212,0.630808,0.640404,0.573232,0.621212,0.60202,0.573232
Liberia,m3,d8,0.534848,0.573232,0.563636,0.582828,0.592424,0.630808,0.630808,0.60202,0.592424,0.592424,0.592424,0.60202,0.544444,0.592424,0.611616,0.621212,0.621212,0.592424,0.611616,0.621212,0.621212,0.621212,0.582828,0.525253
Liberia,m3,d9,0.429293,0.429293,0.419697,0.410101,0.592424,0.678788,0.592424,0.563636,0.55404,0.381313,0.582828,0.592424,0.573232,0.592424,0.60202,0.573232,0.592424,0.573232,0.592424,0.813131,0.630808,0.774747,0.726768,0.669192
Liberia,m3,d10,0.640404,0.611616,0.60202,0.592424,0.60202,0.659596,0.60202,0.544444,0.333333,0.314141,0.381313,0.477273,0.515657,0.582828,0.60202,0.611616,0.55404,0.621212,0.707576,0.736364,0.69798,0.726768,0.678788,0.621212
Liberia,m3,d11,0.621212,0.592424,0.582828,0.573232,0.563636,0.582828,0.611616,0.592424,0.582828,0.582828,0.573232,0.563636,0.60202,0.60202,0.611616,0.573232,0.611616,0.611616,0.669192,0.582828,0.592424,0.60202,0.573232,0.60202
Liberia,m3,d12,0.582828,0.60202,0.592424,0.573232,0.563636,0.592424,0.582828,0.582828,0.592424,0.582828,0.592424,0.582828,0.60202,0.621212,0.630808,0.630808,0.621212,0.592424,0.582828,0.621212,0.640404,0.678788,0.726768,0.707576
Liberia,m3,d13,0.669192,0.65,0.621212,0.621212,0.630808,0.717172,0.563636,0.534848,0.55404,0.544444,0.563636,0.582828,0.582828,0.592424,0.60202,0.55404,0.611616,0.582828,0.60202,0.621212,0.611616,0.611616,0.563636,0.678788
Liberia,m3,d14,0.669192,0.65,0.630808,0.621212,0.640404,0.726768,0.582828,0.515657,0.60202,0.611616,0.60202,0.314141,0.371717,0.390909,0.477273,0.525253,0.573232,0.573232,0.65,0.69798,0.678788,0.69798,0.621212,0.534848
Liberia,m3,d15,0.659596,0.669192,0.467677,0.477273,0.467677,0.525253,0.534848,0.544444,0.515657,0.506061,0.525253,0.544444,0.582828,0.534848,0.563636,0.60202,0.621212,0.621212,0.65,0.611616,0.630808,0.621212,0.60202,0.640404
Liberia,m3,d16,0.630808,0.592424,0.563636,0.582828,0.592424,0.669192,0.611616,0.563636,0.582828,0.55404,0.362121,0.362121,0.390909,0.314141,0.352525,0.352525,0.458081,0.458081,0.515657,0.678788,0.640404,0.640404,0.55404,0.592424
Liberia,m3,d17,0.65,0.640404,0.630808,0.621212,0.640404,0.69798,0.621212,0.621212,0.630808,0.582828,0.55404,0.477273,0.438889,0.458081,0.467677,0.429293,0.477273,0.486869,0.630808,0.496465,0.458081,0.534848,0.515657,0.486869
Liberia,m3,d18,0.630808,0.640404,0.630808,0.621212,0.621212,0.65,0.659596,0.65,0.640404,0.592424,0.573232,0.630808,0.582828,0.60202,0.60202,0.630808,0.65,0.659596,0.640404,0.659596,0.717172,0.717172,0.784343,0.74596
Liberia,m3,d19,0.707576,0.669192,0.630808,0.621212,0.573232,0.630808,0.640404,0.65,0.65,0.630808,0.55404,0.55404,0.525253,0.592424,0.563636,0.582828,0.592424,0.592424,0.74596,0.630808,0.563636,0.630808,0.621212,0.573232
Liberia,m3,d20,0.611616,0.611616,0.611616,0.611616,0.630808,0.717172,0.60202,0.563636,0.592424,0.592424,0.592424,0.60202,0.611616,0.621212,0.611616,0.611616,0.621212,0.621212,0.717172,0.822727,0.496465,0.371717,0.69798,0.69798
Liberia,m3,d21,0.669192,0.65,0.630808,0.621212,0.630808,0.717172,0.726768,0.640404,0.65,0.630808,0.640404,0.60202,0.573232,0.621212,0.65,0.659596,0.65,0.659596,0.60202,0.793939,0.793939,0.765152,0.707576,0.707576
Liberia,m3,d22,0.669192,0.65,0.630808,0.611616,0.630808,0.707576,0.717172,0.582828,0.592424,0.592424,0.506061,0.515657,0.534848,0.534848,0.534848,0.55404,0.515657,0.640404,0.726768,0.803535,0.822727,0.822727,0.793939,0.736364
Liberia,m3,d23,0.69798,0.678788,0.659596,0.65,0.659596,0.726768,0.726768,0.65,0.65,0.65,0.60202,0.534848,0.544444,0.563636,0.563636,0.582828,0.611616,0.621212,0.688384,0.65,0.755556,0.755556,0.736364,0.69798
Liberia,m3,d24,0.65,0.630808,0.621212,0.611616,0.621212,0.678788,0.60202,0.582828,0.592424,0.592424,0.592424,0.582828,0.534848,0.525253,0.314141,0.314141,0.314141,0.506061,0.544444,0.736364,0.765152,0.793939,0.765152,0.717172
Liberia,m3,d25,0.669192,0.65,0.621212,0.611616,0.60202,0.611616,0.611616,0.60202,0.60202,0.60202,0.592424,0.573232,0.515657,0.55404,0.582828,0.563636,0.582828,0.573232,0.669192,0.736364,0.803535,0.803535,0.774747,0.726768
Liberia,m3,d26,0.688384,0.65,0.640404,0.630808,0.630808,0.630808,0.611616,0.611616,0.611616,0.611616,0.592424,0.60202,0.582828,0.592424,0.60202,0.611616,0.630808,0.630808,0.630808,0.707576,0.726768,0.793939,0.755556,0.678788
Liberia,m3,d27,0.669192,0.65,0.630808,0.621212,0.630808,0.458081,0.688384,0.611616,0.60202,0.60202,0.582828,0.60202,0.563636,0.563636,0.573232,0.611616,0.60202,0.592424,0.630808,0.592424,0.60202,0.592424,0.688384,0.69798
Liberia,m3,d28,0.669192,0.65,0.621212,0.621212,0.65,0.534848,0.707576,0.582828,0.60202,0.611616,0.582828,0.563636,0.573232,0.582828,0.611616,0.60202,0.640404,0.678788,0.74596,0.65,0.669192,0.669192,0.707576,0.736364
Liberia,m3,d29,0.717172,0.688384,0.669192,0.669192,0.678788,0.65,0.659596,0.563636,0.496465,0.506061,0.486869,0.486869,0.458081,0.429293,0.467677,0.458081,0.467677,0.515657,0.563636,0.669192,0.515657,0.458081,0.592424,0.55404
Liberia,m3,d30,0.525253,0.506061,0.496465,0.506061,0.534848,0.60202,0.65,0.573232,0.592424,0.573232,0.582828,0.515657,0.486869,0.496465,0.534848,0.525253,0.515657,0.611616,0.678788,0.74596,0.774747,0.774747,0.726768,0.688384
Liberia,m3,d31,0.640404,0.592424,0.573232,0.60202,0.611616,0.640404,0.640404,0.582828,0.60202,0.60202,0.55404,0.534848,0.525253,0.563636,0.515657,0.506061,0.525253,0.515657,0.60202,0.755556,0.813131,0.813131,0.784343,0.544444
Liberia,m4,d1,0.458081,0.448485,0.448485,0.458081,0.467677,0.477273,0.477273,0.477273,0.390909,0.390909,0.410101,0.410101,0.419697,0.400505,0.381313,0.486869,0.525253,0.515657,0.630808,0.717172,0.74596,0.736364,0.707576,0.659596
Liberia,m4,d2,0.60202,0.592424,0.573232,0.563636,0.563636,0.563636,0.55404,0.506061,0.515657,0.506061,0.496465,0.506061,0.534848,0.506061,0.563636,0.592424,0.592424,0.592424,0.640404,0.707576,0.717172,0.717172,0.630808,0.640404
Liberia,m4,d3,0.592424,0.573232,0.55404,0.544444,0.573232,0.515657,0.621212,0.563636,0.573232,0.563636,0.582828,0.573232,0.467677,0.55404,0.563636,0.592424,0.592424,0.582828,0.640404,0.717172,0.74596,0.736364,0.707576,0.65
Liberia,m4,d4,0.611616,0.582828,0.573232,0.563636,0.573232,0.573232,0.582828,0.525253,0.486869,0.486869,0.515657,0.515657,0.525253,0.534848,0.515657,0.477273,0.448485,0.534848,0.621212,0.69798,0.726768,0.726768,0.688384,0.640404
Liberia,m4,d5,0.611616,0.592424,0.573232,0.563636,0.582828,0.611616,0.60202,0.563636,0.525253,0.525253,0.506061,0.467677,0.486869,0.496465,0.467677,0.477273,0.448485,0.496465,0.592424,0.726768,0.726768,0.717172,0.736364,0.688384
Liberia,m4,d6,0.611616,0.621212,0.256566,0.256566,0.323737,0.534848,0.563636,0.544444,0.592424,0.582828,0.573232,0.534848,0.525253,0.55404,0.563636,0.506061,0.458081,0.563636,0.678788,0.755556,0.448485,0.611616,0.69798,0.678788
Liberia,m4,d7,0.65,0.611616,0.592424,0.582828,0.582828,0.582828,0.592424,0.60202,0.621212,0.592424,0.582828,0.563636,0.55404,0.55404,0.563636,0.563636,0.534848,0.525253,0.630808,0.736364,0.774747,0.784343,0.74596,0.707576
Liberia,m4,d8,0.659596,0.640404,0.621212,0.621212,0.592424,0.582828,0.573232,0.60202,0.60202,0.60202,0.544444,0.55404,0.563636,0.563636,0.573232,0.55404,0.563636,0.582828,0.640404,0.717172,0.726768,0.69798,0.669192,0.486869
Liberia,m4,d9,0.640404,0.621212,0.611616,0.60202,0.60202,0.592424,0.573232,0.582828,0.573232,0.573232,0.544444,0.544444,0.55404,0.582828,0.60202,0.573232,0.563636,0.573232,0.611616,0.669192,0.688384,0.669192,0.659596,0.630808
Liberia,m4,d10,0.592424,0.563636,0.544444,0.544444,0.544444,0.563636,0.525253,0.525253,0.55404,0.563636,0.573232,0.534848,0.525253,0.611616,0.621212,0.60202,0.621212,0.630808,0.688384,0.774747,0.793939,0.765152,0.736364,0.707576
Liberia,m4,d11,0.467677,0.467677,0.458081,0.467677,0.486869,0.525253,0.563636,0.477273,0.506061,0.506061,0.506061,0.448485,0.419697,0.438889,0.362121,0.525253,0.486869,0.525253,0.60202,0.640404,0.621212,0.65,0.592424,0.621212
Liberia,m4,d12,0.592424,0.573232,0.544444,0.544444,0.55404,0.563636,0.582828,0.534848,0.55404,0.525253,0.515657,0.506061,0.506061,0.515657,0.448485,0.438889,0.448485,0.477273,0.544444,0.669192,0.621212,0.707576,0.688384,0.621212
Liberia,m4,d13,0.582828,0.582828,0.563636,0.563636,0.55404,0.544444,0.525253,0.515657,0.515657,0.525253,0.496465,0.525253,0.525253,0.525253,0.592424,0.496465,0.582828,0.534848,0.582828,0.669192,0.726768,0.726768,0.669192,0.65
Liberia,m4,d14,0.65,0.621212,0.611616,0.60202,0.60202,0.592424,0.573232,0.515657,0.256566,0.256566,0.256566,0.256566,0.256566,0.352525,0.342929,0.342929,0.352525,0.304545,0.294949,0.486869,0.506061,0.774747,0.755556,0.726768
Liberia,m4,d15,0.256566,0.314141,0.390909,0.390909,0.390909,0.390909,0.381313,0.400505,0.352525,0.362121,0.314141,0.342929,0.371717,0.371717,0.362121,0.342929,0.342929,0.352525,0.467677,0.525253,0.60202,0.669192,0.525253,0.573232
