,,,,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Liberia,HydroMC,m1,d24,0,0,0,0,0,0,0.283333,0.283333,0.281818,0.281818,0.281818,0.277273,0.278788,0.278788,0.277273,0.281818,0.280303,0.275758,0.275758,0.280303,0.275758,0.274242,0.278788,0.243939
Liberia,HydroMC,m1,d25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130303,0.201515,0.280303,0.275758,0.275758,0.275758,0.278788,0.278788,0.277273,0.284848,0.278788
Liberia,HydroMC,m1,d26,0.283333,0.278788,0.283333,0,0,0,0,0,0,0.007576,0.280303,0.280303,0.280303,0.277273,0.277273,0.278788,0.280303,0.280303,0.280303,0.275758,0.275758,0.274242,0.274242,0.280303
Liberia,HydroMC,m1,d27,0.280303,0.280303,0.284848,0,0,0,0.286364,0.281818,0.281818,0.284848,0.284848,0.284848,0.281818,0.284848,0.284848,0,0,0,0.283333,0.281818,0.286364,0.284848,0.283333,0.286364
Liberia,HydroMC,m1,d28,0.286364,0.286364,0.287879,0.286364,0.283333,0.287879,0.287879,0.287879,0.286364,0.283333,0.284848,0.281818,0.287879,0.284848,0.284848,0.283333,0.284848,0.289394,0.284848,0.289394,0.286364,0.286364,0.286364,0.290909
Liberia,HydroMC,m1,d29,0.290909,0.275758,0.287879,0.292424,0.292424,0.287879,0.287879,0.292424,0.290909,0.289394,0.289394,0.293939,0.289394,0.290909,0.295455,0.295455,0.293939,0.29697,0.29697,0.584848,0.583333,0.578788,0.578788,0.584848
Liberia,HydroMC,m1,d30,0.574242,0.583333,0.580303,0.577273,0.580303,0.572727,0.577273,0.575758,0.578788,0.569697,0.575758,0.577273,0.571212,0.574242,0.572727,0.580303,0.578788,0.578788,0.578788,0.574242,0.568182,0.572727,0.565152,0.569697
Liberia,HydroMC,m1,d31,0.566667,0.569697,0.565152,0.563636,0.572727,0.566667,0.563636,0.569697,0.283333,0.280303,0.289394,0.286364,0.286364,0.287879,0.287879,0.287879,0.287879,0.292424,0.289394,0.289394,0.292424,0.290909,0.290909,0.290909
Liberia,HydroMC,m2,d1,0.29697,0.292424,0.293939,0.29697,0.292424,0.29697,0.29697,0.29697,0.29697,0.295455,0.298485,0.293939,0.293939,0.298485,0.29697,0.3,0.293939,0.554545,0.562121,0.586364,0.584848,0.580303,0.580303,0.581818
Liberia,HydroMC,m2,d2,0.578788,0.578788,0.571212,0.578788,0.575758,0.587879,0.569697,0.569697,0.292424,0.287879,0.289394,0.292424,0.292424,0.289394,0.293939,0.287879,0.289394,0.290909,0.289394,0.569697,0.571212,0.565152,0.566667,0.565152
Liberia,HydroMC,m2,d3,0.287879,0.287879,0.290909,0.287879,0.290909,0.287879,0.290909,0.286364,0.287879,0.290909,0.286364,0.287879,0.286364,0.287879,0.290909,0.290909,0.289394,0.284848,0.290909,0.290909,0.287879,0.287879,0.292424,0.289394
Liberia,HydroMC,m2,d4,0.290909,0.284848,0.290909,0.286364,0.290909,0.290909,0.290909,0.290909,0.290909,0.287879,0.289394,0.284848,0.287879,0.284848,0.289394,0.289394,0.284848,0.284848,0.289394,0.289394,0.286364,0.286364,0.289394,0.289394
Liberia,HydroMC,m2,d5,0.289394,0.286364,0.284848,0.287879,0.284848,0.284848,0.287879,0.284848,0.281818,0.283333,0.287879,0.284848,0.284848,0.283333,0.286364,0.283333,0.286364,0.283333,0.286364,0.281818,0.286364,0.281818,0.284848,0.239394
Liberia,HydroMC,m2,d6,0.283333,0.284848,0.284848,0.280303,0.278788,0.278788,0.284848,0.278788,0.278788,0.278788,0.278788,0.280303,0.275758,0.280303,0.278788,0.275758,0.274242,0.275758,0.274242,0.274242,0.278788,0.274242,0.274242,0.277273
Liberia,HydroMC,m2,d7,0.277273,0.278788,0.272727,0.277273,0.274242,0.274242,0.272727,0.277273,0.159091,0,0,0,0,0,0,0,0,0,0.277273,0.275758,0.280303,0.280303,0.278788,0.277273
Liberia,HydroMC,m2,d8,0.275758,0.275758,0.278788,0.274242,0.277273,0.277273,0.278788,0.278788,0.193939,0,0,0,0,0,0,0,0,0.278788,0.280303,0.278788,0.277273,0.281818,0.281818,0.278788
Liberia,HydroMC,m2,d9,0.272727,0.275758,0.280303,0.280303,0.274242,0.278788,0.274242,0.278788,0.274242,0.087879,0,0,0,0,0,0,0,0,0.280303,0.281818,0.280303,0.277273,0.275758,0.280303
Liberia,HydroMC,m2,d10,0.280303,0.280303,0.280303,0.275758,0.275758,0.277273,0.278788,0.277273,0.274242,0,0,0,0,0,0,0,0,0,0.281818,0.277273,0.280303,0.275758,0.280303,0.277273
Liberia,HydroMC,m2,d11,0.278788,0.278788,0.274242,0.278788,0.280303,0.274242,0.278788,0.278788,0.277273,0,0,0,0,0,0,0,0,0,0.281818,0.280303,0.278788,0.274242,0.278788,0.278788
Liberia,HydroMC,m2,d12,0.277273,0.272727,0.272727,0.275758,0.272727,0.272727,0.277273,0.277273,0.275758,0,0,0,0,0,0,0,0,0.116667,0.278788,0.275758,0.277273,0.278788,0.278788,0.278788
Liberia,HydroMC,m2,d13,0.275758,0.275758,0.274242,0.274242,0.274242,0.272727,0.277273,0.277273,0.275758,0,0,0,0,0,0,0,0,0.277273,0.275758,0.274242,0.278788,0.275758,0.272727,0.234848
Liberia,HydroMC,m2,d14,0,0,0,0,0,0.277273,0.275758,0.275758,0.280303,0.275758,0,0,0.168182,0.442424,0.275758,0.274242,0.280303,0.274242,0.274242,0.278788,0.275758,0.272727,0.272727,0.259091
Liberia,HydroMC,m2,d15,0,0,0,0,0,0.278788,0.275758,0.275758,0.274242,0.280303,0.274242,0.278788,0.274242,0.278788,0.274242,0.278788,0.275758,0.278788,0.277273,0.272727,0.277273,0.275758,0.274242,0.274242
Liberia,HydroMC,m2,d16,0,0,0,0,0,0.283333,0.277273,0.274242,0.280303,0.275758,0.280303,0.274242,0.280303,0.280303,0.275758,0.281818,0.278788,0.280303,0.281818,0.281818,0.277273,0.281818,0.275758,0.277273
Liberia,HydroMC,m2,d17,0.281818,0.281818,0.281818,0.281818,0.278788,0.277273,0.281818,0.277273,0.278788,0.277273,0.280303,0.280303,0.280303,0.274242,0.275758,0.277273,0.281818,0.280303,0.281818,0.281818,0.280303,0.277273,0.277273,0.280303
Liberia,HydroMC,m2,d18,0.280303,0.275758,0.280303,0.280303,0.275758,0.280303,0.275758,0.280303,0.277273,0.278788,0.275758,0.277273,0.275758,0.274242,0.277273,0.281818,0.280303,0.280303,0.280303,0.280303,0.278788,0.280303,0.277273,0.275758
Liberia,HydroMC,m2,d19,0.278788,0.272727,0.277273,0.278788,0.278788,0.274242,0.278788,0.274242,0.278788,0.275758,0.278788,0.277273,0.274242,0.275758,0.274242,0.275758,0.274242,0.274242,0.277273,0.278788,0.275758,0.275758,0.272727,0.274242
Liberia,HydroMC,m2,d20,0.275758,0,0,0,0,0,0.086364,0.277273,0.278788,0.274242,0.280303,0.277273,0.280303,0.278788,0.274242,0.278788,0.272727,0.274242,0.275758,0.274242,0.278788,0.272727,0.277273,0.277273
Liberia,HydroMC,m2,d21,0,0,0,0,0,0.024242,0.281818,0.280303,0.277273,0.280303,0.275758,0.275758,0.274242,0.280303,0.275758,0.275758,0.278788,0.274242,0.278788,0.277273,0.277273,0.277273,0.272727,0.272727
Liberia,HydroMC,m2,d22,0,0,0,0,0,0.042424,0.275758,0.274242,0.274242,0.274242,0.274242,0.278788,0.274242,0.259091,0.259091,0,0,0,0.275758,0.278788,0.278788,0.274242,0.275758,0.277273
Liberia,HydroMC,m2,d23,0,0,0,0,0,0,0.277273,0.280303,0.280303,0.277273,0.278788,0.278788,0.275758,0.277273,0,0,0,0,0.275758,0.277273,0.278788,0.272727,0.274242,0.277273
Liberia,HydroMC,m2,d24,0,0,0,0,0,0,0,0,0.281818,0.012121,0.274242,0.260606,0.240909,0.274242,0.274242,0.275758,0.275758,0.274242,0.274242,0.269697,0.274242,0.274242,0.269697,0.268182
Liberia,HydroMC,m2,d25,0,0,0,0,0,0,0.275758,0.271212,0.269697,0.274242,0.271212,0.231818,0,0,0,0,0,0,0.275758,0.274242,0.271212,0.274242,0.269697,0.272727
Liberia,HydroMC,m2,d26,0,0,0,0,0,0,0.271212,0.274242,0.271212,0.269697,0.274242,0,0,0,0,0,0,0,0.277273,0.272727,0.274242,0.269697,0.274242,0
Liberia,HydroMC,m2,d27,0,0,0,0,0,0,0.275758,0,0.240909,0.227273,0.242424,0.15,0,0,0,0,0,0,0,0.275758,0.271212,0.274242,0.274242,0.269697
Liberia,HydroMC,m2,d28,0,0,0,0,0,0.05303,0.272727,0.274242,0.272727,0.269697,0.271212,0.231818,0,0,0,0,0,0,0,0.275758,0.268182,0.272727,0.268182,0
Liberia,HydroMC,m3,d1,0,0,0,0,0,0,0.274242,0.272727,0.272727,0.234848,0,0,0,0,0,0,0,0,0,0.275758,0.269697,0.272727,0.272727,0.062121
Liberia,HydroMC,m3,d2,0,0,0,0,0,0,0.275758,0.269697,0.272727,0.269697,0.036364,0,0,0,0,0,0,0,0,0.272727,0.269697,0.274242,0,0
Liberia,HydroMC,m3,d3,0,0,0,0,0,0,0,0.274242,0.272727,0.268182,0.163636,0,0,0,0,0,0,0,0,0.275758,0.271212,0.274242,0.274242,0
Liberia,HydroMC,m3,d4,0,0,0,0,0,0.272727,0.275758,0.268182,0.269697,0.189394,0,0,0,0,0,0,0,0,0,0.269697,0.271212,0.271212,0.268182,0
Liberia,HydroMC,m3,d5,0,0,0,0,0,0,0.272727,0.272727,0.271212,0.269697,0.269697,0.262121,0,0,0,0,0,0,0.180303,0.271212,0.274242,0.274242,0.268182,0
Liberia,HydroMC,m3,d6,0,0,0,0,0,0,0.275758,0.269697,0.269697,0.269697,0,0.274242,0,0,0,0,0.278788,0.272727,0.275758,0.277273,0.265152,0.272727,0.274242,0
Liberia,HydroMC,m3,d7,0,0,0,0,0,0,0.275758,0.275758,0.278788,0.277273,0.278788,0.274242,0.278788,0.274242,0.275758,0.274242,0.278788,0.277273,0.272727,0.271212,0.277273,0.271212,0.274242,0
Liberia,HydroMC,m3,d8,0,0,0,0.275758,0.277273,0.272727,0.274242,0.277273,0.277273,0.277273,0.277273,0.271212,0.277273,0.275758,0.274242,0.277273,0.275758,0.275758,0.274242,0.275758,0.275758,0.275758,0.272727,0.04697
Liberia,HydroMC,m3,d9,0,0,0,0,0.274242,0.277273,0.278788,0.275758,0.278788,0,0.277273,0.277273,0.274242,0.277273,0.277273,0.277273,0.277273,0.277273,0.275758,0.55303,0.419697,0.534848,0.537879,0.34697
Liberia,HydroMC,m3,d10,0.269697,0.269697,0.274242,0.274242,0.275758,0.271212,0.271212,0.275758,0.271212,0,0,0.274242,0.275758,0.278788,0.275758,0.280303,0.280303,0.557576,0.556061,0.556061,0.551515,0.551515,0.543939,0.545455
Liberia,HydroMC,m3,d11,0.277273,0.272727,0.272727,0.277273,0.272727,0.277273,0.545455,0.540909,0.542424,0.537879,0.533333,0.274242,0.274242,0.275758,0.274242,0,0.275758,0.277273,0.275758,0.275758,0.275758,0.275758,0.275758,0.275758
Liberia,HydroMC,m3,d12,0.274242,0.277273,0.277273,0.272727,0.275758,0.274242,0.277273,0.278788,0.274242,0.274242,0.272727,0.272727,0.277273,0.277273,0.272727,0.277273,0.277273,0.277273,0.271212,0.272727,0.275758,0.277273,0.272727,0.272727
Liberia,HydroMC,m3,d13,0.277273,0.277273,0.272727,0.277273,0.275758,0.277273,0.277273,0.277273,0.271212,0.271212,0.272727,0.274242,0.271212,0.275758,0.275758,0.271212,0.275758,0.275758,0.269697,0.271212,0.272727,0.274242,0.275758,0.128788
Liberia,HydroMC,m3,d14,0,0,0,0,0,0.278788,0.277273,0.274242,0.277273,0.272727,0.271212,0.274242,0.275758,0.271212,0.271212,0.275758,0.271212,0.272727,0.274242,0.274242,0.269697,0.271212,0.271212,0.209091
Liberia,HydroMC,m3,d15,0,0,0,0,0,0.278788,0.275758,0.274242,0.275758,0.277273,0.277273,0.274242,0.272727,0.277273,0.272727,0.271212,0.275758,0.271212,0.274242,0.271212,0.274242,0.272727,0.274242,0.274242
Liberia,HydroMC,m3,d16,0,0,0,0,0,0.277273,0.277273,0.277273,0.272727,0.275758,0.272727,0.277273,0.275758,0.277273,0.272727,0.272727,0.271212,0.271212,0.215152,0.272727,0.271212,0.233333,0.237879,0.231818
Liberia,HydroMC,m3,d17,0,0,0,0,0,0.274242,0.274242,0.274242,0.272727,0.271212,0.271212,0.109091,0,0,0.280303,0.277273,0.274242,0.274242,0.272727,0.277273,0.275758,0.277273,0.275758,0.274242
Liberia,HydroMC,m3,d18,0,0,0,0,0,0.275758,0.278788,0.278788,0.274242,0.274242,0.274242,0.278788,0.274242,0.277273,0.275758,0.277273,0.277273,0.277273,0.272727,0.272727,0.272727,0.272727,0.271212,0.275758
Liberia,HydroMC,m3,d19,0,0,0,0,0,0.280303,0.275758,0.278788,0.277273,0.272727,0.275758,0.272727,0,0,0,0,0,0,0.278788,0.281818,0.278788,0.277273,0.281818,0.275758
Liberia,HydroMC,m3,d20,0,0,0,0,0,0.281818,0.283333,0.283333,0.278788,0.283333,0.278788,0.277273,0.281818,0.283333,0.283333,0.275758,0.277273,0.281818,0.548485,0.548485,0.495455,0.433333,0.543939,0.537879
Liberia,HydroMC,m3,d21,0,0,0,0,0,0.280303,0.280303,0.278788,0.280303,0.274242,0.275758,0.268182,0.275758,0.278788,0.275758,0.280303,0.280303,0.280303,0.275758,0.534848,0.540909,0.536364,0.542424,0.539394
Liberia,HydroMC,m3,d22,0,0,0,0,0,0.280303,0.280303,0.278788,0.280303,0.274242,0.275758,0.268182,0.275758,0.278788,0.275758,0.280303,0.280303,0.280303,0.548485,0.534848,0.540909,0.536364,0.542424,0.539394
Liberia,HydroMC,m3,d23,0,0,0,0,0,0.277273,0.275758,0.277273,0.275758,0.277273,0.277273,0.256061,0.213636,0.278788,0.277273,0.277273,0.278788,0.278788,0.275758,0.543939,0.543939,0.536364,0.536364,0.539394
Liberia,HydroMC,m3,d24,0,0,0,0,0,0.280303,0.277273,0.280303,0.277273,0.275758,0.277273,0.277273,0.275758,0.260606,0,0.124242,0.248485,0.280303,0.275758,0.537879,0.524242,0.522727,0.539394,0.540909
Liberia,HydroMC,m3,d25,0,0,0,0,0,0,0,0,,0.281818,0.280303,0.275758,0.280303,0.275758,0.263636,0.275758,0.274242,0.280303,0.280303,0.540909,0.543939,0.545455,0.540909,0.539394
Liberia,HydroMC,m3,d26,0.169697,0,0,0,0,0,0,0.275758,0.274242,0.275758,0.280303,0.280303,0.277273,0.278788,0.275758,0.275758,0.278788,0.278788,0.278788,0.278788,0.339394,0.539394,0.539394,0.515152
Liberia,HydroMC,m3,d27,0,0,0,0,0,0,0,0.275758,0.277273,0.272727,0.272727,0.277273,0.277273,0.275758,0.272727,0.275758,0.272727,0.272727,0.271212,0.271212,0.275758,0.274242,0.275758,0.271212
Liberia,HydroMC,m3,d28,0.165152,0,0,0,0,0,0.274242,0.274242,0.277273,0.272727,0.271212,0.271212,0.271212,0.271212,0.275758,0.269697,0.271212,0.275758,0.277273,0.277273,0.275758,0.277273,0.271212,0.274242
Liberia,HydroMC,m3,d29,0.05,0,0,0,0,0,0,0.277273,0.272727,0.271212,0.271212,0.271212,0.268182,0.271212,0.266667,0.268182,0.268182,0.231818,0.274242,0.275758,0.277273,0.275758,0.274242,0.274242
Liberia,HydroMC,m3,d30,0.272727,0.269697,0.274242,0.269697,0.274242,0.274242,0.275758,0.275758,0.275758,0.277273,0.274242,0.271212,0.271212,0.272727,0.277273,0.277273,0.275758,0.277273,0.551515,0.54697,0.55303,0.55303,0.55303,0.542424
Liberia,HydroMC,m3,d31,0.540909,0.536364,0.272727,0.274242,0.272727,0.274242,0.271212,0.274242,0.271212,0.275758,0.274242,0.271212,0.275758,0.275758,0.340909,0.55,0.551515,0.548485,0.551515,0.551515,0.548485,0.551515,0.548485,0.540909
Liberia,HydroMC,m4,d1,0.540909,0.536364,0.543939,0.540909,0.271212,0.272727,0.272727,0.501515,0.55,0.545455,0.545455,0.55,0.543939,0.54697,0.543939,0.545455,0.54697,0.545455,0.55,0.545455,0.543939,0.548485,0.545455,0.542424
Liberia,HydroMC,m4,d2,0.539394,0.542424,0.540909,0.539394,0.522727,0.272727,0.272727,0.277273,0.278788,0.54697,0.543939,0.540909,0.539394,0.545455,0.540909,0.539394,0.54697,0.54697,0.54697,0.542424,0.536364,0.542424,0.537879,0.542424
Liberia,HydroMC,m4,d3,0.551515,0.54697,0.55,0.539394,0.274242,0.277273,0.278788,0.274242,0.548485,0.542424,0.542424,0.543939,0.536364,0.269697,0.272727,0.277273,0.275758,0.548485,0.545455,0.542424,0.543939,0.54697,0.545455,0.548485
Liberia,HydroMC,m4,d4,0.574242,0.562121,0.551515,0.556061,0.551515,0.55,0.271212,0.274242,0.275758,0.275758,0.271212,0.271212,0.274242,0.275758,0.274242,0.272727,0.274242,0.540909,0.540909,0.539394,0.536364,0.539394,0.536364,0.537879
Liberia,HydroMC,m4,d5,0.539394,0.275758,0.286364,0.271212,0.275758,0.274242,0.277273,0.269697,0.274242,0.272727,0.274242,0.274242,0.271212,0.272727,0.275758,0.274242,0.271212,0.272727,0.274242,0.542424,0.539394,0.539394,0.539394,0.543939
Liberia,HydroMC,m4,d6,0.537879,0.384848,0.268182,0,0.086364,0.275758,0.275758,0.271212,0.274242,0.271212,0.271212,0.274242,0.272727,0.274242,0.274242,0.277273,0.277273,0.277273,0.54697,0.536364,0.536364,0.439394,0.536364,0.536364
Liberia,HydroMC,m4,d7,0.527273,0.274242,0.274242,0.274242,0.271212,0.269697,0.271212,0.275758,0.271212,0.275758,0.271212,0.257576,0.272727,0.275758,0.275758,0.277273,0.275758,0.278788,0.545455,0.537879,0.537879,0.539394,0.539394,0.537879
Liberia,HydroMC,m4,d8,0.534848,0.268182,0.272727,0.269697,0.275758,0.272727,0.274242,0.275758,0.272727,0.269697,0.275758,0.272727,0.271212,0.275758,0.277273,0.274242,0.275758,0.275758,0.275758,0.271212,0.271212,0.540909,0,0
Liberia,HydroMC,m4,d9,0,0,0.259091,0.262121,0.257576,0.260606,0.263636,0.262121,0.263636,0.257576,0.263636,0.259091,0.259091,0.259091,0.262121,0.263636,0.260606,0.259091,0.263636,0.531818,0.55,0.55,0.542424,0.537879
Liberia,HydroMC,m4,d10,0.545455,0.272727,0.274242,0.275758,0.274242,0.274242,0.274242,0.278788,0.274242,0.278788,0.275758,0.275758,0.275758,0.277273,0.275758,0.274242,0.277273,0.277273,0.275758,0.543939,0.539394,0.542424,0.530303,0.533333
Liberia,HydroMC,m4,d11,0.536364,0.274242,0.275758,0.275758,0.277273,0.275758,0.272727,0.277273,0.278788,0.275758,0.275758,0.274242,0.275758,0.277273,0.280303,0.278788,0.280303,0.543939,0.540909,0.545455,0.542424,0.536364,0.539394,0.542424
Liberia,HydroMC,m4,d12,0.537879,0.275758,0.274242,0.274242,0.278788,0.278788,0.280303,0.275758,0.275758,0.280303,0.275758,0.280303,0.278788,0.281818,0.281818,0.278788,0.280303,0.281818,0.281818,0.280303,0.548485,0.543939,0.537879,0.536364
Liberia,HydroMC,m4,d13,0.534848,0.278788,0,0.278788,0.277273,0.275758,0.275758,0.275758,0.280303,0.277273,0.275758,0.280303,0.278788,0.280303,0.280303,0.281818,0.281818,0.277273,0.281818,0.277273,0.277273,0.278788,0.277273,0.281818
Liberia,HydroMC,m4,d14,0.281818,0.281818,0.278788,0.280303,0.277273,0.278788,0.280303,0.280303,0.278788,0.278788,0,0.245455,0.248485,0.24697,0.515152,0.498485,0.49697,0.512121,0.443939,0.366667,0.542424,0.543939,0.542424,0.275758
Liberia,HydroMC,m4,d15,0.277273,0,0,0,0,0,0,0.281818,0.509091,0.510606,0.518182,0.463636,0.492424,0.531818,0.528788,0.516667,0.501515,0.495455,0.504545,0.519697,0.540909,0.537879,0.534848,0.271212
Liberia,HydroMC,m4,d16,0.272727,0,0,0,0,0.101515,0.275758,0.275758,0.506061,0.527273,0.487879,0.50303,0.256061,0.24697,0.243939,0.24697,0.245455,0.242424,0.243939,0.260606,0.512121,0.513636,0.475758,0.481818
Liberia,HydroMC,m4,d17,0.437879,0.224242,0.230303,0.227273,0.222727,0.230303,0.233333,0.204545,0.254545,0.533333,0.50303,0.510606,0.387879,0.492424,0.237879,0.243939,0.221212,0.257576,0.228788,0.024242,0.240909,0.256061,0.263636,0.265152
Liberia,HydroMC,m4,d18,0.277273,0.271212,0.277273,0.272727,0.274242,0.275758,0.272727,0.272727,0.277273,0.275758,0.277273,0.275758,0.274242,0.278788,0.278788,0.277273,0.278788,0.278788,0.369697,0.54697,0.421212,0.539394,0.542424,0.534848
Liberia,HydroMC,m4,d19,0.539394,0.224242,0.230303,0.227273,0.222727,0.230303,0.233333,0.204545,0.254545,0.533333,0.50303,0.510606,0.387879,0.492424,0.237879,0.243939,0.221212,0.257576,0.228788,0.024242,0.240909,0.256061,0.263636,0.265152
Liberia,HydroMC,m4,d20,0.277273,0.272727,0.271212,0.275758,0.278788,0,0,0,0.280303,0.531818,0.528788,0.5,0.522727,0.522727,0.254545,0.245455,0.181818,0.243939,0.240909,0.277273,0.536364,0.548485,0.540909,0.540909
Liberia,HydroMC,m4,d21,0.540909,0.274242,0.274242,0.278788,0.278788,0.278788,0.274242,0.275758,0.278788,0.275758,0.277273,0.280303,0,0.280303,0.278788,0.278788,0.278788,0.280303,0.278788,0.551515,0.522727,0.539394,0.530303,0.530303
