Plant,Season,Day,cf
MTCoffee_extension,m12,d9,0.5329
MTCoffee_extension,m12,d10,0.5463
MTCoffee_extension,m12,d11,0.5421
MTCoffee_extension,m12,d12,0.4996
MTCoffee_extension,m12,d13,0.4575
MTCoffee_extension,m12,d14,0.4517
MTCoffee_extension,m12,d15,0.4521
MTCoffee_extension,m12,d16,0.3825
MTCoffee_extension,m12,d17,0.4138
MTCoffee_extension,m12,d18,0.3479
MTCoffee_extension,m12,d19,0.2254
MTCoffee_extension,m12,d20,0.3588
MTCoffee_extension,m12,d21,0.3117
MTCoffee_extension,m12,d22,0.3079
MTCoffee_extension,m12,d23,0.2388
MTCoffee_extension,m12,d24,0.2396
MTCoffee_extension,m12,d25,0.38
MTCoffee_extension,m12,d26,0.255
MTCoffee_extension,m12,d27,0.2571
MTCoffee_extension,m12,d28,0.255
MTCoffee_extension,m12,d29,0.2613
MTCoffee_extension,m12,d30,0.25
MTCoffee_extension,m12,d31,0.1871
SP2_150,m1,d1,0.3938
SP2_150,m1,d2,0.3842
SP2_150,m1,d3,0.375
SP2_150,m1,d4,0.3371
SP2_150,m1,d5,0.32
SP2_150,m1,d6,0.3171
SP2_150,m1,d7,0.3029
SP2_150,m1,d8,0.2938
SP2_150,m1,d9,0.3179
SP2_150,m1,d10,0.2629
SP2_150,m1,d11,0.3121
SP2_150,m1,d12,0.2696
SP2_150,m1,d13,0.2596
SP2_150,m1,d14,0.2571
SP2_150,m1,d15,0.2563
SP2_150,m1,d16,0.2558
SP2_150,m1,d17,0.1683
SP2_150,m1,d18,0.2229
SP2_150,m1,d19,0.2146
SP2_150,m1,d20,0.1929
SP2_150,m1,d21,0.1821
SP2_150,m1,d22,0.1971
SP2_150,m1,d23,0.1821
SP2_150,m1,d24,0.1908
SP2_150,m1,d25,0.1083
SP2_150,m1,d26,0.1821
SP2_150,m1,d27,0.195
SP2_150,m1,d28,0.2604
SP2_150,m1,d29,0.3217
SP2_150,m1,d30,0.5267
SP2_150,m1,d31,0.3492
SP2_150,m2,d1,0.2808
SP2_150,m2,d2,0.3317
SP2_150,m2,d3,0.2167
SP2_150,m2,d4,0.2158
SP2_150,m2,d5,0.21
SP2_150,m2,d6,0.2079
SP2_150,m2,d7,0.1258
SP2_150,m2,d8,0.1367
SP2_150,m2,d9,0.1325
SP2_150,m2,d10,0.1308
SP2_150,m2,d11,0.13
SP2_150,m2,d12,0.1333
SP2_150,m2,d13,0.1363
SP2_150,m2,d14,0.1475
SP2_150,m2,d15,0.1633
SP2_150,m2,d16,0.1654
SP2_150,m2,d17,0.2096
SP2_150,m2,d18,0.2096
SP2_150,m2,d19,0.2063
SP2_150,m2,d20,0.1575
SP2_150,m2,d21,0.1571
SP2_150,m2,d22,0.1288
SP2_150,m2,d23,0.1217
SP2_150,m2,d24,0.1254
SP2_150,m2,d25,0.0996
SP2_150,m2,d26,0.0838
SP2_150,m2,d27,0.0775
SP2_150,m2,d28,0.0842
SP2_150,m3,d1,0.0742
SP2_150,m3,d2,0.0654
SP2_150,m3,d3,0.0692
SP2_150,m3,d4,0.0788
SP2_150,m3,d5,0.0967
SP2_150,m3,d6,0.1096
SP2_150,m3,d7,0.1558
SP2_150,m3,d8,0.185
SP2_150,m3,d9,0.2083
SP2_150,m3,d10,0.2671
SP2_150,m3,d11,0.255
SP2_150,m3,d12,0.22
SP2_150,m3,d13,0.215
SP2_150,m3,d14,0.1721
SP2_150,m3,d15,0.1742
SP2_150,m3,d16,0.1683
SP2_150,m3,d17,0.1504
SP2_150,m3,d18,0.1742
SP2_150,m3,d19,0.12
SP2_150,m3,d20,0.2267
SP2_150,m3,d21,0.2179
SP2_150,m3,d22,0.2271
SP2_150,m3,d23,0.2163
SP2_150,m3,d24,0.2017
SP2_150,m3,d25,0.1879
SP2_150,m3,d26,0.1833
SP2_150,m3,d27,0.1613
SP2_150,m3,d28,0.1667
SP2_150,m3,d29,0.1621
SP2_150,m3,d30,0.2833
SP2_150,m3,d31,0.3192
SP2_150,m4,d1,0.3446
SP2_150,m4,d2,0.3363
SP2_150,m4,d3,0.3092
SP2_150,m4,d4,0.2842
SP2_150,m4,d5,0.2308
SP2_150,m4,d6,0.225
SP2_150,m4,d7,0.2371
SP2_150,m4,d8,0.1696
SP2_150,m4,d9,0.2183
SP2_150,m4,d10,0.2333
SP2_150,m4,d11,0.2483
SP2_150,m4,d12,0.2263
SP2_150,m4,d13,0.1821
SP2_150,m4,d14,0.235
SP2_150,m4,d15,0.24
SP2_150,m4,d16,0.2008
SP2_150,m4,d17,0.1904
SP2_150,m4,d18,0.2313
SP2_150,m4,d19,0.1904
SP2_150,m4,d20,0.2292
SP2_150,m4,d21,0.2175
SP2_150,m4,d22,0.1875
SP2_150,m4,d23,0.1758
SP2_150,m4,d24,0.1571
SP2_150,m4,d25,0.1633
SP2_150,m4,d26,0.2242
SP2_150,m4,d27,0.3254
SP2_150,m4,d28,0.3688
SP2_150,m4,d29,0.3525
SP2_150,m4,d30,0.3783
SP2_150,m5,d1,0.4125
SP2_150,m5,d2,0.3867
SP2_150,m5,d3,0.4013
SP2_150,m5,d4,0.4042
SP2_150,m5,d5,0.3583
SP2_150,m5,d6,0.2767
SP2_150,m5,d7,0.1633
SP2_150,m5,d8,0.28
SP2_150,m5,d9,0.1979
SP2_150,m5,d10,0.1975
SP2_150,m5,d11,0.1596
SP2_150,m5,d12,0.1704
SP2_150,m5,d13,0.1413
SP2_150,m5,d14,0.1558
SP2_150,m5,d15,0.2029
SP2_150,m5,d16,0.2521
SP2_150,m5,d17,0.2233
SP2_150,m5,d18,0.2767
SP2_150,m5,d19,0.2067
SP2_150,m5,d20,0.265
SP2_150,m5,d21,0.4596
SP2_150,m5,d22,0.7629
SP2_150,m5,d23,0.6113
SP2_150,m5,d24,0.6033
SP2_150,m5,d25,0.6208
SP2_150,m5,d26,0.6183
SP2_150,m5,d27,0.7646
SP2_150,m5,d28,0.8367
SP2_150,m5,d29,0.8175
SP2_150,m5,d30,0.4713
SP2_150,m5,d31,0.4821
SP2_150,m6,d1,0.4846
SP2_150,m6,d2,0.5333
SP2_150,m6,d3,0.5942
SP2_150,m6,d4,0.7404
SP2_150,m6,d5,0.7775
SP2_150,m6,d6,0.8433
SP2_150,m6,d7,0.8471
SP2_150,m6,d8,0.9042
SP2_150,m6,d9,0.9529
SP2_150,m6,d10,0.9163
SP2_150,m6,d11,0.9033
SP2_150,m6,d12,0.9146
SP2_150,m6,d13,0.8317
SP2_150,m6,d14,0.6621
SP2_150,m6,d15,0.6417
SP2_150,m6,d16,0.5321
SP2_150,m6,d17,0.5583
SP2_150,m6,d18,0.4767
SP2_150,m6,d19,0.5133
SP2_150,m6,d20,0.5008
SP2_150,m6,d21,0.5917
SP2_150,m6,d22,0.7771
SP2_150,m6,d23,0.855
SP2_150,m6,d24,0.9438
SP2_150,m6,d25,0.9842
SP2_150,m6,d26,1
SP2_150,m6,d27,1
SP2_150,m6,d28,0.9879
SP2_150,m6,d29,1
SP2_150,m6,d30,0.9996
SP2_150,m7,d1,0.9888
SP2_150,m7,d2,0.9921
SP2_150,m7,d3,0.9375
SP2_150,m7,d4,0.8321
SP2_150,m7,d5,0.9575
SP2_150,m7,d6,0.9658
SP2_150,m7,d7,0.965
SP2_150,m7,d8,0.9621
SP2_150,m7,d9,0.8517
SP2_150,m7,d10,0.9458
SP2_150,m7,d11,0.9771
SP2_150,m7,d12,0.9767
SP2_150,m7,d13,0.9033
SP2_150,m7,d14,0.9004
SP2_150,m7,d15,0.9742
SP2_150,m7,d16,0.9658
SP2_150,m7,d17,0.9629
SP2_150,m7,d18,0.9692
SP2_150,m7,d19,0.9692
SP2_150,m7,d20,0.9671
SP2_150,m7,d21,0.9638
SP2_150,m7,d22,0.96
SP2_150,m7,d23,0.9433
SP2_150,m7,d24,0.9546
SP2_150,m7,d25,0.96
SP2_150,m7,d26,0.9638
SP2_150,m7,d27,0.9679
SP2_150,m7,d28,0.9675
SP2_150,m7,d29,0.9638
SP2_150,m7,d30,0.9692
SP2_150,m7,d31,0.9704
SP2_150,m8,d1,0.7829
SP2_150,m8,d2,0.8183
SP2_150,m8,d3,0.8438
SP2_150,m8,d4,0.9921
SP2_150,m8,d5,0.975
SP2_150,m8,d6,0.9975
SP2_150,m8,d7,0.9979
SP2_150,m8,d8,1
SP2_150,m8,d9,0.9975
SP2_150,m8,d10,0.9963
SP2_150,m8,d11,0.985
SP2_150,m8,d12,0.975
SP2_150,m8,d13,0.9683
SP2_150,m8,d14,0.9646
SP2_150,m8,d15,0.9692
SP2_150,m8,d16,0.97
SP2_150,m8,d17,0.975
SP2_150,m8,d18,0.9788
SP2_150,m8,d19,0.9742
SP2_150,m8,d20,0.9717
SP2_150,m8,d21,0.8975
SP2_150,m8,d22,0.9692
SP2_150,m8,d23,0.9717
SP2_150,m8,d24,0.9738
SP2_150,m8,d25,0.9788
SP2_150,m8,d26,0.9854
SP2_150,m8,d27,0.9829
SP2_150,m8,d28,0.9854
SP2_150,m8,d29,0.9825
SP2_150,m8,d30,0.9838
SP2_150,m8,d31,0.9871
SP2_150,m9,d1,0.9692
SP2_150,m9,d2,0.9917
SP2_150,m9,d3,0.9888
SP2_150,m9,d4,0.965
SP2_150,m9,d5,0.9625
SP2_150,m9,d6,0.9667
SP2_150,m9,d7,0.9804
SP2_150,m9,d8,0.9875
SP2_150,m9,d9,0.9913
SP2_150,m9,d10,0.9742
SP2_150,m9,d11,0.9783
SP2_150,m9,d12,0.9808
SP2_150,m9,d13,0.9721
SP2_150,m9,d14,0.9858
SP2_150,m9,d15,0.9875
SP2_150,m9,d16,0.9917
SP2_150,m9,d17,0.9842
SP2_150,m9,d18,0.9867
SP2_150,m9,d19,0.985
SP2_150,m9,d20,0.9825
SP2_150,m9,d21,0.9779
SP2_150,m9,d22,0.9771
SP2_150,m9,d23,0.9796
SP2_150,m9,d24,0.9471
SP2_150,m9,d25,0.9608
SP2_150,m9,d26,0.8133
SP2_150,m9,d27,0.8267
SP2_150,m9,d28,0.8542
SP2_150,m9,d29,0.9254
SP2_150,m9,d30,0.9938
SP2_150,m10,d1,1
SP2_150,m10,d2,1
SP2_150,m10,d3,1
SP2_150,m10,d4,0.9979
SP2_150,m10,d5,0.9938
SP2_150,m10,d6,0.9863
SP2_150,m10,d7,0.875
SP2_150,m10,d8,0.9925
SP2_150,m10,d9,0.9933
SP2_150,m10,d10,0.9867
SP2_150,m10,d11,0.9929
SP2_150,m10,d12,0.9913
SP2_150,m10,d13,0.9954
SP2_150,m10,d14,0.9996
SP2_150,m10,d15,0.605
SP2_150,m10,d16,0.9988
SP2_150,m10,d17,1
SP2_150,m10,d18,0.9992
SP2_150,m10,d19,0.99
SP2_150,m10,d20,1
SP2_150,m10,d21,1
SP2_150,m10,d22,1
SP2_150,m10,d23,1
SP2_150,m10,d24,1
SP2_150,m10,d25,0.9992
SP2_150,m10,d26,0.7904
SP2_150,m10,d27,0.9346
SP2_150,m10,d28,1
SP2_150,m10,d29,0.8717
SP2_150,m10,d30,0.755
SP2_150,m10,d31,0.8858
SP2_150,m11,d1,0.5046
SP2_150,m11,d2,0.0171
SP2_150,m11,d3,0
SP2_150,m11,d4,0.1371
SP2_150,m11,d5,0.8229
SP2_150,m11,d6,0.6063
SP2_150,m11,d7,0.7404
SP2_150,m11,d8,0.6529
SP2_150,m11,d9,0.4129
SP2_150,m11,d10,0.825
SP2_150,m11,d11,0.6683
SP2_150,m11,d12,1
SP2_150,m11,d13,1
SP2_150,m11,d14,1
SP2_150,m11,d15,1
SP2_150,m11,d16,0.8867
SP2_150,m11,d17,0.905
SP2_150,m11,d18,1
SP2_150,m11,d19,1
SP2_150,m11,d20,0.97
SP2_150,m11,d21,1
SP2_150,m11,d22,1
SP2_150,m11,d23,0.9346
SP2_150,m11,d24,0.9938
SP2_150,m11,d25,1
SP2_150,m11,d26,1
SP2_150,m11,d27,1
SP2_150,m11,d28,1
SP2_150,m11,d29,1
SP2_150,m11,d30,1
SP2_150,m12,d1,0.7896
SP2_150,m12,d2,0.785
SP2_150,m12,d3,0.6975
SP2_150,m12,d4,0.7792
SP2_150,m12,d5,0.7804
SP2_150,m12,d6,0.7813
SP2_150,m12,d7,0.7892
SP2_150,m12,d8,0.7775
SP2_150,m12,d9,0.77
SP2_150,m12,d10,0.7892
SP2_150,m12,d11,0.7825
SP2_150,m12,d12,0.7225
SP2_150,m12,d13,0.6604
SP2_150,m12,d14,0.6525
SP2_150,m12,d15,0.6542
SP2_150,m12,d16,0.5546
SP2_150,m12,d17,0.5988
SP2_150,m12,d18,0.5013
SP2_150,m12,d19,0.3263
SP2_150,m12,d20,0.5179
SP2_150,m12,d21,0.4525
SP2_150,m12,d22,0.4458
SP2_150,m12,d23,0.3488
SP2_150,m12,d24,0.3442
SP2_150,m12,d25,0.5496
SP2_150,m12,d26,0.3696
SP2_150,m12,d27,0.3704
SP2_150,m12,d28,0.3688
SP2_150,m12,d29,0.3779
SP2_150,m12,d30,0.3592
SP2_150,m12,d31,0.27
