Plant,Season,Day,cf
MTCoffee ,m3,d24,0.189905
MTCoffee ,m3,d25,0.171226
MTCoffee ,m3,d26,0.178589
MTCoffee ,m3,d27,0.145691
MTCoffee ,m3,d28,0.159186
MTCoffee ,m3,d29,0.144981
MTCoffee ,m3,d30,0.257396
MTCoffee ,m3,d31,0.301359
MTCoffee ,m4,d1,0.381828
MTCoffee ,m4,d2,0.372666
MTCoffee ,m4,d3,0.341349
MTCoffee ,m4,d4,0.316458
MTCoffee ,m4,d5,0.255658
MTCoffee ,m4,d6,0.249219
MTCoffee ,m4,d7,0.262694
MTCoffee ,m4,d8,0.204508
MTCoffee ,m4,d9,0.223381
MTCoffee ,m4,d10,0.256018
MTCoffee ,m4,d11,0.27348
MTCoffee ,m4,d12,0.249943
MTCoffee ,m4,d13,0.208073
MTCoffee ,m4,d14,0.258466
MTCoffee ,m4,d15,0.266761
MTCoffee ,m4,d16,0.216217
MTCoffee ,m4,d17,0.216482
MTCoffee ,m4,d18,0.247457
MTCoffee ,m4,d19,0.219654
MTCoffee ,m4,d20,0.245947
MTCoffee ,m4,d21,0.248092
MTCoffee ,m4,d22,0.206946
MTCoffee ,m4,d23,0.193111
MTCoffee ,m4,d24,0.174318
MTCoffee ,m4,d25,0.180672
MTCoffee ,m4,d26,0.239503
MTCoffee ,m4,d27,0.359607
MTCoffee ,m4,d28,0.409271
MTCoffee ,m4,d29,0.391293
MTCoffee ,m4,d30,0.412202
MTCoffee ,m5,d1,0.308575
MTCoffee ,m5,d2,0.288963
MTCoffee ,m5,d3,0.300279
MTCoffee ,m5,d4,0.308021
MTCoffee ,m5,d5,0.269119
MTCoffee ,m5,d6,0.206487
MTCoffee ,m5,d7,0.122353
MTCoffee ,m5,d8,0.20813
MTCoffee ,m5,d9,0.147633
MTCoffee ,m5,d10,0.147159
MTCoffee ,m5,d11,0.11929
MTCoffee ,m5,d12,0.12768
MTCoffee ,m5,d13,0.104929
MTCoffee ,m5,d14,0.115497
MTCoffee ,m5,d15,0.152154
MTCoffee ,m5,d16,0.180535
MTCoffee ,m5,d17,0.175189
MTCoffee ,m5,d18,0.206719
MTCoffee ,m5,d19,0.154995
MTCoffee ,m5,d20,0.188717
MTCoffee ,m5,d21,0.334025
MTCoffee ,m5,d22,0.57117
MTCoffee ,m5,d23,0.464929
MTCoffee ,m5,d24,0.443134
MTCoffee ,m5,d25,0.465734
MTCoffee ,m5,d26,0.460795
MTCoffee ,m5,d27,0.569863
MTCoffee ,m5,d28,0.625473
MTCoffee ,m5,d29,0.613868
MTCoffee ,m5,d30,0.36535
MTCoffee ,m5,d31,0.352931
MTCoffee ,m6,d1,0.303906
MTCoffee ,m6,d2,0.334465
MTCoffee ,m6,d3,0.373883
MTCoffee ,m6,d4,0.45813
MTCoffee ,m6,d5,0.488816
MTCoffee ,m6,d6,0.531155
MTCoffee ,m6,d7,0.532959
MTCoffee ,m6,d8,0.567836
MTCoffee ,m6,d9,0.601084
MTCoffee ,m6,d10,0.60786
MTCoffee ,m6,d11,0.543504
MTCoffee ,m6,d12,0.576435
MTCoffee ,m6,d13,0.524115
MTCoffee ,m6,d14,0.425639
MTCoffee ,m6,d15,0.403224
MTCoffee ,m6,d16,0.334034
MTCoffee ,m6,d17,0.350578
MTCoffee ,m6,d18,0.316671
MTCoffee ,m6,d19,0.305994
MTCoffee ,m6,d20,0.31517
MTCoffee ,m6,d21,0.372083
MTCoffee ,m6,d22,0.481255
MTCoffee ,m6,d23,0.537983
MTCoffee ,m6,d24,0.614574
MTCoffee ,m6,d25,0.646851
MTCoffee ,m6,d26,0.65759
MTCoffee ,m6,d27,0.658551
MTCoffee ,m6,d28,0.649332
MTCoffee ,m6,d29,0.653864
MTCoffee ,m6,d30,0.652969
MTCoffee ,m7,d1,0.653281
MTCoffee ,m7,d2,0.655241
MTCoffee ,m7,d3,0.619399
MTCoffee ,m7,d4,0.54991
MTCoffee ,m7,d5,0.6325
MTCoffee ,m7,d6,0.637836
MTCoffee ,m7,d7,0.637917
MTCoffee ,m7,d8,0.634972
MTCoffee ,m7,d9,0.562429
MTCoffee ,m7,d10,0.625241
MTCoffee ,m7,d11,0.645431
MTCoffee ,m7,d12,0.645346
MTCoffee ,m7,d13,0.595866
MTCoffee ,m7,d14,0.59482
MTCoffee ,m7,d15,0.642964
MTCoffee ,m7,d16,0.637708
MTCoffee ,m7,d17,0.635781
MTCoffee ,m7,d18,0.639119
MTCoffee ,m7,d19,0.640777
MTCoffee ,m7,d20,0.639313
MTCoffee ,m7,d21,0.636979
MTCoffee ,m7,d22,0.634811
MTCoffee ,m7,d23,0.62286
MTCoffee ,m7,d24,0.630672
MTCoffee ,m7,d25,0.634527
MTCoffee ,m7,d26,0.636188
MTCoffee ,m7,d27,0.638485
MTCoffee ,m7,d28,0.638793
MTCoffee ,m7,d29,0.636098
MTCoffee ,m7,d30,0.639285
MTCoffee ,m7,d31,0.640649
MTCoffee ,m8,d1,0.50411
MTCoffee ,m8,d2,0.527183
MTCoffee ,m8,d3,0.542405
MTCoffee ,m8,d4,0.638229
MTCoffee ,m8,d5,0.62733
MTCoffee ,m8,d6,0.642159
MTCoffee ,m8,d7,0.642202
MTCoffee ,m8,d8,0.644839
MTCoffee ,m8,d9,0.642865
MTCoffee ,m8,d10,0.641662
MTCoffee ,m8,d11,0.63367
MTCoffee ,m8,d12,0.627017
MTCoffee ,m8,d13,0.622585
MTCoffee ,m8,d14,0.620848
MTCoffee ,m8,d15,0.622689
MTCoffee ,m8,d16,0.623788
MTCoffee ,m8,d17,0.626671
MTCoffee ,m8,d18,0.628849
MTCoffee ,m8,d19,0.6267
MTCoffee ,m8,d20,0.624545
MTCoffee ,m8,d21,0.595601
MTCoffee ,m8,d22,0.604271
MTCoffee ,m8,d23,0.62517
MTCoffee ,m8,d24,0.626667
MTCoffee ,m8,d25,0.628598
MTCoffee ,m8,d26,0.633452
MTCoffee ,m8,d27,0.63268
MTCoffee ,m8,d28,0.63294
MTCoffee ,m8,d29,0.632183
MTCoffee ,m8,d30,0.632741
MTCoffee ,m8,d31,0.634195
MTCoffee ,m9,d1,0.614834
MTCoffee ,m9,d2,0.628101
MTCoffee ,m9,d3,0.627528
MTCoffee ,m9,d4,0.61706
MTCoffee ,m9,d5,0.609607
MTCoffee ,m9,d6,0.611894
MTCoffee ,m9,d7,0.62063
MTCoffee ,m9,d8,0.62492
MTCoffee ,m9,d9,0.627259
MTCoffee ,m9,d10,0.625455
MTCoffee ,m9,d11,0.611567
MTCoffee ,m9,d12,0.621387
MTCoffee ,m9,d13,0.615739
MTCoffee ,m9,d14,0.624702
MTCoffee ,m9,d15,0.625365
MTCoffee ,m9,d16,0.628821
MTCoffee ,m9,d17,0.623433
MTCoffee ,m9,d18,0.624214
MTCoffee ,m9,d19,0.623982
MTCoffee ,m9,d20,0.622206
MTCoffee ,m9,d21,0.619503
MTCoffee ,m9,d22,0.618575
MTCoffee ,m9,d23,0.620133
MTCoffee ,m9,d24,0.599796
MTCoffee ,m9,d25,0.609176
MTCoffee ,m9,d26,0.51456
MTCoffee ,m9,d27,0.523026
MTCoffee ,m9,d28,0.541288
MTCoffee ,m9,d29,0.585862
MTCoffee ,m9,d30,0.62849
MTCoffee ,m10,d1,0.630644
MTCoffee ,m10,d2,0.633845
MTCoffee ,m10,d3,0.63179
MTCoffee ,m10,d4,0.628078
MTCoffee ,m10,d5,0.624233
MTCoffee ,m10,d6,0.619773
MTCoffee ,m10,d7,0.549588
MTCoffee ,m10,d8,0.623722
MTCoffee ,m10,d9,0.624276
MTCoffee ,m10,d10,0.620076
MTCoffee ,m10,d11,0.623343
MTCoffee ,m10,d12,0.621989
MTCoffee ,m10,d13,0.624872
MTCoffee ,m10,d14,0.628305
MTCoffee ,m10,d15,0.380805
MTCoffee ,m10,d16,0.630953
MTCoffee ,m10,d17,0.634437
MTCoffee ,m10,d18,0.634522
MTCoffee ,m10,d19,0.622543
MTCoffee ,m10,d20,0.633134
MTCoffee ,m10,d21,0.633442
MTCoffee ,m10,d22,0.634554
MTCoffee ,m10,d23,0.636136
MTCoffee ,m10,d24,0.636951
MTCoffee ,m10,d25,0.632926
MTCoffee ,m10,d26,0.498906
MTCoffee ,m10,d27,0.595062
MTCoffee ,m10,d28,0.641955
MTCoffee ,m10,d29,0.559626
MTCoffee ,m10,d30,0.481245
MTCoffee ,m10,d31,0.570743
MTCoffee ,m11,d1,0.297831
MTCoffee ,m11,d2,0.008996
MTCoffee ,m11,d3,0
MTCoffee ,m11,d4,0.071567
MTCoffee ,m11,d5,0.430232
MTCoffee ,m11,d6,0.31617
MTCoffee ,m11,d7,0.385872
MTCoffee ,m11,d8,0.340469
MTCoffee ,m11,d9,0.216004
MTCoffee ,m11,d10,0.451203
MTCoffee ,m11,d11,0.412992
MTCoffee ,m11,d12,0.640904
MTCoffee ,m11,d13,0.641785
MTCoffee ,m11,d14,0.642131
MTCoffee ,m11,d15,0.645488
MTCoffee ,m11,d16,0.516861
MTCoffee ,m11,d17,0.555843
MTCoffee ,m11,d18,0.647396
MTCoffee ,m11,d19,0.645852
MTCoffee ,m11,d20,0.616435
MTCoffee ,m11,d21,0.642831
MTCoffee ,m11,d22,0.646179
MTCoffee ,m11,d23,0.605393
MTCoffee ,m11,d24,0.641473
MTCoffee ,m11,d25,0.65277
MTCoffee ,m11,d26,0.651662
MTCoffee ,m11,d27,0.651449
MTCoffee ,m11,d28,0.650762
MTCoffee ,m11,d29,0.651117
MTCoffee ,m11,d30,0.651037
MTCoffee ,m12,d1,0.650767
MTCoffee ,m12,d2,0.647202
MTCoffee ,m12,d3,0.576094
MTCoffee ,m12,d4,0.64224
MTCoffee ,m12,d5,0.644242
MTCoffee ,m12,d6,0.64474
MTCoffee ,m12,d7,0.650672
MTCoffee ,m12,d8,0.641378
MTCoffee ,m12,d9,0.635478
MTCoffee ,m12,d10,0.650999
MTCoffee ,m12,d11,0.645876
MTCoffee ,m12,d12,0.596728
MTCoffee ,m12,d13,0.544948
MTCoffee ,m12,d14,0.538262
MTCoffee ,m12,d15,0.539311
MTCoffee ,m12,d16,0.457187
MTCoffee ,m12,d17,0.493807
MTCoffee ,m12,d18,0.413925
MTCoffee ,m12,d19,0.269285
MTCoffee ,m12,d20,0.426657
MTCoffee ,m12,d21,0.372902
MTCoffee ,m12,d22,0.367936
MTCoffee ,m12,d23,0.287486
MTCoffee ,m12,d24,0.284721
MTCoffee ,m12,d25,0.453736
MTCoffee ,m12,d26,0.304479
MTCoffee ,m12,d27,0.305194
MTCoffee ,m12,d28,0.305578
MTCoffee ,m12,d29,0.311193
MTCoffee ,m12,d30,0.296586
MTCoffee ,m12,d31,0.222008
MTCoffee_extension,m1,d1,0.322259
MTCoffee_extension,m1,d2,0.314493
MTCoffee_extension,m1,d3,0.306894
MTCoffee_extension,m1,d4,0.27642
MTCoffee_extension,m1,d5,0.263068
MTCoffee_extension,m1,d6,0.260748
MTCoffee_extension,m1,d7,0.249574
MTCoffee_extension,m1,d8,0.241051
MTCoffee_extension,m1,d9,0.260511
MTCoffee_extension,m1,d10,0.214252
MTCoffee_extension,m1,d11,0.254664
MTCoffee_extension,m1,d12,0.219361
MTCoffee_extension,m1,d13,0.211714
MTCoffee_extension,m1,d14,0.210237
MTCoffee_extension,m1,d15,0.2092
MTCoffee_extension,m1,d16,0.208277
MTCoffee_extension,m1,d17,0.138201
MTCoffee_extension,m1,d18,0.182102
MTCoffee_extension,m1,d19,0.175568
MTCoffee_extension,m1,d20,0.156723
MTCoffee_extension,m1,d21,0.148059
MTCoffee_extension,m1,d22,0.161411
MTCoffee_extension,m1,d23,0.14858
MTCoffee_extension,m1,d24,0.155966
MTCoffee_extension,m1,d25,0.088684
MTCoffee_extension,m1,d26,0.14839
MTCoffee_extension,m1,d27,0.159612
MTCoffee_extension,m1,d28,0.214678
MTCoffee_extension,m1,d29,0.263774
MTCoffee_extension,m1,d30,0.431487
MTCoffee_extension,m1,d31,0.286018
MTCoffee_extension,m2,d1,0.283111
MTCoffee_extension,m2,d2,0.3325
MTCoffee_extension,m2,d3,0.216643
MTCoffee_extension,m2,d4,0.216316
MTCoffee_extension,m2,d5,0.212443
MTCoffee_extension,m2,d6,0.208963
MTCoffee_extension,m2,d7,0.126042
MTCoffee_extension,m2,d8,0.136506
MTCoffee_extension,m2,d9,0.132907
MTCoffee_extension,m2,d10,0.130398
MTCoffee_extension,m2,d11,0.130398
MTCoffee_extension,m2,d12,0.133097
MTCoffee_extension,m2,d13,0.136458
MTCoffee_extension,m2,d14,0.147917
MTCoffee_extension,m2,d15,0.164062
MTCoffee_extension,m2,d16,0.165606
MTCoffee_extension,m2,d17,0.209598
MTCoffee_extension,m2,d18,0.208759
MTCoffee_extension,m2,d19,0.207102
MTCoffee_extension,m2,d20,0.158229
MTCoffee_extension,m2,d21,0.156539
MTCoffee_extension,m2,d22,0.129531
MTCoffee_extension,m2,d23,0.121231
MTCoffee_extension,m2,d24,0.12732
MTCoffee_extension,m2,d25,0.100994
MTCoffee_extension,m2,d26,0.085275
MTCoffee_extension,m2,d27,0.078172
MTCoffee_extension,m2,d28,0.085322
MTCoffee_extension,m3,d1,0.068987
MTCoffee_extension,m3,d2,0.060653
MTCoffee_extension,m3,d3,0.06482
MTCoffee_extension,m3,d4,0.073627
MTCoffee_extension,m3,d5,0.090199
MTCoffee_extension,m3,d6,0.102348
MTCoffee_extension,m3,d7,0.146449
MTCoffee_extension,m3,d8,0.173674
MTCoffee_extension,m3,d9,0.195885
MTCoffee_extension,m3,d10,0.249384
MTCoffee_extension,m3,d11,0.239252
MTCoffee_extension,m3,d12,0.206345
MTCoffee_extension,m3,d13,0.201231
MTCoffee_extension,m3,d14,0.160417
MTCoffee_extension,m3,d15,0.162973
MTCoffee_extension,m3,d16,0.157301
MTCoffee_extension,m3,d17,0.140777
MTCoffee_extension,m3,d18,0.163414
MTCoffee_extension,m3,d19,0.112652
MTCoffee_extension,m3,d20,0.211046
MTCoffee_extension,m3,d21,0.205507
MTCoffee_extension,m3,d22,0.214029
MTCoffee_extension,m3,d23,0.203011
MTCoffee_extension,m3,d24,0.189905
MTCoffee_extension,m3,d25,0.171226
MTCoffee_extension,m3,d26,0.178589
MTCoffee_extension,m3,d27,0.145691
MTCoffee_extension,m3,d28,0.159186
MTCoffee_extension,m3,d29,0.144981
MTCoffee_extension,m3,d30,0.257396
MTCoffee_extension,m3,d31,0.301359
MTCoffee_extension,m4,d1,0.381828
MTCoffee_extension,m4,d2,0.372666
MTCoffee_extension,m4,d3,0.341349
MTCoffee_extension,m4,d4,0.316458
MTCoffee_extension,m4,d5,0.255658
MTCoffee_extension,m4,d6,0.249219
MTCoffee_extension,m4,d7,0.262694
MTCoffee_extension,m4,d8,0.204508
MTCoffee_extension,m4,d9,0.223381
MTCoffee_extension,m4,d10,0.256018
MTCoffee_extension,m4,d11,0.27348
MTCoffee_extension,m4,d12,0.249943
MTCoffee_extension,m4,d13,0.208073
MTCoffee_extension,m4,d14,0.258466
MTCoffee_extension,m4,d15,0.266761
MTCoffee_extension,m4,d16,0.216217
MTCoffee_extension,m4,d17,0.216482
MTCoffee_extension,m4,d18,0.247457
MTCoffee_extension,m4,d19,0.219654
MTCoffee_extension,m4,d20,0.245947
MTCoffee_extension,m4,d21,0.248092
MTCoffee_extension,m4,d22,0.206946
MTCoffee_extension,m4,d23,0.193111
MTCoffee_extension,m4,d24,0.174318
MTCoffee_extension,m4,d25,0.180672
MTCoffee_extension,m4,d26,0.239503
MTCoffee_extension,m4,d27,0.359607
MTCoffee_extension,m4,d28,0.409271
MTCoffee_extension,m4,d29,0.391293
MTCoffee_extension,m4,d30,0.412202
MTCoffee_extension,m5,d1,0.308575
MTCoffee_extension,m5,d2,0.288963
MTCoffee_extension,m5,d3,0.300279
MTCoffee_extension,m5,d4,0.308021
MTCoffee_extension,m5,d5,0.269119
MTCoffee_extension,m5,d6,0.206487
MTCoffee_extension,m5,d7,0.122353
MTCoffee_extension,m5,d8,0.20813
MTCoffee_extension,m5,d9,0.147633
MTCoffee_extension,m5,d10,0.147159
MTCoffee_extension,m5,d11,0.11929
MTCoffee_extension,m5,d12,0.12768
MTCoffee_extension,m5,d13,0.104929
MTCoffee_extension,m5,d14,0.115497
MTCoffee_extension,m5,d15,0.152154
MTCoffee_extension,m5,d16,0.180535
MTCoffee_extension,m5,d17,0.175189
MTCoffee_extension,m5,d18,0.206719
MTCoffee_extension,m5,d19,0.154995
MTCoffee_extension,m5,d20,0.188717
MTCoffee_extension,m5,d21,0.334025
MTCoffee_extension,m5,d22,0.57117
MTCoffee_extension,m5,d23,0.464929
MTCoffee_extension,m5,d24,0.443134
MTCoffee_extension,m5,d25,0.465734
MTCoffee_extension,m5,d26,0.460795
MTCoffee_extension,m5,d27,0.569863
MTCoffee_extension,m5,d28,0.625473
MTCoffee_extension,m5,d29,0.613868
MTCoffee_extension,m5,d30,0.36535
MTCoffee_extension,m5,d31,0.352931
MTCoffee_extension,m6,d1,0.303906
MTCoffee_extension,m6,d2,0.334465
MTCoffee_extension,m6,d3,0.373883
MTCoffee_extension,m6,d4,0.45813
MTCoffee_extension,m6,d5,0.488816
MTCoffee_extension,m6,d6,0.531155
MTCoffee_extension,m6,d7,0.532959
MTCoffee_extension,m6,d8,0.567836
MTCoffee_extension,m6,d9,0.601084
MTCoffee_extension,m6,d10,0.60786
MTCoffee_extension,m6,d11,0.543504
MTCoffee_extension,m6,d12,0.576435
MTCoffee_extension,m6,d13,0.524115
MTCoffee_extension,m6,d14,0.425639
MTCoffee_extension,m6,d15,0.403224
MTCoffee_extension,m6,d16,0.334034
MTCoffee_extension,m6,d17,0.350578
MTCoffee_extension,m6,d18,0.316671
MTCoffee_extension,m6,d19,0.305994
MTCoffee_extension,m6,d20,0.31517
MTCoffee_extension,m6,d21,0.372083
MTCoffee_extension,m6,d22,0.481255
MTCoffee_extension,m6,d23,0.537983
MTCoffee_extension,m6,d24,0.614574
MTCoffee_extension,m6,d25,0.646851
MTCoffee_extension,m6,d26,0.65759
MTCoffee_extension,m6,d27,0.658551
MTCoffee_extension,m6,d28,0.649332
MTCoffee_extension,m6,d29,0.653864
MTCoffee_extension,m6,d30,0.652969
MTCoffee_extension,m7,d1,0.653281
MTCoffee_extension,m7,d2,0.655241
MTCoffee_extension,m7,d3,0.619399
MTCoffee_extension,m7,d4,0.54991
MTCoffee_extension,m7,d5,0.6325
MTCoffee_extension,m7,d6,0.637836
MTCoffee_extension,m7,d7,0.637917
MTCoffee_extension,m7,d8,0.634972
MTCoffee_extension,m7,d9,0.562429
MTCoffee_extension,m7,d10,0.625241
MTCoffee_extension,m7,d11,0.645431
MTCoffee_extension,m7,d12,0.645346
MTCoffee_extension,m7,d13,0.595866
MTCoffee_extension,m7,d14,0.59482
MTCoffee_extension,m7,d15,0.642964
MTCoffee_extension,m7,d16,0.637708
MTCoffee_extension,m7,d17,0.635781
MTCoffee_extension,m7,d18,0.639119
MTCoffee_extension,m7,d19,0.640777
MTCoffee_extension,m7,d20,0.639313
MTCoffee_extension,m7,d21,0.636979
MTCoffee_extension,m7,d22,0.634811
MTCoffee_extension,m7,d23,0.62286
MTCoffee_extension,m7,d24,0.630672
MTCoffee_extension,m7,d25,0.634527
MTCoffee_extension,m7,d26,0.636188
MTCoffee_extension,m7,d27,0.638485
MTCoffee_extension,m7,d28,0.638793
MTCoffee_extension,m7,d29,0.636098
MTCoffee_extension,m7,d30,0.639285
MTCoffee_extension,m7,d31,0.640649
MTCoffee_extension,m8,d1,0.50411
MTCoffee_extension,m8,d2,0.527183
MTCoffee_extension,m8,d3,0.542405
MTCoffee_extension,m8,d4,0.638229
MTCoffee_extension,m8,d5,0.62733
MTCoffee_extension,m8,d6,0.642159
MTCoffee_extension,m8,d7,0.642202
MTCoffee_extension,m8,d8,0.644839
MTCoffee_extension,m8,d9,0.642865
MTCoffee_extension,m8,d10,0.641662
MTCoffee_extension,m8,d11,0.63367
MTCoffee_extension,m8,d12,0.627017
MTCoffee_extension,m8,d13,0.622585
MTCoffee_extension,m8,d14,0.620848
MTCoffee_extension,m8,d15,0.622689
MTCoffee_extension,m8,d16,0.623788
MTCoffee_extension,m8,d17,0.626671
MTCoffee_extension,m8,d18,0.628849
MTCoffee_extension,m8,d19,0.6267
MTCoffee_extension,m8,d20,0.624545
MTCoffee_extension,m8,d21,0.595601
MTCoffee_extension,m8,d22,0.604271
MTCoffee_extension,m8,d23,0.62517
MTCoffee_extension,m8,d24,0.626667
MTCoffee_extension,m8,d25,0.628598
MTCoffee_extension,m8,d26,0.633452
MTCoffee_extension,m8,d27,0.63268
MTCoffee_extension,m8,d28,0.63294
MTCoffee_extension,m8,d29,0.632183
MTCoffee_extension,m8,d30,0.632741
MTCoffee_extension,m8,d31,0.634195
MTCoffee_extension,m9,d1,0.614834
MTCoffee_extension,m9,d2,0.628101
MTCoffee_extension,m9,d3,0.627528
MTCoffee_extension,m9,d4,0.61706
MTCoffee_extension,m9,d5,0.609607
MTCoffee_extension,m9,d6,0.611894
MTCoffee_extension,m9,d7,0.62063
MTCoffee_extension,m9,d8,0.62492
MTCoffee_extension,m9,d9,0.627259
MTCoffee_extension,m9,d10,0.625455
MTCoffee_extension,m9,d11,0.611567
MTCoffee_extension,m9,d12,0.621387
MTCoffee_extension,m9,d13,0.615739
MTCoffee_extension,m9,d14,0.624702
MTCoffee_extension,m9,d15,0.625365
MTCoffee_extension,m9,d16,0.628821
MTCoffee_extension,m9,d17,0.623433
MTCoffee_extension,m9,d18,0.624214
MTCoffee_extension,m9,d19,0.623982
MTCoffee_extension,m9,d20,0.622206
MTCoffee_extension,m9,d21,0.619503
MTCoffee_extension,m9,d22,0.618575
MTCoffee_extension,m9,d23,0.620133
MTCoffee_extension,m9,d24,0.599796
MTCoffee_extension,m9,d25,0.609176
MTCoffee_extension,m9,d26,0.51456
MTCoffee_extension,m9,d27,0.523026
MTCoffee_extension,m9,d28,0.541288
MTCoffee_extension,m9,d29,0.585862
MTCoffee_extension,m9,d30,0.62849
MTCoffee_extension,m10,d1,0.630644
MTCoffee_extension,m10,d2,0.633845
MTCoffee_extension,m10,d3,0.63179
MTCoffee_extension,m10,d4,0.628078
MTCoffee_extension,m10,d5,0.624233
MTCoffee_extension,m10,d6,0.619773
MTCoffee_extension,m10,d7,0.549588
MTCoffee_extension,m10,d8,0.623722
MTCoffee_extension,m10,d9,0.624276
MTCoffee_extension,m10,d10,0.620076
MTCoffee_extension,m10,d11,0.623343
MTCoffee_extension,m10,d12,0.621989
MTCoffee_extension,m10,d13,0.624872
MTCoffee_extension,m10,d14,0.628305
MTCoffee_extension,m10,d15,0.380805
MTCoffee_extension,m10,d16,0.630953
MTCoffee_extension,m10,d17,0.634437
MTCoffee_extension,m10,d18,0.634522
MTCoffee_extension,m10,d19,0.622543
MTCoffee_extension,m10,d20,0.633134
MTCoffee_extension,m10,d21,0.633442
MTCoffee_extension,m10,d22,0.634554
MTCoffee_extension,m10,d23,0.636136
MTCoffee_extension,m10,d24,0.636951
MTCoffee_extension,m10,d25,0.632926
MTCoffee_extension,m10,d26,0.498906
MTCoffee_extension,m10,d27,0.595062
MTCoffee_extension,m10,d28,0.641955
MTCoffee_extension,m10,d29,0.559626
MTCoffee_extension,m10,d30,0.481245
MTCoffee_extension,m10,d31,0.570743
MTCoffee_extension,m11,d1,0.297831
MTCoffee_extension,m11,d2,0.008996
MTCoffee_extension,m11,d3,0
MTCoffee_extension,m11,d4,0.071567
MTCoffee_extension,m11,d5,0.430232
MTCoffee_extension,m11,d6,0.31617
MTCoffee_extension,m11,d7,0.385872
MTCoffee_extension,m11,d8,0.340469
MTCoffee_extension,m11,d9,0.216004
MTCoffee_extension,m11,d10,0.451203
MTCoffee_extension,m11,d11,0.412992
MTCoffee_extension,m11,d12,0.640904
MTCoffee_extension,m11,d13,0.641785
MTCoffee_extension,m11,d14,0.642131
MTCoffee_extension,m11,d15,0.645488
MTCoffee_extension,m11,d16,0.516861
MTCoffee_extension,m11,d17,0.555843
MTCoffee_extension,m11,d18,0.647396
MTCoffee_extension,m11,d19,0.645852
MTCoffee_extension,m11,d20,0.616435
MTCoffee_extension,m11,d21,0.642831
MTCoffee_extension,m11,d22,0.646179
MTCoffee_extension,m11,d23,0.605393
MTCoffee_extension,m11,d24,0.641473
MTCoffee_extension,m11,d25,0.65277
MTCoffee_extension,m11,d26,0.651662
MTCoffee_extension,m11,d27,0.651449
MTCoffee_extension,m11,d28,0.650762
MTCoffee_extension,m11,d29,0.651117
MTCoffee_extension,m11,d30,0.651037
MTCoffee_extension,m12,d1,0.650767
