,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BESS_4h,1,0.681730769,0.572596154,0.547596154,0.522596154,0.497596154,0.472596154,0.447596154,0.4375,0.427403846,0.417307692,0.407692308,0.401,0.391,0.38,0.369,0.358,0.348,0.337,0.326,0.316,0.305,0.294,0.284,0.273,0.263,0.252,0.242
BESS_8h,1,0.676438654,0.562975027,0.534744843,0.506243214,0.477470141,0.448968512,0.42019544,0.409609121,0.399022801,0.388436482,0.377578719,0.401,0.391,0.38,0.369,0.358,0.348,0.337,0.326,0.316,0.305,0.294,0.284,0.273,0.263,0.252,0.242
BESS_2h,1,0.688967136,0.585680751,0.566118936,0.545774648,0.526212833,0.506651017,0.486306729,0.477699531,0.468309859,0.45970266,0.450312989,0.401,0.391,0.38,0.369,0.358,0.348,0.337,0.326,0.316,0.305,0.294,0.284,0.273,0.263,0.252,0.242
BESS_3h,1,0.688967136,0.585680751,0.566118936,0.545774648,0.526212833,0.506651017,0.486306729,0.477699531,0.468309859,0.45970266,0.450312989,0.401,0.391,0.38,0.369,0.358,0.348,0.337,0.326,0.316,0.305,0.294,0.284,0.273,0.263,0.252,0.242
PV_CAND_LIB,1,0.948808207,0.897616414,0.84642462,0.795232827,0.744041034,0.692849241,0.641657447,0.632751685,0.623845922,0.614940159,0.606034396,0.597128633,0.58822287,0.579317108,0.570411345,0.561505582,0.552599819,0.543694056,0.534788293,0.52588253,0.516976768,0.508071005,0.499165242,0.490259479,0.481353716,0.472447953,0.46354219
