z,g,tech,f,y,value
Kenya,Sangoro,ROR,Water,2026,88.58336466786704
Kenya,Tana,ROR,Water,2026,78.8338000000003
Kenya,Kwale_Co-Generation_TAnaBiomass,BiomassPlant,Biomass,2026,25.8516
Kenya,Orpower_4_(III),Geothermal,Geothermal,2026,148.21920000000037
Burundi,Rusumo_Falls,ReservoirHydro,Water,2026,122.30352000000008
Burundi,Kirasa-karonge,ROR,Water,2026,72.8639999999998
Burundi,CTH_30,ICE,Diesel,2026,157.68
Burundi,Rwegura,ReservoirHydro,Water,2026,157.68
Burundi,RUZB_007,ReservoirHydro,Water,2026,67.6548
Burundi,Ruzizi_II,ROR,Water,2026,54.35712000000026
Burundi,CTH_10,ICE,Diesel,2026,78.84
Burundi,Mubuga,PV,Solar,2026,18.20584215501299
Burundi,Kayenzi,ROR,Water,2026,2.312255999999996
Burundi,Mugere,ROR,Water,2026,23.12255999999992
Burundi,CTH_5,ICE,Diesel,2026,157.68
Burundi,Ruzizi_I,ROR,Water,2026,18.04128000000008
Burundi,Nyemanga,ROR,Water,2026,13.589280000000064
Burundi,Gikonge,ROR,Water,2026,2.89031999999999
Burundi,Ruvyironza,ReservoirHydro,Water,2026,4.5297600000000005
Burundi,Buhiga,ROR,Water,2026,1.445159999999995
Burundi,Marangara,ROR,Water,2026,0.5780639999999989
Djibouti,Akuo,PV,Solar,2026,51.02155180074717
Djibouti,Battery_5MW_DJI,Storage,Battery,2026,9.524284340106249
Djibouti,Wind_on,OnshoreWind,Wind,2026,28.63227051407152
Djibouti,MaraboutG22,ICE,HFO,2026,26.031545271761903
Djibouti,MaraboutG25,ICE,HFO,2026,3.281008964561484
Djibouti,MaraboutG21,ICE,HFO,2026,7.485604308209014
Djibouti,MaraboutG23,ICE,HFO,2026,6.8962645689792845
Djibouti,MaraboutG12,ICE,HFO,2026,4.2672
Djibouti,MaraboutG17,ICE,HFO,2026,3.5388
Djibouti,MaraboutG18,ICE,HFO,2026,5.281200000000002
Djibouti,MaraboutG31,ICE,HFO,2026,1.2589469804188984
Djibouti,MaraboutG32,ICE,HFO,2026,0.2312
Drc_E,Lubero,ROR,Water,2026,51.48849613164083
Drc_E,LungudiII,ROR,Water,2026,16.1136
Drc_E,Matebe,ROR,Water,2026,48.34079999999992
Drc_E,VIRUNGATalyiaNord1TalyiaNord2Ivugha,ROR,Water,2026,159.81665420951654
Drc_E,Ruzizi_II_DRCMutwanga,ROR,Water,2026,244.81170225636015
Drc_E,Ruzizi_I_DRC,ROR,Water,2026,43.76640000000032
Egypt,High-Dam_HY,ReservoirHydro,Water,2026,10117.8
Egypt,Benban_PV,PV,Solar,2026,2288.952939384136
Egypt,Beni-Suef-1_CCGT,CCGT,Gas,2026,3400.2966077997894
Egypt,Beni-Suef-2_CCGT,CCGT,Gas,2026,4399.543204674877
Egypt,Beni-Suef-3_CCGT,CCGT,Gas,2026,5278.149502769935
Egypt,Beni-Suef-4_CCGT,CCGT,Gas,2026,5896.257316918725
Egypt,Burullus-1_CCGT,CCGT,Gas,2026,5617.205167285662
Egypt,Burullus-2_CCGT,CCGT,Gas,2026,5294.27957550138
Egypt,Burullus-3_CCGT,CCGT,Gas,2026,5550.825729626947
Egypt,Burullus-4_CCGT,CCGT,Gas,2026,5952.132514708221
Egypt,New-Capital-1_CCGT,CCGT,Gas,2026,5927.83192
Egypt,New-Capital-2_CCGT,CCGT,Gas,2026,5112.72
Egypt,New-Capital-3_CCGT,CCGT,Gas,2026,7099.92
Egypt,New-Capital-4_CCGT,CCGT,Gas,2026,8282.64
Egypt,Banha_CCGT,CCGT,Gas,2026,6241.500000000001
Egypt,Cairo-North-1_CCGT,CCGT,Gas,2026,6241.500000000001
Egypt,Cairo-North-2_CCGT,CCGT,Gas,2026,6241.500000000002
Egypt,El-Atf_CCGT,CCGT,Gas,2026,6241.5
Egypt,Giza-1_CCGT,CCGT,Gas,2026,6241.499999999999
Egypt,Giza-2_CCGT,CCGT,Gas,2026,6241.499999999999
Egypt,Giza-3_CCGT,CCGT,Gas,2026,6241.500000000001
Egypt,Kuriemat-1_CCGT,CCGT,Gas,2026,6241.500000000001
Egypt,Kuriemat-2_CCGT,CCGT,Gas,2026,6241.500000000001
Egypt,Nubaria-1_CCGT,CCGT,Gas,2026,6241.499999999999
Egypt,Nubaria-2_CCGT,CCGT,Gas,2026,6241.499999999998
Egypt,Nubaria-3_CCGT,CCGT,Gas,2026,6241.500000000003
Egypt,Sidi-Kirir_CCGT,CCGT,Gas,2026,6241.500000000001
Egypt,Talkha-2_CCGT,CCGT,Gas,2026,6241.500000000001
Egypt,West-Assiut-1_CCGT,CCGT,Gas,2026,1311.075
Egypt,West-Assiut-2_CCGT,CCGT,Gas,2026,3190.275
Egypt,West-Damietta_CCGT,CCGT,Gas,2026,4147.275
Egypt,West-Damietta-Ext_CCGT,CCGT,Gas,2026,5070.150000000001
Egypt,Port-Said-East_ST,ST,Gas,2026,5384.771999999997
Egypt,ACWA-POWER_PV,PV,Solar,2026,312.4850429193363
Egypt,AMYA-POWER_PV,PV,Solar,2026,749.32637842902
Egypt,ACWA-Power_WI,OnshoreWind,Wind,2026,2929.937658022849
Egypt,AMYA-POWER_WI,OnshoreWind,Wind,2026,1331.78984455584
Egypt,Engie-Orasco-Toyota_WI,OnshoreWind,Wind,2026,1331.78984455584
Egypt,Masdar_WI,OnshoreWind,Wind,2026,532.715937822336
Egypt,Siemens-Gamesa_WI,OnshoreWind,Wind,2026,1317.9170336750492
Egypt,South-Helwan-1_ST,ST,Gas,2026,5124.600000000002
Egypt,South-Helwan-2_ST,ST,Gas,2026,5124.600000000001
Egypt,South-Helwan-3_ST,ST,Gas,2026,5124.6
Egypt,6Oct-Ext-1_CCGT,CCGT,Gas,2026,1060.8
Egypt,Gabal-El-Zeit_WI,OnshoreWind,Wind,2026,1544.876219684775
Egypt,Zafarana_WI,OnshoreWind,Wind,2026,1398.5458105142004
Egypt,New-Shabab-1_CCGT,CCGT,Gas,2026,1841.0
Egypt,New-Shabab-2_CCGT,CCGT,Gas,2026,1708.5
Egypt,New-Shabab-3_CCGT,CCGT,Gas,2026,1517.0
Egypt,6Oct-Ext-2_CCGT,CCGT,Gas,2026,536.558
Egypt,Aswan-Dam_HY,ReservoirHydro,Water,2026,1349.0399999999995
Egypt,Aswan-Dam-2_HY,ReservoirHydro,Water,2026,1300.8600000000004
Egypt,Ras-Gharib_WI,OnshoreWind,Wind,2026,665.89492227792
Egypt,Esna_HY,ROR,Water,2026,414.347999999998
Egypt,Naga-Hamadi_HY,ROR,Water,2026,538.2144000000013
Egypt,Assiut_HY,ROR,Water,2026,252.2879999999996
Egypt,Kom-Ombo_PV,PV,Solar,2026,19.291168465938604
Egypt,Kuriemat_CSP,CSPPlant,Solar,2026,166.43999999999997
Ethiopia,Gibe_III,ReservoirHydro,Water,2026,4781.017638292039
Ethiopia,GERD_2_HEP,ReservoirHydro,Water,2026,595.1
Ethiopia,Beles_HEP,ReservoirHydro,Water,2026,548.2280000000001
Ethiopia,Gibe_II,ROR,Water,2026,804.7589760000034
Ethiopia,Genale_Dawa_III,ReservoirHydro,Water,2026,81.788
Ethiopia,GERD_1_HEP,ReservoirHydro,Water,2026,7.0
Ethiopia,Gibe_I,ReservoirHydro,Water,2026,6.09
Ethiopia,Adama_II,OnshoreWind,Wind,2026,201.74889566662569
Ethiopia,Ashegoda,OnshoreWind,Wind,2026,52.77957879164761
Ethiopia,Neshe,ReservoirHydro,Water,2026,0.097
Ethiopia,Dicheto_solar,PV,Solar,2026,122.837648602125
Ethiopia,Gad-I_solar,PV,Solar,2026,29.408417173118742
Ethiopia,GERD_3_HEP,ReservoirHydro,Water,2026,1.6
Ethiopia,Koysha_(Gibe_IV),ReservoirHydro,Water,2026,17761.34876483276
Ethiopia,Adama_I,OnshoreWind,Wind,2026,66.54174102688705
Ethiopia,Awash_II,ROR,Water,2026,37.012992
Ethiopia,Awash_III,ROR,Water,2026,46.54540800000017
Ethiopia,Aba_Samuel,ROR,Water,2026,15.812755200000003
Ethiopia,GERD_3a_HEP,ReservoirHydro,Water,2026,1638.1440000000002
Libya,GT_EX_GAS_ALC_16_LIB,OCGT,Gas,2026,4960.677760653744
Libya,GT_EX_GAS_ALC_10_LIB,OCGT,Gas,2026,6804.971778513117
Libya,CC_EX_GAS_ALC_07_LIB,CCGT,Gas,2026,7409.932598219349
Libya,CC_EX_GAS_ALC_11_LIB,CCGT,Gas,2026,7253.28
Libya,GT_EX_GAS_ALC_17_LIB,OCGT,Gas,2026,3180.111645959663
Libya,CC_EX_GAS_ALC_10_LIB,CCGT,Gas,2026,5398.745210780628
Libya,CC_EX_GAS_ALC_15_LIB,CCGT,Gas,2026,3107.197502796327
Libya,GT_EX_GAS_ALC_15_LIB,OCGT,Gas,2026,885.4228262110141
Libya,PV_CM_SPV_ALC_19_LIB,PV,Solar,2026,49.0735935
Libya,WI_CM_WND_ALC_18_LIB,OnshoreWind,Wind,2026,91.6040412
Rwanda,Ntaruka,ReservoirHydro,Water,2026,46.81530000000003
Rwanda,Mukungwa_I,ReservoirHydro,Water,2026,49.93631999999992
Rwanda,Nyabarongo_I,ReservoirHydro,Water,2026,94.05018136752014
Rwanda,Gisenyi,ROR,Water,2026,6.755900784635993
Rwanda,Gihira,ROR,Water,2026,7.153306713143992
Rwanda,Murunda,ROR,Water,2026,0.3974059285080017
Rwanda,Rukarara_I,ROR,Water,2026,37.45224000000018
Rwanda,Rugezi,ROR,Water,2026,9.110399999999988
Rwanda,Keya,ROR,Water,2026,8.742930427175976
Rwanda,Nyamyotsi_I,ROR,Water,2026,0.3974059285080017
Rwanda,Nyamyotsi_II,ROR,Water,2026,0.3974059285080017
Rwanda,Agatobwe,ROR,Water,2026,1.7081999999999948
Rwanda,Mutobo,ROR,Water,2026,0.7948118570160034
Rwanda,Nkora,ROR,Water,2026,2.7023603138543937
Rwanda,Cyimbili,ROR,Water,2026,2.365199999999998
Rwanda,Gaseke,ROR,Water,2026,1.9870296425399891
Rwanda,Mazimeru,ROR,Water,2026,1.9870296425399891
Rwanda,Janja,ROR,Water,2026,0.7948118570160034
Rwanda,Gashashi,ROR,Water,2026,1.1127365998224
Rwanda,Nyabahanga_I,ROR,Water,2026,0.7948118570160034
Rwanda,Nshili_I,ROR,Water,2026,1.5896237140320069
Rwanda,Rwaza_Muko,ROR,Water,2026,10.332554141207964
Rwanda,Musarara,ROR,Water,2026,1.5896237140320069
Rwanda,Mukungwa_II,ROR,Water,2026,14.306613426287983
Rwanda,Rukarara_II,ROR,Water,2026,11.563199999999958
Rwanda,Nyirabuhombohombo,ROR,Water,2026,2.5831385353019907
Rwanda,Giciye_I,ROR,Water,2026,15.896237140319917
Rwanda,Giciye_II,ROR,Water,2026,15.896237140319917
Rwanda,Giciye_III,ROR,Water,2026,38.945780993783934
Rwanda,Rukarara_V_Mushishito,ROR,Water,2026,26.28
Rwanda,Rubagabaga,ROR,Water,2026,1.9709999999999963
Rwanda,Nyirantaruko,ROR,Water,2026,7.312269084547185
Rwanda,Kigasa,ROR,Water,2026,1.072996006971604
Rwanda,Mukungu_MHPP,ROR,Water,2026,0.0794811857016003
Rwanda,Kavumu-Mwange,ROR,Water,2026,1.3114395640763967
Rwanda,Ntaruka_A,ROR,Water,2026,7.948118570159957
Rwanda,Gishoma,ST,Peat,2026,11.40481218
Rwanda,Hakan,ST,Peat,2026,53.31808936518158
Rwanda,Kivuwatt_Phase_I,Methane,Methane,2026,20.070262777385864
Rwanda,KP1,Methane,Methane,2026,2.816583777757359
Rwanda,SPLK,Methane,Methane,2026,63.952138664920135
Rwanda,Jali,PV,Solar,2026,0.4867398180927499
Rwanda,GigaWatt,PV,Solar,2026,16.549153815153502
Rwanda,Nasho_Solar,PV,Solar,2026,6.424965598824299
Rwanda,PV_generic,PV,Solar,2026,97.34796361854995
Rwanda,Methane_generic,Methane,Methane,2026,203.7039222595942
SouthSudan,Juba,ICE,Diesel,2026,558.4499999999995
SouthSudan,Malakal,ICE,Diesel,2026,37.23
SouthSudan,Bor,ICE,Diesel,2026,14.892000000000008
SouthSudan,Rumbek,ICE,Diesel,2026,14.89200000000002
SouthSudan,Wau,ICE,Diesel,2026,14.892000000000015
SouthSudan,Yambio,ICE,Diesel,2026,14.892
SouthSudan,Kapoeta,ICE,Diesel,2026,7.446
SouthSudan,Maridi,ICE,Diesel,2026,7.446
Sudan,HYD_STOHY_Nile_09_SUD,ReservoirHydro,Water,2026,6699.839999999998
Sudan,SC_CO_09_SUD,ST,Coal,2026,3745.664610369762
Sudan,CC_LF_03_SUD,CCGT,LFO,2026,2127.38004692897
Sudan,HYD_STOHY_16_SUD,ReservoirHydro,Water,2026,2039.1047999999917
Sudan,DG_HF_04_SUD,OCGT,HFO,2026,796.9704858251695
Sudan,ST_HF_15_SUD,ST,HFO,2026,1090.7128431509732
Sudan,HYD_STOHY_79_SUD,ReservoirHydro,Water,2026,2467.692000000004
Sudan,GT_DS_16_SUD,OCGT,Gas,2026,752.6658429017122
Sudan,DG_HF_10_SUD,OCGT,HFO,2026,219.99208043292649
Sudan,SC_CO_25_SUD,ST,Coal,2026,157.67999999999944
Sudan,DG_DS_20_SUD,OCGT,Gas,2026,128.5410289772883
Sudan,HYD_STOHY_25_SUD,ReservoirHydro,Water,2026,2641.7059199999967
Tanzania,Hale,ROR,Water,2026,42.29567999999995
Tanzania,Kinyerezi_II,CCGT,Gas,2026,465.4718582591972
Tanzania,Kinyerezi_I_Ext,OCGT,Gas,2026,0.0384392022213462
Tanzania,Ubongo_I,ICE,Gas,2026,0.1631999999999999
Tanzania,JNHPP_1,ReservoirHydro,Water,2026,2914.726189595818
Tanzania,Tegeta,ICE,Gas,2026,84.456
Tanzania,JNHPP_2,ReservoirHydro,Water,2026,2564.510925799784
Tanzania,Mtwara,OCGT,Gas,2026,58.1808
Tanzania,TPC_Bio,ST,Biomass,2026,50.31494999999999
Tanzania,Kidatu,ReservoirHydro,Water,2026,924.3999997968964
Tanzania,Somanga,OCGT,Gas,2026,15.0144
Tanzania,Small_PV,PV,Solar,2026,14.722354087727997
Tanzania,Small_Wind,OnshoreWind,Wind,2026,7.106799789082005
Tanzania,Tanwat_Bio,ST,Biomass,2026,11.1811
Tanzania,Kihansi,ROR,Water,2026,692.1936000000035
Tanzania,Kishapu_II,PV,Solar,2026,105.1596720552
Tanzania,New_OnshoreWind_TZA,OnshoreWind,Wind,2026,740.7148380052764
Tanzania,Mtera,ReservoirHydro,Water,2026,350.6566166419201
Tanzania,New_Pangani_Falls,ROR,Water,2026,238.22304000000057
Tanzania,Nyumba_Ya_Mungu,ReservoirHydro,Water,2026,31.398318679552
Tanzania,Singida_II,OnshoreWind,Wind,2026,266.5049920905749
Tanzania,SingidaWind2_REN_TZA,OnshoreWind,Wind,2026,266.5049920905749
Tanzania,SmallPV_2026,PV,Solar,2026,100.953285172992
Tanzania,SmallHydro_2026,ReservoirHydro,Water,2026,47.91147429864
Tanzania,SmallHydro_TZA,ROR,Water,2026,198.2282108860564
Uganda,Karum_HPP,ROR,Water,2026,2155.032
Uganda,Eskom_(Nalubaale_and_Kiira)_,ReservoirHydro,Water,2026,1131.8832000000004
Uganda,Bujagali_HPP,ROR,Water,2026,1439.3709996959865
Uganda,Isimba_HPP,ROR,Water,2026,1116.7658243144654
Uganda,Kakira_Sugar_Limited,BiomassPlant,Biomass,2026,0.0777744257651718
Uganda,Achwa1_HPP,ROR,Water,2026,39.44919443351035
Uganda,Achwa2_HPP,ROR,Water,2026,31.38306730272007
Uganda,MSS_Xsabo_Power_Limited,PV,Solar,2026,43.58787200847998
Uganda,Mpanga_HPP,ROR,Water,2026,99.81432131985588
Uganda,Siti_II_HPP,ROR,Water,2026,39.59077867881589
Uganda,Kinyara_Sugar_Limited,BiomassPlant,Biomass,2026,0.015
Uganda,Nyamagasani1_HPP,ROR,Water,2026,46.55750003640011
Uganda,Bugoye_HPP,ROR,Water,2026,44.04440132668797
Uganda,Sugar_and_Allied_Industries_Limited,BiomassPlant,Biomass,2026,22.57462015575636
Uganda,Access_Uganda_Solar_Limited,PV,Solar,2026,21.79393600423999
Uganda,Emerging_Power,PV,Solar,2026,21.79393600423999
Uganda,Tororo_Solar_North,PV,Solar,2026,21.79393600423999
Uganda,MubukuIII_HPP,ROR,Water,2026,46.59376001207973
Uganda,Nkusi_HPP,ROR,Water,2026,68.65852081141473
Uganda,Hydromax_HPP,ROR,Water,2026,61.20707999280015
Uganda,Nyamwamba_HPP,ROR,Water,2026,30.47201332127993
Uganda,Kyambura_HPP,ROR,Water,2026,25.139130682368005
Uganda,NyamwambaII_HPP,ROR,Water,2026,23.985530674368075
Uganda,Muvumbe_HPP,ROR,Water,2026,36.86640067168804
Uganda,Ishasha_HPP,ROR,Water,2026,17.42622401160002
Uganda,Ndugutu_HPP,ROR,Water,2026,19.18849199846403
Uganda,Rwimi_HPP,ROR,Water,2026,25.74012161640966
Uganda,Kakaka_HPP,ROR,Water,2026,20.97875334300004
Uganda,Lubilia_HPP,ROR,Water,2026,19.77507034535997
Uganda,Sindila_HPP,ROR,Water,2026,13.732353001272028
Uganda,Siti_I_HPP,ROR,Water,2026,18.4448383984872
Uganda,Waki_HPP,ROR,Water,2026,21.571031798685496
Uganda,Mahoma_HPP,ROR,Water,2026,9.61857199857601
Uganda,Ulepi_Solar,PV,Solar,2026,21.79393600423999
Uganda,Timex_Bukinda_HPP,ROR,Water,2026,37.725024461824944
Uganda,NyagakI_HPP,ROR,Water,2026,12.571019999999992
Uganda,Kikagati_HPP,ROR,Water,2026,91.18374531638432
Uganda,Muyembe_HPP,ROR,Water,2026,25.812691201728068
Uganda,Nyamagasani2_HPP,ROR,Water,2026,19.58841354520795
Uganda,SCOUL,BiomassPlant,Biomass,2026,160.31961143054917
Uganda,Mayuge_Bio,BiomassPlant,Biomass,2026,139.25501223582884
Uganda,GM_Sugar_BIO,BiomassPlant,Biomass,2026,46.27265999999972
Uganda,Kamuli_Sugar_BIO,BiomassPlant,Biomass,2026,18.374683534916706
Uganda,Lolwe_BIO,BiomassPlant,Biomass,2026,3.539759999999987
Uganda,GOTNUR_BIO,BiomassPlant,Biomass,2026,2.374240000000012
Uganda,Hoima_Sugar_BIO,BiomassPlant,Biomass,2026,79.54319999999998
Uganda,Nkonge_PV,PV,Solar,2026,43.58787200847998
Uganda,Busitema_PV,PV,Solar,2026,8.717574401696002
Uganda,KISs_PV,PV,Solar,2026,1.3076361602543989
Uganda,Kitobo_PV,PV,Solar,2026,0.50126052809752
Uganda,BukasaOffgrid_PV,PV,Solar,2026,0.2179393600424
Uganda,Pam_Ssekanyonyi_PV,PV,Solar,2026,0.2179393600424
Uganda,Pam_Tiribogo_PV,PV,Solar,2026,0.2179393600424
Uganda,Tororo_PV,PV,Solar,2026,23.10157216449439
