z,g,tech,f,y,value
Kenya,Lake_Turkana_Wind_Power,OnshoreWind,Wind,2026,1427.476570058193
Kenya,Gitaru,ROR,Water,2026,742.0579461437594
Kenya,Kiambere,ROR,Water,2026,343.0540976593765
Kenya,Olkaria_V_,Geothermal,Geothermal,2026,1301.0352000000005
Kenya,Olkaria_I_units_4_&_5,Geothermal,Geothermal,2026,1152.816
Kenya,Olkaria_IV,Geothermal,Geothermal,2026,1152.8159999999991
Kenya,Turkwel,ROR,Water,2026,652.0138492853256
Kenya,Olkaria_II,Geothermal,Geothermal,2026,831.6743999999975
Kenya,Kipeto_Wind_-_I,OnshoreWind,Wind,2026,475.8255233527315
Kenya,Olkaria_Mobile_Wellheads___Eburru,Geothermal,Geothermal,2026,749.3303999999986
Kenya,Kamburu,ROR,Water,2026,388.8648142558004
Kenya,Kindaruma,ROR,Water,2026,224.4297172070384
Kenya,Orpower_4_(I),Geothermal,Geothermal,2026,527.0015999999979
Kenya,Sondu,ROR,Water,2026,211.9949878190772
Kenya,Baringo_Silali__-_Korosi_I,Geothermal,Geothermal,2026,823.4400000000003
Kenya,Baringo_Silali__-_Paka_I,Geothermal,Geothermal,2026,823.4399999999999
Kenya,Olkaria_7,Geothermal,Geothermal,2026,1152.816
Kenya,Olkaria_8,Geothermal,Geothermal,2026,1152.816
Kenya,Olkaria_Brine,Geothermal,Geothermal,2026,823.4400000000002
Kenya,Olkaria_Topping,Geothermal,Geothermal,2026,329.376
Kenya,Olkaria_VI,Geothermal,Geothermal,2026,1152.8160000000005
Kenya,Menengai_I_Quantum,Geothermal,Geothermal,2026,219.64213717847957
Kenya,Menengai_I_Sosian,Geothermal,Geothermal,2026,288.204
Kenya,Olkaria_1_B_(Rehabilitated),Geothermal,Geothermal,2026,518.7671999999994
Kenya,Olkaria_1_Unit_6,Geothermal,Geothermal,2026,683.4551999999967
Kenya,Generic_Rooftop_2021,RPV,Solar,2026,367.92
Kenya,Generic_Rooftop_2022,RPV,Solar,2026,131.4
Kenya,Generic_Rooftop_2023,RPV,Solar,2026,105.12
Kenya,Generic_Rooftop_2024,RPV,Solar,2026,87.60000000000001
Kenya,Generic_Rooftop_2025,RPV,Solar,2026,113.88
Kenya,Generic_Rooftop_2026,RPV,Solar,2026,52.56
Kenya,REA_Garissa_Solar,PV,Solar,2026,52.7544517822035
Kenya,Olkaria_I_,Geothermal,Geothermal,2026,362.3135999999988
Kenya,Orpower_4_(II),Geothermal,Geothermal,2026,329.376
Kenya,Alten_Kesses_1_Kenya_Ltd,PV,Solar,2026,82.81881209203995
Kenya,Eldosol-Cedate,PV,Solar,2026,82.81881209203995
Kenya,Malindi_Solar-_Vateki,PV,Solar,2026,82.81881209203995
Kenya,Masinga,ROR,Water,2026,176.57219570645648
Kenya,Orpower_4_(IV),Geothermal,Geothermal,2026,226.0955999999997
Kenya,Mumias_(Biomass),BiomassPlant,Biomass,2026,53.98952
Kenya,Ngong_Hills_Wind,OnshoreWind,Wind,2026,114.786775736638
Kenya,ExistingSmallHydro,ROR,Water,2026,70.42752000000031
