z,y,q,d,uni,t,value
Egypt,2026,Q2,d1,Gas,t4,1983.0
Egypt,2026,Q2,d1,Gas,t5,22319.0
Egypt,2026,Q2,d1,Gas,t5,2633.0
Egypt,2026,Q2,d1,Gas,t6,22732.738834172906
Egypt,2026,Q2,d1,Gas,t6,1983.0
Egypt,2026,Q2,d1,Gas,t7,22439.0
Egypt,2026,Q2,d1,Gas,t7,2633.0
Egypt,2026,Q2,d1,Gas,t8,23909.0
Egypt,2026,Q2,d1,Gas,t8,1983.0
Egypt,2026,Q2,d1,Gas,t9,24805.35023889196
Egypt,2026,Q2,d1,Gas,t9,1983.0
Egypt,2026,Q2,d1,Imports,t1,300.0
Egypt,2026,Q2,d1,Imports,t10,300.0
Egypt,2026,Q2,d1,Imports,t11,300.0
Egypt,2026,Q2,d1,Imports,t12,300.0
Egypt,2026,Q2,d1,Imports,t13,300.0
Egypt,2026,Q2,d1,Imports,t14,300.0
Egypt,2026,Q2,d1,Imports,t15,300.0
Egypt,2026,Q2,d1,Imports,t16,300.0
Egypt,2026,Q2,d1,Imports,t17,300.0
Egypt,2026,Q2,d1,Imports,t18,300.0
Egypt,2026,Q2,d1,Imports,t19,300.0
Egypt,2026,Q2,d1,Imports,t2,300.0
Egypt,2026,Q2,d1,Imports,t20,300.0
Egypt,2026,Q2,d1,Imports,t21,300.0
Egypt,2026,Q2,d1,Imports,t22,300.0
Egypt,2026,Q2,d1,Imports,t23,300.0
Egypt,2026,Q2,d1,Imports,t24,300.0
Egypt,2026,Q2,d1,Imports,t3,300.0
Egypt,2026,Q2,d1,Imports,t4,57.89684784323401
Egypt,2026,Q2,d1,Imports,t9,147.6360311295349
Egypt,2026,Q2,d1,Onshore Wind,t1,2105.4596878187394
Egypt,2026,Q2,d1,Onshore Wind,t10,774.06606163948
Egypt,2026,Q2,d1,Onshore Wind,t11,1014.8866139724798
Egypt,2026,Q2,d1,Onshore Wind,t12,1379.55773664586
Egypt,2026,Q2,d1,Onshore Wind,t13,2081.37763258544
Egypt,2026,Q2,d1,Onshore Wind,t14,2205.22820292582
Egypt,2026,Q2,d1,Onshore Wind,t15,2150.1835041114605
Egypt,2026,Q2,d1,Onshore Wind,t16,1761.43032620478
Egypt,2026,Q2,d1,Onshore Wind,t17,1610.05741044108
Egypt,2026,Q2,d1,Onshore Wind,t18,1241.9459935938198
Egypt,2026,Q2,d1,Onshore Wind,t19,1018.3269081463602
Egypt,2026,Q2,d1,Onshore Wind,t2,2064.1761656999
Egypt,2026,Q2,d1,Onshore Wind,t20,1142.17747848674
Egypt,2026,Q2,d1,Onshore Wind,t21,1272.90863717488
Egypt,2026,Q2,d1,Onshore Wind,t22,1255.70716630548
Egypt,2026,Q2,d1,Onshore Wind,t23,1083.6924854985
Egypt,2026,Q2,d1,Onshore Wind,t24,866.9539883988
Egypt,2026,Q2,d1,Onshore Wind,t3,2040.0941104666
Egypt,2026,Q2,d1,Onshore Wind,t4,1768.31091455254
Egypt,2026,Q2,d1,Onshore Wind,t5,1083.6924854985
Egypt,2026,Q2,d1,Onshore Wind,t6,980.4836802014
Egypt,2026,Q2,d1,Onshore Wind,t7,760.3048889278199
Egypt,2026,Q2,d1,Onshore Wind,t8,698.3796017656999
Egypt,2026,Q2,d1,Onshore Wind,t9,808.46899939442
Egypt,2026,Q2,d1,PV,t10,856.2401810898
Egypt,2026,Q2,d1,PV,t11,860.3633297766
Egypt,2026,Q2,d1,PV,t12,858.9889475856
Egypt,2026,Q2,d1,PV,t13,1034.9098828302
Egypt,2026,Q2,d1,PV,t14,1018.4172944244
Egypt,2026,Q2,d1,PV,t15,979.9345909626
Egypt,2026,Q2,d1,PV,t16,883.7278291374
Egypt,2026,Q2,d1,PV,t17,585.4868662110001
Egypt,2026,Q2,d1,PV,t18,261.1326395418
Egypt,2026,Q2,d1,PV,t6,103.07867278019998
Egypt,2026,Q2,d1,PV,t7,472.78751598
Egypt,2026,Q2,d1,PV,t8,711.9300383519999
Egypt,2026,Q2,d1,PV,t9,813.634331055
Egypt,2026,Q2,d1,ROR,t1,137.54000000000002
Egypt,2026,Q2,d1,ROR,t10,137.54000000000002
Egypt,2026,Q2,d1,ROR,t11,137.54000000000002
Egypt,2026,Q2,d1,ROR,t12,137.54000000000002
Egypt,2026,Q2,d1,ROR,t13,137.54000000000002
Egypt,2026,Q2,d1,ROR,t14,137.54000000000002
Egypt,2026,Q2,d1,ROR,t15,137.54000000000002
Egypt,2026,Q2,d1,ROR,t16,137.54000000000002
Egypt,2026,Q2,d1,ROR,t17,137.54000000000002
Egypt,2026,Q2,d1,ROR,t18,137.54000000000002
Egypt,2026,Q2,d1,ROR,t19,137.54000000000002
Egypt,2026,Q2,d1,ROR,t2,137.54000000000002
Egypt,2026,Q2,d1,ROR,t20,137.54000000000002
Egypt,2026,Q2,d1,ROR,t21,137.54000000000002
Egypt,2026,Q2,d1,ROR,t22,137.54000000000002
Egypt,2026,Q2,d1,ROR,t23,137.54000000000002
Egypt,2026,Q2,d1,ROR,t24,137.54000000000002
Egypt,2026,Q2,d1,ROR,t3,137.54000000000002
Egypt,2026,Q2,d1,ROR,t4,137.54000000000002
Egypt,2026,Q2,d1,ROR,t5,137.54000000000002
Egypt,2026,Q2,d1,ROR,t6,137.54000000000002
Egypt,2026,Q2,d1,ROR,t7,137.54000000000002
Egypt,2026,Q2,d1,ROR,t8,137.54000000000002
Egypt,2026,Q2,d1,ROR,t9,137.54000000000002
Egypt,2026,Q2,d1,Reservoir,t1,2320.80644087134
Egypt,2026,Q2,d1,Reservoir,t10,2379.374063590608
Egypt,2026,Q2,d1,Reservoir,t11,2342.632508437638
Egypt,2026,Q2,d1,Reservoir,t12,1992.836274166045
Egypt,2026,Q2,d1,Reservoir,t13,1911.8020771276024
Egypt,2026,Q2,d1,Reservoir,t14,2625.373175397467
Egypt,2026,Q2,d1,Reservoir,t15,2359.402285738891
Egypt,2026,Q2,d1,Reservoir,t16,2266.1996198468696
Egypt,2026,Q2,d1,Reservoir,t17,1919.0221885788087
Egypt,2026,Q2,d1,Reservoir,t18,2248.472049215041
Egypt,2026,Q2,d1,Reservoir,t19,2650.0
Egypt,2026,Q2,d1,Reservoir,t2,1760.9059178404789
Egypt,2026,Q2,d1,Reservoir,t20,2650.0
Egypt,2026,Q2,d1,Reservoir,t21,2650.0
Egypt,2026,Q2,d1,Reservoir,t22,2458.534979518594
Egypt,2026,Q2,d1,Reservoir,t23,2370.0
Egypt,2026,Q2,d1,Reservoir,t24,2650.0
Egypt,2026,Q2,d1,Reservoir,t3,1473.7944650778154
Egypt,2026,Q2,d1,Reservoir,t4,1998.6323656766365
Egypt,2026,Q2,d1,Reservoir,t5,2190.61135981993
Egypt,2026,Q2,d1,Reservoir,t6,1956.38564705276
Egypt,2026,Q2,d1,Reservoir,t7,1763.5133735322197
Egypt,2026,Q2,d1,Reservoir,t8,1726.7615545941371
Egypt,2026,Q2,d1,Reservoir,t9,2305.604500432587
Egypt,2026,Q2,d1,Solar,t18,20.0
Egypt,2026,Q2,d2,Demand,t1,29428.925403684963
Egypt,2026,Q2,d2,Demand,t10,28987.70971976923
Egypt,2026,Q2,d2,Demand,t11,29386.029423628403
Egypt,2026,Q2,d2,Demand,t12,29447.3093840426
Egypt,2026,Q2,d2,Demand,t13,30201.05277287128
Egypt,2026,Q2,d2,Demand,t14,30268.46071379365
Egypt,2026,Q2,d2,Demand,t15,30531.964496974964
Egypt,2026,Q2,d2,Demand,t16,30850.6202600623
Egypt,2026,Q2,d2,Demand,t17,30237.82073358655
Egypt,2026,Q2,d2,Demand,t18,30096.876871233624
Egypt,2026,Q2,d2,Demand,t19,31218.299983714373
Egypt,2026,Q2,d2,Demand,t2,28307.50229120421
Egypt,2026,Q2,d2,Demand,t20,32517.43495809643
Egypt,2026,Q2,d2,Demand,t21,31898.5074122794
Egypt,2026,Q2,d2,Demand,t22,30875.132259761223
Egypt,2026,Q2,d2,Demand,t23,30243.948752927838
Egypt,2026,Q2,d2,Demand,t24,29772.093127638112
Egypt,2026,Q2,d2,Demand,t3,27388.303001490585
Egypt,2026,Q2,d2,Demand,t4,26812.27147456321
Egypt,2026,Q2,d2,Demand,t5,25770.5122640212
Egypt,2026,Q2,d2,Demand,t6,24710.36911195465
Egypt,2026,Q2,d2,Demand,t7,24924.84893457123
Egypt,2026,Q2,d2,Demand,t8,26156.575968030906
Egypt,2026,Q2,d2,Demand,t9,28203.326350733463
Egypt,2026,Q2,d2,Exports,t1,-180.0
Egypt,2026,Q2,d2,Exports,t10,-180.0
Egypt,2026,Q2,d2,Exports,t11,-180.0
Egypt,2026,Q2,d2,Exports,t12,-180.0
Egypt,2026,Q2,d2,Exports,t13,-180.0
Egypt,2026,Q2,d2,Exports,t14,-180.0
Egypt,2026,Q2,d2,Exports,t15,-180.0
Egypt,2026,Q2,d2,Exports,t16,-180.0
Egypt,2026,Q2,d2,Exports,t17,-180.0
Egypt,2026,Q2,d2,Exports,t18,-180.0
Egypt,2026,Q2,d2,Exports,t19,-180.0
Egypt,2026,Q2,d2,Exports,t2,-180.0
Egypt,2026,Q2,d2,Exports,t20,-180.0
Egypt,2026,Q2,d2,Exports,t21,-180.0
Egypt,2026,Q2,d2,Exports,t22,-180.0
Egypt,2026,Q2,d2,Exports,t23,-180.0
Egypt,2026,Q2,d2,Exports,t24,-180.0
Egypt,2026,Q2,d2,Exports,t3,-180.0
Egypt,2026,Q2,d2,Exports,t4,-289.9877192287754
Egypt,2026,Q2,d2,Exports,t5,-429.4320560868159
Egypt,2026,Q2,d2,Exports,t6,-480.0
Egypt,2026,Q2,d2,Exports,t7,-480.0
Egypt,2026,Q2,d2,Exports,t8,-420.4356467348057
Egypt,2026,Q2,d2,Exports,t9,-180.0
Egypt,2026,Q2,d2,Gas,t1,23039.0
Egypt,2026,Q2,d2,Gas,t1,1983.0
Egypt,2026,Q2,d2,Gas,t10,21734.0
Egypt,2026,Q2,d2,Gas,t10,1300.0
Egypt,2026,Q2,d2,Gas,t11,21111.5125335626
Egypt,2026,Q2,d2,Gas,t11,1983.0
Egypt,2026,Q2,d2,Gas,t12,22619.0
Egypt,2026,Q2,d2,Gas,t12,1983.0
Egypt,2026,Q2,d2,Gas,t13,22312.93774786654
Egypt,2026,Q2,d2,Gas,t13,1983.0
Egypt,2026,Q2,d2,Gas,t14,22394.966939027912
Egypt,2026,Q2,d2,Gas,t14,1983.0
Egypt,2026,Q2,d2,Gas,t15,22629.22822511752
Egypt,2026,Q2,d2,Gas,t15,1983.0
Egypt,2026,Q2,d2,Gas,t16,23534.0
Egypt,2026,Q2,d2,Gas,t16,1983.0
Egypt,2026,Q2,d2,Gas,t17,22626.76387214444
Egypt,2026,Q2,d2,Gas,t17,1300.0
Egypt,2026,Q2,d2,Gas,t18,23444.0
Egypt,2026,Q2,d2,Gas,t18,1983.0
Egypt,2026,Q2,d2,Gas,t19,24839.0
Egypt,2026,Q2,d2,Gas,t19,1983.0
Egypt,2026,Q2,d2,Gas,t2,21326.369650826247
Egypt,2026,Q2,d2,Gas,t2,1950.0
Egypt,2026,Q2,d2,Gas,t20,26069.0
Egypt,2026,Q2,d2,Gas,t20,1983.0
Egypt,2026,Q2,d2,Gas,t21,25439.0
Egypt,2026,Q2,d2,Gas,t21,1983.0
Egypt,2026,Q2,d2,Gas,t22,24839.0
Egypt,2026,Q2,d2,Gas,t22,1983.0
Egypt,2026,Q2,d2,Gas,t23,24595.0
Egypt,2026,Q2,d2,Gas,t23,1983.0
Egypt,2026,Q2,d2,Gas,t24,23320.0
Egypt,2026,Q2,d2,Gas,t24,1983.0
Egypt,2026,Q2,d2,Gas,t3,21644.0
Egypt,2026,Q2,d2,Gas,t3,1300.0
Egypt,2026,Q2,d2,Gas,t4,21839.0
Egypt,2026,Q2,d2,Gas,t4,1333.0
Egypt,2026,Q2,d2,Gas,t5,20369.0
Egypt,2026,Q2,d2,Gas,t5,1983.0
Egypt,2026,Q2,d2,Gas,t6,18779.0
Egypt,2026,Q2,d2,Gas,t6,1983.0
Egypt,2026,Q2,d2,Gas,t7,17972.024283667546
Egypt,2026,Q2,d2,Gas,t7,1983.0
Egypt,2026,Q2,d2,Gas,t8,20335.0
Egypt,2026,Q2,d2,Gas,t8,1300.0
Egypt,2026,Q2,d2,Gas,t9,20489.0
Egypt,2026,Q2,d2,Gas,t9,1333.0
Egypt,2026,Q2,d2,Imports,t1,300.0
Egypt,2026,Q2,d2,Imports,t10,300.0
Egypt,2026,Q2,d2,Imports,t11,300.0
Egypt,2026,Q2,d2,Imports,t12,300.0
Egypt,2026,Q2,d2,Imports,t13,300.0
Egypt,2026,Q2,d2,Imports,t14,300.0
Egypt,2026,Q2,d2,Imports,t15,300.0
Egypt,2026,Q2,d2,Imports,t16,300.0
Egypt,2026,Q2,d2,Imports,t17,300.0
Egypt,2026,Q2,d2,Imports,t18,300.0
Egypt,2026,Q2,d2,Imports,t19,300.0
Egypt,2026,Q2,d2,Imports,t2,300.0
Egypt,2026,Q2,d2,Imports,t20,300.0
Egypt,2026,Q2,d2,Imports,t21,300.0
Egypt,2026,Q2,d2,Imports,t22,300.0
Egypt,2026,Q2,d2,Imports,t23,300.0
Egypt,2026,Q2,d2,Imports,t24,300.0
Egypt,2026,Q2,d2,Imports,t3,45.07696451661934
Egypt,2026,Q2,d2,Imports,t9,40.8036700744143
Egypt,2026,Q2,d2,Onshore Wind,t1,2810.7198779322
Egypt,2026,Q2,d2,Onshore Wind,t10,3044.6598459012994
Egypt,2026,Q2,d2,Onshore Wind,t11,2645.58578547298
Egypt,2026,Q2,d2,Onshore Wind,t12,2607.74255752802
Egypt,2026,Q2,d2,Onshore Wind,t13,2580.22020812084
Egypt,2026,Q2,d2,Onshore Wind,t14,2563.01873725144
Egypt,2026,Q2,d2,Onshore Wind,t15,2597.42167500638
Egypt,2026,Q2,d2,Onshore Wind,t16,2989.6151470869395
Egypt,2026,Q2,d2,Onshore Wind,t17,2913.92868721316
Egypt,2026,Q2,d2,Onshore Wind,t18,2841.68252151326
Egypt,2026,Q2,d2,Onshore Wind,t19,2834.8019331655
Egypt,2026,Q2,d2,Onshore Wind,t2,2876.0854592682
Egypt,2026,Q2,d2,Onshore Wind,t20,2803.8392935683
Egypt,2026,Q2,d2,Onshore Wind,t21,2996.4957354347
Egypt,2026,Q2,d2,Onshore Wind,t22,2538.9366820181403
Egypt,2026,Q2,d2,Onshore Wind,t23,2604.3022633541395
Egypt,2026,Q2,d2,Onshore Wind,t24,2569.8993255992
Egypt,2026,Q2,d2,Onshore Wind,t3,2549.25756453978
Egypt,2026,Q2,d2,Onshore Wind,t4,2501.09345407318
Egypt,2026,Q2,d2,Onshore Wind,t5,2425.4069941994
Egypt,2026,Q2,d2,Onshore Wind,t6,2497.6531598993
Egypt,2026,Q2,d2,Onshore Wind,t7,2614.62314189192
Egypt,2026,Q2,d2,Onshore Wind,t8,2817.60046627996
Egypt,2026,Q2,d2,Onshore Wind,t9,3863.4497238335
Egypt,2026,Q2,d2,PV,t10,1151.7323796341998
Egypt,2026,Q2,d2,PV,t11,1154.4811440162
Egypt,2026,Q2,d2,PV,t12,1148.9836152521998
Egypt,2026,Q2,d2,PV,t13,1147.6092330612
Egypt,2026,Q2,d2,PV,t14,1147.6092330612
Egypt,2026,Q2,d2,PV,t15,1147.6092330612
Egypt,2026,Q2,d2,PV,t16,1147.6092330612
Egypt,2026,Q2,d2,PV,t17,962.0676203658
Egypt,2026,Q2,d2,PV,t18,329.8517554332
Egypt,2026,Q2,d2,PV,t19,228.147464844
Egypt,2026,Q2,d2,PV,t3,147.0589071198
Egypt,2026,Q2,d2,PV,t4,174.54655305359998
Egypt,2026,Q2,d2,PV,t5,173.1721708626
Egypt,2026,Q2,d2,PV,t6,549.7529250173999
Egypt,2026,Q2,d2,PV,t7,824.6293885829999
Egypt,2026,Q2,d2,PV,t8,1085.7620281248
Egypt,2026,Q2,d2,PV,t9,1121.4959693183998
Egypt,2026,Q2,d2,ROR,t1,137.54000000000002
Egypt,2026,Q2,d2,ROR,t10,137.54000000000002
Egypt,2026,Q2,d2,ROR,t11,137.54000000000002
Egypt,2026,Q2,d2,ROR,t12,137.54000000000002
Egypt,2026,Q2,d2,ROR,t13,137.54000000000002
Egypt,2026,Q2,d2,ROR,t14,137.54000000000002
Egypt,2026,Q2,d2,ROR,t15,137.54000000000002
Egypt,2026,Q2,d2,ROR,t16,137.54000000000002
Egypt,2026,Q2,d2,ROR,t17,137.54000000000002
Egypt,2026,Q2,d2,ROR,t18,137.54000000000002
Egypt,2026,Q2,d2,ROR,t19,137.54000000000002
Egypt,2026,Q2,d2,ROR,t2,137.54000000000002
Egypt,2026,Q2,d2,ROR,t20,137.54000000000002
Egypt,2026,Q2,d2,ROR,t21,137.54000000000002
Egypt,2026,Q2,d2,ROR,t22,137.54000000000002
Egypt,2026,Q2,d2,ROR,t23,137.54000000000002
Egypt,2026,Q2,d2,ROR,t24,137.54000000000002
Egypt,2026,Q2,d2,ROR,t3,137.54000000000002
Egypt,2026,Q2,d2,ROR,t4,137.54000000000002
Egypt,2026,Q2,d2,ROR,t5,137.54000000000002
Egypt,2026,Q2,d2,ROR,t6,137.54000000000002
Egypt,2026,Q2,d2,ROR,t7,137.54000000000002
Egypt,2026,Q2,d2,ROR,t8,137.54000000000002
Egypt,2026,Q2,d2,ROR,t9,137.54000000000002
Egypt,2026,Q2,d2,Reservoir,t1,1353.6655257527636
Egypt,2026,Q2,d2,Reservoir,t10,1514.777494233731
Egypt,2026,Q2,d2,Reservoir,t11,2248.9099605766232
Egypt,2026,Q2,d2,Reservoir,t12,846.0432112623785
Egypt,2026,Q2,d2,Reservoir,t13,1934.745583822694
Egypt,2026,Q2,d2,Reservoir,t14,1937.325804453104
Egypt,2026,Q2,d2,Reservoir,t15,1932.165363789863
Egypt,2026,Q2,d2,Reservoir,t16,953.8558799141648
Egypt,2026,Q2,d2,Reservoir,t17,2192.520553863156
Egypt,2026,Q2,d2,Reservoir,t18,1255.8025942871643
Egypt,2026,Q2,d2,Reservoir,t19,1090.8105857048722
Egypt,2026,Q2,d2,Reservoir,t2,1912.50718110977
Egypt,2026,Q2,d2,Reservoir,t20,1419.0556645281283
Egypt,2026,Q2,d2,Reservoir,t21,1237.471676844696
Egypt,2026,Q2,d2,Reservoir,t22,1271.655577743084
Egypt,2026,Q2,d2,Reservoir,t23,819.1064895736963
Egypt,2026,Q2,d2,Reservoir,t24,1656.6538020389162
Egypt,2026,Q2,d2,Reservoir,t3,1747.6234135402192
Egypt,2026,Q2,d2,Reservoir,t4,1117.0791866652107
Egypt,2026,Q2,d2,Reservoir,t5,1111.825155046008
Egypt,2026,Q2,d2,Reservoir,t6,1243.4230270379485
Egypt,2026,Q2,d2,Reservoir,t7,1873.032120428762
Egypt,2026,Q2,d2,Reservoir,t8,901.1091203609468
Egypt,2026,Q2,d2,Reservoir,t9,1400.0771710108677
Egypt,2026,Q2,d3,Demand,t1,20463.66848434716
Egypt,2026,Q2,d3,Demand,t10,22700.386728800477
Egypt,2026,Q2,d3,Demand,t11,23166.114334748912
Egypt,2026,Q2,d3,Demand,t12,23368.33819634914
Egypt,2026,Q2,d3,Demand,t13,23362.21017700785
Egypt,2026,Q2,d3,Demand,t14,23582.81801896572
Egypt,2026,Q2,d3,Demand,t15,23405.10615706441
Egypt,2026,Q2,d3,Demand,t16,23754.401861525745
Egypt,2026,Q2,d3,Demand,t17,23435.746137271508
Egypt,2026,Q2,d3,Demand,t18,23331.57019680076
Egypt,2026,Q2,d3,Demand,t19,26689.71155373482
Egypt,2026,Q2,d3,Demand,t2,19397.39731293932
Egypt,2026,Q2,d3,Demand,t20,26511.99969183352
Egypt,2026,Q2,d3,Demand,t21,25408.96055971041
Egypt,2026,Q2,d3,Demand,t22,24465.24930913097
Egypt,2026,Q2,d3,Demand,t23,23349.954215991504
Egypt,2026,Q2,d3,Demand,t24,21572.83559697844
Egypt,2026,Q2,d3,Demand,t3,18557.86200283063
Egypt,2026,Q2,d3,Demand,t4,18790.725805804854
Egypt,2026,Q2,d3,Demand,t5,18478.1980620588
Egypt,2026,Q2,d3,Demand,t6,18386.278121437503
Egypt,2026,Q2,d3,Demand,t7,19109.38156889219
Egypt,2026,Q2,d3,Demand,t8,20953.908089994515
Egypt,2026,Q2,d3,Demand,t9,22240.787064527107
Egypt,2026,Q2,d3,Exports,t1,-180.0
Egypt,2026,Q2,d3,Exports,t10,-385.3496535012132
Egypt,2026,Q2,d3,Exports,t11,-180.0
Egypt,2026,Q2,d3,Exports,t12,-180.0
Egypt,2026,Q2,d3,Exports,t13,-180.0
Egypt,2026,Q2,d3,Exports,t14,-180.0
Egypt,2026,Q2,d3,Exports,t15,-180.0
Egypt,2026,Q2,d3,Exports,t16,-180.0
Egypt,2026,Q2,d3,Exports,t17,-180.0
Egypt,2026,Q2,d3,Exports,t18,-180.0
Egypt,2026,Q2,d3,Exports,t19,-180.0
Egypt,2026,Q2,d3,Exports,t2,-470.3657162090268
Egypt,2026,Q2,d3,Exports,t20,-180.0
Egypt,2026,Q2,d3,Exports,t21,-180.0
Egypt,2026,Q2,d3,Exports,t22,-180.0
Egypt,2026,Q2,d3,Exports,t23,-180.0
Egypt,2026,Q2,d3,Exports,t24,-180.0
Egypt,2026,Q2,d3,Exports,t3,-480.0
Egypt,2026,Q2,d3,Exports,t4,-480.0
Egypt,2026,Q2,d3,Exports,t5,-480.0
Egypt,2026,Q2,d3,Exports,t6,-480.0
Egypt,2026,Q2,d3,Exports,t7,-480.0
Egypt,2026,Q2,d3,Exports,t8,-480.0
Egypt,2026,Q2,d3,Exports,t9,-480.0
Egypt,2026,Q2,d3,Gas,t1,16190.0
Egypt,2026,Q2,d3,Gas,t1,2633.0
Egypt,2026,Q2,d3,Gas,t10,16620.0
Egypt,2026,Q2,d3,Gas,t10,2633.0
Egypt,2026,Q2,d3,Gas,t11,18041.026205123133
Egypt,2026,Q2,d3,Gas,t11,2633.0
Egypt,2026,Q2,d3,Gas,t12,17070.0
Egypt,2026,Q2,d3,Gas,t12,1983.0
Egypt,2026,Q2,d3,Gas,t13,17432.432289939636
Egypt,2026,Q2,d3,Gas,t13,1983.0
Egypt,2026,Q2,d3,Gas,t14,17218.77472409304
Egypt,2026,Q2,d3,Gas,t14,2633.0
Egypt,2026,Q2,d3,Gas,t15,18317.536360293925
Egypt,2026,Q2,d3,Gas,t15,2078.789473684232
Egypt,2026,Q2,d3,Gas,t16,17010.0
Egypt,2026,Q2,d3,Gas,t16,1950.0
Egypt,2026,Q2,d3,Gas,t17,17795.0
Egypt,2026,Q2,d3,Gas,t17,2633.0
Egypt,2026,Q2,d3,Gas,t18,17820.0
Egypt,2026,Q2,d3,Gas,t18,2633.0
Egypt,2026,Q2,d3,Gas,t19,21550.0
Egypt,2026,Q2,d3,Gas,t19,1983.0
Egypt,2026,Q2,d3,Gas,t2,16299.501182035892
Egypt,2026,Q2,d3,Gas,t2,1983.0
Egypt,2026,Q2,d3,Gas,t20,21590.0
Egypt,2026,Q2,d3,Gas,t20,2633.0
Egypt,2026,Q2,d3,Gas,t21,20841.184210526342
Egypt,2026,Q2,d3,Gas,t21,1950.0
Egypt,2026,Q2,d3,Gas,t22,18961.842105263186
Egypt,2026,Q2,d3,Gas,t22,2633.0
Egypt,2026,Q2,d3,Gas,t23,16890.0
Egypt,2026,Q2,d3,Gas,t23,2633.0
Egypt,2026,Q2,d3,Gas,t24,17132.631578947396
Egypt,2026,Q2,d3,Gas,t24,1983.0
Egypt,2026,Q2,d3,Gas,t3,14610.0
Egypt,2026,Q2,d3,Gas,t3,1950.0
Egypt,2026,Q2,d3,Gas,t4,15180.0
Egypt,2026,Q2,d3,Gas,t4,2633.0
Egypt,2026,Q2,d3,Gas,t5,15804.554644000376
Egypt,2026,Q2,d3,Gas,t5,1983.0
Egypt,2026,Q2,d3,Gas,t6,14187.236842105289
Egypt,2026,Q2,d3,Gas,t6,2633.0
Egypt,2026,Q2,d3,Gas,t7,15060.0
Egypt,2026,Q2,d3,Gas,t7,2438.0000000000323
Egypt,2026,Q2,d3,Gas,t8,15660.0
Egypt,2026,Q2,d3,Gas,t8,2633.0
Egypt,2026,Q2,d3,Gas,t9,17450.0
Egypt,2026,Q2,d3,Gas,t9,2633.0
Egypt,2026,Q2,d3,Imports,t1,204.04351315071165
Egypt,2026,Q2,d3,Imports,t11,300.0
Egypt,2026,Q2,d3,Imports,t12,300.0
Egypt,2026,Q2,d3,Imports,t13,300.0
Egypt,2026,Q2,d3,Imports,t14,300.0
Egypt,2026,Q2,d3,Imports,t15,300.0
Egypt,2026,Q2,d3,Imports,t16,300.0
Egypt,2026,Q2,d3,Imports,t17,300.0
Egypt,2026,Q2,d3,Imports,t18,300.0
Egypt,2026,Q2,d3,Imports,t19,300.0
Egypt,2026,Q2,d3,Imports,t20,300.0
Egypt,2026,Q2,d3,Imports,t21,300.0
Egypt,2026,Q2,d3,Imports,t22,300.0
Egypt,2026,Q2,d3,Imports,t23,300.0
Egypt,2026,Q2,d3,Imports,t24,300.0
Egypt,2026,Q2,d3,Onshore Wind,t1,1386.43832499362
Egypt,2026,Q2,d3,Onshore Wind,t10,1231.6251110721798
Egypt,2026,Q2,d3,Onshore Wind,t11,1327.9533320053797
Egypt,2026,Q2,d3,Onshore Wind,t12,1596.2962337455597
Egypt,2026,Q2,d3,Onshore Wind,t13,1905.92266158844
Egypt,2026,Q2,d3,Onshore Wind,t14,1610.05741044108
Egypt,2026,Q2,d3,Onshore Wind,t15,1813.03473084526
Egypt,2026,Q2,d3,Onshore Wind,t16,1623.81858315274
Egypt,2026,Q2,d3,Onshore Wind,t17,2046.97469881436
Egypt,2026,Q2,d3,Onshore Wind,t18,1585.9753552077802
Egypt,2026,Q2,d3,Onshore Wind,t19,1069.93131278684
Egypt,2026,Q2,d3,Onshore Wind,t2,1427.7218471124602
Egypt,2026,Q2,d3,Onshore Wind,t20,952.96133079422
Egypt,2026,Q2,d3,Onshore Wind,t21,1059.6104302652
Egypt,2026,Q2,d3,Onshore Wind,t22,1266.0280488271198
Egypt,2026,Q2,d3,Onshore Wind,t23,1451.80390234576
Egypt,2026,Q2,d3,Onshore Wind,t24,1599.7365279194398
Egypt,2026,Q2,d3,Onshore Wind,t3,952.96133079422
Egypt,2026,Q2,d3,Onshore Wind,t4,743.10341805842
Egypt,2026,Q2,d3,Onshore Wind,t5,743.10341805842
Egypt,2026,Q2,d3,Onshore Wind,t6,901.35692615374
Egypt,2026,Q2,d3,Onshore Wind,t7,708.70048428734
Egypt,2026,Q2,d3,Onshore Wind,t8,1204.102761665
Egypt,2026,Q2,d3,Onshore Wind,t9,1180.0207064317
Egypt,2026,Q2,d3,PV,t10,962.0676203658
Egypt,2026,Q2,d3,PV,t11,901.5947976204
Egypt,2026,Q2,d3,PV,t12,887.8509757104002
Egypt,2026,Q2,d3,PV,t13,937.328738814
Egypt,2026,Q2,d3,PV,t14,941.451885387
Egypt,2026,Q2,d3,PV,t15,933.205592241
Egypt,2026,Q2,d3,PV,t16,783.3979186254
Egypt,2026,Q2,d3,PV,t17,353.216254794
Egypt,2026,Q2,d3,PV,t18,6.871910955
Egypt,2026,Q2,d3,PV,t6,97.5811440162
Egypt,2026,Q2,d3,PV,t7,623.9695717866001
Egypt,2026,Q2,d3,PV,t8,956.5700916018
Egypt,2026,Q2,d3,PV,t9,971.6882957028
Egypt,2026,Q2,d3,ROR,t1,137.54000000000002
Egypt,2026,Q2,d3,ROR,t10,137.54000000000002
Egypt,2026,Q2,d3,ROR,t11,137.54000000000002
Egypt,2026,Q2,d3,ROR,t12,137.54000000000002
Egypt,2026,Q2,d3,ROR,t13,137.54000000000002
