z,y,q,d,tech,f,techfuel,t,value
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t1,1332.735732880803
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t2,1686.3929480936094
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t3,360.0130163752219
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t4,860.91213211574
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t5,280.0
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t6,388.2222222222245
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t7,1191.868069013417
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t8,1614.2051487430035
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t9,53.82371590082767
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t10,2399.8165610766773
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t11,768.650858474015
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t12,1913.18875178212
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t13,1031.1203480540898
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t14,1644.9274908955267
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t15,1423.8051123769185
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t16,1706.9065345022464
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t17,2538.465025815912
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t18,1981.582839104735
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t19,1736.303082694012
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t20,1942.085709626789
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t21,2223.501717345578
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t22,1249.5687771896737
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t23,1645.0870026997582
Egypt,2026,Q4,d5,ReservoirHydro,Water,Reservoir,t24,2257.3043185276074
Egypt,2026,Q4,d5,ROR,Water,ROR,t1,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t2,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t3,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t4,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t5,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t6,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t7,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t8,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t9,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t10,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t11,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t12,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t13,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t14,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t15,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t16,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t17,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t18,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t19,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t20,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t21,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t22,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t23,137.54000000000002
Egypt,2026,Q4,d5,ROR,Water,ROR,t24,137.54000000000002
Egypt,2026,Q4,d5,ST,Gas,Gas,t1,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t2,1983.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t3,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t4,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t5,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t6,1983.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t7,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t8,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t9,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t10,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t11,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t12,1983.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t13,1983.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t14,1950.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t15,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t16,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t17,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t18,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t19,1983.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t20,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t21,1983.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t22,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t23,2633.0
Egypt,2026,Q4,d5,ST,Gas,Gas,t24,2633.0
Ethiopia,2026,Q1,d1,OnshoreWind,Wind,Onshore Wind,t11,166.58715135114
Ethiopia,2026,Q1,d1,OnshoreWind,Wind,Onshore Wind,t12,166.58715135114
Ethiopia,2026,Q1,d1,OnshoreWind,Wind,Onshore Wind,t13,174.39057054431998
Ethiopia,2026,Q1,d1,OnshoreWind,Wind,Onshore Wind,t14,184.99722594327
Ethiopia,2026,Q1,d1,OnshoreWind,Wind,Onshore Wind,t20,197.06895
Ethiopia,2026,Q1,d1,OnshoreWind,Wind,Onshore Wind,t21,184.99722594327
Ethiopia,2026,Q1,d1,OnshoreWind,Wind,Onshore Wind,t22,166.58715135114
Ethiopia,2026,Q1,d1,PV,Solar,PV,t11,130.13054047
Ethiopia,2026,Q1,d1,PV,Solar,PV,t12,130.13054047
Ethiopia,2026,Q1,d1,PV,Solar,PV,t13,130.13054047
Ethiopia,2026,Q1,d1,PV,Solar,PV,t14,130.13054047
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t1,2162.162975140526
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t2,2154.182693960784
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t3,2106.480067075596
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t4,1981.0521290459744
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t5,2004.956364814128
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t6,2156.391252605464
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t7,2589.5456645523477
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t8,3279.658764420113
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t9,3310.6181460713665
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t10,3458.3975190329697
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t11,3345.5216039245047
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t12,3384.429465116474
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t13,3503.6397229980143
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t14,3360.51627480639
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t15,3453.8383030027244
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t16,3262.066582655925
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t17,3295.5949593660016
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t18,3344.462755422693
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t19,3390.194860237049
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t20,3757.8595428012577
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t21,3913.947493156828
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t22,3674.17549208792
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t23,3361.139617393421
Ethiopia,2026,Q1,d1,ReservoirHydro,Water,Reservoir,t24,2693.2088017826336
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t1,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t2,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t3,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t4,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t5,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t6,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t7,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t8,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t9,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t10,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t11,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t12,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t13,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t14,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t15,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t16,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t17,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t18,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t19,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t20,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t21,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t22,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t23,95.1388
Ethiopia,2026,Q1,d1,ROR,Water,ROR,t24,95.1388
Ethiopia,2026,Q1,d2,OnshoreWind,Wind,Onshore Wind,t12,225.95246737362
Ethiopia,2026,Q1,d2,OnshoreWind,Wind,Onshore Wind,t13,225.95246737362
Ethiopia,2026,Q1,d2,OnshoreWind,Wind,Onshore Wind,t14,226.37402413353
Ethiopia,2026,Q1,d2,OnshoreWind,Wind,Onshore Wind,t20,207.35369315388
Ethiopia,2026,Q1,d2,OnshoreWind,Wind,Onshore Wind,t21,204.97377488211
Ethiopia,2026,Q1,d2,OnshoreWind,Wind,Onshore Wind,t22,204.97377488211
Ethiopia,2026,Q1,d2,PV,Solar,PV,t12,130.13054047
Ethiopia,2026,Q1,d2,PV,Solar,PV,t13,130.13054047
Ethiopia,2026,Q1,d2,PV,Solar,PV,t14,130.13054047
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t1,2124.4872533726907
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t2,1884.257780123372
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t3,1914.6490886703568
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t4,1890.0679657378928
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t5,1878.16673765743
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t6,1890.449075728132
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t7,2282.702668775993
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t8,2775.645745548297
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t9,3197.331096916308
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t10,3384.6213515894474
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t11,3417.2710975057644
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t12,3240.6926421778726
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t13,3284.86723561012
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t14,3248.2962036745757
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t15,3402.3910710604
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t16,3110.791372749131
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t17,3185.536304425468
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t18,3303.863115061228
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t19,3384.0605066495123
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t20,3570.872636364076
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t21,3671.142196531684
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t22,3311.585950249106
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t23,3051.1519606655165
Ethiopia,2026,Q1,d2,ReservoirHydro,Water,Reservoir,t24,2542.048262644119
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t1,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t2,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t3,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t4,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t5,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t6,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t7,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t8,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t9,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t10,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t11,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t12,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t13,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t14,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t15,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t16,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t17,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t18,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t19,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t20,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t21,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t22,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t23,95.1388
Ethiopia,2026,Q1,d2,ROR,Water,ROR,t24,95.1388
Ethiopia,2026,Q1,d3,OnshoreWind,Wind,Onshore Wind,t20,115.245
Ethiopia,2026,Q1,d3,OnshoreWind,Wind,Onshore Wind,t21,110.40471
Ethiopia,2026,Q1,d3,OnshoreWind,Wind,Onshore Wind,t22,93.57894
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t1,1835.5864597824084
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t2,1720.1585930341898
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t3,1677.430057140651
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t4,1679.099409865975
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t5,1677.915542533601
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t6,1767.435037787369
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t7,2064.353266004987
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t8,2857.2358481229803
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t9,2862.1914558248354
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t10,2906.434842546675
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t11,3081.837629390673
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t12,3224.210288721591
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t13,3307.258739241765
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t14,3259.353156063253
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t15,3186.962771594702
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t16,3118.233962954972
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t17,3220.9212253755213
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t18,3161.6037281621248
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t19,3210.700151348391
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t20,3651.8583356992
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t21,3684.904633995531
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t22,3396.2318717519843
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t23,2974.499646925645
Ethiopia,2026,Q1,d3,ReservoirHydro,Water,Reservoir,t24,2071.129606499801
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t1,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t2,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t3,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t4,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t5,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t6,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t7,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t8,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t9,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t10,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t11,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t12,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t13,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t14,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t15,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t16,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t17,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t18,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t19,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t20,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t21,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t22,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t23,95.1388
Ethiopia,2026,Q1,d3,ROR,Water,ROR,t24,95.1388
Ethiopia,2026,Q1,d4,OnshoreWind,Wind,Onshore Wind,t20,170.56490075118
Ethiopia,2026,Q1,d4,OnshoreWind,Wind,Onshore Wind,t21,158.15721838878
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t1,2250.2759938896247
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t2,2109.487024511817
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t3,1968.7226641247687
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t4,1966.96069284812
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t5,1978.3932199395133
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t6,2084.074693613672
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t7,2179.0287796248344
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t8,2858.6210076222505
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t9,3254.113375178974
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t10,3157.141631191564
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t11,3210.156138169915
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t12,3453.896149944841
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t13,3568.445602717097
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t14,3591.0832854032988
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t15,3442.140957973744
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t16,3240.110217830953
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t17,3189.9668212584834
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t18,3283.5075885065694
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t19,3437.4359366330546
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t20,3579.915231422532
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t21,3719.4460367390384
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t22,3533.6594845266395
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t23,3017.9989257160296
Ethiopia,2026,Q1,d4,ReservoirHydro,Water,Reservoir,t24,2491.9566156797514
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t1,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t2,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t3,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t4,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t5,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t6,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t7,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t8,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t9,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t10,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t11,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t12,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t13,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t14,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t15,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t16,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t17,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t18,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t19,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t20,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t21,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t22,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t23,95.1388
Ethiopia,2026,Q1,d4,ROR,Water,ROR,t24,95.1388
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t8,7.675317000000001
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t9,71.30443895172
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t10,110.42048865393
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t11,128.85128890686
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t12,141.33278223441
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t13,145.25473023593997
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t14,153.69542431541998
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t15,158.15721838878
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t16,162.45282410136
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t17,166.58715135114
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t18,166.64426999999998
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t19,162.49544999999998
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t20,170.56490075118
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t21,162.45282410136
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t22,153.69542431541998
Ethiopia,2026,Q1,d5,OnshoreWind,Wind,Onshore Wind,t23,128.85128890686
Ethiopia,2026,Q1,d5,PV,Solar,PV,t8,39.733869475000006
Ethiopia,2026,Q1,d5,PV,Solar,PV,t9,78.11221248999999
Ethiopia,2026,Q1,d5,PV,Solar,PV,t10,111.068449665
Ethiopia,2026,Q1,d5,PV,Solar,PV,t11,130.13054047
Ethiopia,2026,Q1,d5,PV,Solar,PV,t12,130.13054047
Ethiopia,2026,Q1,d5,PV,Solar,PV,t13,130.13054047
Ethiopia,2026,Q1,d5,PV,Solar,PV,t14,130.13054047
Ethiopia,2026,Q1,d5,PV,Solar,PV,t15,118.566205455
Ethiopia,2026,Q1,d5,PV,Solar,PV,t16,88.03861988
Ethiopia,2026,Q1,d5,PV,Solar,PV,t17,51.764166885
Ethiopia,2026,Q1,d5,PV,Solar,PV,t18,15.081499999999998
Ethiopia,2026,Q1,d5,PV,Solar,PV,t19,0.0141205
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t1,1804.9205506982605
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t2,1718.5101953741637
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t3,1668.5626247667906
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t4,1644.8830316926665
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t5,1642.850288349628
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t6,1712.3472909854647
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t7,2017.90615728346
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t8,2793.4837230540056
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t9,2756.1416003978275
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t10,2669.255209253586
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t11,2784.14758244707
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t12,3013.678511922938
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t13,3014.8258324655635
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t14,3038.251397109733
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t15,2936.463457995309
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t16,2791.7150552606518
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t17,2867.273026372108
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t18,3036.238732649628
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t19,3117.7117161484857
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t20,3502.9435514661163
Ethiopia,2026,Q1,d5,ReservoirHydro,Water,Reservoir,t21,3563.967142722032
