z,y,value
Kenya,2026,14780.000000000004
Burundi,2026,1685.8000000000018
Djibouti,2026,857.6744186000004
Drc_E,2026,697.4999999999999
Egypt,2026,222409.00000000006
Ethiopia,2026,22095.999999999996
Libya,2026,43450.7655
Rwanda,2026,1966.0000000000011
Somaliland,2026,138.0
Mogadishu,2026,136.00000000000009
SomaliaROC,2026,128.00000000000014
SouthSudan,2026,3376.999999999997
Sudan,2026,26120.63476
Tanzania,2026,17003.0
Uganda,2026,7076.000000000005
