z,z2,y,value
Kenya,Tanzania,2026,0.5702939191364855
Kenya,Uganda,2026,0.7457625728565561
Djibouti,Ethiopia,2026,0.0002052553861303214
Egypt,Libya,2026,0.8444271084849839
Egypt,Sudan,2026,0.6921054261430949
Ethiopia,Kenya,2026,1.0000000000000002
Ethiopia,Djibouti,2026,0.9132685513589865
Ethiopia,Sudan,2026,1.0
Libya,Egypt,2026,2.226153682515332e-05
Rwanda,Uganda,2026,5.877566617023173e-06
Sudan,Egypt,2026,0.2654781054548877
Sudan,SouthSudan,2026,0.9308219178082192
Tanzania,Uganda,2026,0.6577505986938736
Uganda,Rwanda,2026,0.3709637650289917
Uganda,Tanzania,2026,0.16534819598107925
