c,z,attribute,uni,y,value
System,System,NetPresentCostSystem,Carbon costs: $m,,92964.11954320205
System,System,NetPresentCostSystem,Excess generation: $m,,0.0
System,System,NetPresentCostSystem,Export revenues with external zones: $m,,0.0
System,System,NetPresentCostSystem,Export revenues with internal zones: $m,,-183966.32410869343
System,System,NetPresentCostSystem,Fixed O&M: $m,,51283.03882642806
System,System,NetPresentCostSystem,Fuel costs: $m,,15786.1517442301
System,System,NetPresentCostSystem,Generation costs: $m,,0.0
System,System,NetPresentCostSystem,Import costs with external zones: $m,,0.0
System,System,NetPresentCostSystem,Import costs with internal zones: $m,,314922.59290937777
System,System,NetPresentCostSystem,Investment costs: $m,,50885.56363567125
System,System,NetPresentCostSystem,NPV of system cost: $m,,960561.7440509116
System,System,NetPresentCostSystem,Spinning reserve costs: $m,,1301.4872670563448
System,System,NetPresentCostSystem,Startup costs: $m,,0.0
System,System,NetPresentCostSystem,Trade shared benefits: $m,,-130956.2688006844
System,System,NetPresentCostSystem,Transmission costs: $m,,1522.9060331069868
System,System,NetPresentCostSystem,Unmet country CO2 backstop cost: $m,,0.0
System,System,NetPresentCostSystem,Unmet country planning reserve costs: $m,,992.337055726507
System,System,NetPresentCostSystem,Unmet country spinning reserve costs: $m,,32.857511237407834
System,System,NetPresentCostSystem,Unmet demand costs: $m,,542411.3813147498
System,System,NetPresentCostSystem,Unmet system CO2 backstop cost: $m,,0.0
System,System,NetPresentCostSystem,Unmet system planning reserve costs: $m,,0.0
System,System,NetPresentCostSystem,Unmet system spinning reserve costs: $m,,0.0
System,System,NetPresentCostSystem,VRE curtailment: $m,,0.0
System,System,NetPresentCostSystem,Variable O&M: $m,,6711.112271631269
System,System,NetPresentCostSystemPerMWh,Carbon costs: $m,,17.863828107787455
System,System,NetPresentCostSystemPerMWh,Excess generation: $m,,0.0
System,System,NetPresentCostSystemPerMWh,Export revenues with external zones: $m,,0.0
System,System,NetPresentCostSystemPerMWh,Export revenues with internal zones: $m,,-35.35065794897347
System,System,NetPresentCostSystemPerMWh,Fixed O&M: $m,,9.85446207571049
System,System,NetPresentCostSystemPerMWh,Fuel costs: $m,,3.0334402415474373
System,System,NetPresentCostSystemPerMWh,Generation costs: $m,,0.0
System,System,NetPresentCostSystemPerMWh,Import costs with external zones: $m,,0.0
System,System,NetPresentCostSystemPerMWh,Import costs with internal zones: $m,,60.51499325368727
System,System,NetPresentCostSystemPerMWh,Investment costs: $m,,9.778083914763243
System,System,NetPresentCostSystemPerMWh,NPV of system cost: $m,,184.5799214466586
System,System,NetPresentCostSystemPerMWh,Spinning reserve costs: $m,,0.2500915938042541
System,System,NetPresentCostSystemPerMWh,Startup costs: $m,,0.0
System,System,NetPresentCostSystemPerMWh,Trade shared benefits: $m,,-25.164335304713823
System,System,NetPresentCostSystemPerMWh,Transmission costs: $m,,0.2926390497044731
System,System,NetPresentCostSystemPerMWh,Unmet country CO2 backstop cost: $m,,0.0
System,System,NetPresentCostSystemPerMWh,Unmet country planning reserve costs: $m,,0.190685811639922
System,System,NetPresentCostSystemPerMWh,Unmet country spinning reserve costs: $m,,0.0063138438322107
System,System,NetPresentCostSystemPerMWh,Unmet demand costs: $m,,104.22885439162738
System,System,NetPresentCostSystemPerMWh,Unmet system CO2 backstop cost: $m,,0.0
System,System,NetPresentCostSystemPerMWh,Unmet system planning reserve costs: $m,,0.0
System,System,NetPresentCostSystemPerMWh,Unmet system spinning reserve costs: $m,,0.0
System,System,NetPresentCostSystemPerMWh,VRE curtailment: $m,,0.0
System,System,NetPresentCostSystemPerMWh,Variable O&M: $m,,1.289595992750416
Angola,Angola_Central,CongestionShare,Angola_South,2025,1.0
Angola,Angola_Central,CongestionShare,Angola_South,2026,1.0
Angola,Angola_Central,CongestionShare,Angola_South,2027,1.0
Angola,Angola_Central,CongestionShare,Angola_South,2028,1.0
Angola,Angola_Central,CongestionShare,Angola_North,2040,0.0084474885844748
Angola,Angola_Central,CongestionShare,Angola_North,2045,0.0444063926940639
Angola,Angola_Central,CongestionShare,Angola_North,2050,0.2068493150684931
Angola,Angola_Central,Interchange,Angola_South,2029,4251.397610183109
Angola,Angola_Central,Interchange,Angola_South,2030,4112.253390624675
Angola,Angola_Central,Interchange,Angola_South,2031,4021.255438487664
Angola,Angola_Central,Interchange,Angola_South,2032,3918.896946403955
