z,z2,y,value
South_Africa,Lesotho,2025,0.47953673508236433
South_Africa,Lesotho,2026,0.3329667684464734
South_Africa,Lesotho,2027,0.2619540206876965
South_Africa,Lesotho,2028,0.25505275222728213
South_Africa,Lesotho,2029,0.27940397872891576
South_Africa,Lesotho,2030,0.2532538302513383
South_Africa,Lesotho,2031,0.2790763248353217
South_Africa,Lesotho,2032,0.298069004443825
South_Africa,Lesotho,2033,0.2874378759584019
South_Africa,Lesotho,2034,0.31462129905211944
South_Africa,Lesotho,2035,0.31671877875531096
South_Africa,Eswatini,2025,0.059518430477172625
South_Africa,Eswatini,2026,0.06783649511095269
South_Africa,Eswatini,2027,0.0723285980556228
South_Africa,Eswatini,2028,0.09409638337681374
South_Africa,Eswatini,2029,0.1566677605842472
South_Africa,Eswatini,2030,0.24406699147996755
South_Africa,Eswatini,2031,0.2359806281898632
South_Africa,Eswatini,2032,0.045519316285845615
South_Africa,Eswatini,2033,0.06860079757773656
South_Africa,Eswatini,2034,0.0719131356111861
South_Africa,Eswatini,2035,0.06867663420161507
South_Africa,Mozambique,2028,7.814363881104514e-06
South_Africa,Mozambique,2029,0.001086067684309134
South_Africa,Mozambique,2030,0.2962932705406317
South_Africa,Mozambique,2031,0.562840814709577
South_Africa,Mozambique,2033,0.0009178625480017206
South_Africa,Mozambique,2034,0.07996121679567088
South_Africa,Mozambique,2035,0.06039160180660563
South_Africa,Botswana,2025,0.03920296752635453
South_Africa,Botswana,2026,0.022934169640742824
South_Africa,Botswana,2027,0.010009950349668418
South_Africa,Botswana,2028,0.006588405536022931
South_Africa,Botswana,2029,0.01764521299988685
South_Africa,Botswana,2030,0.17697212434171666
South_Africa,Botswana,2031,0.07476407839703668
South_Africa,Botswana,2032,0.006406291886843564
South_Africa,Botswana,2033,0.0022811463775974077
South_Africa,Botswana,2034,0.035358327368480234
South_Africa,Botswana,2035,0.0027443434047901005
South_Africa,Namibia,2025,0.631644523870459
South_Africa,Namibia,2026,0.511098003754126
South_Africa,Namibia,2027,0.9146964793407842
South_Africa,Namibia,2028,0.7654428769675778
South_Africa,Namibia,2029,0.6371475828352317
South_Africa,Namibia,2030,0.3577162901672557
South_Africa,Namibia,2031,0.24780441296572836
South_Africa,Namibia,2032,0.021125561708836702
South_Africa,Namibia,2033,0.023348727413471167
South_Africa,Namibia,2034,0.08394183536196473
South_Africa,Namibia,2035,0.06126919164936685
South_Africa,DRC,2035,0.10953199818894464
South_Africa,Mozal,2025,0.22581748721999156
South_Africa,Mozal,2026,0.4814250448142343
South_Africa,Mozal,2027,0.6671723684724369
South_Africa,Mozal,2028,0.7360449937490675
South_Africa,Mozal,2029,0.8546005999469753
South_Africa,Mozal,2030,0.9996389467559366
South_Africa,Mozal,2031,0.9976179034397118
South_Africa,Mozal,2032,0.48534225556481564
South_Africa,Mozal,2033,0.4131022316298086
South_Africa,Mozal,2034,0.35269692637504707
South_Africa,Mozal,2035,0.3797788010115734
Lesotho,South_Africa,2026,0.012311524778483166
Lesotho,South_Africa,2027,0.08421642785015372
Lesotho,South_Africa,2028,0.24126424911685912
Lesotho,South_Africa,2029,0.29496037791669355
Lesotho,South_Africa,2030,0.3148775146470585
Lesotho,South_Africa,2031,0.3122905268027527
Lesotho,South_Africa,2032,0.313018474014745
Lesotho,South_Africa,2033,0.3587522986213207
Lesotho,South_Africa,2034,0.37591037666602534
Lesotho,South_Africa,2035,0.3932830523828046
Eswatini,South_Africa,2032,3.149787017398633e-05
Eswatini,South_Africa,2033,0.000279142113609548
Eswatini,South_Africa,2034,0.0003154360425022636
Eswatini,South_Africa,2035,0.0014729349610672956
Eswatini,Mozambique,2031,0.005803917153234481
Eswatini,Mozambique,2034,0.03401897462177497
Eswatini,Mozambique,2035,0.010958904109589041
Mozambique,South_Africa,2032,0.022093396361349597
Mozambique,South_Africa,2033,0.07658375548524708
Mozambique,South_Africa,2034,0.15580438717062298
Mozambique,South_Africa,2035,0.07935592469131689
Mozambique,Eswatini,2025,0.982987286560337
Mozambique,Eswatini,2026,0.9898868801084709
Mozambique,Eswatini,2027,0.991901296747083
Mozambique,Eswatini,2028,0.9045168114843317
Mozambique,Eswatini,2029,0.5134447392483007
Mozambique,Eswatini,2031,0.005479452054794521
Mozambique,Eswatini,2032,0.943286593019495
Mozambique,Eswatini,2033,0.7833573736058407
Mozambique,Eswatini,2034,0.760824252802599
Mozambique,Eswatini,2035,0.717267140376348
Mozambique,Zimbabwe,2025,0.30533862575826215
Mozambique,Zimbabwe,2026,0.3597562498168144
Mozambique,Zimbabwe,2027,0.48012917840578917
Mozambique,Zimbabwe,2028,0.5015293258394861
Mozambique,Zimbabwe,2029,0.6980759245362324
Mozambique,Zimbabwe,2030,0.973127954638058
Mozambique,Zimbabwe,2031,0.7815331195536438
Mozambique,Zimbabwe,2032,0.7060078616652183
Mozambique,Zimbabwe,2033,0.6306995034042137
Mozambique,Zimbabwe,2034,0.6198536610603355
Mozambique,Zimbabwe,2035,0.6813298540028688
Mozambique,Zambia,2031,0.989421717651656
Mozambique,Zambia,2032,0.9879434084590735
Mozambique,Zambia,2033,0.8958515192140329
Mozambique,Zambia,2034,0.9147527244225918
Mozambique,Zambia,2035,0.8690413181178366
Mozambique,Tanzania,2032,0.8875893878993285
Mozambique,Tanzania,2033,0.8687063097947141
Mozambique,Tanzania,2034,0.5312669092972128
Mozambique,Tanzania,2035,0.8886556658288682
Mozambique,Malawi,2026,0.2134389248304626
Mozambique,Malawi,2027,0.23278730753699053
Mozambique,Malawi,2028,0.27465802781610693
Mozambique,Malawi,2029,0.3428931719987698
Mozambique,Malawi,2030,0.998627987583262
Mozambique,Malawi,2031,0.6254437057555529
Mozambique,Malawi,2032,0.7604836016420049
Mozambique,Malawi,2033,0.6829682673218757
Mozambique,Malawi,2034,0.7647495927968312
Mozambique,Malawi,2035,0.7144409388305294
Mozambique,Mozal,2025,0.6639072797825533
Mozambique,Mozal,2026,0.42427979089927015
Mozambique,Mozal,2027,0.2507357405813976
Mozambique,Mozal,2028,0.18823638367390594
Mozambique,Mozal,2029,0.07853847305196272
Mozambique,Mozal,2031,0.0007686677124687898
Mozambique,Mozal,2032,0.43845967847137624
Mozambique,Mozal,2033,0.54195885901565
Mozambique,Mozal,2034,0.6076257367133849
Mozambique,Mozal,2035,0.5670826463458756
Zimbabwe,Mozambique,2025,0.462616594921628
Zimbabwe,Mozambique,2026,0.19022999615816666
Zimbabwe,Mozambique,2027,0.14490958715803348
Zimbabwe,Mozambique,2028,0.11526743352742859
Zimbabwe,Mozambique,2029,0.08631386144798364
Zimbabwe,Mozambique,2032,0.0008455788336421252
Zimbabwe,Mozambique,2033,0.04350267607504929
Zimbabwe,Mozambique,2034,0.00029051615281825414
Zimbabwe,Mozambique,2035,0.00092999800357831
Zimbabwe,Botswana,2025,0.009214654983284313
Zimbabwe,Botswana,2026,0.002697285399246541
Zimbabwe,Botswana,2027,6.029434787671337e-05
Zimbabwe,Botswana,2028,1.1295173647851365e-05
Zimbabwe,Botswana,2029,0.0003114212974652026
Zimbabwe,Botswana,2032,0.0001411692555366699
Zimbabwe,Botswana,2033,0.015399813767419775
Zimbabwe,Botswana,2034,0.030612922868753056
Zimbabwe,Botswana,2035,0.019543840754708677
Zimbabwe,Zambia,2025,0.9238873315171268
Zimbabwe,Zambia,2026,0.9409272505704183
Zimbabwe,Zambia,2027,1.0000000000000002
Zimbabwe,Zambia,2028,1.0000000000000002
Zimbabwe,Zambia,2029,1.0000000000000002
Zimbabwe,Zambia,2030,0.8448401403760606
Zimbabwe,Zambia,2031,0.7703076715569163
Zimbabwe,Zambia,2032,0.8585189882333639
Zimbabwe,Zambia,2033,0.762313704885756
Zimbabwe,Zambia,2034,0.7632154194840021
Zimbabwe,Zambia,2035,0.8050533112368513
Botswana,South_Africa,2025,0.03652611820464105
Botswana,South_Africa,2026,0.0384120031190963
Botswana,South_Africa,2027,0.11602710939468483
Botswana,South_Africa,2028,0.19433894322947512
Botswana,South_Africa,2029,0.17146073461922806
Botswana,South_Africa,2030,0.0006253195629195052
Botswana,South_Africa,2031,0.06570452165828548
Botswana,South_Africa,2032,0.5407990069688405
Botswana,South_Africa,2033,0.5841770493502884
Botswana,South_Africa,2034,0.49934478444902053
Botswana,South_Africa,2035,0.5611360680016364
Botswana,Zimbabwe,2028,0.00975227490308949
Botswana,Zimbabwe,2029,0.118429026923583
Botswana,Zimbabwe,2030,0.8174139011782244
Botswana,Zimbabwe,2031,0.8385965821905157
Botswana,Zimbabwe,2032,0.2677969254470658
Botswana,Zimbabwe,2033,0.13648034670572315
Botswana,Zimbabwe,2034,0.3009514230296189
Botswana,Zimbabwe,2035,0.33807810697187274
Namibia,South_Africa,2028,0.0009038698307817239
Namibia,South_Africa,2029,0.030764190134797142
Namibia,South_Africa,2030,0.05754407587848877
Namibia,South_Africa,2031,0.07912388260605269
Namibia,South_Africa,2032,0.39866842726822677
