zone,tech,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Mozambique_Central,PV,Q1,d1,0,0,0,0,0,0.002,0.062,0.122,0.201,0.293,0.329,0.317,0.286,0.232,0.17,0.096,0.042,0.004,0,0,0,0,0,0
Mozambique_Central,PV,Q1,d2,0,0,0,0,0,0.014,0.107,0.268,0.411,0.541,0.622,0.65,0.596,0.507,0.394,0.289,0.161,0.033,0,0,0,0,0,0
Mozambique_Central,PV,Q1,d3,0,0,0,0,0,0.007,0.1,0.306,0.483,0.61,0.685,0.711,0.693,0.628,0.518,0.368,0.189,0.032,0,0,0,0,0,0
Mozambique_Central,PV,Q1,d4,0,0,0,0,0,0,0.075,0.202,0.283,0.332,0.342,0.325,0.235,0.17,0.12,0.073,0.029,0.001,0,0,0,0,0,0
Mozambique_Central,PV,Q2,d1,0,0,0,0,0,0,0.048,0.201,0.326,0.403,0.532,0.616,0.615,0.579,0.442,0.261,0.102,0,0,0,0,0,0,0
Mozambique_Central,PV,Q2,d2,0,0,0,0,0,0,0.028,0.128,0.197,0.211,0.245,0.298,0.33,0.333,0.291,0.199,0.078,0,0,0,0,0,0,0
Mozambique_Central,PV,Q2,d3,0,0,0,0,0,0,0.059,0.22,0.477,0.601,0.692,0.724,0.691,0.633,0.534,0.373,0.148,0,0,0,0,0,0,0
Mozambique_Central,PV,Q2,d4,0,0,0,0,0,0,0.027,0.211,0.407,0.576,0.656,0.687,0.637,0.631,0.534,0.367,0.14,0,0,0,0,0,0,0
Mozambique_Central,PV,Q3,d1,0,0,0,0,0,0,0.03,0.204,0.436,0.591,0.708,0.732,0.716,0.655,0.545,0.378,0.144,0,0,0,0,0,0,0
Mozambique_Central,PV,Q3,d2,0,0,0,0,0,0,0.073,0.335,0.522,0.647,0.719,0.739,0.72,0.656,0.542,0.372,0.143,0,0,0,0,0,0,0
Mozambique_Central,PV,Q3,d3,0,0,0,0,0,0,0.058,0.233,0.446,0.53,0.678,0.688,0.711,0.631,0.475,0.252,0.101,0.001,0,0,0,0,0,0
Mozambique_Central,PV,Q3,d4,0,0,0,0,0,0,0.069,0.236,0.408,0.54,0.619,0.58,0.567,0.507,0.409,0.268,0.112,0.006,0,0,0,0,0,0
Mozambique_Central,PV,Q4,d1,0,0,0,0,0,0.009,0.121,0.295,0.466,0.6,0.67,0.691,0.664,0.593,0.471,0.319,0.15,0.029,0,0,0,0,0,0
Mozambique_Central,PV,Q4,d2,0,0,0,0,0,0.001,0.082,0.232,0.381,0.507,0.632,0.666,0.664,0.585,0.448,0.304,0.143,0.016,0,0,0,0,0,0
Mozambique_Central,PV,Q4,d3,0,0,0,0,0,0.004,0.12,0.3,0.452,0.57,0.64,0.662,0.642,0.579,0.466,0.322,0.154,0.021,0,0,0,0,0,0
Mozambique_Central,PV,Q4,d4,0,0,0,0,0,0.015,0.113,0.29,0.451,0.569,0.64,0.664,0.644,0.581,0.473,0.322,0.143,0.033,0,0,0,0,0,0
Mozambique_Central,OnshoreWind,Q1,d1,0.346,0.32,0.325,0.328,0.31,0.316,0.271,0.368,0.376,0.298,0.201,0.121,0.072,0.046,0.049,0.083,0.132,0.198,0.27,0.309,0.324,0.289,0.252,0.221
Mozambique_Central,OnshoreWind,Q1,d2,0.07,0.062,0.054,0.039,0.018,0.001,0,0,0,0,0.001,0.017,0.068,0.139,0.209,0.255,0.264,0.243,0.197,0.147,0.122,0.107,0.099,0.096
Mozambique_Central,OnshoreWind,Q1,d3,0.128,0.145,0.155,0.154,0.135,0.105,0.054,0.019,0.012,0.01,0.012,0.018,0.024,0.039,0.063,0.089,0.126,0.177,0.23,0.241,0.226,0.2,0.196,0.197
Mozambique_Central,OnshoreWind,Q1,d4,0.618,0.611,0.602,0.586,0.552,0.504,0.429,0.347,0.362,0.442,0.489,0.51,0.505,0.489,0.452,0.364,0.247,0.201,0.167,0.138,0.124,0.104,0.093,0.072
Mozambique_Central,OnshoreWind,Q2,d1,0.038,0.015,0.004,0.003,0.008,0.02,0.03,0.006,0,0,0,0,0.002,0.009,0.022,0.041,0.071,0.108,0.137,0.141,0.146,0.127,0.115,0.085
Mozambique_Central,OnshoreWind,Q2,d2,0.223,0.212,0.209,0.208,0.21,0.201,0.16,0.113,0.262,0.264,0.214,0.171,0.139,0.114,0.096,0.087,0.085,0.102,0.119,0.121,0.111,0.092,0.07,0.044
Mozambique_Central,OnshoreWind,Q2,d3,0.06,0.025,0.004,0,0,0,0.005,0.001,0,0,0.001,0.001,0.002,0.003,0.004,0.005,0.012,0.036,0.073,0.082,0.085,0.083,0.07,0.051
Mozambique_Central,OnshoreWind,Q2,d4,0.158,0.136,0.119,0.086,0.073,0.077,0.075,0.038,0.086,0.144,0.177,0.135,0.084,0.043,0.016,0.003,0.001,0.017,0.1,0.218,0.278,0.21,0.164,0.162
Mozambique_Central,OnshoreWind,Q3,d1,0.221,0.168,0.131,0.111,0.101,0.101,0.09,0.027,0.049,0.217,0.364,0.441,0.535,0.639,0.724,0.772,0.806,0.849,0.899,0.906,0.899,0.899,0.888,0.866
Mozambique_Central,OnshoreWind,Q3,d2,0.063,0.041,0.028,0.027,0.042,0.077,0.101,0.045,0.047,0.062,0.08,0.088,0.075,0.049,0.021,0.004,0.001,0.047,0.289,0.356,0.364,0.358,0.294,0.207
Mozambique_Central,OnshoreWind,Q3,d3,0.211,0.155,0.148,0.142,0.135,0.132,0.093,0.053,0.033,0.017,0.01,0.005,0.006,0.012,0.028,0.064,0.148,0.307,0.395,0.38,0.359,0.301,0.245,0.181
