country,fuel,2023,2025,2030,2035,2040,2045,2050
Albania,CoalEx,3.6,3.6,3.5,3.5,3.5,3.5,3.5
BiH,CoalEx,3.6,3.6,3.5,3.5,3.5,3.5,3.5
Kosovo,CoalEx,3.6,3.6,3.5,3.5,3.5,3.5,3.5
Montenegro,CoalEx,3.6,3.6,3.5,3.5,3.5,3.5,3.5
N_Macedonia,CoalEx,3.6,3.6,3.5,3.5,3.5,3.5,3.5
Serbia,CoalEx,3.6,3.6,3.5,3.5,3.5,3.5,3.5
Albania,CoalNew,3.6,3.6,3.5,3.5,3.5,3.5,3.5
BiH,CoalNew,3.6,3.6,3.5,3.5,3.5,3.5,3.5
Kosovo,CoalNew,3.6,3.6,3.5,3.5,3.5,3.5,3.5
Montenegro,CoalNew,3.6,3.6,3.5,3.5,3.5,3.5,3.5
N_Macedonia,CoalNew,3.6,3.6,3.5,3.5,3.5,3.5,3.5
Serbia,CoalNew,3.6,3.6,3.5,3.5,3.5,3.5,3.5
Albania,Coal_CCS,3.6,3.6,3.5,3.5,3.5,3.5,3.5
BiH,Coal_CCS,3.6,3.6,3.5,3.5,3.5,3.5,3.5
Kosovo,Coal_CCS,3.6,3.6,3.5,3.5,3.5,3.5,3.5
Montenegro,Coal_CCS,3.6,3.6,3.5,3.5,3.5,3.5,3.5
N_Macedonia,Coal_CCS,3.6,3.6,3.5,3.5,3.5,3.5,3.5
Serbia,Coal_CCS,3.6,3.6,3.5,3.5,3.5,3.5,3.5
Albania,CCGTEx,11.9,11.9,11.9,11.9,11.9,11.9,11.9
BiH,CCGTEx,14.7,14.7,14.7,14.7,14.7,14.7,14.7
Kosovo,CCGTEx,16.7,16.7,16.7,16.7,16.7,16.7,16.7
Montenegro,CCGTEx,16.7,16.7,16.7,16.7,16.7,16.7,16.7
N_Macedonia,CCGTEx,29.2,29.2,29.2,29.2,29.2,29.2,29.2
Serbia,CCGTEx,11.9,11.9,11.9,11.9,11.9,11.9,11.9
Albania,CCGTNew,11.9,11.9,11.9,11.9,11.9,11.9,11.9
BiH,CCGTNew,14.7,14.7,14.7,14.7,14.7,14.7,14.7
Kosovo,CCGTNew,16.7,16.7,16.7,16.7,16.7,16.7,16.7
Montenegro,CCGTNew,16.7,16.7,16.7,16.7,16.7,16.7,16.7
N_Macedonia,CCGTNew,29.2,29.2,29.2,29.2,29.2,29.2,29.2
Serbia,CCGTNew,11.9,11.9,11.9,11.9,11.9,11.9,11.9
Albania,OCGTEx,11.9,11.9,11.9,11.9,11.9,11.9,11.9
BiH,OCGTEx,14.7,14.7,14.7,14.7,14.7,14.7,14.7
Kosovo,OCGTEx,16.7,16.7,16.7,16.7,16.7,16.7,16.7
Montenegro,OCGTEx,16.7,16.7,16.7,16.7,16.7,16.7,16.7
N_Macedonia,OCGTEx,29.2,29.2,29.2,29.2,29.2,29.2,29.2
Serbia,OCGTEx,11.9,11.9,11.9,11.9,11.9,11.9,11.9
Albania,OCGTNew,11.9,11.9,11.9,11.9,11.9,11.9,11.9
BiH,OCGTNew,14.7,14.7,14.7,14.7,14.7,14.7,14.7
Kosovo,OCGTNew,16.7,16.7,16.7,16.7,16.7,16.7,16.7
Montenegro,OCGTNew,16.7,16.7,16.7,16.7,16.7,16.7,16.7
N_Macedonia,OCGTNew,16.7,16.7,16.7,16.7,16.7,16.7,16.7
Serbia,OCGTNew,11.9,11.9,11.9,11.9,11.9,11.9,11.9
Albania,CCGT_CCS,11.9,11.9,11.9,11.9,11.9,11.9,11.9
BiH,CCGT_CCS,14.7,14.7,14.7,14.7,14.7,14.7,14.7
Kosovo,CCGT_CCS,16.7,16.7,16.7,16.7,16.7,16.7,16.7
Montenegro,CCGT_CCS,16.7,16.7,16.7,16.7,16.7,16.7,16.7
N_Macedonia,CCGT_CCS,16.7,16.7,16.7,16.7,16.7,16.7,16.7
Serbia,CCGT_CCS,11.9,11.9,11.9,11.9,11.9,11.9,11.9
Albania,GreenHydrogen,99999.0,99999.0,99999.0,99999.0,99999.0,17.7,17.7
BiH,GreenHydrogen,99999.0,99999.0,99999.0,99999.0,99999.0,17.7,17.7
Kosovo,GreenHydrogen,99999.0,99999.0,99999.0,99999.0,99999.0,35.9,35.9
Montenegro,GreenHydrogen,99999.0,99999.0,99999.0,99999.0,99999.0,17.7,17.7
N_Macedonia,GreenHydrogen,99999.0,99999.0,99999.0,99999.0,99999.0,17.7,17.7
Serbia,GreenHydrogen,99999.0,99999.0,99999.0,99999.0,99999.0,17.7,17.7
Albania,Imports,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
BiH,Imports,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
Kosovo,Imports,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
Montenegro,Imports,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
N_Macedonia,Imports,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
Serbia,Imports,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
Albania,Biomass,6.3,193.3,23.3,19.3,12.1,14.5,17.7
BiH,Biomass,6.3,5.1,3.1,3.1,3.7,4.8,7.1
Kosovo,Biomass,6.3,10.1,7.2,7.7,5.2,6.3,16.7
Montenegro,Biomass,6.3,5.1,7.2,3.8,3.7,4.8,5.9
N_Macedonia,Biomass,6.3,10.1,7.2,9.6,12.1,8.1,7.2
Serbia,Biomass,6.3,5.1,7.2,4.2,3.5,9.5,16.7
Albania,Biomass_CCS,6.3,193.3,23.3,19.3,12.1,14.5,17.7
BiH,Biomass_CCS,6.3,5.1,3.1,3.1,3.7,4.8,7.1
Kosovo,Biomass_CCS,6.3,10.1,7.2,7.7,5.2,6.3,16.7
Montenegro,Biomass_CCS,6.3,5.1,7.2,3.8,3.7,4.8,5.9
N_Macedonia,Biomass_CCS,6.3,10.1,7.2,9.6,12.1,8.1,7.2
Serbia,Biomass_CCS,6.3,5.1,7.2,4.2,3.5,9.5,16.7
Albania,Diesel,10.3,10.3,11.7,12.6,12.8,12.8,12.8
BiH,Diesel,10.3,10.3,11.7,12.6,12.8,12.8,13.4
Kosovo,Diesel,10.3,10.3,11.7,12.6,12.8,12.8,13.4
Montenegro,Diesel,10.3,10.3,11.7,12.6,12.8,12.8,13.4
N_Macedonia,Diesel,10.3,10.3,11.7,12.6,12.8,12.8,13.4
Serbia,Diesel,10.3,10.3,11.7,11.7,11.9,12.0,13.0
