zone,tech,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Albania,Wind,m1,d1,0.05,0.05,0.05,0.06,0.1,0.17,0.26,0.32,0.37,0.46,0.53,0.58,0.64,0.71,0.73,0.8,0.95,1,1,1,1,1,1,1
Albania,Wind,m1,d2,0.23,0.2,0.14,0.1,0.09,0.06,0.04,0.04,0.05,0.05,0.05,0.07,0.12,0.2,0.28,0.33,0.37,0.42,0.45,0.45,0.39,0.33,0.28,0.22
Albania,Wind,m1,d3,0.26,0.22,0.2,0.21,0.22,0.21,0.19,0.15,0.06,0.1,0.1,0.1,0.07,0.04,0.03,0.02,0.02,0.03,0.04,0.08,0.15,0.32,0.55,0.8
Albania,Wind,m1,d4,1,1,1,1,0.87,0.76,0.74,0.73,0.81,0.99,1,1,1,1,1,1,1,0.89,0.7,0.48,0.36,0.32,0.33,0.33
Albania,Wind,m1,d5,0.05,0.05,0.04,0.03,0.04,0.05,0.06,0.06,0.07,0.09,0.14,0.2,0.25,0.3,0.35,0.39,0.42,0.45,0.49,0.52,0.54,0.57,0.59,0.59
Albania,Wind,m1,d6,0.36,0.36,0.37,0.33,0.33,0.39,0.41,0.4,0.37,0.3,0.22,0.17,0.16,0.18,0.23,0.27,0.29,0.27,0.21,0.21,0.2,0.13,0.07,0.05
Albania,Wind,m1,d7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87,0.7,0.52,0.38,0.29
Albania,Wind,m2,d1,0.54,0.56,0.61,0.66,0.75,0.85,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Albania,Wind,m2,d2,0.14,0.17,0.2,0.21,0.19,0.17,0.16,0.13,0.12,0.1,0.1,0.11,0.12,0.13,0.12,0.11,0.09,0.08,0.06,0.04,0.02,0.02,0.02,0.02
Albania,Wind,m2,d3,1,0.97,0.73,0.58,0.5,0.5,0.52,0.51,0.48,0.45,0.39,0.32,0.31,0.28,0.28,0.29,0.3,0.3,0.33,0.38,0.38,0.39,0.45,0.51
Albania,Wind,m2,d4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.91
Albania,Wind,m2,d5,0.81,0.73,0.71,0.67,0.64,0.68,0.71,0.72,0.75,0.75,0.73,0.73,0.8,0.9,0.99,1,1,1,0.96,0.85,0.79,0.76,0.73,0.73
Albania,Wind,m2,d6,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.03
Albania,Wind,m2,d7,0.27,0.28,0.3,0.28,0.25,0.23,0.2,0.16,0.12,0.1,0.1,0.14,0.21,0.27,0.32,0.35,0.36,0.33,0.3,0.28,0.27,0.26,0.25,0.22
Albania,Wind,m3,d1,0.73,0.72,0.69,0.69,0.68,0.66,0.63,0.66,0.66,0.58,0.5,0.45,0.4,0.34,0.28,0.23,0.18,0.16,0.15,0.16,0.15,0.12,0.1,0.08
Albania,Wind,m3,d2,0.21,0.24,0.29,0.36,0.43,0.48,0.49,0.54,0.63,0.66,0.6,0.45,0.26,0.1,0.09,0.17,0.23,0.28,0.32,0.4,0.5,0.53,0.5,0.48
Albania,Wind,m3,d3,0.17,0.14,0.16,0.17,0.19,0.25,0.29,0.31,0.35,0.4,0.43,0.42,0.37,0.3,0.24,0.2,0.19,0.2,0.24,0.27,0.26,0.28,0.26,0.2
Albania,Wind,m3,d4,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.07,0.1,0.14,0.16,0.18,0.2,0.21,0.19,0.19,0.19,0.19,0.2,0.22,0.27,0.32,0.36
Albania,Wind,m3,d5,0.38,0.4,0.42,0.45,0.49,0.52,0.53,0.59,0.68,0.72,0.74,0.76,0.75,0.74,0.72,0.71,0.74,0.79,0.83,0.85,0.85,0.87,0.88,0.85
Albania,Wind,m3,d6,0.17,0.13,0.11,0.11,0.11,0.11,0.09,0.06,0.02,0.05,0.12,0.17,0.21,0.26,0.31,0.3,0.27,0.24,0.23,0.22,0.2,0.17,0.16,0.17
Albania,Wind,m3,d7,0.3,0.35,0.41,0.43,0.4,0.35,0.26,0.22,0.22,0.24,0.25,0.21,0.23,0.19,0.14,0.14,0.14,0.13,0.13,0.14,0.15,0.14,0.14,0.15
Albania,Wind,m4,d1,0.68,0.76,0.82,0.84,0.83,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Albania,Wind,m4,d2,0.26,0.28,0.29,0.31,0.32,0.29,0.24,0.21,0.19,0.17,0.15,0.15,0.14,0.1,0.05,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02
Albania,Wind,m4,d3,0.08,0.09,0.09,0.09,0.08,0.07,0.04,0.03,0.01,0,0.01,0.02,0.03,0.09,0.11,0.11,0.1,0.05,0.02,0.01,0.01,0.01,0.03,0.03
Albania,Wind,m4,d4,0.16,0.18,0.18,0.2,0.22,0.22,0.24,0.29,0.32,0.37,0.44,0.52,0.56,0.53,0.48,0.45,0.37,0.36,0.45,0.43,0.41,0.34,0.35,0.35
Albania,Wind,m4,d5,0.12,0.15,0.17,0.19,0.22,0.25,0.28,0.29,0.29,0.25,0.18,0.09,0.04,0.05,0.07,0.08,0.08,0.09,0.09,0.1,0.09,0.06,0.05,0.05
Albania,Wind,m4,d6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Albania,Wind,m4,d7,0.17,0.21,0.24,0.24,0.2,0.18,0.19,0.24,0.43,0.71,0.55,0.3,0.2,0.2,0.28,0.38,0.43,0.42,0.37,0.32,0.26,0.21,0.18,0.15
Albania,Wind,m5,d1,0.03,0.03,0.04,0.07,0.15,0.15,0.14,0.2,0.27,0.36,0.47,0.56,0.63,0.67,0.73,0.71,0.62,0.59,0.56,0.52,0.49,0.47,0.46,0.45
Albania,Wind,m5,d2,0.01,0.01,0.01,0.02,0.03,0.04,0.03,0.02,0.03,0.04,0.05,0.1,0.12,0.09,0.07,0.07,0.07,0.06,0.05,0.04,0.04,0.03,0.02,0.02
Albania,Wind,m5,d3,0.09,0.07,0.07,0.07,0.07,0.07,0.09,0.1,0.12,0.14,0.19,0.23,0.27,0.29,0.28,0.26,0.22,0.16,0.1,0.06,0.03,0.02,0.03,0.03
Albania,Wind,m5,d4,0.15,0.22,0.27,0.3,0.35,0.45,0.58,0.73,0.91,1,1,1,1,1,1,1,1,1,1,1,1,0.92,0.78,0.59
Albania,Wind,m5,d5,1,1,0.95,0.86,0.83,0.71,0.67,0.7,0.8,0.82,0.78,0.79,0.72,0.64,0.54,0.45,0.31,0.24,0.27,0.28,0.25,0.23,0.23,0.29
Albania,Wind,m5,d6,0.08,0.09,0.1,0.1,0.08,0.05,0.02,0.04,0.04,0.05,0.07,0.1,0.12,0.12,0.1,0.09,0.08,0.09,0.07,0.06,0.05,0.03,0.03,0.04
Albania,Wind,m5,d7,0.1,0.12,0.15,0.18,0.19,0.14,0.12,0.11,0.08,0.09,0.12,0.07,0.06,0.11,0.16,0.2,0.29,0.42,0.48,0.54,0.47,0.5,0.39,0.35
Albania,Wind,m6,d1,0.06,0.05,0.05,0.06,0.07,0.08,0.08,0.07,0.09,0.13,0.21,0.29,0.36,0.39,0.37,0.33,0.27,0.2,0.16,0.12,0.09,0.07,0.07,0.07
Albania,Wind,m6,d2,0.47,0.53,0.51,0.41,0.32,0.32,0.18,0.03,0.1,0.21,0.28,0.33,0.37,0.4,0.44,0.43,0.38,0.31,0.25,0.19,0.15,0.13,0.13,0.12
Albania,Wind,m6,d3,0.16,0.16,0.15,0.14,0.12,0.11,0.12,0.11,0.09,0.07,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.06,0.09,0.11
Albania,Wind,m6,d4,0.33,0.28,0.23,0.22,0.23,0.2,0.18,0.1,0.06,0.07,0.1,0.11,0.1,0.08,0.08,0.09,0.09,0.07,0.05,0.03,0.03,0.05,0.07,0.09
Albania,Wind,m6,d5,0.06,0.07,0.07,0.09,0.09,0.06,0.07,0.12,0.2,0.28,0.34,0.4,0.44,0.45,0.45,0.43,0.4,0.35,0.28,0.21,0.2,0.21,0.23,0.23
Albania,Wind,m6,d6,0.18,0.15,0.14,0.13,0.13,0.08,0.03,0.02,0.08,0.17,0.21,0.32,0.46,0.47,0.29,0.13,0.07,0.11,0.07,0.04,0.06,0.08,0.1,0.13
Albania,Wind,m6,d7,0.71,0.71,0.65,0.56,0.44,0.36,0.19,0.06,0.13,0.24,0.35,0.43,0.48,0.52,0.55,0.59,0.58,0.49,0.4,0.35,0.34,0.39,0.44,0.46
Albania,Wind,m7,d1,0.02,0.01,0.01,0.01,0.02,0.01,0,0.01,0.05,0.12,0.2,0.24,0.24,0.22,0.19,0.17,0.14,0.11,0.06,0.03,0.02,0.02,0.02,0.02
Albania,Wind,m7,d2,0.35,0.29,0.23,0.2,0.17,0.2,0.25,0.3,0.34,0.36,0.39,0.41,0.42,0.41,0.38,0.34,0.28,0.17,0.1,0.07,0.05,0.06,0.08,0.1
Albania,Wind,m7,d3,0.07,0.07,0.05,0.05,0.05,0.03,0.03,0.06,0.11,0.15,0.18,0.2,0.21,0.23,0.25,0.27,0.27,0.25,0.23,0.21,0.2,0.2,0.19,0.18
Albania,Wind,m7,d4,0.04,0.04,0.04,0.05,0.07,0.04,0.03,0.02,0.04,0.1,0.17,0.23,0.26,0.31,0.36,0.29,0.21,0.2,0.18,0.16,0.19,0.2,0.2,0.18
Albania,Wind,m7,d5,0.08,0.07,0.06,0.06,0.05,0.02,0.01,0.02,0.1,0.2,0.28,0.32,0.35,0.34,0.32,0.25,0.18,0.12,0.09,0.07,0.08,0.09,0.05,0.03
Albania,Wind,m7,d6,0.01,0.02,0.03,0.05,0.09,0.12,0.16,0.19,0.16,0.11,0.09,0.08,0.08,0.11,0.21,0.31,0.39,0.46,0.55,0.62,0.64,0.6,0.54,0.46
Albania,Wind,m7,d7,0.27,0.27,0.26,0.26,0.24,0.22,0.17,0.1,0.14,0.3,0.53,0.76,0.93,1,1,1,1,1,0.95,0.75,0.52,0.43,0.36,0.31
Albania,Wind,m8,d1,0.08,0.09,0.1,0.14,0.18,0.15,0.15,0.21,0.27,0.31,0.32,0.32,0.29,0.26,0.2,0.15,0.12,0.1,0.06,0.04,0.04,0.05,0.07,0.07
Albania,Wind,m8,d2,0.03,0.03,0.04,0.05,0.06,0.06,0.07,0.09,0.11,0.13,0.14,0.14,0.15,0.17,0.19,0.21,0.22,0.21,0.19,0.17,0.14,0.12,0.11,0.11
Albania,Wind,m8,d3,0.15,0.16,0.18,0.2,0.2,0.18,0.14,0.19,0.33,0.45,0.56,0.64,0.71,0.77,0.8,0.78,0.71,0.56,0.44,0.35,0.27,0.23,0.2,0.18
Albania,Wind,m8,d4,0.39,0.38,0.37,0.35,0.3,0.24,0.09,0.03,0.09,0.23,0.39,0.57,0.71,0.81,0.86,0.85,0.76,0.56,0.4,0.3,0.26,0.26,0.24,0.22
Albania,Wind,m8,d5,0.07,0.07,0.06,0.07,0.07,0.06,0.05,0.04,0.03,0.05,0.08,0.13,0.2,0.23,0.21,0.19,0.16,0.13,0.1,0.07,0.05,0.04,0.03,0.03
Albania,Wind,m8,d6,0.16,0.16,0.18,0.16,0.15,0.15,0.15,0.1,0.05,0.04,0.07,0.2,0.25,0.27,0.29,0.29,0.27,0.27,0.26,0.24,0.22,0.22,0.19,0.15
Albania,Wind,m8,d7,0.11,0.12,0.13,0.12,0.12,0.09,0.07,0.05,0.03,0.05,0.1,0.14,0.18,0.22,0.22,0.22,0.21,0.2,0.18,0.17,0.16,0.15,0.14,0.13
Albania,Wind,m9,d1,0.1,0.08,0.08,0.1,0.13,0.15,0.24,0.33,0.35,0.32,0.36,0.37,0.32,0.23,0.13,0.06,0.03,0.03,0.03,0.05,0.07,0.1,0.11,0.12
Albania,Wind,m9,d2,0.22,0.22,0.27,0.33,0.39,0.44,0.54,0.66,0.77,0.91,1,1,1,1,1,0.92,0.84,0.89,0.93,0.95,0.98,0.96,0.9,0.78
Albania,Wind,m9,d3,0.1,0.08,0.09,0.11,0.13,0.14,0.15,0.15,0.11,0.05,0.01,0.01,0.06,0.14,0.21,0.21,0.19,0.19,0.18,0.17,0.16,0.18,0.21,0.24
Albania,Wind,m9,d4,0.29,0.27,0.25,0.25,0.24,0.24,0.23,0.16,0.1,0.14,0.21,0.32,0.48,0.65,0.8,0.85,0.86,0.83,0.72,0.57,0.45,0.39,0.32,0.29
Albania,Wind,m9,d5,0.04,0.03,0.03,0.03,0.04,0.05,0.03,0.01,0.01,0.02,0.1,0.21,0.31,0.33,0.32,0.28,0.24,0.2,0.17,0.15,0.13,0.12,0.11,0.1
Albania,Wind,m9,d6,0.65,0.51,0.38,0.26,0.19,0.17,0.16,0.19,0.3,0.48,0.68,0.79,0.84,0.85,0.79,0.68,0.51,0.4,0.31,0.24,0.2,0.17,0.15,0.15
Albania,Wind,m9,d7,0.01,0.01,0.01,0.01,0.02,0.04,0.03,0.02,0.05,0.08,0.12,0.14,0.13,0.11,0.1,0.09,0.07,0.05,0.02,0.02,0.03,0.03,0.03,0.04
Albania,Wind,m10,d1,0.03,0.03,0.03,0.03,0.05,0.06,0.06,0.03,0.02,0.01,0.01,0.02,0.05,0.1,0.14,0.14,0.11,0.07,0.05,0.03,0.03,0.02,0.01,0.01
Albania,Wind,m10,d2,0.04,0.05,0.08,0.12,0.17,0.22,0.25,0.22,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.22,0.22,0.22,0.2,0.19,0.18,0.18,0.17,0.16
Albania,Wind,m10,d3,0.23,0.13,0.08,0.07,0.08,0.1,0.07,0.04,0.02,0.02,0.03,0.15,0.29,0.45,0.61,0.69,0.73,0.73,0.65,0.54,0.46,0.41,0.39,0.36
Albania,Wind,m10,d4,0.05,0.07,0.1,0.15,0.22,0.28,0.28,0.28,0.37,0.43,0.45,0.44,0.42,0.41,0.37,0.3,0.28,0.31,0.37,0.37,0.35,0.32,0.29,0.26
Albania,Wind,m10,d5,0.02,0.03,0.03,0.04,0.06,0.07,0.07,0.05,0.03,0.01,0.01,0.02,0.02,0.03,0.04,0.07,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.03
Albania,Wind,m10,d6,0.1,0.1,0.1,0.1,0.11,0.13,0.14,0.11,0.07,0.05,0.02,0.03,0.04,0.07,0.16,0.16,0.08,0.03,0.06,0.08,0.08,0.07,0.07,0.09
Albania,Wind,m10,d7,0.09,0.09,0.09,0.08,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.03,0.05,0.06,0.06,0.05,0.04,0.02,0.01,0.01,0.01,0.01,0.02,0.03
Albania,Wind,m11,d1,0.33,0.25,0.19,0.14,0.11,0.09,0.09,0.1,0.16,0.19,0.22,0.24,0.22,0.2,0.14,0.12,0.14,0.18,0.22,0.27,0.33,0.41,0.5,0.56
Albania,Wind,m11,d2,1,0.98,0.84,0.72,0.58,0.44,0.36,0.33,0.36,0.39,0.42,0.43,0.4,0.34,0.27,0.22,0.22,0.26,0.33,0.42,0.51,0.61,0.65,0.64
Albania,Wind,m11,d3,0.4,0.33,0.27,0.22,0.23,0.29,0.39,0.56,0.78,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Albania,Wind,m11,d4,1,0.95,0.92,0.9,0.91,0.89,0.7,0.5,0.52,0.63,0.78,0.93,1,1,1,1,1,1,1,1,1,0.91,0.71,0.55
Albania,Wind,m11,d5,0.92,0.95,0.94,0.93,0.9,0.89,0.89,0.86,0.95,1,1,1,1,1,0.95,0.98,1,1,1,1,1,1,1,0.94
Albania,Wind,m11,d6,1,1,1,0.87,0.62,0.43,0.21,0.15,0.1,0.11,0.18,0.35,0.41,0.42,0.4,0.36,0.3,0.27,0.25,0.24,0.22,0.2,0.17,0.14
Albania,Wind,m11,d7,0.12,0.12,0.11,0.1,0.11,0.11,0.09,0.06,0.03,0.01,0.01,0.02,0.05,0.08,0.12,0.13,0.11,0.08,0.05,0.04,0.03,0.02,0.02,0.03
Albania,Wind,m12,d1,0.09,0.08,0.06,0.05,0.05,0.06,0.07,0.07,0.07,0.09,0.14,0.18,0.22,0.24,0.25,0.24,0.25,0.3,0.35,0.4,0.41,0.41,0.39,0.36
Albania,Wind,m12,d2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87,0.79,0.89,1,1,1,1,1,1,1
Albania,Wind,m12,d3,0.6,0.59,0.57,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.19,0.13,0.06,0.02,0.01,0.01,0.01,0.03,0.06,0.11,0.16,0.18,0.19
Albania,Wind,m12,d4,0.13,0.18,0.24,0.28,0.27,0.23,0.18,0.16,0.16,0.15,0.13,0.11,0.14,0.17,0.18,0.17,0.15,0.13,0.12,0.12,0.11,0.09,0.06,0.05
Albania,Wind,m12,d5,0.52,0.51,0.51,0.51,0.53,0.56,0.61,0.67,0.71,0.66,0.58,0.58,0.61,0.62,0.63,0.7,0.77,0.83,0.87,0.94,1,1,1,1
Albania,Wind,m12,d6,0.32,0.32,0.34,0.3,0.25,0.21,0.17,0.12,0.11,0.15,0.26,0.38,0.46,0.51,0.58,0.68,0.71,0.71,0.7,0.64,0.55,0.44,0.37,0.35
Albania,Wind,m12,d7,1,1,1,1,1,0.98,0.94,0.89,0.87,0.85,0.78,0.72,0.69,0.66,0.71,0.83,0.94,0.93,0.86,0.72,0.58,0.47,0.46,0.45
BiH,Wind,m1,d1,0.02,0.02,0.02,0.03,0.05,0.08,0.12,0.15,0.18,0.22,0.25,0.28,0.31,0.34,0.35,0.38,0.46,0.53,0.61,0.67,0.72,0.76,0.79,0.74
BiH,Wind,m1,d2,0.11,0.1,0.07,0.05,0.04,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.06,0.1,0.14,0.16,0.18,0.2,0.22,0.21,0.19,0.16,0.13,0.11
BiH,Wind,m1,d3,0.12,0.11,0.1,0.1,0.1,0.1,0.09,0.07,0.03,0.05,0.05,0.05,0.04,0.02,0.01,0.01,0.01,0.01,0.02,0.04,0.07,0.15,0.27,0.38
BiH,Wind,m1,d4,0.49,0.53,0.53,0.48,0.42,0.37,0.36,0.35,0.39,0.48,0.56,0.59,0.6,0.58,0.54,0.5,0.48,0.43,0.34,0.23,0.17,0.15,0.16,0.16
BiH,Wind,m1,d5,0.03,0.02,0.02,0.01,0.02,0.02,0.03,0.03,0.03,0.04,0.07,0.09,0.12,0.14,0.17,0.19,0.2,0.22,0.23,0.25,0.26,0.27,0.29,0.29
BiH,Wind,m1,d6,0.17,0.17,0.18,0.16,0.16,0.19,0.2,0.19,0.18,0.15,0.1,0.08,0.07,0.09,0.11,0.13,0.14,0.13,0.1,0.1,0.09,0.06,0.03,0.02
BiH,Wind,m1,d7,0.55,0.55,0.54,0.55,0.58,0.63,0.66,0.68,0.72,0.76,0.78,0.8,0.79,0.76,0.73,0.67,0.61,0.55,0.49,0.42,0.33,0.25,0.18,0.14
BiH,Wind,m2,d1,0.26,0.27,0.29,0.32,0.36,0.41,0.47,0.5,0.58,0.64,0.67,0.67,0.66,0.63,0.61,0.62,0.64,0.65,0.67,0.7,0.72,0.74,0.77,0.77
BiH,Wind,m2,d2,0.07,0.08,0.1,0.1,0.09,0.08,0.08,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0.01,0.01
BiH,Wind,m2,d3,0.56,0.47,0.35,0.28,0.24,0.24,0.25,0.25,0.23,0.22,0.19,0.16,0.15,0.13,0.13,0.14,0.14,0.14,0.16,0.18,0.18,0.19,0.22,0.24
BiH,Wind,m2,d4,0.54,0.56,0.58,0.65,0.71,0.74,0.73,0.74,0.76,0.75,0.71,0.68,0.65,0.62,0.58,0.56,0.56,0.58,0.59,0.58,0.53,0.49,0.48,0.44
BiH,Wind,m2,d5,0.39,0.35,0.34,0.32,0.31,0.33,0.34,0.35,0.36,0.36,0.35,0.35,0.38,0.43,0.48,0.5,0.5,0.48,0.46,0.41,0.38,0.36,0.35,0.35
BiH,Wind,m2,d6,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0,0,0.01,0.01,0.01,0.01
BiH,Wind,m2,d7,0.13,0.14,0.14,0.13,0.12,0.11,0.1,0.08,0.06,0.05,0.05,0.07,0.1,0.13,0.15,0.17,0.17,0.16,0.15,0.14,0.13,0.13,0.12,0.11
BiH,Wind,m3,d1,0.35,0.35,0.33,0.33,0.33,0.32,0.3,0.32,0.32,0.28,0.24,0.22,0.19,0.16,0.14,0.11,0.09,0.08,0.07,0.08,0.07,0.06,0.05,0.04
BiH,Wind,m3,d2,0.1,0.11,0.14,0.17,0.21,0.23,0.24,0.26,0.3,0.32,0.29,0.22,0.13,0.05,0.04,0.08,0.11,0.13,0.15,0.19,0.24,0.26,0.24,0.23
BiH,Wind,m3,d3,0.08,0.07,0.07,0.08,0.09,0.12,0.14,0.15,0.17,0.19,0.21,0.2,0.18,0.15,0.12,0.1,0.09,0.1,0.11,0.13,0.13,0.14,0.13,0.1
BiH,Wind,m3,d4,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.04,0.05,0.07,0.08,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.11,0.13,0.15,0.17
BiH,Wind,m3,d5,0.18,0.19,0.2,0.22,0.23,0.25,0.25,0.28,0.33,0.35,0.36,0.36,0.36,0.36,0.35,0.34,0.36,0.38,0.4,0.41,0.41,0.42,0.42,0.41
BiH,Wind,m3,d6,0.08,0.06,0.05,0.05,0.05,0.05,0.04,0.03,0.01,0.02,0.06,0.08,0.1,0.13,0.15,0.15,0.13,0.12,0.11,0.11,0.09,0.08,0.08,0.08
BiH,Wind,m3,d7,0.15,0.17,0.2,0.21,0.19,0.17,0.12,0.1,0.11,0.12,0.12,0.1,0.11,0.09,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07
BiH,Wind,m4,d1,0.33,0.36,0.39,0.4,0.4,0.4,0.48,0.56,0.59,0.61,0.62,0.62,0.6,0.59,0.59,0.55,0.5,0.5,0.53,0.57,0.6,0.63,0.67,0.68
BiH,Wind,m4,d2,0.13,0.13,0.14,0.15,0.15,0.14,0.12,0.1,0.09,0.08,0.07,0.07,0.07,0.05,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01
BiH,Wind,m4,d3,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.01,0,0,0.01,0.01,0.02,0.04,0.05,0.05,0.05,0.03,0.01,0.01,0,0.01,0.01,0.02
BiH,Wind,m4,d4,0.08,0.09,0.09,0.1,0.11,0.1,0.11,0.14,0.15,0.18,0.21,0.25,0.27,0.26,0.23,0.21,0.18,0.17,0.21,0.2,0.2,0.16,0.17,0.17
BiH,Wind,m4,d5,0.06,0.07,0.08,0.09,0.11,0.12,0.13,0.14,0.14,0.12,0.09,0.04,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.03,0.02,0.02
BiH,Wind,m4,d6,0.6,0.69,0.73,0.71,0.7,0.75,0.8,0.83,0.86,0.87,0.87,0.87,0.87,0.86,0.86,0.87,0.85,0.82,0.79,0.78,0.79,0.76,0.68,0.57
BiH,Wind,m4,d7,0.08,0.1,0.12,0.11,0.1,0.09,0.09,0.12,0.21,0.34,0.26,0.14,0.1,0.1,0.13,0.18,0.21,0.2,0.18,0.16,0.13,0.1,0.09,0.07
BiH,Wind,m5,d1,0.01,0.02,0.02,0.04,0.07,0.07,0.07,0.09,0.13,0.17,0.23,0.27,0.3,0.32,0.35,0.34,0.3,0.28,0.27,0.25,0.24,0.23,0.22,0.22
BiH,Wind,m5,d2,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.05,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01
BiH,Wind,m5,d3,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.05,0.06,0.07,0.09,0.11,0.13,0.14,0.14,0.13,0.11,0.08,0.05,0.03,0.01,0.01,0.01,0.02
BiH,Wind,m5,d4,0.07,0.1,0.13,0.14,0.17,0.21,0.28,0.35,0.44,0.49,0.52,0.57,0.62,0.63,0.64,0.66,0.64,0.59,0.53,0.52,0.49,0.44,0.38,0.28
BiH,Wind,m5,d5,0.58,0.53,0.46,0.41,0.4,0.34,0.32,0.34,0.38,0.39,0.38,0.38,0.35,0.31,0.26,0.22,0.15,0.12,0.13,0.13,0.12,0.11,0.11,0.14
BiH,Wind,m5,d6,0.04,0.04,0.05,0.05,0.04,0.02,0.01,0.02,0.02,0.02,0.03,0.05,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.02
BiH,Wind,m5,d7,0.05,0.06,0.07,0.09,0.09,0.07,0.06,0.05,0.04,0.04,0.06,0.03,0.03,0.05,0.08,0.1,0.14,0.2,0.23,0.26,0.23,0.24,0.19,0.17
BiH,Wind,m6,d1,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.06,0.1,0.14,0.17,0.19,0.18,0.16,0.13,0.1,0.08,0.06,0.04,0.04,0.03,0.03
BiH,Wind,m6,d2,0.23,0.26,0.25,0.2,0.16,0.15,0.08,0.01,0.05,0.1,0.14,0.16,0.18,0.19,0.21,0.21,0.18,0.15,0.12,0.09,0.07,0.06,0.06,0.06
BiH,Wind,m6,d3,0.08,0.07,0.07,0.07,0.06,0.05,0.06,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.03,0.04,0.05
BiH,Wind,m6,d4,0.16,0.13,0.11,0.11,0.11,0.1,0.08,0.05,0.03,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.02,0.01,0.01,0.02,0.03,0.04
BiH,Wind,m6,d5,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.06,0.1,0.13,0.16,0.19,0.21,0.22,0.22,0.21,0.19,0.17,0.13,0.1,0.1,0.1,0.11,0.11
BiH,Wind,m6,d6,0.08,0.07,0.07,0.06,0.06,0.04,0.02,0.01,0.04,0.08,0.1,0.15,0.22,0.23,0.14,0.06,0.03,0.05,0.03,0.02,0.03,0.04,0.05,0.06
BiH,Wind,m6,d7,0.34,0.34,0.31,0.27,0.21,0.17,0.09,0.03,0.06,0.12,0.17,0.21,0.23,0.25,0.27,0.29,0.28,0.23,0.19,0.17,0.17,0.19,0.21,0.22
BiH,Wind,m7,d1,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.02,0.06,0.09,0.11,0.11,0.11,0.09,0.08,0.07,0.05,0.03,0.02,0.01,0.01,0.01,0.01
BiH,Wind,m7,d2,0.17,0.14,0.11,0.1,0.08,0.1,0.12,0.15,0.16,0.17,0.19,0.2,0.2,0.2,0.18,0.16,0.13,0.08,0.05,0.03,0.03,0.03,0.04,0.05
BiH,Wind,m7,d3,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.03,0.05,0.07,0.09,0.1,0.1,0.11,0.12,0.13,0.13,0.12,0.11,0.1,0.1,0.1,0.09,0.09
BiH,Wind,m7,d4,0.02,0.02,0.02,0.02,0.03,0.02,0.01,0.01,0.02,0.05,0.08,0.11,0.12,0.15,0.17,0.14,0.1,0.1,0.08,0.08,0.09,0.1,0.09,0.09
