country,zone,attribute,resolution,year,baseline,baseline_INGA,baseline_limexp,baseline_noBTKG
Mozambique,Mozambique_Central,New Capacity: MW,PV,2045,,,176.2,
Mozambique,Mozambique_Central,New Capacity: MW,PV,2048,,104.4,560.0,218.7
Mozambique,Mozambique_Central,New Capacity: MW,PV,2050,0.3,246.9,200.0,200.0
Mozambique,Mozambique_Central,New Capacity: MW,Reservoir,2050,,,,223.4
Mozambique,Mozambique_Central,New Transmission Capacity: MW,Malawi,2027,600.0,600.0,600.0,600.0
Mozambique,Mozambique_Central,New Transmission Capacity: MW,Mozambique_North,2035,292.2,292.2,271.0,292.2
Mozambique,Mozambique_Central,New Transmission Capacity: MW,Mozambique_North,2048,4.4,,,5.5
Mozambique,Mozambique_Central,New Transmission Capacity: MW,Mozambique_North,2050,65.4,25.7,,
Mozambique,Mozambique_Central,New Transmission Capacity: MW,Mozambique_South,2030,400.0,400.0,400.0,400.0
Mozambique,Mozambique_Central,New Transmission Capacity: MW,Zambia,2035,615.8,608.1,682.7,620.4
Mozambique,Mozambique_Central,New Transmission Capacity: MW,Zambia,2038,158.0,133.8,92.0,179.6
Mozambique,Mozambique_Central,New Transmission Capacity: MW,Zambia,2050,,21.3,,
Mozambique,Mozambique_Central,New Transmission Capacity: MW,Zimbabwe,2050,121.3,,,221.2
Mozambique,Mozambique_Central,Price: $/MWh,,2025,0.6,0.6,0.6,0.6
Mozambique,Mozambique_Central,Price: $/MWh,,2027,0.5,0.5,0.5,0.5
Mozambique,Mozambique_Central,Price: $/MWh,,2030,0.6,0.6,0.6,0.6
Mozambique,Mozambique_Central,Price: $/MWh,,2032,0.6,0.6,0.6,0.6
Mozambique,Mozambique_Central,Price: $/MWh,,2035,39.7,40.1,46.5,39.6
Mozambique,Mozambique_Central,Price: $/MWh,,2038,41.2,41.5,46.4,41.0
Mozambique,Mozambique_Central,Price: $/MWh,,2040,42.4,40.0,47.7,42.4
Mozambique,Mozambique_Central,Price: $/MWh,,2042,39.5,41.7,48.2,39.5
Mozambique,Mozambique_Central,Price: $/MWh,,2045,40.5,40.5,52.2,40.8
Mozambique,Mozambique_Central,Price: $/MWh,,2048,40.1,41.3,48.0,39.8
Mozambique,Mozambique_Central,Price: $/MWh,,2050,39.1,40.9,40.4,39.5
Mozambique,Mozambique_Central,Total Demand: GWh,,2025,1961.9,1961.9,1961.9,1961.9
Mozambique,Mozambique_Central,Total Demand: GWh,,2027,2131.8,2131.8,2131.8,2131.8
Mozambique,Mozambique_Central,Total Demand: GWh,,2030,2392.2,2392.2,2392.2,2392.2
Mozambique,Mozambique_Central,Total Demand: GWh,,2032,2585.2,2585.2,2585.2,2585.2
Mozambique,Mozambique_Central,Total Demand: GWh,,2035,2906.0,2906.0,2906.0,2906.0
Mozambique,Mozambique_Central,Total Demand: GWh,,2038,3269.5,3269.5,3269.5,3269.5
Mozambique,Mozambique_Central,Total Demand: GWh,,2040,3536.8,3536.8,3536.8,3536.8
Mozambique,Mozambique_Central,Total Demand: GWh,,2042,3825.9,3825.9,3825.9,3825.9
Mozambique,Mozambique_Central,Total Demand: GWh,,2045,4304.4,4304.4,4304.4,4304.4
Mozambique,Mozambique_Central,Total Demand: GWh,,2048,4842.8,4842.8,4842.8,4842.8
Mozambique,Mozambique_Central,Total Demand: GWh,,2050,5238.7,5238.7,5238.7,5238.7
Mozambique,Mozambique_Central,Trade shared benefits: $/MWh,,,-97.4,-97.6,-104.1,-97.7
Mozambique,Mozambique_Central,Transmission Capacity: MW,Malawi,2027,650.0,650.0,650.0,650.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Malawi,2030,650.0,650.0,650.0,650.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Malawi,2032,900.0,900.0,900.0,900.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Malawi,2035,900.0,900.0,900.0,900.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Malawi,2038,900.0,900.0,900.0,900.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Malawi,2040,900.0,900.0,900.0,900.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Malawi,2042,900.0,900.0,900.0,900.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Malawi,2045,900.0,900.0,900.0,900.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Malawi,2048,900.0,900.0,900.0,900.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Malawi,2050,900.0,900.0,900.0,900.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_North,2035,292.2,292.2,271.0,292.2
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_North,2038,292.2,292.2,271.0,292.2
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_North,2040,292.2,292.2,271.0,292.2
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_North,2042,292.2,292.2,271.0,292.2
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_North,2045,292.2,292.2,271.0,292.2
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_North,2048,296.6,292.2,271.0,297.7
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_North,2050,362.1,317.9,271.0,297.7
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_South,2030,400.0,400.0,400.0,400.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_South,2032,400.0,400.0,400.0,400.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_South,2035,400.0,400.0,400.0,400.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_South,2038,400.0,400.0,400.0,400.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_South,2040,400.0,400.0,400.0,400.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_South,2042,400.0,400.0,400.0,400.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_South,2045,400.0,400.0,400.0,400.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_South,2048,400.0,400.0,400.0,400.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Mozambique_South,2050,400.0,400.0,400.0,400.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,South_Africa,2025,1920.0,1920.0,1920.0,1920.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,South_Africa,2027,1920.0,1920.0,1920.0,1920.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,South_Africa,2030,1920.0,1920.0,1920.0,1920.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,South_Africa,2032,1920.0,1920.0,1920.0,1920.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,South_Africa,2035,1920.0,1920.0,1920.0,1920.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,South_Africa,2038,1920.0,1920.0,1920.0,1920.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,South_Africa,2040,1920.0,1920.0,1920.0,1920.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,South_Africa,2042,1920.0,1920.0,1920.0,1920.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,South_Africa,2045,1920.0,1920.0,1920.0,1920.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,South_Africa,2048,1920.0,1920.0,1920.0,1920.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,South_Africa,2050,1920.0,1920.0,1920.0,1920.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zambia,2035,615.8,608.1,682.7,620.4
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zambia,2038,773.8,741.9,774.7,800.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zambia,2040,773.8,741.9,774.7,800.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zambia,2042,773.8,741.9,774.7,800.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zambia,2045,773.8,741.9,774.7,800.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zambia,2048,773.8,741.9,774.7,800.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zambia,2050,773.8,763.3,774.7,800.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zimbabwe,2025,452.0,452.0,452.0,452.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zimbabwe,2027,452.0,452.0,452.0,452.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zimbabwe,2030,452.0,452.0,452.0,452.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zimbabwe,2032,452.0,452.0,452.0,452.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zimbabwe,2035,452.0,452.0,452.0,452.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zimbabwe,2038,452.0,452.0,452.0,452.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zimbabwe,2040,452.0,452.0,452.0,452.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zimbabwe,2042,452.0,452.0,452.0,452.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zimbabwe,2045,452.0,452.0,452.0,452.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zimbabwe,2048,452.0,452.0,452.0,452.0
Mozambique,Mozambique_Central,Transmission Capacity: MW,Zimbabwe,2050,573.3,452.0,452.0,673.2
Mozambique,Mozambique_Central,Transmission costs: $/MWh,,,6.1,6.1,6.1,6.2
Mozambique,Mozambique_Central,Transmission costs: $m,,2027,10.1,10.1,10.1,10.1
Mozambique,Mozambique_Central,Transmission costs: $m,,2030,15.5,15.5,15.5,15.5
Mozambique,Mozambique_Central,Transmission costs: $m,,2032,15.5,15.5,15.5,15.5
Mozambique,Mozambique_Central,Transmission costs: $m,,2035,24.7,24.6,25.0,24.7
Mozambique,Mozambique_Central,Transmission costs: $m,,2038,26.1,25.8,25.8,26.3
Mozambique,Mozambique_Central,Transmission costs: $m,,2040,26.1,25.8,25.8,26.3
Mozambique,Mozambique_Central,Transmission costs: $m,,2042,26.1,25.8,25.8,26.3
Mozambique,Mozambique_Central,Transmission costs: $m,,2045,26.1,25.8,25.8,26.3
Mozambique,Mozambique_Central,Transmission costs: $m,,2048,26.1,25.8,25.8,26.4
Mozambique,Mozambique_Central,Transmission costs: $m,,2050,28.3,26.3,25.8,28.7
Mozambique,Mozambique_Central,Unmet system planning reserve costs: $m,,2050,,,,0.1
Mozambique,Mozambique_Central,Variable O&M: $/MWh,,,2.4,2.4,2.3,2.4
Mozambique,Mozambique_Central,Variable O&M: $m,,2025,1.4,1.4,1.4,1.4
Mozambique,Mozambique_Central,Variable O&M: $m,,2027,2.9,2.9,2.7,2.9
Mozambique,Mozambique_Central,Variable O&M: $m,,2030,7.7,7.7,7.7,7.7
Mozambique,Mozambique_Central,Variable O&M: $m,,2032,7.8,7.8,7.8,7.8
Mozambique,Mozambique_Central,Variable O&M: $m,,2035,8.7,8.7,8.7,8.7
Mozambique,Mozambique_Central,Variable O&M: $m,,2038,8.7,8.7,8.7,8.7
Mozambique,Mozambique_Central,Variable O&M: $m,,2040,8.7,8.7,8.7,8.7
Mozambique,Mozambique_Central,Variable O&M: $m,,2042,8.7,8.7,8.7,8.7
Mozambique,Mozambique_Central,Variable O&M: $m,,2045,8.7,8.7,8.7,8.7
Mozambique,Mozambique_Central,Variable O&M: $m,,2048,8.6,8.6,8.7,8.6
Mozambique,Mozambique_Central,Variable O&M: $m,,2050,8.6,8.6,8.7,9.3
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Mozambique_Central,2035,110.8,119.2,155.1,101.6
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Mozambique_Central,2038,162.7,144.0,50.9,195.9
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Mozambique_Central,2040,113.5,221.0,203.7,151.1
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Mozambique_Central,2042,125.4,172.4,207.0,118.2
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Mozambique_Central,2045,174.9,157.8,179.9,182.5
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Mozambique_Central,2048,272.7,272.9,249.7,291.2
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Mozambique_Central,2050,434.9,356.1,340.1,362.4
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Tanzania,2038,577.8,613.8,631.7,528.0
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Tanzania,2040,611.7,504.9,476.7,563.7
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Tanzania,2042,839.9,842.9,324.5,834.8
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Tanzania,2045,780.6,743.6,345.2,748.6
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Tanzania,2048,652.4,678.0,677.1,713.0
Mozambique,Mozambique_North,Annual Energy Exchanges: GWh,Tanzania,2050,614.6,710.7,1010.1,801.6
Mozambique,Mozambique_North,Capacity: MW,GT-Gas,2030,250.0,250.0,250.0,250.0
Mozambique,Mozambique_North,Capacity: MW,GT-Gas,2032,250.0,250.0,250.0,250.0
Mozambique,Mozambique_North,Capacity: MW,GT-Gas,2035,250.0,250.0,250.0,250.0
Mozambique,Mozambique_North,Capacity: MW,GT-Gas,2038,250.0,250.0,250.0,250.0
Mozambique,Mozambique_North,Capacity: MW,GT-Gas,2040,250.0,250.0,250.0,250.0
Mozambique,Mozambique_North,Capacity: MW,GT-Gas,2042,250.0,250.0,250.0,250.0
Mozambique,Mozambique_North,Capacity: MW,GT-Gas,2045,250.0,250.0,250.0,250.0
Mozambique,Mozambique_North,Capacity: MW,GT-Gas,2048,250.0,250.0,250.0,250.0
Mozambique,Mozambique_North,Capacity: MW,GT-Gas,2050,250.0,250.0,250.0,250.0
Mozambique,Mozambique_North,Capacity: MW,ICE-HFO,2025,102.0,102.0,102.0,102.0
Mozambique,Mozambique_North,Capacity: MW,ICE-HFO,2027,102.0,102.0,102.0,102.0
Mozambique,Mozambique_North,Capacity: MW,ICE-HFO,2030,102.0,102.0,102.0,102.0
Mozambique,Mozambique_North,Capacity: MW,ICE-HFO,2032,102.0,102.0,102.0,102.0
Mozambique,Mozambique_North,Capacity: MW,ICE-HFO,2035,102.0,102.0,102.0,102.0
Mozambique,Mozambique_North,Capacity: MW,ICE-HFO,2038,102.0,102.0,102.0,102.0
Mozambique,Mozambique_North,Capacity: MW,ICE-HFO,2040,102.0,102.0,102.0,102.0
Mozambique,Mozambique_North,Capacity: MW,ICE-HFO,2042,102.0,102.0,102.0,102.0
Mozambique,Mozambique_North,Capacity: MW,ICE-HFO,2045,102.0,102.0,102.0,102.0
Mozambique,Mozambique_North,Capacity: MW,ICE-HFO,2048,102.0,102.0,102.0,102.0
Mozambique,Mozambique_North,Capacity: MW,ICE-HFO,2050,102.0,102.0,102.0,102.0
Mozambique,Mozambique_North,Capacity: MW,PV,2025,80.0,80.0,80.0,80.0
Mozambique,Mozambique_North,Capacity: MW,PV,2027,80.0,80.0,80.0,80.0
Mozambique,Mozambique_North,Capacity: MW,PV,2030,371.8,371.8,320.0,371.8
Mozambique,Mozambique_North,Capacity: MW,PV,2032,401.8,401.8,480.0,401.8
Mozambique,Mozambique_North,Capacity: MW,PV,2035,437.5,446.0,480.0,428.1
Mozambique,Mozambique_North,Capacity: MW,PV,2038,797.5,806.0,720.0,788.1
Mozambique,Mozambique_North,Capacity: MW,PV,2040,797.5,806.0,814.0,788.1
Mozambique,Mozambique_North,Capacity: MW,PV,2042,797.5,806.0,908.4,788.1
Mozambique,Mozambique_North,Capacity: MW,PV,2045,872.3,806.0,972.2,875.4
Mozambique,Mozambique_North,Capacity: MW,PV,2048,1120.9,1106.0,1332.2,1171.2
Mozambique,Mozambique_North,Capacity: MW,PV,2050,1296.1,1306.0,1532.2,1371.2
Mozambique,Mozambique_North,Capacity: MW,Reservoir,2035,120.0,120.0,120.0,120.0
Mozambique,Mozambique_North,Capacity: MW,Reservoir,2038,120.0,120.0,120.0,120.0
Mozambique,Mozambique_North,Capacity: MW,Reservoir,2040,120.0,120.0,120.0,120.0
Mozambique,Mozambique_North,Capacity: MW,Reservoir,2042,120.0,120.0,120.0,120.0
Mozambique,Mozambique_North,Capacity: MW,Reservoir,2045,120.0,120.0,120.0,120.0
Mozambique,Mozambique_North,Capacity: MW,Reservoir,2048,120.0,120.0,120.0,120.0
Mozambique,Mozambique_North,Capacity: MW,Reservoir,2050,120.0,120.0,120.0,120.0
Mozambique,Mozambique_North,Carbon costs: $/MWh,,,12.1,12.1,12.3,12.1
Mozambique,Mozambique_North,Carbon costs: $m,,2025,34.7,34.7,34.7,34.7
Mozambique,Mozambique_North,Carbon costs: $m,,2027,37.3,37.3,37.3,37.3
Mozambique,Mozambique_North,Carbon costs: $m,,2030,35.0,35.0,36.4,35.0
Mozambique,Mozambique_North,Carbon costs: $m,,2032,38.9,38.9,37.6,38.9
Mozambique,Mozambique_North,Carbon costs: $m,,2035,1.4,1.4,2.1,1.4
Mozambique,Mozambique_North,Carbon costs: $m,,2038,0.0,0.0,0.0,0.0
Mozambique,Mozambique_North,Carbon costs: $m,,2040,0.1,0.1,0.2,0.1
Mozambique,Mozambique_North,Carbon costs: $m,,2042,0.1,0.1,0.2,0.1
Mozambique,Mozambique_North,Carbon costs: $m,,2045,0.2,0.2,0.2,0.2
Mozambique,Mozambique_North,Carbon costs: $m,,2048,0.3,0.3,0.3,0.3
Mozambique,Mozambique_North,Carbon costs: $m,,2050,0.3,0.3,0.3,0.3
Mozambique,Mozambique_North,Demand: GWh,,2025,1217.9,1217.9,1217.9,1217.9
Mozambique,Mozambique_North,Demand: GWh,,2027,1323.3,1323.3,1323.3,1323.3
Mozambique,Mozambique_North,Demand: GWh,,2030,1485.0,1485.0,1485.0,1485.0
Mozambique,Mozambique_North,Demand: GWh,,2032,1604.8,1604.8,1604.8,1604.8
Mozambique,Mozambique_North,Demand: GWh,,2035,1804.0,1804.0,1804.0,1804.0
Mozambique,Mozambique_North,Demand: GWh,,2038,2029.6,2029.6,2029.6,2029.6
Mozambique,Mozambique_North,Demand: GWh,,2040,2195.5,2195.5,2195.5,2195.5
Mozambique,Mozambique_North,Demand: GWh,,2042,2375.0,2375.0,2375.0,2375.0
Mozambique,Mozambique_North,Demand: GWh,,2045,2672.0,2672.0,2672.0,2672.0
Mozambique,Mozambique_North,Demand: GWh,,2048,3006.3,3006.3,3006.3,3006.3
Mozambique,Mozambique_North,Demand: GWh,,2050,3252.0,3252.0,3252.0,3252.0
Mozambique,Mozambique_North,Emissions: MtCO2,,2025,0.6,0.6,0.6,0.6
Mozambique,Mozambique_North,Emissions: MtCO2,,2027,0.6,0.6,0.6,0.6
Mozambique,Mozambique_North,Emissions: MtCO2,,2030,0.5,0.5,0.6,0.5
Mozambique,Mozambique_North,Emissions: MtCO2,,2032,0.6,0.6,0.6,0.6
Mozambique,Mozambique_North,Emissions: MtCO2,,2035,0.0,0.0,0.0,0.0
Mozambique,Mozambique_North,Energy: GWh,GT-Gas,2030,863.1,863.1,902.6,863.1
Mozambique,Mozambique_North,Energy: GWh,GT-Gas,2032,903.8,903.8,864.8,903.8
Mozambique,Mozambique_North,Energy: GWh,GT-Gas,2035,37.8,37.8,55.3,37.8
Mozambique,Mozambique_North,Energy: GWh,GT-Gas,2038,0.8,0.8,1.2,0.8
Mozambique,Mozambique_North,Energy: GWh,GT-Gas,2040,2.0,2.0,3.8,2.0
Mozambique,Mozambique_North,Energy: GWh,GT-Gas,2042,2.2,1.2,4.1,2.2
Mozambique,Mozambique_North,Energy: GWh,GT-Gas,2045,4.6,4.6,4.6,4.6
Mozambique,Mozambique_North,Energy: GWh,GT-Gas,2048,5.1,5.1,5.1,5.1
Mozambique,Mozambique_North,Energy: GWh,GT-Gas,2050,5.5,5.5,5.5,5.5
Mozambique,Mozambique_North,Energy: GWh,ICE-HFO,2025,700.9,700.9,700.9,700.9
Mozambique,Mozambique_North,Energy: GWh,ICE-HFO,2027,721.9,721.9,721.9,721.9
Mozambique,Mozambique_North,Energy: GWh,ICE-HFO,2030,101.3,101.3,101.4,101.3
Mozambique,Mozambique_North,Energy: GWh,ICE-HFO,2032,120.9,120.9,120.9,120.9
Mozambique,Mozambique_North,Energy: GWh,PV,2025,126.8,126.8,126.8,126.8
Mozambique,Mozambique_North,Energy: GWh,PV,2027,126.8,126.8,126.8,126.8
Mozambique,Mozambique_North,Energy: GWh,PV,2030,517.8,522.4,479.5,517.2
Mozambique,Mozambique_North,Energy: GWh,PV,2032,577.2,580.5,651.6,564.5
Mozambique,Mozambique_North,Energy: GWh,PV,2035,693.7,707.1,761.0,678.6
Mozambique,Mozambique_North,Energy: GWh,PV,2038,1264.4,1277.8,1141.5,1249.4
Mozambique,Mozambique_North,Energy: GWh,PV,2040,1264.4,1277.8,1290.5,1249.4
Mozambique,Mozambique_North,Energy: GWh,PV,2042,1263.1,1276.5,1440.2,1248.1
Mozambique,Mozambique_North,Energy: GWh,PV,2045,1370.7,1266.1,1541.3,1376.3
Mozambique,Mozambique_North,Energy: GWh,PV,2048,1742.7,1715.9,2112.1,1821.9
Mozambique,Mozambique_North,Energy: GWh,PV,2050,2020.2,1967.9,2429.2,2119.9
Mozambique,Mozambique_North,Energy: GWh,Reservoir,2035,525.6,525.6,525.6,525.6
Mozambique,Mozambique_North,Energy: GWh,Reservoir,2038,525.6,525.6,525.6,525.6
Mozambique,Mozambique_North,Energy: GWh,Reservoir,2040,525.6,525.6,525.6,525.6
Mozambique,Mozambique_North,Energy: GWh,Reservoir,2042,525.6,525.6,525.6,525.6
Mozambique,Mozambique_North,Energy: GWh,Reservoir,2045,525.6,525.6,525.6,525.6
Mozambique,Mozambique_North,Energy: GWh,Reservoir,2048,525.6,525.6,525.6,525.6
Mozambique,Mozambique_North,Energy: GWh,Reservoir,2050,525.6,525.6,525.6,525.6
Mozambique,Mozambique_North,Export revenues with internal zones: $/MWh,,,-5.7,-5.8,-5.6,-5.7
Mozambique,Mozambique_North,Exports exchange: GWh,,2035,110.8,119.2,155.1,101.6
Mozambique,Mozambique_North,Exports exchange: GWh,,2038,740.5,757.8,682.5,723.9
Mozambique,Mozambique_North,Exports exchange: GWh,,2040,725.2,725.8,680.4,714.8
Mozambique,Mozambique_North,Exports exchange: GWh,,2042,965.2,1015.3,531.6,953.0
Mozambique,Mozambique_North,Exports exchange: GWh,,2045,955.4,901.4,525.1,931.1
Mozambique,Mozambique_North,Exports exchange: GWh,,2048,925.2,950.9,926.8,1004.2
Mozambique,Mozambique_North,Exports exchange: GWh,,2050,1049.4,1066.8,1350.2,1164.0
Mozambique,Mozambique_North,Fixed O&M: $/MWh,,,8.6,8.6,8.8,8.6
Mozambique,Mozambique_North,Fixed O&M: $m,,2025,2.3,2.3,2.3,2.3
Mozambique,Mozambique_North,Fixed O&M: $m,,2027,2.3,2.3,2.3,2.3
Mozambique,Mozambique_North,Fixed O&M: $m,,2030,12.8,12.8,11.9,12.8
Mozambique,Mozambique_North,Fixed O&M: $m,,2032,13.3,13.3,14.6,13.3
Mozambique,Mozambique_North,Fixed O&M: $m,,2035,19.9,20.0,20.6,19.7
Mozambique,Mozambique_North,Fixed O&M: $m,,2038,25.9,26.1,24.6,25.8
Mozambique,Mozambique_North,Fixed O&M: $m,,2040,25.9,26.1,26.2,25.8
Mozambique,Mozambique_North,Fixed O&M: $m,,2042,25.9,26.1,27.8,25.8
Mozambique,Mozambique_North,Fixed O&M: $m,,2045,27.2,26.1,28.8,27.2
Mozambique,Mozambique_North,Fixed O&M: $m,,2048,31.3,31.1,34.9,32.2
Mozambique,Mozambique_North,Fixed O&M: $m,,2050,34.3,34.5,38.3,35.6
Mozambique,Mozambique_North,Fuel costs: $/MWh,,,27.6,27.6,27.8,27.6
Mozambique,Mozambique_North,Fuel costs: $m,,2025,89.3,89.3,89.3,89.3
Mozambique,Mozambique_North,Fuel costs: $m,,2027,95.2,95.2,95.2,95.2
Mozambique,Mozambique_North,Fuel costs: $m,,2030,71.4,71.4,74.0,71.4
Mozambique,Mozambique_North,Fuel costs: $m,,2032,78.8,78.8,76.1,78.8
Mozambique,Mozambique_North,Fuel costs: $m,,2035,2.7,2.7,3.9,2.7
Mozambique,Mozambique_North,Fuel costs: $m,,2038,0.1,0.1,0.1,0.1
Mozambique,Mozambique_North,Fuel costs: $m,,2040,0.1,0.1,0.3,0.1
Mozambique,Mozambique_North,Fuel costs: $m,,2042,0.2,0.1,0.3,0.2
Mozambique,Mozambique_North,Fuel costs: $m,,2045,0.3,0.3,0.3,0.3
Mozambique,Mozambique_North,Fuel costs: $m,,2048,0.3,0.3,0.3,0.3
Mozambique,Mozambique_North,Fuel costs: $m,,2050,0.4,0.4,0.4,0.4
Mozambique,Mozambique_North,Generation: GWh,,2025,827.8,827.8,827.8,827.8
Mozambique,Mozambique_North,Generation: GWh,,2027,848.7,848.7,848.7,848.7
Mozambique,Mozambique_North,Generation: GWh,,2030,1482.2,1486.8,1483.4,1481.6
Mozambique,Mozambique_North,Generation: GWh,,2032,1601.9,1605.2,1637.4,1589.2
Mozambique,Mozambique_North,Generation: GWh,,2035,1257.1,1270.5,1341.9,1242.1
Mozambique,Mozambique_North,Generation: GWh,,2038,1790.8,1804.2,1668.3,1775.8
Mozambique,Mozambique_North,Generation: GWh,,2040,1792.1,1805.5,1819.9,1777.0
Mozambique,Mozambique_North,Generation: GWh,,2042,1790.9,1803.4,1969.8,1775.9
Mozambique,Mozambique_North,Generation: GWh,,2045,1900.9,1796.3,2071.5,1906.5
Mozambique,Mozambique_North,Generation: GWh,,2048,2273.4,2246.6,2642.8,2352.6
Mozambique,Mozambique_North,Generation: GWh,,2050,2551.4,2499.0,2960.3,2651.0
Mozambique,Mozambique_North,Import costs with internal zones: $/MWh,,,16.4,16.8,15.4,16.4
Mozambique,Mozambique_North,Import costs with internal zones: $m,,2035,48.5,48.9,50.2,48.8
Mozambique,Mozambique_North,Import costs with internal zones: $m,,2038,51.6,52.0,63.2,51.6
Mozambique,Mozambique_North,Import costs with internal zones: $m,,2040,65.0,60.8,67.5,65.4
Mozambique,Mozambique_North,Import costs with internal zones: $m,,2042,87.0,92.4,61.8,87.3
Mozambique,Mozambique_North,Import costs with internal zones: $m,,2045,103.0,108.4,80.3,101.7
Mozambique,Mozambique_North,Import costs with internal zones: $m,,2048,102.0,106.7,84.9,101.4
Mozambique,Mozambique_North,Import costs with internal zones: $m,,2050,106.2,112.6,88.8,109.6
Mozambique,Mozambique_North,Imports exchange: GWh,,2035,707.2,701.8,663.5,713.5
Mozambique,Mozambique_North,Imports exchange: GWh,,2038,1053.0,1057.2,1122.4,1051.3
Mozambique,Mozambique_North,Imports exchange: GWh,,2040,1213.6,1199.8,1135.5,1218.6
Mozambique,Mozambique_North,Imports exchange: GWh,,2042,1667.9,1707.8,1007.2,1669.9
Mozambique,Mozambique_North,Imports exchange: GWh,,2045,1856.6,1910.9,1210.4,1824.4
Mozambique,Mozambique_North,Imports exchange: GWh,,2048,1806.3,1863.5,1387.3,1815.1
Mozambique,Mozambique_North,Imports exchange: GWh,,2050,1919.0,1964.7,1765.5,1964.5
Mozambique,Mozambique_North,Investment costs: $/MWh,,,21.9,21.9,22.3,21.9
Mozambique,Mozambique_North,Investment costs: $m,,2030,29.7,29.7,27.4,29.7
Mozambique,Mozambique_North,Investment costs: $m,,2032,31.0,31.0,34.3,31.0
Mozambique,Mozambique_North,Investment costs: $m,,2035,57.6,57.9,59.4,57.2
Mozambique,Mozambique_North,Investment costs: $m,,2038,71.8,72.2,68.9,71.4
Mozambique,Mozambique_North,Investment costs: $m,,2040,71.8,72.2,72.5,71.4
Mozambique,Mozambique_North,Investment costs: $m,,2042,71.8,72.2,76.0,71.4
