Variable,country,zone,generator,fuel,year,baseline,baseline_INGA,baseline_limexp,baseline_noBTKG
Fixed O&M: $m,Malawi,Malawi,Golomoti_BESS,Battery,2027,0.07,0.07,0.07,0.07
Fixed O&M: $m,Malawi,Malawi,Golomoti_BESS,Battery,2030,0.07,0.07,0.07,0.07
Fixed O&M: $m,Malawi,Malawi,Golomoti_BESS,Battery,2032,0.07,0.07,0.07,0.07
Fixed O&M: $m,Malawi,Malawi,Golomoti_BESS,Battery,2035,0.07,0.07,0.07,0.07
Fixed O&M: $m,Malawi,Malawi,Golomoti_BESS,Battery,2038,0.07,0.07,0.07,0.07
Fixed O&M: $m,Malawi,Malawi,Golomoti_BESS,Battery,2040,0.07,0.07,0.07,0.07
Fixed O&M: $m,Malawi,Malawi,Golomoti_BESS,Battery,2042,0.07,0.07,0.07,0.07
Fixed O&M: $m,Malawi,Malawi,Golomoti_PV_MWI,PV,2025,0.34,0.34,0.34,0.34
Fixed O&M: $m,Malawi,Malawi,Golomoti_PV_MWI,PV,2027,0.34,0.34,0.34,0.34
Fixed O&M: $m,Malawi,Malawi,Golomoti_PV_MWI,PV,2030,0.34,0.34,0.34,0.34
Fixed O&M: $m,Malawi,Malawi,Golomoti_PV_MWI,PV,2032,0.34,0.34,0.34,0.34
Fixed O&M: $m,Malawi,Malawi,Golomoti_PV_MWI,PV,2035,0.34,0.34,0.34,0.34
Fixed O&M: $m,Malawi,Malawi,Golomoti_PV_MWI,PV,2038,0.34,0.34,0.34,0.34
Fixed O&M: $m,Malawi,Malawi,Golomoti_PV_MWI,PV,2040,0.34,0.34,0.34,0.34
Fixed O&M: $m,Malawi,Malawi,Golomoti_PV_MWI,PV,2042,0.34,0.34,0.34,0.34
Fixed O&M: $m,Malawi,Malawi,Golomoti_PV_MWI,PV,2045,0.34,0.34,0.34,0.34
Fixed O&M: $m,Malawi,Malawi,Golomoti_PV_MWI,PV,2048,0.34,0.34,0.34,0.34
Fixed O&M: $m,Malawi,Malawi,Golomoti_PV_MWI,PV,2050,0.34,0.34,0.34,0.34
Fixed O&M: $m,Malawi,Malawi,KanengoII_TH_MWI,ICE-Diesel,2025,0.37,0.37,0.37,0.37
Fixed O&M: $m,Malawi,Malawi,KanengoII_TH_MWI,ICE-Diesel,2027,0.37,0.37,0.37,0.37
Fixed O&M: $m,Malawi,Malawi,KanengoII_TH_MWI,ICE-Diesel,2030,0.37,0.37,0.37,0.37
Fixed O&M: $m,Malawi,Malawi,KanengoII_TH_MWI,ICE-Diesel,2032,0.37,0.37,0.37,0.37
Fixed O&M: $m,Malawi,Malawi,KanengoII_TH_MWI,ICE-Diesel,2035,0.37,0.37,0.37,0.37
Fixed O&M: $m,Malawi,Malawi,KanengoII_TH_MWI,ICE-Diesel,2038,0.37,0.37,0.37,0.37
Fixed O&M: $m,Malawi,Malawi,KanengoII_TH_MWI,ICE-Diesel,2040,0.37,0.37,0.37,0.37
Fixed O&M: $m,Malawi,Malawi,KanengoII_TH_MWI,ICE-Diesel,2042,0.37,0.37,0.37,0.37
Fixed O&M: $m,Malawi,Malawi,KanengoII_TH_MWI,ICE-Diesel,2045,0.37,0.37,0.37,0.37
Fixed O&M: $m,Malawi,Malawi,KanengoII_TH_MWI,ICE-Diesel,2048,0.37,0.37,0.37,0.37
Fixed O&M: $m,Malawi,Malawi,KanengoII_TH_MWI,ICE-Diesel,2050,0.37,0.37,0.37,0.37
Fixed O&M: $m,Malawi,Malawi,KanengoI_TH_MWI,ICE-Diesel,2025,0.43,0.43,0.43,0.43
Fixed O&M: $m,Malawi,Malawi,KanengoI_TH_MWI,ICE-Diesel,2027,0.43,0.43,0.43,0.43
Fixed O&M: $m,Malawi,Malawi,KanengoI_TH_MWI,ICE-Diesel,2030,0.43,0.43,0.43,0.43
Fixed O&M: $m,Malawi,Malawi,KanengoI_TH_MWI,ICE-Diesel,2032,0.43,0.43,0.43,0.43
Fixed O&M: $m,Malawi,Malawi,KanengoI_TH_MWI,ICE-Diesel,2035,0.43,0.43,0.43,0.43
Fixed O&M: $m,Malawi,Malawi,KanengoI_TH_MWI,ICE-Diesel,2038,0.43,0.43,0.43,0.43
Fixed O&M: $m,Malawi,Malawi,KanengoI_TH_MWI,ICE-Diesel,2040,0.43,0.43,0.43,0.43
Fixed O&M: $m,Malawi,Malawi,KanengoI_TH_MWI,ICE-Diesel,2042,0.43,0.43,0.43,0.43
Fixed O&M: $m,Malawi,Malawi,KanengoI_TH_MWI,ICE-Diesel,2045,0.43,0.43,0.43,0.43
Fixed O&M: $m,Malawi,Malawi,KanengoI_TH_MWI,ICE-Diesel,2048,0.43,0.43,0.43,0.43
Fixed O&M: $m,Malawi,Malawi,KanengoI_TH_MWI,ICE-Diesel,2050,0.43,0.43,0.43,0.43
Fixed O&M: $m,Malawi,Malawi,Kapichira_HY_MWI,ROR,2025,6.93,6.93,6.93,6.93
Fixed O&M: $m,Malawi,Malawi,Kapichira_HY_MWI,ROR,2027,6.93,6.93,6.93,6.93
Fixed O&M: $m,Malawi,Malawi,Kapichira_HY_MWI,ROR,2030,6.93,6.93,6.93,6.93
Fixed O&M: $m,Malawi,Malawi,Kapichira_HY_MWI,ROR,2032,6.93,6.93,6.93,6.93
Fixed O&M: $m,Malawi,Malawi,Kapichira_HY_MWI,ROR,2035,6.93,6.93,6.93,6.93
Fixed O&M: $m,Malawi,Malawi,Kapichira_HY_MWI,ROR,2038,6.93,6.93,6.93,6.93
Fixed O&M: $m,Malawi,Malawi,Kapichira_HY_MWI,ROR,2040,6.93,6.93,6.93,6.93
Fixed O&M: $m,Malawi,Malawi,Kapichira_HY_MWI,ROR,2042,6.93,6.93,6.93,6.93
Fixed O&M: $m,Malawi,Malawi,Kapichira_HY_MWI,ROR,2045,6.93,6.93,6.93,6.93
Fixed O&M: $m,Malawi,Malawi,Kapichira_HY_MWI,ROR,2048,6.93,6.93,6.93,6.93
Fixed O&M: $m,Malawi,Malawi,Kapichira_HY_MWI,ROR,2050,6.93,6.93,6.93,6.93
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_A_MWI,Battery,2025,0.42,0.42,0.42,0.42
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_A_MWI,Battery,2027,0.42,0.42,0.42,0.42
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_A_MWI,Battery,2030,0.42,0.42,0.42,0.42
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_A_MWI,Battery,2032,0.42,0.42,0.42,0.42
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_A_MWI,Battery,2035,0.42,0.42,0.42,0.42
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_A_MWI,Battery,2038,0.42,0.42,0.42,0.42
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_A_MWI,Battery,2040,0.42,0.42,0.42,0.42
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_A_MWI,Battery,2042,0.42,0.42,0.42,0.42
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_A_MWI,Battery,2045,0.42,0.42,0.42,0.42
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_A_MWI,Battery,2048,0.42,0.42,0.42,0.42
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_A_MWI,Battery,2050,0.42,0.42,0.42,0.42
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_C_MWI,Battery,2048,1.39,1.39,,1.39
Fixed O&M: $m,Malawi,Malawi,Li-ion_storage_C_MWI,Battery,2050,1.39,1.39,1.39,1.39
Fixed O&M: $m,Malawi,Malawi,Lilongwe_TH_MWI,GT-Diesel,2025,0.1,0.1,0.1,0.1
Fixed O&M: $m,Malawi,Malawi,Lilongwe_TH_MWI,GT-Diesel,2027,0.1,0.1,0.1,0.1
Fixed O&M: $m,Malawi,Malawi,Lilongwe_TH_MWI,GT-Diesel,2030,0.1,0.1,0.1,0.1
Fixed O&M: $m,Malawi,Malawi,Lilongwe_TH_MWI,GT-Diesel,2032,0.1,0.1,0.1,0.1
Fixed O&M: $m,Malawi,Malawi,Lilongwe_TH_MWI,GT-Diesel,2035,0.1,0.1,0.1,0.1
Fixed O&M: $m,Malawi,Malawi,Lilongwe_TH_MWI,GT-Diesel,2038,0.1,0.1,0.1,0.1
Fixed O&M: $m,Malawi,Malawi,Lilongwe_TH_MWI,GT-Diesel,2040,0.1,0.1,0.1,0.1
Fixed O&M: $m,Malawi,Malawi,Lilongwe_TH_MWI,GT-Diesel,2042,0.1,0.1,0.1,0.1
Fixed O&M: $m,Malawi,Malawi,Lilongwe_TH_MWI,GT-Diesel,2045,0.1,0.1,0.1,0.1
Fixed O&M: $m,Malawi,Malawi,Lilongwe_TH_MWI,GT-Diesel,2048,0.1,0.1,0.1,0.1
Fixed O&M: $m,Malawi,Malawi,Lilongwe_TH_MWI,GT-Diesel,2050,0.1,0.1,0.1,0.1
Fixed O&M: $m,Malawi,Malawi,Lower_Fufu_HY_MWI,Reservoir,2045,,,1.91,
Fixed O&M: $m,Malawi,Malawi,Lower_Fufu_HY_MWI,Reservoir,2048,0.25,0.38,1.91,0.05
Fixed O&M: $m,Malawi,Malawi,Lower_Fufu_HY_MWI,Reservoir,2050,0.9,3.68,1.91,12.01
Fixed O&M: $m,Malawi,Malawi,Lower_Songwe_HY_MWI,Reservoir,2045,,,1.94,
Fixed O&M: $m,Malawi,Malawi,Lower_Songwe_HY_MWI,Reservoir,2048,0.28,0.4,1.94,0.5
Fixed O&M: $m,Malawi,Malawi,Lower_Songwe_HY_MWI,Reservoir,2050,0.91,3.78,1.94,4.14
Fixed O&M: $m,Malawi,Malawi,Mapanga_ICE_MWI,ICE-Diesel,2025,0.86,0.86,0.86,0.86
Fixed O&M: $m,Malawi,Malawi,Mapanga_ICE_MWI,ICE-Diesel,2027,0.86,0.86,0.86,0.86
Fixed O&M: $m,Malawi,Malawi,Mapanga_ICE_MWI,ICE-Diesel,2030,0.86,0.86,0.86,0.86
Fixed O&M: $m,Malawi,Malawi,Mapanga_ICE_MWI,ICE-Diesel,2032,0.86,0.86,0.86,0.86
Fixed O&M: $m,Malawi,Malawi,Mapanga_ICE_MWI,ICE-Diesel,2035,0.86,0.86,0.86,0.86
Fixed O&M: $m,Malawi,Malawi,Mapanga_ICE_MWI,ICE-Diesel,2038,0.86,0.86,0.86,0.86
Fixed O&M: $m,Malawi,Malawi,Mapanga_ICE_MWI,ICE-Diesel,2040,0.86,0.86,0.86,0.86
Fixed O&M: $m,Malawi,Malawi,Mapanga_ICE_MWI,ICE-Diesel,2042,0.86,0.86,0.86,0.86
Fixed O&M: $m,Malawi,Malawi,Mapanga_ICE_MWI,ICE-Diesel,2045,0.86,0.86,0.86,0.86
Fixed O&M: $m,Malawi,Malawi,Mapanga_ICE_MWI,ICE-Diesel,2048,0.86,0.86,0.86,0.86
Fixed O&M: $m,Malawi,Malawi,Mapanga_ICE_MWI,ICE-Diesel,2050,0.86,0.86,0.86,0.86
Fixed O&M: $m,Malawi,Malawi,Mbongozi_HY_MWI,Reservoir,2035,,,1.89,
Fixed O&M: $m,Malawi,Malawi,Mbongozi_HY_MWI,Reservoir,2038,,,1.89,
Fixed O&M: $m,Malawi,Malawi,Mbongozi_HY_MWI,Reservoir,2040,,,1.89,
Fixed O&M: $m,Malawi,Malawi,Mbongozi_HY_MWI,Reservoir,2042,1.89,0.38,1.89,1.89
Fixed O&M: $m,Malawi,Malawi,Mbongozi_HY_MWI,Reservoir,2045,1.89,1.89,1.89,1.89
Fixed O&M: $m,Malawi,Malawi,Mbongozi_HY_MWI,Reservoir,2048,1.89,1.89,1.89,1.89
Fixed O&M: $m,Malawi,Malawi,Mbongozi_HY_MWI,Reservoir,2050,1.89,1.89,1.89,1.89
Fixed O&M: $m,Malawi,Malawi,Mpatamanga_Opt_HY_MWI,Reservoir,2035,,,3.76,
Fixed O&M: $m,Malawi,Malawi,Mpatamanga_Opt_HY_MWI,Reservoir,2038,,,16.47,
Fixed O&M: $m,Malawi,Malawi,Mpatamanga_Opt_HY_MWI,Reservoir,2040,,,16.47,
Fixed O&M: $m,Malawi,Malawi,Mpatamanga_Opt_HY_MWI,Reservoir,2042,5.48,,16.47,5.66
Fixed O&M: $m,Malawi,Malawi,Mpatamanga_Opt_HY_MWI,Reservoir,2045,15.49,11.4,16.47,14.4
Fixed O&M: $m,Malawi,Malawi,Mpatamanga_Opt_HY_MWI,Reservoir,2048,16.47,16.47,16.47,16.47
Fixed O&M: $m,Malawi,Malawi,Mpatamanga_Opt_HY_MWI,Reservoir,2050,16.47,16.47,16.47,16.47
Fixed O&M: $m,Malawi,Malawi,Mulanje_Ruo_Ndiza_HY_MWI,Reservoir,2025,0.38,0.38,0.38,0.38
Fixed O&M: $m,Malawi,Malawi,Mulanje_Ruo_Ndiza_HY_MWI,Reservoir,2027,0.38,0.38,0.38,0.38
Fixed O&M: $m,Malawi,Malawi,Mulanje_Ruo_Ndiza_HY_MWI,Reservoir,2030,0.38,0.38,0.38,0.38
Fixed O&M: $m,Malawi,Malawi,Mulanje_Ruo_Ndiza_HY_MWI,Reservoir,2032,0.38,0.38,0.38,0.38
Fixed O&M: $m,Malawi,Malawi,Mulanje_Ruo_Ndiza_HY_MWI,Reservoir,2035,0.38,0.38,0.38,0.38
Fixed O&M: $m,Malawi,Malawi,Mulanje_Ruo_Ndiza_HY_MWI,Reservoir,2038,0.38,0.38,0.38,0.38
Fixed O&M: $m,Malawi,Malawi,Mulanje_Ruo_Ndiza_HY_MWI,Reservoir,2040,0.38,0.38,0.38,0.38
Fixed O&M: $m,Malawi,Malawi,Mulanje_Ruo_Ndiza_HY_MWI,Reservoir,2042,0.38,0.38,0.38,0.38
Fixed O&M: $m,Malawi,Malawi,Mulanje_Ruo_Ndiza_HY_MWI,Reservoir,2045,0.38,0.38,0.38,0.38
Fixed O&M: $m,Malawi,Malawi,Mulanje_Ruo_Ndiza_HY_MWI,Reservoir,2048,0.38,0.38,0.38,0.38
Fixed O&M: $m,Malawi,Malawi,Mulanje_Ruo_Ndiza_HY_MWI,Reservoir,2050,0.38,0.38,0.38,0.38
Fixed O&M: $m,Malawi,Malawi,Mzuzu_Luwinga_ICE_MWI,ICE-Diesel,2025,0.27,0.27,0.27,0.27
Fixed O&M: $m,Malawi,Malawi,Mzuzu_Luwinga_ICE_MWI,ICE-Diesel,2027,0.27,0.27,0.27,0.27
Fixed O&M: $m,Malawi,Malawi,Mzuzu_Luwinga_ICE_MWI,ICE-Diesel,2030,0.27,0.27,0.27,0.27
Fixed O&M: $m,Malawi,Malawi,Mzuzu_Luwinga_ICE_MWI,ICE-Diesel,2032,0.27,0.27,0.27,0.27
Fixed O&M: $m,Malawi,Malawi,Mzuzu_Luwinga_ICE_MWI,ICE-Diesel,2035,0.27,0.27,0.27,0.27
Fixed O&M: $m,Malawi,Malawi,Mzuzu_Luwinga_ICE_MWI,ICE-Diesel,2038,0.27,0.27,0.27,0.27
Fixed O&M: $m,Malawi,Malawi,Mzuzu_Luwinga_ICE_MWI,ICE-Diesel,2040,0.27,0.27,0.27,0.27
Fixed O&M: $m,Malawi,Malawi,Mzuzu_Luwinga_ICE_MWI,ICE-Diesel,2042,0.27,0.27,0.27,0.27
Fixed O&M: $m,Malawi,Malawi,Mzuzu_Luwinga_ICE_MWI,ICE-Diesel,2045,0.27,0.27,0.27,0.27
Fixed O&M: $m,Malawi,Malawi,Mzuzu_Luwinga_ICE_MWI,ICE-Diesel,2048,0.27,0.27,0.27,0.27
Fixed O&M: $m,Malawi,Malawi,Mzuzu_Luwinga_ICE_MWI,ICE-Diesel,2050,0.27,0.27,0.27,0.27
Fixed O&M: $m,Malawi,Malawi,New_BESS_MWI,Battery,2045,0.07,,,
Fixed O&M: $m,Malawi,Malawi,New_BESS_MWI,Battery,2048,0.69,0.62,0.28,0.62
Fixed O&M: $m,Malawi,Malawi,New_BESS_MWI,Battery,2050,0.69,0.69,0.69,0.69
Fixed O&M: $m,Malawi,Malawi,Nkula_(A.B)_+_upgrade_HY_MWI,Reservoir,2025,6.26,6.26,6.26,6.26
Fixed O&M: $m,Malawi,Malawi,Nkula_(A.B)_+_upgrade_HY_MWI,Reservoir,2027,6.26,6.26,6.26,6.26
Fixed O&M: $m,Malawi,Malawi,Nkula_(A.B)_+_upgrade_HY_MWI,Reservoir,2030,6.26,6.26,6.26,6.26
Fixed O&M: $m,Malawi,Malawi,Nkula_(A.B)_+_upgrade_HY_MWI,Reservoir,2032,6.26,6.26,6.26,6.26
Fixed O&M: $m,Malawi,Malawi,Nkula_(A.B)_+_upgrade_HY_MWI,Reservoir,2035,6.26,6.26,6.26,6.26
Fixed O&M: $m,Malawi,Malawi,Nkula_(A.B)_+_upgrade_HY_MWI,Reservoir,2038,6.26,6.26,6.26,6.26
Fixed O&M: $m,Malawi,Malawi,Nkula_(A.B)_+_upgrade_HY_MWI,Reservoir,2040,6.26,6.26,6.26,6.26
Fixed O&M: $m,Malawi,Malawi,Nkula_(A.B)_+_upgrade_HY_MWI,Reservoir,2042,6.26,6.26,6.26,6.26
Fixed O&M: $m,Malawi,Malawi,Nkula_(A.B)_+_upgrade_HY_MWI,Reservoir,2045,6.26,6.26,6.26,6.26
Fixed O&M: $m,Malawi,Malawi,Nkula_(A.B)_+_upgrade_HY_MWI,Reservoir,2048,6.26,6.26,6.26,6.26
Fixed O&M: $m,Malawi,Malawi,Nkula_(A.B)_+_upgrade_HY_MWI,Reservoir,2050,6.26,6.26,6.26,6.26
Fixed O&M: $m,Malawi,Malawi,Nyika_HY_MWI,ROR,2030,1.44,1.44,2.73,1.44
Fixed O&M: $m,Malawi,Malawi,Nyika_HY_MWI,ROR,2032,1.44,1.44,2.73,1.44
Fixed O&M: $m,Malawi,Malawi,Nyika_HY_MWI,ROR,2035,1.44,1.44,2.73,1.44
Fixed O&M: $m,Malawi,Malawi,Nyika_HY_MWI,ROR,2038,1.44,1.44,2.73,1.44
Fixed O&M: $m,Malawi,Malawi,Nyika_HY_MWI,ROR,2040,1.44,1.44,2.73,1.44
Fixed O&M: $m,Malawi,Malawi,Nyika_HY_MWI,ROR,2042,1.44,1.44,2.73,1.44
Fixed O&M: $m,Malawi,Malawi,Nyika_HY_MWI,ROR,2045,1.44,1.44,2.73,1.44
Fixed O&M: $m,Malawi,Malawi,Nyika_HY_MWI,ROR,2048,1.44,1.44,2.73,1.44
Fixed O&M: $m,Malawi,Malawi,Nyika_HY_MWI,ROR,2050,1.44,1.44,2.73,1.44
Fixed O&M: $m,Malawi,Malawi,PV_2027_MWI,PV,2027,0.69,0.69,0.69,0.69
Fixed O&M: $m,Malawi,Malawi,PV_2027_MWI,PV,2030,1.72,1.72,0.86,1.72
Fixed O&M: $m,Malawi,Malawi,PV_2027_MWI,PV,2032,1.92,1.92,1.55,1.92
Fixed O&M: $m,Malawi,Malawi,PV_2027_MWI,PV,2035,2.95,2.95,2.59,2.95
Fixed O&M: $m,Malawi,Malawi,PV_2027_MWI,PV,2038,3.99,3.99,2.59,3.99
Fixed O&M: $m,Malawi,Malawi,PV_2027_MWI,PV,2040,4.31,4.31,2.59,4.31
Fixed O&M: $m,Malawi,Malawi,PV_2027_MWI,PV,2042,4.31,4.31,2.59,4.31
Fixed O&M: $m,Malawi,Malawi,PV_2027_MWI,PV,2045,4.31,4.31,2.59,4.31
Fixed O&M: $m,Malawi,Malawi,PV_2027_MWI,PV,2048,4.31,4.31,3.62,4.31
Fixed O&M: $m,Malawi,Malawi,PV_2027_MWI,PV,2050,4.31,4.31,4.31,4.31
Fixed O&M: $m,Malawi,Malawi,PV_2030_MWI,PV,2030,2.07,2.07,1.38,2.07
Fixed O&M: $m,Malawi,Malawi,PV_2030_MWI,PV,2032,3.45,3.45,1.72,3.45
Fixed O&M: $m,Malawi,Malawi,PV_2030_MWI,PV,2035,5.52,5.52,2.24,5.52
Fixed O&M: $m,Malawi,Malawi,PV_2030_MWI,PV,2038,7.59,7.59,3.8,7.59
Fixed O&M: $m,Malawi,Malawi,PV_2030_MWI,PV,2040,8.97,8.97,3.8,8.97
Fixed O&M: $m,Malawi,Malawi,PV_2030_MWI,PV,2042,10.35,10.35,3.8,10.35
Fixed O&M: $m,Malawi,Malawi,PV_2030_MWI,PV,2045,12.42,12.42,5.35,12.42
Fixed O&M: $m,Malawi,Malawi,PV_2030_MWI,PV,2048,14.49,14.49,7.42,14.49
Fixed O&M: $m,Malawi,Malawi,PV_2030_MWI,PV,2050,15.87,15.87,8.8,15.87
Fixed O&M: $m,Malawi,Malawi,PV_2040_MWI,PV,2040,1.38,1.38,1.03,1.38
Fixed O&M: $m,Malawi,Malawi,PV_2040_MWI,PV,2042,2.76,2.76,2.07,2.76
Fixed O&M: $m,Malawi,Malawi,PV_2040_MWI,PV,2045,4.83,4.83,2.07,4.83
Fixed O&M: $m,Malawi,Malawi,PV_2040_MWI,PV,2048,6.9,6.9,4.14,6.9
Fixed O&M: $m,Malawi,Malawi,PV_2040_MWI,PV,2050,8.28,8.28,5.52,8.28
Fixed O&M: $m,Malawi,Malawi,Salima_PV_MWI,PV,2025,1.03,1.03,1.03,1.03
Fixed O&M: $m,Malawi,Malawi,Salima_PV_MWI,PV,2027,1.03,1.03,1.03,1.03
Fixed O&M: $m,Malawi,Malawi,Salima_PV_MWI,PV,2030,1.03,1.03,1.03,1.03
Fixed O&M: $m,Malawi,Malawi,Salima_PV_MWI,PV,2032,1.03,1.03,1.03,1.03
Fixed O&M: $m,Malawi,Malawi,Salima_PV_MWI,PV,2035,1.03,1.03,1.03,1.03
Fixed O&M: $m,Malawi,Malawi,Salima_PV_MWI,PV,2038,1.03,1.03,1.03,1.03
Fixed O&M: $m,Malawi,Malawi,Salima_PV_MWI,PV,2040,1.03,1.03,1.03,1.03
Fixed O&M: $m,Malawi,Malawi,Salima_PV_MWI,PV,2042,1.03,1.03,1.03,1.03
Fixed O&M: $m,Malawi,Malawi,Salima_PV_MWI,PV,2045,1.03,1.03,1.03,1.03
Fixed O&M: $m,Malawi,Malawi,Salima_PV_MWI,PV,2048,1.03,1.03,1.03,1.03
Fixed O&M: $m,Malawi,Malawi,Salima_PV_MWI,PV,2050,1.03,1.03,1.03,1.03
Fixed O&M: $m,Malawi,Malawi,Serengeti_Nkhotakota_PV_MWI,PV,2025,0.36,0.36,0.36,0.36
Fixed O&M: $m,Malawi,Malawi,Serengeti_Nkhotakota_PV_MWI,PV,2027,0.36,0.36,0.36,0.36
Fixed O&M: $m,Malawi,Malawi,Serengeti_Nkhotakota_PV_MWI,PV,2030,0.36,0.36,0.36,0.36
Fixed O&M: $m,Malawi,Malawi,Serengeti_Nkhotakota_PV_MWI,PV,2032,0.36,0.36,0.36,0.36
Fixed O&M: $m,Malawi,Malawi,Serengeti_Nkhotakota_PV_MWI,PV,2035,0.36,0.36,0.36,0.36
Fixed O&M: $m,Malawi,Malawi,Serengeti_Nkhotakota_PV_MWI,PV,2038,0.36,0.36,0.36,0.36
Fixed O&M: $m,Malawi,Malawi,Serengeti_Nkhotakota_PV_MWI,PV,2040,0.36,0.36,0.36,0.36
Fixed O&M: $m,Malawi,Malawi,Serengeti_Nkhotakota_PV_MWI,PV,2042,0.36,0.36,0.36,0.36
Fixed O&M: $m,Malawi,Malawi,Serengeti_Nkhotakota_PV_MWI,PV,2045,0.36,0.36,0.36,0.36
Fixed O&M: $m,Malawi,Malawi,Serengeti_Nkhotakota_PV_MWI,PV,2048,0.36,0.36,0.36,0.36
Fixed O&M: $m,Malawi,Malawi,Serengeti_Nkhotakota_PV_MWI,PV,2050,0.36,0.36,0.36,0.36
Fixed O&M: $m,Malawi,Malawi,Sto_MWI_2030,Battery,2045,0.14,,,
Fixed O&M: $m,Malawi,Malawi,Sto_MWI_2030,Battery,2048,1.39,1.25,0.55,1.25
Fixed O&M: $m,Malawi,Malawi,Sto_MWI_2030,Battery,2050,1.39,1.39,1.39,1.39
Fixed O&M: $m,Malawi,Malawi,Tedzani_I._II._III_HY_MWI,ROR,2025,4.96,4.96,4.96,4.96
Fixed O&M: $m,Malawi,Malawi,Tedzani_I._II._III_HY_MWI,ROR,2027,4.96,4.96,4.96,4.96
Fixed O&M: $m,Malawi,Malawi,Tedzani_I._II._III_HY_MWI,ROR,2030,4.96,4.96,4.96,4.96
Fixed O&M: $m,Malawi,Malawi,Tedzani_I._II._III_HY_MWI,ROR,2032,4.96,4.96,4.96,4.96
Fixed O&M: $m,Malawi,Malawi,Tedzani_I._II._III_HY_MWI,ROR,2035,4.96,4.96,4.96,4.96
Fixed O&M: $m,Malawi,Malawi,Tedzani_I._II._III_HY_MWI,ROR,2038,4.96,4.96,4.96,4.96
Fixed O&M: $m,Malawi,Malawi,Tedzani_I._II._III_HY_MWI,ROR,2040,4.96,4.96,4.96,4.96
Fixed O&M: $m,Malawi,Malawi,Tedzani_I._II._III_HY_MWI,ROR,2042,4.96,4.96,4.96,4.96
Fixed O&M: $m,Malawi,Malawi,Tedzani_I._II._III_HY_MWI,ROR,2045,4.96,4.96,4.96,4.96
Fixed O&M: $m,Malawi,Malawi,Tedzani_I._II._III_HY_MWI,ROR,2048,4.96,4.96,4.96,4.96
Fixed O&M: $m,Malawi,Malawi,Tedzani_I._II._III_HY_MWI,ROR,2050,4.96,4.96,4.96,4.96
Fixed O&M: $m,Malawi,Malawi,Tedzani_IV_HY_MWI,ROR,2025,1.02,1.02,1.02,1.02
Fixed O&M: $m,Malawi,Malawi,Tedzani_IV_HY_MWI,ROR,2027,1.02,1.02,1.02,1.02
Fixed O&M: $m,Malawi,Malawi,Tedzani_IV_HY_MWI,ROR,2030,1.02,1.02,1.02,1.02
Fixed O&M: $m,Malawi,Malawi,Tedzani_IV_HY_MWI,ROR,2032,1.02,1.02,1.02,1.02
Fixed O&M: $m,Malawi,Malawi,Tedzani_IV_HY_MWI,ROR,2035,1.02,1.02,1.02,1.02
Fixed O&M: $m,Malawi,Malawi,Tedzani_IV_HY_MWI,ROR,2038,1.02,1.02,1.02,1.02
Fixed O&M: $m,Malawi,Malawi,Tedzani_IV_HY_MWI,ROR,2040,1.02,1.02,1.02,1.02
Fixed O&M: $m,Malawi,Malawi,Tedzani_IV_HY_MWI,ROR,2042,1.02,1.02,1.02,1.02
Fixed O&M: $m,Malawi,Malawi,Tedzani_IV_HY_MWI,ROR,2045,1.02,1.02,1.02,1.02
Fixed O&M: $m,Malawi,Malawi,Tedzani_IV_HY_MWI,ROR,2048,1.02,1.02,1.02,1.02
Fixed O&M: $m,Malawi,Malawi,Tedzani_IV_HY_MWI,ROR,2050,1.02,1.02,1.02,1.02
Fixed O&M: $m,Malawi,Malawi,Waste_to_energy_(Blantyre)_BM_MWI,ST-Biomass,2032,,,0.29,
Fixed O&M: $m,Malawi,Malawi,Waste_to_energy_(Blantyre)_BM_MWI,ST-Biomass,2035,,,0.29,
Fixed O&M: $m,Malawi,Malawi,Waste_to_energy_(Blantyre)_BM_MWI,ST-Biomass,2038,,,0.29,
Fixed O&M: $m,Malawi,Malawi,Waste_to_energy_(Blantyre)_BM_MWI,ST-Biomass,2040,,,0.29,
Fixed O&M: $m,Malawi,Malawi,Waste_to_energy_(Blantyre)_BM_MWI,ST-Biomass,2042,,,0.29,
Fixed O&M: $m,Malawi,Malawi,Waste_to_energy_(Blantyre)_BM_MWI,ST-Biomass,2045,,,0.29,
Fixed O&M: $m,Malawi,Malawi,Waste_to_energy_(Blantyre)_BM_MWI,ST-Biomass,2048,,,0.29,
Fixed O&M: $m,Malawi,Malawi,Waste_to_energy_(Blantyre)_BM_MWI,ST-Biomass,2050,,,0.29,
Fixed O&M: $m,Malawi,Malawi,Wovwe_HY_MWI,ROR,2025,0.21,0.21,0.21,0.21
