Variable,zone,generator,fuel,year,CCGT2035,CCGT2035_wo_SolarProject-BESSProject,FullSolarCCGT2035,FullSolarCCGT2035_wo_SolarProject-BESSProject,FullSolarHighGas,FullSolarHighGas_wo_SolarProject-BESSProject,Import2030,Import2030_wo_SolarProject-BESSProject,OperationalOptimistic,OperationalOptimistic_wo_SolarProject-BESSProject,OperationalPessimistic,OperationalPessimistic_wo_SolarProject-BESSProject,baseline,baseline_wo_SolarProject-BESSProject
LCOE: $/MWH,Gambia,New BESS,Battery Storage,2040,44.75,45.81,97.71,99.26,49.82,58.87,45.02,48.23,44.65,47.7,44.81,47.77,45.02,48.23
LCOE: $/MWH,Gambia,New CCGT,Gas,2030,,,,,67.45,67.37,77.17,77.17,77.17,77.17,77.17,77.17,77.17,77.17
LCOE: $/MWH,Gambia,New CCGT,Gas,2035,87.58,76.01,92.98,93.14,70.22,70.41,102.32,97.46,116.96,112.74,91.83,89.5,102.32,97.46
LCOE: $/MWH,Gambia,New CCGT,Gas,2040,89.15,84.94,93.74,93.9,70.29,70.48,106.16,103.85,122.07,117.55,94.03,97.47,106.16,103.85
LCOE: $/MWH,Gambia,New CCGT Cote d'Ivoire,Gas,2035,67.67,67.05,69.2,69.25,70.16,70.32,67.01,66.13,67.42,66.39,66.5,66.02,67.01,66.13
LCOE: $/MWH,Gambia,New CCGT Cote d'Ivoire,Gas,2040,67.82,67.38,69.17,69.21,70.16,70.27,67.34,66.63,67.64,66.88,66.96,66.44,67.34,66.63
LCOE: $/MWH,Gambia,New CCGT Senegal,Gas,2035,67.67,67.05,69.2,69.25,70.16,70.32,67.01,66.13,67.42,66.39,66.5,66.02,67.01,66.13
LCOE: $/MWH,Gambia,New CCGT Senegal,Gas,2040,67.82,67.38,69.17,69.21,70.16,70.27,67.34,66.63,67.64,66.88,66.96,66.44,67.34,66.63
LCOE: $/MWH,Gambia,New ICE,Oil,2030,137.52,138.03,138.03,138.03,137.51,138.04,138.01,137.81,137.37,137.13,137.61,137.31,138.0,137.81
LCOE: $/MWH,Gambia,New ICE,Oil,2035,468.6,2537719.17,231865.51,335474.93,290.13,301.99,345.82,335.75,319.94,311.4,336.82,351.04,345.73,335.75
LCOE: $/MWH,Gambia,New ICE,Oil,2040,385.41,1893330.77,174351.06,250882.45,255.82,265.22,295.31,286.53,276.8,270.89,289.62,298.14,295.24,286.52
LCOE: $/MWH,Gambia,New OMVG Import,Import,2028,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
LCOE: $/MWH,Gambia,New OMVG Import,Import,2029,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
LCOE: $/MWH,Gambia,New OMVG Import,Import,2030,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
LCOE: $/MWH,Gambia,New OMVG Import,Import,2035,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
LCOE: $/MWH,Gambia,New OMVG Import,Import,2040,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
LCOE: $/MWH,Gambia,New Solar,Solar,2030,37.73,37.73,39.55,41.08,38.17,38.2,37.73,37.73,37.73,37.73,37.73,37.73,37.73,37.73
LCOE: $/MWH,Gambia,New Solar,Solar,2035,36.2,36.2,37.72,38.01,37.31,37.59,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2
LCOE: $/MWH,Gambia,New Solar,Solar,2040,35.22,35.22,36.49,37.14,36.21,36.74,35.22,35.22,35.22,35.22,35.22,35.22,35.22,35.22
LCOE: $/MWH,Gambia,Solar Project,Solar,2028,41.8,,41.8,,41.8,,41.8,,41.8,,41.8,,41.8,
LCOE: $/MWH,Gambia,Solar Project,Solar,2029,41.8,,41.8,,41.8,,41.8,,41.8,,41.8,,41.8,
LCOE: $/MWH,Gambia,Solar Project,Solar,2030,41.8,,53.87,,42.76,,41.8,,41.8,,41.8,,41.8,
LCOE: $/MWH,Gambia,Solar Project,Solar,2035,41.8,,43.96,,43.35,,41.8,,41.8,,41.8,,41.8,
LCOE: $/MWH,Gambia,Solar Project,Solar,2040,41.8,,46.4,,45.43,,41.8,,41.8,,41.8,,41.8,
