c,z,attribute,y,tech,f,techfuel,g,uni,value
MEXICO,CEN,CapacityPlant,2023,CCGT,Gas,Gas,CCGT_Gas_1288_(E_2245_GEN_2020)_EXI_CEN,,1287.923
MEXICO,CEN,CapacityPlant,2023,CCGT,Gas,Gas,CCGT_Gas_850_(E_1985_GEN_2017)_EXI_CEN,,850.0
MEXICO,CEN,CapacityPlant,2023,CCGT,Gas,Gas,CCGT_Gas_567_(E_2246_GEN_2020)_EXI_CEN,,566.688
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_001_(E_1785_GEN_2016)_EXI_CEN,,0.999
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_129_(E_1354_GEN_2015)_EXI_CEN,,129.3
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_064_(E_1636_GEN_2015)_EXI_CEN,,64.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_032_(E_1633_GEN_2015)_EXI_CEN,,32.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_032_(E_1634_GEN_2015)_EXI_CEN,,32.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_032_(E_1635_GEN_2015)_EXI_CEN,,32.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_032_(E_1710_GEN_2015)_EXI_CEN,,32.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_032_(E_1711_GEN_2015)_EXI_CEN,,32.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_032_(E_1712_GEN_2015)_EXI_CEN,,32.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_032_(E_1713_GEN_2015)_EXI_CEN,,32.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_032_(E_1718_GEN_2015)_EXI_CEN,,32.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_032_(E_1719_GEN_2015)_EXI_CEN,,32.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_032_(E_1720_GEN_2015)_EXI_CEN,,32.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_032_(E_1721_GEN_2015)_EXI_CEN,,32.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_032_(E_1709_GEN_2015)_EXI_CEN,,32.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_021_(E_2269_GEN_2022)_EXI_CEN,,20.7
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_018_(E_1650_GEN_2015)_EXI_CEN,,18.0
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_009_(E_2173_GEN_2019)_EXI_CEN,,9.45
MEXICO,CEN,CapacityPlant,2023,ICE,Gas,Gas,ICE_Gas_004_(E_1873_GEN_2016)_EXI_CEN,,4.278
MEXICO,CEN,CapacityPlant,2023,ICE,Gas,Gas,ICE_Gas_004_(E_1905_GEN_2017)_EXI_CEN,,3.768
MEXICO,CEN,CapacityPlant,2023,ICE,Gas,Gas,ICE_Gas_002_(E_1928_GEN_2017)_EXI_CEN,,1.966
MEXICO,CEN,CapacityPlant,2023,ICE,Gas,Gas,ICE_Gas_001_(E_1005_GEN_2013)_EXI_CEN,,1.426
MEXICO,CEN,CapacityPlant,2023,ICE,Gas,Gas,ICE_Gas_001_(E_1745_GEN_2016)_EXI_CEN,,0.999
MEXICO,CEN,CapacityPlant,2023,ST,Gas,Gas,ST_Gas_1606_(E_1706_GEN_2015)_EXI_CEN,,1605.6
MEXICO,CEN,CapacityPlant,2023,ST,Gas,Gas,ST_Gas_134_(E_662_GEN_2007)_EXI_CEN,,133.7
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_060_(E_1177_COG_2014)_EXI_CEN,,6.211370542
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_006_(E_986_COG_2013)_EXI_CEN,,6.0
MEXICO,CEN,CapacityPlant,2023,ICE,Gas,Gas,ICE_Gas_007_(E_184_COG_2001)_EXI_CEN,,6.54
MEXICO,CEN,CapacityPlant,2023,ICE,Gas,Gas,ICE_Gas_006_(E_46_COG_96)_EXI_CEN,,6.15
MEXICO,CEN,CapacityPlant,2023,ICE,Gas,Gas,ICE_Gas_005_(E_1150_AUT_2014)_EXI_CEN,,5.325
MEXICO,CEN,CapacityPlant,2023,ICE,Gas,Gas,ICE_Gas_005_(E_293_COG_2004)_EXI_CEN,,5.216
MEXICO,CEN,CapacityPlant,2023,GT,Gas,Gas,GT_Gas_006_(E_964_COG_2012)_EXI_CEN,,6.0
