g,Q1,Q2,Q3,Q4
GT_Gas_032_(E_1709_GEN_2015)_EXI_CEN,0.57716259057971009,0.57716259057971009,0.57716259057971009,0.57716259057971009
GT_Gas_021_(E_2269_GEN_2022)_EXI_CEN,0.22223753763215015,0.22223753763215015,0.22223753763215015,0.22223753763215015
GT_Gas_018_(E_1650_GEN_2015)_EXI_CEN,0.85,0.85,0.85,0.85
GT_Gas_009_(E_2173_GEN_2019)_EXI_CEN,0.64481730695498807,0.64481730695498807,0.64481730695498807,0.64481730695498807
GT_Gas_768_(E_2019_GEN_2018)_EXI_NES,6.026263398248792E-2,6.026263398248792E-2,6.026263398248792E-2,6.026263398248792E-2
GT_Gas_750_(E_1346_COG_2015)_EXI_NES,0.44750446859903387,0.44750446859903387,0.44750446859903387,0.44750446859903387
GT_Gas_036_(E_926_COG_2012)_EXI_NES,0.94865418668344659,0.94865418668344659,0.94865418668344659,0.94865418668344659
GT_Gas_168_(E_36_GEN_96)_EXI_NES,0.33759812801932365,0.33759812801932365,0.33759812801932365,0.33759812801932365
GT_Gas_061_(E_267_GEN_2003)_EXI_NES,0.75440832193815821,0.75440832193815821,0.75440832193815821,0.75440832193815821
GT_Gas_048_(E_1688_GEN_2015)_EXI_NES,5.9546724033816424E-2,5.9546724033816424E-2,5.9546724033816424E-2,5.9546724033816424E-2
GT_Gas_024_(E_1675_GEN_2015)_EXI_NES,0.15136246980676327,0.15136246980676327,0.15136246980676327,0.15136246980676327
GT_Gas_024_(E_1684_GEN_2015)_EXI_NES,0.16982563405797105,0.16982563405797105,0.16982563405797105,0.16982563405797105
GT_Gas_022_(E_1533_GEN_2015)_EXI_NES,0.43385622529644263,0.43385622529644263,0.43385622529644263,0.43385622529644263
GT_Gas_012_(E_1687_GEN_2015)_EXI_NES,0.85,0.85,0.85,0.85
GT_Gas_008_(E_1559_GEN_2015)_EXI_NES,0.53298706659328565,0.53298706659328565,0.53298706659328565,0.53298706659328565
GT_Gas_084_(E_1694_GEN_2015)_EXI_NTE,6.5929628191856451E-2,6.5929628191856451E-2,6.5929628191856451E-2,6.5929628191856451E-2
GT_Gas_393_(E_1637_GEN_2015)_EXI_OCC,0.93831821366670354,0.93831821366670354,0.93831821366670354,0.93831821366670354
GT_Gas_220_(E_902_AUT_2011)_EXI_OCC,0.48256340579710139,0.48256340579710139,0.48256340579710139,0.48256340579710139
GT_Gas_012_(E_12_GEN_94)_EXI_OCC,0.88358620169082125,0.88358620169082125,0.88358620169082125,0.88358620169082125
GT_Gas_008_(E_192_GEN_2001)_EXI_OCC,0.85,0.85,0.85,0.85
GT_Gas_005_(E_179_GEN_2000)_EXI_OCC,0.60293808021907846,0.60293808021907846,0.60293808021907846,0.60293808021907846
GT_Gas_001_(E_994_GEN_2013)_EXI_OCC,0.65407608695652153,0.65407608695652153,0.65407608695652153,0.65407608695652153
GT_Gas_060_(E_606_GEN_2007)_EXI_ORI,0.85,0.85,0.85,0.85
GT_Gas_059_(E_587_GEN_2007)_EXI_ORI,0.35290776222058468,0.35290776222058468,0.35290776222058468,0.35290776222058468
GT_Gas_005_(E_180_GEN_2000)_EXI_ORI,0.60567446938451119,0.60567446938451119,0.60567446938451119,0.60567446938451119
GT_Gas_345_(E_2039_GEN_2018)_EXI_SIBC,0.20442278407897502,0.20442278407897502,0.20442278407897502,0.20442278407897502
GT_Gas_091_(E_2184_GEN_2019)_EXI_SIBC,0.85,0.85,0.85,0.85
ST_Steam_006_(E_2073_GEN_2018)_EXI_CEN,3.1098002428474243E-3,3.1098002428474243E-3,3.1098002428474243E-3,3.1098002428474243E-3
HYDRO_Water_045_(E_1607_GEN_2015)_EXI_CEN,1.5073321323391313E-2,1.5073321323391313E-2,1.5073321323391313E-2,1.5073321323391313E-2
HYDRO_Water_1200_(E_1631_GEN_2015)_EXI_OCC,0.31538941537443238,0.31538941537443238,0.31538941537443238,0.31538941537443238
HYDRO_Water_600_(E_1605_GEN_2015)_EXI_CEN,7.6814438796703355E-2,7.6814438796703355E-2,7.6814438796703355E-2,7.6814438796703355E-2
HYDRO_Water_320_(E_1612_GEN_2015)_EXI_OCC,0.49965085189412578,0.49965085189412578,0.49965085189412578,0.49965085189412578
HYDRO_Water_292_(E_1606_GEN_2015)_EXI_CEN,0.73070832190448687,0.73070832190448687,0.73070832190448687,0.73070832190448687
HYDRO_Water_080_(E_1609_GEN_2015)_EXI_OCC,0.53316123188405795,0.53316123188405795,0.53316123188405795,0.53316123188405795
HYDRO_Water_060_(E_1610_GEN_2015)_EXI_OCC,0.36454181763285026,0.36454181763285026,0.36454181763285026,0.36454181763285026
HYDRO_Water_049_(E_1733_GEN_2016)_EXI_OCC,0.66316002717078171,0.66316002717078171,0.66316002717078171,0.66316002717078171
HYDRO_Water_030_(E_1566_GEN_2015)_EXI_CEN,0.32895531400966183,0.32895531400966183,0.32895531400966183,0.32895531400966183
HYDRO_Water_023_(E_1569_GEN_2015)_EXI_CEN,2.1132058634347308E-3,2.1132058634347308E-3,2.1132058634347308E-3,2.1132058634347308E-3
HYDRO_Water_022_(E_1813_GEN_2016)_EXI_OCC,0.26668960569204014,0.26668960569204014,0.26668960569204014,0.26668960569204014
HYDRO_Water_018_(E_1585_GEN_2015)_EXI_OCC,0.65208642488276403,0.65208642488276403,0.65208642488276403,0.65208642488276403
HYDRO_Water_013_(E_1588_GEN_2015)_EXI_OCC,0.70264721793086904,0.70264721793086904,0.70264721793086904,0.70264721793086904
HYDRO_Water_008_(E_1604_GEN_2015)_EXI_OCC,0.55707060904071781,0.55707060904071781,0.55707060904071781,0.55707060904071781
HYDRO_Water_008_(E_1565_GEN_2015)_EXI_CEN,0.36571557971014484,0.36571557971014484,0.36571557971014484,0.36571557971014484
HYDRO_Water_007_(E_1792_GEN_2016)_EXI_CEN,0.47256353707204368,0.47256353707204368,0.47256353707204368,0.47256353707204368
HYDRO_Water_003_(E_1599_GEN_2015)_EXI_OCC,0.13629207890681533,0.13629207890681533,0.13629207890681533,0.13629207890681533
HYDRO_Water_002_(E_1862_GEN_2016)_EXI_CEN,0.41831357048748347,0.41831357048748347,0.41831357048748347,0.41831357048748347
HYDRO_Water_001_(E_1603_GEN_2015)_EXI_OCC,0.28819613401086924,0.28819613401086924,0.28819613401086924,0.28819613401086924
HYDRO_Water_001_(E_1583_GEN_2015)_EXI_OCC,0.16120520489016393,0.16120520489016393,0.16120520489016393,0.16120520489016393
HYDRO_Water_001_(E_1591_GEN_2015)_EXI_OCC,0.41115992881112939,0.41115992881112939,0.41115992881112939,0.41115992881112939
HYDRO_Water_001_(E_1589_GEN_2015)_EXI_NES,0.38013858600657913,0.38013858600657913,0.38013858600657913,0.38013858600657913
HYDRO_Water_001_(E_1596_GEN_2015)_EXI_NES,0.31597573306370075,0.31597573306370075,0.31597573306370075,0.31597573306370075
HYDRO_Water_066_(E_1621_GEN_2015)_EXI_NES,0.45719943874836177,0.45719943874836177,0.45719943874836177,0.45719943874836177
HYDRO_Water_032_(E_1630_GEN_2015)_EXI_NES,4.4717519926060885E-2,4.4717519926060885E-2,4.4717519926060885E-2,4.4717519926060885E-2
HYDRO_Water_018_(E_1586_GEN_2015)_EXI_NES,0.27964977718397033,0.27964977718397033,0.27964977718397033,0.27964977718397033
HYDRO_Water_422_(E_1622_GEN_2015)_EXI_NOR,6.9290937682184514E-2,6.9290937682184514E-2,6.9290937682184514E-2,6.9290937682184514E-2
HYDRO_Water_100_(E_1624_GEN_2015)_EXI_NOR,0.38511463315293443,0.38511463315293443,0.38511463315293443,0.38511463315293443
HYDRO_Water_092_(E_1619_GEN_2015)_EXI_NOR,0.39285798676748585,0.39285798676748585,0.39285798676748585,0.39285798676748585
HYDRO_Water_090_(E_1620_GEN_2015)_EXI_NOR,0.30581421095008049,0.30581421095008049,0.30581421095008049,0.30581421095008049
HYDRO_Water_059_(E_1618_GEN_2015)_EXI_NOR,0.42086550895427699,0.42086550895427699,0.42086550895427699,0.42086550895427699
HYDRO_Water_014_(E_1576_GEN_2015)_EXI_NOR,0.65173395445134574,0.65173395445134574,0.65173395445134574,0.65173395445134574
HYDRO_Water_025_(E_1577_GEN_2015)_EXI_NTE,0.20795947430451883,0.20795947430451883,0.20795947430451883,0.20795947430451883
HYDRO_Water_003_(E_1575_GEN_2015)_EXI_NTE,0.16172087114596417,0.16172087114596417,0.16172087114596417,0.16172087114596417
HYDRO_Water_960_(E_1625_GEN_2015)_EXI_OCC,0.21322824468986387,0.21322824468986387,0.21322824468986387,0.21322824468986387
HYDRO_Water_750_(E_1611_GEN_2015)_EXI_OCC,3.7146375736285056E-2,3.7146375736285056E-2,3.7146375736285056E-2,3.7146375736285056E-2
HYDRO_Water_750_(E_1613_GEN_2015)_EXI_OCC,4.9226928777552081E-2,4.9226928777552081E-2,4.9226928777552081E-2,4.9226928777552081E-2
HYDRO_Water_240_(E_1617_GEN_2015)_EXI_OCC,0.21375556301971343,0.21375556301971343,0.21375556301971343,0.21375556301971343
HYDRO_Water_070_(E_1626_GEN_2015)_EXI_OCC,0.40902647410074172,0.40902647410074172,0.40902647410074172,0.40902647410074172
HYDRO_Water_051_(E_1608_GEN_2015)_EXI_OCC,8.935219443201925E-2,8.935219443201925E-2,8.935219443201925E-2,8.935219443201925E-2
HYDRO_Water_009_(E_147_GEN_99)_EXI_OCC,0.43877563748398174,0.43877563748398174,0.43877563748398174,0.43877563748398174
HYDRO_Water_009_(E_1598_GEN_2015)_EXI_OCC,0.53682179449972567,0.53682179449972567,0.53682179449972567,0.53682179449972567
HYDRO_Water_008_(E_758_PP_2008)_EXI_OCC,0.49035892210144921,0.49035892210144921,0.49035892210144921,0.49035892210144921
HYDRO_Water_006_(E_757_PP_2008)_EXI_OCC,0.38171799516908217,0.38171799516908217,0.38171799516908217,0.38171799516908217
HYDRO_Water_005_(E_1595_GEN_2015)_EXI_OCC,0.16512355264534229,0.16512355264534229,0.16512355264534229,0.16512355264534229
HYDRO_Water_002_(E_1594_GEN_2015)_EXI_OCC,0.52180976598856521,0.52180976598856521,0.52180976598856521,0.52180976598856521
HYDRO_Water_2400_(E_1614_GEN_2015)_EXI_ORI,0.13989926353272561,0.13989926353272561,0.13989926353272561,0.13989926353272561
HYDRO_Water_1080_(E_1632_GEN_2015)_EXI_ORI,0.45266241711079086,0.45266241711079086,0.45266241711079086,0.45266241711079086
HYDRO_Water_900_(E_1629_GEN_2015)_EXI_ORI,0.16264642596406712,0.16264642596406712,0.16264642596406712,0.16264642596406712
HYDRO_Water_420_(E_1628_GEN_2015)_EXI_ORI,0.6052845177285876,0.6052845177285876,0.6052845177285876,0.6052845177285876
HYDRO_Water_354_(E_1627_GEN_2015)_EXI_ORI,0.29286078360701412,0.29286078360701412,0.29286078360701412,0.29286078360701412
HYDRO_Water_220_(E_1615_GEN_2015)_EXI_ORI,0.36186789349337761,0.36186789349337761,0.36186789349337761,0.36186789349337761
HYDRO_Water_036_(E_1616_GEN_2015)_EXI_ORI,0.5251107085346215,0.5251107085346215,0.5251107085346215,0.5251107085346215
HYDRO_Water_021_(E_1593_GEN_2015)_EXI_ORI,0.58649953269586486,0.58649953269586486,0.58649953269586486,0.58649953269586486
HYDRO_Water_016_(E_1730_GEN_2016)_EXI_ORI,0.45318444293478261,0.45318444293478261,0.45318444293478261,0.45318444293478261
HYDRO_Water_016_(E_1804_GEN_2016)_EXI_ORI,0.4033061594202898,0.4033061594202898,0.4033061594202898,0.4033061594202898
HYDRO_Water_016_(E_1811_GEN_2016)_EXI_ORI,0.36968410326086953,0.36968410326086953,0.36968410326086953,0.36968410326086953
HYDRO_Water_016_(E_1812_GEN_2016)_EXI_ORI,0.48397546254643897,0.48397546254643897,0.48397546254643897,0.48397546254643897
HYDRO_Water_015_(E_1597_GEN_2015)_EXI_ORI,0.39432367149758457,0.39432367149758457,0.39432367149758457,0.39432367149758457
HYDRO_Water_015_(E_1731_GEN_2016)_EXI_ORI,0.5992121225668785,0.5992121225668785,0.5992121225668785,0.5992121225668785
HYDRO_Water_015_(E_1732_GEN_2016)_EXI_ORI,0.72068722577938782,0.72068722577938782,0.72068722577938782,0.72068722577938782
HYDRO_Water_015_(E_1800_GEN_2016)_EXI_ORI,0.74557671705934569,0.74557671705934569,0.74557671705934569,0.74557671705934569
HYDRO_Water_015_(E_1801_GEN_2016)_EXI_ORI,0.4256219806763285,0.4256219806763285,0.4256219806763285,0.4256219806763285
HYDRO_Water_015_(E_1802_GEN_2016)_EXI_ORI,0.69762504415459925,0.69762504415459925,0.69762504415459925,0.69762504415459925
HYDRO_Water_015_(E_1803_GEN_2016)_EXI_ORI,0.38045063020239672,0.38045063020239672,0.38045063020239672,0.38045063020239672
HYDRO_Water_010_(E_1590_GEN_2015)_EXI_ORI,0.38496376811594213,0.38496376811594213,0.38496376811594213,0.38496376811594213
HYDRO_Water_008_(E_1805_GEN_2016)_EXI_ORI,0.43803865098476374,0.43803865098476374,0.43803865098476374,0.43803865098476374
HYDRO_Water_008_(E_1806_GEN_2016)_EXI_ORI,1.0992616241433727E-2,1.0992616241433727E-2,1.0992616241433727E-2,1.0992616241433727E-2
HYDRO_Water_008_(E_1807_GEN_2016)_EXI_ORI,0.44660664415805995,0.44660664415805995,0.44660664415805995,0.44660664415805995
HYDRO_Water_007_(E_1808_GEN_2016)_EXI_ORI,0.1434798856798,0.1434798856798,0.1434798856798,0.1434798856798
HYDRO_Water_007_(E_1809_GEN_2016)_EXI_ORI,0.6151695647240395,0.6151695647240395,0.6151695647240395,0.6151695647240395
HYDRO_Water_007_(E_1810_GEN_2016)_EXI_ORI,8.7889929972104989E-3,8.7889929972104989E-3,8.7889929972104989E-3,8.7889929972104989E-3
HYDRO_Water_003_(E_1567_GEN_2015)_EXI_ORI,0.6151695647240395,0.6151695647240395,0.6151695647240395,0.6151695647240395
HYDRO_Water_026_(E_1587_GEN_2015)_EXI_ORI,0.5995680044593088,0.5995680044593088,0.5995680044593088,0.5995680044593088
HYDRO_Water_005_(E_1584_GEN_2015)_EXI_ORI,0.43388372607589332,0.43388372607589332,0.43388372607589332,0.43388372607589332
HYDRO_Water_002_(E_1601_GEN_2015)_EXI_ORI,0.31189491278239662,0.31189491278239662,0.31189491278239662,0.31189491278239662
HYDRO_Water_002_(E_1568_GEN_2015)_EXI_ORI,0.61781796191048921,0.61781796191048921,0.61781796191048921,0.61781796191048921
HYDRO_Water_002_(E_1600_GEN_2015)_EXI_ORI,0.63749949206072265,0.63749949206072265,0.63749949206072265,0.63749949206072265
HYDRO_Water_002_(E_1592_GEN_2015)_EXI_ORI,0.88598278985507217,0.88598278985507217,0.88598278985507217,0.88598278985507217
HYDRO_Water_002_(E_1602_GEN_2015)_EXI_ORI,0.53215579710144922,0.53215579710144922,0.53215579710144922,0.53215579710144922
HYDRO_Water_135_(E_1623_GEN_2015)_EXI_NOR,0.74792145593187309,0.74792145593187309,0.74792145593187309,0.74792145593187309
HYDRO_Water_019_(E_1579_GEN_2015)_EXI_NOR,0.66481968976449279,0.66481968976449279,0.66481968976449279,0.66481968976449279
HYDRO_Water_010_(E_1578_GEN_2015)_EXI_NOR,0.34849128170289861,0.34849128170289861,0.34849128170289861,0.34849128170289861
ICE_Biogas_002_(E_1033_GEN_2013)_EXI_CEN,0.17883579361148891,0.17883579361148891,0.17883579361148891,0.17883579361148891
ICE_Biogas_002_(E_1742_GEN_2016)_EXI_NTE,0.17883579361148891,0.17883579361148891,0.17883579361148891,0.17883579361148891
ICE_Biogas_002_(E_991_GEN_2013)_EXI_NTE,0.17883579361148891,0.17883579361148891,0.17883579361148891,0.17883579361148891
ICE_Biogas_001_(E_1823_GEN_2016)_EXI_ORI,6.0189567019138385E-2,6.0189567019138385E-2,6.0189567019138385E-2,6.0189567019138385E-2
ICE_Diesel_003_(E_1698_GEN_2015)_EXI_PEN,0.85,0.85,0.85,0.85
ICE_Diesel_008_(E_1683_GEN_2015)_EXI_SIBCS,6.5865920590000862E-2,6.5865920590000862E-2,6.5865920590000862E-2,6.5865920590000862E-2
ICE_Gas_004_(E_1873_GEN_2016)_EXI_CEN,0.44464093339024741,0.44464093339024741,0.44464093339024741,0.44464093339024741
ICE_Gas_004_(E_1905_GEN_2017)_EXI_CEN,0.57994572909935704,0.57994572909935704,0.57994572909935704,0.57994572909935704
ICE_Gas_002_(E_1928_GEN_2017)_EXI_CEN,0.85,0.85,0.85,0.85
ICE_Gas_001_(E_1005_GEN_2013)_EXI_CEN,0.85,0.85,0.85,0.85
ICE_Gas_001_(E_1745_GEN_2016)_EXI_CEN,0.85,0.85,0.85,0.85
ICE_Gas_120_(E_1255_EXP_2014)_EXI_NES,0.95668834850157092,0.95668834850157092,0.95668834850157092,0.95668834850157092
ICE_Gas_041_(E_1799_GEN_2016)_EXI_NES,0.10101537763339347,0.10101537763339347,0.10101537763339347,0.10101537763339347
ICE_Gas_023_(E_1925_GEN_2017)_EXI_NES,8.0382580382580386E-3,8.0382580382580386E-3,8.0382580382580386E-3,8.0382580382580386E-3
ICE_Gas_006_(E_1550_GEN_2015)_EXI_NES,1.5895399220046136E-3,1.5895399220046136E-3,1.5895399220046136E-3,1.5895399220046136E-3
ICE_Gas_006_(E_1529_GEN_2015)_EXI_NES,8.5704118603963333E-2,8.5704118603963333E-2,8.5704118603963333E-2,8.5704118603963333E-2
ICE_Gas_006_(E_1530_GEN_2015)_EXI_NES,8.6805555555555566E-2,8.6805555555555566E-2,8.6805555555555566E-2,8.6805555555555566E-2
ICE_Gas_005_(E_1535_GEN_2015)_EXI_NES,8.8217403115882942E-2,8.8217403115882942E-2,8.8217403115882942E-2,8.8217403115882942E-2
ICE_Gas_002_(E_1534_GEN_2015)_EXI_NES,0.19933915084711168,0.19933915084711168,0.19933915084711168,0.19933915084711168
ICE_Gas_114_(E_1526_GEN_2015)_EXI_NTE,0.58403651792524802,0.58403651792524802,0.58403651792524802,0.58403651792524802
ICE_Gas_008_(E_1531_GEN_2015)_EXI_NTE,0.85,0.85,0.85,0.85
ICE_Gas_003_(E_1532_GEN_2015)_EXI_OCC,4.4392007096638778E-2,4.4392007096638778E-2,4.4392007096638778E-2,4.4392007096638778E-2
ICE_Gas_001_(E_1861_GEN_2016)_EXI_OCC,0.49378725849314081,0.49378725849314081,0.49378725849314081,0.49378725849314081
ICE_Gas_001_(E_1554_GEN_2015)_EXI_OCC,0.85,0.85,0.85,0.85
ICE_Gas_027_(E_987_COG_2013)_EXI_ORI,0.806958653026428,0.806958653026428,0.806958653026428,0.806958653026428
ICE_Gas_020_(E_1061_COG_2013)_EXI_ORI,0.60206646064222802,0.60206646064222802,0.60206646064222802,0.60206646064222802
ICE_Gas_022_(E_1498_GEN_2015)_EXI_ORI,0.23747412008281577,0.23747412008281577,0.23747412008281577,0.23747412008281577
ICE_Gas_007_(E_1822_GEN_2016)_EXI_ORI,0.31842158800279008,0.31842158800279008,0.31842158800279008,0.31842158800279008
ICE_Gas_003_(E_1839_GEN_2016)_EXI_ORI,0.86469040404772612,0.86469040404772612,0.86469040404772612,0.86469040404772612
ICE_Gas_003_(E_1555_GEN_2015)_EXI_ORI,0.57490548204158787,0.57490548204158787,0.57490548204158787,0.57490548204158787
ICE_HFO_210_(E_1686_GEN_2015)_EXI_SIBCS,0.43348963068164154,0.43348963068164154,0.43348963068164154,0.43348963068164154
ICE_HFO_104_(E_1689_GEN_2015)_EXI_SIBCS,0.54395497329366538,0.54395497329366538,0.54395497329366538,0.54395497329366538
ICE_HFO_036_(E_1685_GEN_2015)_EXI_SIBCS,0.22517269867813347,0.22517269867813347,0.22517269867813347,0.22517269867813347
INT_Import_540_(AUT_002_2015)_EXI_NES,0.85,0.85,0.85,0.85
INT_Import_010_(E_917_IMP_2012)_EXI_SIBC,0.85,0.85,0.85,0.85
INT_Import_006_(E_919_IMP_2012)_EXI_ORI,0.85,0.85,0.85,0.85
INT_Import_002_(E_102_IMP_98)_EXI_NOR,0.85,0.85,0.85,0.85
NUCLEAR_Uranium_1634_(E_1676_GEN_2015)_EXI_ORI,0.8338997614106044,0.8338997614106044,0.8338997614106044,0.8338997614106044
PV_Solar_101_(E_1948_GEN_2017)_EXI_CEN,1,1,1,1
PV_Solar_001_(E_2270_GEN_2022)_EXI_CEN,1,1,1,1
PV_Solar_363_(E_1845_GEN_2016)_EXI_NES,1,1,1,1
PV_Solar_329_(E_1919_GEN_2017)_EXI_NES,1,1,1,1
PV_Solar_275_(E_1844_GEN_2016)_EXI_NES,1,1,1,1
PV_Solar_200_(E_1441_GEN_2015)_EXI_NES,1,1,1,1
PV_Solar_101_(E_1994_GEN_2017)_EXI_NES,1,1,1,1
PV_Solar_083_(E_2127_GEN_2018)_EXI_NES,1,1,1,1
PV_Solar_030_(E_1338_PP_2015)_EXI_NES,1,1,1,1
PV_Solar_166_(E_1220_GEN_2014)_EXI_NTE,1,1,1,1
PV_Solar_131_(E_2054_GEN_2018)_EXI_NTE,1,1,1,1
PV_Solar_080_(E_1907_GEN_2017)_EXI_NTE,1,1,1,1
PV_Solar_030_(E_1086_GEN_2013)_EXI_NTE,1,1,1,1
PV_Solar_030_(E_1087_GEN_2013)_EXI_NTE,1,1,1,1
PV_Solar_030_(E_1088_GEN_2013)_EXI_NTE,1,1,1,1
PV_Solar_030_(E_1162_GEN_2014)_EXI_NTE,1,1,1,1
PV_Solar_030_(E_1225_GEN_2014)_EXI_NTE,1,1,1,1
PV_Solar_030_(E_1329_GEN_2015)_EXI_NTE,1,1,1,1
PV_Solar_030_(E_1331_GEN_2015)_EXI_NTE,1,1,1,1
PV_Solar_030_(E_1332_GEN_2015)_EXI_NTE,1,1,1,1
PV_Solar_030_(E_1333_GEN_2015)_EXI_NTE,1,1,1,1
PV_Solar_030_(E_1456_GEN_2015)_EXI_NTE,1,1,1,1
PV_Solar_029_(E_1169_GEN_2014)_EXI_NTE,1,1,1,1
PV_Solar_023_(E_2131_GEN_2018)_EXI_NTE,1,1,1,1
PV_Solar_023_(E_2065_GEN_2018)_EXI_NTE,1,1,1,1
PV_Solar_023_(E_2066_GEN_2018)_EXI_NTE,1,1,1,1
PV_Solar_023_(E_2067_GEN_2018)_EXI_NTE,1,1,1,1
PV_Solar_015_(E_2130_GEN_2018)_EXI_NTE,1,1,1,1
PV_Solar_010_(E_2129_GEN_2018)_EXI_NTE,1,1,1,1
PV_Solar_007_(E_1495_GEN_2015)_EXI_NTE,1,1,1,1
PV_Solar_006_(E_1083_GEN_2013)_EXI_NTE,1,1,1,1
PV_Solar_006_(E_1085_GEN_2013)_EXI_NTE,1,1,1,1
PV_Solar_004_(E_1493_GEN_2015)_EXI_NTE,1,1,1,1
PV_Solar_004_(E_1494_GEN_2015)_EXI_NTE,1,1,1,1
PV_Solar_004_(E_1084_GEN_2013)_EXI_NTE,1,1,1,1
PV_Solar_300_(E_1923_GEN_2017)_EXI_OCC,1,1,1,1
PV_Solar_250_(E_1849_GEN_2016)_EXI_OCC,1,1,1,1
PV_Solar_200_(E_2032_GEN_2018)_EXI_OCC,1,1,1,1
PV_Solar_165_(E_1870_GEN_2016)_EXI_OCC,1,1,1,1
PV_Solar_165_(E_1902_GEN_2017)_EXI_OCC,1,1,1,1
PV_Solar_150_(E_1133_GEN_2014)_EXI_OCC,1,1,1,1
PV_Solar_140_(E_1880_GEN_2016)_EXI_OCC,1,1,1,1
PV_Solar_126_(E_1888_GEN_2017)_EXI_OCC,1,1,1,1
PV_Solar_100_(E_1790_GEN_2016)_EXI_OCC,1,1,1,1
PV_Solar_100_(E_2041_GEN_2018)_EXI_OCC,1,1,1,1
PV_Solar_095_(E_1915_GEN_2017)_EXI_OCC,1,1,1,1
PV_Solar_080_(E_1989_GEN_2017)_EXI_OCC,1,1,1,1
PV_Solar_061_(E_1825_GEN_2016)_EXI_OCC,1,1,1,1
PV_Solar_037_(E_2128_GEN_2018)_EXI_OCC,1,1,1,1
PV_Solar_030_(E_1212_GEN_2014)_EXI_OCC,1,1,1,1
PV_Solar_030_(E_1223_GEN_2014)_EXI_OCC,1,1,1,1
PV_Solar_030_(E_2168_GEN_2019)_EXI_OCC,1,1,1,1
PV_Solar_015_(E_1361_PP_2015)_EXI_OCC,1,1,1,1
PV_Solar_013_(E_1744_GEN_2016)_EXI_OCC,1,1,1,1
PV_Solar_221_(E_1974_GEN_2017)_EXI_ORI,1,1,1,1
PV_Solar_220_(E_1957_GEN_2017)_EXI_ORI,1,1,1,1
PV_Solar_217_(E_2048_GEN_2018)_EXI_ORI,1,1,1,1
PV_Solar_300_(E_2234_GEN_2020)_EXI_PEN,1,1,1,1
PV_Solar_030_(E_2151_GEN_2019)_EXI_PEN,1,1,1,1
PV_Solar_022_(E_1135_GEN_2014)_EXI_PEN,1,1,1,1
PV_Solar_457_(E_2272_GEN_2022)_EXI_NOR,1,1,1,1
PV_Solar_224_(E_2090_GEN_2018)_EXI_NOR,1,1,1,1
PV_Solar_180_(E_1350_GEN_2015)_EXI_NOR,1,1,1,1
PV_Solar_138_(E_1763_GEN_2016)_EXI_NOR,1,1,1,1
PV_Solar_125_(E_1749_GEN_2016)_EXI_NOR,1,1,1,1
PV_Solar_110_(E_1936_GEN_2017)_EXI_NOR,1,1,1,1
PV_Solar_100_(E_1501_GEN_2015)_EXI_NOR,1,1,1,1
PV_Solar_100_(E_1442_GEN_2015)_EXI_NOR,1,1,1,1
PV_Solar_090_(E_1143_GEN_2014)_EXI_NOR,1,1,1,1
PV_Solar_041_(E_1904_GEN_2017)_EXI_SIBC,1,1,1,1
PV_Solar_025_(E_1492_GEN_2015)_EXI_NOR,1,1,1,1
PV_Solar_035_(E_2147_GEN_2019)_EXI_SIBCS,1,1,1,1
PV_Solar_030_(E_938_PP_2012)_EXI_SIBCS,1,1,1,1
PV_Solar_025_(E_978_PP_2013)_EXI_SIBCS,1,1,1,1
PV_Solar_001_(E_1580_GEN_2015)_EXI_SIBCS,1,1,1,1
ST_ChemReaction_019_(E_175_GEN_2000)_EXI_OCC,3.1717414529914535E-2,3.1717414529914535E-2,3.1717414529914535E-2,3.1717414529914535E-2
ST_Coal_2778_(E_1670_GEN_2015)_EXI_CEN,0.32883873301025673,0.32883873301025673,0.32883873301025673,0.32883873301025673
ST_Coal_1400_(E_1680_GEN_2015)_EXI_NES,0.12210397256728781,0.12210397256728781,0.12210397256728781,0.12210397256728781
ST_Coal_1320_(E_1666_GEN_2015)_EXI_NES,0.15929385567632851,0.15929385567632851,0.15929385567632851,0.15929385567632851
ST_Coke_290_(E_35_GEN_96)_EXI_NES,0.62703804347826086,0.62703804347826086,0.62703804347826086,0.62703804347826086
ST_Coke_290_(E_149_GEN_99)_EXI_NES,0.2035404172913543,0.2035404172913543,0.2035404172913543,0.2035404172913543
ST_Gas_1606_(E_1706_GEN_2015)_EXI_CEN,0.31659177028949403,0.31659177028949403,0.31659177028949403,0.31659177028949403
ST_Gas_134_(E_662_GEN_2007)_EXI_CEN,0.19213602809664732,0.19213602809664732,0.19213602809664732,0.19213602809664732
ST_Gas_500_(E_1673_GEN_2015)_EXI_NES,0.20846557971014495,0.20846557971014495,0.20846557971014495,0.20846557971014495
ST_Gas_129_(E_611_GEN_2007)_EXI_NES,0.22048084484889341,0.22048084484889341,0.22048084484889341,0.22048084484889341
ST_Gas_079_(E_612_GEN_2007)_EXI_NES,0.25772220693450743,0.25772220693450743,0.25772220693450743,0.25772220693450743
ST_Gas_838_(E_1707_GEN_2015)_EXI_NTE,0.38358976248602206,0.38358976248602206,0.38358976248602206,0.38358976248602206
ST_Gas_550_(E_1704_GEN_2015)_EXI_OCC,0.24060441370223976,0.24060441370223976,0.24060441370223976,0.24060441370223976
ST_Gas_143_(E_609_GEN_2007)_EXI_OCC,0.24153912535851166,0.24153912535851166,0.24153912535851166,0.24153912535851166
