g,z,tech,fuel,Status,StYr,RetrYr,Life,Capacity,UnitSize,BuildLimitperYear,DescreteCap,HeatRate,Capex,FOMperMW,VOM,ReserveCost,MinLimitShare,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,MinGenCommitment,HoursOn,HoursOff,minUT,minDT,StUpCost,InitialOn,fuel2,HeatRate2
ICE_Candi_OCC,OCC,ICE,Diesel,1,2024,2060,30,406.4924622,,406.4924622,0,10.41544727,1.683166667,28408.98892,3.199244,5,0,1,1,0,0.2,,,,,,,,,
PV_Candi_OCC,OCC,PV,Solar,3,2027,2060,25,5275,,5275,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
STO HY_Candi_OCC,OCC,STO HY,Water,3,2030,2060,50,293.1325,,293.1325,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
WIND_Candi_OCC,OCC,OnshoreWind,Wind,3,2026,2060,30,182,,182,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
CCGT_Candi_ORI,ORI,CCGT,Gas,3,2037,2060,30,2474.568268,,2474.568268,0,6.4,0.9,13178.49914,3.847549133,5,0.15,1,1,0,0.2,,,,,,,,,
CCGTH2_Candi_ORI,ORI,CCGT,Hydrogen,3,2035,2060,30,1031.907417,,1031.907417,0,6.4,0.9,30000,2,,,,,,,,,,,,,,,
GT_Candi_ORI,ORI,GT,Gas,3,2031,2060,30,463.0000153,,463.0000153,0,9.45,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,,
NUCLEAR_Candi_ORI,ORI,Nuclear,Uranium,3,2034,2060,50,1800,,1800,1,10.24009604,4,150000,2.24323,5,0.3,0.8,0.8,0,0.05,,,,,,,,,
PV_Candi_ORI,ORI,PV,Solar,3,2031,2060,25,2045,,2045,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
STO HY_Candi_ORI,ORI,STO HY,Water,3,2029,2060,50,1270.8355,,1270.8355,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
WIND_Candi_ORI,ORI,OnshoreWind,Wind,3,2028,2060,30,2599,,259.9,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
CCGT_Candi_PEN,PEN,CCGT,Gas,1,2024,2060,30,1546.934998,,1546.934998,0,6.4,0.9,5704.073278,4.3975998,5,0.15,1,1,0,0.2,,,,,,,,,
CCGTH2_Candi_PEN,PEN,CCGT,Hydrogen,3,2036,2060,30,986.9290161,,986.9290161,0,6.4,0.9,30000,2,,,,,,,,,,,,,,,
PV_Candi_PEN,PEN,PV,Solar,3,2027,2060,25,537,,537,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
WIND_Candi_PEN,PEN,OnshoreWind,Wind,3,2026,2060,30,935,,93.5,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
ST_Candi_CEN_0140,CEN,ST,Gas,1,2010,2020,30,140.4351959,,140.4351959,0,9.4,2,38757,5.72,5,0,0.8,0.8,0,0.2,,,,,,,,,
CCGT_Candi_NES_1050,NES,CCGT,Gas,3,2030,2020,30,1049.943481,,1049.943481,0,6.4,0.9,8291.041289,2.88295935,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Candi_NOR_1045,NOR,CCGT,Gas,3,2030,2020,30,1045.152832,,1045.152832,0,6.4,0.9,12813.7285,2.963705439,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Candi_NTE_0462,NTE,CCGT,Gas,3,2030,2020,30,461.541687,,461.541687,0,6.4,0.9,10436.45148,3.444385538,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Candi_OCC_0432,OCC,CCGT,Gas,3,2030,2020,30,432.2721558,,432.2721558,0,6.4,0.9,10278.23564,2.760017636,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Candi_ORI_0524,ORI,CCGT,Gas,3,2030,2020,30,524.1512451,,524.1512451,0,6.4,0.9,13178.49914,3.847549133,5,0.15,1,1,0,0.2,,,,,,,,,
GEO_Candi_ORI,ORI,Geothermal,Geothermal,1,2010,2020,30,14.16809368,,14.16809368,0,0,5.6,75000,1,5,0,1,1,0,0.05,,,,,,,,,
CCGT_Candi_PEN_0521,PEN,CCGT,Gas,3,2030,2020,30,520.6522827,,520.6522827,0,6.4,0.9,5704.073278,4.3975998,5,0.15,1,1,0,0.2,,,,,,,,,
BIOMASS_Gener_CEN,CEN,BiomassPlant,Biomass,3,2030,2060,30,300,,30,0,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
CCGT_Gener_CEN,CEN,CCGT,Gas,3,2030,2060,30,5000,,500,0,6.4,0.9,27309.73025,6.373306,5,0.15,1,1,0,0.2,,,,,,,,,
COAL_Gener_CEN,CEN,ST,Coal,3,2030,2060,30,5000,,500,0,9.4,2,60000,2.735824,5,0.1,0.8,0.8,0,0.05,,,,,,,,,
GT_Gener_CEN,CEN,GT,Gas,3,2030,2060,30,5000,,500,0,9.45,0.8,20000,3.204407,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_CEN,CEN,ICE,Diesel,3,2030,2060,30,5000,,500,0,10.41544727,1.683166667,28374.70035,3.199244,5,0,1,1,0,0.2,,,,,,,,,
WIND_Gener_CEN,CEN,OnshoreWind,Wind,3,2030,2060,30,17814.75,,500,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
PV_Gener_CEN,CEN,PV,Solar,3,2030,2060,25,11007.75,,500,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_CEN,CEN,ST,Gas,3,2030,2060,30,5000,,500,0,9.4,2,37454.91357,4.1557665,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Gener_CEN,CEN,STO HY,Water,3,2030,2060,50,5000,,500,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
CCGT_Gener_NES,NES,CCGT,Gas,3,2030,2060,30,5000,,500,0,6.4,0.9,8291.041289,2.88295935,5,0.15,1,1,0,0.2,,,,,,,,,
COAL_Gener_NES,NES,ST,Coal,3,2030,2060,30,5000,,500,0,9.4,2,60000,2.735824,5,0.1,0.8,0.8,0,0.05,,,,,,,,,
GT_Gener_NES,NES,GT,Gas,3,2030,2060,30,5000,,500,0,9.45,0.8,48026.76505,6.554618,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_NES,NES,ICE,Diesel,3,2030,2060,30,5000,,500,0,10.41544727,1.683166667,14186.67776,1.599622,5,0,1,1,0,0.2,,,,,,,,,
PV_Gener_NES,NES,PV,Solar,3,2030,2060,25,116601,,1000,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_NES,NES,ST,Gas,3,2030,2060,30,5000,,500,0,9.4,2,7207.664557,0.5568305,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Gener_NES,NES,STO HY,Water,3,2030,2060,50,5000,,500,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
WIND_Gener_NES,NES,OnshoreWind,Wind,3,2030,2060,30,138916.5,,1000,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
CCGT_Gener_NOR,NOR,CCGT,Gas,3,2030,2060,30,5000,,500,0,6.4,0.9,12813.7285,2.963705439,5,0.15,1,1,0,0.2,,,,,,,,,
GT_Gener_NOR,NOR,GT,Gas,3,2030,2060,30,5000,,500,0,9.45,0.8,29186.35352,11.47982667,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_NOR,NOR,ICE,Diesel,3,2030,2060,30,5000,,500,0,10.41544727,1.683166667,31090.6045,6.840627444,5,0,1,1,0,0.2,,,,,,,,,
PV_Gener_NOR,NOR,PV,Solar,3,2030,2060,25,218592.75,,1000,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_NOR,NOR,ST,Gas,3,2030,2060,30,5000,,500,0,9.4,2,59343.42126,6.818207857,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Gener_NOR,NOR,STO HY,Water,3,2030,2060,50,5000,,500,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
WIND_Gener_NOR,NOR,OnshoreWind,Wind,3,2030,2060,30,257359.5,,1000,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
CCGT_Gener_NTE,NTE,CCGT,Gas,3,2030,2060,30,5000,,500,0,6.4,0.9,10436.45148,3.444385538,5,0.15,1,1,0,0.2,,,,,,,,,
GT_Gener_NTE,NTE,GT,Gas,3,2030,2060,30,5000,,500,0,9.45,0.8,52471.09321,6.25599525,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_NTE,NTE,ICE,Diesel,3,2030,2060,30,5000,,500,0,10.41544727,1.683166667,28390.51912,3.199244,5,0,1,1,0,0.2,,,,,,,,,
WIND_Gener_NTE,NTE,OnshoreWind,Wind,3,2030,2060,30,770917.5,,500,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
PV_Gener_NTE,NTE,PV,Solar,3,2030,2060,25,581307.75,,500,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_NTE,NTE,ST,Gas,3,2030,2060,30,5000,,500,0,9.4,2,31422.72856,6.2633445,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Gener_NTE,NTE,STO HY,Water,3,2030,2060,50,5000,,500,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
BIOMASS_Gener_OCC,OCC,BiomassPlant,Biomass,3,2030,2060,30,300,,60,0,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
CCGT_Gener_OCC,OCC,CCGT,Gas,3,2030,2060,30,5000,,1000,0,6.4,0.9,10278.23564,2.760017636,5,0.15,1,1,0,0.2,,,,,,,,,
GEO_Gener_OCC,OCC,Geothermal,Geothermal,3,2030,2060,30,5000,,1000,0,0,5.6,75000,12.77159833,5,0,1,1,0,0.05,,,,,,,,,
GT_Gener_OCC,OCC,GT,Gas,3,2030,2060,30,5000,,1000,0,9.45,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_OCC,OCC,ICE,Diesel,3,2030,2060,30,5000,,1000,0,10.41544727,1.683166667,28408.98892,3.199244,5,0,1,1,0,0.2,,,,,,,,,
PV_Gener_OCC,OCC,PV,Solar,3,2030,2060,25,135471,,1000,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_OCC,OCC,ST,Gas,3,2030,2060,30,5000,,1000,0,9.4,2,57445.94096,10.8302285,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Gener_OCC,OCC,STO HY,Water,3,2030,2060,50,5000,,500,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
WIND_Gener_OCC,OCC,OnshoreWind,Wind,3,2030,2060,30,180672,,1000,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
BIOMASS_Gener_ORI,ORI,BiomassPlant,Biomass,3,2030,2060,30,300,,30,0,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
CCGT_Gener_ORI,ORI,CCGT,Gas,3,2030,2060,30,5000,,500,0,6.4,0.9,13178.49914,3.847549133,5,0.15,1,1,0,0.2,,,,,,,,,
GEO_Gener_ORI,ORI,Geothermal,Geothermal,3,2030,2060,30,5000,,500,0,0,5.6,75000,36.22217333,5,0,1,1,0,0.05,,,,,,,,,
GT_Gener_ORI,ORI,GT,Gas,3,2030,2060,30,5000,,500,0,9.45,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_ORI,ORI,ICE,Diesel,3,2030,2060,30,5000,,500,0,10.41544727,1.683166667,28392.27668,3.199244,5,0,1,1,0,0.2,,,,,,,,,
NUCLEAR_Gener_NOR,NOR,Nuclear,Uranium,3,2030,2060,50,0,,1000,0,10.24009604,4,150000,2.24323,5,0.3,0.8,0.8,0,0.05,,,,,,,,,
PV_Gener_ORI,ORI,PV,Solar,3,2030,2060,25,53280.75,,500,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_ORI,ORI,ST,Gas,3,2030,2060,30,5000,,500,0,9.4,2,38757,5.72,5,0,0.8,0.8,0,0.2,,,,,,,,,
STO HY_Gener_ORI,ORI,STO HY,Water,3,2030,2060,50,5000,,500,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,
WIND_Gener_ORI,ORI,OnshoreWind,Wind,3,2030,2060,30,124590,,500,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
CCGT_Gener_PEN,PEN,CCGT,Gas,3,2030,2060,30,5000,,500,0,6.4,0.9,5704.073278,4.3975998,5,0.15,1,1,0,0.2,,,,,,,,,
GT_Gener_PEN,PEN,GT,Gas,3,2030,2060,30,5000,,500,0,9.45,0.8,63496.97234,11.60998813,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_PEN,PEN,ICE,Diesel,3,2030,2060,30,5000,,500,0,10.41544727,1.683166667,108323.5022,15.82519143,5,0,1,1,0,0.2,,,,,,,,,
PV_Gener_PEN,PEN,PV,Solar,3,2030,2060,25,9969.75,,1000,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,
ST_Gener_PEN,PEN,ST,Gas,3,2030,2060,30,5000,,500,0,9.4,2,38757,5.72,5,0,0.8,0.8,0,0.2,,,,,,,,,
WIND_Gener_PEN,PEN,OnshoreWind,Wind,3,2030,2060,30,9967.5,,1000,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
NUCLEAR_Gener_ORI,ORI,Nuclear,Uranium,3,2030,2060,50,0,,1000,0,10.24009604,4,150000,2.24323,5,0.3,0.8,0.8,0,0.05,,,,,,,,,
PV_Candi_SIBC,SIBC,PV,Solar,3,2026,2051,25,42,,4.2,0,,1.316145,19235.96,0,0,0,1,1,0,0,,,,,,,,,
WIND_Candi_SIBC,SIBC,OnshoreWind,Wind,3,2026,2056,30,30,,3,0,,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
PV_Candi_SIBCS,SIBCS,PV,Solar,3,2026,2051,25,56,,5.6,0,,1.316145,19235.96,0,0,0,1,1,0,0,,,,,,,,,
CCGT_Gener_SIBC,SIBC,CCGT,Gas,3,2030,2060,30,5000,,500,0,9.45,0.9,11251.31722,3.155816091,5,0.15,1,1,0,0.2,,,,,,,,,
GEO_Gener_SIBC,SIBC,Geothermal,Geothermal,3,2030,2060,30,5000,,500,0,10.41544727,5.6,52530.00124,13.29393333,5,0,1,1,0,0.05,,,,,,,,,
GT_Gener_SIBC_Diesel,SIBC,GT,Diesel,3,2030,2060,30,5000,,500,0,9.45,0.8,12422.76932,5.21146475,5,0,1,1,0,0.2,,,,,,,,,
GT_Gener_SIBC_Gas,SIBC,GT,Gas,3,2030,2060,30,5000,,500,0,10.41544727,0.8,20650.96977,6.088314,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_SIBC,SIBC,ICE,HFO,3,2030,2060,30,5000,,500,0,10.41544727,1.683166667,30000,17.8327435,5,0,1,1,0,0.2,,,,,,,,,
ST_Gener_SIBC,SIBC,ST,Gas,3,2030,2060,30,5000,,500,0,9.4,2,70132.20715,17.30289,5,0,0.8,0.8,0,0.2,,,,,,,,,
WIND_Gener_SIBC,SIBC,OnshoreWind,Wind,3,2030,2060,30,127842.75,,500,0,9.45,0.9,20000,0,0,0,1,1,0,0,,,,,,,,,
GT_Gener_SIBCS,SIBCS,GT,Diesel,3,2030,2060,30,5000,,1000,0,9.45,0.8,52530.00124,5.254841,5,0,1,1,0,0.2,,,,,,,,,
ICE_Gener_SIBCS,SIBCS,ICE,HFO,3,2030,2060,30,5000,,1000,0,10.41544727,1.683166667,316331.3738,17.8327435,5,0,1,1,0,0.2,,,,,,,,,
PV_Gener_SIBCS,SIBCS,PV,Solar,3,2030,2055,25,97286.25,,500,0,0,1.2,52530.00124,0,0,0,1,1,0,0,,,,,,,,,
WIND_Gener_SIBCS,SIBCS,OnshoreWind,Wind,3,2030,2060,30,139641,,500,0,,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,
Wind_OffShore_Gener_NES,NES,OffshoreWind,Wind,3,2030,2060,30,1453.5,,500,0,0,3,60000,0,0,0,1,1,0,0,,,,,,,,,
Wind_OffShore_Gener_ORI,ORI,OffshoreWind,Wind,3,2030,2060,30,2901.75,,500,0,0,3,60000,0,0,0,1,1,0,0,,,,,,,,,
Wind_OffShore_Gener_PEN,PEN,OffshoreWind,Wind,3,2030,2060,30,41640.75,,500,0,0,3,60000,0,0,0,1,1,0,0,,,,,,,,,
Wind_OffShore_Gener_SIBC,SIBC,OffshoreWind,Wind,3,2030,2060,30,687.75,,209.69859,0,0,3,60000,0,0,0,1,1,0,0,,,,,,,,,
STORAGE_Gener_CEN,CEN,Storage,Battery,3,2030,2060,20,5000,,500,0,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_NES,NES,Storage,Battery,3,2030,2060,20,5000,,500,0,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_NOR,NOR,Storage,Battery,3,2030,2060,20,5000,,500,0,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_NTE,NTE,Storage,Battery,3,2030,2060,20,5000,,500,0,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_OCC,OCC,Storage,Battery,3,2030,2060,20,5000,,500,0,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_ORI,ORI,Storage,Battery,3,2030,2060,20,5000,,500,0,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_PEN,PEN,Storage,Battery,3,2030,2060,20,5000,,500,0,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_SIBC,SIBC,Storage,Battery,3,2030,2060,20,5000,,209.69859,0,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
STORAGE_Gener_SIBCS,SIBCS,Storage,Battery,3,2030,2060,20,5000,,500,0,0,0.3,40000,0,5,0,1,1,0,0.5,,,,,,,,,
BIOMASS_Biomass_049_(1314)_EXI_NES,NES,BiomassPlant,Biomass,1,1978,2008,30,49.3,,,0,23.64172078,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
BIOMASS_Biomass_050_(E_1546_GEN_2015)_EXI_ORI,ORI,BiomassPlant,Biomass,1,2015,2045,30,50,,,0,24.2187451,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
BIOMASS_Biomass_022_(1225)_EXI_ORI,ORI,BiomassPlant,Biomass,1,1978,2008,30,21.5,,,0,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,7,15.6
BIOMASS_Biomass_012_(2375)_EXI_ORI,ORI,BiomassPlant,Biomass,1,1980,2010,30,11.5,,,0,29.62477817,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
BIOMASS_Biomass_045_(E_1398_COG_2015)_EXI_ORI,ORI,BiomassPlant,Biomass,1,2015,2045,30,30.50729476,,,0,20.38154829,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
BIOMASS_Biomass_025_(3519)_EXI_ORI,ORI,BiomassPlant,Biomass,1,1984,2014,30,25.2,,,0,72.2381589,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
BIOMASS_Biomass_001_(E_2025_GEN_2018)_EXI_ORI,ORI,BiomassPlant,Biomass,1,2018,2048,30,1.3,,,0,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,
CCGT_Gas_1288_(E_2245_GEN_2020)_EXI_CEN,CEN,CCGT,Gas,1,2020,2050,30,1287.923,,,0,10.19620614,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_850_(E_1985_GEN_2017)_EXI_CEN,CEN,CCGT,Gas,1,2017,2047,30,850,,,0,8.32972975,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_567_(E_2246_GEN_2020)_EXI_CEN,CEN,CCGT,Gas,1,2020,2050,30,566.688,,,0,9.356731779,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_1161_(E_308_PIE_2004)_EXI_NES,NES,CCGT,Gas,1,2004,2034,30,1161,,,0,8.476550014,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_1154_(E_185_PIE_2001)_EXI_NES,NES,CCGT,Gas,1,2001,2031,30,1153.7,,,0,8.492570489,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_1143_(E_288_PIE_2003)_EXI_NES,NES,CCGT,Gas,1,2003,2033,30,1143.002,,,0,8.874514858,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_987_(E_1692_GEN_2015)_EXI_NES,NES,CCGT,Gas,1,2015,2045,30,987.15,,,0,11.7688653,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_950_(E_1761_GEN_2016)_EXI_NES,NES,CCGT,Gas,1,2016,2046,30,949.8,,,0,8.131153427,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_946_(E_1562_PIE_2015)_EXI_NES,NES,CCGT,Gas,1,2015,2045,30,946.1,,,0,8.121814288,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_532_(E_2046_GEN_2018)_EXI_NES,NES,CCGT,Gas,1,2018,2048,30,532,,,0,7.911061565,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_530_(E_152_PIE_99)_EXI_NES,NES,CCGT,Gas,1,1999,2029,30,530.1,,,0,9.036305255,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_529_(E_128_PIE_98)_EXI_NES,NES,CCGT,Gas,1,1998,2028,30,528.7,,,0,9.968349028,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_522_(E_198_PIE_2001)_EXI_NES,NES,CCGT,Gas,1,2001,2031,30,522,,,0,9.59662739,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_519_(E_208_PIE_2002)_EXI_NES,NES,CCGT,Gas,1,2002,2032,30,518.63,,,0,9.273353547,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_516_(E_165_PIE_2000)_EXI_NES,NES,CCGT,Gas,1,2000,2030,30,515.9,,,0,9.173492085,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_511_(E_1708_GEN_2015)_EXI_NES,NES,CCGT,Gas,1,2015,2045,30,511.12,,,0,10.65187322,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,76.5729604
CCGT_Gas_338_(E_1055_GEN_2013)_EXI_NES,NES,CCGT,Gas,1,2013,2043,30,338,,,0,12.13025436,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_284_(E_167_GEN_2000)_EXI_NES,NES,CCGT,Gas,1,2000,2030,30,284.016,,,0,12.86309844,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_260_(E_094_GEN_98)_EXI_NES,NES,CCGT,Gas,1,1998,2028,30,260.3,,,0,11.28663442,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
CCGT_Gas_232_(E_133_PIE_99)_EXI_NES,NES,CCGT,Gas,1,1999,2029,30,232.47,,,0,9.710170396,0.9,30000,2,5,0.15,1,1,0,0.2,,,,,,,,,
