g,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
MEX_South_Wind,Q1,d1,3.0999999999999996E-2,1.4444444444444446E-2,4.8888888888888897E-3,3.1111111111111114E-3,3.666666666666667E-3,6.7777777777777775E-3,1.3000000000000001E-2,9.0000000000000011E-3,1.1111111111111112E-4,7.0000000000000001E-3,3.9222222222222228E-2,9.555555555555556E-2,0.1667777777777778,0.23988888888888893,0.30355555555555552,0.34666666666666668,0.36222222222222222,0.36588888888888893,0.3368888888888889,0.27666666666666662,0.17277777777777778,9.0777777777777791E-2,5.8333333333333334E-2,4.1666666666666664E-2
MEX_South_Wind,Q1,d2,2.4555555555555556E-2,2.1666666666666667E-2,2.2444444444444447E-2,2.7555555555555555E-2,3.9222222222222235E-2,6.0333333333333322E-2,8.5555555555555565E-2,9.944444444444446E-2,2.7333333333333334E-2,1.7555555555555557E-2,8.6666666666666663E-3,5.5555555555555558E-3,4.4444444444444444E-3,7.0000000000000001E-3,1.4444444444444446E-2,2.788888888888889E-2,4.5111111111111109E-2,8.0222222222222236E-2,9.5666666666666678E-2,4.2555555555555555E-2,1.8555555555555561E-2,2.8000000000000001E-2,3.5555555555555556E-2,3.4666666666666672E-2
MEX_South_Wind,Q1,d3,3.2666666666666663E-2,1.5777777777777779E-2,8.4444444444444454E-3,7.0000000000000001E-3,8.6666666666666663E-3,1.4333333333333333E-2,2.2000000000000002E-2,1.5555555555555557E-2,5.6666666666666671E-3,1.2222222222222223E-2,4.6333333333333337E-2,0.10455555555555557,0.17933333333333337,0.2563333333333333,0.32144444444444448,0.36577777777777781,0.38388888888888884,0.38311111111111118,0.3285555555555556,0.2553333333333333,0.16466666666666663,9.0888888888888894E-2,5.9666666666666673E-2,4.5333333333333337E-2
MEX_South_Wind,Q1,d4,4.2333333333333327E-2,2.233333333333333E-2,9.7777777777777776E-3,5.3333333333333332E-3,6.4444444444444445E-3,1.2777777777777779E-2,2.1111111111111112E-2,1.588888888888889E-2,5.8888888888888897E-3,1.2E-2,4.0333333333333339E-2,9.3333333333333324E-2,0.15577777777777777,0.22077777777777779,0.2794444444444445,0.33655555555555561,0.37355555555555559,0.37822222222222224,0.31722222222222229,0.23988888888888893,0.16588888888888889,0.10511111111111113,7.2888888888888892E-2,5.577777777777778E-2
MEX_South_Wind,Q1,d5,4.5000000000000005E-2,2.8000000000000001E-2,1.5285714285714288E-2,0.01,1.0999999999999999E-2,1.9E-2,3.0142857142857141E-2,1.6714285714285713E-2,8.8571428571428586E-3,2.3714285714285716E-2,2.9714285714285717E-2,3.785714285714286E-2,6.5999999999999989E-2,0.10257142857142856,0.13671428571428573,0.16500000000000001,0.17885714285714288,0.18857142857142858,0.18257142857142858,0.13414285714285715,8.7714285714285731E-2,6.0571428571428568E-2,4.7714285714285709E-2,4.357142857142858E-2
MEX_South_Wind,Q2,d1,9.4666666666666677E-2,6.4444444444444457E-2,3.6333333333333336E-2,1.8222222222222223E-2,7.7777777777777784E-3,3.2222222222222222E-3,2.5555555555555557E-3,3.0000000000000005E-3,7.5555555555555558E-3,6.4444444444444453E-3,3.8888888888888892E-3,2.4444444444444448E-3,1.2222222222222222E-3,1.2222222222222221E-2,4.0111111111111111E-2,7.2000000000000008E-2,9.4444444444444456E-2,0.10322222222222223,0.11244444444444442,0.11499999999999999,9.6000000000000002E-2,8.8555555555555554E-2,9.6888888888888886E-2,0.10355555555555557
MEX_South_Wind,Q2,d2,8.9874999999999997E-2,5.9000000000000011E-2,3.6375000000000005E-2,1.9125000000000003E-2,1.025E-2,1.2749999999999999E-2,2.3749999999999997E-2,1.0000000000000002E-2,2.1125000000000001E-2,5.7500000000000002E-2,0.10824999999999999,0.16950000000000001,0.23262499999999997,0.29587499999999994,0.34700000000000003,0.40125000000000005,0.44462499999999999,0.47887500000000005,0.45775000000000005,0.39987500000000004,0.329125,0.2485,0.18437500000000001,0.141125
MEX_South_Wind,Q2,d3,5.9222222222222225E-2,2.8333333333333335E-2,8.0000000000000002E-3,2.2222222222222222E-3,2.4444444444444448E-3,5.8888888888888888E-3,1.0111111111111111E-2,3.666666666666667E-3,4.333333333333334E-3,4.1111111111111114E-3,2.4444444444444444E-3,4.4444444444444444E-3,2.222222222222222E-2,5.0666666666666672E-2,8.0444444444444443E-2,9.7555555555555562E-2,9.0333333333333349E-2,7.2888888888888906E-2,6.1000000000000006E-2,5.4111111111111124E-2,4.8111111111111104E-2,5.1333333333333328E-2,5.9222222222222225E-2,7.4222222222222231E-2
MEX_South_Wind,Q2,d4,4.4222222222222225E-2,1.9555555555555555E-2,6.3333333333333332E-3,1.7777777777777779E-3,2.6666666666666666E-3,7.888888888888888E-3,1.7888888888888888E-2,8.2222222222222228E-3,1.3222222222222224E-2,1.5222222222222224E-2,1.9111111111111106E-2,2.6555555555555558E-2,3.5777777777777776E-2,4.6777777777777779E-2,6.1888888888888896E-2,8.1111111111111106E-2,9.3111111111111103E-2,0.10477777777777778,0.11955555555555557,0.12000000000000001,0.11033333333333332,9.8000000000000018E-2,8.4777777777777785E-2,7.0666666666666669E-2
MEX_South_Wind,Q2,d5,4.4111111111111115E-2,4.8222222222222229E-2,5.1444444444444438E-2,4.7555555555555559E-2,4.8222222222222229E-2,5.4333333333333338E-2,4.9666666666666671E-2,7.1666666666666684E-2,9.9333333333333329E-2,0.11255555555555552,0.11355555555555556,0.11933333333333332,0.12811111111111112,0.13,0.12322222222222225,0.11488888888888889,0.10522222222222222,9.4666666666666677E-2,7.3555555555555568E-2,5.5555555555555552E-2,5.1888888888888894E-2,4.844444444444445E-2,4.4444444444444446E-2,3.8777777777777772E-2
