z,tech,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
CEN,PV,Q1,d1,,,,,,,0.00755555555555556,0.356833333333333,0.561388888888889,0.684722222222222,0.758277777777778,0.794,0.800944444444444,0.784722222222222,0.739944444444444,0.656944444444444,0.525388888888889,0.314388888888889,0.0407222222222222,,,,,
CEN,PV,Q1,d2,,,,,,,,0.392333333333333,0.542777777777778,0.674,0.748833333333333,0.786944444444444,0.794111111111111,0.773166666666667,0.724,0.635944444444444,0.498888888888889,0.275611111111111,0.0176666666666667,,,,,
CEN,PV,Q1,d3,,,,,,,0.00644444444444444,0.351888888888889,0.556666666666667,0.680722222222222,0.749166666666667,0.782833333333333,0.790555555555556,0.772833333333333,0.728,0.647666666666667,0.5225,0.316666666666667,0.0445,,,,,
CEN,PV,Q1,d4,,,,,,,0.006,0.316388888888889,0.529,0.658055555555556,0.729777777777778,0.766388888888889,0.776333333333333,0.757388888888889,0.710888888888889,0.6285,0.503,0.305166666666667,0.0471666666666667,,,,,
CEN,PV,Q1,d5,,,,,,,0.0128571428571429,0.230857142857143,0.399357142857143,0.520928571428571,0.598928571428571,0.638785714285714,0.647214285714286,0.629571428571429,0.578785714285714,0.490785714285714,0.373285714285714,0.222142857142857,0.0525714285714286,,,,,
CEN,PV,Q2,d1,,,,,,,0.0756666666666667,0.262722222222222,0.442388888888889,0.561888888888889,0.638444444444445,0.680222222222222,0.690555555555556,0.675333333333333,0.632444444444444,0.552222222222222,0.433666666666667,0.266444444444444,0.083,,,,,
CEN,PV,Q2,d2,,,,,,,0.0238125,0.3033125,0.5075,0.636625,0.7149375,0.7541875,0.763,0.7435625,0.6855625,0.5846875,0.4573125,0.2963125,0.09675,,,,,
CEN,PV,Q2,d3,,,,,,,0.0267222222222222,0.225555555555556,0.423833333333333,0.564166666666667,0.650611111111111,0.696777777777778,0.712388888888889,0.697722222222222,0.647833333333333,0.555055555555556,0.421111111111111,0.243666666666667,0.0728888888888889,,,,,
CEN,PV,Q2,d4,,,,,,,0.0691666666666667,0.235388888888889,0.414166666666667,0.539111111111111,0.618833333333333,0.661944444444444,0.677777777777778,0.662611111111111,0.616833333333333,0.534777777777778,0.415,0.256722222222222,0.081,,,,,
CEN,PV,Q2,d5,,,,,,,0.0312222222222222,0.139222222222222,0.289,0.449222222222222,0.553388888888889,0.605166666666667,0.605277777777778,0.564444444444445,0.488888888888889,0.378722222222222,0.264111111111111,0.146888888888889,0.0411111111111111,,,,,
CEN,PV,Q3,d1,,,,,,,0.001,0.0672222222222222,0.198722222222222,0.322055555555556,0.409833333333333,0.482722222222222,0.521611111111111,0.499611111111111,0.4415,0.350833333333333,0.2275,0.0994444444444444,0.00738888888888889,,,,,
CEN,PV,Q3,d2,,,,,,,0.0410555555555556,0.195388888888889,0.359555555555556,0.487722222222222,0.601833333333333,0.650555555555556,0.650055555555556,0.616388888888889,0.545055555555556,0.436222222222222,0.284166666666667,0.142555555555556,0.0309444444444444,,,,,
CEN,PV,Q3,d3,,,,,,,0.0301111111111111,0.170611111111111,0.356444444444444,0.510277777777778,0.616333333333333,0.670722222222222,0.677666666666667,0.648111111111111,0.579277777777778,0.456,0.301333333333333,0.152166666666667,0.0324444444444444,,,,,
CEN,PV,Q3,d4,,,,,,,0.00461111111111111,0.0997777777777778,0.252166666666667,0.392666666666667,0.4905,0.568222222222222,0.587944444444444,0.555944444444444,0.496055555555556,0.3935,0.261666666666667,0.126444444444444,0.0185,,,,,
CEN,PV,Q3,d5,,,,,,,,0.0415,0.1632,0.3297,0.4606,0.5534,0.5776,0.5547,0.4957,0.3983,0.2666,0.1086,0.0053,,,,,
CEN,PV,Q4,d1,,,,,,,,0.0669444444444445,0.228888888888889,0.390666666666667,0.511888888888889,0.580777777777778,0.606722222222222,0.600166666666667,0.564277777777778,0.499166666666667,0.359222222222222,0.157722222222222,0.00188888888888889,,,,,
CEN,PV,Q4,d2,,,,,,,,0.125166666666667,0.332055555555556,0.495111111111111,0.643611111111111,0.715666666666667,0.731611111111111,0.709444444444444,0.6415,0.518722222222222,0.384,0.2135,0.0116111111111111,,,,,
CEN,PV,Q4,d3,,,,,,,,0.115277777777778,0.354111111111111,0.542111111111111,0.668611111111111,0.743833333333333,0.769111111111111,0.750055555555556,0.688666666666667,0.578444444444444,0.419388888888889,0.218388888888889,0.00511111111111111,,,,,
CEN,PV,Q4,d4,,,,,,,,0.102388888888889,0.368111111111111,0.562222222222222,0.675222222222222,0.737277777777778,0.755944444444444,0.738166666666667,0.689555555555555,0.599277777777778,0.453555555555556,0.260777777777778,,,,,,
CEN,PV,Q4,d5,,,,,,,,0.0827222222222222,0.309,0.499166666666667,0.617222222222222,0.686333333333333,0.718777777777778,0.715722222222222,0.678777777777778,0.599611111111111,0.452,0.222722222222222,0.00188888888888889,,,,,
CEN,OnshoreWind,Q1,d1,0.002,,,,0.001,0.009,0.025,0.026,0.001,0.009,0.043,0.095,0.175,0.263,0.334,0.345,0.317,0.298,0.295,0.218,0.101,0.031,0.021,0.011
CEN,OnshoreWind,Q1,d2,0.021,0.005,0.001,0.003,0.013,0.045,0.074,0.054,,,,,,,0.004,0.027,0.041,0.067,0.077,0.023,0.008,0.005,,
CEN,OnshoreWind,Q1,d3,0.045,0.016,0.003,,,0.001,0.001,0.001,,0.014,0.063,0.135,0.209,0.291,0.364,0.427,0.461,0.459,0.385,0.248,0.135,0.069,0.032,0.008
CEN,OnshoreWind,Q1,d4,0.079,0.053,0.023,0.011,0.016,0.03,0.048,0.028,0.002,0.003,0.025,0.071,0.124,0.172,0.213,0.241,0.259,0.282,0.241,0.169,0.103,0.059,0.064,0.076
CEN,OnshoreWind,Q1,d5,0.029,0.018,0.005,0.002,0.005,0.017,0.038,0.023,0.003,,,0.005,0.05,0.103,0.161,0.212,0.241,0.28,0.297,0.243,0.195,0.133,0.09,0.068
CEN,OnshoreWind,Q2,d1,0.081,0.069,0.038,0.017,0.009,0.003,0.001,0.001,,0.001,0.004,0.005,0.004,,,0.001,0.021,0.043,0.084,0.128,0.121,0.168,0.27,0.317
CEN,OnshoreWind,Q2,d2,0.168,0.137,0.124,0.079,0.036,0.009,0.005,0.005,0.025,0.058,0.09,0.143,0.222,0.315,0.394,0.475,0.525,0.527,0.432,0.325,0.203,0.121,0.085,0.061
CEN,OnshoreWind,Q2,d3,0.101,0.068,0.029,0.007,0.001,,,,,,,,,0.019,0.037,0.049,0.049,0.038,0.027,0.02,0.035,0.068,0.088,0.103
CEN,OnshoreWind,Q2,d4,0.009,0.01,0.004,0.001,0.002,0.002,0.003,,,,,,,,0.003,0.019,0.012,0.004,0.002,0.001,0.003,0.023,0.088,0.15
CEN,OnshoreWind,Q2,d5,0.133,0.126,0.141,0.159,0.169,0.132,0.076,0.028,,,0.004,0.009,0.011,0.012,0.015,0.014,0.01,0.007,0.004,0.001,,,,0.007
CEN,OnshoreWind,Q3,d1,0.025,0.017,0.009,0.005,0.001,,,,,0.005,0.028,0.036,0.035,0.032,0.03,0.027,0.032,0.041,0.042,0.025,0.005,,,
CEN,OnshoreWind,Q3,d2,0.05,0.035,0.03,0.012,0.004,0.02,0.067,0.07,0.079,0.081,0.079,0.079,0.078,0.072,0.068,0.065,0.068,0.061,0.039,0.017,0.003,0.001,0.002,0.005
CEN,OnshoreWind,Q3,d3,0.021,0.014,0.024,0.054,0.101,0.149,0.158,0.046,0.018,0.047,0.059,0.06,0.055,0.047,0.039,0.035,0.033,0.028,0.018,0.008,0.005,0.007,0.011,0.014
CEN,OnshoreWind,Q3,d4,0.039,0.043,0.044,0.029,0.008,,,,,0.004,0.008,0.012,0.015,0.018,0.023,0.038,0.06,0.058,0.048,0.035,0.015,0.007,0.004,0.002
CEN,OnshoreWind,Q3,d5,0.009,0.009,0.019,0.037,0.043,0.038,0.033,0.021,0.001,0.002,0.005,0.009,0.012,0.013,0.013,0.012,0.009,0.007,0.003,0.001,0.006,0.021,0.035,0.053
CEN,OnshoreWind,Q4,d1,0.02,0.046,0.102,0.152,0.205,0.24,0.241,0.22,0.117,0.018,0.002,,0.001,0.005,0.015,0.024,0.036,0.05,0.029,0.006,0.007,0.041,0.12,0.194
CEN,OnshoreWind,Q4,d2,0.026,0.037,0.06,0.083,0.11,0.137,0.157,0.124,0.04,0.003,,,,,0.002,0.005,0.007,0.005,0.002,,0.002,0.007,0.007,0.004
CEN,OnshoreWind,Q4,d3,0.104,0.12,0.145,0.181,0.234,0.308,0.386,0.341,0.152,0.048,0.008,0.003,0.001,0.001,,,0.002,0.005,0.005,0.003,0.025,0.058,0.098,0.131
CEN,OnshoreWind,Q4,d4,0.008,0.012,0.009,0.009,0.011,0.02,0.034,0.039,0.008,0.001,,,,,0.004,0.01,0.025,0.084,0.155,0.125,0.071,0.033,0.011,0.002
CEN,OnshoreWind,Q4,d5,0.003,0.003,0.004,0.003,0.005,0.008,0.012,0.018,0.01,0.045,0.056,0.046,0.049,0.067,0.084,0.082,0.079,0.109,0.101,0.049,0.017,0.004,0.004,0.011
NES,PV,Q1,d1,,,,,,,0.000111111111111111,0.274666666666667,0.437333333333333,0.549444444444445,0.595666666666667,0.612111111111111,0.626666666666666,0.637,0.625777777777778,0.606444444444445,0.547555555555556,0.368777777777778,0.108666666666667,,,,,
NES,PV,Q1,d2,,,,,,,,0.280777777777778,0.513555555555556,0.599333333333333,0.691777777777778,0.732888888888889,0.733777777777778,0.721222222222222,0.707666666666667,0.637444444444444,0.466333333333333,0.239777777777778,0.0274444444444444,,,,,
NES,PV,Q1,d3,,,,,,,,0.302555555555556,0.453222222222222,0.594111111111111,0.626111111111111,0.642888888888889,0.682333333333333,0.628,0.558777777777778,0.516,0.45,0.306444444444444,0.0538888888888889,,,,,
NES,PV,Q1,d4,,,,,,,0.000111111111111111,0.384111111111111,0.558444444444444,0.688666666666667,0.710444444444444,0.708444444444445,0.721777777777778,0.693111111111111,0.628888888888889,0.589666666666667,0.522222222222222,0.336666666666667,0.0745555555555556,,,,,
NES,PV,Q1,d5,,,,,,,0.008,0.302285714285714,0.438142857142857,0.483,0.513285714285714,0.541142857142857,0.54,0.520714285714286,0.504428571428571,0.460428571428571,0.397428571428571,0.316,0.147857142857143,,,,,
