g,z,tech,fuel,Status,StYr,RetrYr,Life,Capacity,UnitSize,BuildLimitperYear,DescreteCap,HeatRate,Capex,FOMperMW,VOM,ReserveCost,MinLimitShare,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,MinGenCommitment,HoursOn,HoursOff,minUT,minDT,StUpCost,InitialOn,fuel2,HeatRate2
CCGT_Candi_CEN,1,2,1,3,2033,2060,30,837.85272216796875,0,837.85272216796875,0,6.4,0.9,27309.730253137699,6.3733059999999995,5,0.15,1,1,0,0.2,,,,,,,,,0
PV_Candi_CEN,1,6,7,3,2032,2060,25,725,0,725,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
ST_Candi_CEN,1,13,1,3,2024,2060,30,136.6177978515625,0,136.6177978515625,0,9.4,2,38757,5.72,5,0,0.8,0.8,0,0.2,,,,,,,,,0
STO HY_Candi_CEN,1,4,10,3,2027,2060,50,26.864999999999998,0,26.864999999999998,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0
CCGT_Candi_NES,6,2,1,3,2035,2060,30,520.37933349609375,0,520.37933349609375,0,6.4,0.9,8291.0412887056464,2.882959350000001,5,0.15,1,1,0,0.2,,,,,,,,,0
CCGTH2_Candi_NES,6,29,33,3,2036,2060,30,1079.7642059326172,0,1079.7642059326172,0,6.4,0.9,30000.000000000004,2,,,,,,,,,,,,,,,0
GT_Candi_NES,6,1,1,3,2032,2060,30,875.00000762939453,0,875.00000762939453,0,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,,0
PV_Candi_NES,6,6,7,3,2030,2060,25,2700,0,2700,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
STO HY_Candi_NES,6,4,10,3,2029,2060,50,30.486800000000002,0,30.486800000000002,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0
WIND_Candi_NES,6,5,8,3,2026,2060,30,6088,0,608.79999999999995,0,0,0.9,25273.010000000002,0,0,0,1,1,0,0,,,,,,,,,0
CCGTH2_Candi_NOR,4,29,33,3,2035,2060,30,1674.1869201660156,0,1674.1869201660156,0,6.4,0.9,30000.000000000004,2,,,,,,,,,,,,,,,0
NUCLEAR_Candi_NOR,4,18,9,3,2036,2060,50,600,0,600,1,10.240096038415366,4,150000,2.2432300000000001,5,0.3,0.8,0.8,0,0.05,,,,,,,,,0
PV_Candi_NOR,4,6,7,3,2027,2060,25,2215,0,2215,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
STO HY_Candi_NOR,4,4,10,3,2028,2060,50,116.813,0,116.813,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0
WIND_Candi_NOR,4,5,8,3,2026,2060,30,21,0,21,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,0
CCGT_Candi_NTE,5,2,1,3,2033,2060,30,960.262939453125,0,960.262939453125,0,6.4,0.9,10436.451484779533,3.4443855384615385,5,0.15,1,1,0,0.2,,,,,,,,,0
ICE_Candi_NTE,5,10,3,3,2024,2060,30,406.49246215820313,0,406.49246215820313,0,10.41544727496,1.6831666666666665,28390.51911938396,3.1992440000000002,5,0,1,1,0,0.2,,,,,,,,,0
PV_Candi_NTE,5,6,7,3,2027,2060,25,2876,0,2876,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
STO HY_Candi_NTE,5,4,10,3,2028,2060,50,35.82,0,35.82,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0
WIND_Candi_NTE,5,5,8,3,2026,2060,30,330,0,330,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,0
CCGT_Candi_OCC,3,2,1,3,2037,2060,30,3243.6178283691406,0,3243.6178283691406,0,6.4,0.9,10278.235643763164,2.7600176363636364,5,0.15,1,1,0,0.2,,,,,,,,,0
ICE_Candi_OCC,3,10,3,3,2024,2060,30,406.49246215820313,0,406.49246215820313,0,10.41544727496,1.6831666666666665,28408.98891966759,3.1992440000000002,5,0,1,1,0,0.2,,,,,,,,,0
PV_Candi_OCC,3,6,7,3,2027,2060,25,5275,0,5275,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
STO HY_Candi_OCC,3,4,10,3,2030,2060,50,293.13249999999999,0,293.13249999999999,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0
WIND_Candi_OCC,3,5,8,3,2026,2060,30,182,0,182,0,0,0.9,25273.010000000002,0,0,0,1,1,0,0,,,,,,,,,0
CCGT_Candi_ORI,2,2,1,3,2037,2060,30,2474.5682678222656,0,2474.5682678222656,0,6.4,0.9,13178.499142196211,3.8475491333333331,5,0.15,1,1,0,0.2,,,,,,,,,0
CCGTH2_Candi_ORI,2,29,33,3,2035,2060,30,1031.9074172973633,0,1031.9074172973633,0,6.4,0.9,30000.000000000004,2,,,,,,,,,,,,,,,0
GT_Candi_ORI,2,1,1,3,2031,2060,30,463.00001525878906,0,463.00001525878906,0,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,,0
NUCLEAR_Candi_ORI,2,18,9,3,2034,2060,50,1800,0,1800,1,10.240096038415366,4,150000,2.2432300000000001,5,0.3,0.8,0.8,0,0.05,,,,,,,,,0
PV_Candi_ORI,2,6,7,3,2031,2060,25,2045,0,2045,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
STO HY_Candi_ORI,2,4,10,3,2029,2060,50,1270.8354999999999,0,1270.8354999999999,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0
WIND_Candi_ORI,2,5,8,3,2028,2060,30,2599,0,259.89999999999998,0,0,0.9,25273.010000000002,0,0,0,1,1,0,0,,,,,,,,,0
CCGT_Candi_PEN,7,2,1,3,2024,2060,30,1546.9349975585938,0,1546.9349975585938,0,6.4,0.9,5704.0732779963764,4.3975998000000001,5,0.15,1,1,0,0.2,,,,,,,,,0
CCGTH2_Candi_PEN,7,29,33,3,2036,2060,30,986.92901611328125,0,986.92901611328125,0,6.4,0.9,30000.000000000004,2,,,,,,,,,,,,,,,0
PV_Candi_PEN,7,6,7,3,2027,2060,25,537,0,537,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
WIND_Candi_PEN,7,5,8,3,2026,2060,30,935,0,93.5,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,0
ST_Candi_CEN_0140,1,13,1,3,2010,2020,30,140.43519592285156,0,140.43519592285156,0,9.4,2,38757,5.72,5,0,0.8,0.8,0,0.2,,,,,,,,,0
CCGT_Candi_NES_1050,6,2,1,3,2030,2020,30,1049.9434814453125,0,1049.9434814453125,0,6.4,0.9,8291.0412887056464,2.882959350000001,5,0.15,1,1,0,0.2,,,,,,,,,0
CCGT_Candi_NOR_1045,4,2,1,3,2030,2020,30,1045.15283203125,0,1045.15283203125,0,6.4,0.9,12813.728498246668,2.9637054385000003,5,0.15,1,1,0,0.2,,,,,,,,,0
CCGT_Candi_NTE_0462,5,2,1,3,2030,2020,30,461.54168701171875,0,461.54168701171875,0,6.4,0.9,10436.451484779533,3.4443855384615385,5,0.15,1,1,0,0.2,,,,,,,,,0
CCGT_Candi_OCC_0432,3,2,1,3,2030,2020,30,432.27215576171875,0,432.27215576171875,0,6.4,0.9,10278.235643763164,2.7600176363636364,5,0.15,1,1,0,0.2,,,,,,,,,0
CCGT_Candi_ORI_0524,2,2,1,3,2030,2020,30,524.1512451171875,0,524.1512451171875,0,6.4,0.9,13178.499142196211,3.8475491333333331,5,0.15,1,1,0,0.2,,,,,,,,,0
GEO_Candi_ORI,2,19,11,3,2010,2020,30,14.168093681335449,0,14.168093681335449,0,0,5.6,75000,1,5,0,1,1,0,0.05,,,,,,,,,0
CCGT_Candi_PEN_0521,7,2,1,3,2030,2020,30,520.65228271484375,0,520.65228271484375,0,6.4,0.9,5704.0732779963764,4.3975998000000001,5,0.15,1,1,0,0.2,,,,,,,,,0
BIOMASS_Gener_CEN,1,11,12,4,2030,2060,30,300,0,30,0,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,0
CCGT_Gener_CEN,1,2,1,4,2030,2060,30,5000,0,500,0,6.4,0.9,27309.730253137699,6.3733059999999995,5,0.15,1,1,0,0.2,,,,,,,,,0
COAL_Gener_CEN,1,3,6,4,2030,2060,30,5000,0,500,0,9.4,2,60000,2.735824,5,0.1,0.8,0.8,0,0.05,,,,,,,,,0
GT_Gener_CEN,1,1,1,4,2030,2060,30,5000,0,500,0,9.4499999999999993,0.8,20000,3.2044070000000007,5,0,1,1,0,0.2,,,,,,,,,0
ICE_Gener_CEN,1,10,3,4,2030,2060,30,5000,0,500,0,10.41544727496,1.6831666666666665,28374.700349423056,3.1992440000000002,5,0,1,1,0,0.2,,,,,,,,,0
WIND_Gener_CEN,1,5,8,4,2030,2060,30,17814.75,0,500,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,0
PV_Gener_CEN,1,6,7,4,2030,2060,25,11007.75,0,500,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
ST_Gener_CEN,1,13,1,4,2030,2060,30,5000,0,500,0,9.4,2,37454.913567858406,4.1557664999999995,5,0,0.8,0.8,0,0.2,,,,,,,,,0
STO HY_Gener_CEN,1,4,10,4,2030,2060,50,5000,0,500,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0
CCGT_Gener_NES,6,2,1,4,2030,2060,30,5000,0,500,0,6.4,0.9,8291.0412887056464,2.882959350000001,5,0.15,1,1,0,0.2,,,,,,,,,0
COAL_Gener_NES,6,3,6,4,2030,2060,30,5000,0,500,0,9.4,2,60000,2.735824,5,0.1,0.8,0.8,0,0.05,,,,,,,,,0
GT_Gener_NES,6,1,1,4,2030,2060,30,5000,0,500,0,9.4499999999999993,0.8,48026.765045674947,6.5546179999999996,5,0,1,1,0,0.2,,,,,,,,,0
ICE_Gener_NES,6,10,3,4,2030,2060,30,5000,0,500,0,10.41544727496,1.6831666666666665,14186.677761036975,1.5996220000000001,5,0,1,1,0,0.2,,,,,,,,,0
PV_Gener_NES,6,6,7,4,2030,2060,25,116601,0,1000,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
ST_Gener_NES,6,13,1,4,2030,2060,30,5000,0,500,0,9.4,2,7207.664556962025,0.55683050000000001,5,0,0.8,0.8,0,0.2,,,,,,,,,0
STO HY_Gener_NES,6,4,10,4,2030,2060,50,5000,0,500,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0
WIND_Gener_NES,6,5,8,4,2030,2060,30,138916.5,0,1000,0,0,0.9,25273.010000000002,0,0,0,1,1,0,0,,,,,,,,,0
CCGT_Gener_NOR,4,2,1,4,2030,2060,30,5000,0,500,0,6.4,0.9,12813.728498246668,2.9637054385000003,5,0.15,1,1,0,0.2,,,,,,,,,0
GT_Gener_NOR,4,1,1,4,2030,2060,30,5000,0,500,0,9.4499999999999993,0.8,29186.353523093974,11.479826666666668,5,0,1,1,0,0.2,,,,,,,,,0
ICE_Gener_NOR,4,10,3,4,2030,2060,30,5000,0,500,0,10.41544727496,1.6831666666666665,31090.604503243696,6.8406274444444444,5,0,1,1,0,0.2,,,,,,,,,0
PV_Gener_NOR,4,6,7,4,2030,2060,25,218592.75,0,1000,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
ST_Gener_NOR,4,13,1,4,2030,2060,30,5000,0,500,0,9.4,2,59343.421258720809,6.8182078571428573,5,0,0.8,0.8,0,0.2,,,,,,,,,0
STO HY_Gener_NOR,4,4,10,4,2030,2060,50,5000,0,500,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0
WIND_Gener_NOR,4,5,8,4,2030,2060,30,257359.5,0,1000,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,0
CCGT_Gener_NTE,5,2,1,4,2030,2060,30,5000,0,500,0,6.4,0.9,10436.451484779533,3.4443855384615385,5,0.15,1,1,0,0.2,,,,,,,,,0
GT_Gener_NTE,5,1,1,4,2030,2060,30,5000,0,500,0,9.4499999999999993,0.8,52471.093205975529,6.2559952499999998,5,0,1,1,0,0.2,,,,,,,,,0
ICE_Gener_NTE,5,10,3,4,2030,2060,30,5000,0,500,0,10.41544727496,1.6831666666666665,28390.51911938396,3.1992440000000002,5,0,1,1,0,0.2,,,,,,,,,0
WIND_Gener_NTE,5,5,8,4,2030,2060,30,770917.5,0,500,0,0,0.9,25273.01,0,0,0,1,1,0,0,,,,,,,,,0
PV_Gener_NTE,5,6,7,4,2030,2060,25,581307.75,0,500,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
ST_Gener_NTE,5,13,1,4,2030,2060,30,5000,0,500,0,9.4,2,31422.728563231045,6.2633445000000005,5,0,0.8,0.8,0,0.2,,,,,,,,,0
STO HY_Gener_NTE,5,4,10,4,2030,2060,50,5000,0,500,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0
BIOMASS_Gener_OCC,3,11,12,4,2030,2060,30,300,0,60,0,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,0
CCGT_Gener_OCC,3,2,1,4,2030,2060,30,5000,0,1000,0,6.4,0.9,10278.235643763164,2.7600176363636364,5,0.15,1,1,0,0.2,,,,,,,,,0
GEO_Gener_OCC,3,19,11,4,2030,2060,30,5000,0,1000,0,0,5.6,75000,12.771598333333335,5,0,1,1,0,0.05,,,,,,,,,0
GT_Gener_OCC,3,1,1,4,2030,2060,30,5000,0,1000,0,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,,0
ICE_Gener_OCC,3,10,3,4,2030,2060,30,5000,0,1000,0,10.41544727496,1.6831666666666665,28408.98891966759,3.1992440000000002,5,0,1,1,0,0.2,,,,,,,,,0
PV_Gener_OCC,3,6,7,4,2030,2060,25,135471,0,1000,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
ST_Gener_OCC,3,13,1,4,2030,2060,30,5000,0,1000,0,9.4,2,57445.94096145386,10.830228499999999,5,0,0.8,0.8,0,0.2,,,,,,,,,0
STO HY_Gener_OCC,3,4,10,4,2030,2060,50,5000,0,500,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0
WIND_Gener_OCC,3,5,8,4,2030,2060,30,180672,0,1000,0,0,0.9,25273.010000000002,0,0,0,1,1,0,0,,,,,,,,,0
BIOMASS_Gener_ORI,2,11,12,4,2030,2060,30,300,0,30,0,12.5,1.5,100000,2.5,5,0,0.8,0.8,0,0.05,,,,,,,,,0
CCGT_Gener_ORI,2,2,1,4,2030,2060,30,5000,0,500,0,6.4,0.9,13178.499142196211,3.8475491333333331,5,0.15,1,1,0,0.2,,,,,,,,,0
GEO_Gener_ORI,2,19,11,4,2030,2060,30,5000,0,500,0,0,5.6,75000,36.222173333333338,5,0,1,1,0,0.05,,,,,,,,,0
GT_Gener_ORI,2,1,1,4,2030,2060,30,5000,0,500,0,9.4499999999999993,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,,0
ICE_Gener_ORI,2,10,3,4,2030,2060,30,5000,0,500,0,10.41544727496,1.6831666666666665,28392.276679841903,3.1992440000000002,5,0,1,1,0,0.2,,,,,,,,,0
NUCLEAR_Gener_NOR,4,18,9,4,2030,2060,50,0,0,1000,0,10.240096038415366,4,150000,2.2432300000000001,5,0.3,0.8,0.8,0,0.05,,,,,,,,,0
PV_Gener_ORI,2,6,7,4,2030,2060,25,53280.75,0,500,0,0,1.2,15000,0,0,0,1,1,0,0,,,,,,,,,0
ST_Gener_ORI,2,13,1,4,2030,2060,30,5000,0,500,0,9.4,2,38757,5.72,5,0,0.8,0.8,0,0.2,,,,,,,,,0
STO HY_Gener_ORI,2,4,10,4,2030,2060,50,5000,0,500,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0
WIND_Gener_ORI,2,5,8,4,2030,2060,30,124590,0,500,0,0,0.9,25273.010000000002,0,0,0,1,1,0,0,,,,,,,,,0
CCGT_Gener_PEN,7,2,1,4,2030,2060,30,5000,0,500,0,6.4,0.9,5704.0732779963764,4.3975998000000001,5,0.15,1,1,0,0.2,,,,,,,,,0
