z,tech,q,d,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
GuineaBissau,PV,dry,3,0,0,0,0,0,0,0,0.012,0.193,0.414,0.579,0.681,0.718,0.717,0.668,0.557,0.399,0.194,0.021,0,0,0,0,0
GuineaBissau,PV,dry,4,0,0,0,0,0,0,0,0.003,0.08,0.194,0.295,0.369,0.416,0.411,0.315,0.226,0.142,0.056,0.002,0,0,0,0,0
GuineaBissau,PV,wet,1,0,0,0,0,0,0,0,0.021,0.099,0.202,0.286,0.35,0.388,0.403,0.394,0.351,0.269,0.147,0.036,0,0,0,0,0
GuineaBissau,PV,wet,2,0,0,0,0,0,0,0,0.01,0.056,0.1,0.154,0.209,0.269,0.283,0.267,0.227,0.17,0.093,0.023,0,0,0,0,0
GuineaBissau,PV,wet,3,0,0,0,0,0,0,0,0.014,0.254,0.478,0.631,0.72,0.757,0.756,0.715,0.616,0.452,0.239,0.025,0,0,0,0,0
GuineaBissau,PV,wet,4,0,0,0,0,0,0,0,0.014,0.085,0.175,0.229,0.263,0.25,0.232,0.196,0.158,0.106,0.05,0.005,0,0,0,0,0
Liberia,PV,dry,1,0,0,0,0,0,0,0,0.05,0.152,0.268,0.362,0.421,0.449,0.463,0.424,0.331,0.209,0.089,0.005,0,0,0,0,0
Liberia,PV,dry,2,0,0,0,0,0,0,0,0.023,0.124,0.249,0.387,0.502,0.57,0.577,0.53,0.44,0.265,0.115,0,0,0,0,0,0
Liberia,PV,dry,3,0,0,0,0,0,0,0,0.035,0.159,0.28,0.385,0.452,0.486,0.482,0.424,0.341,0.197,0.081,0,0,0,0,0,0
Liberia,PV,dry,4,0,0,0,0,0,0,0,0.037,0.157,0.278,0.389,0.472,0.525,0.514,0.492,0.371,0.25,0.107,0,0,0,0,0,0
Liberia,PV,wet,1,0,0,0,0,0,0,0,0.017,0.062,0.113,0.176,0.23,0.257,0.271,0.244,0.18,0.111,0.044,0,0,0,0,0,0
Liberia,PV,wet,2,0,0,0,0,0,0,0,0.051,0.14,0.203,0.264,0.316,0.35,0.361,0.36,0.309,0.212,0.088,0.004,0,0,0,0,0
Liberia,PV,wet,3,0,0,0,0,0,0,0,0.071,0.289,0.485,0.611,0.685,0.699,0.682,0.617,0.52,0.36,0.133,0,0,0,0,0,0
Liberia,PV,wet,4,0,0,0,0,0,0,0,0.028,0.113,0.231,0.326,0.411,0.43,0.38,0.334,0.235,0.127,0.037,0,0,0,0,0,0
Mali,PV,dry,1,0,0,0,0,0,0,0,0.095,0.275,0.435,0.55,0.62,0.646,0.628,0.566,0.456,0.307,0.131,0.009,0,0,0,0,0
Mali,PV,dry,2,0,0,0,0,0,0,0,0.091,0.324,0.491,0.618,0.693,0.719,0.699,0.632,0.503,0.328,0.113,0,0,0,0,0,0
Mali,PV,dry,3,0,0,0,0,0,0,0,0.094,0.317,0.553,0.67,0.733,0.75,0.725,0.655,0.533,0.362,0.141,0,0,0,0,0,0
Mali,PV,dry,4,0,0,0,0,0,0,0,0.061,0.251,0.437,0.57,0.643,0.674,0.652,0.547,0.372,0.126,0.033,0,0,0,0,0,0
Mali,PV,wet,1,0,0,0,0,0,0,0,0.044,0.11,0.168,0.257,0.291,0.312,0.301,0.254,0.182,0.115,0.053,0.002,0,0,0,0,0
Mali,PV,wet,2,0,0,0,0,0,0,0,0.069,0.153,0.216,0.251,0.257,0.252,0.209,0.167,0.136,0.083,0.039,0.001,0,0,0,0,0
Mali,PV,wet,3,0,0,0,0,0,0,0,0.121,0.388,0.576,0.689,0.753,0.781,0.759,0.695,0.589,0.42,0.178,0,0,0,0,0,0
Mali,PV,wet,4,0,0,0,0,0,0,0.002,0.085,0.204,0.324,0.454,0.497,0.473,0.435,0.402,0.304,0.193,0.095,0.009,0,0,0,0,0
Mauritania_grid,PV,dry,1,0,0,0,0,0,0,0,0.049,0.224,0.408,0.552,0.644,0.687,0.683,0.636,0.543,0.405,0.229,0.06,0,0,0,0,0
Mauritania_grid,PV,dry,2,0,0,0,0,0,0,0,0.007,0.187,0.418,0.586,0.688,0.75,0.748,0.685,0.535,0.323,0.131,0.008,0,0,0,0,0
Mauritania_grid,PV,dry,3,0,0,0,0,0,0,0,0.002,0.122,0.273,0.403,0.495,0.516,0.488,0.433,0.343,0.22,0.088,0.001,0,0,0,0,0
Mauritania_grid,PV,dry,4,0,0,0,0,0,0,0,0.019,0.214,0.43,0.592,0.696,0.753,0.75,0.701,0.599,0.454,0.235,0.024,0,0,0,0,0
Mauritania_grid,PV,wet,1,0,0,0,0,0,0,0,0.054,0.193,0.33,0.471,0.568,0.614,0.612,0.548,0.447,0.314,0.17,0.052,0,0,0,0,0
Mauritania_grid,PV,wet,2,0,0,0,0,0,0,0,0.051,0.17,0.309,0.433,0.524,0.574,0.583,0.543,0.453,0.334,0.195,0.066,0,0,0,0,0
Mauritania_grid,PV,wet,3,0,0,0,0,0,0,0,0,0.179,0.355,0.398,0.433,0.529,0.555,0.566,0.56,0.461,0.245,0.008,0,0,0,0,0
Mauritania_grid,PV,wet,4,0,0,0,0,0,0,0,0.048,0.174,0.321,0.451,0.542,0.591,0.592,0.549,0.462,0.334,0.186,0.06,0,0,0,0,0
Niger,PV,dry,1,0,0,0,0,0,0,0.047,0.172,0.31,0.421,0.503,0.548,0.546,0.5,0.417,0.296,0.151,0.027,0,0,0,0,0,0
Niger,PV,dry,2,0,0,0,0,0,0,0.027,0.203,0.4,0.546,0.635,0.674,0.665,0.608,0.498,0.307,0.122,0.001,0,0,0,0,0,0
Niger,PV,dry,3,0,0,0,0,0,0,0.026,0.189,0.379,0.568,0.687,0.727,0.71,0.631,0.527,0.384,0.173,0.006,0,0,0,0,0,0
Niger,PV,dry,4,0,0,0,0,0,0,0.044,0.239,0.436,0.55,0.615,0.644,0.64,0.596,0.514,0.387,0.206,0.011,0,0,0,0,0,0
Niger,PV,wet,1,0,0,0,0,0,0,0.06,0.183,0.298,0.396,0.46,0.49,0.48,0.433,0.352,0.237,0.12,0.022,0,0,0,0,0,0
Niger,PV,wet,2,0,0,0,0,0,0,0.06,0.183,0.33,0.449,0.519,0.547,0.52,0.467,0.375,0.261,0.144,0.034,0,0,0,0,0,0
Niger,PV,wet,3,0,0,0,0,0,0,0.035,0.295,0.519,0.659,0.736,0.765,0.754,0.694,0.583,0.409,0.171,0,0,0,0,0,0,0
Niger,PV,wet,4,0,0,0,0,0,0,0.058,0.19,0.33,0.443,0.522,0.559,0.556,0.505,0.417,0.293,0.156,0.035,0,0,0,0,0,0
Nigeria,PV,dry,1,0,0,0,0,0,0,0.029,0.116,0.215,0.309,0.378,0.413,0.43,0.416,0.373,0.264,0.125,0.013,0,0,0,0,0,0
Nigeria,PV,dry,2,0,0,0,0,0,0,0.039,0.184,0.338,0.448,0.51,0.511,0.473,0.433,0.35,0.213,0.081,0,0,0,0,0,0,0
Nigeria,PV,dry,3,0,0,0,0,0,0,0.039,0.184,0.337,0.417,0.488,0.514,0.515,0.466,0.369,0.252,0.104,0.003,0,0,0,0,0,0
Nigeria,PV,dry,4,0,0,0,0,0,0,0.013,0.081,0.159,0.215,0.254,0.268,0.258,0.218,0.164,0.101,0.04,0,0,0,0,0,0,0
Nigeria,PV,wet,1,0,0,0,0,0,0,0.037,0.131,0.225,0.317,0.395,0.428,0.415,0.37,0.284,0.163,0.074,0.004,0,0,0,0,0,0
Nigeria,PV,wet,2,0,0,0,0,0,0,0.052,0.166,0.292,0.407,0.478,0.512,0.488,0.43,0.312,0.177,0.071,0.003,0,0,0,0,0,0
Nigeria,PV,wet,3,0,0,0,0,0,0,0.053,0.246,0.426,0.513,0.602,0.63,0.624,0.561,0.445,0.282,0.106,0,0,0,0,0,0,0
Nigeria,PV,wet,4,0,0,0,0,0,0,0.03,0.107,0.228,0.343,0.45,0.519,0.525,0.479,0.392,0.267,0.125,0.016,0,0,0,0,0,0
Senegal,PV,dry,1,0,0,0,0,0,0,0,0.042,0.201,0.372,0.507,0.592,0.641,0.637,0.592,0.495,0.364,0.202,0.051,0,0,0,0,0
Senegal,PV,dry,2,0,0,0,0,0,0,0,0.016,0.207,0.428,0.587,0.687,0.734,0.733,0.684,0.583,0.437,0.237,0.021,0,0,0,0,0
Senegal,PV,dry,3,0,0,0,0,0,0,0,0.004,0.155,0.372,0.542,0.642,0.703,0.678,0.609,0.498,0.348,0.166,0.015,0,0,0,0,0
Senegal,PV,dry,4,0,0,0,0,0,0,0,0.009,0.15,0.359,0.535,0.641,0.716,0.723,0.68,0.57,0.391,0.174,0.021,0,0,0,0,0
Senegal,PV,wet,1,0,0,0,0,0,0,0,0.043,0.164,0.291,0.391,0.47,0.532,0.522,0.471,0.375,0.304,0.178,0.053,0,0,0,0,0
Senegal,PV,wet,2,0,0,0,0,0,0,0,0.017,0.084,0.167,0.255,0.389,0.45,0.451,0.407,0.322,0.2,0.09,0.016,0,0,0,0,0
Senegal,PV,wet,3,0,0,0,0,0,0,0,0,0.179,0.466,0.638,0.731,0.777,0.764,0.654,0.461,0.304,0.171,0.016,0,0,0,0,0
Senegal,PV,wet,4,0,0,0,0,0,0,0,0.012,0.073,0.158,0.27,0.378,0.427,0.407,0.363,0.283,0.189,0.105,0.031,0,0,0,0,0
SierraLeone,PV,dry,1,0,0,0,0,0,0,0,0.041,0.141,0.235,0.357,0.476,0.502,0.502,0.459,0.364,0.224,0.117,0.015,0,0,0,0,0
SierraLeone,PV,dry,2,0,0,0,0,0,0,0,0.005,0.056,0.115,0.173,0.228,0.264,0.272,0.256,0.201,0.133,0.055,0,0,0,0,0,0
SierraLeone,PV,dry,3,0,0,0,0,0,0,0,0.051,0.243,0.4,0.514,0.582,0.622,0.612,0.543,0.432,0.256,0.11,0.004,0,0,0,0,0
SierraLeone,PV,dry,4,0,0,0,0,0,0,0,0.042,0.184,0.335,0.463,0.525,0.571,0.586,0.545,0.414,0.251,0.124,0.006,0,0,0,0,0
SierraLeone,PV,wet,1,0,0,0,0,0,0,0,0.009,0.053,0.105,0.159,0.198,0.212,0.208,0.203,0.159,0.11,0.044,0.002,0,0,0,0,0
SierraLeone,PV,wet,2,0,0,0,0,0,0,0,0.022,0.108,0.196,0.304,0.329,0.34,0.335,0.272,0.211,0.14,0.062,0.005,0,0,0,0,0
SierraLeone,PV,wet,3,0,0,0,0,0,0,0,0.077,0.315,0.515,0.65,0.729,0.731,0.714,0.653,0.576,0.414,0.195,0.008,0,0,0,0,0
SierraLeone,PV,wet,4,0,0,0,0,0,0,0,0.014,0.055,0.104,0.153,0.191,0.223,0.217,0.184,0.141,0.094,0.05,0.006,0,0,0,0,0
Togo,PV,dry,1,0,0,0,0,0,0,0.047,0.195,0.352,0.483,0.562,0.579,0.523,0.433,0.338,0.225,0.115,0.019,0,0,0,0,0,0
Togo,PV,dry,2,0,0,0,0,0,0,0.024,0.17,0.347,0.468,0.55,0.593,0.567,0.505,0.395,0.25,0.109,0.007,0,0,0,0,0,0
Togo,PV,dry,3,0,0,0,0,0,0,0.04,0.256,0.452,0.587,0.669,0.703,0.692,0.635,0.521,0.339,0.14,0.008,0,0,0,0,0,0
Togo,PV,dry,4,0,0,0,0,0,0,0.036,0.201,0.341,0.426,0.507,0.529,0.485,0.445,0.359,0.257,0.111,0.009,0,0,0,0,0,0
Togo,PV,wet,1,0,0,0,0,0,0,0.033,0.117,0.222,0.32,0.378,0.408,0.39,0.345,0.281,0.197,0.094,0.015,0,0,0,0,0,0
Togo,PV,wet,2,0,0,0,0,0,0,0.028,0.139,0.275,0.398,0.485,0.513,0.485,0.425,0.35,0.254,0.125,0.027,0,0,0,0,0,0
Togo,PV,wet,3,0,0,0,0,0,0,0.024,0.209,0.424,0.576,0.666,0.709,0.68,0.627,0.522,0.36,0.157,0.008,0,0,0,0,0,0
Togo,PV,wet,4,0,0,0,0,0,0,0.027,0.136,0.268,0.381,0.463,0.508,0.502,0.473,0.384,0.288,0.157,0.033,0,0,0,0,0,0
Benin,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Benin,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Benin,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Benin,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Benin,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Benin,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Benin,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Benin,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Burkina,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Burkina,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Burkina,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Burkina,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Burkina,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Burkina,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Burkina,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Burkina,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gambia,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gambia,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gambia,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gambia,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gambia,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gambia,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gambia,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gambia,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ghana,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ghana,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ghana,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ghana,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ghana,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ghana,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ghana,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ghana,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guinea,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GuineaBissau,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GuineaBissau,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GuineaBissau,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GuineaBissau,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GuineaBissau,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GuineaBissau,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GuineaBissau,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GuineaBissau,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IvoryCoast,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IvoryCoast,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IvoryCoast,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IvoryCoast,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IvoryCoast,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IvoryCoast,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IvoryCoast,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IvoryCoast,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mauritania_grid,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mauritania_grid,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mauritania_grid,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mauritania_grid,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mauritania_grid,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mauritania_grid,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mauritania_grid,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mauritania_grid,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Niger,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Niger,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Niger,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Niger,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Niger,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Niger,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Niger,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Niger,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nigeria,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nigeria,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nigeria,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nigeria,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nigeria,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nigeria,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nigeria,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nigeria,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Senegal,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Senegal,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Senegal,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Senegal,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Senegal,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Senegal,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Senegal,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Senegal,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SierraLeone,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SierraLeone,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SierraLeone,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SierraLeone,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SierraLeone,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SierraLeone,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SierraLeone,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SierraLeone,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Togo,RoR,dry,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Togo,RoR,dry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Togo,RoR,dry,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Togo,RoR,dry,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Togo,RoR,wet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Togo,RoR,wet,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Togo,RoR,wet,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Togo,RoR,wet,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
