2016,
2017,
2018,
2019,
2020,53.70505751
2021,55.04768395
2022,56.39031039
2023,57.73293683
2024,59.07556326
2025,60.4181897
2026,61.76081614
2027,63.10344258
2028,64.44606902
2029,65.78869545
2030,67.13132189
2031,68.47394833
2032,69.81657477
2033,71.1592012
2034,73.84445408
2035,75.18708052
2036,76.52970696
2037,77.87233339
2038,80.55758627
2039,81.90021271
2040,84.58546558
2041,85.92809202
2042,87.27071846
2043,89.95597133
2044,91.29859777
2045,93.98385065
2046,95.32647709
2047,98.01172996
2048,100.6969828
2049,102.0396093
2050,104.7248622
