c,z,y,q,d,t,uni,value
Burundi,Burundi,2026,Q1,d1,t1,Diesel,40.8716329737498
Burundi,Burundi,2026,Q1,d1,t1,Reservoir,18.40000000000009
Burundi,Burundi,2026,Q1,d1,t1,ROR,22.125
Burundi,Burundi,2026,Q1,d1,t1,Demand,182.1859615955019
Burundi,Burundi,2026,Q1,d1,t1,Unmet demand,100.789328621752
Burundi,Burundi,2026,Q1,d1,t2,Diesel,18.0
Burundi,Burundi,2026,Q1,d1,t2,Reservoir,34.19999999998822
Burundi,Burundi,2026,Q1,d1,t2,ROR,22.125
Burundi,Burundi,2026,Q1,d1,t2,Demand,168.18309493807286
Burundi,Burundi,2026,Q1,d1,t2,Unmet demand,93.85809493808462
Burundi,Burundi,2026,Q1,d1,t3,Diesel,46.0
Burundi,Burundi,2026,Q1,d1,t3,Reservoir,33.0
Burundi,Burundi,2026,Q1,d1,t3,ROR,22.125
Burundi,Burundi,2026,Q1,d1,t3,Demand,162.52897718946772
Burundi,Burundi,2026,Q1,d1,t3,Unmet demand,61.40397718946771
Burundi,Burundi,2026,Q1,d1,t4,Diesel,26.0
Burundi,Burundi,2026,Q1,d1,t4,Reservoir,35.2
Burundi,Burundi,2026,Q1,d1,t4,ROR,22.125
Burundi,Burundi,2026,Q1,d1,t4,Demand,160.70952572698795
Burundi,Burundi,2026,Q1,d1,t4,Unmet demand,77.38452572698793
Burundi,Burundi,2026,Q1,d1,t5,Diesel,38.0
Burundi,Burundi,2026,Q1,d1,t5,Reservoir,18.0
Burundi,Burundi,2026,Q1,d1,t5,ROR,22.125
Burundi,Burundi,2026,Q1,d1,t5,Demand,160.59437039167497
Burundi,Burundi,2026,Q1,d1,t5,Unmet demand,82.46937039167494
Burundi,Burundi,2026,Q1,d1,t6,Diesel,26.0
Burundi,Burundi,2026,Q1,d1,t6,Reservoir,50.2
Burundi,Burundi,2026,Q1,d1,t6,ROR,22.125
Burundi,Burundi,2026,Q1,d1,t6,PV,0.000909
Burundi,Burundi,2026,Q1,d1,t6,Demand,172.13291684305767
Burundi,Burundi,2026,Q1,d1,t6,Unmet demand,73.80700784305768
Burundi,Burundi,2026,Q1,d1,t7,Diesel,38.0
Burundi,Burundi,2026,Q1,d1,t7,Reservoir,18.0
Burundi,Burundi,2026,Q1,d1,t7,ROR,22.125
