z,q,d,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Togo,dry,3,0.775401,0.777184,0.745098,0.707665,0.716578,0.68984,0.650624,0.659537,0.789661,0.83779,0.885918,0.887701,0.887701,0.87344,0.898396,0.900178,0.893048,0.834225,0.901961,0.885918,0.86631,0.85918,0.814617,0.812834
Togo,dry,4,0.748663,0.745098,0.713012,0.71123,0.73262,0.71123,0.648841,0.73262,0.793226,0.780749,0.821747,0.771836,0.745098,0.796791,0.85918,0.850267,0.796791,0.85205,0.766488,0.83066,0.757576,0.766488,0.761141,0.786096
Togo,wet,1,0.934046,0.868093,0.843137,0.909091,0.864528,0.702317,0.684492,0.83779,0.953654,0.814617,0.828877,0.912656,0.944742,0.885918,1.0,0.948307,0.827094,0.901961,0.900178,0.894831,0.921569,0.925134,0.909091,0.934046
Togo,wet,2,0.631016,0.673797,0.609626,0.59893,0.616756,0.54902,0.631016,0.581105,0.721925,0.821747,0.821747,0.850267,0.754011,0.836007,0.812834,0.798574,0.823529,0.764706,0.814617,0.827094,0.819964,0.770053,0.73262,0.730838
Togo,wet,3,0.825312,0.743316,0.766488,0.73975,0.737968,0.729055,0.705882,0.736185,0.741533,0.775401,0.798574,0.773619,0.802139,0.818182,0.87344,0.843137,0.839572,0.823529,0.928699,0.887701,0.919786,0.901961,0.839572,0.775401
Togo,wet,4,0.632799,0.604278,0.590018,0.597148,0.602496,0.595365,0.643494,0.647059,0.759358,0.736185,0.910873,0.803922,0.807487,0.777184,0.773619,0.796791,0.632799,0.745098,0.650624,0.782531,0.800357,0.761141,0.73975,0.698752
Mauritania_grid,dry,1,0.496276,0.473929,0.46648,0.475791,0.517691,0.550279,0.585661,0.61825,0.643389,0.660149,0.668529,0.670391,0.66946,0.66946,0.672253,0.678771,0.687151,0.704842,0.792365,0.883613,0.89013,0.789572,0.647114,0.55959
Mauritania_grid,dry,2,0.384544,0.361266,0.352886,0.361266,0.382682,0.413408,0.447858,0.479516,0.502793,0.518622,0.52514,0.52514,0.522346,0.520484,0.521415,0.527002,0.544693,0.631285,0.743017,0.800745,0.758845,0.632216,0.489758,0.405959
Mauritania_grid,dry,3,0.257914,0.235568,0.227188,0.215084,0.23743,0.269088,0.303538,0.332402,0.351955,0.359404,0.356611,0.345438,0.333333,0.324022,0.321229,0.327747,0.341713,0.396648,0.513035,0.605214,0.599628,0.494413,0.354749,0.271881
Mauritania_grid,dry,4,0.432961,0.410615,0.402235,0.409683,0.431099,0.462756,0.497207,0.527933,0.552142,0.56797,0.574488,0.575419,0.573557,0.571695,0.573557,0.578212,0.588454,0.658287,0.768156,0.836127,0.804469,0.683426,0.539106,0.454376
Mauritania_grid,wet,1,0.563315,0.540968,0.53352,0.541899,0.58473,0.617318,0.6527,0.684358,0.709497,0.727188,0.735568,0.738361,0.73743,0.73743,0.740223,0.746741,0.755121,0.770019,0.851955,0.945065,0.955307,0.856611,0.713222,0.625698
Mauritania_grid,wet,2,0.656425,0.633147,0.624767,0.632216,0.653631,0.685289,0.719739,0.750466,0.774674,0.790503,0.798883,0.799814,0.797952,0.79702,0.799814,0.804469,0.811918,0.818436,0.882682,0.976723,1.0,0.910615,0.767225,0.67784
Mauritania_grid,wet,3,0.26257,0.240223,0.231844,0.239292,0.260708,0.292365,0.326816,0.357542,0.380819,0.392924,0.394786,0.389199,0.380819,0.373371,0.371508,0.376164,0.391061,0.475791,0.592179,0.660149,0.628492,0.509311,0.368715,0.286778
Mauritania_grid,wet,4,0.650838,0.628492,0.620112,0.627561,0.648976,0.680633,0.714153,0.74581,0.769088,0.785847,0.793296,0.794227,0.793296,0.791434,0.793296,0.798883,0.806331,0.815642,0.888268,0.982309,0.999069,0.905028,0.761639,0.672253
Mauritania_Nema,dry,1,0.496276,0.473929,0.46648,0.475791,0.517691,0.550279,0.585661,0.61825,0.643389,0.660149,0.668529,0.670391,0.66946,0.66946,0.672253,0.678771,0.687151,0.704842,0.792365,0.883613,0.89013,0.789572,0.647114,0.55959
Mauritania_Nema,dry,2,0.384544,0.361266,0.352886,0.361266,0.382682,0.413408,0.447858,0.479516,0.502793,0.518622,0.52514,0.52514,0.522346,0.520484,0.521415,0.527002,0.544693,0.631285,0.743017,0.800745,0.758845,0.632216,0.489758,0.405959
Mauritania_Nema,dry,3,0.257914,0.235568,0.227188,0.215084,0.23743,0.269088,0.303538,0.332402,0.351955,0.359404,0.356611,0.345438,0.333333,0.324022,0.321229,0.327747,0.341713,0.396648,0.513035,0.605214,0.599628,0.494413,0.354749,0.271881
Mauritania_Nema,dry,4,0.432961,0.410615,0.402235,0.409683,0.431099,0.462756,0.497207,0.527933,0.552142,0.56797,0.574488,0.575419,0.573557,0.571695,0.573557,0.578212,0.588454,0.658287,0.768156,0.836127,0.804469,0.683426,0.539106,0.454376
Mauritania_Nema,wet,1,0.563315,0.540968,0.53352,0.541899,0.58473,0.617318,0.6527,0.684358,0.709497,0.727188,0.735568,0.738361,0.73743,0.73743,0.740223,0.746741,0.755121,0.770019,0.851955,0.945065,0.955307,0.856611,0.713222,0.625698
Mauritania_Nema,wet,2,0.656425,0.633147,0.624767,0.632216,0.653631,0.685289,0.719739,0.750466,0.774674,0.790503,0.798883,0.799814,0.797952,0.79702,0.799814,0.804469,0.811918,0.818436,0.882682,0.976723,1.0,0.910615,0.767225,0.67784
Mauritania_Nema,wet,3,0.26257,0.240223,0.231844,0.239292,0.260708,0.292365,0.326816,0.357542,0.380819,0.392924,0.394786,0.389199,0.380819,0.373371,0.371508,0.376164,0.391061,0.475791,0.592179,0.660149,0.628492,0.509311,0.368715,0.286778
Mauritania_Nema,wet,4,0.650838,0.628492,0.620112,0.627561,0.648976,0.680633,0.714153,0.74581,0.769088,0.785847,0.793296,0.794227,0.793296,0.791434,0.793296,0.798883,0.806331,0.815642,0.888268,0.982309,0.999069,0.905028,0.761639,0.672253
