z,type,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
SEN,Peak,49441.575821786035,50051.864207753089,50177.173550408501,50365.576572558661,50576.181290779481,51154.825980542751,51781.835396057133,52420.843884404276,53088.446817194512,53778.147436744293,54486.329056187191,55215.069766225773,55956.684201610362,56720.941654653136,57508.179844798957,58314.772424897645,59132.935811878917,59926.557967068053,60694.540149162211,61426.638190390557,62130.163603006207,62795.110927310117,63412.833193563951,63982.902082685934,64509.332297059264,64998.036432566325,65451.49142221392,65944.632108733393,66363.329548299836,66710.066725477227,66999.303725841688,67189.114934565572,67279.226606314522,67274.808408541416,67175.497934358413,67079.307728826898,67428.456049630346
SIBC,Energy,12349.731288756428,12502.171769264351,12533.472080470918,12580.532204645173,12633.137964776008,12777.674345574238,12934.291477379142,13093.905789648781,13260.662546295525,13432.938959001924,13609.83163603311,13791.859651899635,13977.103322729939,14168.002864737431,14364.642634950091,14566.116828645476,14770.481228678722,14968.715613373855,15160.54553436186,15343.412158977231,15519.141788468254,15685.235215707124,15839.532563081617,15981.92684319342,16113.420865819784,16235.491504809344,16348.757459233597,16471.936279181013,16576.520341966028,16663.129858244345,16735.376730919732,16782.788598045154,16805.297082323475,16804.193485717351,16779.387284662193,16755.360477846683,16842.572260039578
SIBC,Peak,2572.260250925347,2604.011272828106,2610.5306491996025,2620.3325537096425,2631.2895294195073,2661.3942481738645,2694.0152026979899,2727.260424098376,2761.9933074839582,2797.8758508539604,2834.7198915191493,2872.6335447655606,2911.2169697868085,2950.978426319291,2991.9354846424649,3033.8994794786681,3076.4654601156976,3117.7546522604835,3157.709892512944,3195.7982151428669,3232.4000107836459,3266.9947327931422,3299.1325116803619,3328.7910636056322,3356.1792585167245,3381.6047066609913,3405.1962735976649,3430.8525388959306,3452.6358005145134,3470.6752388525297,3485.7231580737161,3495.5983252637839,3500.2864984769471,3500.0566361733377,3494.889883678185,3489.8854670894234,3508.0503482112804
SIBCS,Energy,2520.3827332596256,2551.4933984181271,2557.8812915686858,2567.4855106096161,2578.2215052967608,2607.7190700594333,2639.6821229797106,2672.2568525199208,2706.2892407783988,2741.4481026014432,2777.5490701775861,2814.6980783165068,2852.5033502280821,2891.462895032178,2931.5939286496741,2972.7115908169117,3014.419097894875,3054.8755668367407,3094.024987117723,3131.3451418962859,3167.2087500619568,3201.1057633922696,3232.5953853943688,3261.6557816505583,3288.4916096054603,3313.4042756022795,3336.5200462309863,3361.6588742459257,3383.0028095797643,3400.6784273126441,3415.4228590873527,3425.0988632416543,3429.6924850622831,3429.4672586370657,3424.4047095535798,3419.5012223750118,3437.2997529532349
SIBCS,Peak,498.60058645387676,504.75512627368323,506.01882611936264,507.91880312803147,510.04267629084001,515.87810076647452,522.20126618123493,528.64543794848055,535.37797444787077,542.3333582047452,549.47511622724119,556.82420531590128,564.30312131441758,572.01038403724044,579.94939926402924,588.08359658241932,596.334481344555,604.33787657261996,612.08270185404933,619.46564842545172,626.56045026954666,633.26620590836217,639.49571374868594,645.24465434596527,650.55351453601452,655.48192073092559,660.05485191304831,665.02799913612955,669.2504128728408,672.74713313331904,675.66398470224374,677.57816276821768,678.48690670757594,678.4423507652516,677.44084019756372,676.47079642181495,679.99183220229816
SIMUL,Energy,118.8859779839446,120.3534621895343,120.65477790418329,121.10780710422716,121.6142219479604,123.00561651223741,124.51330768772219,126.04985153395852,127.6551528669056,129.31358974535109,131.01646557441444,132.76877727908052,134.55204482207935,136.38975919963104,138.2827324834752,140.22224484985435,142.18958008938091,144.09790409607268,145.94457486404355,147.70495952340971,149.39663915386589,150.99555487699385,152.48091440539474,153.85168781370555,155.11752875497453,156.29265450954148,157.38302104863143,158.56881482292101,159.57560422546055,160.40935977889828,161.10485184374303,161.56126713404029,161.77794740859824,161.76732352061629,161.52852403554618,161.29722747051937,162.13678079968082
SIMUL,Peak,23.056674518098347,23.341277515546047,23.399714502629486,23.487574711122843,23.585788498998379,23.855634717524829,24.14803543034612,24.446031812646499,24.757362980248356,25.078999223340812,25.4092539295834,25.749096199579245,26.094942026100235,26.451347238716323,26.818469330128526,27.194617183002055,27.57616098703145,27.946260188329251,28.304402397875116,28.645810331812797,28.973893654083085,29.283986400386691,29.572056127106865,29.837903091142902,30.083399516116277,30.311302692759565,30.522767718522463,30.752739844445294,30.947995970998416,31.109694017725733,31.244577327271383,31.333094232056304,31.375117073182697,31.373056682786196,31.326744055378661,31.281886539737101,31.444709003574474
SIN,Energy,304011,307763.59848462348,308534.11232721072,309692.58250569669,310987.56855593534,314545.59331254323,318401.00763240695,322330.20297705254,326435.22252440808,330676.11840130604,335030.65198422608,339511.60123224574,344071.70965048019,348771.04758004932,353611.69162196037,358571.34375263401,363602.14354623528,368482.04191134544,373204.28280435817,377705.87592538079,382031.77898691816,386120.46947966493,389918.77810483915,393424.07117388601,396661.034665477,399666.02450389089,402454.27108718466,405486.5408066989,408061.0669051155,410193.116990874,411971.60459480382,413138.73356300977,413692.82066449733,413665.65363551665,413055.00407459494,412463.54071429977,414610.41666619858
SIN,Peak,47262.626376651169,47846.018622722353,47965.805432608307,48145.905307988716,48347.228424110843,48900.371549558389,49499.747909383885,50110.594528535366,50748.775400725899,51408.080088161907,52085.051295697587,52781.675530090055,53490.60612933823,54221.181841344871,54973.725501854533,55744.770581177945,56526.876528070359,57285.522804640066,58019.659092429007,58719.492696405818,59392.012901724222,60027.655201274094,60618.153707626887,61163.098978235605,61666.328782742436,62133.495141849802,62566.965827161155,63038.373213165723,63438.618155244803,63770.074209859646,64046.564189301309,64228.010190787056,64314.150533267195,64309.92705076006,64214.993308083285,64123.042320082495,64456.803256336818
CEN,Energy,55143.030020688617,55823.695032458527,55950.955672109347,56148.025136410397,56369.213152844044,56999.67319400877,57682.927881827614,58378.314568166206,59104.183396388762,59853.146973157898,60621.01086067158,61409.944069634621,62211.26578044075,63035.704989485799,63883.492668959036,64750.488312195652,65627.948614462352,66475.728159332648,67292.614908403484,68067.324497780515,68808.230177433041,69504.208007363675,70145.853573267683,70732.906227343759,71270.046202664802,71764.061394948469,72217.946550399342,72714.785260284087,73128.66529495678,73463.519382505416,73734.196963101,73895.519269379904,73947.594796748715,73896.493196440642,73742.172942561156,73545.560618159536,73911.622198221536
CEN,Peak,8108.9515460225475,8209.0454218477298,8227.7594888886088,8256.739157517959,8289.2655331478145,8381.9766141963191,8482.4513098203552,8584.7100530042753,8691.4512885623608,8801.588677666261,8914.5054153836645,9030.5204613854748,9148.357274546901,9269.5935866661166,9394.2633629113479,9521.7577290892805,9650.790955445711,9775.4595354726534,9895.5852352087404,10009.508654363264,10118.461105003375,10220.806777664018,10315.162724402595,10401.490616161187,10480.478695555372,10553.125143451403,10619.870346455829,10692.932001267549,10753.794328668997,10803.03564837705,10842.839616073796,10866.562555571634,10874.220421452577,10866.705774530437,10844.012508295173,10815.100063488902,10868.930540603951
NES,Energy,57369.122577819086,58077.265646489963,58209.663725317339,58414.688771086323,58644.806021131633,59300.717373272171,60011.554661731701,60735.013710546657,61490.18544786494,62269.384255508805,63068.246368623113,63889.028359633252,64722.6989692145,65580.420317205731,66462.432700011268,67364.428461082352,68277.311333478414,69159.315253291745,70009.179252822752,70815.163424866041,71585.979042699168,72310.053099234603,72977.601529345353,73588.353163027597,74147.177171684321,74661.135474497816,75133.34371386269,75650.239518066592,76080.82765282708,76429.199608213894,76710.804287797684,76878.639083237445,76932.816869837217,76879.652327176125,76719.102252983052,76514.552801589554,76895.392078098797
NES,Peak,9943.6333261312884,10066.373830097564,10089.322027486462,10124.858458691848,10164.744053130988,10278.431376329725,10401.63886205334,10527.034043025988,10657.925897681158,10792.982298811563,10931.446886973461,11073.710787702044,11218.208637485324,11366.875136068264,11519.751933370311,11676.092395047222,11834.319889994506,11987.19522042923,12134.49982626406,12274.198861447885,12407.802227185108,12533.304005766196,12649.008351905566,12754.86826444709,12851.72770357105,12940.810692441341,13022.657256844572,13112.249394807766,13186.882060155458,13247.264419686493,13296.07418966172,13325.164536353976,13334.555024131418,13325.34015915843,13297.512453303358,13262.058455572102,13328.068287196425
NOR,Energy,25289.635170052123,25601.801001603671,25660.165134787308,25750.54491358186,25851.985915962319,26141.126799667298,26454.480305571553,26773.397775159578,27106.294930796012,27449.78377435507,27801.940657431558,28163.76032930538,28531.26160213217,28909.364996320215,29298.176440078369,29695.797018839683,30098.216887900249,30487.024600975841,30861.664294360489,31216.960745620701,31556.754085355602,31875.942664561113,32170.213441196091,32439.446877255457,32685.789416031861,32912.354114718706,33120.514420493499,33348.374037685928,33538.187239410858,33691.757649055166,33815.895500373932,33889.880957267655,33913.763777779175,33890.327618614319,33819.553435213478,33729.383309411765,33897.266064604351
NOR,Peak,5266.4994894440715,5331.5071964130893,5343.6613724439658,5362.4827218100982,5383.6075416682361,5443.8203642799645,5509.0754012847892,5575.4891189784739,5644.8140692360721,5716.344710428386,5789.6804478740096,5865.0284354737205,5941.5596014117837,6020.2986310205015,6101.2675835685868,6184.0710151308858,6267.8738861766233,6348.8420618199534,6426.8597849175248,6500.8493291154191,6571.6103914319483,6638.0805669848496,6699.3616762015481,6755.4288256093423,6806.7290063343935,6853.9105042855117,6897.259336196842,6944.7104974943331,6984.2385936195742,7016.2192243620539,7042.0706028495215,7057.4778781359,7062.451412201719,7057.5708941773864,7042.8323580838432,7024.0546683977473,7059.015807163214
NTE,Energy,29459.284688945652,29822.919120205799,29890.906088128388,29996.187307716151,30114.353479278674,30451.166705369222,30816.184629773452,31187.683880976467,31575.467730529475,31975.589581313066,32385.808621799948,32807.283611380422,33235.37696057096,33675.820464652534,34128.737516835055,34591.916117441528,35060.685295305433,35513.598001706021,35950.006724448969,36363.882972020998,36759.700019730408,37131.51507997336,37474.303994334325,37787.927515880743,38074.885984518733,38338.805725321668,38581.286633706593,38846.714793774911,39067.82360415256,39246.714062124331,39391.319244369282,39477.503114671017,39505.323634970846,39478.023419676698,39395.580284241434,39290.54328435714,39486.105847688996
NTE,Peak,4941.6735342605225,5002.6717106954866,5014.076244227278,5031.7367346969177,5051.5586227305575,5108.0576525927836,5169.2879042979775,5231.6053718485873,5296.6545136245531,5363.7733042324789,5432.5858567784153,5503.2865483720616,5575.0974425001741,5648.9800241866733,5724.954992133723,5802.6512925164579,5881.2853891819614,5957.259628142011,6030.4653918959593,6099.8914258503137,6166.2881034929551,6228.6585467078085,6286.1599736372646,6338.7690261825592,6386.9051260530496,6431.1765743270189,6471.851746863671,6516.3762262495966,6553.4663174711623,6583.4744541596465,6607.7313772167408,6622.188366089591,6626.8551436548532,6622.2756451088708,6608.4461490853382,6590.8266254639411,6623.6314390808802
OCC,Energy,69737.703131705668,70598.519349188457,70759.46198699763,71008.689709750528,71288.419427550834,72085.742954579604,72949.834256138114,73829.268525082472,74747.252626357862,75694.443949605615,76665.537917653724,77663.277611986196,78676.684665610606,79719.327712047321,80791.498854758203,81887.961721630651,82997.658922643604,84069.819777771001,85102.911459123163,86082.662976894149,87019.663724165686,87899.845594326645,88711.31511230563,89453.742644802071,90133.047139405578,90757.81304017501,91331.82771102,91960.164428122473,92483.58584655587,92907.065567223079,93249.383222834338,93453.402608413613,93519.26093478252,93454.634304172941,93259.470200056428,93010.820608149515,93473.767489898819
OCC,Peak,10435.82113079999,10564.637017597644,10588.721099881279,10626.01650564728,10667.876348585036,10787.190942238005,10916.49692535469,11048.098889785128,11185.469601059282,11327.210994626419,11472.529272927179,11621.834921343623,11773.48509434032,11929.510255010389,12089.954114851957,12254.033082776021,12420.092487933798,12580.534808301361,12735.130665551598,12881.744493265109,13021.960929408473,13153.674767792643,13275.106222550079,13386.205966071624,13487.859732695431,13581.352132018354,13667.249919906208,13761.276670073354,13839.603486895589,13902.974639356085,13954.200384734122,13984.730639094521,13994.585935198293,13984.914954838441,13955.709839237397,13918.500947219742,13987.778119166074
ORI,Energy,51910.066981978118,52550.825502864776,52670.625019249077,52856.140561070628,53064.360616159618,53657.857617576534,54301.053985224811,54955.67106833883,55638.983165607082,56344.035996809165,57066.881038492997,57809.560135129752,58563.901412104438,59340.004838920868,60138.087846173832,60954.252679637117,61780.268642989184,62578.343992560236,63347.337750158389,64076.627139244454,64774.094497198137,65429.268065935954,66033.294799546158,66585.929331663894,67091.5774994768,67556.629233339423,67983.903701440664,68451.613413795625,68841.228208526751,69156.450243067055,69411.258354517675,69563.122546991013,69612.144954951233,69564.03937399415,69418.766712833618,69233.681509402799,69578.281382377085
ORI,Peak,7933.4915425300487,8031.4196054628746,8049.7287409599257,8078.0813528446324,8109.9039287354926,8200.6089444483932,8298.9095870712426,8398.9556743607045,8503.3872626780194,8611.1415191947854,8721.6149852904728,8835.1197190452403,8950.4068008965824,9069.0198239719393,9190.9920185074716,9315.7276850177732,9441.9689141328035,9563.9399383335967,9681.4663802524901,9792.9247453973458,9899.5197029310621,9999.6508387332033,10091.965128834627,10176.425073534529,10253.704023381235,10324.778560786841,10390.079543353422,10461.560303503769,10521.105703048661,10569.281548129209,10608.224244887111,10631.433871779303,10638.926038165486,10631.573991792593,10609.371758282125,10581.084915643767,10633.75061878662
PEN,Energy,15102.157428810746,15288.572831812282,15323.426016589701,15377.397916087593,15437.975222853183,15610.640866918662,15797.765510877141,15988.212775146883,16187.008258680717,16392.128757872892,16602.425531713205,16818.492612504859,17037.952562804614,17263.743759276975,17495.929458844217,17733.375690749501,17973.687904593968,18205.871376317471,18429.594161977755,18641.765785045834,18844.679448111037,19035.288610332103,19211.017661603772,19371.795217670817,19518.903065490613,19654.200222779451,19778.506868055338,19914.577309062872,20027.927653393308,20119.634966972975,20193.766102550228,20237.947839848464,20252.209892771873,20238.214571651013,20195.950503686887,20142.103802219019,20242.357988625918
PEN,Peak,2550.0187174243119,2581.4951981265494,2587.3802032301724,2596.4934279189847,2606.7219841257102,2635.8768003364803,2667.4730372870481,2699.6303029531855,2733.1971761857212,2767.8320364520832,2803.3409173543382,2839.8241220113655,2876.8802170512549,2915.0053511553224,2954.2102053363019,2994.303307172549,3034.8803337475738,3074.084811754271,3111.8606920307989,3147.6861436379804,3181.948376784238,3214.1329791278094,3243.8050555877658,3270.9525528407453,3295.7919022640826,3318.6370013916185,3339.626338421639,3362.6020075002466,3381.7413590155265,3397.2262569352579,3409.7433945797961,3417.2035377818461,3419.6117037723693,3417.2485757899744,3410.1122335229147,3401.020148682594,3417.9481970785159
SEN,Energy,318999.99999999994,322937.61711449543,323673.81430992304,324813.8524813556,326093.41541461955,329740.59898534633,333693.19726172753,337715.9786152147,341915.09781697276,346247.81912190863,350689.87789207353,355253.82175886485,359889.43256319046,364658.77707666205,369563.1914632218,374578.72307417454,379654.79227672034,384559.15960496041,389284.81347011484,393766.47432405327,398052.58104906423,402078.78214219562,405790.67348089395,409186.74722910853,412294.07832903403,415151.93445843726,417777.64009221375,420651.8301465828,423046.10791860684,424983.22406706546,426549.08194933261,427482.32438602252,427783.57901828375,427487.95851117413,426595.2226392228,425457.82900197461,427575.47912014846
SEN,Peak,49441.575821786035,50051.864207753089,50165.966870629331,50342.660549916516,50540.979069614688,51106.253373840584,51718.863679090624,52342.351607939854,52993.170010442802,53664.695304839835,54353.166732707978,55060.529042226277,55778.998957782249,56518.196162744709,57278.327748182179,58055.681310657055,58842.417550012236,59602.541841915277,60334.967465368412,61029.576791128689,61693.87732600297,62317.895277789219,62893.198591470995,63419.553568645693,63901.156534728325,64344.093558269531,64751.049746915458,65196.518353496365,65567.605707740702,65867.837917551427,66110.52908122621,66255.171641394583,66301.862875697421,66256.044870315804,66117.680392880342,65941.396588005024,66269.60962525176
SIBC,Energy,12349.731288756428,12502.171769264351,12530.672827380549,12574.808141098785,12624.345001264499,12765.541669161812,12918.562128740839,13074.299648330139,13236.863892189605,13404.600393333892,13576.569773209754,13753.257799453768,13932.720331719214,14117.360216248615,14307.229181147437,14501.399926180447,14697.914316947134,14887.781460035287,15070.729909559834,15244.232440197697,15410.16430956703,15566.034220584805,15709.735977970344,15841.211207522851,15961.508085608355,16072.146816831098,16173.798099027066,16285.069180043598,16377.760989181965,16452.7542929706,16513.374744639506,16549.504190784912,16561.166929837949,16549.722309692967,16515.161030287221,16471.12809677764,16553.110573025446
SIBC,Peak,2572.260250925347,2604.011272828106,2609.9476075699281,2619.140318770284,2629.4580895282534,2658.8671971358035,2690.7390198135822,2723.1767645588448,2757.0364116170886,2791.9733608052511,2827.7919539299201,2864.5933689644085,2901.9726711923922,2940.4303367565676,2979.9771398305929,3020.4199379500706,3061.350881651183,3100.8973052698939,3139.0026707776319,3175.140595770466,3209.7016677452921,3242.1669876013862,3272.0978670568338,3299.4821476579104,3324.5381485193602,3347.5825050225803,3368.7549132745994,3391.9309785738419,3411.2372655414015,3426.857224381858,3439.483537827482,3447.0087491891563,3449.4379194586631,3447.0541800235642,3439.8555938229511,3430.6842068550859,3447.7599034831296
SIBCS,Energy,2520.3827332596256,2551.4933984181271,2557.3100087617945,2566.3173207446644,2576.4270020083554,2605.2429847565936,2636.4720143719633,2668.2555525005146,2701.4323159206087,2735.6646543688421,2770.7608556994001,2806.8200573214281,2843.4454912691835,2881.1275400488712,2919.8767605398912,2959.5039055880516,2999.60935126494,3038.3581999535259,3075.6950538879987,3111.1041467801369,3144.9681887319412,3176.7787458346352,3206.1059773010656,3232.9379698900198,3257.4886396416587,3280.0682360137216,3300.8136377127585,3323.5222865689911,3342.4392030430872,3357.7441375035683,3370.1158026107928,3377.4892450038283,3379.8694236040342,3377.5337595861138,3370.4803549559333,3361.4939371370001,3378.2252499675037
SIBCS,Peak,498.60058645387676,504.75512627368323,505.90581076705598,507.68770324622864,509.68767449679302,515.38826342240213,521.56621896666627,527.85387144950153,534.41714197171564,541.18923408325861,548.13222188221414,555.26571745752676,562.51122926194273,569.96576835729547,577.63142318284883,585.47075547939744,593.40470871221817,601.07028998508872,608.45654010591636,615.46142640704829,622.16065940609019,628.45365698043679,634.25538487488211,639.56348632472657,644.42027976901875,648.88714102958693,652.99114845546842,657.48353982439721,661.22582290046194,664.25355721911626,666.70101069373015,668.15967911453652,668.63054349170704,668.16848531549181,666.77312911077911,664.99537006826858,668.30528101129562
SIMUL,Energy,118.8859779839446,120.3534621895343,120.62783060197144,121.05270380871058,121.52957556643186,122.88882003568837,124.36188747037562,125.8611109670054,127.42605263776456,129.04078558343593,130.69626677827358,132.39717251516169,134.12478732401809,135.90224245513542,137.73003587452314,139.59924082962505,141.49100713513866,143.31878301667572,145.0799553720754,146.75019560283664,148.34755607226137,149.84805404880353,151.23141402363515,152.49707405141601,153.65512451139898,154.72019981196797,155.69875649588482,156.76991917778258,157.66222655863618,158.38415742941359,158.96772653824493,159.31553042470887,159.42780300019027,159.3176301691563,158.98492240358175,158.56103477061319,159.35024763997657
SIMUL,Peak,23.056674518098347,23.341277515546047,23.394488359170222,23.476888011386297,23.569372231065575,23.832983279648655,24.118669085163759,24.409427581479839,24.712931420657373,25.026091749514855,25.347154769119733,25.677027396879851,26.012079965870182,26.356798536753544,26.711279684756011,27.073792160896989,27.440680171663264,27.795157918385602,28.13671861761463,28.460643995701655,28.770435117044634,29.061440785222509,29.32972878034137,29.575190119062501,29.799781723422836,30.006341781715005,30.196122471929179,30.403863113266929,30.576916665917324,30.716927501462035,30.83010454075054,30.897557415701122,30.919331490946,30.897964638866682,30.833439496452222,30.751230985815894,30.904290451389397
SIN,Energy,304011,307763.59848462348,308465.2036431788,309551.67431570351,310771.11383578036,314246.9255113923,318013.8012311444,321847.56230341713,325849.3755562249,329978.51328862255,334211.85099638614,338561.34672957449,342979.14195287804,347524.38707790943,352198.35548565997,356978.22000157647,361815.77760137321,366489.70116195496,370993.30855129496,375264.38754147268,379349.10099469306,383186.12112172745,386723.60011159902,389960.10097764432,392921.42647927266,395644.99920578051,398147.3295989781,400886.46876079246,403168.24549982318,405014.34147916187,406506.62367554411,407396.01541980909,407683.11486184155,407401.38481172587,406550.59633157606,405466.64593328931,407484.79304951552
SIN,Peak,47262.626376651169,47846.018622722353,47955.092644625278,48123.999221902821,48313.57760698202,48853.939595791802,49439.551431383028,50035.561500677148,50657.697556927036,51299.627927551926,51957.757595255469,52633.945600835927,53320.751686956333,54027.371586021349,54754.003262348146,55497.097922563647,56249.16175385502,56975.786458082184,57675.93320734291,58339.930268429292,58974.954283334133,59571.471016819814,60121.420024630563,60624.577907732186,61084.956054454211,61508.372313019121,61897.393455164092,62323.229726872967,62677.962817095824,62964.963433938385,63196.958907444743,63335.226896799315,63379.860392500872,63336.061641476423,63203.79505223169,63035.280285709923,63349.028581420651
SEN,Energy,318999.99999999994,326656,339580.22620638803,352504.45241277339,365428.67861916241,378352.90482555138,391277.13103193772,408606.81952771847,425936.50802350021,443266.19651928195,460595.88501506369,477925.57351084932,499291.0226206659,520656.47173048637,542021.92084030691,563387.36995012732,584752.8190599581,596808.36685816757,608863.91465638008,620919.46245459258,632975.01025280508,645030.55805101676,662608.34903389332,680186.14001676906,697763.93099963758,715341.72198250599,732919.51296537567,748505.39390271297,764091.27484005515,779677.15577739361,795263.03671473218,810848.91765207518,824806.11569425673,838763.31373643922,852720.51177862519,866677.70982080768,880634.90786299435
SEN,Peak,49441.575821786035,50727.056793152478,52837.081722446936,54955.155428256192,57081.301302008171,59215.542795798334,61357.90342253921,64200.596146404983,67054.159076897107,69918.623831747886,72794.022110730002,75680.385695856894,79218.06468461451,82769.274034162212,86334.053102296864,89912.441348943059,93504.478336403045,95563.609640376977,97628.233988133725,99698.362602438428,101774.00672654765,103855.17762424405,106832.23695545948,109817.2974405104,112810.37546865961,115811.4874591353,118820.64986117985,121489.16959125368,124168.13243962845,126848.53602488668,129530.31538331803,132213.40939905168,134631.91296277061,137051.07202924069,139470.85871765879,141891.24670627026,144312.21112490512
SEN,LF,0.73653649805613675,0.73510075439520861,0.73366780945486709,0.73223765777951644,0.73081029392419572,0.72938571245455797,0.72796390794684929,0.72654487498788856,0.72512860817504665,0.72371510211622581,0.72230435142983962,0.72089635074479108,0.71949109470045425,0.71808857794665215,0.71668879514363715,0.7152917409620706,0.71389741008300234,0.71291581867255616,0.71193557692619824,0.71095668298817372,0.70997913500527887,0.70900293112685875,0.70802806950480246,0.70705454829354064,0.70608236565004123,0.70511151973380681,0.70414200870686972,0.70332048123508084,0.70247518151926014,0.70165761715718822,0.7008664451337836,0.70010040776614746,0.69935832603227566,0.69863909351599474,0.69794167090273562,0.69726508096857709,0.69660840401168911
CEN,Energy,55143.030020688617,56245.890621102386,58242.86991675321,60223.389567475679,62187.547692761051,64135.441896694574,66067.169270486876,68723.783278600473,71358.634384775985,73971.852074971874,76563.565155613251,79133.901756925392,82348.611726335221,85536.999286595077,88699.221028944492,91835.432722902624,94945.789320299722,96636.391721778011,98316.963193321804,99987.546160066631,101648.18288955845,103298.91549229913,105821.71450433102,108329.83594254554,110823.34151274613,113302.29269219619,115766.75073040694,117946.75921127819,120108.32078625348,122267.04011246769,124423.0453486625,126576.45706266214,128473.70138406877,130369.65254646604,132264.36555238999,134157.89232871626,136050.28193868333
CEN,Peak,8108.9515460225475,8734.5356825470935,9062.315883113235,9388.7771103146551,9713.9232763472392,10037.758283135761,10360.286022359431,10797.930051735681,11233.818025485882,11667.955147449817,12100.346607811645,12530.997583133534,13065.521619404773,13597.90133882547,14128.143095344343,14656.253226237101,15182.238052147561,15473.848773553211,15764.625323636385,16054.569449936303,16343.68289675686,16631.967405172134,17061.617915685816,17490.050319300724,17917.267160590556,18343.270979424928,18768.064310977079,19143.821740341638,19518.120901996586,19892.073183673889,20265.692683949404,20638.992756339914,20970.577028500771,21301.95771436322,21633.142848717114,21964.14005148803,22294.956553996457
NES,Energy,57369.122577819086,58918.088887420192,61428.638795306324,63953.393258545213,66492.413958731791,69045.762816956165,71613.501994679333,75004.365923130375,78414.483531294289,81843.938529681982,85292.814954040019,88761.197166538594,93000.894462323355,97264.671890985046,101552.63415743774,105864.88637342011,110201.53405898184,112705.79419890488,115219.92838833143,117743.96673120545,120277.9394137015,122821.87670443526,126429.48472160887,130051.47045168081,133687.87789514865,137338.75117293335,141004.13452668567,144254.11597607849,147522.97171902229,150794.38679365377,154068.24579814027,157344.44016596113,160306.32277150199,163269.36981517245,166233.53176938591,169198.76187605449,172165.01595569387
NES,Peak,9943.6333261312884,9149.5066404295958,9558.006496390095,9970.281630860869,10386.359192765327,10806.266506242757,11230.031071712934,11784.739695274269,12344.603370674287,12909.659242911855,13479.944696960838,14055.497359228777,14755.624554540911,15462.261046771557,16175.453746287625,16895.249866544345,17621.69692592775,18046.952956999099,18474.929878444818,18905.641390288398,19339.101254655099,19775.323296037168,20384.205375058857,20997.047973979417,21613.871154609551,22234.695069982856,22859.539964745778,23413.742777025371,23973.120088473068,24533.291842408107,25094.223605851108,25655.88290425903,26166.569917571902,26677.659592702596,27189.135365333459,27700.981566393955,28213.183362458894
NOR,Energy,25289.635170052123,25846.007143793271,26816.133114609995,27782.370936160227,28744.732095790645,29703.228050806811,30657.870228547559,31953.178527793025,33243.310078500894,34528.280161136056,35808.104016221863,37082.796844438126,38664.901530374002,40240.684660237028,41810.164892354878,43373.360836286272,44930.291052940789,45793.457223166115,46654.161283215835,47512.408376732019,48368.203637860373,49221.552191266259,50493.275075408441,51761.402656315287,53025.94242361615,54286.901853132775,55544.288406901716,56658.30791239551,57767.748526757998,58876.510095882659,59984.623238336069,61092.1167591294,62076.440082580855,63060.454455781735,64044.173019457747,65027.608179523355,66010.771657739082
NOR,Peak,5266.4994894440715,4013.6776065935601,4172.4638465713169,4331.2488750477642,4490.0326920299103,4648.8152975246421,4807.5966915388608,5020.5062965613542,5233.4142771425204,5446.320633291647,5659.2253650180246,5872.1284723310036,6134.6159487920277,6397.1014225471345,6659.5848936077327,6922.0663619852803,7184.545827691365,7332.6520088783473,7480.7576284898769,7628.8626865275119,7776.9671829928511,7925.0711178874808,8141.0225744639756,8356.9732122246169,8572.9230311716583,8788.8720313075028,9004.820212634515,9196.1538751678727,9387.5086471981012,9578.8353635558942,9770.1349207787771,9961.4081838057809,10132.647805602182,10303.863729228016,10475.056813462697,10646.22787728918,10817.377702078997
NTE,Energy,29459.284688945652,30077.929667413504,31176.365082976921,32268.106192585903,33353.182792743173,34431.624562819357,35503.46106548456,36967.290731985093,38422.2385428829,39868.343976149779,41305.6463546749,42734.184846835014,44513.802757162703,46282.62642834671,48040.703833298656,49788.082756486867,51524.81079462944,52478.463058722897,53427.956383372468,54373.303879736399,55314.518622556054,56251.613650250045,57665.189327392429,59072.686140698184,60474.123169983839,61869.519442185134,63258.893931492392,64489.012553522465,65711.439726269135,66932.704470774552,68152.859201641448,69371.953228925777,70450.918828883747,71529.35555023911,72607.285888032842,73684.731079415316,74761.711190362563
NTE,Peak,4941.6735342605225,4670.8612315687778,4850.8953778036712,5030.5713276850993,5209.8896112027624,5388.8507576506336,5567.4552956279749,5808.3271974121244,6048.7205177603873,6288.6359644658596,6528.0742443929166,6767.0360634784056,7062.6090724931273,7357.5948785124465,7651.9943499438159,7945.8083540552698,8239.0377569769298,8403.08487072965,8566.9012430264447,8730.4871144878307,8893.842725511955,9056.9683162747351,9297.3491494449954,9537.3933146638883,9777.1011625239607,10016.473043294096,10255.509306919575,10467.147794402796,10678.392777666519,10889.527173383309,11100.55533717722,11311.481403497875,11499.601896057497,11687.653357239458,11875.638467802515,12063.559772682045,12251.419689396753
