z,z2,y,value
South_Africa,Lesotho,2025,411.6726963335081
South_Africa,Lesotho,2026,285.8453113759285
South_Africa,Lesotho,2027,224.88228767997373
South_Africa,Lesotho,2028,218.95768673207718
South_Africa,Lesotho,2029,239.8627276591996
South_Africa,Lesotho,2030,217.41334819416892
South_Africa,Lesotho,2031,239.58144334462696
South_Africa,Lesotho,2032,255.88627893493486
South_Africa,Lesotho,2033,246.7596677527689
South_Africa,Lesotho,2034,270.0960928102635
South_Africa,Lesotho,2035,271.89673718585937
South_Africa,Eswatini,2025,444.21699623498745
South_Africa,Eswatini,2026,506.2990379904976
South_Africa,Eswatini,2027,539.8259381601018
South_Africa,Eswatini,2028,702.2902392605168
South_Africa,Eswatini,2029,1169.2929644757407
South_Africa,Eswatini,2030,1821.5988722505674
South_Africa,Eswatini,2031,1761.2461381076077
South_Africa,Eswatini,2032,339.73432748573447
South_Africa,Eswatini,2033,512.0034247373884
South_Africa,Eswatini,2034,536.7251258967997
South_Africa,Eswatini,2035,512.5694328964381
South_Africa,Mozambique,2028,0.0752992103583231
South_Africa,Mozambique,2029,10.465348206002815
South_Africa,Mozambique,2030,2855.0819549295275
South_Africa,Mozambique,2031,5423.534090541485
South_Africa,Mozambique,2033,8.84452351254458
South_Africa,Mozambique,2034,770.5062850430846
South_Africa,Mozambique,2035,581.9334750084519
South_Africa,Botswana,2025,222.87827909953182
South_Africa,Botswana,2026,130.38625860833673
South_Africa,Botswana,2027,56.90897012594887
South_Africa,Botswana,2028,37.456666689619006
South_Africa,Botswana,2029,100.31727075547673
South_Africa,Botswana,2030,1006.1290001925013
South_Africa,Botswana,2031,425.0517290659688
South_Africa,Botswana,2032,36.4213068867585
South_Africa,Botswana,2033,18.963717312097874
South_Africa,Botswana,2034,386.86394573711067
South_Africa,Botswana,2035,30.02651983422564
South_Africa,Namibia,2025,2567.4075975048227
South_Africa,Namibia,2026,2077.4293899791705
South_Africa,Namibia,2027,3717.911897787725
South_Africa,Namibia,2028,3111.2497354374955
South_Africa,Namibia,2029,2589.7755510953957
South_Africa,Namibia,2030,1453.9879416654344
South_Africa,Namibia,2031,1007.2357291170182
South_Africa,Namibia,2032,85.86780314420602
South_Africa,Namibia,2033,94.90417139389145
South_Africa,Namibia,2034,341.1933416856563
South_Africa,Namibia,2035,249.0372071456825
South_Africa,DRC,2035,1439.2504562027327
South_Africa,Mozal,2025,2175.977306851839
South_Africa,Mozal,2026,4639.011731829962
South_Africa,Mozal,2027,6428.872942600402
South_Africa,Mozal,2028,7092.529559766015
South_Africa,Mozal,2029,8234.931381089054
South_Africa,Mozal,2030,9632.520890940204
South_Africa,Mozal,2031,9613.046117545062
South_Africa,Mozal,2032,4676.757974622564
South_Africa,Mozal,2033,3980.6531039848355
South_Africa,Mozal,2034,3398.587582549954
South_Africa,Mozal,2035,3659.5485265475213
Lesotho,South_Africa,2026,10.569197791832227
Lesotho,South_Africa,2027,72.29811898079996
Lesotho,South_Africa,2028,207.12053258184122
Lesotho,South_Africa,2029,253.21758523392307
Lesotho,South_Africa,2030,270.31604877420676
Lesotho,South_Africa,2031,268.0951714496272
Lesotho,South_Africa,2032,268.72009957217824
Lesotho,South_Africa,2033,307.98167332043136
Lesotho,South_Africa,2034,322.71154016024946
Lesotho,South_Africa,2035,337.62563480959005
Eswatini,South_Africa,2032,0.23508498400095043
Eswatini,South_Africa,2033,2.083382747767134
Eswatini,South_Africa,2034,2.3542632119364946
Eswatini,South_Africa,2035,10.993279540624982
Eswatini,Mozambique,2031,8.54150879607212
Eswatini,Mozambique,2034,50.06504457137379
Eswatini,Mozambique,2035,16.128
Mozambique,South_Africa,2032,212.8919673379647
Mozambique,South_Africa,2033,737.961067855841
Mozambique,South_Africa,2034,1501.331074776123
Mozambique,South_Africa,2035,764.6736903255295
Mozambique,Eswatini,2025,1446.6427298851168
Mozambique,Eswatini,2026,1456.7967237180346
Mozambique,Eswatini,2027,1459.7613003967472
Mozambique,Eswatini,2028,1331.1593011252612
Mozambique,Eswatini,2029,755.6263538569392
Mozambique,Eswatini,2031,8.064
Mozambique,Eswatini,2032,1388.2160132149304
Mozambique,Eswatini,2033,1152.8513795882436
Mozambique,Eswatini,2034,1119.689836364529
Mozambique,Eswatini,2035,1055.5877051490638
Mozambique,Zimbabwe,2025,1208.994395462354
Mozambique,Zimbabwe,2026,1424.462066274673
Mozambique,Zimbabwe,2027,1901.0810844812904
Mozambique,Zimbabwe,2028,1985.8153962479619
Mozambique,Zimbabwe,2029,2764.0455847197027
Mozambique,Zimbabwe,2030,3853.119598948483
Mozambique,Zimbabwe,2031,3094.496017535044
Mozambique,Zimbabwe,2032,2795.4522484206655
Mozambique,Zimbabwe,2033,2497.2672977190523
Mozambique,Zimbabwe,2034,2454.3229680416193
Mozambique,Zimbabwe,2035,2697.7391835214394
Mozambique,Zambia,2031,5200.400547977104
Mozambique,Zambia,2032,5192.63055486089
Mozambique,Zambia,2033,4708.595584988957
Mozambique,Zambia,2034,4807.940319565142
Mozambique,Zambia,2035,4567.681168027349
Mozambique,Tanzania,2032,3110.113215199247
Mozambique,Tanzania,2033,3043.946909520678
Mozambique,Tanzania,2034,1861.5592501774338
Mozambique,Tanzania,2035,3113.8494530643543
Mozambique,Malawi,2026,1121.8349889089113
Mozambique,Malawi,2027,1223.5300884144222
Mozambique,Malawi,2028,1443.6025942014583
Mozambique,Malawi,2029,1802.246512025534
Mozambique,Malawi,2030,5248.788702737625
Mozambique,Malawi,2031,3287.3321174511857
Mozambique,Malawi,2032,3997.1018102303774
Mozambique,Malawi,2033,3589.681213043779
Mozambique,Malawi,2034,4019.5238597401444
Mozambique,Malawi,2035,3755.1015744932624
Mozambique,Mozal,2025,6978.9933250742
Mozambique,Mozal,2026,4460.029161933127
Mozambique,Mozal,2027,2635.7341049916517
Mozambique,Mozal,2028,1978.7408651800993
Mozambique,Mozal,2029,825.5964287222321
Mozambique,Mozal,2031,8.080234993471919
Mozambique,Mozal,2032,4609.088140091108
Mozambique,Mozal,2033,5697.071525972513
Mozambique,Mozal,2034,6387.361744331102
Mozambique,Mozal,2035,5961.172778387845
Zimbabwe,Mozambique,2025,875.3446162469077
Zimbabwe,Mozambique,2026,359.9455895306366
Zimbabwe,Mozambique,2027,274.1921244369446
Zimbabwe,Mozambique,2028,218.1044270232593
Zimbabwe,Mozambique,2029,163.31963607741673
Zimbabwe,Mozambique,2032,1.5999704458642836
Zimbabwe,Mozambique,2033,82.31402356216527
Zimbabwe,Mozambique,2034,0.5497030437165877
Zimbabwe,Mozambique,2035,1.759705022450735
Zimbabwe,Botswana,2025,43.831165065888825
Zimbabwe,Botswana,2026,12.830123512888036
Zimbabwe,Botswana,2027,0.286800918658205
Zimbabwe,Botswana,2028,0.053727526587261626
Zimbabwe,Botswana,2029,1.4813314572267797
Zimbabwe,Botswana,2032,0.6714969744261671
Zimbabwe,Botswana,2033,73.25198615121029
Zimbabwe,Botswana,2034,145.61587795134028
Zimbabwe,Botswana,2035,92.96379644110768
Zimbabwe,Zambia,2025,3820.0154273704943
Zimbabwe,Zambia,2026,3890.47072147852
Zimbabwe,Zambia,2027,4134.72
Zimbabwe,Zambia,2028,4134.72
Zimbabwe,Zambia,2029,4134.72
Zimbabwe,Zambia,2030,9561.833121565023
Zimbabwe,Zambia,2031,8718.280602067454
Zimbabwe,Zambia,2032,9716.649227306154
Zimbabwe,Zambia,2033,8627.805526800596
Zimbabwe,Zambia,2034,8638.011060486377
Zimbabwe,Zambia,2035,9111.528972313785
Botswana,South_Africa,2025,265.25413144683154
Botswana,South_Africa,2026,278.94950313100213
Botswana,South_Africa,2027,842.5935095085771
Botswana,South_Africa,2028,1411.2971792901776
