z,tech,f,y,value
Zimbabwe,EnergyBalance,Solar,2025,253.59615599999995
Zimbabwe,EnergyBalance,Solar,2026,791.5273960000002
Zimbabwe,EnergyBalance,Solar,2027,791.5273960000002
Zimbabwe,EnergyBalance,Solar,2028,983.645696
Zimbabwe,EnergyBalance,Solar,2029,1175.7639959999997
Zimbabwe,EnergyBalance,Solar,2030,1367.882296
Zimbabwe,EnergyBalance,Solar,2031,1560.0005960000003
Zimbabwe,EnergyBalance,Solar,2032,1752.1188959999995
Zimbabwe,EnergyBalance,Solar,2033,1944.2371959999991
Zimbabwe,EnergyBalance,Solar,2034,2136.355496
Zimbabwe,EnergyBalance,Solar,2035,2328.473796
Zimbabwe,EnergyBalance,Water,2025,5238.072000000007
Zimbabwe,EnergyBalance,Water,2026,5238.072000000005
Zimbabwe,EnergyBalance,Water,2027,5238.072000000006
Zimbabwe,EnergyBalance,Water,2028,5238.072000000005
Zimbabwe,EnergyBalance,Water,2029,5238.072000000008
Zimbabwe,EnergyBalance,Water,2030,5238.07200000001
Zimbabwe,EnergyBalance,Water,2031,5238.072000000004
Zimbabwe,EnergyBalance,Water,2032,11224.440000000022
Zimbabwe,EnergyBalance,Water,2033,11224.440000000017
Zimbabwe,EnergyBalance,Water,2034,11224.44000000002
Zimbabwe,EnergyBalance,Water,2035,11224.440000000022
Zimbabwe,EnergyBalance,Coal,2025,11012.88843303942
Zimbabwe,EnergyBalance,Coal,2026,10604.163454898391
Zimbabwe,EnergyBalance,Coal,2027,10691.56168825355
Zimbabwe,EnergyBalance,Coal,2028,10743.636418734795
Zimbabwe,EnergyBalance,Coal,2029,9687.305255281926
Zimbabwe,EnergyBalance,Coal,2030,11063.879999999992
Zimbabwe,EnergyBalance,Coal,2031,11063.880000000005
Zimbabwe,EnergyBalance,Coal,2032,9236.84015889619
Zimbabwe,EnergyBalance,Coal,2033,9401.321404847493
Zimbabwe,EnergyBalance,Coal,2034,9099.235650724777
Zimbabwe,EnergyBalance,Coal,2035,9380.710843206449
Zimbabwe,EnergyBalance,Battery,2032,0.1476759207721591
Zimbabwe,EnergyBalance,Battery,2033,6.86
Zimbabwe,EnergyBalance,Battery,2034,3.5987977535305538
Zimbabwe,EnergyBalance,Battery,2035,10.534010307189837
Zimbabwe,EnergyBalance,Imports,2025,1208.994395462354
Zimbabwe,EnergyBalance,Imports,2026,1424.462066274673
Zimbabwe,EnergyBalance,Imports,2027,1901.0810844812904
Zimbabwe,EnergyBalance,Imports,2028,2032.20384723399
Zimbabwe,EnergyBalance,Imports,2029,3327.3745685065696
Zimbabwe,EnergyBalance,Imports,2030,7741.29595440492
Zimbabwe,EnergyBalance,Imports,2031,7083.431608109034
Zimbabwe,EnergyBalance,Imports,2032,4069.2765277562135
Zimbabwe,EnergyBalance,Imports,2033,3146.4606332872318
Zimbabwe,EnergyBalance,Imports,2034,3885.852582938147
Zimbabwe,EnergyBalance,Imports,2035,4305.868553392407
Zimbabwe,EnergyBalance,Exports,2025,-4739.19120868329
Zimbabwe,EnergyBalance,Exports,2026,-4263.246434522044
Zimbabwe,EnergyBalance,Exports,2027,-4409.198925355603
Zimbabwe,EnergyBalance,Exports,2028,-4352.878154549847
Zimbabwe,EnergyBalance,Exports,2029,-4299.520967534644
Zimbabwe,EnergyBalance,Exports,2030,-9561.833121565023
Zimbabwe,EnergyBalance,Exports,2031,-8718.280602067454
Zimbabwe,EnergyBalance,Exports,2032,-9718.920694726445
Zimbabwe,EnergyBalance,Exports,2033,-8783.371536513972
Zimbabwe,EnergyBalance,Exports,2034,-8784.176641481436
Zimbabwe,EnergyBalance,Exports,2035,-9206.252473777342
Botswana,Storage,Battery,2026,12.285
Botswana,Storage,Battery,2027,25.41644
Botswana,Storage,Battery,2028,9.637027109894031
Botswana,Storage,Battery,2029,15.83759043460616
Botswana,Storage,Battery,2030,22.18590144692935
Botswana,Storage,Battery,2031,37.59284379408822
Botswana,Storage,Battery,2032,50.2970220457427
Botswana,Storage,Battery,2033,77.8125551416189
Botswana,Storage,Battery,2034,129.4641513881861
Botswana,Storage,Battery,2035,111.00784460272098
Botswana,ST,Coal,2025,4623.528000000001
Botswana,ST,Coal,2026,4623.527999999998
Botswana,ST,Coal,2027,4623.528000000003
Botswana,ST,Coal,2028,4623.527999999998
Botswana,ST,Coal,2029,3871.92
Botswana,ST,Coal,2030,3871.920000000001
Botswana,ST,Coal,2031,3871.9199999999983
Botswana,ST,Coal,2032,3871.919999999999
Botswana,ST,Coal,2033,3871.920000000001
Botswana,ST,Coal,2034,3600.8801739504024
Botswana,ST,Coal,2035,3860.54921867184
Botswana,PV,Solar,2026,513.28368
Botswana,PV,Solar,2027,789.6672
Botswana,PV,Solar,2028,789.6672
Botswana,PV,Solar,2029,1184.5008000000005
Botswana,PV,Solar,2030,1579.3344
Botswana,PV,Solar,2031,1974.168
Botswana,PV,Solar,2032,2369.001599999999
Botswana,PV,Solar,2033,2763.8352000000004
Botswana,PV,Solar,2034,3158.6688
Botswana,PV,Solar,2035,3553.5023999999994
Botswana,OnshoreWind,Wind,2027,773.8492000000003
Botswana,OnshoreWind,Wind,2028,1547.698400000001
Botswana,OnshoreWind,Wind,2029,2321.5476
Botswana,OnshoreWind,Wind,2030,3095.3968000000013
Botswana,OnshoreWind,Wind,2031,3869.246
Botswana,OnshoreWind,Wind,2032,4643.0952
Botswana,OnshoreWind,Wind,2033,5416.944399999999
Botswana,OnshoreWind,Wind,2034,6190.793600000003
Botswana,OnshoreWind,Wind,2035,6964.642800000006
Botswana,EnergyBalance,Solar,2026,513.28368
Botswana,EnergyBalance,Solar,2027,789.6672
Botswana,EnergyBalance,Solar,2028,789.6672
Botswana,EnergyBalance,Solar,2029,1184.5008000000005
Botswana,EnergyBalance,Solar,2030,1579.3344
Botswana,EnergyBalance,Solar,2031,1974.168
Botswana,EnergyBalance,Solar,2032,2369.001599999999
Botswana,EnergyBalance,Solar,2033,2763.8352000000004
Botswana,EnergyBalance,Solar,2034,3158.6688
Botswana,EnergyBalance,Solar,2035,3553.5023999999994
Botswana,EnergyBalance,Coal,2025,4623.528000000001
Botswana,EnergyBalance,Coal,2026,4623.527999999998
Botswana,EnergyBalance,Coal,2027,4623.528000000003
Botswana,EnergyBalance,Coal,2028,4623.527999999998
Botswana,EnergyBalance,Coal,2029,3871.92
Botswana,EnergyBalance,Coal,2030,3871.920000000001
Botswana,EnergyBalance,Coal,2031,3871.9199999999983
Botswana,EnergyBalance,Coal,2032,3871.919999999999
Botswana,EnergyBalance,Coal,2033,3871.920000000001
Botswana,EnergyBalance,Coal,2034,3600.8801739504024
Botswana,EnergyBalance,Coal,2035,3860.54921867184
Botswana,EnergyBalance,Wind,2027,773.8492000000003
Botswana,EnergyBalance,Wind,2028,1547.698400000001
Botswana,EnergyBalance,Wind,2029,2321.5476
Botswana,EnergyBalance,Wind,2030,3095.3968000000013
Botswana,EnergyBalance,Wind,2031,3869.246
Botswana,EnergyBalance,Wind,2032,4643.0952
Botswana,EnergyBalance,Wind,2033,5416.944399999999
Botswana,EnergyBalance,Wind,2034,6190.793600000003
Botswana,EnergyBalance,Wind,2035,6964.642800000006
Botswana,EnergyBalance,Battery,2026,12.285
Botswana,EnergyBalance,Battery,2027,25.41644
Botswana,EnergyBalance,Battery,2028,9.637027109894031
Botswana,EnergyBalance,Battery,2029,15.83759043460616
Botswana,EnergyBalance,Battery,2030,22.18590144692935
Botswana,EnergyBalance,Battery,2031,37.59284379408822
Botswana,EnergyBalance,Battery,2032,50.2970220457427
Botswana,EnergyBalance,Battery,2033,77.8125551416189
Botswana,EnergyBalance,Battery,2034,129.4641513881861
Botswana,EnergyBalance,Battery,2035,111.00784460272098
Botswana,EnergyBalance,Imports,2025,266.7094441654207
Botswana,EnergyBalance,Imports,2026,143.21638212122477
Botswana,EnergyBalance,Imports,2027,57.19577104460706
Botswana,EnergyBalance,Imports,2028,37.510394216206265
Botswana,EnergyBalance,Imports,2029,101.7986022127035
Botswana,EnergyBalance,Imports,2030,1006.1290001925012
Botswana,EnergyBalance,Imports,2031,425.0517290659688
Botswana,EnergyBalance,Imports,2032,37.09280386118467
Botswana,EnergyBalance,Imports,2033,92.21570346330816
Botswana,EnergyBalance,Imports,2034,532.479823688451
Botswana,EnergyBalance,Imports,2035,122.9903162753333
Botswana,EnergyBalance,Exports,2025,-265.25413144683154
Botswana,EnergyBalance,Exports,2026,-278.94950313100213
Botswana,EnergyBalance,Exports,2027,-842.5935095085771
Botswana,EnergyBalance,Exports,2028,-1457.6856302762058
Botswana,EnergyBalance,Exports,2029,-1808.483697021088
Botswana,EnergyBalance,Exports,2030,-3892.717451135141
Botswana,EnergyBalance,Exports,2031,-4466.084455037319
Botswana,EnergyBalance,Exports,2032,-5201.128299903548
Botswana,EnergyBalance,Exports,2033,-6426.727720724505
Botswana,EnergyBalance,Exports,2034,-7682.347600420743
Botswana,EnergyBalance,Exports,2035,-8632.45311455817
Namibia,Storage,Battery,2026,21.813367249999995
Namibia,Storage,Battery,2027,33.36078478373167
Namibia,Storage,Battery,2028,31.19191456666668
Namibia,Storage,Battery,2029,28.291934072222222
Namibia,Storage,Battery,2030,35.67270868484626
Namibia,Storage,Battery,2031,47.0913803277778
Namibia,Storage,Battery,2032,71.83516347634263
Namibia,Storage,Battery,2033,116.92673507517355
Namibia,Storage,Battery,2034,215.3651710798523
Namibia,Storage,Battery,2035,181.2209841825252
Namibia,ST,Coal,2025,70.97999999999998
Namibia,ST,Coal,2027,11.18610022024645
Namibia,ST,Coal,2028,0.9681899949695226
Namibia,ST,Coal,2029,0.3488984791354603
Namibia,ReservoirHydro,Water,2025,911.9159999999982
Namibia,ReservoirHydro,Water,2026,911.9159999999994
Namibia,ReservoirHydro,Water,2027,911.9159999999988
Namibia,ReservoirHydro,Water,2028,911.9159999999986
Namibia,ReservoirHydro,Water,2029,911.9159999999996
Namibia,ReservoirHydro,Water,2030,911.9159999999994
Namibia,ReservoirHydro,Water,2031,911.9160000000004
Namibia,ReservoirHydro,Water,2032,911.9159999999996
Namibia,ReservoirHydro,Water,2033,911.916
Namibia,ReservoirHydro,Water,2034,911.9159999999996
Namibia,ReservoirHydro,Water,2035,911.9159999999996
Namibia,PV,Solar,2025,341.5757879999997
Namibia,PV,Solar,2026,801.7826879999989
Namibia,PV,Solar,2027,1108.5872879999993
Namibia,PV,Solar,2028,1415.3918880000003
Namibia,PV,Solar,2029,1721.0882169826284
Namibia,PV,Solar,2030,2029.001088
Namibia,PV,Solar,2031,2335.805688000002
Namibia,PV,Solar,2032,2641.0712265739094
Namibia,PV,Solar,2033,2949.414888
Namibia,PV,Solar,2034,3256.219488000001
Namibia,PV,Solar,2035,3553.496591194408
Namibia,OnshoreWind,Wind,2025,16.722894999999983
Namibia,OnshoreWind,Wind,2026,351.1807949999998
Namibia,OnshoreWind,Wind,2027,1133.8122809999982
Namibia,OnshoreWind,Wind,2028,1488.3376549999969
Namibia,OnshoreWind,Wind,2029,1822.746989221188
Namibia,OnshoreWind,Wind,2030,2157.253455
Namibia,OnshoreWind,Wind,2031,2491.711355
Namibia,OnshoreWind,Wind,2032,3324.7269225848468
Namibia,OnshoreWind,Wind,2033,3541.540834998798
Namibia,OnshoreWind,Wind,2034,3935.167762813756
Namibia,OnshoreWind,Wind,2035,3934.0426827836495
Namibia,ICE,HFO,2025,28.82880000000004
Namibia,ICE,HFO,2027,0.0151829425722356
Namibia,ICE,HFO,2028,0.0132
Namibia,EnergyBalance,HFO,2025,28.82880000000004
Namibia,EnergyBalance,HFO,2027,0.0151829425722356
Namibia,EnergyBalance,HFO,2028,0.0132
Namibia,EnergyBalance,Solar,2025,341.5757879999997
Namibia,EnergyBalance,Solar,2026,801.7826879999989
Namibia,EnergyBalance,Solar,2027,1108.5872879999993
Namibia,EnergyBalance,Solar,2028,1415.3918880000003
Namibia,EnergyBalance,Solar,2029,1721.0882169826284
Namibia,EnergyBalance,Solar,2030,2029.001088
Namibia,EnergyBalance,Solar,2031,2335.805688000002
Namibia,EnergyBalance,Solar,2032,2641.0712265739094
Namibia,EnergyBalance,Solar,2033,2949.414888
Namibia,EnergyBalance,Solar,2034,3256.219488000001
Namibia,EnergyBalance,Solar,2035,3553.496591194408
Namibia,EnergyBalance,Water,2025,911.9159999999982
Namibia,EnergyBalance,Water,2026,911.9159999999994
Namibia,EnergyBalance,Water,2027,911.9159999999988
Namibia,EnergyBalance,Water,2028,911.9159999999986
Namibia,EnergyBalance,Water,2029,911.9159999999996
Namibia,EnergyBalance,Water,2030,911.9159999999994
Namibia,EnergyBalance,Water,2031,911.9160000000004
Namibia,EnergyBalance,Water,2032,911.9159999999996
Namibia,EnergyBalance,Water,2033,911.916
Namibia,EnergyBalance,Water,2034,911.9159999999996
Namibia,EnergyBalance,Water,2035,911.9159999999996
Namibia,EnergyBalance,Coal,2025,70.97999999999998
Namibia,EnergyBalance,Coal,2027,11.18610022024645
Namibia,EnergyBalance,Coal,2028,0.9681899949695226
Namibia,EnergyBalance,Coal,2029,0.3488984791354603
Namibia,EnergyBalance,Wind,2025,16.722894999999983
Namibia,EnergyBalance,Wind,2026,351.1807949999998
Namibia,EnergyBalance,Wind,2027,1133.8122809999982
Namibia,EnergyBalance,Wind,2028,1488.3376549999969
Namibia,EnergyBalance,Wind,2029,1822.746989221188
Namibia,EnergyBalance,Wind,2030,2157.253455
Namibia,EnergyBalance,Wind,2031,2491.711355
Namibia,EnergyBalance,Wind,2032,3324.7269225848468
Namibia,EnergyBalance,Wind,2033,3541.540834998798
Namibia,EnergyBalance,Wind,2034,3935.167762813756
Namibia,EnergyBalance,Wind,2035,3934.0426827836495
Namibia,EnergyBalance,Battery,2026,21.813367249999995
Namibia,EnergyBalance,Battery,2027,33.36078478373167
Namibia,EnergyBalance,Battery,2028,31.19191456666668
Namibia,EnergyBalance,Battery,2029,28.291934072222222
Namibia,EnergyBalance,Battery,2030,35.67270868484626
Namibia,EnergyBalance,Battery,2031,47.0913803277778
Namibia,EnergyBalance,Battery,2032,71.83516347634263
Namibia,EnergyBalance,Battery,2033,116.92673507517355
Namibia,EnergyBalance,Battery,2034,215.3651710798523
Namibia,EnergyBalance,Battery,2035,181.2209841825252
Namibia,EnergyBalance,Imports,2025,3162.5503572916687
Namibia,EnergyBalance,Imports,2026,2564.387087991906
Namibia,EnergyBalance,Imports,2027,3717.911897787725
Namibia,EnergyBalance,Imports,2028,3111.2497354374955
Namibia,EnergyBalance,Imports,2029,2589.775551095396
Namibia,EnergyBalance,Imports,2030,2244.809304367645
Namibia,EnergyBalance,Imports,2031,1776.0174248451306
Namibia,EnergyBalance,Imports,2032,819.0922179191775
Namibia,EnergyBalance,Imports,2033,1888.7106534053048
Namibia,EnergyBalance,Imports,2034,2451.9310186261905
Namibia,EnergyBalance,Imports,2035,2300.9480642432
Namibia,EnergyBalance,Exports,2027,-2093.6021911741827
Namibia,EnergyBalance,Exports,2028,-2094.9860429520004
Namibia,EnergyBalance,Exports,2029,-2139.45403194874
Namibia,EnergyBalance,Exports,2030,-2356.4668527913404
Namibia,EnergyBalance,Exports,2031,-2476.161667498617
Namibia,EnergyBalance,Exports,2032,-2627.008723362081
Namibia,EnergyBalance,Exports,2033,-4065.230738736829
Namibia,EnergyBalance,Exports,2034,-5211.002622766577
Namibia,EnergyBalance,Exports,2035,-5291.079139862647
Zambia,Storage,Battery,2032,0.0864985999999999
Zambia,Storage,Battery,2033,0.4
Zambia,Storage,Battery,2034,0.6
Zambia,Storage,Battery,2035,0.8
Zambia,ST,Coal,2025,2233.799999999999
Zambia,ST,Coal,2026,2233.8
Zambia,ST,Coal,2027,2233.8000000000006
Zambia,ST,Coal,2028,2233.7999999999997
Zambia,ST,Coal,2029,2233.7999999999997
Zambia,ST,Coal,2030,2233.8
Zambia,ST,Coal,2031,2233.8000000000006
Zambia,ST,Coal,2032,2233.7999999999997
Zambia,ST,Coal,2033,2233.8
Zambia,ST,Coal,2034,2233.8
Zambia,ST,Coal,2035,2233.8
Zambia,ReservoirHydro,Water,2025,17130.232915963792
Zambia,ReservoirHydro,Water,2026,17130.232915963777
Zambia,ReservoirHydro,Water,2027,17130.23291596383
Zambia,ReservoirHydro,Water,2028,17250.40312396381
Zambia,ReservoirHydro,Water,2029,18791.55714243017
Zambia,ReservoirHydro,Water,2030,23199.595070755466
Zambia,ReservoirHydro,Water,2031,23199.595070755528
Zambia,ReservoirHydro,Water,2032,23199.595070755506
Zambia,ReservoirHydro,Water,2033,23199.595070755477
Zambia,ReservoirHydro,Water,2034,23199.595070755466
Zambia,ReservoirHydro,Water,2035,24448.65107075554
Zambia,PV,Solar,2025,222.45472500000005
Zambia,PV,Solar,2026,493.74097500000016
Zambia,PV,Solar,2027,765.0272249999992
Zambia,PV,Solar,2028,1036.3134749999997
Zambia,PV,Solar,2029,1307.5997249999982
Zambia,PV,Solar,2030,1578.8859749999986
Zambia,PV,Solar,2031,1850.172224999999
Zambia,PV,Solar,2032,2121.458474999998
Zambia,PV,Solar,2033,2392.744724999998
Zambia,PV,Solar,2034,2664.0309749999983
Zambia,PV,Solar,2035,2935.317224999999
Zambia,OnshoreWind,Wind,2026,353.4825
Zambia,OnshoreWind,Wind,2027,706.9649999999999
Zambia,OnshoreWind,Wind,2028,1060.4474999999998
Zambia,OnshoreWind,Wind,2029,1413.9299999999998
Zambia,OnshoreWind,Wind,2030,1767.4125
Zambia,OnshoreWind,Wind,2031,1767.4125
Zambia,OnshoreWind,Wind,2032,1767.4125
Zambia,OnshoreWind,Wind,2033,1767.4125
Zambia,OnshoreWind,Wind,2034,1767.4125
Zambia,OnshoreWind,Wind,2035,1767.4125
Zambia,ICE,HFO,2027,951.8379369155532
Zambia,ICE,HFO,2028,2308.26
Zambia,ICE,HFO,2029,2308.26
Zambia,ICE,HFO,2030,235.0699649636249
Zambia,ICE,Diesel,2028,625.4639999999999
Zambia,ICE,Diesel,2029,625.464
Zambia,EnergyBalance,HFO,2027,951.8379369155532
Zambia,EnergyBalance,HFO,2028,2308.26
Zambia,EnergyBalance,HFO,2029,2308.26
Zambia,EnergyBalance,HFO,2030,235.0699649636249
Zambia,EnergyBalance,Solar,2025,222.45472500000005
Zambia,EnergyBalance,Solar,2026,493.74097500000016
Zambia,EnergyBalance,Solar,2027,765.0272249999992
Zambia,EnergyBalance,Solar,2028,1036.3134749999997
Zambia,EnergyBalance,Solar,2029,1307.5997249999982
Zambia,EnergyBalance,Solar,2030,1578.8859749999986
Zambia,EnergyBalance,Solar,2031,1850.172224999999
Zambia,EnergyBalance,Solar,2032,2121.458474999998
Zambia,EnergyBalance,Solar,2033,2392.744724999998
Zambia,EnergyBalance,Solar,2034,2664.0309749999983
Zambia,EnergyBalance,Solar,2035,2935.317224999999
Zambia,EnergyBalance,Diesel,2028,625.4639999999999
Zambia,EnergyBalance,Diesel,2029,625.464
Zambia,EnergyBalance,Water,2025,17130.232915963792
Zambia,EnergyBalance,Water,2026,17130.232915963777
Zambia,EnergyBalance,Water,2027,17130.23291596383
Zambia,EnergyBalance,Water,2028,17250.40312396381
Zambia,EnergyBalance,Water,2029,18791.55714243017
Zambia,EnergyBalance,Water,2030,23199.595070755466
Zambia,EnergyBalance,Water,2031,23199.595070755528
Zambia,EnergyBalance,Water,2032,23199.595070755506
Zambia,EnergyBalance,Water,2033,23199.595070755477
Zambia,EnergyBalance,Water,2034,23199.595070755466
Zambia,EnergyBalance,Water,2035,24448.65107075554
Zambia,EnergyBalance,Coal,2025,2233.799999999999
Zambia,EnergyBalance,Coal,2026,2233.8
Zambia,EnergyBalance,Coal,2027,2233.8000000000006
Zambia,EnergyBalance,Coal,2028,2233.7999999999997
Zambia,EnergyBalance,Coal,2029,2233.7999999999997
Zambia,EnergyBalance,Coal,2030,2233.8
Zambia,EnergyBalance,Coal,2031,2233.8000000000006
Zambia,EnergyBalance,Coal,2032,2233.7999999999997
Zambia,EnergyBalance,Coal,2033,2233.8
Zambia,EnergyBalance,Coal,2034,2233.8
Zambia,EnergyBalance,Coal,2035,2233.8
Zambia,EnergyBalance,Wind,2026,353.4825
Zambia,EnergyBalance,Wind,2027,706.9649999999999
Zambia,EnergyBalance,Wind,2028,1060.4474999999998
Zambia,EnergyBalance,Wind,2029,1413.9299999999998
Zambia,EnergyBalance,Wind,2030,1767.4125
Zambia,EnergyBalance,Wind,2031,1767.4125
Zambia,EnergyBalance,Wind,2032,1767.4125
Zambia,EnergyBalance,Wind,2033,1767.4125
Zambia,EnergyBalance,Wind,2034,1767.4125
Zambia,EnergyBalance,Wind,2035,1767.4125
Zambia,EnergyBalance,Battery,2032,0.0864985999999999
Zambia,EnergyBalance,Battery,2033,0.4
Zambia,EnergyBalance,Battery,2034,0.6
Zambia,EnergyBalance,Battery,2035,0.8
Zambia,EnergyBalance,UnmetDemand,2029,528.3364590008713
Zambia,EnergyBalance,Imports,2025,3820.0154273704943
Zambia,EnergyBalance,Imports,2026,3890.47072147852
Zambia,EnergyBalance,Imports,2027,6228.322191174182
Zambia,EnergyBalance,Imports,2028,6228.360000000001
Zambia,EnergyBalance,Imports,2029,6228.360000000001
Zambia,EnergyBalance,Imports,2030,15742.848179114037
Zambia,EnergyBalance,Imports,2031,17367.130365392164
Zambia,EnergyBalance,Imports,2032,18457.16687704008
Zambia,EnergyBalance,Imports,2033,17593.269244286468
Zambia,EnergyBalance,Imports,2034,19238.18849670248
Zambia,EnergyBalance,Imports,2035,18896.409771032377
Zambia,EnergyBalance,Exports,2025,-3845.1027597868474
Zambia,EnergyBalance,Exports,2026,-3736.9176980127354
Zambia,EnergyBalance,Exports,2027,-3248.2467814065703
Zambia,EnergyBalance,Exports,2028,-1660.6080989637717
Zambia,EnergyBalance,Exports,2029,-40.36732643107916
Zambia,EnergyBalance,Exports,2030,-6774.134425099776
Zambia,EnergyBalance,Exports,2031,-7015.8905585731845
Zambia,EnergyBalance,Exports,2032,-7016.669621304455
Zambia,EnergyBalance,Exports,2033,-5099.902436361912
Zambia,EnergyBalance,Exports,2034,-5613.593057132777
Zambia,EnergyBalance,Exports,2035,-5473.373366503913
Angola,Storage,Battery,2032,21.87171073913756
Angola,Storage,Battery,2033,37.9634369061701
Angola,Storage,Battery,2034,53.518865486307305
Angola,Storage,Battery,2035,69.44063587920232
Angola,CCGT,Gas,2027,128.85271899282813
Angola,CCGT,Gas,2028,645.4665084306336
Angola,CCGT,Gas,2029,628.3738347082272
Angola,CCGT,Gas,2030,6.357072323731593
Angola,CCGT,Gas,2031,13.028524164193485
Angola,CCGT,Gas,2032,2.219723479480641
Angola,ST,Biomass,2027,38.54800000000001
Angola,ST,Biomass,2028,74.704
Angola,ST,Biomass,2029,112.22
Angola,ST,Biomass,2030,148.91999999999996
Angola,ST,Biomass,2031,148.92
Angola,ST,Biomass,2032,148.92000000000004
Angola,ST,Biomass,2033,113.504
Angola,ST,Biomass,2034,114.184
Angola,ST,Biomass,2035,77.86074731570865
Angola,ReservoirHydro,Water,2025,16872.903510000022
Angola,ReservoirHydro,Water,2026,17938.853510000008
Angola,ReservoirHydro,Water,2027,21780.396883840567
Angola,ReservoirHydro,Water,2028,22350.92409440277
Angola,ReservoirHydro,Water,2029,22504.59860812527
Angola,ReservoirHydro,Water,2030,23823.65569300878
Angola,ReservoirHydro,Water,2031,23823.65569300873
Angola,ReservoirHydro,Water,2032,23823.65569300872
Angola,ReservoirHydro,Water,2033,29011.080905521398
Angola,ReservoirHydro,Water,2034,29786.29375434744
Angola,ReservoirHydro,Water,2035,29786.29375434746
Angola,PV,Solar,2025,397.7364900000002
Angola,PV,Solar,2026,397.7364900000002
Angola,PV,Solar,2027,521.5423971665994
Angola,PV,Solar,2028,844.905397166599
Angola,PV,Solar,2029,1595.1075571665988
Angola,PV,Solar,2030,2403.515057166599
Angola,PV,Solar,2031,3211.9225571666007
Angola,PV,Solar,2032,3896.524150000001
Angola,PV,Solar,2033,4381.568650000008
Angola,PV,Solar,2034,4866.613150000007
Angola,PV,Solar,2035,5351.657650000003
Angola,EnergyBalance,Solar,2025,397.7364900000002
Angola,EnergyBalance,Solar,2026,397.7364900000002
Angola,EnergyBalance,Solar,2027,521.5423971665994
Angola,EnergyBalance,Solar,2028,844.905397166599
Angola,EnergyBalance,Solar,2029,1595.1075571665988
Angola,EnergyBalance,Solar,2030,2403.515057166599
Angola,EnergyBalance,Solar,2031,3211.9225571666007
Angola,EnergyBalance,Solar,2032,3896.524150000001
Angola,EnergyBalance,Solar,2033,4381.568650000008
Angola,EnergyBalance,Solar,2034,4866.613150000007
Angola,EnergyBalance,Solar,2035,5351.657650000003
Angola,EnergyBalance,Water,2025,16872.903510000022
Angola,EnergyBalance,Water,2026,17938.853510000008
Angola,EnergyBalance,Water,2027,21780.396883840567
Angola,EnergyBalance,Water,2028,22350.92409440277
Angola,EnergyBalance,Water,2029,22504.59860812527
Angola,EnergyBalance,Water,2030,23823.65569300878
Angola,EnergyBalance,Water,2031,23823.65569300873
Angola,EnergyBalance,Water,2032,23823.65569300872
Angola,EnergyBalance,Water,2033,29011.080905521398
Angola,EnergyBalance,Water,2034,29786.29375434744
Angola,EnergyBalance,Water,2035,29786.29375434746
Angola,EnergyBalance,Biomass,2027,38.54800000000001
Angola,EnergyBalance,Biomass,2028,74.704
Angola,EnergyBalance,Biomass,2029,112.22
Angola,EnergyBalance,Biomass,2030,148.91999999999996
Angola,EnergyBalance,Biomass,2031,148.92
Angola,EnergyBalance,Biomass,2032,148.92000000000004
Angola,EnergyBalance,Biomass,2033,113.504
Angola,EnergyBalance,Biomass,2034,114.184
Angola,EnergyBalance,Biomass,2035,77.86074731570865
Angola,EnergyBalance,Gas,2027,128.85271899282813
Angola,EnergyBalance,Gas,2028,645.4665084306336
Angola,EnergyBalance,Gas,2029,628.3738347082272
Angola,EnergyBalance,Gas,2030,6.357072323731593
Angola,EnergyBalance,Gas,2031,13.028524164193485
Angola,EnergyBalance,Gas,2032,2.219723479480641
Angola,EnergyBalance,Battery,2032,21.87171073913756
Angola,EnergyBalance,Battery,2033,37.9634369061701
Angola,EnergyBalance,Battery,2034,53.518865486307305
Angola,EnergyBalance,Battery,2035,69.44063587920232
Angola,EnergyBalance,Imports,2030,186.7457421538104
Angola,EnergyBalance,Imports,2031,283.6397004177387
Angola,EnergyBalance,Imports,2032,518.8506208109903
Angola,EnergyBalance,Imports,2033,352.88583254349146
Angola,EnergyBalance,Imports,2034,334.0798148140735
Angola,EnergyBalance,Imports,2035,368.4378901751036
Angola,EnergyBalance,Exports,2030,-790.8213627022099
Angola,EnergyBalance,Exports,2031,-768.7816957281125
Angola,EnergyBalance,Exports,2032,-733.0804537603864
Angola,EnergyBalance,Exports,2033,-5286.82922013062
Angola,EnergyBalance,Exports,2034,-5613.888591514977
Angola,EnergyBalance,Exports,2035,-5175.753763317243
Tanzania,OCGT,Gas,2025,2753.571658599789
Tanzania,OCGT,Gas,2026,3615.959714908484
Tanzania,OCGT,Gas,2027,4182.519352648322
Tanzania,OCGT,Gas,2028,4849.70438627786
Tanzania,OCGT,Gas,2029,5201.579085293279
Tanzania,OCGT,Gas,2030,2856.26573208427
Tanzania,OCGT,Gas,2031,2171.657841434878
Tanzania,OCGT,Gas,2032,109.77854125648952
Tanzania,OCGT,Gas,2033,179.4960442529692
Tanzania,OCGT,Gas,2034,625.6645849923812
Tanzania,OCGT,Gas,2035,46.34599951640286
Tanzania,CCGT,Gas,2025,1386.2207999999996
Tanzania,CCGT,Gas,2026,1392.2436265705187
Tanzania,CCGT,Gas,2027,1527.819538526175
Tanzania,CCGT,Gas,2028,1762.4368000000002
Tanzania,CCGT,Gas,2029,1762.436799999999
Tanzania,CCGT,Gas,2030,10057.072460699565
Tanzania,CCGT,Gas,2031,9817.995928030932
