z,f,y,value
South_Africa,HFO,2025,195.14072126574194
South_Africa,HFO,2033,0.5158099593042216
South_Africa,HFO,2034,11.16824347892623
South_Africa,HFO,2035,10.774289806640702
South_Africa,Coal,2025,11750.313098580576
South_Africa,Coal,2026,10774.473477205487
South_Africa,Coal,2027,9584.481905514662
South_Africa,Coal,2028,8338.525377925667
South_Africa,Coal,2029,7497.1466344349255
South_Africa,Coal,2030,7148.039446011397
South_Africa,Coal,2031,6593.519960528163
South_Africa,Coal,2032,5431.646718257349
South_Africa,Coal,2033,4790.814368661805
South_Africa,Coal,2034,4276.692067324175
South_Africa,Coal,2035,4123.782893677119
South_Africa,Biomass,2025,9.158580000000004
South_Africa,Biomass,2026,9.158579999999999
South_Africa,Biomass,2027,9.158579999999999
South_Africa,Biomass,2028,9.158579999999999
South_Africa,Biomass,2029,9.158579999999999
South_Africa,Biomass,2030,9.158580000000004
South_Africa,Biomass,2031,9.158580000000004
South_Africa,Biomass,2032,9.15858
South_Africa,Biomass,2033,9.158579999999999
South_Africa,Biomass,2034,9.158579999999999
South_Africa,Biomass,2035,9.158579999999999
South_Africa,Gas,2025,46.793264454165424
South_Africa,Gas,2026,25.05935846368772
South_Africa,Gas,2033,1.968091674591794
South_Africa,Gas,2034,70.4414951522641
South_Africa,Gas,2035,70.42007726613868
South_Africa,Uranium,2025,216.20475298924055
South_Africa,Uranium,2026,216.20475298924055
South_Africa,Uranium,2027,216.20475298924055
South_Africa,Uranium,2028,216.20475298924052
South_Africa,Uranium,2029,216.20475298924038
South_Africa,Uranium,2030,216.2047529892404
South_Africa,Uranium,2031,216.20475298924035
South_Africa,Uranium,2032,216.20475298924038
South_Africa,Uranium,2033,216.20475298924055
South_Africa,Uranium,2034,216.20475298924052
South_Africa,Uranium,2035,216.2047529892405
Eswatini,HFO,2033,0.0022445471506709626
Eswatini,HFO,2034,0.0022248606805999305
Eswatini,HFO,2035,0.002205174227425821
Mozambique,Biomass,2025,0.23289569760599985
Mozambique,Biomass,2026,0.23289569760599985
Mozambique,Biomass,2027,0.23289569760599996
Mozambique,Biomass,2028,0.23289569760599999
Mozambique,Biomass,2029,0.23289569760599985
Mozambique,Biomass,2030,0.23289569760599987
Mozambique,Biomass,2031,0.23289569760599999
Mozambique,Biomass,2032,0.23289569760599999
Mozambique,Biomass,2033,0.23289569760599982
Mozambique,Biomass,2034,0.2328956976060001
Mozambique,Biomass,2035,0.232895697606
Mozambique,Gas,2025,58.60622469972729
Mozambique,Gas,2026,52.39645570943167
Zimbabwe,Coal,2025,553.4596749934599
Zimbabwe,Coal,2026,509.697670793583
Zimbabwe,Coal,2027,493.5027066582842
Zimbabwe,Coal,2028,476.1569906620175
Zimbabwe,Coal,2029,408.30377617456685
Zimbabwe,Coal,2030,453.02395627551726
Zimbabwe,Coal,2031,435.0115459523408
Zimbabwe,Coal,2032,343.0990377511178
Zimbabwe,Coal,2033,336.0321896256873
Zimbabwe,Coal,2034,311.4482896660559
Zimbabwe,Coal,2035,309.48795122260435
Botswana,Coal,2025,232.57750702724732
Botswana,Coal,2026,223.1570466999048
Botswana,Coal,2027,214.1489315959457
Botswana,Coal,2028,205.53511215257382
Botswana,Coal,2029,162.58462317651134
Botswana,Coal,2030,156.0941626444436
Botswana,Coal,2031,149.8877974673789
Botswana,Coal,2032,143.9530917496051
Botswana,Coal,2033,138.27815531742496
Botswana,Coal,2034,123.55181790708161
Botswana,Coal,2035,127.28769475166314
Namibia,HFO,2025,2.6988945318919604
Namibia,HFO,2027,0.0014175610811899527
Namibia,HFO,2028,0.0012307560567587997
Namibia,Coal,2025,5.402332014648659
Namibia,Coal,2027,0.7839207918497201
Namibia,Coal,2028,0.06512146770262306
Namibia,Coal,2029,0.022526828328993
Zambia,HFO,2027,128.3514782930945
Zambia,HFO,2028,318.9735145484332
Zambia,HFO,2029,318.5415205436173
Zambia,HFO,2030,31.278361766879684
Zambia,Diesel,2028,133.41977921954773
Zambia,Diesel,2029,133.23176529155612
Zambia,Coal,2025,98.6018664785244
Zambia,Coal,2026,94.60803670867526
Zambia,Coal,2027,90.78902181743815
Zambia,Coal,2028,87.1371696435913
Zambia,Coal,2029,83.64516316457748
Zambia,Coal,2030,80.30600587152561
Zambia,Coal,2031,77.11300755623664
Zambia,Coal,2032,74.05977030416248
Zambia,Coal,2033,71.14017695920624
Zambia,Coal,2034,68.34837752867082
Zambia,Coal,2035,65.67877847200282
Angola,Biomass,2027,1.2605075152019998
Angola,Biomass,2028,2.4427973802960032
Angola,Biomass,2029,3.669558819030006
Angola,Biomass,2030,4.869637313580012
Angola,Biomass,2031,4.869637313580012
Angola,Biomass,2032,4.869637313580012
Angola,Biomass,2033,3.7115452164959972
Angola,Biomass,2034,3.7337810033159977
Angola,Biomass,2035,2.546022027879387
Angola,Gas,2027,8.233688743641716
Angola,Gas,2028,41.826229746305046
Angola,Gas,2029,41.28416094033053
Angola,Gas,2030,0.42338101676052414
Angola,Gas,2031,0.867699709335286
Angola,Gas,2032,0.14783358373341068
Tanzania,HFO,2026,34.32212781435982
Tanzania,HFO,2027,38.56549240083464
Tanzania,HFO,2028,57.35137560620828
Tanzania,HFO,2029,57.663069262777526
Tanzania,Diesel,2026,26.82018085985283
Tanzania,Diesel,2027,53.56495429500665
Tanzania,Diesel,2028,79.65295673865421
Tanzania,Diesel,2029,80.08145529927832
Tanzania,Biomass,2025,2.1212532
Tanzania,Biomass,2026,7.568978700000001
Tanzania,Biomass,2027,9.469745737548362
Tanzania,Biomass,2028,9.519290700000003
Tanzania,Biomass,2029,9.519290700000003
Tanzania,Biomass,2030,9.0289353
Tanzania,Biomass,2031,7.116094346053725
Tanzania,Biomass,2032,7.148160000000002
Tanzania,Biomass,2033,7.14816
Tanzania,Biomass,2034,7.148160000000001
Tanzania,Biomass,2035,7.148160000000001
Tanzania,Gas,2025,295.00589008419206
Tanzania,Gas,2026,358.32645442902196
Tanzania,Gas,2027,409.4678138660438
Tanzania,Gas,2028,439.007655215444
Tanzania,Gas,2029,470.9964182120428
Tanzania,Gas,2030,706.1871515656434
Tanzania,Gas,2031,642.8219907519037
Tanzania,Gas,2032,362.84907698579553
Tanzania,Gas,2033,396.1635631259174
Tanzania,Gas,2034,504.9139168740688
Tanzania,Gas,2035,423.4548264950879
DRC,HFO,2025,79.66499831584123
DRC,HFO,2026,111.79559051739116
DRC,HFO,2027,159.25733477624885
DRC,HFO,2028,191.7499558137547
DRC,HFO,2029,221.5326302339714
DRC,HFO,2030,87.38472994674383
DRC,HFO,2031,58.69806159853177
DRC,HFO,2032,119.7037150911054
DRC,HFO,2034,0.10082366182740289
DRC,HFO,2035,0.06201118496324826
